gene_id,10_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,15_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,16_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,19_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,20_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
g30541,442,859,820,1469,1379,396,582,460,281,808,788
adi2mcaRNA23696_R0,180,378,374,275,269,112,107,93,175,268,263
g45518,102,254,252,371,370,41,120,128,75,169,176
g30900,0,4,5,0,0,0,0,0,0,0,0
g45512,308,1061,1080,1123,1133,244,425,428,334,990,1035
g45513,29,79,79,122,121,41,34,28,29,95,100
g45510,67,143,141,147,148,72,37,48,48,122,124
g45511,46,124,131,123,126,38,53,38,75,118,123
g45516,141,361,359,348,348,67,114,117,66,157,150
g45517,70,138,119,218,214,42,78,57,56,154,141
g45514,0,17,16,0,0,0,2,0,5,5,5
g45515,525,1268,1274,1720,1712,416,594,641,420,1728,1816
g2255,10,14,12,6,6,0,0,5,8,38,38
g2254,95,227,236,199,204,69,98,74,124,317,330
g2256,0,0,0,2,0,0,2,2,0,0,0
g38426,1,3,2,0,0,1,0,0,1,2,0
g2250,79,228,241,204,209,73,86,74,136,470,478
adi2mcaRNA32391_R1,64,171,196,138,149,15,55,45,15,19,19
g2252,13,44,45,45,47,14,21,16,19,38,38
g41750,13,23,24,20,19,5,4,3,5,17,18
g2259,4,7,7,5,5,2,2,2,1,12,10
g44503,2,1,2,4,5,1,0,2,0,0,0
adi2mcaRNA39119_R1,0,2,0,0,0,0,0,0,1,0,0
g41752,0,0,0,0,4,0,0,1,0,0,0
g12141,0,0,0,0,0,0,0,0,0,0,0
g12140,3,4,4,3,5,2,2,2,2,15,16
g12143,0,0,0,0,0,1,1,0,0,0,0
g12142,0,0,0,0,0,0,0,0,0,0,0
g12144,0,0,0,0,0,0,0,0,0,0,0
g12146,0,0,0,0,0,1,1,0,0,0,0
g39414,49,136,131,184,190,36,79,56,38,204,198
g7373,17,18,16,25,25,7,11,9,9,15,14
g66697,11,13,14,163,152,6,40,68,13,17,15
g7372,1,1,1,1,1,1,2,1,1,2,3
g39416,38,97,88,111,104,34,48,41,41,180,170
adi2mcaRNA4511_R1,26,63,64,80,80,16,33,23,16,38,41
adi2mcaRNA4511_R0,13,41,40,159,155,5,52,31,6,11,8
adi2mcaRNA4511_R3,8,18,20,30,27,1,20,17,2,0,0
g39417,105,369,387,405,415,111,134,134,123,444,470
adi2mcaRNA4511_R5,5,0,0,0,0,1,7,5,0,0,0
g16795,0,6,5,1,0,0,1,2,0,0,0
g16796,0,0,0,9,8,0,1,0,0,0,0
g33552,26,47,46,33,33,12,12,9,44,28,30
g16798,1,0,0,1,1,1,1,1,1,1,1
g16799,13,48,51,15,18,5,4,4,6,17,16
g54725,102,240,234,261,254,22,93,100,95,213,207
g54724,69,118,115,232,226,69,71,87,76,278,275
g54723,1,0,1,5,4,1,3,2,0,4,4
g54722,0,0,0,0,0,0,1,1,2,0,0
g54721,0,0,0,4,0,0,0,0,0,0,0
g54720,4,3,0,10,5,5,0,0,3,10,17
adi2mcaRNA16135_R2,47,63,64,70,67,22,26,25,42,78,77
g39412,211,599,591,623,614,210,270,247,342,1001,1001
g50619,2,6,3,5,5,2,3,3,3,3,3
g50618,0,0,0,0,0,1,0,0,0,0,0
g50617,0,0,0,0,0,0,0,0,1,0,0
g50616,1,0,0,1,1,1,1,0,1,1,0
g50615,1,0,1,2,0,0,1,0,1,2,2
g50614,1,1,3,2,2,1,1,0,1,1,2
g50613,0,0,0,0,0,0,0,0,1,0,0
g50612,1,0,0,0,0,1,1,0,1,1,0
adi2mcaRNA20431_R3,0,6,0,3,0,1,0,1,0,6,4
g46159,0,0,0,101,100,12,25,44,21,23,22
g46158,0,0,0,17,21,0,0,0,0,7,7
g36472,1,0,0,0,1,0,1,0,0,0,0
g36470,1,0,0,0,0,0,0,0,0,0,0
g36477,57,136,136,139,136,47,72,53,38,153,150
g36474,0,0,0,0,0,0,0,0,0,0,0
g32369,0,0,0,0,0,0,0,0,0,0,0
g32368,3,11,11,3,4,3,0,0,3,2,4
adi2mcaRNA30141_R6,1,2,2,3,3,0,1,0,1,1,1
adi2mcaRNA30141_R7,2,6,6,2,2,2,0,0,2,6,7
adi2mcaRNA30141_R4,1,2,4,3,3,0,1,0,1,1,1
adi2mcaRNA30141_R5,1,2,2,3,3,0,1,0,1,1,1
g32363,0,2,2,0,0,0,0,0,1,0,0
g14793,0,0,0,0,0,0,0,0,0,0,0
g32361,0,0,0,0,0,0,0,0,0,0,0
g14791,1,0,0,0,0,1,1,0,0,0,0
g32367,0,0,0,0,0,0,0,0,0,0,0
g32366,0,0,0,0,0,0,0,0,0,0,0
g14794,1,0,0,0,0,1,1,1,2,5,6
g14795,4,7,7,0,0,1,1,1,1,2,2
g16868,25,55,59,93,96,33,33,29,47,205,221
g16869,18,53,54,92,101,32,29,23,30,101,106
g1968,0,0,0,0,0,0,0,0,0,0,0
g16862,1,0,0,0,0,0,0,0,0,0,0
g16863,0,11,10,20,15,0,9,7,0,0,0
g16860,42,87,94,89,91,31,35,23,43,118,108
g16861,31,53,55,92,94,27,14,35,48,121,119
g16866,0,0,0,0,0,0,0,0,0,0,0
g16867,7,24,19,29,26,11,12,7,9,15,14
g16864,27,92,83,84,87,18,23,17,18,60,64
g1966,0,0,0,0,0,0,0,0,1,0,0
g54375,10,15,14,28,28,0,11,9,0,0,2
g67126,0,0,0,0,0,0,0,0,0,0,0
g7666,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA6157_R0,86,200,236,271,314,61,83,70,70,138,159
g70857,1,2,0,0,0,0,0,0,0,0,0
g70856,2,0,0,5,6,1,1,1,1,3,4
g70855,0,24,28,35,32,0,0,0,0,19,18
g70854,42,112,118,148,151,20,47,42,33,79,81
g14420,1,0,0,0,0,1,1,0,1,0,0
g70852,0,0,0,0,0,0,0,1,1,0,0
g70851,2,0,0,16,19,0,4,0,2,0,0
g70850,7,33,27,29,25,0,12,10,9,29,21
g67123,1,1,0,2,2,0,1,1,1,1,0
g24485,11,22,22,70,71,29,28,34,58,58,63
g14429,0,0,0,0,0,0,0,0,0,0,0
g70859,0,3,2,4,4,2,4,0,2,4,3
g34621,70,199,199,216,215,55,65,59,57,114,119
g16951,5,8,5,12,10,4,5,5,4,3,2
g46127,1,1,1,1,1,1,1,1,1,1,2
g1961,1,1,1,0,0,0,1,0,1,1,0
g36337,35,82,82,59,69,17,23,20,29,70,69
g38727,12,42,38,47,44,17,17,10,34,145,142
g24484,0,0,0,0,0,0,0,0,0,0,0
g53020,0,0,0,0,0,0,0,0,0,0,0
g44740,0,0,0,0,0,0,0,0,0,0,0
g44741,0,0,0,34,32,23,9,10,38,99,101
g44742,0,0,0,0,0,0,0,0,0,2,2
g44744,0,0,0,0,0,0,0,0,0,1,0
adi2mcaRNA30144_R3,0,0,0,0,0,0,0,0,0,0,0
g41518,0,6,3,0,0,0,0,0,0,0,0
g44747,0,0,0,0,0,0,1,0,0,5,5
g41516,1,2,0,2,1,1,1,1,1,0,1
g41514,3,7,7,11,11,4,7,5,4,5,4
g41515,0,5,5,6,6,0,0,0,2,0,0
g41510,0,0,0,0,0,0,0,0,0,0,0
g41511,0,0,0,0,0,0,0,0,0,0,0
g70580,0,5,5,2,0,2,1,1,3,2,4
g70583,1,2,2,0,0,1,1,0,6,0,0
g70585,1,4,3,1,2,3,1,0,8,46,47
g70584,4,2,2,1,0,3,2,4,3,0,0
g38726,0,0,0,0,0,0,4,2,1,0,0
g70586,4,9,9,12,11,4,3,2,6,35,30
g70589,72,117,113,204,212,60,81,71,56,131,129
g70588,0,0,0,0,0,0,0,1,1,3,3
g40812,12,17,18,5,5,3,5,4,4,5,5
g31128,20,44,44,90,90,19,36,34,33,56,58
g47209,0,0,0,3,5,0,2,0,2,10,6
g19779,0,1,1,2,2,1,1,0,1,1,1
g19778,1,0,1,1,1,0,1,0,0,1,1
g31120,1,0,0,0,0,1,1,0,0,0,0
g31121,0,0,0,0,0,0,0,0,0,0,0
g19771,12,77,74,6,6,5,10,9,25,102,110
g19770,19,169,168,20,17,9,17,21,39,202,194
g31124,1,5,4,0,0,1,0,0,0,2,2
g23064,2,0,1,0,0,0,2,0,1,0,2
g31126,22,50,48,30,33,8,10,10,11,43,48
g31648,0,2,1,1,1,0,0,0,0,0,0
g55935,0,1,0,2,1,0,1,1,0,0,0
g55937,0,0,0,0,0,0,0,0,0,0,0
g55936,0,2,0,0,0,0,0,0,0,0,0
g55931,1,2,2,0,0,1,0,0,1,0,0
g55930,0,0,0,0,0,0,0,0,1,0,0
g55932,56,162,162,73,65,57,31,20,73,215,215
g23065,12,25,28,21,22,7,8,8,12,18,19
g55939,1,0,0,0,0,0,0,0,1,1,0
g55938,11,27,29,148,153,13,72,70,20,58,58
adi2mcaRNA10389_R8,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA10389_R9,1,2,2,19,16,2,4,3,1,10,9
adi2mcaRNA38296_R9,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA38296_R8,0,0,0,0,0,0,0,0,0,0,0
g42351,75,165,170,216,220,53,88,63,57,148,155
adi2mcaRNA38296_R2,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA38296_R1,0,0,0,0,0,0,0,0,0,0,0
g42352,39,73,77,131,136,32,51,42,27,80,85
g42355,4,5,6,6,6,0,5,5,2,0,0
g42354,0,0,0,18,17,5,21,19,9,15,16
adi2mcaRNA38296_R5,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA38296_R4,0,0,0,0,0,0,0,0,0,0,0
g56022,1,2,1,2,1,1,1,1,1,1,1
g31643,0,0,0,0,0,0,0,0,0,0,0
g8735,0,0,0,0,2,0,1,1,1,0,0
adi2mcaRNA13184_R7,1,1,0,5,8,1,0,1,1,1,1
g56020,0,0,0,0,0,0,0,0,5,22,23
g8737,1,0,0,2,2,1,1,0,1,3,4
g16088,92,159,160,274,269,71,115,90,75,176,173
g70620,43,60,63,77,78,31,34,28,21,63,65
adi2mcaRNA27386_R1,1,0,0,0,0,0,0,0,0,0,0
g51034,191,357,353,563,572,145,201,220,163,505,527
adi2mcaRNA13319_R3,0,0,0,0,0,0,0,0,0,0,0
g10658,1,0,0,0,0,0,1,0,1,2,1
g51035,48,69,63,114,107,30,35,43,38,113,110
g56024,0,0,0,0,0,0,0,1,1,0,0
g32107,196,407,394,442,433,123,169,126,179,523,519
g10655,0,0,0,0,0,2,0,1,0,0,1
g64452,1,1,1,1,1,1,1,1,1,2,1
g64453,1,0,0,2,2,0,1,1,0,0,1
g64450,0,0,0,0,0,0,0,1,0,0,0
g64457,1,0,0,1,2,2,0,0,3,3,5
g64454,0,0,0,0,0,0,0,0,0,0,0
g37079,44,127,134,98,96,33,43,36,51,140,148
g975,2,0,0,3,0,2,2,0,2,6,3
g7498,58,134,127,92,89,39,37,44,41,112,103
g64458,0,2,2,0,0,3,0,0,3,4,4
g976,0,0,0,0,0,1,1,0,1,0,0
g970,0,0,0,0,0,0,0,0,0,0,0
g973,0,0,0,0,0,0,0,0,0,0,0
g972,1,2,2,0,0,1,0,0,2,3,2
g53761,113,246,244,375,378,109,107,117,125,376,384
adi2mcaRNA36409_R2,0,0,0,0,0,0,0,0,0,0,0
g1890,49,99,100,94,91,34,47,39,56,94,97
g53767,6,19,18,10,11,2,8,3,6,19,17
g18428,1,2,2,1,0,1,0,0,1,0,1
g18429,0,0,0,0,0,1,0,0,1,1,1
adi2mcaRNA9764_R0,42,59,54,51,53,14,31,19,22,39,43
g18420,1,3,3,1,1,1,0,0,0,0,0
g71064,0,0,0,0,0,0,0,0,0,0,0
g18422,1,2,2,1,1,1,1,1,1,1,2
g53765,50,57,60,92,92,19,37,30,33,58,58
g18424,1,1,1,0,0,1,0,0,0,0,0
g71060,0,3,0,0,0,0,0,0,0,0,0
g71063,0,0,0,0,0,0,0,0,1,0,0
g71062,0,0,0,0,0,1,0,0,0,1,1
adi2mcaRNA36239_R4,1,3,2,0,2,1,0,0,1,1,2
g68697,1,0,0,0,0,0,0,0,1,0,0
adi2mcaRNA36239_R0,2,3,5,2,1,1,3,1,2,4,3
adi2mcaRNA36239_R1,1,5,4,2,0,2,1,0,1,5,3
g68691,0,0,1,0,0,0,0,0,0,2,2
g43006,0,0,0,0,0,0,0,1,0,0,0
g43007,1,0,0,1,1,1,0,0,1,0,0
g43004,0,0,0,9,7,0,4,3,0,0,2
g53769,395,545,544,650,656,212,318,212,351,727,745
g43002,1,5,5,9,9,4,3,3,14,36,33
g43000,0,0,0,0,0,0,0,0,0,0,0
g43001,0,0,0,0,0,0,0,0,0,0,0
g37074,123,332,326,415,414,93,148,125,139,495,494
g43008,0,0,0,0,0,0,0,0,0,0,0
g43009,0,0,0,0,0,0,0,0,0,0,0
g40262,0,0,0,0,0,0,0,0,0,0,0
g40261,0,0,0,0,0,0,0,0,1,0,0
g40260,0,0,0,0,0,0,0,0,0,0,0
g26328,96,226,240,253,252,68,125,106,93,286,289
g28780,79,194,186,183,186,48,63,62,58,235,243
g46807,1,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA14108_R7,2,2,2,2,1,1,1,2,1,2,2
g46638,0,0,0,0,1,0,0,0,1,1,0
g46639,0,0,0,0,0,0,0,0,0,0,0
g46636,0,0,0,0,0,0,0,0,0,0,0
g46637,0,0,0,0,0,2,0,0,0,0,0
g46634,5,13,20,5,6,2,2,3,3,4,5
g46635,5,13,13,0,3,0,6,4,6,0,0
adi2mcaRNA9843_R0,7,12,10,0,0,9,6,0,2,8,7
g46633,56,125,128,102,103,19,34,32,16,58,58
g46630,1,1,1,3,2,1,1,0,1,5,5
g46631,1227,3047,4103,3728,4452,700,1259,1159,919,3268,4313
g1728,1,0,0,0,0,0,1,0,0,0,0
g1729,0,0,0,0,0,1,0,1,0,0,0
g1724,0,0,0,0,0,0,0,0,0,0,0
g1725,0,5,5,18,22,1,0,0,0,13,15
g1726,0,0,1,0,0,0,0,0,1,1,1
g35043,380,1023,1022,952,950,295,345,280,533,1680,1706
g1720,1,2,2,2,2,0,0,1,0,1,1
g1721,0,0,0,1,1,0,0,0,0,0,0
g1722,0,0,0,1,1,1,0,0,0,0,0
adi2mcaRNA26320_R4,0,0,2,0,0,0,0,0,0,0,0
g625,8,12,11,21,19,4,6,4,2,10,10
adi2mcaRNA26320_R7,0,1,2,0,0,0,0,0,0,3,4
adi2mcaRNA26320_R1,0,2,3,1,1,0,0,0,0,2,2
adi2mcaRNA26320_R3,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA36509_R0,771,2235,2266,2114,2123,622,860,753,682,1566,1622
adi2mcaRNA29587_R0,88,198,209,270,272,69,127,96,106,176,191
g49827,0,0,0,0,0,0,0,0,0,0,0
g41123,62,176,174,118,116,50,51,36,53,189,167
adi2mcaRNA20915_R4,7,8,10,12,13,18,14,23,21,43,41
g32023,1,0,2,2,2,1,1,0,1,2,0
g37825,0,0,0,0,0,0,0,0,0,0,0
g46988,0,0,0,0,0,0,1,1,1,0,0
g46989,0,0,0,0,0,0,0,0,0,0,0
g55177,2,3,4,1,0,1,1,1,0,0,0
g46980,6,9,10,73,80,4,18,15,4,13,14
g46981,6,12,15,10,9,3,4,3,4,5,5
g46984,0,0,0,0,0,0,0,0,0,0,0
g46985,0,1,0,0,1,1,0,0,0,0,0
g46986,0,0,0,0,1,0,0,0,0,0,0
g46987,1,0,0,0,0,0,0,0,1,0,0
g41122,46,84,79,138,138,29,50,48,33,75,76
g62858,117,330,321,295,299,88,176,149,163,373,378
g62859,172,449,430,583,580,144,282,203,147,348,349
g62854,213,611,614,511,511,154,223,194,192,516,514
g62855,39,57,55,68,73,25,27,22,33,111,112
g62856,293,664,658,249,246,105,114,68,176,418,432
g62857,147,342,335,250,245,125,182,145,153,355,346
g62850,36,77,78,50,51,17,34,15,25,57,56
g62851,35,110,110,126,126,31,38,28,32,91,98
g62852,411,840,822,660,635,240,220,278,214,726,715
g62853,23,78,73,104,101,29,49,38,27,106,102
g65324,0,1,2,0,0,1,0,0,3,5,0
adi2mcaRNA29367_R0,41,150,154,64,67,57,41,30,66,217,221
g28575,69,103,102,93,94,38,56,44,49,62,65
g28574,252,533,529,654,640,204,268,208,219,510,496
g28577,0,0,0,0,0,0,0,0,0,0,0
g28571,33,60,61,64,62,18,33,19,25,48,49
g28570,78,251,245,213,218,61,107,80,83,264,270
g28573,24,90,77,53,50,26,16,12,27,86,81
g28572,0,48,56,32,35,0,0,6,12,38,38
g65495,1,0,0,0,0,0,0,0,1,0,0
g65494,1,0,0,0,0,0,0,1,0,0,0
g65497,14,55,55,37,38,17,16,23,16,55,51
g65496,7,9,10,2,2,1,0,1,2,3,3
g65491,0,0,0,0,0,0,0,0,0,0,0
g28578,1,0,0,0,1,1,1,1,1,0,0
g65493,1,0,0,0,0,0,0,1,0,0,0
g65492,1,0,0,0,0,0,0,1,0,0,0
g70004,113,222,218,182,178,88,93,54,133,323,325
g70005,1,1,1,1,1,1,1,1,1,2,2
g70007,89,149,150,278,275,115,96,164,176,314,310
g16487,84,329,312,246,246,67,89,86,87,376,377
g70001,190,464,464,494,489,123,245,189,233,414,443
g70002,413,622,622,646,631,247,343,228,308,679,690
g70003,200,594,608,710,716,204,222,187,177,575,578
g70008,1,0,1,1,0,0,0,0,1,4,5
g47589,144,232,227,243,239,91,106,83,87,207,203
g48806,1,2,1,2,2,0,1,1,1,3,3
g47587,2480,4904,4950,6760,6770,1698,2805,2529,1850,5349,5431
g47586,35,94,95,78,75,32,46,32,40,82,83
g47585,143,334,339,431,433,112,148,134,113,244,257
g47582,3,7,7,16,17,3,3,3,4,3,3
g47581,4,20,21,15,15,2,3,4,4,2,2
g47580,39,70,60,78,76,15,35,19,17,62,62
adi2mcaRNA38951_R6,113,185,197,193,194,38,80,52,34,88,92
adi2mcaRNA1254_R0,17,26,24,60,64,12,22,18,12,20,21
adi2mcaRNA1022_R0,124,292,306,221,226,102,90,93,129,398,417
g8228,0,2,2,0,1,0,0,0,1,2,3
g64345,0,0,0,0,0,1,0,0,0,0,0
g41126,8,40,42,40,45,13,11,7,7,25,28
g31958,25,60,63,128,130,32,54,42,41,104,108
adi2mcaRNA2552_R4,23,8,9,19,19,12,14,15,21,9,7
g31950,102,224,212,188,186,31,91,85,62,154,154
g31953,3,0,4,0,0,0,0,0,0,0,0
g31952,0,0,0,3,3,0,0,0,0,0,0
g31955,2,7,5,11,11,0,2,3,12,14,13
g31954,10,23,24,16,15,8,5,0,11,16,15
g31956,30,48,45,33,29,11,20,22,18,20,20
g37463,1,0,0,0,0,0,0,0,0,0,0
g37462,0,0,0,0,0,0,0,0,0,0,0
g37461,0,0,0,0,1,0,0,0,0,0,0
g37460,1,0,1,0,0,0,0,0,0,0,0
g37467,0,0,0,0,0,0,0,0,0,0,0
g37466,0,0,0,0,0,0,0,0,0,0,0
g37465,0,0,0,0,0,0,0,0,0,0,0
g37464,0,0,0,0,0,0,0,0,0,0,0
g53388,39,123,118,5,4,36,11,5,63,137,132
g60657,2,0,0,0,0,1,0,0,1,2,2
g32029,519,1100,1167,1821,1893,335,604,634,311,899,964
adi2mcaRNA29085_R9,0,0,0,0,0,0,2,0,0,0,0
adi2mcaRNA29085_R8,0,0,0,0,0,0,0,0,0,1,1
adi2mcaRNA3924_R0,86,187,189,216,222,62,89,78,101,299,311
adi2mcaRNA29085_R3,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA29085_R2,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA29085_R1,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA29085_R0,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA29085_R5,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA29085_R4,0,0,0,0,0,0,0,0,0,0,0
g38925,0,0,0,0,0,0,0,0,0,0,0
g41124,49,94,92,91,96,29,27,31,47,251,243
g62142,528,1379,1368,1295,1273,340,402,426,402,1298,1293
g62143,1100,2405,2413,2654,2648,862,1089,850,1210,2447,2533
g62140,78,294,301,223,222,90,103,77,110,348,359
g62141,587,1400,1389,1550,1537,369,715,530,940,2062,2098
g62146,18,58,55,56,56,14,17,16,29,77,77
g62147,120,328,327,722,700,81,133,162,65,367,362
g62144,358,596,595,835,834,264,357,257,210,359,360
g62145,10,36,35,18,18,6,9,4,11,14,15
adi2mcaRNA15602_R0,162,395,402,949,959,211,314,529,515,2472,2545
g66959,41,242,253,289,294,26,82,61,36,91,97
g18771,1,0,0,2,2,1,1,1,1,2,1
g63431,2,5,5,0,0,0,0,0,0,0,0
g63430,3,9,6,0,0,0,1,0,0,0,0
g63433,34,73,54,0,0,0,0,0,0,0,0
g63432,0,0,0,0,0,0,0,0,0,0,0
g63435,2,0,0,0,0,0,0,0,0,0,0
g63434,1,0,0,0,1,0,1,0,1,1,1
g63437,0,0,0,0,0,0,1,0,0,0,0
g63436,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA6992_R6,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA6992_R4,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA6992_R5,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA6992_R0,0,0,0,0,0,2,0,0,0,0,3
adi2mcaRNA12030_R0,15,28,31,37,40,17,23,16,19,83,84
adi2mcaRNA12030_R2,12,15,16,11,12,8,11,7,9,25,23
g51543,0,0,3,0,0,0,0,1,2,45,39
g23567,1,0,0,0,0,0,1,0,0,0,0
g23565,0,0,0,0,0,1,0,0,0,0,0
g23564,0,0,0,0,0,0,0,0,0,0,0
g23563,0,0,0,0,0,0,0,0,0,0,0
g67539,27,42,39,47,44,2,24,30,8,14,17
adi2mcaRNA37742_R8,0,1,1,8,8,0,2,2,1,1,1
g67534,0,0,0,0,0,0,0,0,0,0,0
g67535,0,0,0,0,0,0,0,0,0,0,0
g67536,1,0,0,0,0,0,0,0,0,0,0
g67537,0,1,0,3,3,0,0,0,0,4,4
g67530,0,0,0,4,4,0,0,0,0,0,0
g67531,4,0,0,20,16,5,9,6,2,5,5
g67532,8,6,7,22,24,8,8,6,9,20,20
g66950,5,4,3,10,11,17,8,8,32,96,101
g30606,1,1,0,4,5,0,1,2,2,5,4
g30607,3,5,3,10,9,2,4,4,7,22,19
g30604,348,763,781,1216,1232,213,341,321,308,1137,1166
g30605,0,0,0,0,0,0,0,0,0,0,0
g30602,101,203,213,339,340,62,124,110,50,180,186
g30603,0,15,14,0,5,0,0,0,0,10,8
g30600,149,341,371,452,482,38,169,158,49,124,125
g30601,70,222,224,239,239,54,84,88,56,233,242
g30608,28,56,62,120,137,30,43,42,19,93,104
g30609,0,0,0,0,0,0,0,0,0,0,1
adi2mcaRNA39334_R0,443,1121,1124,1109,1079,302,475,343,426,1004,996
g46001,14,31,31,24,27,9,13,9,12,8,7
g14889,16,40,31,30,29,13,13,9,22,29,28
g36730,9,31,31,43,52,6,9,10,6,15,14
g36731,32,56,62,71,73,8,31,29,11,34,38
g36732,25,37,39,46,46,30,29,19,38,60,65
g36733,18,46,40,47,46,31,16,28,25,97,93
g36734,26,24,27,48,50,30,18,21,38,66,66
g36735,202,355,358,365,369,145,216,152,131,328,329
g36736,0,2,3,2,1,0,0,0,0,0,0
g36737,970,3006,3133,3226,3312,675,1160,1073,788,2978,3082
g36738,133,277,284,249,251,61,107,80,57,174,164
g59157,4,5,8,14,18,7,4,4,6,8,14
g51679,0,0,3,3,0,0,0,0,0,0,0
g55649,34,57,56,73,78,28,27,12,41,97,100
g16488,41,162,165,88,81,31,32,39,30,169,166
g26475,45,127,133,148,147,53,45,38,40,121,126
g40405,14,27,29,51,55,17,20,19,15,51,55
g24326,1,2,2,0,0,0,1,1,0,3,1
g17227,2,43,40,2,2,0,1,6,65,7,7
g17226,112,234,228,305,291,100,142,128,106,356,336
g8244,0,0,0,0,0,0,0,0,0,0,0
g17224,5,1,0,0,0,0,0,2,0,0,0
g17223,2,2,2,0,0,1,2,2,1,5,3
g17222,0,0,0,142,134,0,55,61,0,0,0
g17221,20,29,35,36,29,7,21,13,12,41,40
g17220,0,6,5,0,0,0,0,0,17,0,1
adi2mcaRNA12830_R0,246,771,788,1024,1072,253,427,318,243,1297,1372
g17229,5,9,13,17,16,9,8,5,11,15,18
g17228,1,0,0,0,0,0,1,0,0,1,1
g16489,90,246,248,256,249,78,133,108,82,227,242
g67391,6,18,14,14,11,4,6,7,4,9,9
g31095,0,0,0,0,0,0,0,1,0,0,0
g67393,0,0,0,0,0,0,0,0,0,0,0
g57645,612,1052,1084,1705,1700,467,706,634,419,1015,1023
g67395,2,1,1,0,0,1,1,1,1,2,2
g60168,0,0,0,0,0,0,0,0,0,0,0
g60169,0,0,0,1,2,0,0,0,0,0,0
g57649,4,4,4,6,6,2,2,1,0,15,16
g60167,0,0,0,0,0,0,0,0,0,0,0
g18731,525,1759,1942,3010,3291,458,686,679,420,1854,2069
adi2mcaRNA34965_R2,0,15,11,7,0,3,4,4,0,0,5
adi2mcaRNA25733_R3,14,5,5,6,0,1,2,7,3,0,0
g64849,0,0,0,0,0,0,0,0,0,0,0
g64848,2,2,3,3,2,1,1,1,0,3,3
g64845,0,0,0,0,0,0,1,1,1,0,0
g64844,3,2,4,2,1,1,3,2,1,3,2
g64847,0,0,0,0,0,0,0,0,0,0,0
g64846,0,0,0,0,0,0,0,0,0,0,0
g64841,1,0,0,0,0,0,1,1,0,0,0
g64840,1,0,0,0,0,0,0,0,0,0,0
g64843,7,32,31,2,3,0,1,2,0,0,0
g41040,5,0,2,0,0,0,1,2,1,0,0
g46120,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA6075_R1,6,18,18,20,19,7,6,7,11,26,25
g48122,22,75,73,67,64,14,15,19,14,63,61
g69252,0,0,0,0,0,1,1,0,0,0,0
g61907,0,0,0,0,0,0,0,0,0,0,0
g48123,121,193,196,225,220,57,115,75,70,183,198
adi2mcaRNA19691_R9,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA19691_R8,0,0,0,0,0,0,0,0,0,0,0
g11948,2,3,3,3,3,2,0,1,5,11,12
adi2mcaRNA19691_R0,0,0,0,3,2,0,0,1,0,0,0
g11949,0,3,4,0,0,0,0,0,0,0,0
g47120,1,10,8,2,1,1,4,1,2,0,0
g41041,0,0,0,0,0,0,0,0,0,0,0
g20267,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA4641_R9,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA4641_R8,6,27,31,15,14,0,7,6,6,12,12
g8399,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA20564_R4,1,0,0,6,5,0,2,3,1,0,3
g20149,0,0,0,0,0,0,0,0,1,0,0
g48129,228,173,167,228,228,103,122,68,125,128,134
g8392,0,0,0,0,0,0,0,0,0,0,0
adi2mcaRNA4641_R0,0,0,0,6,5,0,0,6,0,0,0
g8390,2,0,0,2,0,1,1,0,1,0,0
g8391,64,126,125,147,144,39,22,21,99,179,169
g8396,0,0,1,4,6,8,3,4,9,13,13
g20141,1,0,1,0,0,1,1,0,1,1,0
