Orthogroup	Acerv_assembly_v1.0.protein	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins
OG0045468					plut2.m8.20553.m1
OG0045469					plut2.m8.18413.m1
OG0045470					plut2.m8.12781.m1
OG0045471					plut2.m8.4589.m1
OG0045472					plut2.m8.10363.m1
OG0045473					plut2.m8.8169.m1
OG0045474					plut2.m8.12179.m1
OG0045475					plut2.m8.19202.m1
OG0045476					plut2.m8.33323.m1
OG0045477					plut2.m8.15041.m1
OG0045478					plut2.m8.18526.m1
OG0045479					plut2.m8.2634.m1
OG0045480					plut2.m8.9155.m1
OG0045481					plut2.m8.4517.m1
OG0045482					plut2.m8.15622.m1
OG0045483					plut2.m8.22555.m1
OG0045484					plut2.m8.6394.m1
OG0045485					plut2.m8.31462.m1
OG0045486					plut2.m8.15324.m1
OG0045487					plut2.m8.33287.m1
OG0045488					plut2.m8.14267.m1
OG0045489					plut2.m8.21340.m1
OG0045490					plut2.m8.9124.m1
OG0045491					plut2.m8.16202.m1
OG0045492					jamg1.model.xpSc0007814.1
OG0045493					plut2.m8.10344.m1
OG0045494					plut2.m8.9395.m1
OG0045495					plut2.m8.19987.m1
OG0045496					plut2.m8.4117.m1
OG0045497					plut2.m8.33442.m1
OG0045498					plut2.m8.32439.m1
OG0045499					plut2.m8.9668.m1
OG0045500					plut2.m8.3221.m1
OG0045501					plut2.m8.10143.m1
OG0045502					plut2.m8.23913.m1
OG0045503					plut2.m8.28824.m1
OG0045504					plut2.m8.16779.m1
OG0045505					plut2.m8.12452.m1
OG0045506					plut2.m8.7079.m1
OG0045507					jamg1.model.Sc0000256.25
OG0045508					plut2.m8.25811.m1
OG0045509					jamg1.model.Sc0000162.40
OG0045510					plut2.m8.5172.m1
OG0045511					plut2.m8.15447.m1
OG0045512					plut2.m8.30986.m1
OG0045513					plut2.m8.32545.m1
OG0045514					plut2.m8.9100.m1
OG0045515					jamg1.model.Sc0000924.1
OG0045516					plut2.m8.24685.m1
OG0045517					jamg1.model.Sc0000132.20
OG0045518					plut2.m8.24469.m1
OG0045519					plut2.m8.19681.m1
OG0045520					plut2.m8.26246.m1
OG0045521					plut2.m8.9576.m1
OG0045522					plut2.m8.26117.m1
OG0045523					plut2.m8.32775.m1
OG0045524					plut2.m8.24747.m1
OG0045525					plut2.m8.17186.m1
OG0045526					plut2.m8.21707.m1
OG0045527					jamg1.model.Sc0000068.83
OG0045528					plut2.m8.29947.m1
OG0045529					plut2.m8.1298.m1
OG0045530					plut2.m8.29279.m1
OG0045531					plut2.m8.17505.m1
OG0045532					plut2.m8.107.m1
OG0045533					plut2.m8.19021.m1
OG0045534					plut2.m8.1089.m1
OG0045535					plut2.m8.15137.m1
OG0045536					plut2.m8.21815.m1
OG0045537					plut2.m8.7488.m1
OG0045538					plut2.m8.23044.m1
OG0045539					plut2.m8.4491.m1
OG0045540					plut2.m8.31527.m1
OG0045541					plut2.m8.26619.m1
OG0045542					plut2.m8.21590.m1
OG0045543					plut2.m8.755.m1
OG0045544					plut2.m8.26986.m1
OG0045545					plut2.m8.2757.m1
OG0045546					plut2.m8.26286.m1
OG0045547					plut2.m8.3358.m1
OG0045548					plut2.m8.15628.m1
OG0045549					plut2.m8.4341.m1
OG0045550					plut2.m8.7544.m1
OG0045551					plut2.m8.6087.m1
OG0045552					plut2.m8.16887.m1
OG0045553					jamg1.model.Sc0000262.9
OG0045554					plut2.m8.33027.m1
OG0045555					plut2.m8.23219.m1
OG0045556					plut2.m8.1135.m1
OG0045557					plut2.m8.33233.m1
OG0045558					plut2.m8.25642.m1
OG0045559					plut2.m8.25601.m1
OG0045560					plut2.m8.21221.m1
OG0045561					plut2.m8.26977.m1
OG0045562					plut2.m8.20582.m1
OG0045563					plut2.m8.25015.m1
OG0045564					plut2.m8.22313.m1
OG0045565					plut2.m8.16171.m1
OG0045566					plut2.m8.3008.m1
OG0045567					plut2.m8.29100.m1
OG0045568					plut2.m8.15857.m1
OG0045569					plut2.m8.30503.m1
OG0045570					plut2.m8.21407.m1
OG0045571					plut2.m8.13410.m1
OG0045572					plut2.m8.32205.m1
OG0045573					plut2.m8.26211.m1
OG0045574					plut2.m8.24237.m1
OG0045575					plut2.m8.19347.m1
OG0045576					plut2.m8.6504.m1
OG0045577					plut2.m8.420.m1
OG0045578					plut2.m8.32292.m1
OG0045579					plut2.m8.3320.m1
OG0045580					plut2.m8.25042.m1
OG0045581					plut2.m8.17026.m1
OG0045582					plut2.m8.14195.m1
OG0045583					plut2.m8.4664.m1
OG0045584					plut2.m8.11443.m1
OG0045585					plut2.m8.2671.m1
OG0045586					plut2.m8.6361.m1
OG0045587					plut2.m8.32317.m1
OG0045588					plut2.m8.5359.m1
OG0045589					plut2.m8.32959.m1
OG0045590					plut2.m8.25272.m1
OG0045591					plut2.m8.557.m1
OG0045592					plut2.m8.18956.m1
OG0045593					plut2.m8.18286.m1
OG0045594					plut2.m8.7501.m1
OG0045595					plut2.m8.33167.m1
OG0045596					plut2.m8.31200.m1
OG0045597					plut2.m8.11326.m1
OG0045598					plut2.m8.2070.m1
OG0045599					plut2.m8.22563.m1
OG0045600					plut2.m8.17906.m1
OG0045601					jamg1.model.Sc0000097.16
OG0045602					plut2.m8.24432.m1
OG0045603					plut2.m8.8395.m1
OG0045604					plut2.m8.4025.m1
OG0045605					plut2.m8.8050.m1
OG0045606					plut2.m8.6478.m1
OG0045607					plut2.m8.33074.m1
OG0045608					plut2.m8.24124.m1
OG0045609					plut2.m8.21537.m1
OG0045610					plut2.m8.3528.m1
OG0045611					plut2.m8.5808.m1
OG0045612					plut2.m8.29089.m1
OG0045613					plut2.m8.26877.m1
OG0045614					plut2.m8.27347.m1
OG0045615					plut2.m8.15664.m1
OG0045616					plut2.m8.965.m1
OG0045617					plut2.m8.14582.m1
OG0045618					plut2.m8.790.m1
OG0045619					plut2.m8.18448.m1
OG0045620					plut2.m8.33522.m1
OG0045621					plut2.m8.27494.m1
OG0045622					plut2.m8.29156.m1
OG0045623					plut2.m8.16446.m1
OG0045624					plut2.m8.21071.m1
OG0045625					plut2.m8.24333.m1
OG0045626					plut2.m8.24419.m1
OG0045627					plut2.m8.32358.m1
OG0045628					plut2.m8.17794.m1
OG0045629					plut2.m8.14661.m1
OG0045630					plut2.m8.32475.m1
OG0045631					plut2.m8.19333.m1
OG0045632					plut2.m8.19168.m1
OG0045633					plut2.m8.26017.m1
OG0045634					plut2.m8.8870.m1
OG0045635					plut2.m8.23561.m1
OG0045636					plut2.m8.24695.m1
OG0045637					plut2.m8.3932.m1
OG0045638					plut2.m8.18760.m1
OG0045639					plut2.m8.21022.m1
OG0045640					plut2.m8.5260.m1
OG0045641					plut2.m8.8944.m1
OG0045642					jamg1.model.Sc0000196.15
OG0045643					plut2.m8.17246.m1
OG0045644					plut2.m8.18506.m1
OG0045645					plut2.m8.16485.m1
OG0045646					plut2.m8.33099.m1
OG0045647					plut2.m8.5498.m1
OG0045648					plut2.m8.438.m1
OG0045649					plut2.m8.19207.m1
OG0045650					plut2.m8.21767.m1
OG0045651					plut2.m8.20163.m1
OG0045652					plut2.m8.10655.m1
OG0045653					plut2.m8.10435.m1
OG0045654					plut2.m8.12532.m1
OG0045655					plut2.m8.14248.m1
OG0045656					plut2.m8.23806.m1
OG0045657					plut2.m8.29300.m1
OG0045658					plut2.m8.12571.m1
OG0045659					plut2.m8.23757.m1
OG0045660					plut2.m8.15988.m1
OG0045661					plut2.m8.7744.m1
OG0045662					plut2.m8.33083.m1
OG0045663					plut2.m8.28431.m1
OG0045664					plut2.m8.21002.m1
OG0045665					plut2.m8.25778.m1
OG0045666					plut2.m8.15624.m1
OG0045667					plut2.m8.11283.m1
OG0045668					plut2.m8.11278.m1
OG0045669					plut2.m8.29065.m1
OG0045670					plut2.m8.16035.m1
OG0045671					jamg1.model.xpSc0007224.1
OG0045672					plut2.m8.22076.m1
OG0045673					plut2.m8.10341.m1
OG0045674					plut2.m8.25431.m1
OG0045675					plut2.m8.31361.m1
OG0045676					plut2.m8.28859.m1
OG0045677					plut2.m8.33588.m1
OG0045678					plut2.m8.5078.m1
OG0045679					plut2.m8.19983.m1
OG0045680					plut2.m8.32245.m1
OG0045681					plut2.m8.9917.m1
OG0045682					plut2.m8.8371.m1
OG0045683					plut2.m8.23916.m1
OG0045684					plut2.m8.16627.m1
OG0045685					plut2.m8.30606.m1
OG0045686					plut2.m8.13404.m1
OG0045687					plut2.m8.9679.m1
OG0045688					plut2.m8.30933.m1
OG0045689					plut2.m8.8723.m1
OG0045690					plut2.m8.28796.m1
OG0045691					plut2.m8.13231.m1
OG0045692					plut2.m8.32916.m1
OG0045693					plut2.m8.4412.m1
OG0045694					plut2.m8.26248.m1
OG0045695					plut2.m8.28828.m1
OG0045696					plut2.m8.827.m1
OG0045697					plut2.m8.20515.m1
OG0045698					plut2.m8.21065.m1
OG0045699					plut2.m8.16062.m1
OG0045700					plut2.m8.20225.m1
OG0045701					plut2.m8.2431.m1
OG0045702					plut2.m8.25181.m1
OG0045703					plut2.m8.6359.m1
OG0045704					plut2.m8.21471.m1
OG0045705					plut2.m8.23612.m1
OG0045706					jamg1.model.Sc0000257.6
OG0045707					plut2.m8.23436.m1
OG0045708					plut2.m8.30982.m1
OG0045709					plut2.m8.25299.m1
OG0045710					plut2.m8.14760.m1
OG0045711					plut2.m8.8678.m1
OG0045712					plut2.m8.5214.m1
OG0045713					jamg1.model.Sc0000148.12
OG0045714					plut2.m8.2280.m1
OG0045715					plut2.m8.14585.m1
OG0045716					plut2.m8.23984.m1
OG0045717					plut2.m8.20028.m1
OG0045718					plut2.m8.11270.m1
OG0045719					plut2.m8.13216.m1
OG0045720					plut2.m8.4567.m1
OG0045721					plut2.m8.7861.m1
OG0045722					plut2.m8.22669.m1
OG0045723					plut2.m8.20967.m1
OG0045724					plut2.m8.13254.m1
OG0045725					plut2.m8.24467.m1
OG0045726					plut2.m8.7945.m1
OG0045727					plut2.m8.4721.m1
OG0045728					plut2.m8.17612.m1
OG0045729					plut2.m8.8769.m1
OG0045730					plut2.m8.15761.m1
OG0045731					plut2.m8.2801.m1
OG0045732					plut2.m8.29276.m1
OG0045733					plut2.m8.8561.m1
OG0045734					plut2.m8.11845.m1
OG0045735					plut2.m8.15552.m1
OG0045736					plut2.m8.21841.m1
OG0045737					plut2.m8.20287.m1
OG0045738					plut2.m8.22057.m1
OG0045739					jamg1.model.Sc0000556.6
OG0045740					plut2.m8.3270.m1
OG0045741					plut2.m8.20665.m1
OG0045742					plut2.m8.7486.m1
OG0045743					plut2.m8.12835.m1
OG0045744					plut2.m8.3983.m1
OG0045745					plut2.m8.21439.m1
OG0045746					plut2.m8.30174.m1
OG0045747					plut2.m8.7962.m1
OG0045748					plut2.m8.1542.m1
OG0045749					plut2.m8.5527.m1
OG0045750					plut2.m8.19395.m1
OG0045751					plut2.m8.17556.m1
OG0045752					plut2.m8.16639.m1
OG0045753					plut2.m8.6249.m1
OG0045754					plut2.m8.19545.m1
OG0045755					plut2.m8.12032.m1
OG0045756					plut2.m8.25588.m1
OG0045757					plut2.m8.28595.m1
OG0045758					plut2.m8.22594.m1
OG0045759					plut2.m8.26234.m1
OG0045760					plut2.m8.32031.m1
OG0045761					plut2.m8.9876.m1
OG0045762					plut2.m8.15746.m1
OG0045763					plut2.m8.17499.m1
OG0045764					plut2.m8.29311.m1
OG0045765					plut2.m8.18360.m1
OG0045766					plut2.m8.5331.m1
OG0045767					plut2.m8.3357.m1
OG0045768					plut2.m8.27784.m1
OG0045769					plut2.m8.22502.m1
OG0045770					plut2.m8.33531.m1
OG0045771					plut2.m8.29564.m1
OG0045772					plut2.m8.14840.m1
OG0045773					plut2.m8.19342.m1
OG0045774					jamg1.model.Sc0000239.20
OG0045775					plut2.m8.23082.m1
OG0045776					plut2.m8.21266.m1
OG0045777					plut2.m8.17595.m1
OG0045778					plut2.m8.33159.m1
OG0045779					plut2.m8.14046.m1
OG0045780					plut2.m8.30753.m1
OG0045781					plut2.m8.9737.m1
OG0045782					plut2.m8.29245.m1
OG0045783					plut2.m8.3854.m1
OG0045784					plut2.m8.32201.m1
OG0045785					plut2.m8.5508.m1
OG0045786					plut2.m8.17994.m1
OG0045787					plut2.m8.4402.m1
OG0045788					plut2.m8.16007.m1
OG0045789					plut2.m8.6776.m1
OG0045790					plut2.m8.31388.m1
OG0045791					plut2.m8.14191.m1
OG0045792					plut2.m8.9791.m1
OG0045793					plut2.m8.19694.m1
OG0045794					plut2.m8.24947.m1
OG0045795					plut2.m8.33061.m1
OG0045796					jamg1.model.Sc0000586.13
OG0045797					plut2.m8.13178.m1
OG0045798					plut2.m8.11747.m1
OG0045799					plut2.m8.14827.m1
OG0045800					plut2.m8.8054.m1
OG0045801					plut2.m8.26163.m1
OG0045802					plut2.m8.10055.m1
OG0045803					plut2.m8.3222.m1
OG0045804					plut2.m8.6692.m1
OG0045805					plut2.m8.26858.m1
OG0045806					plut2.m8.22004.m1
OG0045807					plut2.m8.6070.m1
OG0045808					jamg1.model.Sc0000023.125
OG0045809					plut2.m8.19996.m1
OG0045810					plut2.m8.14328.m1
OG0045811					plut2.m8.11329.m1
OG0045812					plut2.m8.15775.m1
OG0045813					plut2.m8.5540.m1
OG0045814					plut2.m8.19242.m1
OG0045815					plut2.m8.25324.m1
OG0045816					plut2.m8.16687.m1
OG0045817					plut2.m8.9455.m1
OG0045818					plut2.m8.33039.m1
OG0045819					jamg1.model.Sc0000320.39
OG0045820					plut2.m8.9947.m1
OG0045821					plut2.m8.18572.m1
OG0045822					plut2.m8.30960.m1
OG0045823					plut2.m8.24888.m1
OG0045824					plut2.m8.7689.m1
OG0045825					plut2.m8.10746.m1
OG0045826					plut2.m8.20085.m1
OG0045827					plut2.m8.20540.m1
OG0045828					plut2.m8.6222.m1
OG0045829					plut2.m8.3029.m1
OG0045830					plut2.m8.7659.m1
OG0045831					plut2.m8.10218.m1
OG0045832					plut2.m8.19458.m1
OG0045833					plut2.m8.32101.m1
OG0045834					plut2.m8.21205.m1
OG0045835					plut2.m8.17676.m1
OG0045836					plut2.m8.26994.m1
OG0045837					plut2.m8.29686.m1
OG0045838					jamg1.model.Sc0000883.2
OG0045839					plut2.m8.24676.m1
OG0045840					plut2.m8.20198.m1
OG0045841					plut2.m8.27836.m1
OG0045842					plut2.m8.7407.m1
OG0045843					plut2.m8.17506.m1
OG0045844					plut2.m8.31881.m1
OG0045845					plut2.m8.20381.m1
OG0045846					plut2.m8.3682.m1
OG0045847					plut2.m8.15188.m1
OG0045848					plut2.m8.30569.m1
OG0045849					plut2.m8.3253.m1
OG0045850					plut2.m8.23092.m1
OG0045851					plut2.m8.9224.m1
OG0045852					plut2.m8.4299.m1
OG0045853					plut2.m8.21782.m1
OG0045854					plut2.m8.2850.m1
OG0045855					plut2.m8.2305.m1
OG0045856					plut2.m8.7115.m1
OG0045857					plut2.m8.26414.m1
OG0045858					plut2.m8.23306.m1
OG0045859					plut2.m8.32860.m1
OG0045860					plut2.m8.26788.m1
OG0045861					jamg1.model.Sc0000446.11
OG0045862					plut2.m8.22783.m1
OG0045863					plut2.m8.12710.m1
OG0045864					plut2.m8.24613.m1
OG0045865					plut2.m8.4350.m1
OG0045866					plut2.m8.30554.m1
OG0045867					plut2.m8.32126.m1
OG0045868					plut2.m8.19962.m1
OG0045869					plut2.m8.12099.m1
OG0045870					plut2.m8.26670.m1
OG0045871					plut2.m8.5512.m1
OG0045872					plut2.m8.20074.m1
OG0045873					plut2.m8.18492.m1
OG0045874					plut2.m8.29369.m1
OG0045875					plut2.m8.32433.m1
OG0045876					plut2.m8.11320.m1
OG0045877					plut2.m8.18265.m1
OG0045878					plut2.m8.20036.m1
OG0045879					plut2.m8.31705.m1
OG0045880					plut2.m8.13915.m1
OG0045881					plut2.m8.25344.m1
OG0045882					plut2.m8.15808.m1
OG0045883					plut2.m8.32849.m1
OG0045884					plut2.m8.16822.m1
OG0045885					plut2.m8.20169.m1
OG0045886					plut2.m8.16463.m1
OG0045887					plut2.m8.5936.m1
OG0045888					plut2.m8.26702.m1
OG0045889					plut2.m8.29945.m1
OG0045890					jamg1.model.Sc0000009.34
OG0045891					plut2.m8.5001.m1
OG0045892					plut2.m8.21985.m1
OG0045893					plut2.m8.10273.m1
OG0045894					plut2.m8.32232.m1
OG0045895					jamg1.model.xfSc0000523.1
OG0045896					plut2.m8.6816.m1
OG0045897					plut2.m8.5205.m1
OG0045898					plut2.m8.32898.m1
OG0045899					plut2.m8.17914.m1
OG0045900					plut2.m8.26945.m1
OG0045901					plut2.m8.19947.m1
OG0045902					plut2.m8.3584.m1
OG0045903					plut2.m8.17631.m1
OG0045904					plut2.m8.16348.m1
OG0045905					plut2.m8.11022.m1
OG0045906					plut2.m8.19359.m1
OG0045907					plut2.m8.31606.m1
OG0045908					plut2.m8.16605.m1
OG0045909					plut2.m8.24061.m1
OG0045910					plut2.m8.10868.m1
OG0045911					plut2.m8.30822.m1
OG0045912					plut2.m8.28807.m1
OG0045913					jamg1.model.Sc0000817.2
OG0045914					plut2.m8.1518.m1
OG0045915					plut2.m8.29863.m1
OG0045916					plut2.m8.19405.m1
OG0045917					plut2.m8.27814.m1
OG0045918					plut2.m8.26435.m1
OG0045919					plut2.m8.1932.m1
OG0045920					plut2.m8.11808.m1
OG0045921					plut2.m8.283.m1
OG0045922					plut2.m8.30042.m1
OG0045923					plut2.m8.26176.m1
OG0045924					plut2.m8.33200.m1
OG0045925					jamg1.model.xfSc0000520.6
OG0045926					plut2.m8.22234.m1
OG0045927					plut2.m8.30845.m1
OG0045928					plut2.m8.2864.m1
OG0045929					plut2.m8.9718.m1
OG0045930					plut2.m8.29713.m1
OG0045931					plut2.m8.8576.m1
OG0045932					plut2.m8.10240.m1
OG0045933					plut2.m8.5711.m1
OG0045934					jamg1.model.Sc0000234.28
OG0045935					plut2.m8.19361.m1
OG0045936					plut2.m8.28867.m1
OG0045937					jamg1.model.Sc0000170.1
OG0045938					plut2.m8.10603.m1
OG0045939					plut2.m8.31911.m1
OG0045940					plut2.m8.1919.m1
OG0045941					plut2.m8.3036.m1
OG0045942					plut2.m8.8525.m1
OG0045943					plut2.m8.4477.m1
OG0045944					plut2.m8.14065.m1
OG0045945					plut2.m8.20283.m1
OG0045946					plut2.m8.12458.m1
OG0045947					plut2.m8.10811.m1
OG0045948					plut2.m8.24368.m1
OG0045949					plut2.m8.700.m1
OG0045950					plut2.m8.29247.m1
OG0045951					plut2.m8.25051.m1
OG0045952					plut2.m8.13928.m1
OG0045953					plut2.m8.25610.m1
OG0045954					plut2.m8.33157.m1
OG0045955					plut2.m8.6875.m1
OG0045956					plut2.m8.17562.m1
OG0045957					plut2.m8.17245.m1
OG0045958					plut2.m8.29624.m1
OG0045959					plut2.m8.28763.m1
OG0045960					plut2.m8.8887.m1
OG0045961					plut2.m8.28840.m1
OG0045962					plut2.m8.30597.m1
OG0045963					plut2.m8.24580.m1
OG0045964					plut2.m8.25652.m1
OG0045965					plut2.m8.25657.m1
OG0045966					plut2.m8.8245.m1
OG0045967					plut2.m8.2351.m1
OG0045968					plut2.m8.9731.m1
OG0045969					plut2.m8.12902.m1
OG0045970					plut2.m8.18136.m1
OG0045971					plut2.m8.29131.m1
OG0045972					plut2.m8.24764.m1
OG0045973					plut2.m8.33577.m1
OG0045974					plut2.m8.3620.m1
OG0045975					plut2.m8.22808.m1
OG0045976					plut2.m8.19407.m1
OG0045977					plut2.m8.21296.m1
OG0045978					plut2.m8.31766.m1
OG0045979					plut2.m8.20794.m1
OG0045980					plut2.m8.27721.m1
OG0045981					plut2.m8.11768.m1
OG0045982					plut2.m8.5431.m1
OG0045983					plut2.m8.31472.m1
OG0045984					plut2.m8.23121.m1
OG0045985					plut2.m8.23751.m1
OG0045986					plut2.m8.1578.m1
OG0045987					plut2.m8.32877.m1
OG0045988					plut2.m8.17295.m1
OG0045989					plut2.m8.2679.m1
OG0045990					plut2.m8.24438.m1
OG0045991					plut2.m8.26174.m1
OG0045992					plut2.m8.9130.m1
OG0045993					plut2.m8.9839.m1
OG0045994					plut2.m8.23623.m1
OG0045995					plut2.m8.17387.m1
OG0045996					plut2.m8.11647.m1
OG0045997					plut2.m8.471.m1
OG0045998					plut2.m8.19690.m1
OG0045999					plut2.m8.5239.m1
OG0046000					plut2.m8.3794.m1
OG0046001					plut2.m8.19476.m1
OG0046002					plut2.m8.23748.m1
OG0046003					plut2.m8.26067.m1
OG0046004					plut2.m8.27320.m1
OG0046005					plut2.m8.33336.m1
OG0046006					plut2.m8.8071.m1
OG0046007					plut2.m8.13063.m1
OG0046008					plut2.m8.13405.m1
OG0046009					plut2.m8.19591.m1
OG0046010					plut2.m8.5617.m1
OG0046011					plut2.m8.870.m1
OG0046012					plut2.m8.12720.m1
OG0046013					plut2.m8.31065.m1
OG0046014					jamg1.model.Sc0000032.7
OG0046015					plut2.m8.15440.m1
OG0046016					plut2.m8.5546.m1
OG0046017					plut2.m8.31415.m1
OG0046018					plut2.m8.6696.m1
OG0046019					plut2.m8.17101.m1
OG0046020					plut2.m8.17396.m1
OG0046021					plut2.m8.8066.m1
OG0046022					plut2.m8.8590.m1
OG0046023					plut2.m8.12528.m1
OG0046024					plut2.m8.30996.m1
OG0046025					plut2.m8.29617.m1
OG0046026					plut2.m8.29.m1
OG0046027					plut2.m8.16866.m1
OG0046028					plut2.m8.27412.m1
OG0046029					plut2.m8.7715.m1
OG0046030					plut2.m8.33418.m1
OG0046031					plut2.m8.15771.m1
OG0046032					jamg1.model.xpSc0007473.2
OG0046033					plut2.m8.13888.m1
OG0046034					plut2.m8.21957.m1
OG0046035					plut2.m8.817.m1
OG0046036					plut2.m8.32663.m1
OG0046037					plut2.m8.25953.m1
OG0046038					plut2.m8.6162.m1
OG0046039					plut2.m8.1751.m1
OG0046040					jamg1.model.Sc0000346.10
OG0046041					jamg1.model.Sc0000236.9
OG0046042					plut2.m8.20476.m1
OG0046043					plut2.m8.4746.m1
OG0046044					plut2.m8.28593.m1
OG0046045					plut2.m8.17621.m1
OG0046046					plut2.m8.1.m1
OG0046047					plut2.m8.28523.m1
OG0046048					plut2.m8.17349.m1
OG0046049					plut2.m8.2961.m1
OG0046050					plut2.m8.22762.m1
OG0046051					plut2.m8.21201.m1
OG0046052					plut2.m8.3741.m1
OG0046053					plut2.m8.17463.m1
OG0046054					plut2.m8.232.m1
OG0046055					plut2.m8.7403.m1
OG0046056					plut2.m8.10177.m1
OG0046057					plut2.m8.25945.m1
OG0046058					plut2.m8.8799.m1
OG0046059					plut2.m8.6105.m1
OG0046060					plut2.m8.889.m1
OG0046061					plut2.m8.24443.m1
OG0046062					plut2.m8.21732.m1
OG0046063					plut2.m8.3283.m1
OG0046064					plut2.m8.18654.m1
OG0046065					plut2.m8.14252.m1
OG0046066					plut2.m8.29533.m1
OG0046067					plut2.m8.26317.m1
OG0046068					plut2.m8.30550.m1
OG0046069					plut2.m8.26083.m1
OG0046070					jamg1.model.Sc0000501.2
OG0046071					plut2.m8.32852.m1
OG0046072					plut2.m8.29977.m1
OG0046073					jamg1.model.Sc0000101.87
OG0046074					plut2.m8.573.m1
OG0046075					plut2.m8.31080.m1
OG0046076					plut2.m8.33057.m1
OG0046077					plut2.m8.16346.m1
OG0046078					plut2.m8.15179.m1
OG0046079					plut2.m8.7237.m1
OG0046080					plut2.m8.6844.m1
OG0046081					plut2.m8.4372.m1
OG0046082					plut2.m8.5579.m1
OG0046083					plut2.m8.24843.m1
OG0046084					plut2.m8.17981.m1
OG0046085					plut2.m8.32093.m1
OG0046086					plut2.m8.9211.m1
OG0046087					plut2.m8.20204.m1
OG0046088					plut2.m8.20840.m1
OG0046089					plut2.m8.32742.m1
OG0046090					plut2.m8.9434.m1
OG0046091					plut2.m8.6321.m1
OG0046092					plut2.m8.28325.m1
OG0046093					plut2.m8.18396.m1
OG0046094					plut2.m8.1188.m1
OG0046095					plut2.m8.27424.m1
OG0046096					plut2.m8.22604.m1
OG0046097					plut2.m8.21267.m1
OG0046098					plut2.m8.8329.m1
OG0046099					plut2.m8.11527.m1
OG0046100					plut2.m8.9192.m1
OG0046101					plut2.m8.4058.m1
OG0046102					plut2.m8.6134.m1
OG0046103					plut2.m8.8192.m1
OG0046104					plut2.m8.14468.m1
OG0046105					plut2.m8.24754.m1
OG0046106					plut2.m8.22352.m1
OG0046107					plut2.m8.25241.m1
OG0046108					plut2.m8.27531.m1
OG0046109					plut2.m8.14553.m1
OG0046110					plut2.m8.33390.m1
OG0046111					plut2.m8.31287.m1
OG0046112					plut2.m8.11000.m1
OG0046113					plut2.m8.19309.m1
OG0046114					plut2.m8.27765.m1
OG0046115					plut2.m8.30352.m1
OG0046116					plut2.m8.14510.m1
OG0046117					plut2.m8.26296.m1
OG0046118					plut2.m8.8358.m1
OG0046119					jamg1.model.Sc0000053.215
OG0046120					plut2.m8.14320.m1
OG0046121					plut2.m8.7935.m1
OG0046122					plut2.m8.28603.m1
OG0046123					plut2.m8.15830.m1
OG0046124					plut2.m8.23608.m1
OG0046125					plut2.m8.25593.m1
OG0046126					plut2.m8.18741.m1
OG0046127					plut2.m8.4495.m1
OG0046128					plut2.m8.9880.m1
OG0046129					plut2.m8.11365.m1
OG0046130					plut2.m8.18454.m1
OG0046131					plut2.m8.24809.m1
OG0046132					plut2.m8.30326.m1
OG0046133					plut2.m8.17686.m1
OG0046134					plut2.m8.6681.m1
OG0046135					plut2.m8.8572.m1
OG0046136					plut2.m8.15967.m1
OG0046137					plut2.m8.978.m1
OG0046138					plut2.m8.7249.m1
OG0046139					plut2.m8.28868.m1
OG0046140					plut2.m8.14169.m1
OG0046141					plut2.m8.4672.m1
OG0046142					plut2.m8.14604.m1
OG0046143					plut2.m8.1122.m1
OG0046144					plut2.m8.21232.m1
OG0046145					plut2.m8.6187.m1
OG0046146					plut2.m8.19409.m1
OG0046147					plut2.m8.20155.m1
OG0046148					plut2.m8.1548.m1
OG0046149					plut2.m8.15751.m1
OG0046150					plut2.m8.25439.m1
OG0046151					plut2.m8.14815.m1
OG0046152					plut2.m8.33557.m1
OG0046153					plut2.m8.21647.m1
OG0046154					plut2.m8.10967.m1
OG0046155					plut2.m8.24036.m1
OG0046156					plut2.m8.4662.m1
OG0046157					plut2.m8.12907.m1
OG0046158					plut2.m8.21414.m1
OG0046159					plut2.m8.26822.m1
OG0046160					plut2.m8.4237.m1
OG0046161					plut2.m8.3833.m1
OG0046162					plut2.m8.24741.m1
OG0046163					plut2.m8.25358.m1
OG0046164					jamg1.model.xpSc0007460.1
OG0046165					plut2.m8.2591.m1
OG0046166					jamg1.model.Sc0000847.4
OG0046167					plut2.m8.4659.m1
OG0046168					plut2.m8.10916.m1
OG0046169					plut2.m8.12100.m1
OG0046170					plut2.m8.20425.m1
OG0046171					plut2.m8.21115.m1
OG0046172					plut2.m8.24278.m1
OG0046173					plut2.m8.23088.m1
OG0046174					plut2.m8.14050.m1
OG0046175					plut2.m8.15235.m1
OG0046176					plut2.m8.22643.m1
OG0046177					plut2.m8.17398.m1
OG0046178					plut2.m8.23547.m1
OG0046179					jamg1.model.xfSc0000347.1
OG0046180					jamg1.model.xfSc0000347.6
OG0046181					plut2.m8.23314.m1
OG0046182					plut2.m8.33578.m1
OG0046183					plut2.m8.15676.m1
OG0046184					plut2.m8.14512.m1
OG0046185					plut2.m8.24163.m1
OG0046186					plut2.m8.27482.m1
OG0046187					plut2.m8.21138.m1
OG0046188					plut2.m8.25910.m1
OG0046189					plut2.m8.8716.m1
OG0046190					plut2.m8.26184.m1
OG0046191					plut2.m8.16283.m1
OG0046192					plut2.m8.16575.m1
OG0046193					plut2.m8.25997.m1
