Orthogroup	Mcavernosa.maker.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0013040	Mcavernosa01055-RA	XP_020622391.1
OG0013041	Mcavernosa01032-RA	XP_020622397.1
OG0013042	Mcavernosa01057-RA	XP_020622330.1
OG0013043	Mcavernosa01051-RA	XP_020622387.1
OG0013044	Mcavernosa01049-RA	XP_020622381.1
OG0013045	Mcavernosa01047-RA	XP_020622379.1
OG0013046	Mcavernosa01045-RA	XP_020622290.1
OG0013047	Mcavernosa01052-RA	XP_020622386.1
OG0013048	Mcavernosa03301-RA	XP_020618458.1
OG0013049	Mcavernosa03292-RA	XP_020618456.1
OG0013050	Mcavernosa26672-RA	XP_020624760.1
OG0013052	Mcavernosa08789-RA	XP_020619571.1
OG0013053	Mcavernosa08788-RA	XP_020619581.1
OG0013055	Mcavernosa08785-RA	XP_020619587.1
OG0013056	Mcavernosa32584-RA	XP_020624655.1
OG0013059	Mcavernosa12587-RA	XP_020605123.1
OG0013060	Mcavernosa02656-RA	XP_020622900.1
OG0013061	Mcavernosa02655-RA	XP_020622904.1
OG0013062	Mcavernosa26273-RA	XP_020627450.1
OG0013063	Mcavernosa26274-RA	XP_020627449.1
OG0013064	Mcavernosa13595-RA	XP_020627441.1
OG0013065	Mcavernosa26278-RA	XP_020627446.1
OG0013066	Mcavernosa01263-RA	XP_020604003.1
OG0013067	Mcavernosa01417-RA	XP_020609871.1
OG0013068	Mcavernosa10811-RA	XP_020610187.1
OG0013069	Mcavernosa02779-RA	XP_020626449.1
OG0013070	Mcavernosa02780-RA	XP_020626450.1
OG0013071	Mcavernosa01905-RA	XP_020602058.1
OG0013072	Mcavernosa16219-RA	XP_020609876.1
OG0013073	Mcavernosa07150-RA	XP_020618762.1
OG0013074	Mcavernosa13876-RA	XP_020608926.1
OG0013075	Mcavernosa11855-RA	XP_020601501.1
OG0013076	Mcavernosa20914-RA	XP_020622076.1
OG0013077	Mcavernosa23030-RA	XP_020622081.1
OG0013078	Mcavernosa20913-RA	XP_020622075.1
OG0013080	Mcavernosa19038-RA	XP_020612056.1
OG0013081	Mcavernosa25289-RA	XP_020613400.1
OG0013082	Mcavernosa29513-RA	XP_020624016.1
OG0013083	Mcavernosa10077-RA	XP_020631328.1
OG0013084	Mcavernosa07601-RA	XP_020605320.1
OG0013085	Mcavernosa07598-RA	XP_020605952.1
OG0013086	Mcavernosa07602-RA	XP_020605332.1
OG0013087	Mcavernosa29673-RA, Mcavernosa29674-RA	XP_020625305.1, XP_020625306.1
OG0013088	Mcavernosa29671-RA	XP_020625304.1
OG0013089	Mcavernosa12129-RA	XP_020607149.1
OG0013091	Mcavernosa13124-RA	XP_020631164.1
OG0013092	Mcavernosa13136-RA	XP_020631064.1
OG0013094	Mcavernosa26476-RA	XP_020627246.1
OG0013095	Mcavernosa07483-RA	XP_020607761.1
OG0013096	Mcavernosa10307-RA	XP_020615870.1
OG0013097	Mcavernosa10308-RA	XP_020615835.1
OG0013098	Mcavernosa23341-RA	XP_020630252.1
OG0013099	Mcavernosa27160-RA	XP_020630279.1
OG0013100	Mcavernosa00509-RA	XP_020624200.1
OG0013101	Mcavernosa27383-RA	XP_020630589.1
OG0013102	Mcavernosa01119-RA	XP_020604402.1
OG0013104	Mcavernosa20367-RA	XP_020632681.1
OG0013105	Mcavernosa17155-RA	XP_020609760.1
OG0013106	Mcavernosa17162-RA	XP_020609729.1
OG0013107	Mcavernosa17167-RA	XP_020609752.1
OG0013108	Mcavernosa17163-RA	XP_020609753.1
OG0013109	Mcavernosa20368-RA	XP_020632683.1
OG0013110	Mcavernosa31909-RA	XP_020602551.1
OG0013111	Mcavernosa26303-RA	XP_020627183.1
OG0013112	Mcavernosa29698-RA	XP_020619499.1
OG0013113	Mcavernosa21900-RA	XP_020622512.1
OG0013114	Mcavernosa13839-RA	XP_020604536.1
OG0013115	Mcavernosa13838-RA	XP_020604654.1
OG0013116	Mcavernosa13843-RA	XP_020604555.1
OG0013117	Mcavernosa14403-RA	XP_020616319.1
OG0013118	Mcavernosa14400-RA	XP_020616367.1
OG0013119	Mcavernosa14395-RA	XP_020616402.1
OG0013120	Mcavernosa14398-RA	XP_020616403.1
OG0013121	Mcavernosa03092-RA	XP_020600621.1
OG0013122	Mcavernosa03091-RA	XP_020600670.1
OG0013123	Mcavernosa18838-RA	XP_020600669.1
OG0013125	Mcavernosa03070-RA	XP_020600728.1
OG0013126	Mcavernosa03072-RA	XP_020600674.1
OG0013127	Mcavernosa05383-RA	XP_020615740.1
OG0013128	Mcavernosa03076-RA	XP_020600691.1
OG0013129	Mcavernosa03075-RA	XP_020600690.1
OG0013130	Mcavernosa03074-RA	XP_020600672.1
OG0013131	Mcavernosa23866-RA	XP_020610198.1
OG0013132	Mcavernosa15700-RA	XP_020610211.1
OG0013133	Mcavernosa23756-RA	XP_020607789.1
OG0013134	Mcavernosa35006-RA	XP_020606844.1
OG0013135	Mcavernosa02539-RA	XP_020605487.1
OG0013136	Mcavernosa02530-RA	XP_020605503.1
OG0013137	Mcavernosa14511-RA	XP_020611310.1
OG0013138	Mcavernosa14520-RA	XP_020611055.1
OG0013139	Mcavernosa14512-RA, Mcavernosa33659-RA	XP_020611082.1
OG0013140	Mcavernosa33655-RA	XP_020611299.1
OG0013141	Mcavernosa14521-RA	XP_020611063.1
OG0013142	Mcavernosa14524-RA	XP_020611418.1
OG0013143	Mcavernosa14526-RA	XP_020611428.1
OG0013144	Mcavernosa14528-RA	XP_020610961.1
OG0013145	Mcavernosa11305-RA	XP_020611756.1
OG0013146	Mcavernosa30847-RA	XP_020603473.1
OG0013148	Mcavernosa08425-RA	XP_020604387.1
OG0013149	Mcavernosa08426-RA	XP_020604324.1
OG0013150	Mcavernosa06587-RA	XP_020613964.1
OG0013151	Mcavernosa06590-RA	XP_020613557.1
OG0013152	Mcavernosa06591-RA	XP_020613886.1
OG0013153	Mcavernosa06593-RA	XP_020613565.1
OG0013154	Mcavernosa06607-RA	XP_020617529.1
OG0013155	Mcavernosa06608-RA	XP_020617524.1
OG0013157	Mcavernosa14415-RA	XP_020616398.1
OG0013158	Mcavernosa14417-RA	XP_020616431.1
OG0013159	Mcavernosa14416-RA	XP_020616384.1
OG0013160	Mcavernosa14418-RA	XP_020616352.1
OG0013161	Mcavernosa27681-RA	XP_020629727.1
OG0013162	Mcavernosa09420-RA	XP_020623856.1
OG0013163	Mcavernosa09425-RA	XP_020623736.1
OG0013165	Mcavernosa31642-RA	XP_020620931.1
OG0013166	Mcavernosa31640-RA	XP_020620930.1
OG0013167	Mcavernosa31637-RA	XP_020620929.1
OG0013168	Mcavernosa31652-RA	XP_020620997.1
OG0013169	Mcavernosa18763-RA	XP_020601078.1
OG0013170	Mcavernosa18770-RA	XP_020601111.1
OG0013171	Mcavernosa21725-RA	XP_020618831.1
OG0013173	Mcavernosa25635-RA	XP_020611533.1
OG0013175	Mcavernosa02628-RA	XP_020611458.1
OG0013176	Mcavernosa16186-RA	XP_020615840.1
OG0013177	Mcavernosa13607-RA	XP_020621714.1
OG0013178	Mcavernosa13608-RA	XP_020621261.1
OG0013179	Mcavernosa13605-RA	XP_020621584.1
OG0013180	Mcavernosa13606-RA	XP_020621724.1
OG0013181	Mcavernosa13604-RA	XP_020621573.1
OG0013182	Mcavernosa14465-RA	XP_020602421.1
OG0013183	Mcavernosa19821-RA	XP_020608845.1
OG0013185	Mcavernosa19813-RA	XP_020608856.1
OG0013186	Mcavernosa19814-RA	XP_020608857.1
OG0013187	Mcavernosa10291-RA	XP_020615917.1
OG0013188	Mcavernosa15675-RA	XP_020620903.1
OG0013189	Mcavernosa09303-RA	XP_020628312.1
OG0013190	Mcavernosa16891-RA	XP_020624386.1
OG0013191	Mcavernosa16893-RA	XP_020624383.1
OG0013192	Mcavernosa16894-RA	XP_020624382.1
OG0013193	Mcavernosa16895-RA	XP_020624367.1
OG0013194	Mcavernosa07592-RA	XP_020605812.1
OG0013195	Mcavernosa15773-RA	XP_020602212.1
OG0013197	Mcavernosa25250-RA	XP_020615471.1
OG0013199	Mcavernosa00101-RA	XP_020605885.1
OG0013200	Mcavernosa05208-RA	XP_020612042.1
OG0013201	Mcavernosa05199-RA	XP_020612012.1
OG0013202	Mcavernosa23567-RA	XP_020619698.1
OG0013203	Mcavernosa23566-RA	XP_020619614.1
OG0013204	Mcavernosa16255-RA	XP_020604730.1
OG0013205	Mcavernosa03153-RA	XP_020601768.1
OG0013206	Mcavernosa05187-RA	XP_020616444.1
OG0013207	Mcavernosa05183-RA	XP_020616316.1
OG0013208	Mcavernosa05184-RA	XP_020616317.1
OG0013209	Mcavernosa14422-RA	XP_020616322.1
OG0013210	Mcavernosa05179-RA	XP_020616321.1
OG0013211	Mcavernosa00140-RA	XP_020625029.1
OG0013212	Mcavernosa00273-RA	XP_020623643.1
OG0013213	Mcavernosa00270-RA	XP_020625599.1
OG0013214	Mcavernosa00269-RA	XP_020625590.1
OG0013215	Mcavernosa30275-RA	XP_020623890.1
OG0013216	Mcavernosa30274-RA	XP_020625437.1
OG0013217	Mcavernosa20422-RA	XP_020622812.1
OG0013218	Mcavernosa08339-RA	XP_020617224.1
OG0013219	Mcavernosa00592-RA	XP_020632015.1
OG0013220	Mcavernosa27284-RA	XP_020608969.1
OG0013221	Mcavernosa18616-RA	XP_020615186.1
OG0013222	Mcavernosa18621-RA	XP_020615221.1
OG0013223	Mcavernosa13020-RA	XP_020616692.1
OG0013224	Mcavernosa10474-RA	XP_020627186.1
OG0013225	Mcavernosa10475-RA	XP_020627185.1
OG0013226	Mcavernosa10478-RA	XP_020627267.1
OG0013227	Mcavernosa27242-RA	XP_020622024.1
OG0013228	Mcavernosa00673-RA	XP_020623998.1
OG0013229	Mcavernosa00674-RA	XP_020623960.1
OG0013230	Mcavernosa14494-RA	XP_020614319.1
OG0013231	Mcavernosa14490-RA	XP_020614324.1
OG0013232	Mcavernosa14486-RA	XP_020614095.1
OG0013233	Mcavernosa14491-RA	XP_020614107.1
OG0013234	Mcavernosa17682-RA	XP_020614333.1
OG0013235	Mcavernosa32317-RA	XP_020603608.1
OG0013237	Mcavernosa31586-RA	XP_020606751.1
OG0013238	Mcavernosa15497-RA	XP_020618895.1
OG0013239	Mcavernosa15496-RA	XP_020618825.1
OG0013240	Mcavernosa32094-RA	XP_020608929.1
OG0013242	Mcavernosa13398-RA	XP_020600422.1
OG0013243	Mcavernosa16841-RA	XP_020600536.1, XP_020600535.1
OG0013244	Mcavernosa17626-RA, Mcavernosa17625-RA	XP_020600547.1
OG0013245	Mcavernosa29863-RA	XP_020600601.1
OG0013246	Mcavernosa02882-RA	XP_020600679.1
OG0013247	Mcavernosa27011-RA	XP_020600771.1, XP_020600769.1, XP_020600770.1
OG0013249	Mcavernosa07785-RA, Mcavernosa22951-RA, Mcavernosa34188-RA	XP_020600876.1, XP_020606597.1
OG0013250	Mcavernosa00819-RA	XP_020600892.1
OG0013253	Mcavernosa23694-RA	XP_020600934.1
OG0013257	Mcavernosa34458-RA	XP_020602243.1, XP_020601485.1
OG0013258	Mcavernosa00794-RA	XP_020601546.1
OG0013259	Mcavernosa00835-RA	XP_020601588.1, XP_020601586.1
OG0013260	Mcavernosa32508-RA	XP_020601724.1
OG0013261	Mcavernosa27811-RA	XP_020601729.1
OG0013266	Mcavernosa01297-RA, Mcavernosa16478-RA	XP_020601985.1, XP_020601984.1
OG0013268	Mcavernosa10678-RA	XP_020602180.1
OG0013271	Mcavernosa28384-RA	XP_020602362.1, XP_020602361.1
OG0013272	Mcavernosa33085-RA	XP_020602391.1, XP_020602392.1, XP_020620254.1, XP_020620253.1
OG0013273	Mcavernosa14469-RA	XP_020602398.1, XP_020602399.1
OG0013274	Mcavernosa31915-RA, Mcavernosa31916-RA	XP_020602574.1
OG0013276	Mcavernosa01918-RA	XP_020602636.1
OG0013277	Mcavernosa12028-RA	XP_020602825.1
OG0013278	Mcavernosa13211-RA	XP_020603045.1
OG0013280	Mcavernosa18458-RA	XP_020603196.1
OG0013281	Mcavernosa33109-RA, Mcavernosa21560-RA, Mcavernosa18935-RA	XP_020603349.1
OG0013282	Mcavernosa34844-RA	XP_020603424.1
OG0013283	Mcavernosa00050-RA, Mcavernosa00052-RA	XP_020603556.1, XP_020603554.1, XP_020603434.1
OG0013284	Mcavernosa28039-RA	XP_020603520.1, XP_020603519.1
OG0013285	Mcavernosa17941-RA	XP_020603694.1, XP_020603633.1
OG0013286	Mcavernosa17953-RA	XP_020603653.1, XP_020603654.1
OG0013288	Mcavernosa27539-RA	XP_020603708.1, XP_020603709.1
OG0013289	Mcavernosa11550-RA	XP_020603732.1
OG0013290	Mcavernosa13366-RA	XP_020603826.1, XP_020603825.1
OG0013291	Mcavernosa09027-RA, Mcavernosa09025-RA, Mcavernosa09028-RA	XP_020603891.1, XP_020603884.1
OG0013292	Mcavernosa32067-RA	XP_020603943.1, XP_020603942.1
OG0013294	Mcavernosa10870-RA	XP_020604181.1
OG0013295	Mcavernosa28582-RA	XP_020604255.1, XP_020604254.1
OG0013296	Mcavernosa04452-RA	XP_020604292.1, XP_020604348.1
OG0013297	Mcavernosa10884-RA	XP_020604391.1
OG0013298	Mcavernosa10889-RA	XP_020604392.1
OG0013299	Mcavernosa30998-RA	XP_020604442.1, XP_020604441.1
OG0013300	Mcavernosa28469-RA	XP_020604588.1, XP_020604587.1
OG0013302	Mcavernosa16939-RA	XP_020604678.1
OG0013303	Mcavernosa16256-RA	XP_020604727.1, XP_020604726.1
OG0013304	Mcavernosa11974-RA	XP_020604744.1, XP_020604745.1
OG0013305	Mcavernosa12490-RA, Mcavernosa33586-RA	XP_020604844.1, XP_020604851.1, XP_020604836.1
OG0013306	Mcavernosa34202-RA	XP_020604849.1
OG0013308	Mcavernosa16936-RA	XP_020604887.1, XP_020604907.1
OG0013309	Mcavernosa07113-RA	XP_020604888.1, XP_020604889.1
OG0013310	Mcavernosa27413-RA	XP_020604993.1
OG0013310	Mcavernosa07713-RA	XP_020613468.1
OG0013312	Mcavernosa32670-RA	XP_020605249.1, XP_020605241.1
OG0013314	Mcavernosa07221-RA	XP_020605334.1, XP_020605333.1
OG0013317	Mcavernosa17093-RA	XP_020605794.1
OG0013319	Mcavernosa29922-RA	XP_020606233.1
OG0013320	Mcavernosa35221-RA	XP_020606254.1
OG0013321	Mcavernosa15291-RA	XP_020606291.1
OG0013322	Mcavernosa01240-RA	XP_020606300.1, XP_020606299.1
OG0013323	Mcavernosa28779-RA	XP_020606383.1
OG0013324	Mcavernosa28785-RA	XP_020606410.1, XP_020606440.1
OG0013325	Mcavernosa04153-RA, Mcavernosa34940-RA	XP_020606495.1
OG0013326	Mcavernosa30438-RA	XP_020606523.1, XP_020606524.1
OG0013326	Mcavernosa01834-RA	XP_020621540.1
OG0013327	Mcavernosa06197-RA	XP_020606539.1, XP_020606538.1
OG0013329	Mcavernosa15245-RA	XP_020606701.1
OG0013330	Mcavernosa31566-RA, Mcavernosa31564-RA, Mcavernosa31563-RA	XP_020606797.1, XP_020606799.1
OG0013331	Mcavernosa31590-RA	XP_020623678.1, XP_020616667.1, XP_020606810.1
OG0013332	Mcavernosa08654-RA, Mcavernosa33359-RA	XP_020606826.1
OG0013333	Mcavernosa33358-RA, Mcavernosa08653-RA	XP_020606830.1
OG0013334	Mcavernosa16872-RA	XP_020606882.1
OG0013335	Mcavernosa26459-RA, Mcavernosa26457-RA	XP_020607000.1
OG0013336	Mcavernosa26285-RA	XP_020621725.1, XP_020607151.1
OG0013337	Mcavernosa22569-RA	XP_020607232.1, XP_020607233.1
OG0013338	Mcavernosa31165-RA	XP_020607260.1
OG0013339	Mcavernosa03249-RA	XP_020607332.1, XP_020607415.1
OG0013340	Mcavernosa07817-RA	XP_020607379.1, XP_020607378.1
OG0013341	Mcavernosa28321-RA	XP_020607422.1, XP_020607421.1
OG0013342	Mcavernosa09718-RA	XP_020607456.1
OG0013343	Mcavernosa15815-RA	XP_020607471.1
OG0013344	Mcavernosa04113-RA	XP_020607674.1
OG0013345	Mcavernosa10538-RA	XP_020607704.1
OG0013346	Mcavernosa10536-RA	XP_020607706.1
OG0013347	Mcavernosa10537-RA	XP_020607708.1
OG0013348	Mcavernosa26124-RA	XP_020607797.1
OG0013350	Mcavernosa10429-RA	XP_020608345.1
OG0013351	Mcavernosa08953-RA	XP_020621563.1
OG0013352	Mcavernosa00740-RA, Mcavernosa00743-RA	XP_020608517.1
OG0013353	Mcavernosa28256-RA, Mcavernosa23103-RA	XP_020608596.1
OG0013356	Mcavernosa01350-RA	XP_020608962.1
OG0013357	Mcavernosa01362-RA	XP_020608966.1
OG0013358	Mcavernosa04824-RA	XP_020609112.1, XP_020608991.1
OG0013359	Mcavernosa04819-RA	XP_020609109.1, XP_020609108.1, XP_020609106.1, XP_020609107.1
OG0013360	Mcavernosa34383-RA	XP_020630855.1, XP_020609194.1
OG0013362	Mcavernosa31243-RA	XP_020609330.1
OG0013363	Mcavernosa18715-RA	XP_020609431.1, XP_020609430.1
OG0013364	Mcavernosa12101-RA, Mcavernosa28767-RA	XP_020609543.1, XP_020609542.1
OG0013365	Mcavernosa03618-RA, Mcavernosa03616-RA	XP_020609587.1
OG0013366	Mcavernosa28756-RA, Mcavernosa28759-RA	XP_020609594.1
OG0013367	Mcavernosa06235-RA	XP_020609621.1, XP_020609622.1
OG0013368	Mcavernosa06239-RA	XP_020609627.1, XP_020609626.1
OG0013370	Mcavernosa17180-RA, Mcavernosa17175-RA	XP_020609745.1
OG0013371	Mcavernosa17047-RA	XP_020609784.1, XP_020609783.1
OG0013372	Mcavernosa08225-RA	XP_020610067.1
OG0013373	Mcavernosa20741-RA	XP_020610083.1
OG0013374	Mcavernosa23863-RA, Mcavernosa23865-RA	XP_020610216.1
OG0013375	Mcavernosa18569-RA	XP_020610283.1
OG0013377	Mcavernosa11651-RA, Mcavernosa32517-RA	XP_020610424.1
OG0013379	Mcavernosa09575-RA	XP_020610540.1
OG0013380	Mcavernosa10252-RA	XP_020610587.1, XP_020610586.1
OG0013381	Mcavernosa18029-RA	XP_020610622.1, XP_020610620.1, XP_020610621.1
OG0013382	Mcavernosa06576-RA, Mcavernosa06574-RA, Mcavernosa06571-RA, Mcavernosa06573-RA	XP_020610799.1
OG0013383	Mcavernosa02643-RA	XP_020610883.1, XP_020610882.1
OG0013384	Mcavernosa19198-RA	XP_020610887.1
OG0013385	Mcavernosa01873-RA	XP_020610909.1
OG0013386	Mcavernosa14531-RA	XP_020610934.1, XP_020610940.1
OG0013387	Mcavernosa11540-RA	XP_020610943.1, XP_020610967.1
OG0013388	Mcavernosa07703-RA, Mcavernosa07695-RA	XP_020611160.1, XP_020611159.1, XP_020611161.1
OG0013389	Mcavernosa00218-RA	XP_020611405.1
OG0013390	Mcavernosa11440-RA	XP_020611504.1
OG0013391	Mcavernosa31428-RA	XP_020611534.1
OG0013392	Mcavernosa33895-RA, Mcavernosa00208-RA	XP_020611578.1, XP_020611579.1
OG0013393	Mcavernosa16026-RA	XP_020611658.1
OG0013394	Mcavernosa21754-RA	XP_020611732.1, XP_020611733.1
OG0013395	Mcavernosa28714-RA	XP_020611746.1, XP_020611748.1
OG0013396	Mcavernosa28710-RA	XP_020611752.1, XP_020611751.1
OG0013398	Mcavernosa17274-RA	XP_020611870.1
OG0013399	Mcavernosa17361-RA	XP_020611950.1
OG0013400	Mcavernosa05202-RA, Mcavernosa05203-RA	XP_020612053.1
OG0013402	Mcavernosa24340-RA, Mcavernosa24335-RA	XP_020612417.1
OG0013403	Mcavernosa12139-RA	XP_020612435.1
OG0013404	Mcavernosa15602-RA	XP_020612498.1
OG0013405	Mcavernosa03114-RA	XP_020612524.1
OG0013408	Mcavernosa01429-RA, Mcavernosa15568-RA	XP_020612610.1
OG0013409	Mcavernosa14969-RA	XP_020612670.1
OG0013410	Mcavernosa04121-RA	XP_020612690.1, XP_020612688.1
OG0013411	Mcavernosa04250-RA	XP_020612724.1
OG0013413	Mcavernosa16144-RA, Mcavernosa16146-RA	XP_020612992.1
OG0013414	Mcavernosa14757-RA	XP_020613249.1
OG0013415	Mcavernosa32375-RA	XP_020613325.1
OG0013415	Mcavernosa32376-RA, Mcavernosa32380-RA	XP_020613322.1
OG0013416	Mcavernosa07712-RA	XP_020613413.1
OG0013417	Mcavernosa16024-RA	XP_020613924.1, XP_020613560.1
OG0013418	Mcavernosa11762-RA, Mcavernosa11761-RA	XP_020614248.1, XP_020613618.1
OG0013420	Mcavernosa17013-RA	XP_020613985.1
OG0013421	Mcavernosa15354-RA	XP_020614010.1
OG0013422	Mcavernosa16492-RA	XP_020614040.1, XP_020614080.1
OG0013423	Mcavernosa15760-RA	XP_020614121.1
OG0013424	Mcavernosa25035-RA	XP_020614234.1, XP_020614233.1
OG0013425	Mcavernosa14484-RA	XP_020614328.1, XP_020614329.1
OG0013427	Mcavernosa21940-RA, Mcavernosa21934-RA	XP_020614353.1, XP_020614355.1
OG0013428	Mcavernosa08635-RA	XP_020614398.1, XP_020614397.1
OG0013429	Mcavernosa05460-RA	XP_020614416.1
OG0013430	Mcavernosa11764-RA	XP_020614463.1
OG0013431	Mcavernosa08633-RA	XP_020614472.1, XP_020614471.1
OG0013432	Mcavernosa16996-RA	XP_020614518.1, XP_020614735.1
OG0013433	Mcavernosa11039-RA	XP_020614537.1
OG0013434	Mcavernosa11067-RA	XP_020614545.1
OG0013435	Mcavernosa11043-RA	XP_020614633.1
OG0013436	Mcavernosa11042-RA	XP_020614636.1
OG0013437	Mcavernosa06099-RA	XP_020614761.1
OG0013438	Mcavernosa13249-RA	XP_020614773.1
OG0013439	Mcavernosa13435-RA, Mcavernosa13433-RA	XP_020614866.1
OG0013441	Mcavernosa14650-RA	XP_020615068.1
OG0013443	Mcavernosa22660-RA	XP_020615146.1
OG0013445	Mcavernosa23554-RA	XP_020615266.1
OG0013446	Mcavernosa10206-RA	XP_020615329.1, XP_020615330.1
OG0013447	Mcavernosa14260-RA	XP_020615421.1
OG0013448	Mcavernosa22774-RA	XP_020615474.1
OG0013449	Mcavernosa09941-RA	XP_020615715.1, XP_020615714.1, XP_020615716.1
OG0013450	Mcavernosa24586-RA	XP_020615837.1, XP_020615844.1, XP_020615852.1
OG0013451	Mcavernosa11566-RA, Mcavernosa10192-RA	XP_020615957.1, XP_020615959.1
OG0013452	Mcavernosa12781-RA	XP_020616019.1
OG0013453	Mcavernosa31056-RA	XP_020616160.1, XP_020616138.1
OG0013454	Mcavernosa14391-RA	XP_020616270.1, XP_020616269.1
OG0013455	Mcavernosa14410-RA, Mcavernosa14411-RA	XP_020616308.1
OG0013456	Mcavernosa25576-RA, Mcavernosa25577-RA	XP_020616406.1
OG0013457	Mcavernosa30047-RA	XP_020616485.1, XP_020616484.1
OG0013458	Mcavernosa13061-RA, Mcavernosa13062-RA	XP_020616573.1, XP_020616558.1, XP_020616556.1
OG0013459	Mcavernosa30057-RA	XP_020616705.1, XP_020616703.1, XP_020616704.1
OG0013460	Mcavernosa23478-RA	XP_020616765.1, XP_020616761.1
OG0013461	Mcavernosa01284-RA	XP_020616772.1
OG0013463	Mcavernosa11118-RA	XP_020616819.1, XP_020616818.1
OG0013466	Mcavernosa19853-RA	XP_020616935.1, XP_020616936.1
OG0013467	Mcavernosa33873-RA, Mcavernosa33872-RA	XP_020617835.1, XP_020617054.1
OG0013468	Mcavernosa16808-RA, Mcavernosa28847-RA, Mcavernosa28845-RA	XP_020617148.1
OG0013469	Mcavernosa17309-RA	XP_020617201.1, XP_020617200.1
OG0013471	Mcavernosa09497-RA	XP_020617366.1
OG0013472	Mcavernosa16799-RA	XP_020617431.1
OG0013474	Mcavernosa15408-RA	XP_020617587.1, XP_020617588.1, XP_020617589.1
OG0013475	Mcavernosa21734-RA	XP_020617729.1, XP_020617736.1
OG0013476	Mcavernosa17935-RA	XP_020617733.1, XP_020617734.1, XP_020617735.1, XP_020617737.1
OG0013477	Mcavernosa20835-RA, Mcavernosa17676-RA, Mcavernosa20966-RA, Mcavernosa24582-RA	XP_020617782.1
OG0013479	Mcavernosa21053-RA	XP_020618008.1
OG0013480	Mcavernosa20853-RA	XP_020618014.1, XP_020618015.1
OG0013482	Mcavernosa02118-RA	XP_020618037.1
OG0013483	Mcavernosa02124-RA	XP_020618040.1, XP_020618041.1
OG0013485	Mcavernosa01639-RA	XP_020618180.1
OG0013486	Mcavernosa09090-RA	XP_020618194.1
OG0013487	Mcavernosa01693-RA	XP_020618200.1, XP_020618201.1
OG0013488	Mcavernosa21745-RA	XP_020618209.1
OG0013489	Mcavernosa33989-RA, Mcavernosa07514-RA	XP_020618353.1
OG0013490	Mcavernosa01676-RA, Mcavernosa01677-RA	XP_020618358.1
OG0013491	Mcavernosa07517-RA	XP_020618372.1, XP_020618364.1
OG0013492	Mcavernosa07516-RA	XP_020618391.1
OG0013493	Mcavernosa20447-RA	XP_020618481.1
OG0013494	Mcavernosa03297-RA, Mcavernosa03298-RA	XP_020618488.1
OG0013495	Mcavernosa16051-RA	XP_020618526.1
OG0013496	Mcavernosa20802-RA	XP_020618575.1
OG0013497	Mcavernosa07503-RA	XP_020618601.1, XP_020618593.1
OG0013500	Mcavernosa07190-RA	XP_020618804.1
OG0013501	Mcavernosa13788-RA	XP_020618813.1
OG0013502	Mcavernosa20916-RA	XP_020618846.1
OG0013503	Mcavernosa07182-RA	XP_020618910.1
OG0013504	Mcavernosa13762-RA	XP_020618926.1
OG0013505	Mcavernosa15310-RA	XP_020618951.1, XP_020618952.1
OG0013507	Mcavernosa13801-RA	XP_020619057.1, XP_020619058.1
OG0013508	Mcavernosa16764-RA	XP_020619089.1, XP_020619088.1
OG0013509	Mcavernosa02743-RA	XP_020619145.1, XP_020619142.1
OG0013510	Mcavernosa21148-RA	XP_020619157.1
OG0013512	Mcavernosa18036-RA, Mcavernosa31453-RA, Mcavernosa33868-RA	XP_020628459.1, XP_020619294.1
OG0013514	Mcavernosa07392-RA	XP_020619475.1, XP_020619483.1
OG0013515	Mcavernosa22831-RA	XP_020619492.1
OG0013516	Mcavernosa22829-RA	XP_020619496.1, XP_020619495.1
OG0013517	Mcavernosa07474-RA	XP_020619524.1, XP_020619516.1
OG0013518	Mcavernosa27568-RA	XP_020619641.1, XP_020619645.1
OG0013519	Mcavernosa01945-RA	XP_020619733.1
OG0013520	Mcavernosa03233-RA	XP_020626061.1, XP_020619747.1, XP_020619745.1
OG0013521	Mcavernosa27663-RA, Mcavernosa28703-RA	XP_020619749.1
OG0013524	Mcavernosa18786-RA, Mcavernosa18799-RA, Mcavernosa18800-RA	XP_020619946.1
OG0013526	Mcavernosa04706-RA, Mcavernosa04703-RA	XP_020620139.1
OG0013527	Mcavernosa15504-RA	XP_020620184.1
OG0013528	Mcavernosa16267-RA	XP_020620216.1, XP_020620233.1
OG0013529	Mcavernosa03216-RA	XP_020620249.1
OG0013530	Mcavernosa10020-RA, Mcavernosa10025-RA	XP_020620426.1, XP_020620443.1, XP_020620435.1
OG0013531	Mcavernosa28104-RA	XP_020620440.1
OG0013532	Mcavernosa25462-RA	XP_020620583.1
OG0013533	Mcavernosa29959-RA	XP_020620894.1
OG0013533	Mcavernosa27265-RA, Mcavernosa27266-RA	XP_020621031.1
OG0013534	Mcavernosa05754-RA	XP_020620966.1, XP_020620946.1
OG0013536	Mcavernosa24365-RA	XP_020621114.1, XP_020621132.1
OG0013537	Mcavernosa12439-RA, Mcavernosa12445-RA	XP_020621369.1
OG0013538	Mcavernosa13625-RA	XP_020621468.1
OG0013539	Mcavernosa01837-RA	XP_020621650.1, XP_020621542.1
OG0013540	Mcavernosa23128-RA, Mcavernosa05733-RA	XP_020621649.1
OG0013541	Mcavernosa06294-RA	XP_020622015.1, XP_020621869.1, XP_020621944.1
