Orthogroup	Mcavernosa.maker.proteins	Acerv_assembly_v1.0.protein
OG0011379	Mcavernosa21778-RA	Acerv_evm.model.Segkk2332_pilon.3
OG0011380	Mcavernosa21782-RA	Acerv_evm.model.Segkk2332_pilon.2
OG0011381	Mcavernosa21783-RA	Acerv_evm.model.Segkk2332_pilon.1
OG0011382	Mcavernosa11828-RA	Acerv_evm.model.Segkk2333_pilon.2
OG0011384	Mcavernosa06492-RA	Acerv_evm.model.Segkk2334_pilon.6
OG0011385	Mcavernosa15287-RA	Acerv_evm.model.Segkk2335_pilon.32
OG0011386	Mcavernosa15278-RA, Mcavernosa15279-RA	Acerv_evm.model.Segkk2335_pilon.27
OG0011387	Mcavernosa15277-RA	Acerv_evm.model.Segkk2335_pilon.26
OG0011388	Mcavernosa15275-RA	Acerv_evm.model.Segkk2335_pilon.25
OG0011389	Mcavernosa15274-RA	Acerv_evm.model.Segkk2335_pilon.24
OG0011390	Mcavernosa13341-RA	Acerv_evm.model.Segkk2337_pilon.2
OG0011391	Mcavernosa21184-RA	Acerv_evm.model.Segkk2339_pilon.8
OG0011392	Mcavernosa21187-RA	Acerv_evm.model.Segkk2339_pilon.4
OG0011393	Mcavernosa21185-RA	Acerv_evm.model.Segkk2339_pilon.7
OG0011395	Mcavernosa22591-RA	Acerv_evm.model.Segkk2345_pilon.3
OG0011396	Mcavernosa16525-RA	Acerv_evm.model.Segkk2349_pilon.2
OG0011397	Mcavernosa02538-RA	Acerv_evm.model.Segkk2350_pilon.2
OG0011402	Mcavernosa10008-RA	Acerv_evm.model.Segkk2358_pilon.10
OG0011403	Mcavernosa10005-RA	Acerv_evm.model.Segkk2358_pilon.14
OG0011404	Mcavernosa09994-RA	Acerv_evm.model.Segkk2358_pilon.7
OG0011405	Mcavernosa09996-RA	Acerv_evm.model.Segkk2358_pilon.6
OG0011406	Mcavernosa34544-RA	Acerv_evm.model.Segkk2358_pilon.2
OG0011407	Mcavernosa34548-RA	Acerv_evm.model.Segkk2358_pilon.1
OG0011408	Mcavernosa09998-RA	Acerv_evm.model.Segkk2358_pilon.9
OG0011409	Mcavernosa06793-RA	Acerv_evm.model.Segkk2361_pilon.10
OG0011410	Mcavernosa06792-RA	Acerv_evm.model.Segkk2361_pilon.8
OG0011411	Mcavernosa24918-RA	Acerv_evm.model.Segkk2367_pilon.1
OG0011412	Mcavernosa24919-RA	Acerv_evm.model.Segkk2367_pilon.2
OG0011413	Mcavernosa24922-RA	Acerv_evm.model.Segkk2367_pilon.3
OG0011414	Mcavernosa23004-RA	Acerv_evm.model.Segkk2370_pilon.1
OG0011416	Mcavernosa34294-RA	Acerv_evm.model.Segkk2375_pilon.10
OG0011417	Mcavernosa28377-RA	Acerv_evm.model.Segkk2375_pilon.11
OG0011418	Mcavernosa28374-RA	Acerv_evm.model.Segkk2375_pilon.16
OG0011419	Mcavernosa28373-RA	Acerv_evm.model.Segkk2375_pilon.17
OG0011420	Mcavernosa28370-RA	Acerv_evm.model.Segkk2375_pilon.18
OG0011421	Mcavernosa28383-RA	Acerv_evm.model.Segkk2375_pilon.7
OG0011422	Mcavernosa14286-RA	Acerv_evm.model.Segkk2379_pilon.1
OG0011423	Mcavernosa19491-RA	Acerv_evm.model.Segkk2386_pilon.5
OG0011424	Mcavernosa23461-RA	Acerv_evm.model.Segkk2386_pilon.1
OG0011425	Mcavernosa19476-RA	Acerv_evm.model.Segkk2386_pilon.19
OG0011426	Mcavernosa19475-RA	Acerv_evm.model.Segkk2386_pilon.20
OG0011427	Mcavernosa19494-RA	Acerv_evm.model.Segkk2386_pilon.9
OG0011428	Mcavernosa03565-RA	Acerv_evm.model.Segkk2390_pilon.28
OG0011429	Mcavernosa22882-RA	Acerv_evm.model.Segkk2390_pilon.25
OG0011430	Mcavernosa03566-RA	Acerv_evm.model.Segkk2390_pilon.33
OG0011431	Mcavernosa12006-RA	Acerv_evm.model.Segkk2397_pilon.2
OG0011432	Mcavernosa12007-RA	Acerv_evm.model.Segkk2397_pilon.3
OG0011433	Mcavernosa24112-RA	Acerv_evm.model.Segkk2401_pilon.1
OG0011434	Mcavernosa06368-RA	Acerv_evm.model.Segkk2409_pilon.2
OG0011435	Mcavernosa06369-RA	Acerv_evm.model.Segkk2409_pilon.3
OG0011436	Mcavernosa17550-RA	Acerv_evm.model.Segkk2410_pilon.15
OG0011437	Mcavernosa04223-RA, Mcavernosa23287-RA	Acerv_evm.model.Segkk2410_pilon.2, Acerv_evm.model.Segkk2434_pilon.1
OG0011438	Mcavernosa05728-RA	Acerv_evm.model.Segkk2421_pilon.2
OG0011439	Mcavernosa05727-RA	Acerv_evm.model.Segkk2421_pilon.3
OG0011441	Mcavernosa23297-RA	Acerv_evm.model.Segkk2424_pilon.5
OG0011443	Mcavernosa22615-RA	Acerv_evm.model.Segkk2427_pilon.3
OG0011444	Mcavernosa31774-RA	Acerv_evm.model.Segkk2430_pilon.8
OG0011446	Mcavernosa15462-RA	Acerv_evm.model.Segkk2431_pilon.9
OG0011447	Mcavernosa15465-RA	Acerv_evm.model.Segkk2431_pilon.1
OG0011448	Mcavernosa14816-RA	Acerv_evm.model.Segkk2432_pilon.1
OG0011449	Mcavernosa14817-RA	Acerv_evm.model.Segkk2432_pilon.2
OG0011450	Mcavernosa08308-RA	Acerv_evm.model.Segkk2432_pilon.4
OG0011451	Mcavernosa08312-RA	Acerv_evm.model.Segkk2432_pilon.6
OG0011452	Mcavernosa08313-RA	Acerv_evm.model.Segkk2432_pilon.7
OG0011453	Mcavernosa04412-RA	Acerv_evm.model.Segkk2433_pilon.10
OG0011454	Mcavernosa04405-RA	Acerv_evm.model.Segkk2433_pilon.16
OG0011455	Mcavernosa17220-RA	Acerv_evm.model.Segkk2445_pilon.8
OG0011456	Mcavernosa17222-RA	Acerv_evm.model.Segkk2445_pilon.9
OG0011457	Mcavernosa01689-RA, Mcavernosa01687-RA	Acerv_evm.model.Segkk2452_pilon.3
OG0011458	Mcavernosa09744-RA	Acerv_evm.model.Segkk2456_pilon.1
OG0011459	Mcavernosa00289-RA	Acerv_evm.model.Segkk2459_pilon.5
OG0011460	Mcavernosa14337-RA	Acerv_evm.model.Segkk2462_pilon.8
OG0011462	Mcavernosa14339-RA	Acerv_evm.model.Segkk2462_pilon.3
OG0011463	Mcavernosa29891-RA	Acerv_evm.model.Segkk2463_pilon.14
OG0011464	Mcavernosa29886-RA	Acerv_evm.model.Segkk2463_pilon.10
OG0011465	Mcavernosa10630-RA	Acerv_evm.model.Segkk2463_pilon.11
OG0011466	Mcavernosa29894-RA	Acerv_evm.model.Segkk2463_pilon.12
OG0011467	Mcavernosa29890-RA	Acerv_evm.model.Segkk2463_pilon.6
OG0011468	Mcavernosa29889-RA	Acerv_evm.model.Segkk2463_pilon.7
OG0011469	Mcavernosa03336-RA	Acerv_evm.model.Segkk2464_pilon.33
OG0011470	Mcavernosa03331-RA	Acerv_evm.model.Segkk2464_pilon.29
OG0011471	Mcavernosa03329-RA	Acerv_evm.model.Segkk2464_pilon.27
OG0011472	Mcavernosa03308-RA	Acerv_evm.model.Segkk2464_pilon.20
OG0011473	Mcavernosa03317-RA	Acerv_evm.model.Segkk2464_pilon.23
OG0011474	Mcavernosa03307-RA	Acerv_evm.model.Segkk2464_pilon.19
OG0011475	Mcavernosa03306-RA	Acerv_evm.model.Segkk2464_pilon.18
OG0011476	Mcavernosa32123-RA	Acerv_evm.model.Segkk2465_pilon.1
OG0011477	Mcavernosa05135-RA	Acerv_evm.model.Segkk2468_pilon.25
OG0011478	Mcavernosa05136-RA	Acerv_evm.model.Segkk2468_pilon.26
OG0011479	Mcavernosa05140-RA	Acerv_evm.model.Segkk2468_pilon.29
OG0011480	Mcavernosa31085-RA	Acerv_evm.model.Segkk2469_pilon.28
OG0011481	Mcavernosa31106-RA	Acerv_evm.model.Segkk2469_pilon.2
OG0011482	Mcavernosa30993-RA	Acerv_evm.model.Segkk2471_pilon.16
OG0011483	Mcavernosa30996-RA	Acerv_evm.model.Segkk2471_pilon.9
OG0011484	Mcavernosa25224-RA	Acerv_evm.model.Segkk2476_pilon.1
OG0011485	Mcavernosa08144-RA	Acerv_evm.model.Segkk2479_pilon.5
OG0011486	Mcavernosa12298-RA	Acerv_evm.model.Segkk2480_pilon.13
OG0011487	Mcavernosa26843-RA	Acerv_evm.model.Segkk2480_pilon.14
OG0011488	Mcavernosa26839-RA	Acerv_evm.model.Segkk2480_pilon.10
OG0011489	Mcavernosa26832-RA	Acerv_evm.model.Segkk2480_pilon.7
OG0011490	Mcavernosa32887-RA	Acerv_evm.model.Segkk2480_pilon.6
OG0011491	Mcavernosa26840-RA	Acerv_evm.model.Segkk2480_pilon.9
OG0011494	Mcavernosa07349-RA	Acerv_evm.model.Segkk2481_pilon.4
OG0011495	Mcavernosa06341-RA	Acerv_evm.model.Segkk2481_pilon.2
OG0011496	Mcavernosa30876-RA	Acerv_evm.model.Segkk2483_pilon.31
OG0011497	Mcavernosa13567-RA	Acerv_evm.model.Segkk2483_pilon.33
OG0011498	Mcavernosa13568-RA	Acerv_evm.model.Segkk2483_pilon.36
OG0011499	Mcavernosa30888-RA	Acerv_evm.model.Segkk2483_pilon.25
OG0011500	Mcavernosa30901-RA	Acerv_evm.model.Segkk2483_pilon.8
OG0011501	Mcavernosa30910-RA	Acerv_evm.model.Segkk2483_pilon.2
OG0011502	Mcavernosa30902-RA	Acerv_evm.model.Segkk2483_pilon.7
OG0011503	Mcavernosa30883-RA	Acerv_evm.model.Segkk2483_pilon.28
OG0011504	Mcavernosa30884-RA	Acerv_evm.model.Segkk2483_pilon.27
OG0011505	Mcavernosa30889-RA	Acerv_evm.model.Segkk2483_pilon.24
OG0011506	Mcavernosa30892-RA	Acerv_evm.model.Segkk2483_pilon.21
OG0011507	Mcavernosa16806-RA	Acerv_evm.model.Segkk2484_pilon.5
OG0011508	Mcavernosa14552-RA	Acerv_evm.model.Segkk2487_pilon.7
OG0011509	Mcavernosa14551-RA	Acerv_evm.model.Segkk2487_pilon.8
OG0011510	Mcavernosa06854-RA	Acerv_evm.model.Segkk2487_pilon.12
OG0011511	Mcavernosa14546-RA	Acerv_evm.model.Segkk2487_pilon.11
OG0011513	Mcavernosa32718-RA	Acerv_evm.model.Segkk2493_pilon.9
OG0011514	Mcavernosa32719-RA	Acerv_evm.model.Segkk2493_pilon.8
OG0011515	Mcavernosa14626-RA	Acerv_evm.model.Segkk2497_pilon.2
OG0011516	Mcavernosa06912-RA	Acerv_evm.model.Segkk2498_pilon.3
OG0011517	Mcavernosa06911-RA	Acerv_evm.model.Segkk2498_pilon.4
OG0011518	Mcavernosa02110-RA	Acerv_evm.model.Segkk2507_pilon.6
OG0011519	Mcavernosa02109-RA	Acerv_evm.model.Segkk2507_pilon.3
OG0011521	Mcavernosa13546-RA, Mcavernosa33614-RA	Acerv_evm.model.Segkk3112_pilon.17, Acerv_evm.model.Segkk2510_pilon.11
OG0011522	Mcavernosa10739-RA	Acerv_evm.model.Segkk2517_pilon.2
OG0011523	Mcavernosa31821-RA	Acerv_evm.model.Segkk2518_pilon.10
OG0011524	Mcavernosa31812-RA	Acerv_evm.model.Segkk2518_pilon.4
OG0011525	Mcavernosa31815-RA	Acerv_evm.model.Segkk2518_pilon.7
OG0011526	Mcavernosa31811-RA	Acerv_evm.model.Segkk2518_pilon.3
OG0011527	Mcavernosa31810-RA	Acerv_evm.model.Segkk2518_pilon.2
OG0011528	Mcavernosa14749-RA	Acerv_evm.model.Segkk2521_pilon.3
OG0011529	Mcavernosa14748-RA	Acerv_evm.model.Segkk2521_pilon.2
OG0011530	Mcavernosa14751-RA	Acerv_evm.model.Segkk2521_pilon.4
OG0011531	Mcavernosa29336-RA	Acerv_evm.model.Segkk2526_pilon.2
OG0011533	Mcavernosa09481-RA	Acerv_evm.model.Segkk2527_pilon.2
OG0011534	Mcavernosa09480-RA	Acerv_evm.model.Segkk2527_pilon.1
OG0011536	Mcavernosa10480-RA	Acerv_evm.model.Segkk2529_pilon.1
OG0011537	Mcavernosa10482-RA	Acerv_evm.model.Segkk2529_pilon.2
OG0011538	Mcavernosa10483-RA	Acerv_evm.model.Segkk2529_pilon.3
OG0011539	Mcavernosa10484-RA	Acerv_evm.model.Segkk2529_pilon.4
OG0011540	Mcavernosa29943-RA	Acerv_evm.model.Segkk2531_pilon.5
OG0011542	Mcavernosa27020-RA	Acerv_evm.model.Segkk2537_pilon.34
OG0011543	Mcavernosa27019-RA	Acerv_evm.model.Segkk2537_pilon.31
OG0011544	Mcavernosa24515-RA	Acerv_evm.model.Segkk2537_pilon.20
OG0011545	Mcavernosa27027-RA	Acerv_evm.model.Segkk2537_pilon.29
OG0011546	Mcavernosa24521-RA	Acerv_evm.model.Segkk2537_pilon.23
OG0011547	Mcavernosa24523-RA	Acerv_evm.model.Segkk2537_pilon.26
OG0011549	Mcavernosa27017-RA	Acerv_evm.model.Segkk2537_pilon.33
OG0011550	Mcavernosa20558-RA	Acerv_evm.model.Segkk2537_pilon.16
OG0011551	Mcavernosa24512-RA	Acerv_evm.model.Segkk2537_pilon.19
OG0011552	Mcavernosa13479-RA	Acerv_evm.model.Segkk2542_pilon.3
OG0011553	Mcavernosa03617-RA	Acerv_evm.model.Segkk2545_pilon.1
OG0011555	Mcavernosa27953-RA	Acerv_evm.model.Segkk2548_pilon.1
OG0011556	Mcavernosa27950-RA	Acerv_evm.model.Segkk2548_pilon.4
OG0011557	Mcavernosa27949-RA	Acerv_evm.model.Segkk2548_pilon.5
OG0011559	Mcavernosa23164-RA	Acerv_evm.model.Segkk2554_pilon.9
OG0011560	Mcavernosa23156-RA	Acerv_evm.model.Segkk2554_pilon.5
OG0011561	Mcavernosa23163-RA	Acerv_evm.model.Segkk2554_pilon.7
OG0011562	Mcavernosa23153-RA	Acerv_evm.model.Segkk2554_pilon.1
OG0011563	Mcavernosa23154-RA	Acerv_evm.model.Segkk2554_pilon.3
OG0011564	Mcavernosa07650-RA, Mcavernosa25612-RA	Acerv_evm.model.Segkk2558_pilon.10
OG0011565	Mcavernosa07651-RA	Acerv_evm.model.Segkk2558_pilon.9
OG0011566	Mcavernosa07655-RA	Acerv_evm.model.Segkk2558_pilon.5
OG0011567	Mcavernosa07656-RA	Acerv_evm.model.Segkk2558_pilon.4
OG0011568	Mcavernosa07654-RA	Acerv_evm.model.Segkk2558_pilon.6
OG0011569	Mcavernosa25611-RA	Acerv_evm.model.Segkk2558_pilon.11
OG0011570	Mcavernosa08606-RA	Acerv_evm.model.Segkk2564_pilon.4
OG0011571	Mcavernosa08608-RA	Acerv_evm.model.Segkk2564_pilon.6
OG0011572	Mcavernosa10380-RA	Acerv_evm.model.Segkk2565_pilon.5
OG0011573	Mcavernosa15731-RA	Acerv_evm.model.Segkk2566_pilon.1
OG0011574	Mcavernosa12273-RA, Mcavernosa09035-RA	Acerv_evm.model.Segkk2567_pilon.1
OG0011575	Mcavernosa22432-RA	Acerv_evm.model.Segkk2848_pilon.1, Acerv_evm.model.Segkk2568_pilon.2
OG0011576	Mcavernosa29337-RA	Acerv_evm.model.Segkk2573_pilon.11
OG0011577	Mcavernosa21271-RA	Acerv_evm.model.Segkk2575_pilon.4
OG0011578	Mcavernosa21272-RA	Acerv_evm.model.Segkk2575_pilon.3
OG0011579	Mcavernosa21264-RA	Acerv_evm.model.Segkk2575_pilon.8
OG0011580	Mcavernosa00072-RA	Acerv_evm.model.Segkk2575_pilon.16
OG0011581	Mcavernosa00071-RA	Acerv_evm.model.Segkk2575_pilon.17
OG0011582	Mcavernosa00063-RA	Acerv_evm.model.Segkk2575_pilon.21
OG0011583	Mcavernosa00060-RA	Acerv_evm.model.Segkk2575_pilon.22
OG0011584	Mcavernosa29018-RA	Acerv_evm.model.Segkk2576_pilon.4
OG0011585	Mcavernosa09985-RA	Acerv_evm.model.Segkk2578_pilon.4
OG0011586	Mcavernosa16987-RA	Acerv_evm.model.Segkk2579_pilon.7
OG0011587	Mcavernosa07124-RA	Acerv_evm.model.Segkk2579_pilon.11
OG0011588	Mcavernosa10779-RA	Acerv_evm.model.Segkk2579_pilon.28
OG0011589	Mcavernosa10783-RA	Acerv_evm.model.Segkk2579_pilon.25
OG0011590	Mcavernosa06484-RA	Acerv_evm.model.Segkk2580_pilon.3
OG0011592	Mcavernosa09475-RA	Acerv_evm.model.Segkk2585_pilon.18
OG0011593	Mcavernosa26852-RA, Mcavernosa26850-RA	Acerv_evm.model.Segkk2585_pilon.1
OG0011595	Mcavernosa07816-RA	Acerv_evm.model.Segkk2587_pilon.12
OG0011596	Mcavernosa07809-RA	Acerv_evm.model.Segkk2587_pilon.5
OG0011597	Mcavernosa07807-RA	Acerv_evm.model.Segkk2587_pilon.4
OG0011598	Mcavernosa14172-RA	Acerv_evm.model.Segkk2593_pilon.9
OG0011599	Mcavernosa26244-RA	Acerv_evm.model.Segkk2594_pilon.30
OG0011600	Mcavernosa28147-RA	Acerv_evm.model.Segkk2596_pilon.39
OG0011601	Mcavernosa24644-RA	Acerv_evm.model.Segkk2596_pilon.35
OG0011602	Mcavernosa24643-RA	Acerv_evm.model.Segkk2596_pilon.34
OG0011603	Mcavernosa24646-RA	Acerv_evm.model.Segkk2596_pilon.36
OG0011604	Mcavernosa13190-RA	Acerv_evm.model.Segkk2596_pilon.16
OG0011605	Mcavernosa13187-RA	Acerv_evm.model.Segkk2596_pilon.19
OG0011606	Mcavernosa29954-RA	Acerv_evm.model.Segkk2596_pilon.41
OG0011607	Mcavernosa24641-RA	Acerv_evm.model.Segkk2596_pilon.26
OG0011608	Mcavernosa24640-RA	Acerv_evm.model.Segkk2596_pilon.24
OG0011609	Mcavernosa13186-RA	Acerv_evm.model.Segkk2596_pilon.20
OG0011610	Mcavernosa10369-RA	Acerv_evm.model.Segkk2596_pilon.51
OG0011611	Mcavernosa28365-RA	Acerv_evm.model.Segkk2597_pilon.1
OG0011612	Mcavernosa20828-RA	Acerv_evm.model.Segkk2598_pilon.9
OG0011613	Mcavernosa20829-RA	Acerv_evm.model.Segkk2598_pilon.8
OG0011614	Mcavernosa17672-RA	Acerv_evm.model.Segkk2598_pilon.3
OG0011615	Mcavernosa17673-RA	Acerv_evm.model.Segkk2598_pilon.4
OG0011616	Mcavernosa34379-RA, Mcavernosa19054-RA, Mcavernosa33055-RA	Acerv_evm.model.Segkk2601_pilon.1
OG0011617	Mcavernosa27050-RA	Acerv_evm.model.Segkk2606_pilon.1
OG0011619	Mcavernosa01979-RA	Acerv_evm.model.Segkk2614_pilon.15
OG0011620	Mcavernosa01978-RA	Acerv_evm.model.Segkk2614_pilon.16
OG0011621	Mcavernosa01977-RA	Acerv_evm.model.Segkk2614_pilon.17
OG0011622	Mcavernosa28032-RA	Acerv_evm.model.Segkk2618_pilon.2
OG0011623	Mcavernosa28029-RA	Acerv_evm.model.Segkk2618_pilon.4
OG0011624	Mcavernosa28026-RA	Acerv_evm.model.Segkk2618_pilon.8
OG0011625	Mcavernosa28025-RA	Acerv_evm.model.Segkk2618_pilon.9
OG0011626	Mcavernosa28023-RA	Acerv_evm.model.Segkk2618_pilon.11
OG0011627	Mcavernosa28020-RA	Acerv_evm.model.Segkk2618_pilon.12
OG0011629	Mcavernosa21279-RA	Acerv_evm.model.Segkk2624_pilon.5
OG0011630	Mcavernosa30856-RA	Acerv_evm.model.Segkk2624_pilon.2
OG0011631	Mcavernosa00086-RA	Acerv_evm.model.Segkk2624_pilon.9
OG0011632	Mcavernosa10941-RA	Acerv_evm.model.Segkk2632_pilon.3
OG0011633	Mcavernosa10947-RA	Acerv_evm.model.Segkk2632_pilon.6
OG0011634	Mcavernosa10949-RA	Acerv_evm.model.Segkk2632_pilon.7
OG0011635	Mcavernosa10945-RA	Acerv_evm.model.Segkk2632_pilon.4
OG0011636	Mcavernosa10950-RA	Acerv_evm.model.Segkk2632_pilon.8
OG0011637	Mcavernosa02123-RA	Acerv_evm.model.Segkk2633_pilon.3
OG0011638	Mcavernosa02132-RA	Acerv_evm.model.Segkk2633_pilon.2
OG0011639	Mcavernosa02119-RA	Acerv_evm.model.Segkk2633_pilon.5
OG0011640	Mcavernosa02122-RA	Acerv_evm.model.Segkk2633_pilon.4
OG0011641	Mcavernosa13331-RA	Acerv_evm.model.Segkk2634_pilon.3
OG0011642	Mcavernosa02327-RA	Acerv_evm.model.Segkk2637_pilon.7
OG0011643	Mcavernosa02328-RA	Acerv_evm.model.Segkk2637_pilon.6
OG0011644	Mcavernosa19455-RA	Acerv_evm.model.Segkk2637_pilon.1, Acerv_evm.model.Segkk3984_pilon.2
OG0011646	Mcavernosa30515-RA	Acerv_evm.model.Segkk2641_pilon.10
OG0011647	Mcavernosa03628-RA	Acerv_evm.model.Segkk2642_pilon.9
OG0011648	Mcavernosa04728-RA	Acerv_evm.model.Segkk2642_pilon.5
OG0011649	Mcavernosa01358-RA	Acerv_evm.model.Segkk2649_pilon.5
OG0011650	Mcavernosa01361-RA	Acerv_evm.model.Segkk2649_pilon.1
OG0011651	Mcavernosa21028-RA	Acerv_evm.model.Segkk2651_pilon.13
OG0011652	Mcavernosa23831-RA	Acerv_evm.model.Segkk2651_pilon.12
OG0011653	Mcavernosa23830-RA	Acerv_evm.model.Segkk2651_pilon.16
OG0011654	Mcavernosa21027-RA	Acerv_evm.model.Segkk2651_pilon.14
OG0011655	Mcavernosa06895-RA	Acerv_evm.model.Segkk2651_pilon.6
OG0011656	Mcavernosa06896-RA	Acerv_evm.model.Segkk2651_pilon.5
OG0011657	Mcavernosa15014-RA	Acerv_evm.model.Segkk2653_pilon.3
OG0011658	Mcavernosa29250-RA	Acerv_evm.model.Segkk2654_pilon.2
OG0011662	Mcavernosa05407-RA	Acerv_evm.model.Segkk2662_pilon.20
OG0011663	Mcavernosa05408-RA	Acerv_evm.model.Segkk2662_pilon.21
OG0011664	Mcavernosa05409-RA	Acerv_evm.model.Segkk2662_pilon.22
OG0011665	Mcavernosa19017-RA	Acerv_evm.model.Segkk2662_pilon.6
OG0011666	Mcavernosa05397-RA	Acerv_evm.model.Segkk2662_pilon.9
OG0011667	Mcavernosa05398-RA	Acerv_evm.model.Segkk2662_pilon.10
OG0011668	Mcavernosa05401-RA	Acerv_evm.model.Segkk2662_pilon.13
OG0011669	Mcavernosa05403-RA	Acerv_evm.model.Segkk2662_pilon.15
OG0011670	Mcavernosa05402-RA	Acerv_evm.model.Segkk2662_pilon.14
OG0011671	Mcavernosa05405-RA	Acerv_evm.model.Segkk2662_pilon.17, Acerv_evm.model.Segkk2662_pilon.18
OG0011672	Mcavernosa19020-RA	Acerv_evm.model.Segkk2662_pilon.2
OG0011673	Mcavernosa00605-RA	Acerv_evm.model.Segkk2665_pilon.1
OG0011674	Mcavernosa04698-RA	Acerv_evm.model.Segkk2666_pilon.14
OG0011675	Mcavernosa04696-RA	Acerv_evm.model.Segkk2666_pilon.11
OG0011676	Mcavernosa04697-RA	Acerv_evm.model.Segkk2666_pilon.12
OG0011677	Mcavernosa20591-RA	Acerv_evm.model.Segkk2668_pilon.13
OG0011678	Mcavernosa20590-RA	Acerv_evm.model.Segkk2668_pilon.12
OG0011679	Mcavernosa11865-RA	Acerv_evm.model.Segkk2668_pilon.11
OG0011680	Mcavernosa20589-RA	Acerv_evm.model.Segkk2668_pilon.10
OG0011682	Mcavernosa20586-RA	Acerv_evm.model.Segkk2668_pilon.6
OG0011683	Mcavernosa20584-RA	Acerv_evm.model.Segkk2668_pilon.5
OG0011684	Mcavernosa20588-RA	Acerv_evm.model.Segkk2668_pilon.8
OG0011686	Mcavernosa13071-RA	Acerv_evm.model.Segkk2675_pilon.4
OG0011687	Mcavernosa30096-RA	Acerv_evm.model.Segkk2675_pilon.6
OG0011688	Mcavernosa13069-RA	Acerv_evm.model.Segkk2675_pilon.3
OG0011689	Mcavernosa04322-RA	Acerv_evm.model.Segkk2689_pilon.6
OG0011691	Mcavernosa34322-RA	Acerv_evm.model.Segkk2690_pilon.3
OG0011692	Mcavernosa06532-RA	Acerv_evm.model.Segkk2690_pilon.4
OG0011694	Mcavernosa19624-RA	Acerv_evm.model.Segkk2694_pilon.3
OG0011696	Mcavernosa27915-RA	Acerv_evm.model.Segkk2710_pilon.3
OG0011697	Mcavernosa00170-RA	Acerv_evm.model.Segkk2712_pilon.1
OG0011698	Mcavernosa00179-RA	Acerv_evm.model.Segkk2712_pilon.3
OG0011701	Mcavernosa02929-RA	Acerv_evm.model.Segkk2716_pilon.14
OG0011702	Mcavernosa11636-RA	Acerv_evm.model.Segkk2716_pilon.1
OG0011704	Mcavernosa06273-RA	Acerv_evm.model.Segkk2722_pilon.1
OG0011705	Mcavernosa06278-RA	Acerv_evm.model.Segkk2722_pilon.2
OG0011706	Mcavernosa07357-RA	Acerv_evm.model.Segkk2722_pilon.4
OG0011707	Mcavernosa06267-RA	Acerv_evm.model.Segkk2722_pilon.22
OG0011708	Mcavernosa06258-RA	Acerv_evm.model.Segkk2722_pilon.14
OG0011709	Mcavernosa05676-RA	Acerv_evm.model.Segkk2723_pilon.9
OG0011710	Mcavernosa05677-RA	Acerv_evm.model.Segkk2723_pilon.8
OG0011711	Mcavernosa05678-RA	Acerv_evm.model.Segkk2723_pilon.7
OG0011712	Mcavernosa05684-RA	Acerv_evm.model.Segkk2723_pilon.2
OG0011713	Mcavernosa05673-RA	Acerv_evm.model.Segkk2723_pilon.12
OG0011714	Mcavernosa05670-RA	Acerv_evm.model.Segkk2723_pilon.18
OG0011716	Mcavernosa12454-RA, Mcavernosa12455-RA	Acerv_evm.model.Segkk2736_pilon.3
OG0011717	Mcavernosa11412-RA	Acerv_evm.model.Segkk2737_pilon.1
OG0011718	Mcavernosa15220-RA	Acerv_evm.model.Segkk2741_pilon.5
OG0011719	Mcavernosa33995-RA	Acerv_evm.model.Segkk2748_pilon.9
OG0011720	Mcavernosa20573-RA	Acerv_evm.model.Segkk2749_pilon.6
OG0011722	Mcavernosa21274-RA	Acerv_evm.model.Segkk2751_pilon.1
OG0011724	Mcavernosa13284-RA, Mcavernosa13286-RA, Mcavernosa14250-RA	Acerv_evm.model.Segkk2752_pilon.7
OG0011725	Mcavernosa01441-RA	Acerv_evm.model.Segkk2754_pilon.24
OG0011726	Mcavernosa01446-RA	Acerv_evm.model.Segkk2754_pilon.22
OG0011727	Mcavernosa01443-RA	Acerv_evm.model.Segkk2754_pilon.23
OG0011728	Mcavernosa01449-RA	Acerv_evm.model.Segkk2754_pilon.20
OG0011729	Mcavernosa15562-RA	Acerv_evm.model.Segkk2754_pilon.7
OG0011730	Mcavernosa15557-RA	Acerv_evm.model.Segkk2754_pilon.4
OG0011731	Mcavernosa15554-RA	Acerv_evm.model.Segkk2754_pilon.3
OG0011732	Mcavernosa15553-RA	Acerv_evm.model.Segkk2754_pilon.2
OG0011733	Mcavernosa15578-RA	Acerv_evm.model.Segkk2754_pilon.18
OG0011735	Mcavernosa12994-RA	Acerv_evm.model.Segkk2758_pilon.26
OG0011736	Mcavernosa12986-RA	Acerv_evm.model.Segkk2758_pilon.33
OG0011738	Mcavernosa12985-RA	Acerv_evm.model.Segkk2758_pilon.34
OG0011739	Mcavernosa12982-RA	Acerv_evm.model.Segkk2758_pilon.37
OG0011740	Mcavernosa12983-RA	Acerv_evm.model.Segkk2758_pilon.36
OG0011741	Mcavernosa19432-RA	Acerv_evm.model.Segkk2758_pilon.15
OG0011742	Mcavernosa19434-RA	Acerv_evm.model.Segkk2758_pilon.14
OG0011743	Mcavernosa28484-RA	Acerv_evm.model.Segkk2758_pilon.46
OG0011744	Mcavernosa14919-RA	Acerv_evm.model.Segkk2759_pilon.19
OG0011745	Mcavernosa14917-RA	Acerv_evm.model.Segkk2759_pilon.12
