Orthogroup	Acerv_assembly_v1.0.protein	Mcavernosa.maker.proteins
OG0012104	Acerv_evm.model.Segkk3167_pilon.11	Mcavernosa18502-RA
OG0012105	Acerv_evm.model.Segkk3171_pilon.7	Mcavernosa05905-RA
OG0012106	Acerv_evm.model.Segkk3172_pilon.3	Mcavernosa24323-RA
OG0012108	Acerv_evm.model.Segkk3175_pilon.14	Mcavernosa04883-RA
OG0012109	Acerv_evm.model.Segkk3175_pilon.2	Mcavernosa04869-RA
OG0012110	Acerv_evm.model.Segkk3175_pilon.7	Mcavernosa04878-RA
OG0012111	Acerv_evm.model.Segkk3176_pilon.6	Mcavernosa28641-RA
OG0012112	Acerv_evm.model.Segkk3176_pilon.7	Mcavernosa28639-RA
OG0012113	Acerv_evm.model.Segkk3176_pilon.1	Mcavernosa06083-RA
OG0012114	Acerv_evm.model.Segkk3177_pilon.6	Mcavernosa24856-RA, Mcavernosa24860-RA, Mcavernosa24859-RA
OG0012115	Acerv_evm.model.Segkk3179_pilon.25	Mcavernosa32221-RA
OG0012116	Acerv_evm.model.Segkk3179_pilon.20	Mcavernosa32213-RA
OG0012117	Acerv_evm.model.Segkk3179_pilon.23	Mcavernosa32230-RA
OG0012118	Acerv_evm.model.Segkk3179_pilon.4	Mcavernosa11950-RA
OG0012119	Acerv_evm.model.Segkk3179_pilon.22	Mcavernosa32216-RA
OG0012120	Acerv_evm.model.Segkk3179_pilon.17	Mcavernosa23400-RA
OG0012122	Acerv_evm.model.Segkk3179_pilon.18	Mcavernosa23399-RA
OG0012123	Acerv_evm.model.Segkk3179_pilon.33	Mcavernosa30128-RA
OG0012124	Acerv_evm.model.Segkk3181_pilon.1	Mcavernosa10360-RA
OG0012125	Acerv_evm.model.Segkk3181_pilon.3	Mcavernosa17014-RA
OG0012127	Acerv_evm.model.Segkk3183_pilon.2	Mcavernosa28003-RA
OG0012128	Acerv_evm.model.Segkk3183_pilon.1	Mcavernosa28002-RA
OG0012130	Acerv_evm.model.Segkk3189_pilon.1	Mcavernosa07233-RA
OG0012131	Acerv_evm.model.Segkk3192_pilon.33	Mcavernosa31731-RA
OG0012132	Acerv_evm.model.Segkk3192_pilon.34	Mcavernosa31722-RA
OG0012133	Acerv_evm.model.Segkk3192_pilon.11	Mcavernosa08940-RA
OG0012134	Acerv_evm.model.Segkk3192_pilon.14	Mcavernosa16022-RA
OG0012136	Acerv_evm.model.Segkk3192_pilon.16	Mcavernosa16025-RA
OG0012137	Acerv_evm.model.Segkk3192_pilon.2	Mcavernosa08923-RA
OG0012138	Acerv_evm.model.Segkk3192_pilon.6	Mcavernosa08926-RA
OG0012139	Acerv_evm.model.Segkk3192_pilon.8	Mcavernosa08934-RA
OG0012140	Acerv_evm.model.Segkk3192_pilon.12	Mcavernosa16019-RA
OG0012141	Acerv_evm.model.Segkk3192_pilon.19	Mcavernosa16036-RA
OG0012142	Acerv_evm.model.Segkk3196_pilon.2	Mcavernosa01365-RA
OG0012143	Acerv_evm.model.Segkk3201_pilon.3	Mcavernosa19861-RA
OG0012144	Acerv_evm.model.Segkk3201_pilon.4	Mcavernosa19862-RA
OG0012145	Acerv_evm.model.Segkk3207_pilon.1	Mcavernosa14063-RA
OG0012146	Acerv_evm.model.Segkk3207_pilon.4	Mcavernosa14068-RA
OG0012147	Acerv_evm.model.Segkk3209_pilon.28	Mcavernosa21584-RA
OG0012148	Acerv_evm.model.Segkk3209_pilon.1	Mcavernosa15527-RA
OG0012149	Acerv_evm.model.Segkk3209_pilon.26	Mcavernosa21580-RA
OG0012150	Acerv_evm.model.Segkk3209_pilon.27	Mcavernosa21581-RA
OG0012151	Acerv_evm.model.Segkk3209_pilon.32	Mcavernosa21590-RA
OG0012152	Acerv_evm.model.Segkk3209_pilon.10	Mcavernosa15539-RA
OG0012153	Acerv_evm.model.Segkk3210_pilon.6	Mcavernosa19228-RA
OG0012154	Acerv_evm.model.Segkk3211_pilon.3	Mcavernosa15673-RA
OG0012156	Acerv_evm.model.Segkk3213_pilon.25	Mcavernosa30727-RA
OG0012157	Acerv_evm.model.Segkk3213_pilon.26	Mcavernosa30728-RA
OG0012158	Acerv_evm.model.Segkk3217_pilon.1	Mcavernosa17032-RA
OG0012159	Acerv_evm.model.Segkk3217_pilon.2	Mcavernosa17030-RA
OG0012160	Acerv_evm.model.Segkk3218_pilon.3	Mcavernosa09906-RA
OG0012161	Acerv_evm.model.Segkk3218_pilon.5	Mcavernosa09907-RA
OG0012162	Acerv_evm.model.Segkk3218_pilon.7	Mcavernosa09910-RA
OG0012163	Acerv_evm.model.Segkk3218_pilon.8	Mcavernosa09911-RA
OG0012164	Acerv_evm.model.Segkk3218_pilon.10	Mcavernosa09912-RA
OG0012165	Acerv_evm.model.Segkk3218_pilon.13	Mcavernosa09572-RA
OG0012166	Acerv_evm.model.Segkk3219_pilon.1	Mcavernosa07080-RA
OG0012167	Acerv_evm.model.Segkk3219_pilon.5	Mcavernosa07079-RA
OG0012168	Acerv_evm.model.Segkk3219_pilon.6	Mcavernosa07075-RA
OG0012170	Acerv_evm.model.Segkk3221_pilon.5	Mcavernosa02054-RA
OG0012172	Acerv_evm.model.Segkk3223_pilon.5	Mcavernosa05946-RA
OG0012173	Acerv_evm.model.Segkk3233_pilon.48	Mcavernosa08066-RA, Mcavernosa01242-RA, Mcavernosa18943-RA
OG0012174	Acerv_evm.model.Segkk3234_pilon.1	Mcavernosa22822-RA
OG0012175	Acerv_evm.model.Segkk3235_pilon.10	Mcavernosa34675-RA
OG0012176	Acerv_evm.model.Segkk3235_pilon.13	Mcavernosa12131-RA
OG0012177	Acerv_evm.model.Segkk3235_pilon.8	Mcavernosa23909-RA
OG0012178	Acerv_evm.model.Segkk3235_pilon.9	Mcavernosa23910-RA
OG0012179	Acerv_evm.model.Segkk3235_pilon.4	Mcavernosa30253-RA
OG0012183	Acerv_evm.model.Segkk3250_pilon.11	Mcavernosa00187-RA
OG0012184	Acerv_evm.model.Segkk3250_pilon.8	Mcavernosa00190-RA
OG0012185	Acerv_evm.model.Segkk3255_pilon.2	Mcavernosa12302-RA
OG0012186	Acerv_evm.model.Segkk3255_pilon.3	Mcavernosa12303-RA
OG0012187	Acerv_evm.model.Segkk3261_pilon.5	Mcavernosa01066-RA
OG0012189	Acerv_evm.model.Segkk3263_pilon.27	Mcavernosa10904-RA
OG0012191	Acerv_evm.model.Segkk3263_pilon.39	Mcavernosa09933-RA
OG0012192	Acerv_evm.model.Segkk3263_pilon.35	Mcavernosa34456-RA
OG0012194	Acerv_evm.model.Segkk3263_pilon.17	Mcavernosa18813-RA
OG0012195	Acerv_evm.model.Segkk3263_pilon.7	Mcavernosa22707-RA
OG0012196	Acerv_evm.model.Segkk3263_pilon.3	Mcavernosa05002-RA
OG0012197	Acerv_evm.model.Segkk3263_pilon.1	Mcavernosa05007-RA
OG0012198	Acerv_evm.model.Segkk3263_pilon.9	Mcavernosa05014-RA
OG0012199	Acerv_evm.model.Segkk3263_pilon.8	Mcavernosa22710-RA
OG0012200	Acerv_evm.model.Segkk3264_pilon.11	Mcavernosa20292-RA
OG0012201	Acerv_evm.model.Segkk3264_pilon.6	Mcavernosa05781-RA
OG0012202	Acerv_evm.model.Segkk3264_pilon.7	Mcavernosa05782-RA
OG0012203	Acerv_evm.model.Segkk3267_pilon.6	Mcavernosa11192-RA
OG0012204	Acerv_evm.model.Segkk3271_pilon.34	Mcavernosa14811-RA
OG0012206	Acerv_evm.model.Segkk3271_pilon.31	Mcavernosa14810-RA
OG0012207	Acerv_evm.model.Segkk3271_pilon.9	Mcavernosa14833-RA
OG0012209	Acerv_evm.model.Segkk3272_pilon.2	Mcavernosa13758-RA
OG0012210	Acerv_evm.model.Segkk3285_pilon.1	Mcavernosa06084-RA
OG0012211	Acerv_evm.model.Segkk3290_pilon.15	Mcavernosa10514-RA
OG0012212	Acerv_evm.model.Segkk3290_pilon.24	Mcavernosa28755-RA
OG0012213	Acerv_evm.model.Segkk3290_pilon.19	Mcavernosa28768-RA
OG0012214	Acerv_evm.model.Segkk3290_pilon.6	Mcavernosa10836-RA
OG0012215	Acerv_evm.model.Segkk3290_pilon.17	Mcavernosa28762-RA, Mcavernosa28764-RA
OG0012216	Acerv_evm.model.Segkk3290_pilon.16	Mcavernosa10513-RA
OG0012217	Acerv_evm.model.Segkk3297_pilon.2	Mcavernosa21047-RA
OG0012218	Acerv_evm.model.Segkk3299_pilon.2	Mcavernosa17508-RA
OG0012219	Acerv_evm.model.Segkk3302_pilon.1	Mcavernosa19502-RA
OG0012220	Acerv_evm.model.Segkk3306_pilon.29	Mcavernosa04139-RA
OG0012221	Acerv_evm.model.Segkk3306_pilon.24	Mcavernosa04133-RA
OG0012222	Acerv_evm.model.Segkk3306_pilon.27	Mcavernosa23655-RA
OG0012223	Acerv_evm.model.Segkk3306_pilon.10	Mcavernosa17949-RA
OG0012224	Acerv_evm.model.Segkk3306_pilon.12	Mcavernosa17947-RA
OG0012225	Acerv_evm.model.Segkk3306_pilon.30	Mcavernosa04138-RA
OG0012226	Acerv_evm.model.Segkk3306_pilon.19	Mcavernosa04124-RA
OG0012227	Acerv_evm.model.Segkk3306_pilon.18	Mcavernosa04123-RA
OG0012228	Acerv_evm.model.Segkk3306_pilon.3	Mcavernosa02860-RA
OG0012230	Acerv_evm.model.Segkk3306_pilon.6	Mcavernosa02865-RA
OG0012231	Acerv_evm.model.Segkk3319_pilon.6	Mcavernosa15612-RA
OG0012232	Acerv_evm.model.Segkk3319_pilon.3	Mcavernosa15608-RA
OG0012233	Acerv_evm.model.Segkk3319_pilon.9	Mcavernosa15619-RA
OG0012234	Acerv_evm.model.Segkk3319_pilon.8	Mcavernosa15618-RA
OG0012235	Acerv_evm.model.Segkk3320_pilon.14	Mcavernosa01680-RA
OG0012236	Acerv_evm.model.Segkk3320_pilon.1	Mcavernosa01650-RA
OG0012238	Acerv_evm.model.Segkk3320_pilon.13	Mcavernosa01678-RA
OG0012240	Acerv_evm.model.Segkk3322_pilon.17	Mcavernosa06005-RA
OG0012242	Acerv_evm.model.Segkk3322_pilon.14	Mcavernosa06004-RA
OG0012243	Acerv_evm.model.Segkk3322_pilon.19	Mcavernosa06008-RA
OG0012244	Acerv_evm.model.Segkk3322_pilon.9	Mcavernosa16944-RA
OG0012245	Acerv_evm.model.Segkk3322_pilon.28	Mcavernosa06022-RA
OG0012246	Acerv_evm.model.Segkk3322_pilon.29	Mcavernosa06023-RA
OG0012247	Acerv_evm.model.Segkk3322_pilon.24	Mcavernosa19521-RA
OG0012248	Acerv_evm.model.Segkk3322_pilon.25	Mcavernosa19522-RA
OG0012249	Acerv_evm.model.Segkk3322_pilon.20	Mcavernosa06010-RA
OG0012250	Acerv_evm.model.Segkk3323_pilon.17	Mcavernosa08243-RA
OG0012252	Acerv_evm.model.Segkk3323_pilon.25	Mcavernosa23609-RA
OG0012253	Acerv_evm.model.Segkk3323_pilon.22	Mcavernosa23606-RA
OG0012254	Acerv_evm.model.Segkk3323_pilon.18	Mcavernosa08241-RA
OG0012255	Acerv_evm.model.Segkk3324_pilon.11	Mcavernosa05113-RA
OG0012256	Acerv_evm.model.Segkk3325_pilon.7	Mcavernosa17351-RA
OG0012258	Acerv_evm.model.Segkk3325_pilon.26	Mcavernosa15175-RA
OG0012259	Acerv_evm.model.Segkk3325_pilon.24	Mcavernosa15167-RA
OG0012260	Acerv_evm.model.Segkk3325_pilon.29	Mcavernosa15178-RA
OG0012261	Acerv_evm.model.Segkk3325_pilon.28	Mcavernosa15177-RA
OG0012262	Acerv_evm.model.Segkk3325_pilon.41	Mcavernosa31984-RA
OG0012263	Acerv_evm.model.Segkk3325_pilon.44	Mcavernosa21573-RA
OG0012264	Acerv_evm.model.Segkk3325_pilon.47	Mcavernosa25974-RA
OG0012265	Acerv_evm.model.Segkk3325_pilon.46	Mcavernosa25982-RA
OG0012266	Acerv_evm.model.Segkk3325_pilon.27	Mcavernosa15176-RA
OG0012267	Acerv_evm.model.Segkk3325_pilon.25	Mcavernosa15173-RA
OG0012268	Acerv_evm.model.Segkk3325_pilon.18	Mcavernosa17357-RA
OG0012270	Acerv_evm.model.Segkk3325_pilon.10	Mcavernosa17354-RA
OG0012271	Acerv_evm.model.Segkk3325_pilon.31	Mcavernosa15180-RA
OG0012272	Acerv_evm.model.Segkk3325_pilon.33	Mcavernosa15186-RA
OG0012273	Acerv_evm.model.Segkk3325_pilon.38	Mcavernosa21553-RA
OG0012274	Acerv_evm.model.Segkk3326_pilon.7	Mcavernosa24053-RA, Mcavernosa34630-RA
OG0012275	Acerv_evm.model.Segkk3326_pilon.6	Mcavernosa24054-RA, Mcavernosa33414-RA
OG0012277	Acerv_evm.model.Segkk3326_pilon.17	Mcavernosa32298-RA
OG0012279	Acerv_evm.model.Segkk3326_pilon.13	Mcavernosa32303-RA
OG0012280	Acerv_evm.model.Segkk3327_pilon.8	Mcavernosa31839-RA
OG0012281	Acerv_evm.model.Segkk3327_pilon.5	Mcavernosa31831-RA
OG0012282	Acerv_evm.model.Segkk3327_pilon.13	Mcavernosa33024-RA
OG0012283	Acerv_evm.model.Segkk3327_pilon.16	Mcavernosa06878-RA
OG0012284	Acerv_evm.model.Segkk3329_pilon.3	Mcavernosa06170-RA
OG0012285	Acerv_evm.model.Segkk3329_pilon.4	Mcavernosa06172-RA
OG0012286	Acerv_evm.model.Segkk3330_pilon.21	Mcavernosa30980-RA
OG0012287	Acerv_evm.model.Segkk3330_pilon.22	Mcavernosa11251-RA
OG0012288	Acerv_evm.model.Segkk3330_pilon.3	Mcavernosa30956-RA
OG0012289	Acerv_evm.model.Segkk3330_pilon.1	Mcavernosa30961-RA
OG0012290	Acerv_evm.model.Segkk3330_pilon.18	Mcavernosa25954-RA
OG0012291	Acerv_evm.model.Segkk3330_pilon.13	Mcavernosa30947-RA
OG0012293	Acerv_evm.model.Segkk3331_pilon.9	Mcavernosa14621-RA
OG0012294	Acerv_evm.model.Segkk3331_pilon.13	Mcavernosa06067-RA
OG0012295	Acerv_evm.model.Segkk3331_pilon.26	Mcavernosa11775-RA
OG0012297	Acerv_evm.model.Segkk3343_pilon.16	Mcavernosa03363-RA
OG0012298	Acerv_evm.model.Segkk3343_pilon.30	Mcavernosa17341-RA, Mcavernosa03393-RA
OG0012299	Acerv_evm.model.Segkk3343_pilon.2	Mcavernosa03351-RA
OG0012300	Acerv_evm.model.Segkk3343_pilon.28	Mcavernosa03390-RA
OG0012301	Acerv_evm.model.Segkk3343_pilon.27	Mcavernosa03389-RA
OG0012302	Acerv_evm.model.Segkk3343_pilon.25	Mcavernosa03385-RA
OG0012303	Acerv_evm.model.Segkk3343_pilon.22	Mcavernosa03382-RA
OG0012304	Acerv_evm.model.Segkk3345_pilon.11	Mcavernosa11541-RA
OG0012305	Acerv_evm.model.Segkk3345_pilon.12	Mcavernosa11546-RA
OG0012307	Acerv_evm.model.Segkk3346_pilon.5	Mcavernosa15464-RA
OG0012308	Acerv_evm.model.Segkk3346_pilon.7	Mcavernosa05844-RA
OG0012309	Acerv_evm.model.Segkk3347_pilon.5	Mcavernosa31226-RA
OG0012310	Acerv_evm.model.Segkk3348_pilon.3	Mcavernosa08262-RA
OG0012311	Acerv_evm.model.Segkk3349_pilon.7	Mcavernosa24160-RA
OG0012312	Acerv_evm.model.Segkk3349_pilon.4	Mcavernosa24163-RA
OG0012313	Acerv_evm.model.Segkk3349_pilon.1	Mcavernosa21000-RA
OG0012314	Acerv_evm.model.Segkk3349_pilon.16	Mcavernosa24156-RA
OG0012315	Acerv_evm.model.Segkk3349_pilon.17	Mcavernosa24155-RA
OG0012316	Acerv_evm.model.Segkk3349_pilon.18	Mcavernosa24154-RA
OG0012317	Acerv_evm.model.Segkk3356_pilon.8	Mcavernosa32609-RA
OG0012318	Acerv_evm.model.Segkk3361_pilon.17	Mcavernosa01531-RA
OG0012319	Acerv_evm.model.Segkk3361_pilon.11	Mcavernosa01520-RA
OG0012320	Acerv_evm.model.Segkk3361_pilon.5	Mcavernosa17245-RA
OG0012322	Acerv_evm.model.Segkk3361_pilon.9	Mcavernosa01518-RA
OG0012323	Acerv_evm.model.Segkk3361_pilon.4	Mcavernosa17246-RA
OG0012324	Acerv_evm.model.Segkk3361_pilon.6	Mcavernosa17244-RA
OG0012325	Acerv_evm.model.Segkk3362_pilon.4	Mcavernosa18780-RA
OG0012326	Acerv_evm.model.Segkk3362_pilon.8	Mcavernosa19675-RA
OG0012327	Acerv_evm.model.Segkk3363_pilon.23	Mcavernosa12431-RA
OG0012328	Acerv_evm.model.Segkk3363_pilon.24	Mcavernosa12432-RA
OG0012329	Acerv_evm.model.Segkk3364_pilon.9, Acerv_evm.model.Segkk3364_pilon.14	Mcavernosa25835-RA
OG0012330	Acerv_evm.model.Segkk3364_pilon.15	Mcavernosa25837-RA
OG0012331	Acerv_evm.model.Segkk3364_pilon.16	Mcavernosa25839-RA
OG0012332	Acerv_evm.model.Segkk3364_pilon.24	Mcavernosa25585-RA
OG0012333	Acerv_evm.model.Segkk3364_pilon.25	Mcavernosa25584-RA
OG0012334	Acerv_evm.model.Segkk3365_pilon.12	Mcavernosa19689-RA
OG0012335	Acerv_evm.model.Segkk3365_pilon.14	Mcavernosa26071-RA
OG0012336	Acerv_evm.model.Segkk3365_pilon.10	Mcavernosa27010-RA
OG0012337	Acerv_evm.model.Segkk3365_pilon.8	Mcavernosa24625-RA
OG0012338	Acerv_evm.model.Segkk3365_pilon.9	Mcavernosa24624-RA
OG0012339	Acerv_evm.model.Segkk3365_pilon.7	Mcavernosa24626-RA
OG0012340	Acerv_evm.model.Segkk3369_pilon.4	Mcavernosa17923-RA
OG0012341	Acerv_evm.model.Segkk3375_pilon.1	Mcavernosa24557-RA
OG0012342	Acerv_evm.model.Segkk3376_pilon.4	Mcavernosa15263-RA
OG0012343	Acerv_evm.model.Segkk3376_pilon.1	Mcavernosa15258-RA
OG0012344	Acerv_evm.model.Segkk3377_pilon.4	Mcavernosa03562-RA
OG0012345	Acerv_evm.model.Segkk3377_pilon.6	Mcavernosa26223-RA
OG0012346	Acerv_evm.model.Segkk3379_pilon.6	Mcavernosa05073-RA
OG0012347	Acerv_evm.model.Segkk3379_pilon.4	Mcavernosa24069-RA
OG0012348	Acerv_evm.model.Segkk3379_pilon.3	Mcavernosa24070-RA
OG0012349	Acerv_evm.model.Segkk3381_pilon.2	Mcavernosa12785-RA
OG0012351	Acerv_evm.model.Segkk3385_pilon.5	Mcavernosa07591-RA
OG0012352	Acerv_evm.model.Segkk3387_pilon.13	Mcavernosa26874-RA
OG0012354	Acerv_evm.model.Segkk3388_pilon.32	Mcavernosa07364-RA
OG0012355	Acerv_evm.model.Segkk3388_pilon.34	Mcavernosa07361-RA
OG0012356	Acerv_evm.model.Segkk3394_pilon.1	Mcavernosa03159-RA
OG0012357	Acerv_evm.model.Segkk3394_pilon.3	Mcavernosa25941-RA
OG0012358	Acerv_evm.model.Segkk3394_pilon.7	Mcavernosa26316-RA
OG0012359	Acerv_evm.model.Segkk3395_pilon.7	Mcavernosa13490-RA
OG0012360	Acerv_evm.model.Segkk3395_pilon.6	Mcavernosa13489-RA
OG0012361	Acerv_evm.model.Segkk3397_pilon.15	Mcavernosa10118-RA
OG0012362	Acerv_evm.model.Segkk3397_pilon.6	Mcavernosa10102-RA
OG0012363	Acerv_evm.model.Segkk3398_pilon.4	Mcavernosa22104-RA
OG0012364	Acerv_evm.model.Segkk3400_pilon.6	Mcavernosa00265-RA
OG0012365	Acerv_evm.model.Segkk3402_pilon.2	Mcavernosa15289-RA
OG0012366	Acerv_evm.model.Segkk3402_pilon.3	Mcavernosa15290-RA
OG0012367	Acerv_evm.model.Segkk3403_pilon.3	Mcavernosa17312-RA
OG0012368	Acerv_evm.model.Segkk3403_pilon.8	Mcavernosa17308-RA
OG0012369	Acerv_evm.model.Segkk3408_pilon.2	Mcavernosa24851-RA
OG0012370	Acerv_evm.model.Segkk3408_pilon.20	Mcavernosa34911-RA, Mcavernosa08283-RA
OG0012371	Acerv_evm.model.Segkk3410_pilon.4	Mcavernosa11662-RA
OG0012372	Acerv_evm.model.Segkk3411_pilon.1	Mcavernosa21650-RA
OG0012374	Acerv_evm.model.Segkk3412_pilon.14	Mcavernosa29571-RA
OG0012375	Acerv_evm.model.Segkk3412_pilon.3	Mcavernosa27715-RA
OG0012376	Acerv_evm.model.Segkk3412_pilon.5	Mcavernosa22225-RA
OG0012377	Acerv_evm.model.Segkk3412_pilon.7	Mcavernosa16150-RA
OG0012378	Acerv_evm.model.Segkk3413_pilon.16	Mcavernosa23963-RA
OG0012379	Acerv_evm.model.Segkk3413_pilon.8	Mcavernosa06418-RA
OG0012380	Acerv_evm.model.Segkk3414_pilon.2	Mcavernosa04639-RA
OG0012381	Acerv_evm.model.Segkk3416_pilon.16	Mcavernosa32383-RA
OG0012382	Acerv_evm.model.Segkk3417_pilon.39	Mcavernosa32000-RA
OG0012383	Acerv_evm.model.Segkk3417_pilon.58	Mcavernosa31157-RA
OG0012384	Acerv_evm.model.Segkk3417_pilon.10	Mcavernosa28883-RA, Mcavernosa28941-RA, Mcavernosa26797-RA, Mcavernosa03398-RA
OG0012385	Acerv_evm.model.Segkk3418_pilon.7	Mcavernosa04172-RA
OG0012386	Acerv_evm.model.Segkk3420_pilon.4	Mcavernosa18743-RA
OG0012387	Acerv_evm.model.Segkk3420_pilon.5	Mcavernosa18744-RA
OG0012388	Acerv_evm.model.Segkk3420_pilon.1	Mcavernosa05382-RA
OG0012389	Acerv_evm.model.Segkk3422_pilon.20	Mcavernosa31156-RA
OG0012391	Acerv_evm.model.Segkk3422_pilon.17	Mcavernosa31149-RA
OG0012392	Acerv_evm.model.Segkk3422_pilon.18	Mcavernosa31150-RA
OG0012393	Acerv_evm.model.Segkk3422_pilon.19	Mcavernosa31151-RA
OG0012394	Acerv_evm.model.Segkk3422_pilon.6	Mcavernosa02173-RA
OG0012395	Acerv_evm.model.Segkk3422_pilon.7	Mcavernosa02177-RA
OG0012396	Acerv_evm.model.Segkk3423_pilon.28	Mcavernosa28811-RA
OG0012397	Acerv_evm.model.Segkk3423_pilon.8	Mcavernosa32499-RA
OG0012398	Acerv_evm.model.Segkk3442_pilon.2	Mcavernosa18909-RA
OG0012399	Acerv_evm.model.Segkk3444_pilon.2	Mcavernosa23009-RA
OG0012401	Acerv_evm.model.Segkk3445_pilon.12	Mcavernosa06123-RA
OG0012402	Acerv_evm.model.Segkk3446_pilon.18	Mcavernosa06932-RA
OG0012403	Acerv_evm.model.Segkk3446_pilon.19	Mcavernosa06933-RA
OG0012404	Acerv_evm.model.Segkk3446_pilon.14	Mcavernosa06929-RA
OG0012405	Acerv_evm.model.Segkk3446_pilon.16	Mcavernosa06930-RA
OG0012406	Acerv_evm.model.Segkk3446_pilon.17	Mcavernosa06931-RA
OG0012407	Acerv_evm.model.Segkk3446_pilon.12	Mcavernosa06927-RA
OG0012408	Acerv_evm.model.Segkk3449_pilon.7	Mcavernosa14375-RA
OG0012409	Acerv_evm.model.Segkk3450_pilon.9	Mcavernosa05638-RA
OG0012410	Acerv_evm.model.Segkk3450_pilon.3	Mcavernosa07502-RA
OG0012411	Acerv_evm.model.Segkk3450_pilon.2	Mcavernosa07501-RA
OG0012412	Acerv_evm.model.Segkk3450_pilon.5	Mcavernosa05633-RA
OG0012413	Acerv_evm.model.Segkk3450_pilon.4	Mcavernosa05634-RA
OG0012415	Acerv_evm.model.Segkk3451_pilon.3	Mcavernosa10822-RA
OG0012416	Acerv_evm.model.Segkk3451_pilon.5	Mcavernosa10826-RA
OG0012417	Acerv_evm.model.Segkk3453_pilon.6	Mcavernosa20688-RA
OG0012418	Acerv_evm.model.Segkk3453_pilon.2	Mcavernosa20690-RA
OG0012420	Acerv_evm.model.Segkk3453_pilon.12	Mcavernosa20682-RA
OG0012421	Acerv_evm.model.Segkk3456_pilon.12	Mcavernosa18293-RA
OG0012422	Acerv_evm.model.Segkk3456_pilon.5	Mcavernosa28426-RA
OG0012424	Acerv_evm.model.Segkk3461_pilon.7	Mcavernosa15888-RA
OG0012425	Acerv_evm.model.Segkk3465_pilon.10	Mcavernosa08746-RA
OG0012426	Acerv_evm.model.Segkk3465_pilon.2	Mcavernosa08763-RA
OG0012427	Acerv_evm.model.Segkk3465_pilon.4	Mcavernosa08760-RA
OG0012428	Acerv_evm.model.Segkk3465_pilon.3	Mcavernosa08762-RA
OG0012429	Acerv_evm.model.Segkk3466_pilon.4	Mcavernosa02359-RA
OG0012430	Acerv_evm.model.Segkk3466_pilon.5	Mcavernosa02360-RA
OG0012431	Acerv_evm.model.Segkk3466_pilon.2	Mcavernosa08260-RA
OG0012432	Acerv_evm.model.Segkk3467_pilon.3	Mcavernosa26482-RA
OG0012433	Acerv_evm.model.Segkk3467_pilon.5	Mcavernosa26480-RA
OG0012434	Acerv_evm.model.Segkk3467_pilon.4	Mcavernosa26481-RA
OG0012435	Acerv_evm.model.Segkk3471_pilon.2	Mcavernosa07505-RA
OG0012436	Acerv_evm.model.Segkk3471_pilon.4	Mcavernosa07508-RA
OG0012438	Acerv_evm.model.Segkk3481_pilon.20	Mcavernosa21709-RA
OG0012439	Acerv_evm.model.Segkk3481_pilon.21	Mcavernosa21710-RA
OG0012440	Acerv_evm.model.Segkk3481_pilon.11	Mcavernosa26595-RA
OG0012441	Acerv_evm.model.Segkk3481_pilon.15	Mcavernosa21703-RA
OG0012442	Acerv_evm.model.Segkk3481_pilon.16	Mcavernosa21704-RA
OG0012443	Acerv_evm.model.Segkk3481_pilon.18	Mcavernosa21707-RA
OG0012444	Acerv_evm.model.Segkk3481_pilon.3	Mcavernosa07849-RA
OG0012447	Acerv_evm.model.Segkk3482_pilon.15	Mcavernosa05105-RA
OG0012448	Acerv_evm.model.Segkk3482_pilon.4	Mcavernosa10035-RA
OG0012449	Acerv_evm.model.Segkk3483_pilon.1	Mcavernosa30322-RA
OG0012450	Acerv_evm.model.Segkk3484_pilon.4	Mcavernosa08050-RA
OG0012451	Acerv_evm.model.Segkk3486_pilon.4	Mcavernosa24457-RA
OG0012453	Acerv_evm.model.Segkk3488_pilon.3	Mcavernosa14331-RA
OG0012454	Acerv_evm.model.Segkk3497_pilon.5	Mcavernosa22308-RA
OG0012455	Acerv_evm.model.Segkk3497_pilon.2	Mcavernosa29948-RA
OG0012456	Acerv_evm.model.Segkk3497_pilon.11	Mcavernosa06838-RA
OG0012457	Acerv_evm.model.Segkk3501_pilon.8	Mcavernosa10263-RA
OG0012458	Acerv_evm.model.Segkk3507_pilon.5	Mcavernosa26219-RA
OG0012459	Acerv_evm.model.Segkk3508_pilon.6	Mcavernosa26867-RA
OG0012460	Acerv_evm.model.Segkk3511_pilon.3	Mcavernosa10922-RA
OG0012462	Acerv_evm.model.Segkk3511_pilon.5	Mcavernosa10917-RA
OG0012463	Acerv_evm.model.Segkk3511_pilon.4	Mcavernosa10920-RA
OG0012464	Acerv_evm.model.Segkk3512_pilon.2	Mcavernosa29620-RA
OG0012465	Acerv_evm.model.Segkk3515_pilon.8	Mcavernosa13051-RA
OG0012466	Acerv_evm.model.Segkk3515_pilon.3	Mcavernosa13044-RA
OG0012467	Acerv_evm.model.Segkk3517_pilon.2	Mcavernosa12574-RA
OG0012469	Acerv_evm.model.Segkk3517_pilon.9	Mcavernosa15414-RA
OG0012471	Acerv_evm.model.Segkk3517_pilon.11	Mcavernosa15418-RA
OG0012472	Acerv_evm.model.Segkk3520_pilon.3	Mcavernosa13671-RA
OG0012473	Acerv_evm.model.Segkk3520_pilon.7	Mcavernosa13664-RA
OG0012474	Acerv_evm.model.Segkk3520_pilon.6	Mcavernosa13665-RA
OG0012476	Acerv_evm.model.Segkk3520_pilon.4	Mcavernosa13670-RA
