"","prot","Predict","GO_term"
"43392","Mcavernosa16659-RA","ProSiteProfiles","GO:0005515"
"43393","Mcavernosa16659-RA","ProSiteProfiles","GO:0005515"
"43394","Mcavernosa16659-RA","ProSiteProfiles","GO:0005515"
"43395","Mcavernosa16659-RA","ProSiteProfiles","GO:0005515"
"43396","Mcavernosa16659-RA","ProSiteProfiles","GO:0005515"
"43397","Mcavernosa16659-RA","ProSiteProfiles","GO:0005515"
"43398","Mcavernosa16659-RA","ProSiteProfiles","GO:0005515"
"43399","Mcavernosa16659-RA","ProSiteProfiles","GO:0005515"
"43400","Mcavernosa12256-RA","SUPERFAMILY","GO:0004842"
"43401","Mcavernosa12256-RA","Pfam","GO:0004842"
"43402","Mcavernosa12256-RA","ProSiteProfiles","GO:0004842"
"43403","Mcavernosa17352-RA","TIGRFAM","GO:0005525"
"43404","Mcavernosa17352-RA","Pfam","GO:0003924,GO:0005525"
"43405","Mcavernosa05827-RA","SMART","GO:0016020"
"43406","Mcavernosa05827-RA","SMART","GO:0016020"
"43407","Mcavernosa05827-RA","SMART","GO:0016020"
"43408","Mcavernosa05827-RA","SMART","GO:0016020"
"43409","Mcavernosa05827-RA","CDD","GO:0016020"
"43410","Mcavernosa05827-RA","Pfam","GO:0016020"
"43411","Mcavernosa05827-RA","Pfam","GO:0016020"
"43412","Mcavernosa05827-RA","Pfam","GO:0016020"
"43413","Mcavernosa05827-RA","Pfam","GO:0016020"
"43414","Mcavernosa05827-RA","Pfam","GO:0016020"
"43415","Mcavernosa05827-RA","ProSiteProfiles","GO:0016020"
"43416","Mcavernosa05827-RA","ProSiteProfiles","GO:0016020"
"43417","Mcavernosa05827-RA","ProSiteProfiles","GO:0016020"
"43418","Mcavernosa05827-RA","ProSiteProfiles","GO:0016020"
"43419","Mcavernosa05827-RA","CDD","GO:0016020"
"43420","Mcavernosa05827-RA","CDD","GO:0016020"
"43421","Mcavernosa05827-RA","CDD","GO:0016020"
"43422","Mcavernosa19518-RA","SUPERFAMILY","GO:0003950,GO:0006471"
"43423","Mcavernosa19518-RA","Gene3D","GO:0003950,GO:0006471"
"43424","Mcavernosa19518-RA","ProSiteProfiles","GO:0003950"
"43425","Mcavernosa19518-RA","Pfam","GO:0003950"
"43426","Mcavernosa19518-RA","Pfam","GO:0003950,GO:0006471"
"43427","Mcavernosa19518-RA","ProSiteProfiles","GO:0003950,GO:0006471"
"43428","Mcavernosa30730-RA","Pfam","GO:0016020"
"43429","Mcavernosa13648-RA","SMART","GO:0004371,GO:0006071"
"43430","Mcavernosa13648-RA","ProSiteProfiles","GO:0004371,GO:0006071"
"43431","Mcavernosa13648-RA","SUPERFAMILY","GO:0004371,GO:0006071"
"43432","Mcavernosa13648-RA","Pfam","GO:0004371,GO:0006071"
"43433","Mcavernosa13648-RA","ProSiteProfiles","GO:0004371,GO:0006071"
"43434","Mcavernosa13648-RA","Gene3D","GO:0004371,GO:0006071"
"43435","Mcavernosa13648-RA","ProSiteProfiles","GO:0004371,GO:0006071"
"43436","Mcavernosa13648-RA","TIGRFAM","GO:0004371,GO:0005524,GO:0006071"
"43437","Mcavernosa13648-RA","Pfam","GO:0004371,GO:0006071"
"43438","Mcavernosa13648-RA","Pfam","GO:0004371,GO:0006071"
"43439","Mcavernosa34870-RA","Pfam","GO:0016021"
"43440","Mcavernosa14765-RA","PRINTS","GO:0055114"
"43441","Mcavernosa14765-RA","PRINTS","GO:0055114"
"43442","Mcavernosa14765-RA","ProSitePatterns","GO:0016491"
"43443","Mcavernosa14765-RA","ProSitePatterns","GO:0016491"
"43444","Mcavernosa14765-RA","Pfam","GO:0055114"
"43445","Mcavernosa14765-RA","Pfam","GO:0055114"
"43446","Mcavernosa14765-RA","Pfam","GO:0055114"
"43447","Mcavernosa14765-RA","PRINTS","GO:0055114"
"43448","Mcavernosa14765-RA","PRINTS","GO:0055114"
"43449","Mcavernosa14765-RA","PRINTS","GO:0055114"
"43450","Mcavernosa14765-RA","PRINTS","GO:0055114"
"43451","Mcavernosa20579-RA","Pfam","GO:0006486,GO:0016020"
"43452","Mcavernosa08209-RA","CDD","GO:0004222,GO:0006508"
"43453","Mcavernosa12516-RA","PIRSF","GO:0050660,GO:0055114"
"43454","Mcavernosa12516-RA","Pfam","GO:0016614,GO:0050660,GO:0055114"
"43455","Mcavernosa12516-RA","Pfam","GO:0016614,GO:0055114"
"43456","Mcavernosa05168-RA","Pfam","GO:0005515"
"43457","Mcavernosa05168-RA","Pfam","GO:0005515"
"43458","Mcavernosa05168-RA","Pfam","GO:0005515"
"43459","Mcavernosa05563-RA","ProSiteProfiles","GO:0005515"
"43460","Mcavernosa21273-RA","SUPERFAMILY","GO:0005515"
"43461","Mcavernosa26227-RA","ProSiteProfiles","GO:0046872"
"43462","Mcavernosa26227-RA","SMART","GO:0003676"
"43463","Mcavernosa26227-RA","PRINTS","GO:0000398,GO:0003723,GO:0089701"
"43464","Mcavernosa26227-RA","PRINTS","GO:0000398,GO:0003723,GO:0089701"
"43465","Mcavernosa26227-RA","PRINTS","GO:0000398,GO:0003723,GO:0089701"
"43466","Mcavernosa26227-RA","ProSiteProfiles","GO:0003676"
"43467","Mcavernosa26227-RA","SUPERFAMILY","GO:0003676"
"43468","Mcavernosa26227-RA","Pfam","GO:0003676"
"43469","Mcavernosa26227-RA","Pfam","GO:0046872"
"43470","Mcavernosa01390-RA","Pfam","GO:0005515"
"43471","Mcavernosa01390-RA","ProSiteProfiles","GO:0005515"
"43472","Mcavernosa29983-RA","ProSiteProfiles","GO:0005044,GO:0016020"
"43473","Mcavernosa29983-RA","Gene3D","GO:0016020"
"43474","Mcavernosa29983-RA","SMART","GO:0016020"
"43475","Mcavernosa29983-RA","SUPERFAMILY","GO:0016020"
"43476","Mcavernosa29983-RA","Pfam","GO:0005044,GO:0016020"
"43477","Mcavernosa26926-RA","CDD","GO:0004844,GO:0006281,GO:0006284"
"43478","Mcavernosa25233-RA","PRINTS","GO:0004799,GO:0006231"
"43479","Mcavernosa25233-RA","PRINTS","GO:0004799,GO:0006231"
"43480","Mcavernosa25233-RA","PRINTS","GO:0004799,GO:0006231"
"43481","Mcavernosa11118-RA","SMART","GO:0004252,GO:0006508"
"43482","Mcavernosa11118-RA","ProSitePatterns","GO:0004252,GO:0006508"
"43483","Mcavernosa11118-RA","ProSiteProfiles","GO:0004252,GO:0006508"
"43484","Mcavernosa11118-RA","PRINTS","GO:0004252,GO:0006508"
"43485","Mcavernosa11118-RA","PRINTS","GO:0004252,GO:0006508"
"43486","Mcavernosa11118-RA","PRINTS","GO:0004252,GO:0006508"
"43487","Mcavernosa11118-RA","CDD","GO:0004252,GO:0006508"
"43488","Mcavernosa11118-RA","Pfam","GO:0004252,GO:0006508"
"43489","Mcavernosa25165-RA","Pfam","GO:0005634"
"43490","Mcavernosa25165-RA","Pfam","GO:0005634"
"43491","Mcavernosa01694-RA","Pfam","GO:0005515"
"43492","Mcavernosa01694-RA","SUPERFAMILY","GO:0005515"
"43493","Mcavernosa01694-RA","ProSiteProfiles","GO:0005515"
"43494","Mcavernosa01694-RA","Gene3D","GO:0005515"
"43495","Mcavernosa01694-RA","SMART","GO:0005515"
"43496","Mcavernosa20087-RA","Gene3D","GO:0005515"
"43497","Mcavernosa20087-RA","CDD","GO:0005524,GO:0006139,GO:0019205"
"43498","Mcavernosa20087-RA","ProSiteProfiles","GO:0005515"
"43499","Mcavernosa20087-RA","Gene3D","GO:0005515"
"43500","Mcavernosa20087-RA","SMART","GO:0005515"
"43501","Mcavernosa20087-RA","SMART","GO:0005515"
"43502","Mcavernosa20087-RA","SMART","GO:0005515"
"43503","Mcavernosa20087-RA","ProSiteProfiles","GO:0005515"
"43504","Mcavernosa32117-RA","ProSiteProfiles","GO:0016874"
"43505","Mcavernosa13683-RA","Pfam","GO:0003924,GO:0005525"
"43506","Mcavernosa13683-RA","TIGRFAM","GO:0005525"
"43507","Mcavernosa18534-RA","Pfam","GO:0004800,GO:0055114"
"43508","Mcavernosa01554-RA","Pfam","GO:0005201"
"43509","Mcavernosa00581-RA","SMART","GO:0003676,GO:0008270"
"43510","Mcavernosa00581-RA","SMART","GO:0003676,GO:0008270"
"43511","Mcavernosa07754-RA","ProSitePatterns","GO:0005576"
"43512","Mcavernosa17508-RA","PRINTS","GO:0005515,GO:0005543"
"43513","Mcavernosa17508-RA","PRINTS","GO:0005515,GO:0005543"
"43514","Mcavernosa17508-RA","PRINTS","GO:0005515,GO:0005543"
"43515","Mcavernosa17508-RA","PRINTS","GO:0005515,GO:0005543"
"43516","Mcavernosa17508-RA","Pfam","GO:0005515"
"43517","Mcavernosa17508-RA","Pfam","GO:0005515"
"43518","Mcavernosa17508-RA","Pfam","GO:0005515"
"43519","Mcavernosa17508-RA","Pfam","GO:0005515"
"43520","Mcavernosa17508-RA","Pfam","GO:0005515"
"43521","Mcavernosa17508-RA","Pfam","GO:0005515"
"43522","Mcavernosa17508-RA","Pfam","GO:0005515"
"43523","Mcavernosa17508-RA","Pfam","GO:0005515"
"43524","Mcavernosa17508-RA","Pfam","GO:0005515"
"43525","Mcavernosa17508-RA","Pfam","GO:0005515"
"43526","Mcavernosa17508-RA","Pfam","GO:0005515"
"43527","Mcavernosa17508-RA","Pfam","GO:0005515"
"43528","Mcavernosa17508-RA","Pfam","GO:0005515"
"43529","Mcavernosa17508-RA","Pfam","GO:0005515"
"43530","Mcavernosa17508-RA","Pfam","GO:0005515"
"43531","Mcavernosa04084-RA","SMART","GO:0004869"
"43532","Mcavernosa04084-RA","CDD","GO:0004869"
"43533","Mcavernosa04084-RA","Pfam","GO:0004869"
"43534","Mcavernosa00090-RA","Gene3D","GO:0003824"
"43535","Mcavernosa00090-RA","SUPERFAMILY","GO:0003824"
"43536","Mcavernosa00090-RA","Pfam","GO:0008484"
"43537","Mcavernosa14654-RA","Pfam","GO:0016787"
"43538","Mcavernosa14654-RA","CDD","GO:0004067"
"43539","Mcavernosa00348-RA","ProSiteProfiles","GO:0005525,GO:0007165,GO:0016020"
"43540","Mcavernosa00348-RA","TIGRFAM","GO:0005525"
"43541","Mcavernosa00348-RA","Pfam","GO:0003924,GO:0005525"
"43542","Mcavernosa20356-RA","SMART","GO:0016791"
"43543","Mcavernosa20356-RA","ProSiteProfiles","GO:0016791"
"43544","Mcavernosa13566-RA","SUPERFAMILY","GO:0005515"
"43545","Mcavernosa13566-RA","Gene3D","GO:0005515"
"43546","Mcavernosa17459-RA","PRINTS","GO:0003723,GO:0005730"
"43547","Mcavernosa17459-RA","PRINTS","GO:0003723,GO:0005730"
"43548","Mcavernosa17459-RA","PRINTS","GO:0003723,GO:0005730"
"43549","Mcavernosa17459-RA","PRINTS","GO:0003723,GO:0005730"
"43550","Mcavernosa17459-RA","ProSitePatterns","GO:0042254,GO:1990904"
"43551","Mcavernosa23284-RA","ProSiteProfiles","GO:0016311,GO:0016791"
"43552","Mcavernosa23284-RA","ProSitePatterns","GO:0004725,GO:0016311"
"43553","Mcavernosa23284-RA","Pfam","GO:0008138,GO:0016311"
"43554","Mcavernosa21465-RA","SUPERFAMILY","GO:0003824"
"43555","Mcavernosa03189-RA","SMART","GO:0005515"
"43556","Mcavernosa03189-RA","ProSitePatterns","GO:0005515"
"43557","Mcavernosa03189-RA","ProSiteProfiles","GO:0005515"
"43558","Mcavernosa03329-RA","PIRSF","GO:0004222,GO:0006508,GO:0008270"
"43559","Mcavernosa03329-RA","Gene3D","GO:0008237"
"43560","Mcavernosa03329-RA","PRINTS","GO:0004222,GO:0006508,GO:0008270"
"43561","Mcavernosa03329-RA","PRINTS","GO:0004222,GO:0006508,GO:0008270"
"43562","Mcavernosa03329-RA","PRINTS","GO:0004222,GO:0006508,GO:0008270"
"43563","Mcavernosa03329-RA","PRINTS","GO:0004222,GO:0006508,GO:0008270"
"43564","Mcavernosa03329-RA","PRINTS","GO:0004222,GO:0006508,GO:0008270"
"43565","Mcavernosa03329-RA","CDD","GO:0008237,GO:0008270"
"43566","Mcavernosa03329-RA","Pfam","GO:0004222,GO:0006508,GO:0008270,GO:0031012"
"43567","Mcavernosa03329-RA","SMART","GO:0006508,GO:0008237,GO:0008270"
"43568","Mcavernosa05237-RA","ProSiteProfiles","GO:0005509"
"43569","Mcavernosa05237-RA","ProSiteProfiles","GO:0005515"
"43570","Mcavernosa05237-RA","SMART","GO:0005515"
"43571","Mcavernosa05237-RA","SUPERFAMILY","GO:0005515"
"43572","Mcavernosa05237-RA","Pfam","GO:0005515"
"43573","Mcavernosa05237-RA","ProSiteProfiles","GO:0005509"
"43574","Mcavernosa05237-RA","Gene3D","GO:0005515"
"43575","Mcavernosa05237-RA","ProSiteProfiles","GO:0005509"
"43576","Mcavernosa15590-RA","Pfam","GO:0070072"
"43577","Mcavernosa17504-RA","PRINTS","GO:0005242,GO:0006813,GO:0016021"
"43578","Mcavernosa17504-RA","PRINTS","GO:0005242,GO:0006813,GO:0016021"
"43579","Mcavernosa17504-RA","PRINTS","GO:0005242,GO:0006813,GO:0016021"
"43580","Mcavernosa24529-RA","SUPERFAMILY","GO:0004842"
"43581","Mcavernosa33652-RA","ProSiteProfiles","GO:0016021"
"43582","Mcavernosa33652-RA","PRINTS","GO:0016021"
"43583","Mcavernosa33652-RA","PRINTS","GO:0016021"
"43584","Mcavernosa33652-RA","Pfam","GO:0016021"
"43585","Mcavernosa19852-RA","Pfam","GO:0007094"
"43586","Mcavernosa15523-RA","Gene3D","GO:0005515"
"43587","Mcavernosa15523-RA","Gene3D","GO:0005515"
"43588","Mcavernosa10948-RA","SUPERFAMILY","GO:0003676"
"43589","Mcavernosa23657-RA","SUPERFAMILY","GO:0003824"
"43590","Mcavernosa23657-RA","ProSitePatterns","GO:0008270,GO:0016787"
"43591","Mcavernosa23659-RA","SUPERFAMILY","GO:0003824"
"43592","Mcavernosa23659-RA","ProSitePatterns","GO:0008270,GO:0016787"
"43593","Mcavernosa23898-RA","TIGRFAM","GO:0016787"
"43594","Mcavernosa08073-RA","Gene3D","GO:0015293,GO:0016021"
"43595","Mcavernosa08073-RA","SUPERFAMILY","GO:0015293,GO:0016021"
"43596","Mcavernosa08073-RA","Pfam","GO:0015293,GO:0016021"
"43597","Mcavernosa08073-RA","Pfam","GO:0015293,GO:0016021"
"43598","Mcavernosa08073-RA","Gene3D","GO:0015293,GO:0016021"
"43599","Mcavernosa18608-RA","SUPERFAMILY","GO:0005515"
"43600","Mcavernosa02690-RA","Pfam","GO:0004672,GO:0006468"
"43601","Mcavernosa02690-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"43602","Mcavernosa16061-RA","ProSiteProfiles","GO:0009190,GO:0035556"
"43603","Mcavernosa16061-RA","Pfam","GO:0009190,GO:0035556"
"43604","Mcavernosa16061-RA","Pfam","GO:0004383,GO:0006182"
"43605","Mcavernosa16061-RA","SMART","GO:0009190,GO:0035556"
"43606","Mcavernosa31161-RA","CDD","GO:0005515"
"43607","Mcavernosa31161-RA","ProSiteProfiles","GO:0005515"
"43608","Mcavernosa31161-RA","SMART","GO:0005515"
"43609","Mcavernosa31161-RA","Pfam","GO:0005515"
"43610","Mcavernosa31161-RA","Pfam","GO:0005515"
"43611","Mcavernosa31161-RA","Pfam","GO:0005515"
"43612","Mcavernosa31161-RA","ProSiteProfiles","GO:0005515"
"43613","Mcavernosa25352-RA","Pfam","GO:0017121,GO:0017128"
"43614","Mcavernosa21555-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"43615","Mcavernosa21555-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"43616","Mcavernosa21555-RA","PRINTS","GO:0004930,GO:0007186,GO:0016021"
"43617","Mcavernosa21555-RA","ProSiteProfiles","GO:0004888,GO:0007166,GO:0016021"
"43618","Mcavernosa21555-RA","Pfam","GO:0004930,GO:0007186,GO:0016021"
"43619","Mcavernosa11008-RA","PRINTS","GO:0004252,GO:0006508"
"43620","Mcavernosa11008-RA","PRINTS","GO:0004252,GO:0006508"
"43621","Mcavernosa11008-RA","PRINTS","GO:0004252,GO:0006508"
"43622","Mcavernosa11008-RA","ProSitePatterns","GO:0004252,GO:0006508"
"43623","Mcavernosa11008-RA","ProSiteProfiles","GO:0004252,GO:0006508"
"43624","Mcavernosa11008-RA","Pfam","GO:0004252,GO:0006508"
"43625","Mcavernosa11008-RA","Pfam","GO:0004252,GO:0006508"
"43626","Mcavernosa11008-RA","ProSitePatterns","GO:0004252,GO:0006508"
"43627","Mcavernosa11008-RA","SMART","GO:0004252,GO:0006508"
"43628","Mcavernosa11008-RA","SMART","GO:0004252,GO:0006508"
"43629","Mcavernosa11008-RA","CDD","GO:0004252,GO:0006508"
"43630","Mcavernosa11008-RA","ProSiteProfiles","GO:0004252,GO:0006508"
"43631","Mcavernosa11008-RA","CDD","GO:0004252,GO:0006508"
"43632","Mcavernosa11008-RA","Pfam","GO:0016020"
"43633","Mcavernosa04456-RA","ProSiteProfiles","GO:0003755"
"43634","Mcavernosa04456-RA","Pfam","GO:0003755"
"43635","Mcavernosa27345-RA","Pfam","GO:0003676"
"43636","Mcavernosa27345-RA","SUPERFAMILY","GO:0003676"
"43637","Mcavernosa19394-RA","PRINTS","GO:0004806,GO:0006629"
"43638","Mcavernosa19394-RA","PRINTS","GO:0004806,GO:0006629"
"43639","Mcavernosa19394-RA","CDD","GO:0006629"
"43640","Mcavernosa19394-RA","PRINTS","GO:0004806"
"43641","Mcavernosa19394-RA","PRINTS","GO:0004806"
"43642","Mcavernosa19394-RA","PRINTS","GO:0004806"
"43643","Mcavernosa19394-RA","PRINTS","GO:0004806"
"43644","Mcavernosa19394-RA","Pfam","GO:0004806"
"43645","Mcavernosa19394-RA","Pfam","GO:0004806"
"43646","Mcavernosa10593-RA","PRINTS","GO:0004725,GO:0006470"
"43647","Mcavernosa10593-RA","PRINTS","GO:0004725,GO:0006470"
"43648","Mcavernosa10593-RA","PRINTS","GO:0004725,GO:0006470"
"43649","Mcavernosa10593-RA","PRINTS","GO:0004725,GO:0006470"
"43650","Mcavernosa10593-RA","PRINTS","GO:0003993,GO:0004726,GO:0005737,GO:0006470"
"43651","Mcavernosa10593-RA","PRINTS","GO:0003993,GO:0004726,GO:0005737,GO:0006470"
"43652","Mcavernosa10593-RA","PRINTS","GO:0003993,GO:0004726,GO:0005737,GO:0006470"
"43653","Mcavernosa10593-RA","PRINTS","GO:0003993,GO:0004726,GO:0005737,GO:0006470"
"43654","Mcavernosa28005-RA","Pfam","GO:0005216,GO:0006811,GO:0016020,GO:0055085"
"43655","Mcavernosa04955-RA","Pfam","GO:0005515"
"43656","Mcavernosa04955-RA","ProSiteProfiles","GO:0005515"
"43657","Mcavernosa04955-RA","SMART","GO:0003676"
"43658","Mcavernosa04955-RA","Pfam","GO:0003676"
"43659","Mcavernosa04955-RA","SMART","GO:0005515"
"43660","Mcavernosa04955-RA","ProSiteProfiles","GO:0003676"
"43661","Mcavernosa04955-RA","SUPERFAMILY","GO:0003676"
"43662","Mcavernosa02915-RA","ProSitePatterns","GO:0005524"
"43663","Mcavernosa02915-RA","SMART","GO:0004672,GO:0005524,GO:0006468"
"43664","Mcavernosa02915-RA","ProSitePatterns","GO:0004672,GO:0006468"
"43665","Mcavernosa02915-RA","Pfam","GO:0005515,GO:0042981"
"43666","Mcavernosa02915-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"43667","Mcavernosa02915-RA","Pfam","GO:0005515,GO:0007165"
"43668","Mcavernosa02915-RA","ProSiteProfiles","GO:0005515,GO:0007165"
"43669","Mcavernosa02915-RA","SMART","GO:0005515,GO:0007165"
"43670","Mcavernosa02915-RA","ProSiteProfiles","GO:0005515,GO:0042981"
"43671","Mcavernosa02915-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"43672","Mcavernosa02915-RA","SMART","GO:0005515,GO:0042981"
"43673","Mcavernosa12550-RA","Hamap","GO:0009159,GO:0070694"
"43674","Mcavernosa05080-RA","SUPERFAMILY","GO:0005515"
"43675","Mcavernosa05080-RA","Pfam","GO:0005515"
"43676","Mcavernosa05080-RA","ProSiteProfiles","GO:0005515"
"43677","Mcavernosa05080-RA","Gene3D","GO:0005515"
"43678","Mcavernosa05080-RA","Gene3D","GO:0005515"
"43679","Mcavernosa05080-RA","SMART","GO:0005515"
"43680","Mcavernosa05080-RA","SMART","GO:0005515"
"43681","Mcavernosa05080-RA","SMART","GO:0005515"
"43682","Mcavernosa05080-RA","SMART","GO:0005515"
"43683","Mcavernosa05080-RA","SMART","GO:0005515"
"43684","Mcavernosa05080-RA","SMART","GO:0005515"
"43685","Mcavernosa05080-RA","SUPERFAMILY","GO:0005515"
"43686","Mcavernosa05080-RA","SMART","GO:0005515"
"43687","Mcavernosa05080-RA","Pfam","GO:0005515"
"43688","Mcavernosa05080-RA","Pfam","GO:0005515"
"43689","Mcavernosa05080-RA","Pfam","GO:0005515"
"43690","Mcavernosa05080-RA","Pfam","GO:0005515"
"43691","Mcavernosa19388-RA","CDD","GO:0005525"
"43692","Mcavernosa19388-RA","Pfam","GO:0005525"
"43693","Mcavernosa19388-RA","Pfam","GO:0005525"
"43694","Mcavernosa19388-RA","Pfam","GO:0005525"
"43695","Mcavernosa19388-RA","ProSiteProfiles","GO:0005525"
"43696","Mcavernosa01154-RA","ProSiteProfiles","GO:0005515"
"43697","Mcavernosa01154-RA","SUPERFAMILY","GO:0005515"
"43698","Mcavernosa01154-RA","Gene3D","GO:0005515"
"43699","Mcavernosa08100-RA","Pfam","GO:0005524"
"43700","Mcavernosa08100-RA","Pfam","GO:0005524,GO:0016887"
"43701","Mcavernosa08100-RA","Pfam","GO:0007018,GO:0008569,GO:0030286"
"43702","Mcavernosa07633-RA","Pfam","GO:0003779,GO:0007010"
"43703","Mcavernosa07633-RA","Gene3D","GO:0000902"
"43704","Mcavernosa16315-RA","SMART","GO:0005509"
"43705","Mcavernosa16315-RA","SMART","GO:0005509"
"43706","Mcavernosa16315-RA","SMART","GO:0005509"
"43707","Mcavernosa16315-RA","SMART","GO:0005509"
"43708","Mcavernosa16315-RA","SMART","GO:0005509"
"43709","Mcavernosa16315-RA","SMART","GO:0005509"
"43710","Mcavernosa16315-RA","SMART","GO:0005509"
"43711","Mcavernosa16315-RA","SMART","GO:0005509"
"43712","Mcavernosa16315-RA","ProSitePatterns","GO:0005509"
"43713","Mcavernosa16315-RA","ProSitePatterns","GO:0005509"
"43714","Mcavernosa16315-RA","ProSitePatterns","GO:0005509"
"43715","Mcavernosa08762-RA","Pfam","GO:0006368,GO:0016570,GO:0016593"
"43716","Mcavernosa01052-RA","Pfam","GO:0016020"
"43717","Mcavernosa01052-RA","ProSitePatterns","GO:0005484,GO:0006886,GO:0016020"
"43718","Mcavernosa01052-RA","SMART","GO:0016020"
"43719","Mcavernosa01052-RA","SUPERFAMILY","GO:0016020,GO:0016192"
"43720","Mcavernosa22663-RA","Pfam","GO:0003677"
"43721","Mcavernosa31455-RA","SMART","GO:0005509"
"43722","Mcavernosa31455-RA","SMART","GO:0005509"
"43723","Mcavernosa31455-RA","ProSiteProfiles","GO:0005509"
"43724","Mcavernosa31455-RA","Pfam","GO:0005509"
"43725","Mcavernosa31455-RA","CDD","GO:0005509"
"43726","Mcavernosa31455-RA","ProSiteProfiles","GO:0005509"
"43727","Mcavernosa11553-RA","ProSiteProfiles","GO:0005515"
"43728","Mcavernosa11553-RA","SUPERFAMILY","GO:0005515"
"43729","Mcavernosa11553-RA","ProSiteProfiles","GO:0005515"
"43730","Mcavernosa11553-RA","CDD","GO:0005515"
"43731","Mcavernosa19835-RA","PRINTS","GO:0003824,GO:0006518,GO:0016020"
"43732","Mcavernosa19835-RA","PRINTS","GO:0003824,GO:0006518,GO:0016020"
"43733","Mcavernosa19835-RA","Pfam","GO:0005515"
"43734","Mcavernosa19835-RA","Pfam","GO:0005515"
"43735","Mcavernosa06506-RA","Pfam","GO:0004383,GO:0006182"
"43736","Mcavernosa06506-RA","Pfam","GO:0020037"
"43737","Mcavernosa06506-RA","Gene3D","GO:0020037"
"43738","Mcavernosa06506-RA","ProSiteProfiles","GO:0009190,GO:0035556"
"43739","Mcavernosa06506-RA","SMART","GO:0009190,GO:0035556"
"43740","Mcavernosa06506-RA","Pfam","GO:0009190,GO:0035556"
"43741","Mcavernosa08346-RA","Pfam","GO:0016020"
"43742","Mcavernosa07598-RA","ProSitePatterns","GO:0005634"
"43743","Mcavernosa07598-RA","Pfam","GO:0005634"
"43744","Mcavernosa07598-RA","PRINTS","GO:0005634"
"43745","Mcavernosa07598-RA","PRINTS","GO:0005634"
"43746","Mcavernosa07598-RA","PRINTS","GO:0005634"
"43747","Mcavernosa07598-RA","PRINTS","GO:0005634"
"43748","Mcavernosa07598-RA","PRINTS","GO:0005634"
"43749","Mcavernosa13941-RA","Pfam","GO:0005515"
"43750","Mcavernosa13941-RA","ProSitePatterns","GO:0016301"
"43751","Mcavernosa01019-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"43752","Mcavernosa01019-RA","ProSitePatterns","GO:0004672,GO:0006468"
"43753","Mcavernosa01019-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"43754","Mcavernosa01019-RA","ProSitePatterns","GO:0005524"
"43755","Mcavernosa01019-RA","SMART","GO:0004672,GO:0005524,GO:0006468"
"43756","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43757","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43758","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43759","Mcavernosa23885-RA","ProSitePatterns","GO:0005524"
"43760","Mcavernosa23885-RA","SMART","GO:0005515"
"43761","Mcavernosa23885-RA","SMART","GO:0005515"
"43762","Mcavernosa23885-RA","Pfam","GO:0004672,GO:0005524,GO:0006468"
"43763","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43764","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43765","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43766","Mcavernosa23885-RA","Pfam","GO:0005515"
"43767","Mcavernosa23885-RA","Pfam","GO:0005515"
"43768","Mcavernosa23885-RA","Pfam","GO:0005515"
"43769","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43770","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43771","Mcavernosa23885-RA","ProSiteProfiles","GO:0004672,GO:0005524,GO:0006468"
"43772","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43773","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43774","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43775","Mcavernosa23885-RA","ProSitePatterns","GO:0004672,GO:0006468"
"43776","Mcavernosa23885-RA","ProSiteProfiles","GO:0005515"
"43777","Mcavernosa23885-RA","SMART","GO:0004672,GO:0005524,GO:0006468"
"43778","Mcavernosa08497-RA","TIGRFAM","GO:0003735,GO:0005840,GO:0006412"
"43779","Mcavernosa08497-RA","Gene3D","GO:0003735,GO:0005840,GO:0006412"
"43780","Mcavernosa08497-RA","SUPERFAMILY","GO:0006412"
"43781","Mcavernosa08497-RA","Hamap","GO:0003735,GO:0005840,GO:0006412"
"43782","Mcavernosa08497-RA","Pfam","GO:0003735,GO:0005840,GO:0006412"
"43783","Mcavernosa02405-RA","CDD","GO:0003677"
"43784","Mcavernosa02405-RA","ProSitePatterns","GO:0000981,GO:0006355"
"43785","Mcavernosa02405-RA","ProSiteProfiles","GO:0003677"
"43786","Mcavernosa02405-RA","Pfam","GO:0003677"
"43787","Mcavernosa02405-RA","SMART","GO:0003677"
"43788","Mcavernosa05006-RA","PIRSF","GO:0005525"
"43789","Mcavernosa05006-RA","ProSiteProfiles","GO:0005525"
