"","category","gene","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","41_ctl3_Ac_RN_1","37_T13_Ac_ML","52_T11_Ac_II","31_T22_Ac_UV","38_T23_Ac_IN","53_T21_Ac_NH","19_T33_Ac_WK","47_T31_Ac_JB","57_T32_Ac_NM","35_T43_Ac_MT","54_T42_Ac_JQ","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"430","GO:0007165","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.980646709856739,0.097283434612794,1,174,"signal transduction","BP"
"431","GO:0007186","Acerv_evm.TU.Segkk2585_pilon.5",61,96,38,30,16,65,59,40,52,24,23,97,65,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"432","GO:0007186","Acerv_evm.TU.Segkk3209_pilon.11",227,141,197,49,59,37,26,22,95,34,41,80,90,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"433","GO:0007186","Acerv_evm.TU.Segkk2163_pilon.7",26,49,21,12,6,25,53,33,30,6,9,45,55,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"434","GO:0007186","Acerv_evm.TU.Segkk1593_pilon.6",62,52,33,34,29,49,39,30,60,20,17,91,60,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"435","GO:0007186","Acerv_evm.TU.Segkk2163_pilon.7",26,49,21,12,6,25,53,33,30,6,9,45,55,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"436","GO:0007186","Acerv_evm.TU.Segkk2163_pilon.7",26,49,21,12,6,25,53,33,30,6,9,45,55,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"437","GO:0007186","Acerv_evm.TU.Segkk1593_pilon.6",62,52,33,34,29,49,39,30,60,20,17,91,60,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"438","GO:0007186","Acerv_evm.TU.Segkk2585_pilon.5",61,96,38,30,16,65,59,40,52,24,23,97,65,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"439","GO:0007186","Acerv_evm.TU.Segkk2585_pilon.5",61,96,38,30,16,65,59,40,52,24,23,97,65,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"440","GO:0007186","Acerv_evm.TU.Segkk3209_pilon.11",227,141,197,49,59,37,26,22,95,34,41,80,90,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"441","GO:0007186","Acerv_evm.TU.Segkk1593_pilon.6",62,52,33,34,29,49,39,30,60,20,17,91,60,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"442","GO:0007186","Acerv_evm.TU.Segkk3209_pilon.11",227,141,197,49,59,37,26,22,95,34,41,80,90,0.707448533339631,0.478744452377759,4,182,"G protein-coupled receptor signaling pathway","BP"
"443","GO:0007275","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.358803707136135,0.929986034706214,1,18,"multicellular organism development","BP"
"444","GO:0007275","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.358803707136135,0.929986034706214,1,18,"multicellular organism development","BP"
"445","GO:0007275","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.358803707136135,0.929986034706214,1,18,"multicellular organism development","BP"
"446","GO:0007275","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.358803707136135,0.929986034706214,1,18,"multicellular organism development","BP"
"447","GO:0008168","Acerv_evm.TU.Segkk3493_pilon.1",89,257,166,106,75,176,254,123,165,123,68,261,178,0.533477187007455,0.827114738882894,1,32,"methyltransferase activity","MF"
"448","GO:0008168","Acerv_evm.TU.Segkk3493_pilon.1",89,257,166,106,75,176,254,123,165,123,68,261,178,0.533477187007455,0.827114738882894,1,32,"methyltransferase activity","MF"
"449","GO:0008234","Acerv_evm.TU.Segkk1613_pilon.8",271,137,129,110,73,159,136,98,167,116,73,272,240,0.325334892060098,0.943501341297527,1,17,"cysteine-type peptidase activity","MF"
"450","GO:0008234","Acerv_evm.TU.Segkk1613_pilon.8",271,137,129,110,73,159,136,98,167,116,73,272,240,0.325334892060098,0.943501341297527,1,17,"cysteine-type peptidase activity","MF"
"451","GO:0008237","Acerv_evm.TU.Segkk3159_pilon.11",2575,921,1144,1069,1765,673,231,174,1161,274,540,675,918,0.704551428030473,0.660719850869,1,55,"metallopeptidase activity","MF"
"452","GO:0008237","Acerv_evm.TU.Segkk3159_pilon.11",2575,921,1144,1069,1765,673,231,174,1161,274,540,675,918,0.704551428030473,0.660719850869,1,55,"metallopeptidase activity","MF"
"453","GO:0008237","Acerv_evm.TU.Segkk3159_pilon.11",2575,921,1144,1069,1765,673,231,174,1161,274,540,675,918,0.704551428030473,0.660719850869,1,55,"metallopeptidase activity","MF"
"454","GO:0008242","Acerv_evm.TU.Segkk1038_pilon.1",106,73,117,77,61,83,81,55,130,64,64,125,202,0.0945765381178545,0.996521878792324,1,4,"omega peptidase activity","MF"
"455","GO:0008270","Acerv_evm.TU.Segkk3903_pilon.2",3990,6951,3243,1557,861,2964,10419,2198,2554,1586,978,3310,3706,0.973674983661471,0.0892732147085835,2,227,"zinc ion binding","MF"
"456","GO:0008270","Acerv_evm.TU.Segkk263_pilon.6",29,23,43,24,33,36,43,19,19,19,15,44,55,0.973674983661471,0.0892732147085835,2,227,"zinc ion binding","MF"
"457","GO:0008270","Acerv_evm.TU.Segkk3903_pilon.2",3990,6951,3243,1557,861,2964,10419,2198,2554,1586,978,3310,3706,0.973674983661471,0.0892732147085835,2,227,"zinc ion binding","MF"
"458","GO:0008376","Acerv_evm.TU.Segkk1575_pilon.7",22,9,8,15,14,24,19,11,18,12,10,42,20,0.219973702347547,0.976335787351496,1,10,"acetylgalactosaminyltransferase activity","MF"
"459","GO:0008376","Acerv_evm.TU.Segkk1575_pilon.7",22,9,8,15,14,24,19,11,18,12,10,42,20,0.219973702347547,0.976335787351496,1,10,"acetylgalactosaminyltransferase activity","MF"
"460","GO:0008417","Acerv_evm.TU.Segkk3158_pilon.3",13,15,12,17,17,21,18,11,14,16,11,33,29,0.0273469947761552,0.99808054579625,2,10,"fucosyltransferase activity","MF"
"461","GO:0008417","Acerv_evm.TU.Segkk673_pilon.1",14,13,15,18,15,20,17,12,26,6,7,40,25,0.0273469947761552,0.99808054579625,2,10,"fucosyltransferase activity","MF"
"462","GO:0008417","Acerv_evm.TU.Segkk3158_pilon.3",13,15,12,17,17,21,18,11,14,16,11,33,29,0.0273469947761552,0.99808054579625,2,10,"fucosyltransferase activity","MF"
"463","GO:0008417","Acerv_evm.TU.Segkk673_pilon.1",14,13,15,18,15,20,17,12,26,6,7,40,25,0.0273469947761552,0.99808054579625,2,10,"fucosyltransferase activity","MF"
"464","GO:0008417","Acerv_evm.TU.Segkk3158_pilon.3",13,15,12,17,17,21,18,11,14,16,11,33,29,0.0273469947761552,0.99808054579625,2,10,"fucosyltransferase activity","MF"
"465","GO:0008417","Acerv_evm.TU.Segkk673_pilon.1",14,13,15,18,15,20,17,12,26,6,7,40,25,0.0273469947761552,0.99808054579625,2,10,"fucosyltransferase activity","MF"
"466","GO:0008610","Acerv_evm.TU.Segkk3493_pilon.1",89,257,166,106,75,176,254,123,165,123,68,261,178,0.0887391697711777,0.996945972507362,1,4,"lipid biosynthetic process","BP"
"467","GO:0008610","Acerv_evm.TU.Segkk3493_pilon.1",89,257,166,106,75,176,254,123,165,123,68,261,178,0.0887391697711777,0.996945972507362,1,4,"lipid biosynthetic process","BP"
"468","GO:0008757","Acerv_evm.TU.Segkk2116_pilon.21",1010,702,978,323,348,213,250,132,461,280,202,372,473,0.0865393291098183,0.997098366141459,1,4,"S-adenosylmethionine-dependent methyltransferase activity","MF"
"469","GO:0015074","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.526224107257373,0.832897481221397,1,29,"DNA integration","BP"
"470","GO:0015074","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.526224107257373,0.832897481221397,1,29,"DNA integration","BP"
"471","GO:0015074","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.526224107257373,0.832897481221397,1,29,"DNA integration","BP"
"472","GO:0015074","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.526224107257373,0.832897481221397,1,29,"DNA integration","BP"
"473","GO:0015074","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.526224107257373,0.832897481221397,1,29,"DNA integration","BP"
"474","GO:0015074","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.526224107257373,0.832897481221397,1,29,"DNA integration","BP"
"475","GO:0015074","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.526224107257373,0.832897481221397,1,29,"DNA integration","BP"
"476","GO:0016020","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"477","GO:0016020","Acerv_evm.TU.Segkk2634_pilon.14",1497,705,709,566,1115,364,138,160,645,193,308,394,558,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"478","GO:0016020","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"479","GO:0016020","Acerv_evm.TU.Segkk673_pilon.1",14,13,15,18,15,20,17,12,26,6,7,40,25,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"480","GO:0016020","Acerv_evm.TU.Segkk2634_pilon.20",192,159,77,134,246,98,43,62,153,40,70,120,144,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"481","GO:0016020","Acerv_evm.TU.Segkk1303_pilon.10",655,957,473,212,88,784,414,431,392,246,105,1092,501,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"482","GO:0016020","Acerv_evm.TU.Segkk3158_pilon.3",13,15,12,17,17,21,18,11,14,16,11,33,29,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"483","GO:0016020","Acerv_evm.TU.Segkk3095_pilon.35",302,382,344,92,45,244,183,134,172,99,45,388,167,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"484","GO:0016020","Acerv_evm.TU.Segkk673_pilon.1",14,13,15,18,15,20,17,12,26,6,7,40,25,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"485","GO:0016020","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"486","GO:0016020","Acerv_evm.TU.Segkk1386_pilon.25",215,200,275,48,50,47,54,18,85,38,27,55,57,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"487","GO:0016020","Acerv_evm.TU.Segkk1303_pilon.10",655,957,473,212,88,784,414,431,392,246,105,1092,501,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"488","GO:0016020","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"489","GO:0016020","Acerv_evm.TU.Segkk2634_pilon.20",192,159,77,134,246,98,43,62,153,40,70,120,144,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"490","GO:0016020","Acerv_evm.TU.Segkk3095_pilon.35",302,382,344,92,45,244,183,134,172,99,45,388,167,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"491","GO:0016020","Acerv_evm.TU.Segkk3158_pilon.3",13,15,12,17,17,21,18,11,14,16,11,33,29,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"492","GO:0016020","Acerv_evm.TU.Segkk2634_pilon.20",192,159,77,134,246,98,43,62,153,40,70,120,144,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"493","GO:0016020","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"494","GO:0016020","Acerv_evm.TU.Segkk318_pilon.5",1129,761,715,278,144,473,627,299,413,255,175,636,709,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"495","GO:0016020","Acerv_evm.TU.Segkk2795_pilon.15",230,339,387,185,179,197,528,232,214,137,103,481,445,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"496","GO:0016020","Acerv_evm.TU.Segkk1303_pilon.10",655,957,473,212,88,784,414,431,392,246,105,1092,501,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"497","GO:0016020","Acerv_evm.TU.Segkk3158_pilon.3",13,15,12,17,17,21,18,11,14,16,11,33,29,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"498","GO:0016020","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"499","GO:0016020","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"500","GO:0016020","Acerv_evm.TU.Segkk2634_pilon.14",1497,705,709,566,1115,364,138,160,645,193,308,394,558,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"501","GO:0016020","Acerv_evm.TU.Segkk384_pilon.7",74,66,28,70,37,68,81,28,69,49,33,95,162,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"502","GO:0016020","Acerv_evm.TU.Segkk2634_pilon.14",1497,705,709,566,1115,364,138,160,645,193,308,394,558,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"503","GO:0016020","Acerv_evm.TU.Segkk673_pilon.1",14,13,15,18,15,20,17,12,26,6,7,40,25,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"504","GO:0016020","Acerv_evm.TU.Segkk3095_pilon.35",302,382,344,92,45,244,183,134,172,99,45,388,167,0.329840291341399,0.781290468456827,10,360,"membrane","CC"
"505","GO:0016021","Acerv_evm.TU.Segkk2585_pilon.5",61,96,38,30,16,65,59,40,52,24,23,97,65,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"506","GO:0016021","Acerv_evm.TU.Segkk2246_pilon.2",3905,3529,4039,1170,831,1846,2662,1221,1736,1283,749,2760,2663,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"507","GO:0016021","Acerv_evm.TU.Segkk398_pilon.2",14,7,12,16,11,19,17,15,26,9,9,38,29,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"508","GO:0016021","Acerv_evm.TU.Segkk398_pilon.1",11,5,8,14,12,19,17,14,36,7,8,36,32,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"509","GO:0016021","Acerv_evm.TU.Segkk2585_pilon.5",61,96,38,30,16,65,59,40,52,24,23,97,65,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"510","GO:0016021","Acerv_evm.TU.Segkk2585_pilon.5",61,96,38,30,16,65,59,40,52,24,23,97,65,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"511","GO:0016021","Acerv_evm.TU.Segkk1593_pilon.6",62,52,33,34,29,49,39,30,60,20,17,91,60,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"512","GO:0016021","Acerv_evm.TU.Segkk2163_pilon.7",26,49,21,12,6,25,53,33,30,6,9,45,55,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"513","GO:0016021","Acerv_evm.TU.Segkk3209_pilon.11",227,141,197,49,59,37,26,22,95,34,41,80,90,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"514","GO:0016021","Acerv_evm.TU.Segkk1593_pilon.6",62,52,33,34,29,49,39,30,60,20,17,91,60,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"515","GO:0016021","Acerv_evm.TU.Segkk2370_pilon.2",21,16,16,18,27,30,24,10,38,20,13,38,49,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"516","GO:0016021","Acerv_evm.TU.Segkk1883_pilon.14",21,24,28,24,37,22,27,13,27,16,24,41,28,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"517","GO:0016021","Acerv_evm.TU.Segkk1593_pilon.6",62,52,33,34,29,49,39,30,60,20,17,91,60,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"518","GO:0016021","Acerv_evm.TU.Segkk3209_pilon.11",227,141,197,49,59,37,26,22,95,34,41,80,90,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"519","GO:0016021","Acerv_evm.TU.Segkk2163_pilon.7",26,49,21,12,6,25,53,33,30,6,9,45,55,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"520","GO:0016021","Acerv_evm.TU.Segkk1350_pilon.5",157,200,110,73,51,166,133,109,92,53,43,224,152,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"521","GO:0016021","Acerv_evm.TU.Segkk1883_pilon.14",21,24,28,24,37,22,27,13,27,16,24,41,28,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"522","GO:0016021","Acerv_evm.TU.Segkk3209_pilon.11",227,141,197,49,59,37,26,22,95,34,41,80,90,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"523","GO:0016021","Acerv_evm.TU.Segkk1883_pilon.14",21,24,28,24,37,22,27,13,27,16,24,41,28,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"524","GO:0016021","Acerv_evm.TU.Segkk2163_pilon.7",26,49,21,12,6,25,53,33,30,6,9,45,55,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"525","GO:0016021","Acerv_evm.TU.Segkk1350_pilon.5",157,200,110,73,51,166,133,109,92,53,43,224,152,0.610347626540586,0.517534803201387,10,431,"integral component of membrane","CC"
"526","GO:0016055","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.195818496030635,0.98165627065084,1,9,"Wnt signaling pathway","BP"
"527","GO:0016055","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.195818496030635,0.98165627065084,1,9,"Wnt signaling pathway","BP"
"528","GO:0016055","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.195818496030635,0.98165627065084,1,9,"Wnt signaling pathway","BP"
"529","GO:0016055","Acerv_evm.TU.Segkk4113_pilon.15",306,367,131,93,47,298,276,139,227,73,54,464,248,0.195818496030635,0.98165627065084,1,9,"Wnt signaling pathway","BP"
"530","GO:0016491","Acerv_evm.TU.Segkk3937_pilon.25",97,117,54,44,30,56,167,67,54,28,12,78,113,0.932279847677795,0.253430603555545,1,111,"oxidoreductase activity","MF"
"531","GO:0016491","Acerv_evm.TU.Segkk3937_pilon.25",97,117,54,44,30,56,167,67,54,28,12,78,113,0.932279847677795,0.253430603555545,1,111,"oxidoreductase activity","MF"
"532","GO:0016702","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.279736762949787,0.959571009273183,1,14,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"533","GO:0016702","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.279736762949787,0.959571009273183,1,14,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"534","GO:0016702","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.279736762949787,0.959571009273183,1,14,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"535","GO:0016702","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.279736762949787,0.959571009273183,1,14,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"536","GO:0016702","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.279736762949787,0.959571009273183,1,14,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"537","GO:0016702","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.279736762949787,0.959571009273183,1,14,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"538","GO:0016702","Acerv_evm.TU.Segkk2788_pilon.3",316,228,167,118,110,147,146,84,191,88,62,294,272,0.279736762949787,0.959571009273183,1,14,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","MF"
"539","GO:0016705","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.1873813994967,0.956077950442837,2,33,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"540","GO:0016705","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.1873813994967,0.956077950442837,2,33,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"541","GO:0016705","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.1873813994967,0.956077950442837,2,33,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"542","GO:0016705","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.1873813994967,0.956077950442837,2,33,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"543","GO:0016705","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.1873813994967,0.956077950442837,2,33,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"544","GO:0016705","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.1873813994967,0.956077950442837,2,33,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"545","GO:0016705","Acerv_evm.TU.Segkk1774_pilon.15",305,245,380,64,76,71,62,26,133,73,74,202,157,0.1873813994967,0.956077950442837,2,33,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"546","GO:0016705","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.1873813994967,0.956077950442837,2,33,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"547","GO:0016705","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.1873813994967,0.956077950442837,2,33,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"548","GO:0016712","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0308998644411916,1,1,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"549","GO:0016712","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0308998644411916,1,1,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"550","GO:0016712","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0308998644411916,1,1,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"551","GO:0016712","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0308998644411916,1,1,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"552","GO:0016712","Acerv_evm.TU.Segkk3059_pilon.1",64,40,29,31,19,47,36,37,49,19,18,45,67,0.0308998644411916,1,1,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen","MF"
"553","GO:0016831","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0679995598285009,0.998223110837883,1,4,"carboxy-lyase activity","MF"
"554","GO:0016831","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0679995598285009,0.998223110837883,1,4,"carboxy-lyase activity","MF"
"555","GO:0016831","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0679995598285009,0.998223110837883,1,4,"carboxy-lyase activity","MF"
"556","GO:0016831","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0679995598285009,0.998223110837883,1,4,"carboxy-lyase activity","MF"
"557","GO:0016831","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0679995598285009,0.998223110837883,1,4,"carboxy-lyase activity","MF"
"558","GO:0016831","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0679995598285009,0.998223110837883,1,4,"carboxy-lyase activity","MF"
"559","GO:0016831","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0679995598285009,0.998223110837883,1,4,"carboxy-lyase activity","MF"
"560","GO:0018064","Acerv_evm.TU.Segkk4025_pilon.2",641,618,472,168,100,275,267,185,342,153,103,439,378,0.0245280469951749,1,1,1,"protein-histidine N-methyltransferase activity","MF"
"561","GO:0018064","Acerv_evm.TU.Segkk4025_pilon.2",641,618,472,168,100,275,267,185,342,153,103,439,378,0.0245280469951749,1,1,1,"protein-histidine N-methyltransferase activity","MF"
"562","GO:0018064","Acerv_evm.TU.Segkk4025_pilon.2",641,618,472,168,100,275,267,185,342,153,103,439,378,0.0245280469951749,1,1,1,"protein-histidine N-methyltransferase activity","MF"
"563","GO:0019441","Acerv_evm.TU.Segkk2521_pilon.10",116,109,93,60,59,79,66,49,83,44,32,123,94,0.070887905769479,0.998277809977826,1,3,"tryptophan catabolic process to kynurenine","BP"
"564","GO:0019441","Acerv_evm.TU.Segkk2521_pilon.10",116,109,93,60,59,79,66,49,83,44,32,123,94,0.070887905769479,0.998277809977826,1,3,"tryptophan catabolic process to kynurenine","BP"
"565","GO:0019752","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0908670706335812,0.996586437725395,1,5,"carboxylic acid metabolic process","BP"
"566","GO:0019752","Acerv_evm.TU.Segkk2424_pilon.11",38,19,26,123,49,85,233,52,134,77,71,125,227,0.0908670706335812,0.996586437725395,1,5,"carboxylic acid metabolic process","BP"
