"","gene_id","19_T33_Ac_WK","24_T12_Ac_FM","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","31_T22_Ac_UV","35_T43_Ac_MT","37_T13_Ac_ML","38_T23_Ac_IN","41_ctl3_Ac_RN_1","45_T41_Ac_SC_1","47_T31_Ac_JB","52_T11_Ac_II","53_T21_Ac_NH","54_T42_Ac_JQ","57_T32_Ac_NM","scaffold","start","stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"4812","Acerv_evm.TU.Segkk3175_pilon.3",85,0,159,124,61,81,49,41,110,166,41,49,52,123,20,"Segkk3175_pilon",15678,25498,9820,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4830","Acerv_evm.TU.Segkk3179_pilon.4",68,0,97,104,45,91,49,45,68,102,24,35,33,88,23,"Segkk3179_pilon",118764,127440,8676,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4843","Acerv_evm.TU.Segkk3184_pilon.1",279,0,452,348,172,320,128,191,268,376,103,67,103,277,66,"Segkk3184_pilon",1117,20214,19097,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4854","Acerv_evm.TU.Segkk3190_pilon.17",349,0,660,631,228,423,224,314,590,778,191,260,188,413,137,"Segkk3190_pilon",136927,189433,52506,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4857","Acerv_evm.TU.Segkk3192_pilon.16",180,0,329,432,92,181,124,191,444,600,148,155,88,206,77,"Segkk3192_pilon",169031,175049,6018,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4884","Acerv_evm.TU.Segkk3202_pilon.11",1480,0,2693,2898,1013,1968,1002,2287,2925,3323,780,1585,682,1661,682,"Segkk3202_pilon",90930,112655,21725,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4885","Acerv_evm.TU.Segkk3202_pilon.15",674,0,983,1380,426,831,466,810,987,1261,345,463,303,796,328,"Segkk3202_pilon",136789,151322,14533,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4890","Acerv_evm.TU.Segkk3205_pilon.5",33,0,79,68,29,55,20,39,51,43,23,16,18,26,13,"Segkk3205_pilon",33951,43506,9555,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4906","Acerv_evm.TU.Segkk3209_pilon.26",45,0,101,127,36,66,36,60,91,115,38,15,19,60,15,"Segkk3209_pilon",188853,190619,1766,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4908","Acerv_evm.TU.Segkk3209_pilon.32",2032,268,4263,3688,1734,2663,1431,1739,3676,5166,1239,862,1158,2955,866,"Segkk3209_pilon",246144,254727,8583,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4911","Acerv_evm.TU.Segkk3209_pilon.4",215,3,284,302,125,205,95,65,169,214,55,85,99,171,46,"Segkk3209_pilon",24991,25932,941,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4913","Acerv_evm.TU.Segkk3209_pilon.7",58,2,21,34,32,45,28,31,19,26,29,13,26,53,17,"Segkk3209_pilon",43307,44251,944,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4914","Acerv_evm.TU.Segkk3209_pilon.8",95,0,206,174,58,82,73,71,265,295,47,39,44,111,35,"Segkk3209_pilon",50871,51803,932,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4915","Acerv_evm.TU.Segkk3209_pilon.9",8,21,14,22,9,14,9,7,8,13,3,6,7,9,3,"Segkk3209_pilon",56757,58100,1343,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4917","Acerv_evm.TU.Segkk321_pilon.3",1267,4,2667,2372,951,1461,954,1061,2596,3255,742,706,652,1718,494,"Segkk321_pilon",49059,60840,11781,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4928","Acerv_evm.TU.Segkk3218_pilon.10",214,5,523,428,174,300,138,200,395,633,163,122,138,259,72,"Segkk3218_pilon",60486,84009,23523,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4933","Acerv_evm.TU.Segkk3218_pilon.6",136,0,288,247,92,159,92,159,226,426,93,96,96,198,66,"Segkk3218_pilon",25102,35392,10290,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4948","Acerv_evm.TU.Segkk3223_pilon.7",250,0,422,488,145,290,144,239,484,630,134,183,130,284,102,"Segkk3223_pilon",56405,67765,11360,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4951","Acerv_evm.TU.Segkk3226_pilon.2",211,2,457,459,133,228,114,144,392,570,83,105,104,194,49,"Segkk3226_pilon",8393,11716,3323,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4962","Acerv_evm.TU.Segkk3235_pilon.6",138,0,353,301,107,207,126,137,277,332,96,106,84,202,61,"Segkk3235_pilon",65797,71728,5931,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4968","Acerv_evm.TU.Segkk3238_pilon.25",19,0,34,44,14,23,19,32,46,48,15,27,11,26,15,"Segkk3238_pilon",119293,119747,454,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4972","Acerv_evm.TU.Segkk324_pilon.1",25,0,35,22,18,29,13,17,16,37,14,10,12,30,7,"Segkk324_pilon",1530,4667,3137,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4978","Acerv_evm.TU.Segkk3248_pilon.1",25,0,38,34,19,27,12,9,15,26,4,8,10,23,8,"Segkk3248_pilon",586,3428,2842,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"4980","Acerv_evm.TU.Segkk3250_pilon.11",321,0,631,694,207,355,256,256,650,763,241,367,122,341,189,"Segkk3250_pilon",67985,73953,5968,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5005","Acerv_evm.TU.Segkk3261_pilon.6",179,0,501,453,161,271,145,145,325,474,95,126,64,207,78,"Segkk3261_pilon",23437,32347,8910,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5009","Acerv_evm.TU.Segkk3262_pilon.7",1324,0,2477,2649,1096,1774,1014,580,1159,1414,407,695,697,1479,538,"Segkk3262_pilon",46461,57757,11296,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5010","Acerv_evm.TU.Segkk3263_pilon.1",550,0,1269,990,510,867,399,471,706,1081,282,370,342,741,185,"Segkk3263_pilon",2098,36083,33985,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5011","Acerv_evm.TU.Segkk3263_pilon.11",1145,0,2214,2022,775,1381,768,922,2082,3051,603,687,629,1488,478,"Segkk3263_pilon",180332,210096,29764,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5022","Acerv_evm.TU.Segkk3263_pilon.40",221,0,531,497,187,339,172,181,348,491,131,162,117,321,89,"Segkk3263_pilon",445462,457945,12483,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5023","Acerv_evm.TU.Segkk3263_pilon.42",338,8,693,528,334,450,271,363,457,611,178,336,225,584,176,"Segkk3263_pilon",466754,486990,20236,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5029","Acerv_evm.TU.Segkk3264_pilon.11",102,0,209,140,47,65,78,26,101,93,37,92,17,69,31,"Segkk3264_pilon",140237,141652,1415,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5031","Acerv_evm.TU.Segkk3264_pilon.4",483,0,1001,764,305,488,310,408,1159,1404,345,475,177,506,220,"Segkk3264_pilon",17744,38080,20336,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5033","Acerv_evm.TU.Segkk3264_pilon.8",900,0,1779,1722,615,1036,660,1203,2091,2526,677,1036,388,915,424,"Segkk3264_pilon",71342,96962,25620,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5050","Acerv_evm.TU.Segkk327_pilon.37",151,0,308,406,114,180,145,183,426,443,174,181,88,231,106,"Segkk327_pilon",357742,366332,8590,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5074","Acerv_evm.TU.Segkk3290_pilon.12",347,3,669,520,202,438,214,196,495,688,159,166,146,425,130,"Segkk3290_pilon",175598,180215,4617,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5087","Acerv_evm.TU.Segkk3299_pilon.2",649,0,1478,1419,467,867,479,853,1508,2090,457,594,308,797,244,"Segkk3299_pilon",19183,38655,19472,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5094","Acerv_evm.TU.Segkk3306_pilon.14",707,0,1232,1362,798,1451,454,1056,929,1239,368,209,464,1063,211,"Segkk3306_pilon",138953,151705,12752,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5115","Acerv_evm.TU.Segkk3317_pilon.1",413,0,1770,1694,294,541,367,409,2222,2331,353,659,206,627,229,"Segkk3317_pilon",577,1858,1281,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5122","Acerv_evm.TU.Segkk3320_pilon.10",1091,0,2069,2006,805,1356,841,1215,2667,3204,787,741,631,1572,561,"Segkk3320_pilon",156418,171362,14944,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5130","Acerv_evm.TU.Segkk3320_pilon.8",1261,0,2255,1903,843,1503,667,683,1434,2168,589,605,609,1418,343,"Segkk3320_pilon",125227,148163,22936,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5135","Acerv_evm.TU.Segkk3322_pilon.9",1434,5,3167,2912,1170,1940,1033,1164,2247,3059,873,1103,803,1998,568,"Segkk3322_pilon",108065,127865,19800,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5141","Acerv_evm.TU.Segkk3323_pilon.18",216,0,342,333,133,211,128,112,199,280,76,123,119,187,65,"Segkk3323_pilon",155747,168931,13184,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5153","Acerv_evm.TU.Segkk3325_pilon.1",83,0,202,125,93,143,69,67,101,177,25,38,63,175,39,"Segkk3325_pilon",492,7689,7197,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5174","Acerv_evm.TU.Segkk3326_pilon.1",22,0,72,100,31,49,15,28,78,56,33,28,16,25,15,"Segkk3326_pilon",2761,11905,9144,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5177","Acerv_evm.TU.Segkk3326_pilon.17",2590,0,4202,3878,1657,3308,1425,1771,2595,3585,948,1190,1247,2749,733,"Segkk3326_pilon",142801,183722,40921,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5201","Acerv_evm.TU.Segkk333_pilon.3",84,0,169,162,58,100,55,57,131,210,42,61,34,104,36,"Segkk333_pilon",7049,10051,3002,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5203","Acerv_evm.TU.Segkk333_pilon.9",41,0,86,141,32,90,28,54,104,155,41,40,11,69,25,"Segkk333_pilon",32159,39100,6941,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5234","Acerv_evm.TU.Segkk3343_pilon.1",200,3,372,218,98,199,141,312,268,372,68,130,76,212,82,"Segkk3343_pilon",3286,10631,7345,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5240","Acerv_evm.TU.Segkk3343_pilon.22",119,0,227,195,87,176,99,194,351,456,138,82,87,183,58,"Segkk3343_pilon",312483,319827,7344,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5249","Acerv_evm.TU.Segkk3343_pilon.8",121,0,225,257,92,159,80,36,76,99,35,72,56,125,40,"Segkk3343_pilon",84978,86456,1478,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5253","Acerv_evm.TU.Segkk3345_pilon.3",280,0,554,611,213,487,186,272,458,796,241,169,155,343,90,"Segkk3345_pilon",13243,25783,12540,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5260","Acerv_evm.TU.Segkk3348_pilon.4",475,0,1106,882,325,535,281,331,871,1216,237,284,192,485,174,"Segkk3348_pilon",24056,40364,16308,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5266","Acerv_evm.TU.Segkk3349_pilon.19",108,0,201,171,58,115,69,47,147,214,53,73,48,110,40,"Segkk3349_pilon",88580,98445,9865,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5274","Acerv_evm.TU.Segkk335_pilon.19",194,1,365,455,149,321,148,175,344,410,118,109,112,307,95,"Segkk335_pilon",140720,142414,1694,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5275","Acerv_evm.TU.Segkk335_pilon.23",154,0,364,326,94,193,129,110,263,325,66,136,56,176,70,"Segkk335_pilon",203143,214275,11132,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5372","Acerv_evm.TU.Segkk3394_pilon.3",516,0,1155,1001,401,709,384,282,747,962,260,433,255,612,247,"Segkk3394_pilon",32169,96850,64681,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5377","Acerv_evm.TU.Segkk3395_pilon.4",74,4,63,50,79,161,76,112,91,156,73,99,43,163,29,"Segkk3395_pilon",17152,24515,7363,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5387","Acerv_evm.TU.Segkk34_pilon.2",364,0,637,655,299,511,216,235,609,817,196,201,234,459,154,"Segkk34_pilon",9792,20183,10391,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5388","Acerv_evm.TU.Segkk340_pilon.1",46,0,85,89,29,57,24,41,57,91,29,30,22,55,15,"Segkk340_pilon",2085,11324,9239,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5396","Acerv_evm.TU.Segkk3404_pilon.1",140,1,554,420,100,203,126,67,255,237,49,181,78,183,63,"Segkk3404_pilon",19715,22154,2439,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5397","Acerv_evm.TU.Segkk3405_pilon.7",112,0,40,42,81,158,65,91,56,57,62,103,35,128,39,"Segkk3405_pilon",65812,68219,2407,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5399","Acerv_evm.TU.Segkk3408_pilon.2",133,0,236,193,79,150,82,94,162,277,0,64,80,169,42,"Segkk3408_pilon",17772,36059,18287,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5426","Acerv_evm.TU.Segkk3413_pilon.9",205,0,465,387,177,333,157,146,344,491,106,103,132,286,73,"Segkk3413_pilon",75596,82752,7156,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5427","Acerv_evm.TU.Segkk3414_pilon.1",278,0,559,345,221,410,145,179,277,480,70,113,123,296,79,"Segkk3414_pilon",86,31404,31318,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5437","Acerv_evm.TU.Segkk3416_pilon.25",654,54,1097,1100,365,735,350,298,765,1034,281,249,309,636,197,"Segkk3416_pilon",289355,309048,19693,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5444","Acerv_evm.TU.Segkk3417_pilon.39",102,0,170,157,87,150,62,104,111,117,38,42,66,119,33,"Segkk3417_pilon",375215,387569,12354,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5447","Acerv_evm.TU.Segkk3417_pilon.59",913,0,2299,1719,669,1206,682,848,1599,1806,511,718,372,1065,358,"Segkk3417_pilon",450099,484278,34179,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5462","Acerv_evm.TU.Segkk3422_pilon.20",97,0,140,152,53,99,48,54,158,210,46,45,22,58,30,"Segkk3422_pilon",215925,218725,2800,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5464","Acerv_evm.TU.Segkk3422_pilon.26",51,2,177,200,39,81,35,137,263,352,82,36,20,56,38,"Segkk3422_pilon",262927,264858,1931,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5466","Acerv_evm.TU.Segkk3422_pilon.3",279,1,542,816,191,388,186,144,361,423,160,128,124,272,92,"Segkk3422_pilon",39059,41578,2519,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5470","Acerv_evm.TU.Segkk3423_pilon.10",1933,0,3733,3691,1314,2336,1298,1553,3966,5322,1245,1288,1061,2148,884,"Segkk3423_pilon",110041,124857,14816,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5473","Acerv_evm.TU.Segkk3423_pilon.19",37,5,124,59,39,52,23,42,98,126,31,18,19,51,13,"Segkk3423_pilon",219957,221654,1697,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5475","Acerv_evm.TU.Segkk3423_pilon.20",129,30,355,213,93,159,112,210,443,536,111,78,81,182,60,"Segkk3423_pilon",221911,223848,1937,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5476","Acerv_evm.TU.Segkk3423_pilon.23",213,7,425,283,118,220,122,134,329,514,112,87,111,250,61,"Segkk3423_pilon",255272,258758,3486,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5477","Acerv_evm.TU.Segkk3423_pilon.25",56,8,50,76,27,57,18,30,37,44,20,32,30,53,12,"Segkk3423_pilon",271182,274359,3177,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5478","Acerv_evm.TU.Segkk3423_pilon.26",55,25,81,101,58,104,48,24,13,37,19,31,39,73,21,"Segkk3423_pilon",285702,289226,3524,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5488","Acerv_evm.TU.Segkk3429_pilon.1",17,0,17,20,15,32,14,32,16,18,16,20,8,34,10,"Segkk3429_pilon",2061,2541,480,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5489","Acerv_evm.TU.Segkk3429_pilon.3",32,0,92,118,21,44,16,22,61,84,13,28,18,48,14,"Segkk3429_pilon",2930,5430,2500,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5498","Acerv_evm.TU.Segkk3443_pilon.11",371,0,692,700,253,419,214,313,669,844,201,238,155,456,141,"Segkk3443_pilon",68317,79136,10819,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5499","Acerv_evm.TU.Segkk3443_pilon.12",1580,0,3341,3511,1231,1870,1084,1819,4604,5064,1165,1748,945,2532,913,"Segkk3443_pilon",79928,83784,3856,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5503","Acerv_evm.TU.Segkk3443_pilon.9",139,0,282,221,101,131,85,94,249,276,51,58,57,146,59,"Segkk3443_pilon",60741,65640,4899,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5515","Acerv_evm.TU.Segkk3446_pilon.2",132,0,82,76,16,54,52,56,44,90,14,70,84,46,25,"Segkk3446_pilon",26380,29232,2852,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5524","Acerv_evm.TU.Segkk345_pilon.2",591,0,1043,936,358,714,351,478,1035,1364,342,395,298,680,220,"Segkk345_pilon",7157,22628,15471,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5526","Acerv_evm.TU.Segkk3450_pilon.3",604,24,740,852,488,996,368,608,542,790,226,215,325,838,213,"Segkk3450_pilon",22179,25139,2960,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5528","Acerv_evm.TU.Segkk3451_pilon.1",471,0,1115,540,447,497,321,193,460,471,128,285,372,618,195,"Segkk3451_pilon",12256,16748,4492,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5529","Acerv_evm.TU.Segkk3451_pilon.2",153,0,522,220,96,135,146,123,466,501,59,151,98,184,88,"Segkk3451_pilon",22571,25727,3156,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5535","Acerv_evm.TU.Segkk3453_pilon.13",401,0,624,681,274,572,199,150,362,544,139,67,152,465,89,"Segkk3453_pilon",150328,163760,13432,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5539","Acerv_evm.TU.Segkk3453_pilon.19",51,0,32,29,33,67,29,59,47,52,29,23,18,59,20,"Segkk3453_pilon",229108,235696,6588,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5544","Acerv_evm.TU.Segkk3453_pilon.9",772,30,1734,1484,513,853,528,739,1851,2032,567,654,339,802,325,"Segkk3453_pilon",71401,93425,22024,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5588","Acerv_evm.TU.Segkk347_pilon.5",921,0,1798,1477,690,1167,541,581,1095,1830,500,514,412,1127,323,"Segkk347_pilon",69872,91754,21882,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5607","Acerv_evm.TU.Segkk348_pilon.14",64,0,103,71,49,89,33,31,53,89,19,14,23,51,15,"Segkk348_pilon",158478,160330,1852,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5608","Acerv_evm.TU.Segkk348_pilon.2",163,0,496,295,188,300,111,243,290,543,104,75,121,388,68,"Segkk348_pilon",7227,27380,20153,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5609","Acerv_evm.TU.Segkk348_pilon.4",413,0,722,730,284,493,250,319,697,951,248,304,192,504,186,"Segkk348_pilon",40401,48482,8081,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5653","Acerv_evm.TU.Segkk350_pilon.5",49,0,66,81,33,52,30,55,102,138,42,35,28,50,18,"Segkk350_pilon",39095,41439,2344,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5730","Acerv_evm.TU.Segkk354_pilon.2",130,0,154,244,80,138,88,52,96,130,36,112,60,136,54,"Segkk354_pilon",2622,5388,2766,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5731","Acerv_evm.TU.Segkk354_pilon.3",113,0,174,184,89,141,75,331,428,803,288,90,67,143,43,"Segkk354_pilon",13799,29503,15704,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5804","Acerv_evm.TU.Segkk358_pilon.1",35,0,58,55,32,49,20,36,33,89,21,18,19,39,13,"Segkk358_pilon",58,12696,12638,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5863","Acerv_evm.TU.Segkk363_pilon.3",210,4,367,355,174,266,124,126,256,414,105,86,127,241,69,"Segkk363_pilon",10960,15513,4553,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5904","Acerv_evm.TU.Segkk364_pilon.1",18,0,24,41,11,25,11,7,30,24,11,29,21,26,3,"Segkk364_pilon",11954,28591,16637,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5930","Acerv_evm.TU.Segkk3643_pilon.3",52,2,89,118,50,75,39,73,119,127,37,28,30,67,22,"Segkk3643_pilon",26371,29029,2658,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5942","Acerv_evm.TU.Segkk3651_pilon.2",53,0,147,102,47,74,29,17,49,67,8,25,25,65,19,"Segkk3651_pilon",3751,10090,6339,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5943","Acerv_evm.TU.Segkk3651_pilon.3",156,0,287,223,111,196,88,108,197,262,52,82,81,160,55,"Segkk3651_pilon",10116,15909,5793,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5945","Acerv_evm.TU.Segkk3654_pilon.6",47,0,41,80,43,62,27,32,21,25,12,37,35,48,16,"Segkk3654_pilon",4834,7978,3144,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5946","Acerv_evm.TU.Segkk3655_pilon.12",1359,0,2618,2822,1149,1884,838,1450,2155,2947,914,704,822,1726,481,"Segkk3655_pilon",97758,147639,49881,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5950","Acerv_evm.TU.Segkk3655_pilon.22",41,0,64,75,40,65,26,24,40,57,18,16,17,34,13,"Segkk3655_pilon",350210,351405,1195,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5966","Acerv_evm.TU.Segkk3662_pilon.1",83,0,146,145,85,111,78,89,171,221,70,87,44,120,53,"Segkk3662_pilon",2986,10703,7717,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5984","Acerv_evm.TU.Segkk3668_pilon.2",349,0,916,831,303,483,398,548,966,1460,303,325,204,553,207,"Segkk3668_pilon",7933,15854,7921,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5987","Acerv_evm.TU.Segkk3668_pilon.23",96,14,45,101,42,110,59,36,42,45,25,68,41,76,33,"Segkk3668_pilon",289479,294014,4535,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5989","Acerv_evm.TU.Segkk3668_pilon.26",273,0,482,440,157,272,175,46,78,81,46,231,85,265,105,"Segkk3668_pilon",318906,319892,986,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5990","Acerv_evm.TU.Segkk3668_pilon.28",144,1,283,228,92,172,119,28,40,50,26,115,70,145,70,"Segkk3668_pilon",329874,332101,2227,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5991","Acerv_evm.TU.Segkk3668_pilon.29",48,1,124,81,29,41,28,6,13,25,6,47,23,47,12,"Segkk3668_pilon",339081,340805,1724,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"5992","Acerv_evm.TU.Segkk3668_pilon.31",32,1,94,76,23,48,37,14,14,17,13,45,18,52,23,"Segkk3668_pilon",349950,350864,914,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6003","Acerv_evm.TU.Segkk3671_pilon.1",38,0,99,64,41,61,30,56,59,120,27,21,0,90,16,"Segkk3671_pilon",700,4753,4053,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6004","Acerv_evm.TU.Segkk3673_pilon.10",34,0,53,122,14,81,19,24,66,69,16,15,7,31,10,"Segkk3673_pilon",131323,137493,6170,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
