Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Mcavernosa.maker.proteins
OG0013610	XP_020626968.1, XP_020626790.1	Mcavernosa20291-RA
OG0013611	XP_020626832.1, XP_020626830.1	Mcavernosa25023-RA, Mcavernosa25026-RA
OG0013614	XP_020626903.1	Mcavernosa24966-RA
OG0013615	XP_020626912.1	Mcavernosa25304-RA
OG0013616	XP_020626948.1, XP_020626950.1	Mcavernosa20299-RA
OG0013617	XP_020627004.1, XP_020627003.1	Mcavernosa02369-RA
OG0013618	XP_020627005.1	Mcavernosa21571-RA, Mcavernosa21570-RA
OG0013621	XP_020627157.1	Mcavernosa16571-RA
OG0013622	XP_020627158.1	Mcavernosa34382-RA, Mcavernosa34381-RA
OG0013623	XP_020627166.1	Mcavernosa16554-RA
OG0013624	XP_020627193.1	Mcavernosa06174-RA
OG0013625	XP_020627284.1, XP_020627285.1	Mcavernosa29547-RA
OG0013626	XP_020627291.1, XP_020627290.1	Mcavernosa29546-RA
OG0013627	XP_020627351.1, XP_020627354.1	Mcavernosa02814-RA
OG0013628	XP_020627525.1, XP_020627524.1	Mcavernosa29218-RA
OG0013629	XP_020627597.1	Mcavernosa02338-RA
OG0013630	XP_020627633.1, XP_020627634.1	Mcavernosa20539-RA
OG0013631	XP_020627646.1	Mcavernosa14722-RA
OG0013632	XP_020627652.1	Mcavernosa29039-RA
OG0013633	XP_020627654.1	Mcavernosa18549-RA
OG0013634	XP_020627663.1	Mcavernosa20553-RA, Mcavernosa13506-RA
OG0013635	XP_020627738.1	Mcavernosa16596-RA, Mcavernosa16599-RA, Mcavernosa16598-RA
OG0013636	XP_020628415.1	Mcavernosa11339-RA, Mcavernosa25671-RA
OG0013637	XP_020628436.1	Mcavernosa25673-RA
OG0013638	XP_020628637.1, XP_020628636.1	Mcavernosa21863-RA
OG0013640	XP_020628702.1	Mcavernosa14780-RA
OG0013641	XP_020628745.1	Mcavernosa11268-RA
OG0013642	XP_020628764.1, XP_020628761.1	Mcavernosa08974-RA
OG0013644	XP_020628972.1, XP_020628973.1	Mcavernosa05492-RA
OG0013645	XP_020629008.1	Mcavernosa24683-RA
OG0013646	XP_020629014.1	Mcavernosa30151-RA
OG0013647	XP_020629045.1	Mcavernosa05488-RA
OG0013649	XP_020629123.1, XP_020629127.1, XP_020629126.1	Mcavernosa05802-RA
OG0013650	XP_020629179.1	Mcavernosa28061-RA
OG0013651	XP_020629230.1, XP_020629227.1, XP_020629229.1	Mcavernosa01530-RA
OG0013652	XP_020629306.1	Mcavernosa26557-RA
OG0013653	XP_020629393.1, XP_020629392.1	Mcavernosa13039-RA, Mcavernosa13042-RA
OG0013654	XP_020629401.1, XP_020629402.1	Mcavernosa22064-RA
OG0013656	XP_020629709.1, XP_020629554.1, XP_020629553.1	Mcavernosa20333-RA
OG0013658	XP_020629633.1	Mcavernosa11333-RA
OG0013659	XP_020629681.1	Mcavernosa24008-RA, Mcavernosa24006-RA
OG0013660	XP_020629695.1, XP_020629694.1	Mcavernosa18337-RA
OG0013661	XP_020629924.1, XP_020629925.1	Mcavernosa06545-RA, Mcavernosa06546-RA
OG0013662	XP_020630000.1	Mcavernosa00576-RA
OG0013663	XP_020630066.1, XP_020630064.1, XP_020630065.1	Mcavernosa18632-RA
OG0013664	XP_020630284.1, XP_020630285.1	Mcavernosa23351-RA
OG0013666	XP_020630476.1	Mcavernosa15543-RA
OG0013666	XP_020630439.1	Mcavernosa15545-RA
OG0013667	XP_020630506.1	Mcavernosa19411-RA
OG0013668	XP_020630508.1, XP_020630507.1	Mcavernosa19412-RA
OG0013669	XP_020630587.1	Mcavernosa08346-RA
OG0013670	XP_020630618.1	Mcavernosa07919-RA
OG0013672	XP_020630676.1	Mcavernosa04049-RA
OG0013672	XP_020630862.1	Mcavernosa04044-RA
OG0013674	XP_020630888.1, XP_020630889.1, XP_020630890.1, XP_020630887.1	Mcavernosa13152-RA
OG0013675	XP_020630962.1, XP_020630963.1	Mcavernosa09203-RA
OG0013676	XP_020631086.1	Mcavernosa13117-RA
OG0013678	XP_020631114.1, XP_020631113.1, XP_020631115.1	Mcavernosa22356-RA
OG0013679	XP_020631153.1	Mcavernosa14928-RA
OG0013680	XP_020631185.1	Mcavernosa15646-RA
OG0013681	XP_020631186.1	Mcavernosa18587-RA
OG0013682	XP_020631281.1	Mcavernosa15651-RA, Mcavernosa15648-RA
OG0013683	XP_020631458.1	Mcavernosa06144-RA, Mcavernosa06161-RA
OG0013684	XP_020631542.1, XP_020631523.1	Mcavernosa08132-RA
OG0013685	XP_020631590.1, XP_020631591.1, XP_020631589.1	Mcavernosa24249-RA
OG0013687	XP_020631742.1, XP_020631743.1	Mcavernosa18109-RA
OG0013688	XP_020631779.1	Mcavernosa06975-RA
OG0013689	XP_020631780.1, XP_020631781.1	Mcavernosa06974-RA
OG0013690	XP_020631834.1	Mcavernosa06964-RA
OG0013691	XP_020631845.1	Mcavernosa27007-RA
OG0013692	XP_020631991.1	Mcavernosa02549-RA, Mcavernosa02550-RA
OG0013693	XP_020632031.1	Mcavernosa22824-RA
OG0013694	XP_020632264.1, XP_020632122.1	Mcavernosa24914-RA
OG0013695	XP_020632192.1	Mcavernosa06466-RA, Mcavernosa06467-RA, Mcavernosa00438-RA
OG0013696	XP_020632254.1	Mcavernosa24884-RA
OG0013697	XP_020632389.1	Mcavernosa18506-RA
OG0013698	XP_020632547.1, XP_020632570.1, XP_020632569.1	Mcavernosa28279-RA
OG0013699	XP_020632578.1	Mcavernosa28282-RA
OG0013700	XP_020632591.1, XP_020632599.1	Mcavernosa15877-RA
OG0013703	YP_271955.1, YP_271956.1	Mcavernosa30574-RA, Mcavernosa30570-RA
OG0013799	XP_020627382.1	Mcavernosa18277-RA
OG0013805	XP_020623566.1	Mcavernosa21473-RA
OG0013808	XP_020611416.1	Mcavernosa00222-RA
OG0013812	XP_020628930.1	Mcavernosa32335-RA
OG0013813	XP_020605091.1	Mcavernosa17964-RA
OG0013815	XP_020608558.1	Mcavernosa19025-RA
OG0013819	XP_020602913.1	Mcavernosa12059-RA
OG0013825	XP_020612681.1	Mcavernosa04141-RA
OG0013829	XP_020619428.1	Mcavernosa15849-RA
OG0013831	XP_020611797.1	Mcavernosa18899-RA
OG0013833	XP_020631605.1	Mcavernosa08102-RA
OG0013835	XP_020618263.1	Mcavernosa09280-RA
OG0013840	XP_020611212.1	Mcavernosa28792-RA
OG0013845	XP_020613662.1	Mcavernosa27616-RA
OG0013850	XP_020625936.1	Mcavernosa24405-RA
OG0013869	XP_020601779.1	Mcavernosa31846-RA
OG0013870	XP_020601770.1	Mcavernosa31847-RA
OG0013871	XP_020628199.1	Mcavernosa31849-RA
OG0013872	XP_020600507.1	Mcavernosa31850-RA
OG0013877	XP_020624900.1, XP_020624901.1	Mcavernosa21599-RA
OG0013879	XP_020620597.1	Mcavernosa25243-RA
OG0013887	XP_020622577.1	Mcavernosa12832-RA
OG0013889	XP_020619052.1	Mcavernosa15487-RA
OG0013890	XP_020606172.1	Mcavernosa29924-RA
OG0013895	XP_020616350.1	Mcavernosa08492-RA
OG0013897	XP_020615685.1	Mcavernosa29636-RA
OG0013903	XP_020625598.1	Mcavernosa16508-RA
OG0013904	XP_020624206.1	Mcavernosa01858-RA
OG0013909	XP_020622377.1	Mcavernosa30070-RA
OG0013917	XP_020616904.1	Mcavernosa04206-RA
OG0013918	XP_020617128.1	Mcavernosa21207-RA
OG0013920	XP_020631054.1	Mcavernosa13113-RA
OG0013921	XP_020631053.1	Mcavernosa13112-RA
OG0013922	XP_020631088.1	Mcavernosa13115-RA
OG0013930	XP_020616407.1	Mcavernosa04958-RA
OG0013931	XP_020617076.1	Mcavernosa10593-RA
OG0013952	XP_020608476.1	Mcavernosa21081-RA
OG0013955	XP_020624112.1	Mcavernosa02842-RA
OG0013962	XP_020614855.1	Mcavernosa13438-RA
OG0013966	XP_020623838.1	Mcavernosa17468-RA
OG0013969	XP_020619201.1	Mcavernosa04271-RA
OG0013976	XP_020602262.1	Mcavernosa01719-RA
OG0013992	XP_020617459.1	Mcavernosa18008-RA
OG0013993	XP_020623629.1	Mcavernosa32485-RA
OG0013996	XP_020602229.1	Mcavernosa15789-RA
OG0013999	XP_020601607.1	Mcavernosa19992-RA
OG0014000	XP_020627188.1	Mcavernosa02857-RA
OG0014003	XP_020604920.1	Mcavernosa11968-RA
OG0014004	XP_020629358.1	Mcavernosa11965-RA
OG0014006	XP_020621891.1	Mcavernosa15961-RA
OG0014021	XP_020612288.1	Mcavernosa02758-RA
OG0014024	XP_020615665.1	Mcavernosa12920-RA
OG0014026	XP_020609732.1	Mcavernosa28498-RA
OG0014029	XP_020627776.1	Mcavernosa03718-RA
OG0014042	XP_020626706.1	Mcavernosa15830-RA
OG0014043	XP_020628037.1	Mcavernosa05226-RA
OG0014048	XP_020606040.1	Mcavernosa31975-RA
OG0014050	XP_020606105.1	Mcavernosa31954-RA
OG0014057	XP_020615914.1	Mcavernosa16114-RA
OG0014060	XP_020626355.1	Mcavernosa32852-RA
OG0014062	XP_020631337.1	Mcavernosa10083-RA
OG0014070	XP_020623278.1	Mcavernosa10283-RA
OG0014073	XP_020627934.1	Mcavernosa12018-RA
OG0014077	XP_020624699.1	Mcavernosa00312-RA
OG0014085	XP_020624160.1	Mcavernosa09009-RA
OG0014086	XP_020624172.1	Mcavernosa09008-RA
OG0014087	XP_020624165.1	Mcavernosa09010-RA
OG0014089	XP_020632400.1	Mcavernosa04375-RA
OG0014101	XP_020627356.1	Mcavernosa06682-RA
OG0014105	XP_020616920.1	Mcavernosa11162-RA
OG0014110	XP_020620753.1	Mcavernosa28121-RA
OG0014112	XP_020628482.1	Mcavernosa02033-RA
OG0014113	XP_020628473.1	Mcavernosa02037-RA
OG0014114	XP_020628527.1	Mcavernosa02028-RA
OG0014115	XP_020628468.1	Mcavernosa02026-RA
OG0014117	XP_020605738.1	Mcavernosa17092-RA
OG0014118	XP_020623373.1	Mcavernosa06285-RA
OG0014122	XP_020610697.1	Mcavernosa07776-RA
OG0014123	XP_020610699.1	Mcavernosa07775-RA
OG0014124	XP_020631087.1	Mcavernosa13116-RA
OG0014125	XP_020622316.1	Mcavernosa01018-RA
OG0014132	XP_020631918.1	Mcavernosa29875-RA
OG0014135	XP_020603344.1	Mcavernosa17829-RA
OG0014141	XP_020616414.1	Mcavernosa19354-RA
OG0014144	XP_020624074.1	Mcavernosa12772-RA
OG0014154	XP_020606483.1	Mcavernosa26508-RA
OG0014163	XP_020627477.1	Mcavernosa32510-RA
OG0014165	XP_020604159.1	Mcavernosa12702-RA
OG0014170	XP_020609418.1	Mcavernosa18858-RA, Mcavernosa18866-RA
OG0014172	XP_020630598.1	Mcavernosa08018-RA
OG0014180	XP_020628275.1	Mcavernosa09054-RA
OG0014182	XP_020602181.1	Mcavernosa15784-RA
OG0014186	XP_020606787.1	Mcavernosa03753-RA, Mcavernosa02475-RA
OG0014189	XP_020625387.1	Mcavernosa24106-RA
OG0014199	XP_020612871.1	Mcavernosa11787-RA
OG0014201	XP_020612753.1	Mcavernosa07862-RA
OG0014202	XP_020612738.1	Mcavernosa07859-RA
OG0014203	XP_020604307.1	Mcavernosa25173-RA
OG0014204	XP_020623467.1	Mcavernosa31623-RA
OG0014210	XP_020614555.1	Mcavernosa14284-RA
OG0014212	XP_020614495.1, XP_020630135.1	Mcavernosa22820-RA
OG0014214	XP_020630933.1	Mcavernosa06122-RA, Mcavernosa06124-RA
OG0014225	XP_020612979.1	Mcavernosa29622-RA
OG0014229	XP_020616681.1	Mcavernosa09169-RA
OG0014235	XP_020616961.1	Mcavernosa01923-RA
OG0014252	XP_020626558.1	Mcavernosa14691-RA
OG0014266	XP_020625136.1	Mcavernosa00129-RA
OG0014267	XP_020609205.1	Mcavernosa14154-RA
OG0014269	XP_020611880.1	Mcavernosa28717-RA
OG0014273	XP_020621231.1, XP_020621229.1	Mcavernosa24535-RA
OG0014276	XP_020603283.1	Mcavernosa33903-RA
OG0014277	XP_020624820.1	Mcavernosa12622-RA
OG0014281	XP_020631274.1	Mcavernosa00481-RA
OG0014297	XP_020618195.1	Mcavernosa09089-RA
OG0014303	XP_020618957.1	Mcavernosa15330-RA
OG0014311	XP_020613302.1	Mcavernosa08901-RA
OG0014316	XP_020612391.1	Mcavernosa16406-RA
OG0014319	XP_020618226.1	Mcavernosa01567-RA
OG0014320	XP_020614025.1, XP_020624986.1	Mcavernosa00619-RA
OG0014332	XP_020625885.1	Mcavernosa04867-RA
OG0014333	XP_020625909.1, XP_020625908.1	Mcavernosa21597-RA
OG0014337	XP_020613442.1	Mcavernosa07725-RA
OG0014342	XP_020632802.1	Mcavernosa12909-RA, Mcavernosa21908-RA
OG0014357	XP_020618471.1	Mcavernosa07481-RA
OG0014359	XP_020612522.1	Mcavernosa03117-RA
OG0014363	XP_020603250.1	Mcavernosa00883-RA
OG0014367	XP_020607978.1, XP_020607971.1	Mcavernosa02570-RA
OG0014373	XP_020610040.1	Mcavernosa08213-RA
OG0014375	XP_020610074.1	Mcavernosa08214-RA
OG0014376	XP_020610022.1	Mcavernosa08238-RA
OG0014377	XP_020610077.1	Mcavernosa08230-RA
OG0014384	XP_020610881.1	Mcavernosa13723-RA
OG0014385	XP_020621118.1	Mcavernosa08566-RA
OG0014389	XP_020604492.1	Mcavernosa13825-RA
OG0014398	XP_020600433.1	Mcavernosa17630-RA
OG0014403	XP_020608679.1	Mcavernosa11720-RA
OG0014405	XP_020620603.1	Mcavernosa16862-RA
OG0014409	XP_020601062.1, XP_020601064.1	Mcavernosa04851-RA
OG0014411	XP_020609143.1	Mcavernosa10605-RA
OG0014413	XP_020611539.1	Mcavernosa10609-RA
OG0014417	XP_020621706.1, XP_020621705.1	Mcavernosa11624-RA
OG0014418	XP_020623877.1	Mcavernosa27906-RA
OG0014437	XP_020624881.1	Mcavernosa06137-RA
OG0014440	XP_020614605.1	Mcavernosa06107-RA
OG0014441	XP_020614779.1	Mcavernosa28621-RA
OG0014443	XP_020614708.1	Mcavernosa28635-RA
OG0014454	XP_020614670.1	Mcavernosa06086-RA
OG0014457	XP_020632377.1	Mcavernosa15151-RA
OG0014459	XP_020626601.1	Mcavernosa31325-RA
OG0014472	XP_020607580.1	Mcavernosa31389-RA
OG0014475	XP_020619040.1	Mcavernosa13803-RA
OG0014476	XP_020611037.1	Mcavernosa10222-RA
OG0014485	XP_020603843.1	Mcavernosa32054-RA
OG0014486	XP_020626822.1	Mcavernosa08205-RA
OG0014491	XP_020632086.1	Mcavernosa03157-RA
OG0014495	XP_020605057.1	Mcavernosa12073-RA
OG0014501	XP_020601954.1	Mcavernosa28149-RA
OG0014504	XP_020632611.1	Mcavernosa14662-RA
OG0014507	XP_020631405.1	Mcavernosa00452-RA
OG0014508	XP_020631712.1	Mcavernosa32942-RA
OG0014515	XP_020614691.1	Mcavernosa08859-RA
OG0014520	XP_020627398.1	Mcavernosa06722-RA
OG0014521	XP_020613233.1, XP_020613232.1	Mcavernosa14750-RA
OG0014532	XP_020617031.1	Mcavernosa35217-RA
OG0014534	XP_020617002.1	Mcavernosa05243-RA
OG0014535	XP_020616995.1	Mcavernosa05239-RA
OG0014538	XP_020609426.1	Mcavernosa03035-RA
OG0014540	XP_020614726.1	Mcavernosa14294-RA, Mcavernosa14288-RA
OG0014543	XP_020622328.1	Mcavernosa01012-RA
OG0014544	XP_020628952.1	Mcavernosa05640-RA
OG0014550	XP_020630667.1	Mcavernosa07936-RA
OG0014553	XP_020627499.1	Mcavernosa26231-RA
OG0014556	XP_020607999.1	Mcavernosa10815-RA
OG0014561	XP_020628133.1	Mcavernosa33259-RA
OG0014564	XP_020615736.1	Mcavernosa05377-RA
OG0014583	XP_020630383.1	Mcavernosa13592-RA
OG0014584	XP_020605227.1	Mcavernosa18693-RA
OG0014585	XP_020610361.1	Mcavernosa09993-RA
OG0014586	XP_020621680.1	Mcavernosa23950-RA
OG0014587	XP_020630081.1	Mcavernosa19487-RA
OG0014588	XP_020630082.1	Mcavernosa19492-RA
OG0014591	XP_020631681.1	Mcavernosa13921-RA
OG0014592	XP_020631700.1	Mcavernosa25093-RA
OG0014596	XP_020608107.1	Mcavernosa08381-RA
OG0014604	XP_020618506.1	Mcavernosa03316-RA
OG0014606	XP_020607979.1	Mcavernosa05138-RA
OG0014610	XP_020628222.1	Mcavernosa27110-RA
OG0014617	XP_020627512.1	Mcavernosa13569-RA
OG0014620	XP_020602674.1	Mcavernosa30903-RA
OG0014621	XP_020602789.1	Mcavernosa30882-RA
OG0014625	XP_020622772.1	Mcavernosa06913-RA
OG0014626	XP_020606838.1	Mcavernosa31579-RA
OG0014630	XP_020603913.1	Mcavernosa01813-RA
OG0014639	XP_020617986.1, XP_020617985.1	Mcavernosa21059-RA
OG0014640	XP_020602675.1	Mcavernosa34737-RA
OG0014649	XP_020624347.1	Mcavernosa07133-RA
OG0014651	XP_020624280.1	Mcavernosa10785-RA
OG0014652	XP_020624314.1	Mcavernosa10784-RA
OG0014655	XP_020609199.1, XP_020609200.1	Mcavernosa14192-RA
OG0014673	XP_020601941.1	Mcavernosa05396-RA
OG0014674	XP_020626234.1	Mcavernosa27216-RA
OG0014675	XP_020626260.1	Mcavernosa20587-RA
OG0014685	XP_020630950.1, XP_020630949.1	Mcavernosa32791-RA
OG0014699	XP_020612660.1	Mcavernosa01430-RA
OG0014701	XP_020628325.1	Mcavernosa13000-RA
OG0014709	XP_020622173.1	Mcavernosa25271-RA
OG0014711	XP_020629380.1, XP_020629382.1	Mcavernosa26574-RA
OG0014712	XP_020616221.1	Mcavernosa15199-RA
OG0014715	XP_020610683.1	Mcavernosa10642-RA
OG0014717	XP_020610667.1	Mcavernosa10641-RA
OG0014719	XP_020611339.1, XP_020611340.1	Mcavernosa15389-RA
OG0014726	XP_020631104.1	Mcavernosa14915-RA
OG0014729	XP_020628519.1	Mcavernosa34113-RA
OG0014737	XP_020608007.1	Mcavernosa09547-RA
OG0014740	XP_020604155.1	Mcavernosa12692-RA
OG0014745	XP_020601687.1	Mcavernosa27808-RA
OG0014746	XP_020615938.1	Mcavernosa19510-RA
OG0014749	XP_020629451.1	Mcavernosa32167-RA
OG0014752	XP_020613896.1	Mcavernosa05818-RA
OG0014763	XP_020607245.1	Mcavernosa22561-RA
OG0014765	XP_020609800.1	Mcavernosa17049-RA
OG0014773	XP_020611827.1	Mcavernosa16659-RA
OG0014774	XP_020617703.1	Mcavernosa16674-RA
OG0014779	XP_020601536.1	Mcavernosa10524-RA
OG0014781	XP_020609226.1	Mcavernosa14146-RA
OG0014786	XP_020623416.1	Mcavernosa32475-RA
OG0014793	XP_020609204.1	Mcavernosa14156-RA
OG0014795	XP_020607614.1	Mcavernosa29565-RA
OG0014800	XP_020621267.1	Mcavernosa21714-RA
OG0014808	XP_020626290.1	Mcavernosa05906-RA
OG0014822	XP_020628011.1	Mcavernosa07065-RA
OG0014824	XP_020626227.1	Mcavernosa05948-RA
OG0014831	XP_020601200.1	Mcavernosa06865-RA
OG0014834	XP_020629163.1	Mcavernosa26885-RA
OG0014841	XP_020624229.1	Mcavernosa11250-RA
OG0014859	XP_020600750.1	Mcavernosa12425-RA
OG0014865	XP_020605823.1, XP_020626727.1	Mcavernosa07590-RA
OG0014870	XP_020617199.1	Mcavernosa17310-RA
OG0014876	XP_020603280.1	Mcavernosa04633-RA, Mcavernosa04635-RA
OG0014877	XP_020607261.1	Mcavernosa31164-RA
OG0014878	XP_020624060.1	Mcavernosa10372-RA
OG0014881	XP_020619816.1	Mcavernosa02168-RA
OG0014882	XP_020619821.1	Mcavernosa02167-RA
OG0014883	XP_020613567.1	Mcavernosa27932-RA
OG0014886	XP_020603911.1	Mcavernosa01816-RA
OG0014891	XP_020601313.1	Mcavernosa32683-RA
OG0014894	XP_020601310.1	Mcavernosa20683-RA
OG0014905	XP_020618592.1	Mcavernosa10029-RA
OG0014909	XP_020625894.1	Mcavernosa04900-RA
OG0014910	XP_020616608.1	Mcavernosa13063-RA
OG0014911	XP_020616514.1	Mcavernosa13048-RA
OG0014912	XP_020629334.1	Mcavernosa29078-RA
OG0014914	XP_020611667.1	Mcavernosa01998-RA
OG0014921	XP_020616134.1	Mcavernosa01335-RA, Mcavernosa33737-RA
OG0014924	XP_020603622.1	Mcavernosa23626-RA
OG0014927	XP_020630457.1	Mcavernosa19409-RA
OG0014928	XP_020604090.1	Mcavernosa06498-RA
OG0014933	XP_020631724.1	Mcavernosa21228-RA
OG0014934	XP_020620951.1	Mcavernosa11086-RA
OG0014938	XP_020602344.1	Mcavernosa02456-RA
OG0014940	XP_020600869.1	Mcavernosa07791-RA
OG0014948	XP_020622319.1	Mcavernosa01115-RA
OG0014954	XP_020625087.1	Mcavernosa00163-RA
OG0014959	XP_020630585.1	Mcavernosa08347-RA
OG0014963	XP_020604415.1	Mcavernosa01121-RA
OG0014965	XP_020622552.1	Mcavernosa05711-RA
OG0014967	XP_020621668.1	Mcavernosa18246-RA
OG0014972	XP_020621751.1	Mcavernosa13629-RA
OG0014975	XP_020623179.1	Mcavernosa31126-RA
OG0014979	XP_020603398.1	Mcavernosa30800-RA
OG0014980	XP_020610160.1	Mcavernosa10208-RA
OG0014984	XP_020612454.1	Mcavernosa26897-RA
OG0014985	XP_020607032.1	Mcavernosa26739-RA
OG0014986	XP_020612459.1	Mcavernosa01656-RA
OG0014987	XP_020612460.1	Mcavernosa26896-RA
OG0014989	XP_020608342.1	Mcavernosa31540-RA
OG0015000	XP_020610236.1	Mcavernosa18364-RA
OG0015006	XP_020604134.1	Mcavernosa12711-RA
OG0015008	XP_020619418.1	Mcavernosa31760-RA
OG0015013	XP_020606005.1	Mcavernosa26205-RA
OG0015014	XP_020605959.1	Mcavernosa26203-RA
OG0015021	XP_020605351.1	Mcavernosa07610-RA, Mcavernosa07615-RA
OG0015025	XP_020606455.1	Mcavernosa28783-RA
OG0015026	XP_020602317.1	Mcavernosa29222-RA
OG0015029	XP_020602295.1	Mcavernosa29223-RA
OG0015030	XP_020602296.1	Mcavernosa14320-RA
OG0015037	XP_020605345.1	Mcavernosa15121-RA
OG0015038	XP_020630857.1	Mcavernosa04921-RA
OG0015039	XP_020620172.1	Mcavernosa04715-RA
OG0015048	XP_020607361.1	Mcavernosa06668-RA
OG0015051	XP_020606303.1	Mcavernosa17997-RA
OG0015052	XP_020609499.1	Mcavernosa18718-RA
OG0015054	XP_020618425.1	Mcavernosa19110-RA
OG0015055	XP_020618415.1	Mcavernosa19111-RA
OG0015056	XP_020618411.1	Mcavernosa19105-RA
OG0015060	XP_020611905.1	Mcavernosa11316-RA
OG0015061	XP_020602276.1	Mcavernosa27361-RA
OG0015063	XP_020620673.1	Mcavernosa23314-RA
OG0015064	XP_020611176.1	Mcavernosa07674-RA
OG0015071	XP_020632105.1	Mcavernosa02961-RA
OG0015072	XP_020620661.1	Mcavernosa20954-RA
OG0015073	XP_020626016.1	Mcavernosa16172-RA
OG0015077	XP_020615516.1	Mcavernosa10997-RA
OG0015083	XP_020631823.1	Mcavernosa06983-RA
OG0015087	XP_020631066.1	Mcavernosa19306-RA
OG0015100	XP_020619589.1	Mcavernosa08787-RA
OG0015109	XP_020601182.1	Mcavernosa19039-RA
OG0015113	XP_020627261.1	Mcavernosa26472-RA
OG0015117	XP_020630581.1	Mcavernosa00510-RA
OG0015119	XP_020616404.1	Mcavernosa14396-RA
OG0015129	XP_020628134.1	Mcavernosa10094-RA
OG0015133	XP_020621028.1	Mcavernosa31651-RA
OG0015134	XP_020620729.1	Mcavernosa12521-RA
OG0015140	XP_020615841.1	Mcavernosa10299-RA
OG0015141	XP_020600463.1, XP_020600552.1	Mcavernosa14205-RA
OG0015143	XP_020602168.1	Mcavernosa15779-RA
OG0015145	XP_020611942.1	Mcavernosa28722-RA
OG0015154	XP_020602333.1	Mcavernosa32842-RA
OG0015155	XP_020603625.1	Mcavernosa32313-RA
OG0015156	XP_020606726.1	Mcavernosa31589-RA
OG0015157	XP_020625963.1	Mcavernosa10727-RA
OG0015158	XP_020613108.1	Mcavernosa20131-RA
OG0015162	XP_020600430.1, XP_020600423.1	Mcavernosa17515-RA, Mcavernosa34281-RA
OG0015165	XP_020600843.1	Mcavernosa29381-RA
OG0015166	XP_020600907.1	Mcavernosa32138-RA
OG0015167	XP_020601006.1	Mcavernosa30452-RA
OG0015168	XP_020601029.1	Mcavernosa31502-RA
OG0015169	XP_020601169.1, XP_020601054.1, XP_020601055.1	Mcavernosa15762-RA
OG0015170	XP_020601114.1	Mcavernosa26989-RA
OG0015171	XP_020601154.1, XP_020601162.1	Mcavernosa00816-RA
OG0015174	XP_020601197.1	Mcavernosa14548-RA
OG0015175	XP_020601203.1	Mcavernosa06864-RA
OG0015176	XP_020601207.1, XP_020601205.1	Mcavernosa06876-RA
OG0015178	XP_020601318.1	Mcavernosa21950-RA
OG0015179	XP_020601347.1	Mcavernosa06857-RA
OG0015180	XP_020601402.1	Mcavernosa11489-RA
OG0015181	XP_020601515.1, XP_020601517.1	Mcavernosa23644-RA
OG0015182	XP_020601518.1, XP_020601520.1, XP_020601519.1	Mcavernosa24254-RA
OG0015183	XP_020601542.1	Mcavernosa31494-RA
OG0015184	XP_020601581.1	Mcavernosa23642-RA
OG0015185	XP_020601703.1	Mcavernosa21021-RA
OG0015186	XP_020601737.1	Mcavernosa09646-RA
OG0015187	XP_020601764.1, XP_020601767.1	Mcavernosa03156-RA
OG0015188	XP_020601773.1	Mcavernosa11173-RA
OG0015189	XP_020601844.1	Mcavernosa31356-RA
OG0015191	XP_020601991.1	Mcavernosa12334-RA
OG0015192	XP_020601997.1	Mcavernosa12358-RA
OG0015193	XP_020602046.1	Mcavernosa31101-RA
OG0015194	XP_020602116.1	Mcavernosa09430-RA
OG0015196	XP_020602167.1	Mcavernosa33684-RA
OG0015197	XP_020602182.1	Mcavernosa15783-RA
OG0015198	XP_020602203.1	Mcavernosa06264-RA
OG0015199	XP_020602228.1	Mcavernosa26131-RA
OG0015201	XP_020602270.1	Mcavernosa18939-RA
OG0015204	XP_020602385.1, XP_020602376.1	Mcavernosa02457-RA
OG0015205	XP_020602462.1	Mcavernosa18399-RA
OG0015206	XP_020602470.1	Mcavernosa10851-RA
OG0015208	XP_020602610.1	Mcavernosa32919-RA
OG0015209	XP_020602615.1	Mcavernosa30881-RA
OG0015210	XP_020602641.1	Mcavernosa25445-RA
OG0015212	XP_020602870.1	Mcavernosa12056-RA
OG0015213	XP_020602896.1	Mcavernosa12053-RA
OG0015214	XP_020602934.1	Mcavernosa22868-RA, Mcavernosa22869-RA
OG0015215	XP_020602977.1	Mcavernosa18977-RA
OG0015216	XP_020603062.1	Mcavernosa24645-RA
OG0015219	XP_020603133.1, XP_020603134.1	Mcavernosa06452-RA
OG0015220	XP_020603149.1, XP_020603151.1	Mcavernosa06456-RA
OG0015222	XP_020603216.1	Mcavernosa04645-RA
OG0015224	XP_020603351.1	Mcavernosa18936-RA
OG0015225	XP_020611038.1, XP_020632523.1, XP_020603367.1	Mcavernosa33959-RA
OG0015226	XP_020603388.1	Mcavernosa23145-RA
OG0015227	XP_020603415.1	Mcavernosa21260-RA
OG0015228	XP_020603517.1	Mcavernosa28040-RA
OG0015229	XP_020603523.1	Mcavernosa33836-RA
OG0015230	XP_020603585.1, XP_020603584.1	Mcavernosa28050-RA, Mcavernosa28048-RA
OG0015231	XP_020603626.1	Mcavernosa23629-RA
OG0015232	XP_020603646.1, XP_020603740.1	Mcavernosa08267-RA
OG0015233	XP_020603656.1	Mcavernosa09585-RA, Mcavernosa09586-RA
OG0015234	XP_020603707.1	Mcavernosa27538-RA
OG0015235	XP_020603792.1	Mcavernosa32798-RA, Mcavernosa24735-RA, Mcavernosa33153-RA
