Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Pocillopora_acuta_HIv1.genes.pep
OG0011157	XP_020629569.1	Pocillopora_acuta_HIv1_PredGene_g15671.t1
OG0011158	XP_020629571.1	Pocillopora_acuta_HIv1_PredGene_g15673.t1
OG0011159	XP_020621826.1	Pocillopora_acuta_HIv1_PredGene_g15661.t1
OG0011161	XP_020617337.1	Pocillopora_acuta_HIv1_PredGene_g19381.t1
OG0011162	XP_020624043.1	Pocillopora_acuta_HIv1_PredGene_g25547.t1
OG0011163	XP_020623939.1	Pocillopora_acuta_HIv1_PredGene_g25546.t1
OG0011164	XP_020617728.1	Pocillopora_acuta_HIv1_PredGene_g4306.t1
OG0011165	XP_020619761.1	Pocillopora_acuta_HIv1_PredGene_g6551.t1
OG0011166	XP_020630290.1, XP_020614928.1	Pocillopora_acuta_HIv1_PredGene_g4751.t1
OG0011167	XP_020621578.1, XP_020621579.1	Pocillopora_acuta_HIv1_PredGene_g12356.t1
OG0011168	XP_020616665.1	Pocillopora_acuta_HIv1_PredGene_g27598.t1
OG0011170	XP_020621617.1	Pocillopora_acuta_HIv1_PredGene_g27606.t1
OG0011171	XP_020621647.1	Pocillopora_acuta_HIv1_PredGene_g27608.t1
OG0011172	XP_020621546.1	Pocillopora_acuta_HIv1_PredGene_g27619.t1
OG0011173	XP_020621545.1	Pocillopora_acuta_HIv1_PredGene_g27611.t1
OG0011174	XP_020621622.1	Pocillopora_acuta_HIv1_PredGene_g27621.t1
OG0011175	XP_020621623.1	Pocillopora_acuta_HIv1_PredGene_g27620.t1
OG0011176	XP_020603030.1	Pocillopora_acuta_HIv1_PredGene_g29370.t1
OG0011177	XP_020603052.1	Pocillopora_acuta_HIv1_PredGene_g29368.t1
OG0011180	XP_020628615.1	Pocillopora_acuta_HIv1_PredGene_g14973.t1
OG0011181	XP_020629197.1	Pocillopora_acuta_HIv1_PredGene_g14944.t1
OG0011182	XP_020629739.1	Pocillopora_acuta_HIv1_PredGene_g14938.t1
OG0011183	XP_020625767.1	Pocillopora_acuta_HIv1_PredGene_g13011.t1
OG0011184	XP_020625742.1	Pocillopora_acuta_HIv1_PredGene_g13012.t1
OG0011185	XP_020621240.1	Pocillopora_acuta_HIv1_PredGene_g13008.t1
OG0011186	XP_020621396.1	Pocillopora_acuta_HIv1_PredGene_g13010.t1
OG0011188	XP_020616015.1	Pocillopora_acuta_HIv1_PredGene_g28732.t1
OG0011189	XP_020609914.1	Pocillopora_acuta_HIv1_PredGene_g28958.t1
OG0011190	XP_020609913.1	Pocillopora_acuta_HIv1_PredGene_g28961.t1
OG0011191	XP_020609829.1	Pocillopora_acuta_HIv1_PredGene_g28960.t1
OG0011192	XP_020627394.1	Pocillopora_acuta_HIv1_PredGene_g3454.t1
OG0011193	XP_020627359.1	Pocillopora_acuta_HIv1_PredGene_g3458.t1
OG0011194	XP_020602047.1	Pocillopora_acuta_HIv1_PredGene_g31022.t1
OG0011195	XP_020602086.1	Pocillopora_acuta_HIv1_PredGene_g31023.t1
OG0011196	XP_020602765.1	Pocillopora_acuta_HIv1_PredGene_g17659.t1
OG0011197	XP_020602743.1	Pocillopora_acuta_HIv1_PredGene_g17671.t1
OG0011198	XP_020602653.1	Pocillopora_acuta_HIv1_PredGene_g17673.t1
OG0011199	XP_020616304.1	Pocillopora_acuta_HIv1_PredGene_g16268.t1
OG0011200	XP_020617084.1	Pocillopora_acuta_HIv1_PredGene_g16265.t1
OG0011201	XP_020617058.1	Pocillopora_acuta_HIv1_PredGene_g16264.t1
OG0011202	XP_020622936.1	Pocillopora_acuta_HIv1_PredGene_g2109.t1
OG0011203	XP_020622956.1	Pocillopora_acuta_HIv1_PredGene_g2114.t1
OG0011204	XP_020622911.1	Pocillopora_acuta_HIv1_PredGene_g2113.t1
OG0011205	XP_020622913.1, XP_020622943.1	Pocillopora_acuta_HIv1_PredGene_g2110.t1
OG0011206	XP_020616348.1	Pocillopora_acuta_HIv1_PredGene_g16276.t1
OG0011207	XP_020616347.1	Pocillopora_acuta_HIv1_PredGene_g16273.t1
OG0011208	XP_020616296.1	Pocillopora_acuta_HIv1_PredGene_g16269.t1
OG0011209	XP_020622949.1	Pocillopora_acuta_HIv1_PredGene_g18108.t1
OG0011210	XP_020602137.1	Pocillopora_acuta_HIv1_PredGene_g18111.t1
OG0011211	XP_020616282.1	Pocillopora_acuta_HIv1_PredGene_g16271.t1
OG0011214	XP_020629936.1	Pocillopora_acuta_HIv1_PredGene_g906.t1
OG0011215	XP_020629976.1	Pocillopora_acuta_HIv1_PredGene_g914.t1
OG0011216	XP_020629942.1	Pocillopora_acuta_HIv1_PredGene_g917.t1
OG0011217	XP_020609164.1	Pocillopora_acuta_HIv1_PredGene_g881.t1
OG0011218	XP_020620299.1	Pocillopora_acuta_HIv1_PredGene_g10867.t1
OG0011219	XP_020614952.1	Pocillopora_acuta_HIv1_PredGene_g899.t1
OG0011221	XP_020606612.1	Pocillopora_acuta_HIv1_PredGene_g25117.t1
OG0011223	XP_020607461.1	Pocillopora_acuta_HIv1_PredGene_g5455.t1
OG0011224	XP_020607466.1	Pocillopora_acuta_HIv1_PredGene_g5453.t1
OG0011225	XP_020607516.1	Pocillopora_acuta_HIv1_PredGene_g5452.t2
OG0011226	XP_020607452.1	Pocillopora_acuta_HIv1_PredGene_g5451.t1
OG0011227	XP_020607454.1	Pocillopora_acuta_HIv1_PredGene_g5447.t1
OG0011228	XP_020629701.1	Pocillopora_acuta_HIv1_PredGene_g24190.t1
OG0011229	XP_020624724.1	Pocillopora_acuta_HIv1_PredGene_g10945.t1
OG0011230	XP_020607451.1	Pocillopora_acuta_HIv1_PredGene_g5449.t1
OG0011231	XP_020600559.1	Pocillopora_acuta_HIv1_PredGene_g5717.t1
OG0011232	XP_020617012.1	Pocillopora_acuta_HIv1_PredGene_g4395.t1
OG0011233	XP_020617026.1	Pocillopora_acuta_HIv1_PredGene_g4390.t1
OG0011234	XP_020617016.1	Pocillopora_acuta_HIv1_PredGene_g4391.t1
OG0011235	XP_020617004.1	Pocillopora_acuta_HIv1_PredGene_g4382.t1
OG0011236	XP_020617046.1	Pocillopora_acuta_HIv1_PredGene_g4383.t1
OG0011237	XP_020617045.1	Pocillopora_acuta_HIv1_PredGene_g4385.t1
OG0011238	XP_020617000.1, XP_020617001.1	Pocillopora_acuta_HIv1_PredGene_g19640.t1
OG0011239	XP_020608687.1	Pocillopora_acuta_HIv1_PredGene_g27092.t1
OG0011240	XP_020621176.1	Pocillopora_acuta_HIv1_PredGene_g29584.t1
OG0011241	XP_020621177.1	Pocillopora_acuta_HIv1_PredGene_g29581.t1
OG0011242	XP_020606642.1	Pocillopora_acuta_HIv1_PredGene_g21908.t1
OG0011243	XP_020606644.1	Pocillopora_acuta_HIv1_PredGene_g21907.t1
OG0011244	XP_020606637.1	Pocillopora_acuta_HIv1_PredGene_g21910.t1
OG0011247	XP_020615173.1	Pocillopora_acuta_HIv1_PredGene_g13843.t1
OG0011248	XP_020617719.1	Pocillopora_acuta_HIv1_PredGene_g13086.t1
OG0011249	XP_020627549.1	Pocillopora_acuta_HIv1_PredGene_g10542.t1
OG0011251	XP_020614723.1	Pocillopora_acuta_HIv1_PredGene_g9000.t1
OG0011252	XP_020614619.1	Pocillopora_acuta_HIv1_PredGene_g9002.t1
OG0011253	XP_020622444.1	Pocillopora_acuta_HIv1_PredGene_g15008.t1
OG0011254	XP_020622469.1	Pocillopora_acuta_HIv1_PredGene_g15003.t1
OG0011255	XP_020629673.1	Pocillopora_acuta_HIv1_PredGene_g31690.t1
OG0011256	XP_020613839.1	Pocillopora_acuta_HIv1_PredGene_g31694.t1
OG0011257	XP_020629144.1	Pocillopora_acuta_HIv1_PredGene_g26089.t1, Pocillopora_acuta_HIv1_PredGene_g31672.t1
OG0011258	XP_020608673.1	Pocillopora_acuta_HIv1_PredGene_g31687.t1
OG0011259	XP_020608649.1	Pocillopora_acuta_HIv1_PredGene_g31688.t1
OG0011260	XP_020622445.1	Pocillopora_acuta_HIv1_PredGene_g15005.t1
OG0011261	XP_020629143.1	Pocillopora_acuta_HIv1_PredGene_g31667.t1
OG0011262	XP_020613633.1	Pocillopora_acuta_HIv1_PredGene_g31698.t1
OG0011263	XP_020603102.1	Pocillopora_acuta_HIv1_PredGene_g11012.t1
OG0011264	XP_020600648.1	Pocillopora_acuta_HIv1_PredGene_g4807.t1
OG0011265	XP_020600645.1	Pocillopora_acuta_HIv1_PredGene_g4808.t1
OG0011266	XP_020600619.1	Pocillopora_acuta_HIv1_PredGene_g4801.t1
OG0011267	XP_020600701.1	Pocillopora_acuta_HIv1_PredGene_g4820.t1
OG0011268	XP_020600675.1	Pocillopora_acuta_HIv1_PredGene_g4821.t1
OG0011269	XP_020600646.1	Pocillopora_acuta_HIv1_PredGene_g4810.t1
OG0011270	XP_020629304.1	Pocillopora_acuta_HIv1_PredGene_g23579.t1
OG0011271	XP_020604917.1	Pocillopora_acuta_HIv1_PredGene_g20260.t1
OG0011273	XP_020608627.1	Pocillopora_acuta_HIv1_PredGene_g4729.t1
OG0011274	XP_020608595.1	Pocillopora_acuta_HIv1_PredGene_g13968.t1
OG0011275	XP_020608637.1	Pocillopora_acuta_HIv1_PredGene_g13966.t1
OG0011276	XP_020622901.1	Pocillopora_acuta_HIv1_PredGene_g30808.t1
OG0011277	XP_020609104.1	Pocillopora_acuta_HIv1_PredGene_g24782.t1
OG0011278	XP_020629495.1	Pocillopora_acuta_HIv1_PredGene_g24826.t1
OG0011279	XP_020629462.1	Pocillopora_acuta_HIv1_PredGene_g24831.t1
OG0011280	XP_020629467.1	Pocillopora_acuta_HIv1_PredGene_g24839.t1
OG0011281	XP_020629481.1	Pocillopora_acuta_HIv1_PredGene_g24827.t1
OG0011282	XP_020629477.1	Pocillopora_acuta_HIv1_PredGene_g24829.t1
OG0011283	XP_020609046.1	Pocillopora_acuta_HIv1_PredGene_g24781.t1
OG0011284	XP_020617609.1	Pocillopora_acuta_HIv1_PredGene_g24895.t1
OG0011285	XP_020630654.1	Pocillopora_acuta_HIv1_PredGene_g7200.t1
OG0011286	XP_020610217.1, XP_020630665.1	Pocillopora_acuta_HIv1_PredGene_g7196.t1
OG0011287	XP_020607459.1	Pocillopora_acuta_HIv1_PredGene_g5460.t1
OG0011288	XP_020607463.1	Pocillopora_acuta_HIv1_PredGene_g5459.t1
OG0011289	XP_020625816.1	Pocillopora_acuta_HIv1_PredGene_g20348.t1
OG0011290	XP_020607539.1, XP_020607538.1	Pocillopora_acuta_HIv1_PredGene_g28403.t1
OG0011291	XP_020621442.1	Pocillopora_acuta_HIv1_PredGene_g30209.t1
OG0011292	XP_020630018.1	Pocillopora_acuta_HIv1_PredGene_g13910.t1, Pocillopora_acuta_HIv1_PredGene_g14313.t1
OG0011293	XP_020620773.1	Pocillopora_acuta_HIv1_PredGene_g15315.t1
OG0011294	XP_020620533.1	Pocillopora_acuta_HIv1_PredGene_g22473.t1
OG0011295	XP_020620531.1	Pocillopora_acuta_HIv1_PredGene_g22475.t1
OG0011296	XP_020625671.1	Pocillopora_acuta_HIv1_PredGene_g11621.t1
OG0011297	XP_020625690.1	Pocillopora_acuta_HIv1_PredGene_g11620.t1
OG0011298	XP_020625544.1	Pocillopora_acuta_HIv1_PredGene_g3918.t1
OG0011299	XP_020622920.1	Pocillopora_acuta_HIv1_PredGene_g2122.t1
OG0011300	XP_020626427.1	Pocillopora_acuta_HIv1_PredGene_g19632.t1
OG0011301	XP_020628780.1	Pocillopora_acuta_HIv1_PredGene_g10579.t1
OG0011302	XP_020605192.1	Pocillopora_acuta_HIv1_PredGene_g10577.t1
OG0011303	XP_020605189.1	Pocillopora_acuta_HIv1_PredGene_g5190.t1
OG0011304	XP_020605218.1	Pocillopora_acuta_HIv1_PredGene_g5187.t1
OG0011305	XP_020601361.1	Pocillopora_acuta_HIv1_PredGene_g32295.t1
OG0011306	XP_020608205.1	Pocillopora_acuta_HIv1_PredGene_g23141.t1
OG0011307	XP_020625336.1	Pocillopora_acuta_HIv1_PredGene_g6320.t1
OG0011308	XP_020623747.1	Pocillopora_acuta_HIv1_PredGene_g6319.t1
OG0011309	XP_020623771.1	Pocillopora_acuta_HIv1_PredGene_g6322.t1
OG0011310	XP_020621450.1	Pocillopora_acuta_HIv1_PredGene_g6325.t1
OG0011311	XP_020621453.1	Pocillopora_acuta_HIv1_PredGene_g6324.t1
OG0011312	XP_020625313.1	Pocillopora_acuta_HIv1_PredGene_g6318.t1
OG0011313	XP_020601103.1	Pocillopora_acuta_HIv1_PredGene_g9572.t1
OG0011314	XP_020628936.1	Pocillopora_acuta_HIv1_PredGene_g16981.t1
OG0011315	XP_020628928.1	Pocillopora_acuta_HIv1_PredGene_g16982.t1
OG0011316	XP_020628927.1	Pocillopora_acuta_HIv1_PredGene_g16983.t1
OG0011317	XP_020621849.1	Pocillopora_acuta_HIv1_PredGene_g25506.t1
OG0011318	XP_020621902.1	Pocillopora_acuta_HIv1_PredGene_g25499.t1
OG0011319	XP_020621843.1	Pocillopora_acuta_HIv1_PredGene_g25492.t1
OG0011320	XP_020630032.1	Pocillopora_acuta_HIv1_PredGene_g13907.t1, Pocillopora_acuta_HIv1_PredGene_g14316.t1
OG0011322	XP_020622193.1	Pocillopora_acuta_HIv1_PredGene_g29642.t1
OG0011323	XP_020622203.1	Pocillopora_acuta_HIv1_PredGene_16482_t
OG0011324	XP_020616873.1, XP_020616874.1	Pocillopora_acuta_HIv1_PredGene_g24416.t1
OG0011325	XP_020628892.1	Pocillopora_acuta_HIv1_PredGene_g22010.t1
OG0011327	XP_020607527.1	Pocillopora_acuta_HIv1_PredGene_g26509.t1
OG0011328	XP_020615603.1	Pocillopora_acuta_HIv1_PredGene_g26515.t1
OG0011329	XP_020606656.1	Pocillopora_acuta_HIv1_PredGene_g20295.t1
OG0011330	XP_020601502.1	Pocillopora_acuta_HIv1_PredGene_g6628.t1
OG0011331	XP_020601503.1	Pocillopora_acuta_HIv1_PredGene_g12329.t1
OG0011332	XP_020601495.1	Pocillopora_acuta_HIv1_PredGene_g6634.t1
OG0011333	XP_020601494.1	Pocillopora_acuta_HIv1_PredGene_g6633.t1
OG0011334	XP_020618692.1	Pocillopora_acuta_HIv1_PredGene_g18709.t1
OG0011335	XP_020617123.1	Pocillopora_acuta_HIv1_PredGene_g24848.t1
OG0011336	XP_020606399.1	Pocillopora_acuta_HIv1_PredGene_26069_t
OG0011337	XP_020616504.1	Pocillopora_acuta_HIv1_PredGene_g353.t1
OG0011338	XP_020616506.1	Pocillopora_acuta_HIv1_PredGene_g350.t1
OG0011339	XP_020619520.1	Pocillopora_acuta_HIv1_PredGene_g30947.t1
OG0011340	XP_020620266.1	Pocillopora_acuta_HIv1_PredGene_g28229.t1
OG0011341	XP_020620366.1	Pocillopora_acuta_HIv1_PredGene_g28230.t1
OG0011343	XP_020600642.1	Pocillopora_acuta_HIv1_PredGene_g4800.t1
OG0011344	XP_020606057.1	Pocillopora_acuta_HIv1_PredGene_g13237.t1
OG0011345	XP_020600533.1	Pocillopora_acuta_HIv1_PredGene_g5760.t1
OG0011346	XP_020605975.1	Pocillopora_acuta_HIv1_PredGene_g9624.t1
OG0011347	XP_020605976.1	Pocillopora_acuta_HIv1_PredGene_g9622.t1
OG0011348	XP_020606049.1	Pocillopora_acuta_HIv1_PredGene_g9620.t1
OG0011349	XP_020606112.1	Pocillopora_acuta_HIv1_PredGene_g9619.t1
OG0011350	XP_020606070.1	Pocillopora_acuta_HIv1_PredGene_g2368.t1
OG0011351	XP_020619822.1	Pocillopora_acuta_HIv1_PredGene_g17045.t1
OG0011352	XP_020619819.1, XP_020619806.1	Pocillopora_acuta_HIv1_PredGene_g17048.t1
OG0011353	XP_020618183.1	Pocillopora_acuta_HIv1_PredGene_g9207.t1
OG0011354	XP_020626379.1	Pocillopora_acuta_HIv1_PredGene_g17590.t1
OG0011355	XP_020626314.1	Pocillopora_acuta_HIv1_PredGene_g17589.t1
OG0011356	XP_020626282.1	Pocillopora_acuta_HIv1_PredGene_g17586.t1
OG0011357	XP_020626378.1	Pocillopora_acuta_HIv1_PredGene_g17584.t1
OG0011358	XP_020626281.1	Pocillopora_acuta_HIv1_PredGene_g17585.t1
OG0011359	XP_020617261.1	Pocillopora_acuta_HIv1_PredGene_g27298.t2, Pocillopora_acuta_HIv1_PredGene_g27298.t1
OG0011360	XP_020614854.1	Pocillopora_acuta_HIv1_PredGene_g24527.t1
OG0011361	XP_020614892.1	Pocillopora_acuta_HIv1_PredGene_g24511.t1
OG0011362	XP_020621559.1	Pocillopora_acuta_HIv1_PredGene_g12365.t1, Pocillopora_acuta_HIv1_PredGene_14477_t
OG0011364	XP_020631013.1	Pocillopora_acuta_HIv1_PredGene_g10608.t1
OG0011365	XP_020631010.1	Pocillopora_acuta_HIv1_PredGene_g10607.t1
OG0011366	XP_020631008.1	Pocillopora_acuta_HIv1_PredGene_g10609.t1, Pocillopora_acuta_HIv1_PredGene_22755_t
OG0011367	XP_020618539.1	Pocillopora_acuta_HIv1_PredGene_g10591.t1
OG0011368	XP_020628779.1	Pocillopora_acuta_HIv1_PredGene_g10589.t1
OG0011369	XP_020618531.1	Pocillopora_acuta_HIv1_PredGene_g10598.t1
OG0011370	XP_020629165.1	Pocillopora_acuta_HIv1_PredGene_g26884.t1
OG0011371	XP_020606555.1	Pocillopora_acuta_HIv1_PredGene_g15141.t1
OG0011372	XP_020606520.1	Pocillopora_acuta_HIv1_PredGene_g15143.t1
OG0011373	XP_020624083.1	Pocillopora_acuta_HIv1_PredGene_g23423.t1
OG0011374	XP_020626091.1	Pocillopora_acuta_HIv1_PredGene_g23424.t1
OG0011375	XP_020606546.1	Pocillopora_acuta_HIv1_PredGene_g23378.t1
OG0011376	XP_020624263.1	Pocillopora_acuta_HIv1_PredGene_g23429.t1
OG0011377	XP_020618250.1	Pocillopora_acuta_HIv1_PredGene_g9230.t1
OG0011378	XP_020618348.1	Pocillopora_acuta_HIv1_PredGene_g9231.t1
OG0011379	XP_020629219.1	Pocillopora_acuta_HIv1_PredGene_g31653.t1
OG0011380	XP_020629653.1	Pocillopora_acuta_HIv1_PredGene_g31655.t1
OG0011381	XP_020629350.1	Pocillopora_acuta_HIv1_PredGene_g31656.t1
OG0011382	XP_020632699.1	Pocillopora_acuta_HIv1_PredGene_g10373.t1
OG0011383	XP_020632718.1, XP_020632717.1	Pocillopora_acuta_HIv1_PredGene_g10375.t1
OG0011384	XP_020631031.1	Pocillopora_acuta_HIv1_PredGene_g5869.t1
OG0011385	XP_020606181.1	Pocillopora_acuta_HIv1_PredGene_g30958.t1
OG0011387	XP_020607292.1	Pocillopora_acuta_HIv1_PredGene_g30951.t1
OG0011388	XP_020607289.1	Pocillopora_acuta_HIv1_PredGene_g30950.t1
OG0011389	XP_020607311.1	Pocillopora_acuta_HIv1_PredGene_g30949.t1
OG0011390	XP_020601463.1	Pocillopora_acuta_HIv1_PredGene_g25180.t1, Pocillopora_acuta_HIv1_PredGene_g14884.t1
OG0011391	XP_020610655.1	Pocillopora_acuta_HIv1_PredGene_g28224.t1
OG0011392	XP_020610654.1	Pocillopora_acuta_HIv1_PredGene_g28226.t1
OG0011393	XP_020610652.1	Pocillopora_acuta_HIv1_PredGene_g28225.t1
OG0011395	XP_020631227.1, XP_020631248.1	Pocillopora_acuta_HIv1_PredGene_g11459.t1
OG0011396	XP_020619117.1	Pocillopora_acuta_HIv1_PredGene_g12605.t1
OG0011397	XP_020605489.1	Pocillopora_acuta_HIv1_PredGene_g6212.t1
OG0011398	XP_020612479.1	Pocillopora_acuta_HIv1_PredGene_g25187.t1, Pocillopora_acuta_HIv1_PredGene_g27073.t1
OG0011402	XP_020610341.1, XP_020610343.1	Pocillopora_acuta_HIv1_PredGene_g19741.t1
OG0011403	XP_020610355.1	Pocillopora_acuta_HIv1_PredGene_g19744.t1
OG0011404	XP_020610360.1	Pocillopora_acuta_HIv1_PredGene_g19738.t1
OG0011405	XP_020610340.1	Pocillopora_acuta_HIv1_PredGene_g19739.t1
OG0011406	XP_020610729.1	Pocillopora_acuta_HIv1_PredGene_g19520.t1
OG0011407	XP_020610727.1	Pocillopora_acuta_HIv1_PredGene_g19519.t1
OG0011408	XP_020610339.1	Pocillopora_acuta_HIv1_PredGene_g19740.t1
OG0011409	XP_020615495.1	Pocillopora_acuta_HIv1_PredGene_g12218.t1
OG0011410	XP_020615503.1	Pocillopora_acuta_HIv1_PredGene_g12221.t1
OG0011411	XP_020632171.1	Pocillopora_acuta_HIv1_PredGene_g20891.t1
OG0011412	XP_020632170.1	Pocillopora_acuta_HIv1_PredGene_g20892.t1
OG0011413	XP_020632223.1	Pocillopora_acuta_HIv1_PredGene_19046_t, Pocillopora_acuta_HIv1_PredGene_g20893.t1
OG0011414	XP_020627968.1	Pocillopora_acuta_HIv1_PredGene_g14774.t1
OG0011415	XP_020632040.1, XP_020632301.1	Pocillopora_acuta_HIv1_PredGene_g20871.t1
OG0011416	XP_020602360.1	Pocillopora_acuta_HIv1_PredGene_g24061.t1
OG0011417	XP_020617354.1	Pocillopora_acuta_HIv1_PredGene_g24062.t1
OG0011418	XP_020617350.1	Pocillopora_acuta_HIv1_PredGene_g30546.t1
OG0011419	XP_020617356.1	Pocillopora_acuta_HIv1_PredGene_g30545.t1
OG0011420	XP_020617360.1	Pocillopora_acuta_HIv1_PredGene_g30544.t1
OG0011421	XP_020602366.1	Pocillopora_acuta_HIv1_PredGene_g24059.t1
OG0011422	XP_020614615.1	Pocillopora_acuta_HIv1_PredGene_g8999.t1
OG0011423	XP_020630106.1	Pocillopora_acuta_HIv1_PredGene_g20433.t1
OG0011424	XP_020619882.1	Pocillopora_acuta_HIv1_PredGene_g20409.t1, Pocillopora_acuta_HIv1_PredGene_6890_t
OG0011425	XP_020606677.1	Pocillopora_acuta_HIv1_PredGene_g20449.t1
OG0011426	XP_020606682.1	Pocillopora_acuta_HIv1_PredGene_g20450.t1
OG0011427	XP_020630107.1	Pocillopora_acuta_HIv1_PredGene_g20437.t1
OG0011428	XP_020606817.1	Pocillopora_acuta_HIv1_PredGene_g4563.t1
OG0011429	XP_020615332.1	Pocillopora_acuta_HIv1_PredGene_g4625.t1
OG0011430	XP_020606746.1	Pocillopora_acuta_HIv1_PredGene_g4568.t1
OG0011431	XP_020627903.1	Pocillopora_acuta_HIv1_PredGene_g14785.t1
OG0011432	XP_020627907.1	Pocillopora_acuta_HIv1_PredGene_g14786.t1
OG0011433	XP_020617051.1	Pocillopora_acuta_HIv1_PredGene_g27668.t1
OG0011434	XP_020621565.1	Pocillopora_acuta_HIv1_PredGene_g12354.t1
OG0011435	XP_020621610.1	Pocillopora_acuta_HIv1_PredGene_g12355.t1
OG0011436	XP_020609724.1	Pocillopora_acuta_HIv1_PredGene_g29214.t1
OG0011438	XP_020621533.1	Pocillopora_acuta_HIv1_PredGene_g26589.t1
OG0011439	XP_020621681.1	Pocillopora_acuta_HIv1_PredGene_g26588.t1
OG0011441	XP_020622500.1	Pocillopora_acuta_HIv1_PredGene_g29283.t1
OG0011442	XP_020622875.1	Pocillopora_acuta_HIv1_PredGene_2160_t
OG0011443	XP_020623733.1	Pocillopora_acuta_HIv1_PredGene_g31157.t1
OG0011444	XP_020619370.1	Pocillopora_acuta_HIv1_PredGene_g30349.t1
OG0011445	XP_020625086.1	Pocillopora_acuta_HIv1_PredGene_g23516.t1, Pocillopora_acuta_HIv1_PredGene_g1579.t1
OG0011446	XP_020610471.1	Pocillopora_acuta_HIv1_PredGene_g30716.t1
OG0011447	XP_020606465.1	Pocillopora_acuta_HIv1_PredGene_5122_t, Pocillopora_acuta_HIv1_PredGene_g30727.t1
OG0011448	XP_020607067.1	Pocillopora_acuta_HIv1_PredGene_g16527.t1
OG0011449	XP_020607049.1, XP_020607050.1	Pocillopora_acuta_HIv1_PredGene_g16528.t1
OG0011450	XP_020611512.1	Pocillopora_acuta_HIv1_PredGene_g16533.t1
OG0011451	XP_020610728.1	Pocillopora_acuta_HIv1_PredGene_g16535.t1
OG0011452	XP_020611151.1	Pocillopora_acuta_HIv1_PredGene_g16536.t1
OG0011453	XP_020603212.1	Pocillopora_acuta_HIv1_PredGene_g5795.t1
OG0011454	XP_020605533.1	Pocillopora_acuta_HIv1_PredGene_g5821.t1
OG0011455	XP_020622615.1	Pocillopora_acuta_HIv1_PredGene_g30143.t1
OG0011456	XP_020622619.1	Pocillopora_acuta_HIv1_PredGene_g30144.t1
OG0011457	XP_020618383.1	Pocillopora_acuta_HIv1_PredGene_g5251.t1
OG0011458	XP_020609650.1	Pocillopora_acuta_HIv1_PredGene_g13753.t1
OG0011459	XP_020624904.1	Pocillopora_acuta_HIv1_PredGene_g6314.t1
OG0011460	XP_020605173.1	Pocillopora_acuta_HIv1_PredGene_g5178.t1
OG0011461	XP_020605172.1, XP_020605171.1	Pocillopora_acuta_HIv1_PredGene_g5177.t1
OG0011462	XP_020605221.1	Pocillopora_acuta_HIv1_PredGene_g5174.t1
OG0011463	XP_020622853.1	Pocillopora_acuta_HIv1_PredGene_g3899.t1
OG0011464	XP_020622837.1	Pocillopora_acuta_HIv1_PredGene_g3891.t1
OG0011465	XP_020622806.1	Pocillopora_acuta_HIv1_PredGene_g3889.t1
OG0011466	XP_020626540.1	Pocillopora_acuta_HIv1_PredGene_g3901.t1
OG0011467	XP_020622876.1	Pocillopora_acuta_HIv1_PredGene_g3898.t1
OG0011468	XP_020622898.1	Pocillopora_acuta_HIv1_PredGene_g3896.t1
OG0011469	XP_020618476.1	Pocillopora_acuta_HIv1_PredGene_g8038.t1
OG0011470	XP_020618472.1	Pocillopora_acuta_HIv1_PredGene_g8041.t1
OG0011471	XP_020618480.1	Pocillopora_acuta_HIv1_PredGene_g8043.t1
OG0011472	XP_020618470.1	Pocillopora_acuta_HIv1_PredGene_g8061.t1
OG0011473	XP_020618496.1	Pocillopora_acuta_HIv1_PredGene_g8053.t1
OG0011474	XP_020618465.1	Pocillopora_acuta_HIv1_PredGene_g8062.t1
OG0011475	XP_020618439.1	Pocillopora_acuta_HIv1_PredGene_g8063.t1
OG0011476	XP_020600866.1	Pocillopora_acuta_HIv1_PredGene_g14685.t1
OG0011477	XP_020608491.1	Pocillopora_acuta_HIv1_PredGene_g28196.t1
OG0011478	XP_020607968.1	Pocillopora_acuta_HIv1_PredGene_g28195.t1
OG0011479	XP_020607858.1	Pocillopora_acuta_HIv1_PredGene_g28191.t1
OG0011481	XP_020602141.1	Pocillopora_acuta_HIv1_PredGene_g16749.t1
OG0011482	XP_020601950.1	Pocillopora_acuta_HIv1_PredGene_g12935.t1
OG0011483	XP_020625443.1	Pocillopora_acuta_HIv1_PredGene_g12937.t1
OG0011484	XP_020620637.1	Pocillopora_acuta_HIv1_PredGene_g15321.t1
OG0011485	XP_020624664.1	Pocillopora_acuta_HIv1_PredGene_g10959.t1
OG0011486	XP_020617941.1	Pocillopora_acuta_HIv1_PredGene_g32622.t1
OG0011487	XP_020605543.1	Pocillopora_acuta_HIv1_PredGene_g32620.t1, Pocillopora_acuta_HIv1_PredGene_27561_t
OG0011488	XP_020605558.1	Pocillopora_acuta_HIv1_PredGene_g32615.t1
OG0011489	XP_020605560.1	Pocillopora_acuta_HIv1_PredGene_g32614.t1
OG0011490	XP_020605559.1	Pocillopora_acuta_HIv1_PredGene_g32613.t1
OG0011491	XP_020605557.1	Pocillopora_acuta_HIv1_PredGene_g32616.t1
OG0011492	XP_020604708.1	Pocillopora_acuta_HIv1_PredGene_g9745.t1
OG0011492	XP_020618519.1	Pocillopora_acuta_HIv1_PredGene_g20996.t1
OG0011495	XP_020610293.1	Pocillopora_acuta_HIv1_PredGene_g13839.t1
