Orthogroup	Mcavernosa.maker.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0012474	Mcavernosa31501-RA	XP_020601486.1
OG0012475	Mcavernosa21374-RA	XP_020628108.1
OG0012476	Mcavernosa21372-RA	XP_020628115.1
OG0012477	Mcavernosa21373-RA	XP_020628117.1
OG0012479	Mcavernosa16483-RA	XP_020602002.1
OG0012480	Mcavernosa16321-RA	XP_020613859.1
OG0012481	Mcavernosa26313-RA	XP_020600880.1
OG0012483	Mcavernosa24240-RA	XP_020609870.1
OG0012484	Mcavernosa08868-RA	XP_020615687.1
OG0012485	Mcavernosa08867-RA	XP_020615578.1
OG0012486	Mcavernosa24802-RA	XP_020626404.1
OG0012487	Mcavernosa27839-RA	XP_020629088.1
OG0012488	Mcavernosa27836-RA	XP_020629067.1
OG0012489	Mcavernosa27828-RA	XP_020629319.1
OG0012490	Mcavernosa27835-RA	XP_020629068.1
OG0012491	Mcavernosa27831-RA	XP_020625432.1
OG0012492	Mcavernosa27843-RA	XP_020629083.1
OG0012493	Mcavernosa27807-RA	XP_020606012.1
OG0012494	Mcavernosa25216-RA	XP_020601730.1
OG0012495	Mcavernosa30864-RA	XP_020601675.1
OG0012498	Mcavernosa11816-RA	XP_020613061.1
OG0012499	Mcavernosa23752-RA	XP_020623315.1
OG0012501	Mcavernosa12934-RA	XP_020608439.1
OG0012502	Mcavernosa32347-RA, Mcavernosa29012-RA	XP_020619883.1
OG0012503	Mcavernosa16316-RA	XP_020602147.1
OG0012504	Mcavernosa16317-RA	XP_020602101.1
OG0012505	Mcavernosa32166-RA	XP_020629450.1
OG0012506	Mcavernosa22157-RA	XP_020626305.1
OG0012507	Mcavernosa18900-RA	XP_020611961.1
OG0012508	Mcavernosa18901-RA	XP_020611761.1, XP_020611760.1
OG0012509	Mcavernosa02775-RA	XP_020626446.1
OG0012510	Mcavernosa00597-RA	XP_020632016.1
OG0012511	Mcavernosa00595-RA	XP_020632000.1
OG0012512	Mcavernosa00598-RA	XP_020632011.1
OG0012513	Mcavernosa04558-RA	XP_020619472.1
OG0012516	Mcavernosa04961-RA	XP_020606395.1
OG0012517	Mcavernosa25965-RA	XP_020616342.1
OG0012518	Mcavernosa30925-RA	XP_020627547.1
OG0012519	Mcavernosa30923-RA	XP_020628849.1
OG0012520	Mcavernosa32150-RA	XP_020611053.1
OG0012521	Mcavernosa22288-RA	XP_020602492.1
OG0012522	Mcavernosa31360-RA	XP_020616264.1
OG0012523	Mcavernosa31366-RA	XP_020616364.1
OG0012524	Mcavernosa31352-RA	XP_020601845.1
OG0012526	Mcavernosa07234-RA	XP_020613240.1
OG0012527	Mcavernosa07243-RA	XP_020613235.1
OG0012529	Mcavernosa16761-RA	XP_020628136.1
OG0012530	Mcavernosa16762-RA	XP_020628214.1
OG0012532	Mcavernosa31022-RA	XP_020604458.1
OG0012533	Mcavernosa31030-RA	XP_020604428.1
OG0012534	Mcavernosa31034-RA	XP_020604433.1
OG0012536	Mcavernosa31018-RA	XP_020604445.1
OG0012537	Mcavernosa31023-RA	XP_020604474.1
OG0012538	Mcavernosa31035-RA	XP_020604434.1
OG0012539	Mcavernosa31031-RA	XP_020604475.1
OG0012540	Mcavernosa31788-RA	XP_020606459.1
OG0012541	Mcavernosa29204-RA	XP_020632850.1
OG0012542	Mcavernosa22562-RA	XP_020607241.1
OG0012543	Mcavernosa22566-RA	XP_020607257.1
OG0012544	Mcavernosa01575-RA	XP_020618199.1
OG0012545	Mcavernosa01576-RA	XP_020618196.1
OG0012546	Mcavernosa09419-RA	XP_020623788.1
OG0012547	Mcavernosa23292-RA	XP_020622271.1
OG0012549	Mcavernosa22933-RA	XP_020609414.1
OG0012550	Mcavernosa26462-RA	XP_020627260.1
OG0012551	Mcavernosa22931-RA	XP_020609402.1
OG0012552	Mcavernosa19451-RA	XP_020606297.1
OG0012553	Mcavernosa13585-RA	XP_020601854.1
OG0012556	Mcavernosa34673-RA	XP_020617488.1
OG0012557	Mcavernosa28415-RA	XP_020620720.1
OG0012558	Mcavernosa28416-RA	XP_020620405.1
OG0012559	Mcavernosa18106-RA	XP_020631731.1
OG0012560	Mcavernosa18105-RA	XP_020631732.1
OG0012561	Mcavernosa01974-RA	XP_020621440.1
OG0012562	Mcavernosa35077-RA	XP_020605013.1
OG0012563	Mcavernosa33463-RA	XP_020613476.1
OG0012564	Mcavernosa20816-RA	XP_020613428.1
OG0012565	Mcavernosa02428-RA	XP_020602213.1
OG0012566	Mcavernosa02431-RA	XP_020602224.1
OG0012567	Mcavernosa16649-RA	XP_020611869.1
OG0012568	Mcavernosa16647-RA	XP_020611844.1
OG0012569	Mcavernosa16656-RA	XP_020611918.1
OG0012571	Mcavernosa16644-RA	XP_020611843.1
OG0012572	Mcavernosa16641-RA	XP_020611954.1
OG0012573	Mcavernosa17271-RA	XP_020611858.1
OG0012574	Mcavernosa17270-RA	XP_020611857.1
OG0012575	Mcavernosa16677-RA	XP_020617704.1
OG0012576	Mcavernosa16675-RA	XP_020617698.1
OG0012577	Mcavernosa16672-RA	XP_020617713.1
OG0012578	Mcavernosa16671-RA	XP_020617726.1
OG0012579	Mcavernosa30765-RA	XP_020625340.1
OG0012581	Mcavernosa06451-RA	XP_020603139.1
OG0012582	Mcavernosa06450-RA	XP_020603140.1
OG0012584	Mcavernosa17367-RA	XP_020611945.1
OG0012585	Mcavernosa27816-RA	XP_020629340.1
OG0012586	Mcavernosa13245-RA	XP_020614750.1
OG0012587	Mcavernosa24636-RA	XP_020618293.1
OG0012588	Mcavernosa10534-RA	XP_020607710.1
OG0012589	Mcavernosa10527-RA	XP_020618045.1
OG0012590	Mcavernosa10525-RA	XP_020601565.1
OG0012591	Mcavernosa00528-RA	XP_020602599.1
OG0012592	Mcavernosa03943-RA	XP_020623094.1
OG0012594	Mcavernosa21300-RA	XP_020613750.1
OG0012595	Mcavernosa20036-RA	XP_020608655.1
OG0012596	Mcavernosa07903-RA	XP_020621072.1
OG0012597	Mcavernosa12870-RA	XP_020627594.1
OG0012598	Mcavernosa12849-RA	XP_020627570.1
OG0012599	Mcavernosa22031-RA	XP_020632854.1
OG0012600	Mcavernosa16882-RA	XP_020630729.1
OG0012601	Mcavernosa01817-RA	XP_020603870.1
OG0012602	Mcavernosa16866-RA	XP_020607058.1
OG0012603	Mcavernosa16876-RA	XP_020630736.1
OG0012604	Mcavernosa16877-RA	XP_020630733.1
OG0012605	Mcavernosa01803-RA	XP_020611260.1
OG0012606	Mcavernosa01805-RA	XP_020611256.1
OG0012607	Mcavernosa01819-RA	XP_020603871.1
OG0012608	Mcavernosa01820-RA	XP_020603817.1
OG0012609	Mcavernosa29600-RA	XP_020623659.1
OG0012610	Mcavernosa32478-RA	XP_020623521.1
OG0012611	Mcavernosa22551-RA	XP_020623528.1
OG0012612	Mcavernosa22550-RA	XP_020623529.1
OG0012613	Mcavernosa32507-RA	XP_020623648.1
OG0012614	Mcavernosa22536-RA	XP_020613543.1
OG0012615	Mcavernosa22537-RA	XP_020613528.1
OG0012616	Mcavernosa22547-RA	XP_020623489.1
OG0012617	Mcavernosa32497-RA	XP_020623662.1, XP_020623523.1
OG0012618	Mcavernosa22532-RA	XP_020613540.1
OG0012619	Mcavernosa32495-RA	XP_020623686.1
OG0012620	Mcavernosa27815-RA	XP_020629355.1
OG0012621	Mcavernosa27814-RA	XP_020629372.1
OG0012622	Mcavernosa23770-RA	XP_020629353.1
OG0012623	Mcavernosa23768-RA	XP_020601752.1
OG0012624	Mcavernosa23766-RA	XP_020629338.1
OG0012626	Mcavernosa13493-RA	XP_020622933.1
OG0012627	Mcavernosa32641-RA	XP_020622947.1
OG0012628	Mcavernosa13483-RA	XP_020622954.1
OG0012631	Mcavernosa14156-RA	XP_020609204.1
OG0012632	Mcavernosa14182-RA	XP_020609196.1
OG0012633	Mcavernosa11066-RA	XP_020614734.1
OG0012634	Mcavernosa00671-RA	XP_020623997.1
OG0012636	Mcavernosa00102-RA	XP_020605921.1
OG0012637	Mcavernosa13415-RA	XP_020614895.1
OG0012638	Mcavernosa13417-RA	XP_020614850.1
OG0012639	Mcavernosa11122-RA	XP_020616803.1
OG0012640	Mcavernosa11127-RA	XP_020616829.1
OG0012641	Mcavernosa11125-RA	XP_020616832.1
OG0012642	Mcavernosa11117-RA	XP_020616830.1
OG0012643	Mcavernosa03596-RA	XP_020628109.1
OG0012644	Mcavernosa26048-RA	XP_020618609.1
OG0012645	Mcavernosa18593-RA	XP_020603299.1
OG0012646	Mcavernosa18592-RA	XP_020603286.1
OG0012648	Mcavernosa07519-RA	XP_020618405.1
OG0012649	Mcavernosa29651-RA	XP_020602386.1
OG0012651	Mcavernosa15733-RA	XP_020607774.1, XP_020607775.1
OG0012653	Mcavernosa15728-RA	XP_020607821.1
OG0012654	Mcavernosa27956-RA	XP_020613779.1
OG0012655	Mcavernosa27960-RA	XP_020613770.1
OG0012656	Mcavernosa33054-RA	XP_020613771.1
OG0012657	Mcavernosa27967-RA	XP_020613971.1
OG0012658	Mcavernosa27963-RA	XP_020613716.1
OG0012659	Mcavernosa27966-RA	XP_020613967.1
OG0012660	Mcavernosa14092-RA	XP_020607920.1
OG0012661	Mcavernosa21716-RA	XP_020621255.1
OG0012663	Mcavernosa21718-RA	XP_020621290.1
OG0012664	Mcavernosa24289-RA	XP_020621273.1
OG0012665	Mcavernosa14091-RA	XP_020607947.1
OG0012666	Mcavernosa16947-RA	XP_020604722.1
OG0012667	Mcavernosa16949-RA	XP_020604871.1
OG0012668	Mcavernosa04020-RA	XP_020631425.1
OG0012669	Mcavernosa04547-RA	XP_020607823.1
OG0012670	Mcavernosa04545-RA	XP_020607824.1
OG0012671	Mcavernosa03555-RA	XP_020606731.1
OG0012673	Mcavernosa10163-RA	XP_020611895.1
OG0012676	Mcavernosa13834-RA	XP_020604534.1
OG0012677	Mcavernosa00784-RA	XP_020621816.1
OG0012678	Mcavernosa30149-RA	XP_020628978.1
OG0012679	Mcavernosa20029-RA	XP_020627878.1
OG0012680	Mcavernosa18476-RA	XP_020632315.1
OG0012681	Mcavernosa20027-RA	XP_020632331.1
OG0012682	Mcavernosa20026-RA	XP_020632370.1
OG0012683	Mcavernosa20025-RA	XP_020632369.1
OG0012685	Mcavernosa18502-RA	XP_020632338.1
OG0012687	Mcavernosa23512-RA	XP_020601076.1
OG0012688	Mcavernosa04883-RA	XP_020625970.1
OG0012689	Mcavernosa04869-RA	XP_020625957.1
OG0012690	Mcavernosa04878-RA	XP_020625865.1
OG0012691	Mcavernosa28641-RA	XP_020614564.1
OG0012692	Mcavernosa28639-RA	XP_020614567.1
OG0012693	Mcavernosa06083-RA	XP_020614650.1
OG0012694	Mcavernosa32221-RA	XP_020619266.1
OG0012695	Mcavernosa32213-RA	XP_020619258.1
OG0012696	Mcavernosa32230-RA	XP_020619260.1
OG0012697	Mcavernosa11950-RA	XP_020630244.1
OG0012698	Mcavernosa32216-RA	XP_020619251.1
OG0012699	Mcavernosa23400-RA	XP_020619259.1
OG0012702	Mcavernosa10360-RA	XP_020623925.1
OG0012703	Mcavernosa17014-RA	XP_020613990.1, XP_020614989.1
OG0012705	Mcavernosa28003-RA	XP_020603564.1
OG0012706	Mcavernosa28002-RA	XP_020603521.1
OG0012707	Mcavernosa07233-RA	XP_020613254.1
OG0012708	Mcavernosa31731-RA	XP_020613874.1
OG0012709	Mcavernosa31722-RA	XP_020613777.1
OG0012710	Mcavernosa08940-RA	XP_020613939.1
OG0012711	Mcavernosa16022-RA	XP_020613919.1
OG0012713	Mcavernosa16025-RA	XP_020613563.1
OG0012714	Mcavernosa08923-RA	XP_020613959.1
OG0012715	Mcavernosa08926-RA	XP_020613674.1
OG0012716	Mcavernosa08934-RA	XP_020613898.1
OG0012718	Mcavernosa16019-RA	XP_020613707.1
OG0012719	Mcavernosa16036-RA	XP_020613934.1
OG0012720	Mcavernosa01365-RA	XP_020608934.1
OG0012723	Mcavernosa19861-RA	XP_020616974.1
OG0012725	Mcavernosa14068-RA	XP_020614257.1
OG0012726	Mcavernosa21584-RA	XP_020630527.1
OG0012727	Mcavernosa15527-RA	XP_020630517.1
OG0012728	Mcavernosa21580-RA	XP_020630529.1
OG0012729	Mcavernosa21581-RA	XP_020630531.1
OG0012730	Mcavernosa21590-RA	XP_020630575.1
OG0012731	Mcavernosa15541-RA	XP_020630478.1, XP_020630477.1
OG0012732	Mcavernosa19228-RA	XP_020609172.1
OG0012733	Mcavernosa15673-RA	XP_020628610.1
OG0012735	Mcavernosa30727-RA	XP_020632653.1
OG0012736	Mcavernosa30728-RA	XP_020632647.1
OG0012737	Mcavernosa17032-RA	XP_020614028.1
OG0012738	Mcavernosa17030-RA	XP_020614015.1
OG0012739	Mcavernosa09906-RA	XP_020603672.1
OG0012740	Mcavernosa09907-RA	XP_020603669.1
OG0012741	Mcavernosa09910-RA	XP_020603724.1
OG0012742	Mcavernosa09911-RA	XP_020603720.1
OG0012743	Mcavernosa09912-RA	XP_020603715.1
OG0012744	Mcavernosa09572-RA	XP_020603682.1
OG0012745	Mcavernosa07080-RA	XP_020600758.1
OG0012746	Mcavernosa07075-RA	XP_020628128.1
OG0012748	Mcavernosa05946-RA	XP_020626280.1
OG0012749	Mcavernosa32260-RA	XP_020622963.1
OG0012750	Mcavernosa22822-RA	XP_020632027.1
OG0012751	Mcavernosa34675-RA	XP_020607118.1
OG0012752	Mcavernosa12131-RA	XP_020607231.1
OG0012755	Mcavernosa00187-RA	XP_020611508.1
OG0012756	Mcavernosa00190-RA	XP_020611484.1
OG0012757	Mcavernosa11044-RA	XP_020614634.1
OG0012759	Mcavernosa12302-RA	XP_020617646.1
OG0012760	Mcavernosa12303-RA	XP_020617645.1
OG0012761	Mcavernosa01066-RA	XP_020622461.1
OG0012763	Mcavernosa04992-RA	XP_020619958.1
OG0012764	Mcavernosa10904-RA	XP_020612020.1
OG0012766	Mcavernosa09933-RA	XP_020625787.1
OG0012767	Mcavernosa34456-RA	XP_020612082.1
OG0012769	Mcavernosa22707-RA	XP_020619959.1
OG0012770	Mcavernosa05002-RA	XP_020619952.1
OG0012771	Mcavernosa05007-RA	XP_020619949.1
OG0012772	Mcavernosa22710-RA	XP_020619926.1
OG0012773	Mcavernosa20292-RA	XP_020626969.1
OG0012774	Mcavernosa05781-RA	XP_020626818.1
OG0012775	Mcavernosa05782-RA	XP_020626990.1
OG0012776	Mcavernosa11192-RA	XP_020622704.1
OG0012777	Mcavernosa14811-RA	XP_020607066.1
OG0012779	Mcavernosa14810-RA	XP_020606888.1
OG0012780	Mcavernosa14833-RA	XP_020606958.1
OG0012782	Mcavernosa13758-RA	XP_020618796.1
OG0012783	Mcavernosa06084-RA	XP_020614688.1
OG0012784	Mcavernosa10843-RA	XP_020623135.1
OG0012785	Mcavernosa28755-RA	XP_020609533.1
OG0012786	Mcavernosa28768-RA	XP_020609546.1
OG0012787	Mcavernosa10836-RA	XP_020622661.1
OG0012788	Mcavernosa28762-RA, Mcavernosa28764-RA	XP_020609541.1
OG0012789	Mcavernosa10513-RA	XP_020624121.1
OG0012791	Mcavernosa17508-RA	XP_020615744.1
OG0012792	Mcavernosa19502-RA	XP_020615945.1
OG0012793	Mcavernosa04133-RA	XP_020612729.1
OG0012794	Mcavernosa23655-RA	XP_020614348.1
OG0012795	Mcavernosa17949-RA	XP_020603641.1
OG0012796	Mcavernosa17947-RA	XP_020603640.1
OG0012797	Mcavernosa04124-RA	XP_020612721.1
OG0012798	Mcavernosa04123-RA	XP_020612722.1
OG0012799	Mcavernosa02860-RA	XP_020627690.1
OG0012801	Mcavernosa02865-RA	XP_020627093.1
OG0012802	Mcavernosa15612-RA	XP_020605355.1
OG0012803	Mcavernosa15608-RA	XP_020605436.1
OG0012804	Mcavernosa15619-RA	XP_020605401.1
OG0012805	Mcavernosa15618-RA	XP_020605400.1
OG0012806	Mcavernosa01680-RA	XP_020618215.1
OG0012807	Mcavernosa01650-RA	XP_020618234.1
OG0012809	Mcavernosa01678-RA	XP_020618214.1
OG0012811	Mcavernosa06005-RA	XP_020611989.1
OG0012813	Mcavernosa06004-RA	XP_020611982.1
OG0012815	Mcavernosa16944-RA	XP_020604780.1
OG0012816	Mcavernosa06022-RA	XP_020608327.1
OG0012817	Mcavernosa19521-RA	XP_020608321.1
OG0012818	Mcavernosa19522-RA	XP_020608323.1
OG0012819	Mcavernosa06010-RA	XP_020611986.1
OG0012820	Mcavernosa08243-RA	XP_020610034.1
OG0012822	Mcavernosa23609-RA	XP_020616594.1
OG0012823	Mcavernosa23606-RA	XP_020616606.1
OG0012824	Mcavernosa08241-RA	XP_020610063.1
OG0012825	Mcavernosa05113-RA	XP_020604574.1
OG0012826	Mcavernosa17351-RA	XP_020607009.1
OG0012828	Mcavernosa15175-RA	XP_020606992.1
OG0012829	Mcavernosa15178-RA	XP_020606936.1
OG0012830	Mcavernosa31984-RA	XP_020632967.1
OG0012831	Mcavernosa21573-RA	XP_020627028.1
OG0012832	Mcavernosa25974-RA	XP_020624472.1
OG0012833	Mcavernosa15176-RA	XP_020606929.1
OG0012834	Mcavernosa15173-RA	XP_020607042.1
OG0012835	Mcavernosa17357-RA	XP_020606967.1
OG0012837	Mcavernosa17354-RA	XP_020606883.1
OG0012838	Mcavernosa15180-RA	XP_020606981.1
OG0012839	Mcavernosa15186-RA	XP_020607089.1
OG0012840	Mcavernosa21553-RA	XP_020603382.1
OG0012841	Mcavernosa34630-RA, Mcavernosa24053-RA	XP_020630929.1
OG0012844	Mcavernosa32298-RA	XP_020630904.1
OG0012845	Mcavernosa32303-RA	XP_020630899.1
OG0012846	Mcavernosa31839-RA	XP_020621955.1
OG0012847	Mcavernosa31831-RA	XP_020622067.1
OG0012848	Mcavernosa33024-RA	XP_020601254.1
OG0012849	Mcavernosa06170-RA	XP_020631711.1
OG0012850	Mcavernosa06172-RA	XP_020631369.1
OG0012851	Mcavernosa30980-RA	XP_020606707.1
OG0012852	Mcavernosa11251-RA	XP_020624228.1
OG0012853	Mcavernosa30956-RA	XP_020601003.1
OG0012854	Mcavernosa30961-RA	XP_020600977.1
OG0012855	Mcavernosa25954-RA	XP_020600993.1
OG0012856	Mcavernosa30948-RA	XP_020601008.1
OG0012857	Mcavernosa30947-RA	XP_020600986.1
OG0012859	Mcavernosa14621-RA	XP_020612883.1
OG0012860	Mcavernosa06067-RA	XP_020622975.1
OG0012861	Mcavernosa14622-RA	XP_020612914.1
OG0012862	Mcavernosa11775-RA	XP_020601387.1
OG0012865	Mcavernosa03351-RA	XP_020607319.1
OG0012866	Mcavernosa03390-RA	XP_020613105.1
OG0012867	Mcavernosa03389-RA	XP_020613094.1
OG0012868	Mcavernosa03382-RA	XP_020607317.1
OG0012869	Mcavernosa11541-RA	XP_020610927.1
OG0012870	Mcavernosa11546-RA	XP_020610968.1
OG0012872	Mcavernosa31226-RA	XP_020625591.1
OG0012873	Mcavernosa08262-RA	XP_020603746.1
OG0012874	Mcavernosa07640-RA, Mcavernosa07641-RA	XP_020603726.1
OG0012875	Mcavernosa24160-RA	XP_020629839.1
OG0012876	Mcavernosa24163-RA	XP_020629837.1
OG0012877	Mcavernosa21000-RA	XP_020629834.1
OG0012878	Mcavernosa24156-RA	XP_020601735.1
OG0012879	Mcavernosa24155-RA	XP_020601749.1
OG0012880	Mcavernosa24154-RA	XP_020601751.1
OG0012881	Mcavernosa32609-RA	XP_020619983.1
OG0012882	Mcavernosa01520-RA	XP_020629220.1
OG0012883	Mcavernosa17245-RA	XP_020630768.1
OG0012885	Mcavernosa01518-RA	XP_020608708.1
OG0012886	Mcavernosa17246-RA	XP_020630759.1
OG0012887	Mcavernosa18785-RA	XP_020614796.1, XP_020614793.1
OG0012888	Mcavernosa18780-RA	XP_020614742.1
OG0012889	Mcavernosa19675-RA	XP_020628832.1
OG0012890	Mcavernosa12431-RA	XP_020600799.1
OG0012894	Mcavernosa25839-RA	XP_020610616.1
OG0012895	Mcavernosa25585-RA	XP_020607939.1
OG0012896	Mcavernosa25584-RA	XP_020608221.1
OG0012898	Mcavernosa26071-RA	XP_020623458.1
OG0012899	Mcavernosa24634-RA	XP_020618340.1, XP_020618339.1
OG0012900	Mcavernosa24629-RA	XP_020618155.1
OG0012901	Mcavernosa24624-RA	XP_020618288.1
OG0012902	Mcavernosa24626-RA	XP_020618190.1
OG0012903	Mcavernosa17923-RA	XP_020615642.1
OG0012904	Mcavernosa24557-RA	XP_020620677.1
OG0012905	Mcavernosa15263-RA	XP_020606696.1
OG0012906	Mcavernosa03562-RA	XP_020606809.1
OG0012907	Mcavernosa26223-RA	XP_020615337.1
OG0012908	Mcavernosa05073-RA	XP_020628149.1
OG0012909	Mcavernosa24069-RA	XP_020628082.1
OG0012910	Mcavernosa24070-RA	XP_020628028.1
OG0012911	Mcavernosa12785-RA	XP_020616060.1
OG0012913	Mcavernosa07591-RA	XP_020605603.1
OG0012914	Mcavernosa26874-RA	XP_020608827.1
OG0012915	Mcavernosa07364-RA	XP_020624934.1
OG0012916	Mcavernosa07361-RA	XP_020629259.1
OG0012917	Mcavernosa03159-RA	XP_020630669.1
OG0012918	Mcavernosa13490-RA	XP_020622951.1
OG0012919	Mcavernosa13489-RA	XP_020622935.1
OG0012920	Mcavernosa10102-RA	XP_020609785.1
OG0012921	Mcavernosa22104-RA	XP_020612981.1
OG0012922	Mcavernosa00265-RA	XP_020611474.1
OG0012923	Mcavernosa15289-RA	XP_020606323.1
OG0012924	Mcavernosa15290-RA	XP_020606290.1
OG0012925	Mcavernosa17312-RA	XP_020617195.1
OG0012926	Mcavernosa17313-RA	XP_020603088.1, XP_020603089.1
OG0012927	Mcavernosa24851-RA	XP_020611699.1
OG0012929	Mcavernosa21650-RA	XP_020627085.1
OG0012931	Mcavernosa29571-RA	XP_020624462.1
OG0012932	Mcavernosa20083-RA	XP_020625668.1
OG0012933	Mcavernosa27715-RA	XP_020624766.1
OG0012934	Mcavernosa16150-RA	XP_020623880.1
OG0012936	Mcavernosa23963-RA	XP_020625695.1
OG0012937	Mcavernosa06418-RA	XP_020625702.1
OG0012938	Mcavernosa04639-RA	XP_020603458.1
OG0012939	Mcavernosa32383-RA	XP_020613339.1, XP_020613338.1
OG0012940	Mcavernosa32000-RA	XP_020609404.1
OG0012943	Mcavernosa04172-RA	XP_020616922.1
OG0012944	Mcavernosa18743-RA	XP_020626189.1, XP_020626203.1
OG0012945	Mcavernosa18744-RA	XP_020626177.1
OG0012946	Mcavernosa05382-RA	XP_020615754.1
OG0012947	Mcavernosa31156-RA	XP_020607753.1
OG0012950	Mcavernosa31150-RA	XP_020607740.1
OG0012951	Mcavernosa31151-RA	XP_020607742.1
OG0012952	Mcavernosa02173-RA	XP_020619836.1
OG0012953	Mcavernosa02177-RA	XP_020619835.1
OG0012954	Mcavernosa28811-RA	XP_020613701.1
OG0012955	Mcavernosa32499-RA	XP_020623531.1
OG0012956	Mcavernosa19240-RA, Mcavernosa19241-RA	XP_020613694.1
OG0012957	Mcavernosa18909-RA	XP_020625676.1
OG0012960	Mcavernosa06123-RA	XP_020604672.1
OG0012961	Mcavernosa06932-RA	XP_020622790.1
OG0012962	Mcavernosa06933-RA	XP_020622795.1
OG0012963	Mcavernosa06929-RA	XP_020622859.1
OG0012964	Mcavernosa06930-RA	XP_020622767.1
OG0012965	Mcavernosa06931-RA	XP_020622794.1
OG0012966	Mcavernosa06927-RA	XP_020622890.1
OG0012967	Mcavernosa14375-RA	XP_020616361.1
OG0012968	Mcavernosa05638-RA	XP_020628317.1
OG0012969	Mcavernosa07502-RA	XP_020618790.1, XP_020619414.1
OG0012970	Mcavernosa07501-RA	XP_020619493.1
OG0012971	Mcavernosa05633-RA	XP_020629258.1
OG0012972	Mcavernosa05634-RA	XP_020629245.1
OG0012974	Mcavernosa10822-RA	XP_020607984.1
OG0012975	Mcavernosa20688-RA	XP_020601256.1
OG0012976	Mcavernosa20690-RA	XP_020626577.1
OG0012977	Mcavernosa20682-RA	XP_020601306.1
OG0012978	Mcavernosa20683-RA	XP_020601310.1
OG0012979	Mcavernosa18293-RA	XP_020627430.1
OG0012980	Mcavernosa28426-RA	XP_020606062.1
OG0012983	Mcavernosa08763-RA	XP_020609340.1
OG0012984	Mcavernosa08760-RA	XP_020609351.1
OG0012985	Mcavernosa08762-RA	XP_020609349.1
OG0012986	Mcavernosa02359-RA	XP_020627586.1
OG0012987	Mcavernosa08260-RA	XP_020603745.1
OG0012988	Mcavernosa26482-RA	XP_020627206.1
OG0012989	Mcavernosa07505-RA	XP_020618453.1
OG0012990	Mcavernosa07508-RA	XP_020619799.1
OG0012992	Mcavernosa03912-RA	XP_020626167.1
OG0012993	Mcavernosa26595-RA	XP_020618616.1
OG0012994	Mcavernosa21703-RA	XP_020621746.1
OG0012995	Mcavernosa21704-RA	XP_020621745.1
OG0012996	Mcavernosa21707-RA	XP_020621750.1
OG0012997	Mcavernosa07849-RA	XP_020609963.1
OG0012999	Mcavernosa05105-RA	XP_020604521.1
OG0013002	Mcavernosa14331-RA	XP_020602335.1
OG0013004	Mcavernosa10263-RA	XP_020610567.1
OG0013005	Mcavernosa26219-RA	XP_020615334.1
OG0013006	Mcavernosa26867-RA	XP_020617957.1
OG0013007	Mcavernosa10922-RA	XP_020608759.1
OG0013009	Mcavernosa10917-RA	XP_020608760.1
OG0013010	Mcavernosa10920-RA	XP_020608758.1
OG0013011	Mcavernosa29620-RA	XP_020602328.1
OG0013012	Mcavernosa13051-RA	XP_020616518.1
OG0013013	Mcavernosa13044-RA	XP_020616569.1
OG0013014	Mcavernosa12574-RA	XP_020632888.1
OG0013015	Mcavernosa15414-RA	XP_020620247.1
OG0013017	Mcavernosa15418-RA	XP_020620345.1
OG0013018	Mcavernosa15415-RA	XP_020620158.1
OG0013020	Mcavernosa13664-RA	XP_020625426.1
OG0013021	Mcavernosa13665-RA	XP_020625428.1
OG0013023	Mcavernosa13670-RA	XP_020625423.1
OG0013024	Mcavernosa13662-RA	XP_020609691.1
OG0013025	Mcavernosa13663-RA	XP_020609654.1
OG0013026	Mcavernosa03854-RA	XP_020630201.1
OG0013027	Mcavernosa03823-RA	XP_020630120.1
OG0013028	Mcavernosa03857-RA	XP_020630132.1
OG0013029	Mcavernosa03860-RA	XP_020630206.1
OG0013030	Mcavernosa03829-RA	XP_020630155.1
OG0013031	Mcavernosa27228-RA, Mcavernosa03833-RA	XP_020630154.1, XP_020630153.1
OG0013032	Mcavernosa01999-RA	XP_020611670.1
OG0013033	Mcavernosa01996-RA	XP_020611668.1
OG0013034	Mcavernosa01995-RA	XP_020611637.1
OG0013035	Mcavernosa01994-RA	XP_020611638.1
OG0013036	Mcavernosa09946-RA	XP_020615710.1
OG0013037	Mcavernosa26050-RA	XP_020618576.1
OG0013038	Mcavernosa09542-RA	XP_020608008.1, XP_020608019.1
OG0013039	Mcavernosa02558-RA	XP_020631988.1
OG0013041	Mcavernosa02574-RA	XP_020627823.1
OG0013043	Mcavernosa29055-RA	XP_020603706.1
OG0013045	Mcavernosa19342-RA	XP_020619014.1
OG0013046	Mcavernosa19350-RA	XP_020618878.1
OG0013047	Mcavernosa19351-RA	XP_020619007.1
OG0013048	Mcavernosa29115-RA	XP_020608142.1
OG0013050	Mcavernosa03798-RA	XP_020605449.1
OG0013051	Mcavernosa32107-RA	XP_020608817.1
OG0013052	Mcavernosa05330-RA	XP_020632060.1
OG0013053	Mcavernosa05332-RA	XP_020613363.1, XP_020613374.1
OG0013054	Mcavernosa23588-RA	XP_020610569.1
OG0013055	Mcavernosa29077-RA	XP_020629378.1
OG0013056	Mcavernosa27544-RA	XP_020603737.1
OG0013058	Mcavernosa04455-RA	XP_020604333.1
OG0013059	Mcavernosa19643-RA	XP_020618248.1
OG0013060	Mcavernosa28581-RA	XP_020604297.1
