Orthogroup	plut2v1.1.proteins	Montipora_capitata_HIv2.genes.pep
OG0009464	plut2.m8.19412.m1	Montipora_capitata_PredGene_g29130.t1
OG0009465	plut2.m8.26515.m1	Montipora_capitata_PredGene_g19159.t1, Montipora_capitata_PredGene_g19158.t1, Montipora_capitata_PredGene_g11794.t1
OG0009466	plut2.m8.19745.m1	Montipora_capitata_PredGene_g30590.t1
OG0009467	plut2.m8.21237.m1	Montipora_capitata_PredGene_g70851.t1
OG0009468	plut2.m8.21242.m1	Montipora_capitata_PredGene_g70850.t1
OG0009469	plut2.m8.20059.m1	Montipora_capitata_PredGene_g38252.t1
OG0009470	plut2.m8.20067.m1	Montipora_capitata_PredGene_g35415.t1, Montipora_capitata_PredGene_g38253.t1
OG0009471	plut2.m8.32832.m1	Montipora_capitata_PredGene_g11242.t1
OG0009472	plut2.m8.1448.m1	Montipora_capitata_PredGene_g54443.t1
OG0009473	plut2.m8.30694.m1	Montipora_capitata_PredGene_g11248.t1
OG0009474	plut2.m8.1556.m1	Montipora_capitata_PredGene_g29952.t1
OG0009475	plut2.m8.1557.m1, plut2.m8.1558.m1	Montipora_capitata_PredGene_g29951.t1
OG0009476	plut2.m8.10784.m1	Montipora_capitata_PredGene_g56108.t1
OG0009477	plut2.m8.22797.m1	Montipora_capitata_PredGene_g47497.t1
OG0009478	plut2.m8.7057.m1	Montipora_capitata_PredGene_g49151.t1
OG0009479	plut2.m8.7054.m1	Montipora_capitata_PredGene_g49145.t1
OG0009480	plut2.m8.7066.m1	Montipora_capitata_PredGene_g49141.t1
OG0009481	plut2.m8.7053.m1	Montipora_capitata_PredGene_g49148.t1
OG0009482	plut2.m8.7068.m1	Montipora_capitata_PredGene_g49135.t1
OG0009483	plut2.m8.28849.m1	Montipora_capitata_PredGene_g18743.t1
OG0009484	plut2.m8.24141.m1, plut2.m8.24142.m1	Montipora_capitata_PredGene_g44837.t1
OG0009485	plut2.m8.24139.m1	Montipora_capitata_PredGene_g44890.t1
OG0009486	plut2.m8.24128.m1	Montipora_capitata_PredGene_g44838.t1
OG0009487	plut2.m8.24132.m1	Montipora_capitata_PredGene_g44846.t1
OG0009488	plut2.m8.1103.m1	Montipora_capitata_PredGene_g68879.t1
OG0009489	plut2.m8.28854.m1	Montipora_capitata_PredGene_g68900.t1
OG0009490	plut2.m8.28855.m1	Montipora_capitata_PredGene_g18745.t1
OG0009491	plut2.m8.28852.m1	Montipora_capitata_PredGene_g18746.t1
OG0009492	plut2.m8.28858.m1	Montipora_capitata_PredGene_g68896.t1
OG0009493	plut2.m8.9548.m1	Montipora_capitata_PredGene_g32311.t1
OG0009494	plut2.m8.9540.m1	Montipora_capitata_PredGene_g32309.t1
OG0009495	plut2.m8.9545.m1	Montipora_capitata_PredGene_adi2mcaRNA1326_R0.t1
OG0009496	plut2.m8.21015.m1	Montipora_capitata_PredGene_g63821.t1
OG0009497	jamg1.model.Sc0000162.9	Montipora_capitata_PredGene_g47188.t1
OG0009498	plut2.m8.9267.m1, plut2.m8.9276.m1, plut2.m8.31305.m1	Montipora_capitata_PredGene_g42283.t1
OG0009499	plut2.m8.12431.m1, plut2.m8.12435.m1	Montipora_capitata_PredGene_g47209.t1
OG0009500	plut2.m8.9262.m1	Montipora_capitata_PredGene_g42288.t1
OG0009501	plut2.m8.30168.m1	Montipora_capitata_PredGene_g37589.t1
OG0009502	plut2.m8.6014.m1	Montipora_capitata_PredGene_g37587.t1
OG0009503	plut2.m8.18276.m1	Montipora_capitata_PredGene_g52435.t1
OG0009504	plut2.m8.15134.m1	Montipora_capitata_PredGene_g33574.t1
OG0009505	plut2.m8.15142.m1	Montipora_capitata_PredGene_g33572.t1
OG0009506	plut2.m8.2146.m1	Montipora_capitata_PredGene_g55713.t1
OG0009507	plut2.m8.24115.m1	Montipora_capitata_PredGene_g1828.t1
OG0009508	plut2.m8.24123.m1	Montipora_capitata_PredGene_g55723.t1
OG0009509	plut2.m8.436.m1	Montipora_capitata_PredGene_g54956.t1
OG0009510	plut2.m8.453.m1	Montipora_capitata_PredGene_g54960.t1, Montipora_capitata_PredGene_g54957.t1
OG0009511	plut2.m8.8767.m1	Montipora_capitata_PredGene_g54941.t1
OG0009513	plut2.m8.437.m1	Montipora_capitata_PredGene_g54950.t1
OG0009514	plut2.m8.1138.m1	Montipora_capitata_PredGene_g54947.t1
OG0009515	plut2.m8.8764.m1	Montipora_capitata_PredGene_g62834.t1
OG0009516	plut2.m8.8762.m1	Montipora_capitata_PredGene_g62835.t1
OG0009517	plut2.m8.8763.m1	Montipora_capitata_PredGene_g62826.t1
OG0009518	jamg1.model.Sc0000015.67	Montipora_capitata_PredGene_g15600.t1
OG0009519	plut2.m8.7580.m1	Montipora_capitata_PredGene_g54281.t1
OG0009520	plut2.m8.7574.m1	Montipora_capitata_PredGene_g54288.t1
OG0009521	plut2.m8.7566.m1	Montipora_capitata_PredGene_g54292.t1
OG0009522	plut2.m8.7577.m1	Montipora_capitata_PredGene_g54280.t1
OG0009523	plut2.m8.15851.m1	Montipora_capitata_PredGene_g39446.t1
OG0009524	plut2.m8.24266.m1	Montipora_capitata_PredGene_adi2mcaRNA3428_R0.t1
OG0009525	plut2.m8.26591.m1	Montipora_capitata_PredGene_g31198.t1
OG0009526	plut2.m8.26595.m1	Montipora_capitata_PredGene_g31209.t1
OG0009527	plut2.m8.11513.m1, plut2.m8.11512.m1	Montipora_capitata_PredGene_g32691.t1
OG0009528	plut2.m8.18106.m1	Montipora_capitata_PredGene_g56854.t1
OG0009529	plut2.m8.73.m1	Montipora_capitata_PredGene_g3896.t1
OG0009530	plut2.m8.71.m1	Montipora_capitata_PredGene_g3897.t1
OG0009531	plut2.m8.59.m1	Montipora_capitata_PredGene_g12206.t1
OG0009532	plut2.m8.7732.m1	Montipora_capitata_PredGene_g33247.t1
OG0009533	plut2.m8.12589.m1	Montipora_capitata_PredGene_g69789.t1
OG0009534	plut2.m8.12577.m1	Montipora_capitata_PredGene_g69788.t1
OG0009535	plut2.m8.12575.m1	Montipora_capitata_PredGene_g57184.t1
OG0009536	plut2.m8.18127.m1	Montipora_capitata_PredGene_g33327.t1
OG0009537	plut2.m8.15253.m1, plut2.m8.18146.m1	Montipora_capitata_PredGene_g63600.t1
OG0009538	plut2.m8.18135.m1	Montipora_capitata_PredGene_adi2mcaRNA21702_R1.t1
OG0009539	plut2.m8.17712.m1	Montipora_capitata_PredGene_g14061.t1
OG0009540	plut2.m8.24143.m1	Montipora_capitata_PredGene_g30168.t1
OG0009541	plut2.m8.21583.m1	Montipora_capitata_PredGene_g22469.t1
OG0009543	plut2.m8.4012.m1	Montipora_capitata_PredGene_g29750.t1
OG0009544	plut2.m8.19113.m1	Montipora_capitata_PredGene_adi2mcaRNA4256_R0.t1
OG0009547	plut2.m8.1206.m1	Montipora_capitata_PredGene_g10908.t1
OG0009548	plut2.m8.1214.m1	Montipora_capitata_PredGene_g44169.t1
OG0009549	plut2.m8.1207.m1	Montipora_capitata_PredGene_g44171.t1, Montipora_capitata_PredGene_g44160.t1
OG0009550	plut2.m8.1208.m1	Montipora_capitata_PredGene_g44175.t1, Montipora_capitata_PredGene_g10904.t1
OG0009551	plut2.m8.1134.m1	Montipora_capitata_PredGene_g32804.t1
OG0009552	plut2.m8.1132.m1	Montipora_capitata_PredGene_g32798.t1
OG0009553	plut2.m8.6595.m1	Montipora_capitata_PredGene_g66558.t1
OG0009554	plut2.m8.6586.m1	Montipora_capitata_PredGene_g66563.t1
OG0009556	plut2.m8.21844.m1, plut2.m8.21848.m1	Montipora_capitata_PredGene_adi2mcaRNA38005_R0.t1
OG0009558	plut2.m8.29505.m1	Montipora_capitata_PredGene_g47981.t1
OG0009559	plut2.m8.29510.m1	Montipora_capitata_PredGene_g29725.t1
OG0009561	plut2.m8.10373.m1	Montipora_capitata_PredGene_g41215.t1
OG0009562	jamg1.model.Sc0000123.54	Montipora_capitata_PredGene_g41218.t1
OG0009563	plut2.m8.4379.m1	Montipora_capitata_PredGene_adi2mcaRNA9007_R0.t1
OG0009564	jamg1.model.Sc0000038.63	Montipora_capitata_PredGene_g37412.t1
OG0009565	plut2.m8.23326.m1	Montipora_capitata_PredGene_g6184.t1
OG0009566	plut2.m8.10661.m1	Montipora_capitata_PredGene_g55324.t1
OG0009567	plut2.m8.14124.m1	Montipora_capitata_PredGene_adi2mcaRNA2052_R1.t1
OG0009569	plut2.m8.10660.m1	Montipora_capitata_PredGene_g55325.t1
OG0009570	plut2.m8.23769.m1	Montipora_capitata_PredGene_g55530.t1
OG0009571	plut2.m8.10669.m1	Montipora_capitata_PredGene_g57800.t1
OG0009572	plut2.m8.27429.m1	Montipora_capitata_PredGene_g23691.t1
OG0009573	plut2.m8.27425.m1	Montipora_capitata_PredGene_g23679.t1
OG0009575	plut2.m8.1289.m1	Montipora_capitata_PredGene_adi2mcaRNA13742_R0.t1
OG0009576	plut2.m8.1295.m1	Montipora_capitata_PredGene_g62125.t1
OG0009577	plut2.m8.1299.m1	Montipora_capitata_PredGene_g62127.t1
OG0009579	plut2.m8.13213.m1	Montipora_capitata_PredGene_g59123.t1, Montipora_capitata_PredGene_g59122.t1
OG0009580	plut2.m8.13212.m1	Montipora_capitata_PredGene_g59124.t1
OG0009581	plut2.m8.25459.m1, plut2.m8.25460.m1	Montipora_capitata_PredGene_g59125.t1
OG0009582	plut2.m8.11296.m1	Montipora_capitata_PredGene_g46306.t1, Montipora_capitata_PredGene_g46315.t1
OG0009583	plut2.m8.11290.m1	Montipora_capitata_PredGene_g59147.t1
OG0009584	plut2.m8.13410.m1	Montipora_capitata_PredGene_adi2mcaRNA39478_R0.t1
OG0009585	plut2.m8.1411.m1	Montipora_capitata_PredGene_g66824.t1
OG0009587	plut2.m8.17207.m1	Montipora_capitata_PredGene_g22456.t1
OG0009588	plut2.m8.7119.m1	Montipora_capitata_PredGene_g60694.t1
OG0009589	plut2.m8.17939.m1	Montipora_capitata_PredGene_g60679.t1
OG0009590	plut2.m8.7116.m1	Montipora_capitata_PredGene_g60700.t1
OG0009591	plut2.m8.7111.m1	Montipora_capitata_PredGene_g60702.t1
OG0009592	plut2.m8.7107.m1	Montipora_capitata_PredGene_g67777.t1
OG0009593	plut2.m8.7124.m1	Montipora_capitata_PredGene_g60696.t1
OG0009594	plut2.m8.17687.m1	Montipora_capitata_PredGene_g21713.t1
OG0009595	plut2.m8.17969.m1	Montipora_capitata_PredGene_g68021.t1
OG0009596	plut2.m8.7378.m1	Montipora_capitata_PredGene_g64322.t1
OG0009597	plut2.m8.22918.m1	Montipora_capitata_PredGene_adi2mcaRNA39709_R0.t1
OG0009598	plut2.m8.15039.m1	Montipora_capitata_PredGene_g32102.t1
OG0009599	plut2.m8.18101.m1	Montipora_capitata_PredGene_g30050.t1
OG0009600	plut2.m8.22054.m1	Montipora_capitata_PredGene_g28330.t1
OG0009601	plut2.m8.32442.m1	Montipora_capitata_PredGene_g49348.t1
OG0009602	plut2.m8.15961.m1	Montipora_capitata_PredGene_g10120.t1, Montipora_capitata_PredGene_g10122.t1
OG0009603	plut2.m8.18566.m1	Montipora_capitata_PredGene_g28237.t1
OG0009604	plut2.m8.3882.m1, plut2.m8.22401.m1	Montipora_capitata_PredGene_g1363.t1
OG0009605	plut2.m8.21749.m1	Montipora_capitata_PredGene_g12925.t1
OG0009606	plut2.m8.15488.m1	Montipora_capitata_PredGene_g40380.t1
OG0009607	plut2.m8.21758.m1	Montipora_capitata_PredGene_g40390.t1
OG0009608	plut2.m8.3484.m1	Montipora_capitata_PredGene_g47593.t1
OG0009609	plut2.m8.21289.m1	Montipora_capitata_PredGene_g47587.t1
OG0009610	plut2.m8.1663.m1	Montipora_capitata_PredGene_g2795.t1
OG0009611	plut2.m8.19578.m1	Montipora_capitata_PredGene_adi2mcaRNA13250_R0.t1
OG0009612	plut2.m8.19586.m1	Montipora_capitata_PredGene_g33837.t1
OG0009613	plut2.m8.10717.m1	Montipora_capitata_PredGene_g44801.t1
OG0009614	plut2.m8.12930.m1	Montipora_capitata_PredGene_g35267.t1, Montipora_capitata_PredGene_g35270.t1
OG0009615	plut2.m8.7515.m1	Montipora_capitata_PredGene_g35274.t1
OG0009616	plut2.m8.2742.m1	Montipora_capitata_PredGene_g65486.t1
OG0009617	plut2.m8.12177.m1	Montipora_capitata_PredGene_g37215.t1, Montipora_capitata_PredGene_g19161.t1
OG0009618	plut2.m8.12201.m1	Montipora_capitata_PredGene_g45515.t1
OG0009619	plut2.m8.12200.m1	Montipora_capitata_PredGene_g37199.t1
OG0009620	plut2.m8.12169.m1	Montipora_capitata_PredGene_g37210.t1
OG0009621	plut2.m8.12170.m1	Montipora_capitata_PredGene_g37208.t1, Montipora_capitata_PredGene_g37209.t1
OG0009622	plut2.m8.12173.m1	Montipora_capitata_PredGene_g37206.t1
OG0009623	plut2.m8.12183.m1	Montipora_capitata_PredGene_g37214.t1
OG0009624	plut2.m8.3612.m1	Montipora_capitata_PredGene_g58748.t1
OG0009625	plut2.m8.12978.m1	Montipora_capitata_PredGene_g26570.t1
OG0009626	plut2.m8.13159.m1	Montipora_capitata_PredGene_adi2mcaRNA34864_R0.t1
OG0009627	plut2.m8.26584.m1	Montipora_capitata_PredGene_g55921.t1
OG0009628	plut2.m8.14120.m1	Montipora_capitata_PredGene_g26311.t1
OG0009629	plut2.m8.32421.m1	Montipora_capitata_PredGene_adi2mcaRNA22376_R0.t1
OG0009630	plut2.m8.5624.m1	Montipora_capitata_PredGene_g17764.t1, Montipora_capitata_PredGene_g483.t1
OG0009631	plut2.m8.5629.m1	Montipora_capitata_PredGene_g10959.t1
OG0009632	plut2.m8.13907.m1	Montipora_capitata_PredGene_g22535.t1
OG0009633	plut2.m8.11208.m1	Montipora_capitata_PredGene_g32409.t1
OG0009634	plut2.m8.30608.m1, plut2.m8.24523.m1	Montipora_capitata_PredGene_g34981.t1
OG0009635	plut2.m8.14303.m1	Montipora_capitata_PredGene_g23005.t1
OG0009636	plut2.m8.1069.m1	Montipora_capitata_PredGene_g50798.t1
OG0009637	plut2.m8.26582.m1	Montipora_capitata_PredGene_g55923.t1
OG0009638	plut2.m8.14540.m1	Montipora_capitata_PredGene_g39980.t1
OG0009639	plut2.m8.14538.m1	Montipora_capitata_PredGene_g39978.t1
OG0009640	plut2.m8.2838.m1	Montipora_capitata_PredGene_adi2mcaRNA16805_R0.t1
OG0009641	plut2.m8.23447.m1	Montipora_capitata_PredGene_g35961.t1
OG0009642	plut2.m8.23450.m1	Montipora_capitata_PredGene_g35960.t1
OG0009643	plut2.m8.23446.m1	Montipora_capitata_PredGene_g35958.t1
OG0009644	plut2.m8.23453.m1	Montipora_capitata_PredGene_g35956.t1
OG0009645	plut2.m8.13333.m1, plut2.m8.23516.m1, jamg1.model.Sc0000141.104	Montipora_capitata_PredGene_g42312.t1, Montipora_capitata_PredGene_g36567.t1, Montipora_capitata_PredGene_g51906.t1
OG0009646	plut2.m8.2059.m1	Montipora_capitata_PredGene_g62584.t1
OG0009647	plut2.m8.2056.m1	Montipora_capitata_PredGene_g62583.t1
OG0009648	plut2.m8.2060.m1	Montipora_capitata_PredGene_g62581.t1
OG0009649	plut2.m8.2061.m1	Montipora_capitata_PredGene_g62574.t1
OG0009650	plut2.m8.11567.m1	Montipora_capitata_PredGene_g21643.t1
OG0009651	plut2.m8.15021.m1	Montipora_capitata_PredGene_g11062.t1
OG0009652	plut2.m8.9128.m1	Montipora_capitata_PredGene_g36343.t1
OG0009653	plut2.m8.6429.m1	Montipora_capitata_PredGene_adi2mcaRNA8778_R0.t1, Montipora_capitata_PredGene_g54466.t1
OG0009654	plut2.m8.6447.m1	Montipora_capitata_PredGene_g39689.t1
OG0009655	jamg1.model.Sc0000576.3, plut2.m8.26750.m1	Montipora_capitata_PredGene_g56259.t1, Montipora_capitata_PredGene_g60831.t1, Montipora_capitata_PredGene_g67040.t1
OG0009656	plut2.m8.17328.m1	Montipora_capitata_PredGene_g66042.t1
OG0009656	plut2.m8.17327.m1	Montipora_capitata_PredGene_adi2mcaRNA30381_R1.t1
OG0009657	plut2.m8.17266.m1	Montipora_capitata_PredGene_g66043.t1, Montipora_capitata_PredGene_g66044.t1
OG0009658	plut2.m8.5279.m1	Montipora_capitata_PredGene_adi2mcaRNA10923_R0.t1
OG0009659	plut2.m8.17788.m1	Montipora_capitata_PredGene_g67821.t1
OG0009661	plut2.m8.17875.m1	Montipora_capitata_PredGene_adi2mcaRNA1021_R0.t1
OG0009662	plut2.m8.17882.m1	Montipora_capitata_PredGene_adi2mcaRNA1022_R0.t1
OG0009663	plut2.m8.27337.m1	Montipora_capitata_PredGene_g49977.t1
OG0009664	plut2.m8.27341.m1	Montipora_capitata_PredGene_g49976.t1
OG0009665	plut2.m8.18398.m1	Montipora_capitata_PredGene_g37347.t1
OG0009666	plut2.m8.21669.m1	Montipora_capitata_PredGene_g22509.t1
OG0009667	plut2.m8.20754.m1	Montipora_capitata_PredGene_g22501.t1
OG0009668	plut2.m8.26680.m1	Montipora_capitata_PredGene_adi2mcaRNA2568_R0.t1
OG0009669	plut2.m8.26682.m1	Montipora_capitata_PredGene_g41245.t1
OG0009670	plut2.m8.17749.m1	Montipora_capitata_PredGene_g30118.t1
OG0009671	plut2.m8.6563.m1	Montipora_capitata_PredGene_adi2mcaRNA27223_R0.t1
OG0009672	plut2.m8.6572.m1	Montipora_capitata_PredGene_g20698.t1
OG0009673	plut2.m8.6562.m1	Montipora_capitata_PredGene_g64477.t1
OG0009674	plut2.m8.7026.m1, plut2.m8.29550.m1	Montipora_capitata_PredGene_g51694.t1
OG0009676	plut2.m8.22830.m1	Montipora_capitata_PredGene_g12154.t1
OG0009677	plut2.m8.22833.m1	Montipora_capitata_PredGene_g693.t1
OG0009679	plut2.m8.8796.m1	Montipora_capitata_PredGene_g25121.t1
OG0009680	plut2.m8.8803.m1	Montipora_capitata_PredGene_g25139.t1
OG0009682	plut2.m8.2586.m1	Montipora_capitata_PredGene_g61598.t1
OG0009683	plut2.m8.24098.m1	Montipora_capitata_PredGene_adi2mcaRNA4325_R8.t1
OG0009684	plut2.m8.2581.m1	Montipora_capitata_PredGene_g61603.t1
OG0009685	plut2.m8.21919.m1	Montipora_capitata_PredGene_g28028.t1
OG0009686	plut2.m8.5216.m1	Montipora_capitata_PredGene_g18800.t1
OG0009687	plut2.m8.5203.m1	Montipora_capitata_PredGene_g3954.t1
OG0009688	plut2.m8.11685.m1	Montipora_capitata_PredGene_g36046.t1
OG0009689	plut2.m8.11687.m1, plut2.m8.11686.m1	Montipora_capitata_PredGene_g36045.t1
OG0009690	plut2.m8.11255.m1	Montipora_capitata_PredGene_g1562.t1
OG0009692	plut2.m8.11238.m1	Montipora_capitata_PredGene_g1573.t1
OG0009693	plut2.m8.11242.m1	Montipora_capitata_PredGene_adi2mcaRNA28706_R0.t1
OG0009694	plut2.m8.10568.m1	Montipora_capitata_PredGene_g33947.t1
OG0009695	plut2.m8.10557.m1	Montipora_capitata_PredGene_g33951.t1
OG0009696	plut2.m8.9037.m1, plut2.m8.9038.m1	Montipora_capitata_PredGene_g3775.t1
OG0009697	plut2.m8.9036.m1	Montipora_capitata_PredGene_adi2mcaRNA30688_R0.t1
OG0009698	plut2.m8.29041.m1	Montipora_capitata_PredGene_g33295.t1
OG0009699	plut2.m8.29970.m1	Montipora_capitata_PredGene_adi2mcaRNA12131_R0.t1
OG0009700	plut2.m8.18537.m1	Montipora_capitata_PredGene_g25191.t1
OG0009701	plut2.m8.24254.m1	Montipora_capitata_PredGene_g62651.t1
OG0009702	plut2.m8.2259.m1	Montipora_capitata_PredGene_g68751.t1
OG0009703	plut2.m8.8004.m1	Montipora_capitata_PredGene_g55279.t1
OG0009704	plut2.m8.23009.m1	Montipora_capitata_PredGene_g24041.t1
OG0009705	plut2.m8.10842.m1	Montipora_capitata_PredGene_g53964.t1
OG0009706	plut2.m8.20039.m1	Montipora_capitata_PredGene_g22625.t1
OG0009707	plut2.m8.21640.m1	Montipora_capitata_PredGene_g22619.t1
OG0009708	plut2.m8.23994.m1	Montipora_capitata_PredGene_g49286.t1
OG0009710	plut2.m8.23995.m1	Montipora_capitata_PredGene_g3672.t1
OG0009711	plut2.m8.26030.m1	Montipora_capitata_PredGene_g50930.t1
OG0009712	plut2.m8.9683.m1	Montipora_capitata_PredGene_g50917.t1
OG0009713	plut2.m8.9687.m1	Montipora_capitata_PredGene_adi2mcaRNA24713_R0.t1
OG0009714	plut2.m8.6553.m1	Montipora_capitata_PredGene_g817.t1
OG0009715	plut2.m8.6551.m1	Montipora_capitata_PredGene_g818.t1
OG0009716	plut2.m8.19929.m1	Montipora_capitata_PredGene_g19342.t1
OG0009717	plut2.m8.24507.m1	Montipora_capitata_PredGene_adi2mcaRNA5042_R0.t1
OG0009718	plut2.m8.32405.m1	Montipora_capitata_PredGene_g38016.t1
OG0009719	plut2.m8.28885.m1	Montipora_capitata_PredGene_g61784.t1
OG0009720	plut2.m8.3868.m1	Montipora_capitata_PredGene_g15726.t1
OG0009721	plut2.m8.3874.m1	Montipora_capitata_PredGene_g68177.t1
OG0009722	plut2.m8.9225.m1	Montipora_capitata_PredGene_g38291.t1
OG0009723	plut2.m8.3910.m1	Montipora_capitata_PredGene_g51360.t1
OG0009724	plut2.m8.5899.m1	Montipora_capitata_PredGene_g1276.t1
OG0009725	plut2.m8.10408.m1	Montipora_capitata_PredGene_g1268.t1
OG0009726	plut2.m8.5487.m1	Montipora_capitata_PredGene_g2253.t1
OG0009727	plut2.m8.5491.m1	Montipora_capitata_PredGene_g2254.t1
OG0009728	plut2.m8.5474.m1	Montipora_capitata_PredGene_adi2mcaRNA19855_R0.t1
OG0009729	plut2.m8.15411.m1	Montipora_capitata_PredGene_g64212.t1
OG0009730	plut2.m8.15883.m1	Montipora_capitata_PredGene_g59989.t1
OG0009731	plut2.m8.15896.m1	Montipora_capitata_PredGene_g59993.t1
OG0009732	plut2.m8.19655.m1	Montipora_capitata_PredGene_g16600.t1, Montipora_capitata_PredGene_g63287.t1
OG0009733	plut2.m8.4801.m1	Montipora_capitata_PredGene_g56218.t1
OG0009734	plut2.m8.4796.m1	Montipora_capitata_PredGene_adi2mcaRNA23392_R0.t1
OG0009735	plut2.m8.4794.m1	Montipora_capitata_PredGene_g56214.t1
OG0009736	plut2.m8.26507.m1	Montipora_capitata_PredGene_g58753.t1
OG0009737	plut2.m8.22132.m1	Montipora_capitata_PredGene_g36065.t1
OG0009738	plut2.m8.22138.m1	Montipora_capitata_PredGene_g36064.t1
OG0009739	plut2.m8.22128.m1	Montipora_capitata_PredGene_g36063.t1
OG0009740	plut2.m8.5703.m1	Montipora_capitata_PredGene_g36723.t1, Montipora_capitata_PredGene_g36725.t1
OG0009742	plut2.m8.14958.m1	Montipora_capitata_PredGene_g44636.t1
OG0009746	plut2.m8.1655.m1	Montipora_capitata_PredGene_g67255.t1
OG0009748	plut2.m8.28291.m1	Montipora_capitata_PredGene_g55146.t1, Montipora_capitata_PredGene_g58873.t1, Montipora_capitata_PredGene_g55150.t1
OG0009749	plut2.m8.3033.m1	Montipora_capitata_PredGene_adi2mcaRNA4738_R0.t1
OG0009751	plut2.m8.19441.m1, plut2.m8.19443.m1	Montipora_capitata_PredGene_g31176.t1
OG0009756	plut2.m8.11217.m1	Montipora_capitata_PredGene_g32425.t1
OG0009758	plut2.m8.3779.m1	Montipora_capitata_PredGene_adi2mcaRNA24955_R0.t1
OG0009759	plut2.m8.27391.m1	Montipora_capitata_PredGene_adi2mcaRNA1770_R6.t1
OG0009761	plut2.m8.27392.m1, plut2.m8.27398.m1	Montipora_capitata_PredGene_g23859.t1
OG0009762	plut2.m8.12832.m1	Montipora_capitata_PredGene_g62604.t1
OG0009765	plut2.m8.32499.m1, plut2.m8.26053.m1	Montipora_capitata_PredGene_g52525.t1
OG0009766	plut2.m8.24526.m1	Montipora_capitata_PredGene_g34977.t1
OG0009768	plut2.m8.7959.m1	Montipora_capitata_PredGene_g36425.t1
OG0009769	plut2.m8.16537.m1	Montipora_capitata_PredGene_g5052.t1
OG0009770	plut2.m8.14941.m1	Montipora_capitata_PredGene_adi2mcaRNA24340_R0.t1
OG0009773	plut2.m8.27718.m1	Montipora_capitata_PredGene_g39944.t1, Montipora_capitata_PredGene_g10229.t1
OG0009775	plut2.m8.22924.m1, plut2.m8.22926.m1	Montipora_capitata_PredGene_g52039.t1
OG0009776	plut2.m8.1255.m1	Montipora_capitata_PredGene_g64244.t1
OG0009778	plut2.m8.10881.m1	Montipora_capitata_PredGene_g50451.t1
OG0009779	plut2.m8.1257.m1	Montipora_capitata_PredGene_g64239.t1
OG0009780	plut2.m8.17654.m1, plut2.m8.23748.m1	Montipora_capitata_PredGene_g48090.t1, Montipora_capitata_PredGene_g35420.t1
OG0009783	plut2.m8.17137.m1	Montipora_capitata_PredGene_g39412.t1
OG0009784	plut2.m8.5113.m1	Montipora_capitata_PredGene_g14047.t1, Montipora_capitata_PredGene_g52336.t1, Montipora_capitata_PredGene_g52330.t1
OG0009785	plut2.m8.2247.m1	Montipora_capitata_PredGene_g59956.t1
OG0009786	plut2.m8.21812.m1	Montipora_capitata_PredGene_g34962.t1
OG0009791	plut2.m8.19419.m1, plut2.m8.19429.m1	Montipora_capitata_PredGene_g29122.t1
OG0009792	plut2.m8.21246.m1	Montipora_capitata_PredGene_g17230.t1
OG0009793	plut2.m8.33193.m1, plut2.m8.24396.m1	Montipora_capitata_PredGene_g33653.t1
OG0009794	plut2.m8.17476.m1, plut2.m8.17481.m1	Montipora_capitata_PredGene_g42307.t1
OG0009795	plut2.m8.26711.m1, plut2.m8.26694.m1	Montipora_capitata_PredGene_g19400.t1
OG0009798	plut2.m8.6707.m1	Montipora_capitata_PredGene_g25889.t1
OG0009802	plut2.m8.15860.m1	Montipora_capitata_PredGene_g39438.t1
OG0009804	plut2.m8.23554.m1	Montipora_capitata_PredGene_g61685.t1
OG0009807	plut2.m8.7808.m1	Montipora_capitata_PredGene_g70207.t1
OG0009809	plut2.m8.16325.m1	Montipora_capitata_PredGene_g59537.t1
OG0009811	plut2.m8.10390.m1	Montipora_capitata_PredGene_g9757.t1
OG0009816	plut2.m8.5680.m1	Montipora_capitata_PredGene_g48310.t1, Montipora_capitata_PredGene_g48296.t1, Montipora_capitata_PredGene_g48305.t1, Montipora_capitata_PredGene_g48326.t1
OG0009817	plut2.m8.3107.m1	Montipora_capitata_PredGene_g31926.t1
OG0009819	jamg1.model.Sc0000324.2	Montipora_capitata_PredGene_g58512.t1
OG0009820	plut2.m8.14785.m1	Montipora_capitata_PredGene_adi2mcaRNA23910_R1.t1
OG0009822	plut2.m8.9464.m1	Montipora_capitata_PredGene_g11960.t1
OG0009824	plut2.m8.27311.m1	Montipora_capitata_PredGene_g49206.t1, Montipora_capitata_PredGene_g49211.t1, Montipora_capitata_PredGene_g49215.t1, Montipora_capitata_PredGene_g47233.t1
OG0009825	plut2.m8.119.m1	Montipora_capitata_PredGene_g209.t1, Montipora_capitata_PredGene_g32048.t1
OG0009827	plut2.m8.11618.m1	Montipora_capitata_PredGene_g45550.t1, Montipora_capitata_PredGene_g21373.t1, Montipora_capitata_PredGene_g47637.t1, Montipora_capitata_PredGene_g47638.t1
OG0009828	plut2.m8.2805.m1	Montipora_capitata_PredGene_g70696.t1
OG0009829	plut2.m8.2861.m1, plut2.m8.2859.m1	Montipora_capitata_PredGene_g658.t1
OG0009830	plut2.m8.32233.m1	Montipora_capitata_PredGene_g46367.t1, Montipora_capitata_PredGene_g46366.t1
OG0009831	plut2.m8.30940.m1	Montipora_capitata_PredGene_g38237.t1, Montipora_capitata_PredGene_g38230.t1
