Orthogroup	GCF_002042975.1_ofav_dov_v1_protein	Acerv_assembly_v1.0.protein
OG0011920	XP_020609046.1	Acerv_evm.model.Segkk2233_pilon.22
OG0011921	XP_020615838.1, XP_020615924.1	Acerv_evm.model.Segkk2233_pilon.21
OG0011922	XP_020617129.1, XP_020617133.1	Acerv_evm.model.Segkk2233_pilon.1
OG0011923	XP_020625076.1, XP_020617610.1, XP_020617611.1	Acerv_evm.model.Segkk2235_pilon.4
OG0011924	XP_020630659.1, XP_020630658.1	Acerv_evm.model.Segkk2237_pilon.13
OG0011925	XP_020630654.1	Acerv_evm.model.Segkk2237_pilon.11
OG0011926	XP_020610217.1, XP_020630665.1	Acerv_evm.model.Segkk2237_pilon.3
OG0011927	XP_020607463.1	Acerv_evm.model.Segkk2240_pilon.25
OG0011928	XP_020625816.1	Acerv_evm.model.Segkk2240_pilon.12
OG0011929	XP_020607538.1, XP_020607539.1	Acerv_evm.model.Segkk2240_pilon.18
OG0011930	XP_020621442.1	Acerv_evm.model.Segkk2241_pilon.5
OG0011931	XP_020630018.1	Acerv_evm.model.Segkk2242_pilon.8
OG0011932	XP_020620773.1	Acerv_evm.model.Segkk2246_pilon.2
OG0011933	XP_020620533.1	Acerv_evm.model.Segkk2249_pilon.2
OG0011934	XP_020620531.1	Acerv_evm.model.Segkk2249_pilon.3
OG0011935	XP_020625671.1	Acerv_evm.model.Segkk2250_pilon.2
OG0011936	XP_020625690.1	Acerv_evm.model.Segkk2250_pilon.1
OG0011937	XP_020625544.1	Acerv_evm.model.Segkk2254_pilon.3
OG0011938	XP_020622920.1	Acerv_evm.model.Segkk2255_pilon.3
OG0011939	XP_020626427.1	Acerv_evm.model.Segkk2256_pilon.2
OG0011940	XP_020628780.1	Acerv_evm.model.Segkk2261_pilon.3
OG0011941	XP_020605192.1	Acerv_evm.model.Segkk2261_pilon.4
OG0011942	XP_020605189.1	Acerv_evm.model.Segkk2261_pilon.11
OG0011943	XP_020605218.1	Acerv_evm.model.Segkk2261_pilon.14
OG0011944	XP_020601361.1	Acerv_evm.model.Segkk2264_pilon.35
OG0011945	XP_020625703.1	Acerv_evm.model.Segkk2264_pilon.10
OG0011946	XP_020608205.1	Acerv_evm.model.Segkk2264_pilon.41
OG0011947	XP_020625336.1	Acerv_evm.model.Segkk2265_pilon.6
OG0011948	XP_020623747.1	Acerv_evm.model.Segkk2265_pilon.7
OG0011949	XP_020623771.1	Acerv_evm.model.Segkk2265_pilon.5
OG0011950	XP_020621450.1	Acerv_evm.model.Segkk2265_pilon.2
OG0011951	XP_020621453.1	Acerv_evm.model.Segkk2265_pilon.3
OG0011952	XP_020625313.1	Acerv_evm.model.Segkk2265_pilon.8
OG0011953	XP_020601105.1, XP_020601104.1	Acerv_evm.model.Segkk2267_pilon.1
OG0011954	XP_020601103.1	Acerv_evm.model.Segkk2267_pilon.2
OG0011955	XP_020628936.1	Acerv_evm.model.Segkk2267_pilon.3
OG0011956	XP_020628928.1	Acerv_evm.model.Segkk2267_pilon.4
OG0011957	XP_020621849.1	Acerv_evm.model.Segkk2270_pilon.4
OG0011958	XP_020621902.1	Acerv_evm.model.Segkk2270_pilon.5
OG0011959	XP_020621843.1	Acerv_evm.model.Segkk2270_pilon.8
OG0011960	XP_020630032.1	Acerv_evm.model.Segkk2272_pilon.2
OG0011962	XP_020622203.1	Acerv_evm.model.Segkk2277_pilon.2
OG0011964	XP_020616874.1, XP_020616873.1	Acerv_evm.model.Segkk2285_pilon.3
OG0011965	XP_020628905.1	Acerv_evm.model.Segkk2288_pilon.5
OG0011966	XP_020628892.1	Acerv_evm.model.Segkk2288_pilon.3
OG0011967	XP_020604719.1, XP_020604720.1	Acerv_evm.model.Segkk2290_pilon.4
OG0011968	XP_020607527.1	Acerv_evm.model.Segkk2292_pilon.5
OG0011969	XP_020615603.1	Acerv_evm.model.Segkk2292_pilon.12
OG0011970	XP_020606656.1	Acerv_evm.model.Segkk2292_pilon.17
OG0011971	XP_020601502.1	Acerv_evm.model.Segkk2295_pilon.1
OG0011972	XP_020601503.1	Acerv_evm.model.Segkk2295_pilon.15
OG0011973	XP_020601495.1	Acerv_evm.model.Segkk2295_pilon.11
OG0011974	XP_020601494.1	Acerv_evm.model.Segkk2295_pilon.10
OG0011975	XP_020618692.1	Acerv_evm.model.Segkk2298_pilon.1
OG0011976	XP_020617123.1	Acerv_evm.model.Segkk2300_pilon.4
OG0011977	XP_020606399.1	Acerv_evm.model.Segkk2300_pilon.6
OG0011978	XP_020616504.1	Acerv_evm.model.Segkk2302_pilon.14
OG0011979	XP_020616506.1	Acerv_evm.model.Segkk2302_pilon.15
OG0011980	XP_020619520.1	Acerv_evm.model.Segkk2303_pilon.15
OG0011981	XP_020620266.1	Acerv_evm.model.Segkk2303_pilon.3
OG0011982	XP_020620366.1	Acerv_evm.model.Segkk2303_pilon.4
OG0011985	XP_020602532.1	Acerv_evm.model.Segkk2307_pilon.11
OG0011986	XP_020600642.1	Acerv_evm.model.Segkk2311_pilon.3
OG0011987	XP_020606057.1	Acerv_evm.model.Segkk2311_pilon.7
OG0011988	XP_020600533.1	Acerv_evm.model.Segkk2311_pilon.5
OG0011989	XP_020605975.1	Acerv_evm.model.Segkk2311_pilon.8
OG0011990	XP_020605976.1	Acerv_evm.model.Segkk2311_pilon.10
OG0011991	XP_020606112.1	Acerv_evm.model.Segkk2311_pilon.13
OG0011992	XP_020606070.1	Acerv_evm.model.Segkk2311_pilon.16
OG0011993	XP_020618183.1	Acerv_evm.model.Segkk2315_pilon.2
OG0011994	XP_020626379.1	Acerv_evm.model.Segkk2316_pilon.1
OG0011995	XP_020626314.1	Acerv_evm.model.Segkk2316_pilon.2
OG0011996	XP_020626282.1	Acerv_evm.model.Segkk2316_pilon.5
OG0011997	XP_020626378.1	Acerv_evm.model.Segkk2316_pilon.7
OG0011998	XP_020617261.1	Acerv_evm.model.Segkk2317_pilon.1
OG0011999	XP_020614899.1	Acerv_evm.model.Segkk2318_pilon.2
OG0012000	XP_020614854.1	Acerv_evm.model.Segkk2318_pilon.1
OG0012001	XP_020614892.1	Acerv_evm.model.Segkk2318_pilon.16
OG0012002	XP_020614887.1	Acerv_evm.model.Segkk2318_pilon.14
OG0012003	XP_020621559.1	Acerv_evm.model.Segkk2319_pilon.13
OG0012004	XP_020631013.1	Acerv_evm.model.Segkk2322_pilon.28
OG0012005	XP_020631008.1	Acerv_evm.model.Segkk2322_pilon.29
OG0012006	XP_020618539.1	Acerv_evm.model.Segkk2322_pilon.14
OG0012007	XP_020628779.1	Acerv_evm.model.Segkk2322_pilon.12
OG0012008	XP_020618531.1	Acerv_evm.model.Segkk2322_pilon.18
OG0012009	XP_020606555.1	Acerv_evm.model.Segkk2325_pilon.17
OG0012010	XP_020606520.1	Acerv_evm.model.Segkk2325_pilon.15
OG0012011	XP_020606536.1	Acerv_evm.model.Segkk2325_pilon.7
OG0012012	XP_020624083.1	Acerv_evm.model.Segkk2325_pilon.3
OG0012013	XP_020626091.1	Acerv_evm.model.Segkk2325_pilon.2
OG0012014	XP_020606546.1	Acerv_evm.model.Segkk2325_pilon.8
OG0012015	XP_020624263.1	Acerv_evm.model.Segkk2325_pilon.4
OG0012016	XP_020618250.1	Acerv_evm.model.Segkk2329_pilon.2
OG0012017	XP_020618348.1	Acerv_evm.model.Segkk2329_pilon.1
OG0012018	XP_020629219.1	Acerv_evm.model.Segkk2332_pilon.3
OG0012019	XP_020629653.1	Acerv_evm.model.Segkk2332_pilon.2
OG0012020	XP_020629350.1	Acerv_evm.model.Segkk2332_pilon.1
OG0012021	XP_020632699.1	Acerv_evm.model.Segkk2333_pilon.2
OG0012022	XP_020632718.1, XP_020632717.1	Acerv_evm.model.Segkk2333_pilon.3
OG0012023	XP_020631031.1	Acerv_evm.model.Segkk2334_pilon.6
OG0012024	XP_020606181.1	Acerv_evm.model.Segkk2335_pilon.32
OG0012026	XP_020607289.1	Acerv_evm.model.Segkk2335_pilon.25
OG0012027	XP_020607311.1	Acerv_evm.model.Segkk2335_pilon.24
OG0012028	XP_020610655.1	Acerv_evm.model.Segkk2339_pilon.8
OG0012029	XP_020625062.1, XP_020625063.1	Acerv_evm.model.Segkk2345_pilon.8
OG0012030	XP_020631248.1, XP_020631227.1	Acerv_evm.model.Segkk2345_pilon.3
OG0012031	XP_020619117.1	Acerv_evm.model.Segkk2349_pilon.2
OG0012032	XP_020605489.1	Acerv_evm.model.Segkk2350_pilon.2
OG0012033	XP_020619716.1, XP_020619714.1, XP_020619706.1, XP_020619707.1	Acerv_evm.model.Segkk2355_pilon.10
OG0012035	XP_020610343.1, XP_020610341.1	Acerv_evm.model.Segkk2358_pilon.10
OG0012036	XP_020610360.1	Acerv_evm.model.Segkk2358_pilon.7
OG0012037	XP_020610340.1	Acerv_evm.model.Segkk2358_pilon.6
OG0012038	XP_020610729.1	Acerv_evm.model.Segkk2358_pilon.2
OG0012039	XP_020610727.1	Acerv_evm.model.Segkk2358_pilon.1
OG0012040	XP_020610339.1	Acerv_evm.model.Segkk2358_pilon.9
OG0012041	XP_020608301.1	Acerv_evm.model.Segkk2359_pilon.4
OG0012042	XP_020630409.1, XP_020615496.1	Acerv_evm.model.Segkk2361_pilon.11
OG0012043	XP_020615495.1	Acerv_evm.model.Segkk2361_pilon.10
OG0012044	XP_020615503.1	Acerv_evm.model.Segkk2361_pilon.8
OG0012045	XP_020632171.1	Acerv_evm.model.Segkk2367_pilon.1
OG0012046	XP_020632170.1	Acerv_evm.model.Segkk2367_pilon.2
OG0012047	XP_020627968.1	Acerv_evm.model.Segkk2370_pilon.1
OG0012048	XP_020632301.1, XP_020632040.1	Acerv_evm.model.Segkk2374_pilon.5
OG0012049	XP_020602360.1	Acerv_evm.model.Segkk2375_pilon.10
OG0012050	XP_020617354.1	Acerv_evm.model.Segkk2375_pilon.11
OG0012051	XP_020617350.1	Acerv_evm.model.Segkk2375_pilon.16
OG0012052	XP_020617356.1	Acerv_evm.model.Segkk2375_pilon.17
OG0012053	XP_020617360.1	Acerv_evm.model.Segkk2375_pilon.18
OG0012054	XP_020602366.1	Acerv_evm.model.Segkk2375_pilon.7
OG0012055	XP_020630106.1	Acerv_evm.model.Segkk2386_pilon.5
OG0012056	XP_020606677.1	Acerv_evm.model.Segkk2386_pilon.19
OG0012057	XP_020630094.1	Acerv_evm.model.Segkk2386_pilon.13
OG0012058	XP_020606682.1	Acerv_evm.model.Segkk2386_pilon.20
OG0012059	XP_020630107.1	Acerv_evm.model.Segkk2386_pilon.9
OG0012060	XP_020631681.1	Acerv_evm.model.Segkk2390_pilon.18
OG0012061	XP_020606817.1	Acerv_evm.model.Segkk2390_pilon.28
OG0012062	XP_020606746.1	Acerv_evm.model.Segkk2390_pilon.33
OG0012063	XP_020627903.1	Acerv_evm.model.Segkk2397_pilon.2
OG0012064	XP_020627907.1	Acerv_evm.model.Segkk2397_pilon.3
OG0012065	XP_020617051.1	Acerv_evm.model.Segkk2401_pilon.1
OG0012066	XP_020621565.1	Acerv_evm.model.Segkk2409_pilon.2
OG0012067	XP_020621610.1	Acerv_evm.model.Segkk2409_pilon.3
OG0012068	XP_020609724.1	Acerv_evm.model.Segkk2410_pilon.15
OG0012069	XP_020621533.1	Acerv_evm.model.Segkk2421_pilon.2
OG0012070	XP_020621681.1	Acerv_evm.model.Segkk2421_pilon.3
OG0012071	XP_020622500.1	Acerv_evm.model.Segkk2424_pilon.5
OG0012072	XP_020622875.1	Acerv_evm.model.Segkk4092_pilon.2, Acerv_evm.model.Segkk2424_pilon.17, Acerv_evm.model.Segkk2978_pilon.34
OG0012073	XP_020623733.1	Acerv_evm.model.Segkk2427_pilon.3
OG0012075	XP_020619370.1	Acerv_evm.model.Segkk2430_pilon.8
OG0012076	XP_020619406.1	Acerv_evm.model.Segkk2430_pilon.10
OG0012077	XP_020625086.1	Acerv_evm.model.Segkk2431_pilon.4
OG0012078	XP_020610471.1	Acerv_evm.model.Segkk2431_pilon.9
OG0012079	XP_020606465.1	Acerv_evm.model.Segkk2431_pilon.1
OG0012080	XP_020607049.1, XP_020607050.1	Acerv_evm.model.Segkk2432_pilon.2
OG0012081	XP_020610728.1	Acerv_evm.model.Segkk2432_pilon.6
OG0012082	XP_020611151.1	Acerv_evm.model.Segkk2432_pilon.7
OG0012083	XP_020603212.1	Acerv_evm.model.Segkk2433_pilon.10
OG0012084	XP_020605533.1	Acerv_evm.model.Segkk2433_pilon.16
OG0012085	XP_020622615.1	Acerv_evm.model.Segkk2445_pilon.8
OG0012086	XP_020622619.1	Acerv_evm.model.Segkk2445_pilon.9
OG0012087	XP_020618383.1	Acerv_evm.model.Segkk2452_pilon.3
OG0012088	XP_020609650.1	Acerv_evm.model.Segkk2456_pilon.1
OG0012089	XP_020624904.1	Acerv_evm.model.Segkk2459_pilon.5
OG0012090	XP_020605173.1	Acerv_evm.model.Segkk2462_pilon.8
OG0012091	XP_020605172.1, XP_020605171.1	Acerv_evm.model.Segkk2462_pilon.5
OG0012092	XP_020605221.1	Acerv_evm.model.Segkk2462_pilon.3
OG0012093	XP_020622837.1	Acerv_evm.model.Segkk2463_pilon.10
OG0012094	XP_020626540.1	Acerv_evm.model.Segkk2463_pilon.12
OG0012096	XP_020622876.1	Acerv_evm.model.Segkk2463_pilon.6
OG0012097	XP_020622898.1	Acerv_evm.model.Segkk2463_pilon.7
OG0012098	XP_020618476.1	Acerv_evm.model.Segkk2464_pilon.33
OG0012099	XP_020618472.1	Acerv_evm.model.Segkk2464_pilon.29
OG0012100	XP_020618470.1	Acerv_evm.model.Segkk2464_pilon.20
OG0012101	XP_020618496.1	Acerv_evm.model.Segkk2464_pilon.23
OG0012102	XP_020618465.1	Acerv_evm.model.Segkk2464_pilon.19
OG0012103	XP_020618439.1	Acerv_evm.model.Segkk2464_pilon.18
OG0012104	XP_020600866.1	Acerv_evm.model.Segkk2465_pilon.1
OG0012105	XP_020609500.1	Acerv_evm.model.Segkk3364_pilon.28, Acerv_evm.model.Segkk2468_pilon.38
OG0012106	XP_020608523.1, XP_020608529.1	Acerv_evm.model.Segkk2468_pilon.31
OG0012107	XP_020608491.1	Acerv_evm.model.Segkk2468_pilon.25
OG0012108	XP_020607968.1	Acerv_evm.model.Segkk2468_pilon.26
OG0012109	XP_020607858.1	Acerv_evm.model.Segkk2468_pilon.29
OG0012110	XP_020616216.1, XP_020616215.1	Acerv_evm.model.Segkk2469_pilon.28
OG0012111	XP_020616133.1	Acerv_evm.model.Segkk2469_pilon.27
OG0012112	XP_020616208.1	Acerv_evm.model.Segkk2469_pilon.22
OG0012113	XP_020602141.1	Acerv_evm.model.Segkk2469_pilon.2
OG0012114	XP_020601950.1	Acerv_evm.model.Segkk2471_pilon.16
OG0012115	XP_020625436.1, XP_020625438.1	Acerv_evm.model.Segkk2471_pilon.10
OG0012116	XP_020620637.1	Acerv_evm.model.Segkk2476_pilon.1
OG0012117	XP_020624664.1	Acerv_evm.model.Segkk2479_pilon.5
OG0012118	XP_020605558.1	Acerv_evm.model.Segkk2480_pilon.10
OG0012119	XP_020605560.1	Acerv_evm.model.Segkk2480_pilon.7
OG0012120	XP_020605559.1	Acerv_evm.model.Segkk2480_pilon.6
OG0012121	XP_020605557.1	Acerv_evm.model.Segkk2480_pilon.9
OG0012122	XP_020608677.1, XP_020608676.1	Acerv_evm.model.Segkk2481_pilon.4
OG0012123	XP_020610293.1	Acerv_evm.model.Segkk2481_pilon.2
OG0012126	XP_020602684.1	Acerv_evm.model.Segkk2483_pilon.31
OG0012127	XP_020627514.1, XP_020627513.1	Acerv_evm.model.Segkk2483_pilon.36
OG0012128	XP_020602657.1	Acerv_evm.model.Segkk2483_pilon.25
OG0012129	XP_020602780.1	Acerv_evm.model.Segkk2483_pilon.8
OG0012130	XP_020628890.1	Acerv_evm.model.Segkk2483_pilon.2
OG0012131	XP_020602674.1	Acerv_evm.model.Segkk2483_pilon.6
OG0012132	XP_020602677.1	Acerv_evm.model.Segkk2483_pilon.7
OG0012133	XP_020602658.1	Acerv_evm.model.Segkk2483_pilon.28
OG0012134	XP_020602659.1	Acerv_evm.model.Segkk2483_pilon.27
OG0012135	XP_020602660.1	Acerv_evm.model.Segkk2483_pilon.24
OG0012136	XP_020602769.1	Acerv_evm.model.Segkk2483_pilon.21
OG0012137	XP_020617149.1	Acerv_evm.model.Segkk2484_pilon.5
OG0012138	XP_020627361.1	Acerv_evm.model.Segkk2487_pilon.7
OG0012139	XP_020627325.1	Acerv_evm.model.Segkk2487_pilon.8
OG0012140	XP_020601130.1	Acerv_evm.model.Segkk2487_pilon.11
OG0012141	XP_020604011.1	Acerv_evm.model.Segkk2489_pilon.1
OG0012142	XP_020617454.1	Acerv_evm.model.Segkk2493_pilon.15
OG0012143	XP_020612061.1	Acerv_evm.model.Segkk2493_pilon.9
OG0012144	XP_020612093.1	Acerv_evm.model.Segkk2493_pilon.8
OG0012145	XP_020612833.1	Acerv_evm.model.Segkk2497_pilon.2
OG0012146	XP_020622772.1	Acerv_evm.model.Segkk2498_pilon.2
OG0012147	XP_020622842.1	Acerv_evm.model.Segkk2498_pilon.3
OG0012148	XP_020622819.1	Acerv_evm.model.Segkk2498_pilon.4
OG0012149	XP_020605588.1	Acerv_evm.model.Segkk2499_pilon.3
OG0012150	XP_020612199.1	Acerv_evm.model.Segkk2507_pilon.6
OG0012151	XP_020612201.1	Acerv_evm.model.Segkk2507_pilon.3
OG0012152	XP_020612198.1, XP_020612207.1	Acerv_evm.model.Segkk2507_pilon.2
OG0012154	XP_020608118.1	Acerv_evm.model.Segkk2517_pilon.2
OG0012155	XP_020622058.1	Acerv_evm.model.Segkk2518_pilon.4
OG0012156	XP_020621984.1	Acerv_evm.model.Segkk2518_pilon.7
OG0012157	XP_020622055.1	Acerv_evm.model.Segkk2518_pilon.3
OG0012158	XP_020622054.1	Acerv_evm.model.Segkk2518_pilon.2
OG0012159	XP_020618296.1	Acerv_evm.model.Segkk2519_pilon.3
OG0012160	XP_020613301.1	Acerv_evm.model.Segkk2521_pilon.3
OG0012161	XP_020613200.1	Acerv_evm.model.Segkk2521_pilon.2
OG0012162	XP_020613231.1	Acerv_evm.model.Segkk2521_pilon.4
OG0012163	XP_020610578.1, XP_020610579.1, XP_020610577.1	Acerv_evm.model.Segkk2526_pilon.7
OG0012164	XP_020609008.1	Acerv_evm.model.Segkk2527_pilon.2
OG0012165	XP_020609007.1	Acerv_evm.model.Segkk2527_pilon.1
OG0012166	XP_020603833.1, XP_020603757.1	Acerv_evm.model.Segkk2528_pilon.3
OG0012167	XP_020627271.1	Acerv_evm.model.Segkk2529_pilon.2
OG0012168	XP_020627270.1	Acerv_evm.model.Segkk2529_pilon.3
OG0012169	XP_020627192.1	Acerv_evm.model.Segkk2529_pilon.4
OG0012171	XP_020623715.1	Acerv_evm.model.Segkk2537_pilon.34
OG0012172	XP_020623716.1	Acerv_evm.model.Segkk2537_pilon.31
OG0012173	XP_020623820.1	Acerv_evm.model.Segkk2537_pilon.20
OG0012174	XP_020623699.1	Acerv_evm.model.Segkk2537_pilon.29
OG0012175	XP_020623818.1	Acerv_evm.model.Segkk2537_pilon.23
OG0012176	XP_020623779.1	Acerv_evm.model.Segkk2537_pilon.25
OG0012177	XP_020623713.1	Acerv_evm.model.Segkk2537_pilon.33
OG0012178	XP_020623819.1	Acerv_evm.model.Segkk2537_pilon.16
OG0012179	XP_020623822.1	Acerv_evm.model.Segkk2537_pilon.19
OG0012181	XP_020616767.1	Acerv_evm.model.Segkk2542_pilon.3
OG0012182	XP_020632785.1	Acerv_evm.model.Segkk2547_pilon.1
OG0012183	XP_020613730.1	Acerv_evm.model.Segkk2548_pilon.2
OG0012184	XP_020613858.1	Acerv_evm.model.Segkk2548_pilon.1
OG0012185	XP_020613862.1	Acerv_evm.model.Segkk2548_pilon.5
OG0012186	XP_020613818.1	Acerv_evm.model.Segkk2548_pilon.8
OG0012187	XP_020626411.1	Acerv_evm.model.Segkk2554_pilon.9
OG0012188	XP_020626223.1	Acerv_evm.model.Segkk2554_pilon.5
OG0012189	XP_020626437.1	Acerv_evm.model.Segkk2554_pilon.7
OG0012190	XP_020626324.1	Acerv_evm.model.Segkk2554_pilon.1
OG0012191	XP_020626327.1	Acerv_evm.model.Segkk2554_pilon.3
OG0012192	XP_020611064.1	Acerv_evm.model.Segkk2558_pilon.10
OG0012193	XP_020611090.1	Acerv_evm.model.Segkk2558_pilon.9
OG0012194	XP_020611109.1	Acerv_evm.model.Segkk2558_pilon.5
OG0012195	XP_020611117.1	Acerv_evm.model.Segkk2558_pilon.4
OG0012196	XP_020611108.1	Acerv_evm.model.Segkk2558_pilon.6
OG0012197	XP_020611088.1, XP_020611111.1	Acerv_evm.model.Segkk2558_pilon.11
OG0012198	XP_020625516.1	Acerv_evm.model.Segkk2564_pilon.4
OG0012199	XP_020625502.1	Acerv_evm.model.Segkk2564_pilon.6
OG0012200	XP_020616147.1	Acerv_evm.model.Segkk2565_pilon.5
OG0012201	XP_020607818.1	Acerv_evm.model.Segkk2566_pilon.1
OG0012204	XP_020603440.1	Acerv_evm.model.Segkk2575_pilon.7
OG0012205	XP_020603526.1	Acerv_evm.model.Segkk2575_pilon.4
OG0012206	XP_020603592.1	Acerv_evm.model.Segkk2575_pilon.3
OG0012207	XP_020603438.1, XP_020603439.1	Acerv_evm.model.Segkk2575_pilon.8
OG0012208	XP_020603507.1	Acerv_evm.model.Segkk2575_pilon.15
OG0012209	XP_020603529.1	Acerv_evm.model.Segkk2575_pilon.16
OG0012210	XP_020603498.1, XP_020603562.1	Acerv_evm.model.Segkk2575_pilon.17
OG0012211	XP_020603426.1	Acerv_evm.model.Segkk2575_pilon.21
OG0012212	XP_020620220.1	Acerv_evm.model.Segkk2576_pilon.4
OG0012215	XP_020604772.1	Acerv_evm.model.Segkk2579_pilon.7
OG0012216	XP_020604877.1	Acerv_evm.model.Segkk2579_pilon.11
OG0012217	XP_020624297.1	Acerv_evm.model.Segkk2579_pilon.28
OG0012218	XP_020624315.1	Acerv_evm.model.Segkk2579_pilon.25
OG0012219	XP_020629639.1, XP_020629638.1	Acerv_evm.model.Segkk2968_pilon.3, Acerv_evm.model.Segkk2580_pilon.6
OG0012220	XP_020629631.1	Acerv_evm.model.Segkk2580_pilon.3
OG0012223	XP_020606393.1	Acerv_evm.model.Segkk2585_pilon.19
OG0012225	XP_020606274.1, XP_020606273.1	Acerv_evm.model.Segkk2585_pilon.14
OG0012226	XP_020606467.1	Acerv_evm.model.Segkk2585_pilon.8
OG0012227	XP_020607408.1	Acerv_evm.model.Segkk4359_pilon.11, Acerv_evm.model.Segkk2587_pilon.10
OG0012228	XP_020607386.1	Acerv_evm.model.Segkk2587_pilon.12
OG0012229	XP_020604542.1	Acerv_evm.model.Segkk2587_pilon.5
OG0012230	XP_020604532.1	Acerv_evm.model.Segkk2587_pilon.4
OG0012231	XP_020609207.1	Acerv_evm.model.Segkk2593_pilon.8
OG0012232	XP_020609232.1	Acerv_evm.model.Segkk2593_pilon.9
OG0012233	XP_020606895.1	Acerv_evm.model.Segkk2594_pilon.2
OG0012234	XP_020614980.1	Acerv_evm.model.Segkk2594_pilon.30
OG0012235	XP_020614006.1	Acerv_evm.model.Segkk2596_pilon.39
OG0012236	XP_020603066.1	Acerv_evm.model.Segkk2596_pilon.35
OG0012237	XP_020603063.1	Acerv_evm.model.Segkk2596_pilon.34
OG0012238	XP_020603061.1	Acerv_evm.model.Segkk2596_pilon.36
OG0012239	XP_020603075.1	Acerv_evm.model.Segkk2596_pilon.16
OG0012240	XP_020602984.1	Acerv_evm.model.Segkk2596_pilon.26
OG0012241	XP_020602985.1	Acerv_evm.model.Segkk2596_pilon.24
OG0012242	XP_020603005.1	Acerv_evm.model.Segkk2596_pilon.20
OG0012243	XP_020624036.1	Acerv_evm.model.Segkk2596_pilon.51
OG0012244	XP_020617355.1	Acerv_evm.model.Segkk2597_pilon.1
OG0012245	XP_020621305.1	Acerv_evm.model.Segkk2598_pilon.3
OG0012246	XP_020621283.1	Acerv_evm.model.Segkk2598_pilon.4
OG0012247	XP_020606090.1	Acerv_evm.model.Segkk2606_pilon.1
OG0012248	XP_020619851.1, XP_020619859.1	Acerv_evm.model.Segkk2609_pilon.2
OG0012250	XP_020621412.1	Acerv_evm.model.Segkk2614_pilon.15
OG0012251	XP_020621431.1	Acerv_evm.model.Segkk2614_pilon.17
OG0012252	XP_020603323.1, XP_020603324.1	Acerv_evm.model.Segkk2614_pilon.4
OG0012253	XP_020626149.1	Acerv_evm.model.Segkk2614_pilon.3
OG0012254	XP_020603471.1	Acerv_evm.model.Segkk2618_pilon.2
OG0012255	XP_020603448.1	Acerv_evm.model.Segkk2618_pilon.4
OG0012256	XP_020603430.1	Acerv_evm.model.Segkk2618_pilon.8
OG0012257	XP_020603431.1	Acerv_evm.model.Segkk2618_pilon.9
OG0012258	XP_020603429.1	Acerv_evm.model.Segkk2618_pilon.11
OG0012259	XP_020603577.1	Acerv_evm.model.Segkk2618_pilon.12
OG0012260	XP_020606879.1	Acerv_evm.model.Segkk2619_pilon.1
OG0012261	XP_020603571.1	Acerv_evm.model.Segkk2624_pilon.5
OG0012262	XP_020603428.1	Acerv_evm.model.Segkk2624_pilon.9
OG0012263	XP_020612102.1	Acerv_evm.model.Segkk2632_pilon.6
OG0012264	XP_020612144.1	Acerv_evm.model.Segkk2632_pilon.7
OG0012265	XP_020612140.1	Acerv_evm.model.Segkk2632_pilon.4
OG0012266	XP_020612145.1	Acerv_evm.model.Segkk2632_pilon.8
OG0012267	XP_020618039.1	Acerv_evm.model.Segkk2633_pilon.3
OG0012268	XP_020618096.1	Acerv_evm.model.Segkk2633_pilon.2
OG0012269	XP_020618075.1	Acerv_evm.model.Segkk2633_pilon.5
OG0012270	XP_020618070.1	Acerv_evm.model.Segkk2633_pilon.4
OG0012271	XP_020606641.1	Acerv_evm.model.Segkk2634_pilon.3
OG0012272	XP_020609575.1	Acerv_evm.model.Segkk2637_pilon.7
OG0012273	XP_020610290.1	Acerv_evm.model.Segkk2637_pilon.6
OG0012274	XP_020611134.1	Acerv_evm.model.Segkk2637_pilon.5
OG0012275	XP_020626364.1	Acerv_evm.model.Segkk2641_pilon.10
OG0012276	XP_020607355.1	Acerv_evm.model.Segkk2642_pilon.5
OG0012277	XP_020609049.1	Acerv_evm.model.Segkk2649_pilon.5
OG0012278	XP_020608965.1	Acerv_evm.model.Segkk2649_pilon.1
OG0012279	XP_020622870.1	Acerv_evm.model.Segkk2651_pilon.13
OG0012280	XP_020622803.1	Acerv_evm.model.Segkk2651_pilon.12
OG0012281	XP_020622802.1	Acerv_evm.model.Segkk2651_pilon.16
OG0012282	XP_020622865.1	Acerv_evm.model.Segkk2651_pilon.6
OG0012283	XP_020622814.1	Acerv_evm.model.Segkk2651_pilon.5
OG0012285	XP_020622831.1, XP_020622832.1	Acerv_evm.model.Segkk2651_pilon.9
OG0012286	XP_020609809.1	Acerv_evm.model.Segkk2653_pilon.3
OG0012288	XP_020607960.1	Acerv_evm.model.Segkk2654_pilon.3
OG0012289	XP_020629849.1	Acerv_evm.model.Segkk2655_pilon.1
OG0012290	XP_020622363.1	Acerv_evm.model.Segkk2657_pilon.1
OG0012291	XP_020601894.1	Acerv_evm.model.Segkk2662_pilon.20
OG0012292	XP_020601884.1	Acerv_evm.model.Segkk2662_pilon.21
OG0012293	XP_020601913.1	Acerv_evm.model.Segkk2662_pilon.22
OG0012294	XP_020608492.1	Acerv_evm.model.Segkk2662_pilon.6
OG0012295	XP_020601942.1	Acerv_evm.model.Segkk2662_pilon.9
OG0012296	XP_020601930.1, XP_020601931.1	Acerv_evm.model.Segkk2662_pilon.11
