Orthogroup	plut2v1.1.proteins	GCF_002042975.1_ofav_dov_v1_protein
OG0012201	plut2.m8.26844.m1	XP_020607818.1
OG0012204	plut2.m8.13920.m1	XP_020603440.1
OG0012205	plut2.m8.13919.m1	XP_020603526.1
OG0012206	plut2.m8.13908.m1	XP_020603592.1
OG0012208	plut2.m8.13934.m1, plut2.m8.13936.m1	XP_020603507.1
OG0012209	plut2.m8.13932.m1	XP_020603529.1
OG0012211	plut2.m8.13947.m1	XP_020603426.1
OG0012215	plut2.m8.21162.m1	XP_020604772.1
OG0012216	plut2.m8.15715.m1	XP_020604877.1
OG0012217	plut2.m8.1716.m1	XP_020624297.1
OG0012218	jamg1.model.Sc0000013.5	XP_020624315.1
OG0012220	plut2.m8.29933.m1	XP_020629631.1
OG0012223	plut2.m8.30540.m1, plut2.m8.11805.m1, plut2.m8.11819.m1	XP_020606393.1
OG0012225	jamg1.model.Sc0000002.21	XP_020606274.1, XP_020606273.1
OG0012226	plut2.m8.29207.m1	XP_020606467.1
OG0012227	plut2.m8.7548.m1	XP_020607408.1
OG0012228	plut2.m8.7547.m1	XP_020607386.1
OG0012229	plut2.m8.22231.m1	XP_020604542.1
OG0012230	plut2.m8.22229.m1	XP_020604532.1
OG0012231	plut2.m8.993.m1	XP_020609207.1
OG0012232	plut2.m8.996.m1	XP_020609232.1
OG0012233	plut2.m8.2837.m1	XP_020606895.1
OG0012234	plut2.m8.16676.m1	XP_020614980.1
OG0012235	plut2.m8.22866.m1	XP_020614006.1
OG0012236	plut2.m8.22870.m1	XP_020603066.1
OG0012237	plut2.m8.22868.m1	XP_020603063.1
OG0012238	plut2.m8.22864.m1	XP_020603061.1
OG0012239	plut2.m8.19305.m1	XP_020603075.1
OG0012240	plut2.m8.22863.m1	XP_020602984.1
OG0012241	plut2.m8.22867.m1	XP_020602985.1
OG0012242	plut2.m8.19304.m1	XP_020603005.1
OG0012243	plut2.m8.11353.m1	XP_020624036.1
OG0012244	plut2.m8.22908.m1	XP_020617355.1
OG0012245	plut2.m8.28367.m1	XP_020621305.1
OG0012246	plut2.m8.28364.m1	XP_020621283.1
OG0012247	plut2.m8.4865.m1	XP_020606090.1
OG0012248	plut2.m8.33112.m1	XP_020619851.1, XP_020619859.1
OG0012250	jamg1.model.Sc0000311.9	XP_020621412.1
OG0012251	plut2.m8.18691.m1	XP_020621431.1
OG0012252	plut2.m8.7455.m1	XP_020603323.1, XP_020603324.1
OG0012253	plut2.m8.7465.m1, plut2.m8.7462.m1	XP_020626149.1
OG0012254	plut2.m8.14180.m1	XP_020603471.1
OG0012255	plut2.m8.20672.m1	XP_020603448.1
OG0012256	plut2.m8.20673.m1	XP_020603430.1
OG0012257	plut2.m8.20666.m1	XP_020603431.1
OG0012258	plut2.m8.20667.m1	XP_020603429.1
OG0012259	plut2.m8.20675.m1	XP_020603577.1
OG0012260	plut2.m8.32403.m1	XP_020606879.1
OG0012261	plut2.m8.22121.m1	XP_020603571.1
OG0012262	plut2.m8.13906.m1	XP_020603428.1
OG0012263	plut2.m8.10598.m1	XP_020612102.1
OG0012264	plut2.m8.10601.m1	XP_020612144.1
OG0012265	plut2.m8.10604.m1	XP_020612140.1
OG0012266	plut2.m8.10599.m1	XP_020612145.1
OG0012267	plut2.m8.6064.m1	XP_020618039.1
OG0012268	plut2.m8.6078.m1	XP_020618096.1
OG0012269	plut2.m8.6067.m1	XP_020618075.1
OG0012270	plut2.m8.6072.m1	XP_020618070.1
OG0012271	plut2.m8.19267.m1	XP_020606641.1
OG0012272	plut2.m8.7390.m1	XP_020609575.1
OG0012273	plut2.m8.7387.m1	XP_020610290.1
OG0012274	plut2.m8.7391.m1	XP_020611134.1
OG0012275	plut2.m8.31666.m1	XP_020626364.1
OG0012277	plut2.m8.17932.m1	XP_020609049.1
OG0012278	plut2.m8.7073.m1	XP_020608965.1
OG0012279	plut2.m8.22526.m1	XP_020622870.1
OG0012280	plut2.m8.22518.m1	XP_020622803.1
OG0012281	plut2.m8.22521.m1	XP_020622802.1
OG0012282	plut2.m8.15154.m1	XP_020622865.1
OG0012283	plut2.m8.15150.m1	XP_020622814.1
OG0012285	plut2.m8.22505.m1	XP_020622831.1, XP_020622832.1
OG0012286	plut2.m8.12039.m1	XP_020609809.1
OG0012288	jamg1.model.xfSc0000046.8	XP_020607960.1
OG0012289	plut2.m8.11475.m1	XP_020629849.1
OG0012290	plut2.m8.33400.m1, plut2.m8.12187.m1	XP_020622363.1
OG0012291	plut2.m8.14716.m1	XP_020601894.1
OG0012292	plut2.m8.14720.m1	XP_020601884.1
OG0012293	plut2.m8.14718.m1	XP_020601913.1
OG0012294	plut2.m8.23555.m1	XP_020608492.1
OG0012295	plut2.m8.11133.m1	XP_020601942.1
OG0012296	plut2.m8.11137.m1	XP_020601930.1, XP_020601931.1
OG0012297	plut2.m8.11130.m1	XP_020601933.1
OG0012299	plut2.m8.11131.m1	XP_020601880.1
OG0012300	plut2.m8.11134.m1	XP_020601879.1
OG0012302	plut2.m8.23563.m1	XP_020608530.1
OG0012303	plut2.m8.3886.m1	XP_020624992.1
OG0012304	plut2.m8.3888.m1	XP_020624989.1
OG0012305	plut2.m8.21384.m1	XP_020616335.1
OG0012306	plut2.m8.21380.m1	XP_020616320.1
OG0012307	plut2.m8.21383.m1	XP_020616461.1
OG0012308	plut2.m8.20089.m1	XP_020626218.1
OG0012309	plut2.m8.20949.m1, plut2.m8.20950.m1	XP_020626257.1
OG0012310	plut2.m8.20951.m1	XP_020626258.1
OG0012311	plut2.m8.20953.m1	XP_020626254.1
OG0012312	plut2.m8.20957.m1	XP_020626407.1
OG0012313	jamg1.model.Sc0000398.10	XP_020626256.1
OG0012314	plut2.m8.20106.m1	XP_020626416.1
OG0012315	plut2.m8.2112.m1	XP_020616511.1
OG0012316	plut2.m8.2104.m1	XP_020616550.1
OG0012318	plut2.m8.30482.m1	XP_020622882.1
OG0012319	jamg1.model.Sc0000566.7	XP_020617875.1, XP_020617874.1
OG0012320	plut2.m8.16883.m1	XP_020617798.1
OG0012321	plut2.m8.8518.m1	XP_020629884.1
OG0012322	plut2.m8.8515.m1	XP_020629809.1
OG0012323	jamg1.model.Sc0000167.41	XP_020625561.1
OG0012325	plut2.m8.9364.m1	XP_020618349.1
OG0012326	plut2.m8.18040.m1	XP_020621830.1, XP_020621829.1
OG0012327	plut2.m8.11841.m1	XP_020613741.1
OG0012328	plut2.m8.11843.m1, plut2.m8.16779.m1	XP_020613735.1
OG0012329	plut2.m8.12769.m1	XP_020625085.1
OG0012330	plut2.m8.12772.m1	XP_020625084.1
OG0012331	plut2.m8.1054.m1	XP_020613168.1
OG0012332	plut2.m8.1048.m1	XP_020613159.1
OG0012333	plut2.m8.1577.m1	XP_020626724.1
OG0012334	plut2.m8.11159.m1	XP_020622955.1
OG0012335	plut2.m8.11155.m1	XP_020623479.1
OG0012336	plut2.m8.13111.m1	XP_020623803.1
OG0012337	plut2.m8.20713.m1	XP_020613742.1
OG0012338	plut2.m8.20717.m1	XP_020611382.1
OG0012339	jamg1.model.Sc0000387.16	XP_020611357.1
OG0012340	plut2.m8.20714.m1	XP_020611281.1
OG0012341	plut2.m8.20711.m1	XP_020611308.1
OG0012342	plut2.m8.20708.m1	XP_020611336.1
OG0012343	plut2.m8.11119.m1	XP_020619206.1, XP_020619160.1
OG0012344	plut2.m8.11121.m1	XP_020619205.1, XP_020619242.1
OG0012347	plut2.m8.405.m1	XP_020616110.1
OG0012348	plut2.m8.27698.m1	XP_020632749.1
OG0012349	plut2.m8.28770.m1	XP_020621449.1
OG0012350	plut2.m8.21636.m1, plut2.m8.21637.m1	XP_020603422.1
OG0012351	plut2.m8.21631.m1	XP_020603487.1
OG0012354	plut2.m8.690.m1	XP_020612562.1
OG0012355	plut2.m8.687.m1	XP_020612535.1
OG0012356	plut2.m8.683.m1	XP_020612567.1
OG0012358	plut2.m8.704.m1	XP_020612616.1
OG0012359	plut2.m8.701.m1	XP_020612664.1
OG0012361	plut2.m8.707.m1	XP_020612675.1
OG0012362	plut2.m8.703.m1	XP_020612624.1
OG0012363	plut2.m8.23980.m1	XP_020628337.1
OG0012364	plut2.m8.32516.m1, plut2.m8.32515.m1	XP_020628370.1, XP_020628314.1
OG0012365	plut2.m8.23977.m1	XP_020628357.1
OG0012366	plut2.m8.32509.m1	XP_020628350.1
OG0012367	plut2.m8.373.m1	XP_020606276.1
OG0012368	plut2.m8.378.m1	XP_020606277.1
OG0012369	plut2.m8.28587.m1	XP_020628355.1
OG0012370	plut2.m8.8842.m1	XP_020631110.1
OG0012371	plut2.m8.20321.m1	XP_020631059.1
OG0012372	plut2.m8.8849.m1	XP_020631107.1
OG0012373	plut2.m8.8839.m1	XP_020612661.1
OG0012374	plut2.m8.24408.m1	XP_020630960.1
OG0012375	plut2.m8.4460.m1	XP_020617036.1
OG0012376	plut2.m8.16728.m1	XP_020622228.1
OG0012377	plut2.m8.5559.m1	XP_020628932.1
OG0012378	jamg1.model.Sc0000057.19	XP_020625176.1
OG0012379	plut2.m8.6097.m1	XP_020625175.1
OG0012380	plut2.m8.6104.m1	XP_020624287.1, XP_020624286.1
OG0012381	plut2.m8.6107.m1	XP_020624288.1
OG0012382	plut2.m8.6096.m1	XP_020620384.1
OG0012383	plut2.m8.20737.m1	XP_020608598.1
OG0012384	plut2.m8.20736.m1	XP_020608544.1
OG0012385	plut2.m8.20742.m1	XP_020608497.1
OG0012386	plut2.m8.2357.m1, plut2.m8.2368.m1	XP_020628403.1, XP_020601848.1
OG0012387	plut2.m8.2366.m1, plut2.m8.2353.m1	XP_020600398.1
OG0012388	plut2.m8.2356.m1, plut2.m8.2369.m1	XP_020601825.1
OG0012389	plut2.m8.5275.m1	XP_020608010.1
OG0012390	plut2.m8.12536.m1	XP_020616033.1
OG0012391	plut2.m8.998.m1	XP_020609197.1
OG0012393	plut2.m8.412.m1	XP_020616074.1
OG0012394	plut2.m8.413.m1	XP_020616092.1
OG0012395	jamg1.model.Sc0000002.57	XP_020616234.1
OG0012396	plut2.m8.8230.m1	XP_020605331.1
OG0012397	plut2.m8.8219.m1	XP_020605858.1
OG0012398	plut2.m8.8228.m1	XP_020605229.1
OG0012399	plut2.m8.19780.m1	XP_020606248.1
OG0012400	plut2.m8.19788.m1	XP_020606138.1
OG0012401	plut2.m8.19781.m1	XP_020606626.1
OG0012402	plut2.m8.24648.m1	XP_020610726.1
OG0012403	plut2.m8.939.m1	XP_020611959.1
OG0012404	plut2.m8.23299.m1	XP_020628297.1
OG0012405	plut2.m8.23295.m1	XP_020628265.1
OG0012407	plut2.m8.8604.m1	XP_020614553.1
OG0012408	plut2.m8.30974.m1	XP_020611318.1
OG0012409	jamg1.model.xfSc0000303.2	XP_020611319.1
OG0012410	plut2.m8.16401.m1	XP_020611323.1
OG0012411	plut2.m8.16406.m1	XP_020621239.1
OG0012412	plut2.m8.16543.m1	XP_020612069.1
OG0012413	plut2.m8.16544.m1	XP_020612072.1
OG0012414	plut2.m8.16545.m1	XP_020612071.1
OG0012415	plut2.m8.3138.m1	XP_020611994.1
OG0012417	jamg1.model.Sc0000026.29	XP_020604160.1
OG0012418	plut2.m8.6190.m1	XP_020613279.1
OG0012419	jamg1.model.Sc0000031.71	XP_020624626.1
OG0012420	plut2.m8.3693.m1	XP_020624803.1
OG0012421	plut2.m8.3692.m1	XP_020624721.1
OG0012422	plut2.m8.3685.m1	XP_020624628.1
OG0012423	plut2.m8.3684.m1	XP_020624642.1
OG0012425	plut2.m8.7389.m1	XP_020610615.1
OG0012427	plut2.m8.8824.m1	XP_020631050.1
OG0012428	plut2.m8.20337.m1	XP_020631135.1
OG0012429	plut2.m8.20324.m1	XP_020631037.1
OG0012430	plut2.m8.20327.m1	XP_020631036.1
OG0012431	plut2.m8.13214.m1	XP_020624191.1
OG0012433	plut2.m8.18946.m1	XP_020628529.1
OG0012434	plut2.m8.18927.m1	XP_020628481.1
OG0012435	plut2.m8.5647.m1	XP_020623336.1
OG0012437	plut2.m8.13201.m1	XP_020624148.1
OG0012438	plut2.m8.14595.m1	XP_020615994.1
OG0012439	plut2.m8.10254.m1	XP_020608706.1
OG0012440	plut2.m8.3454.m1	XP_020626612.1
OG0012441	plut2.m8.10258.m1	XP_020608707.1
OG0012442	plut2.m8.15040.m1	XP_020600641.1
OG0012443	plut2.m8.5430.m1	XP_020621616.1
OG0012444	plut2.m8.5423.m1	XP_020621614.1
OG0012445	plut2.m8.5421.m1	XP_020621674.1
OG0012446	plut2.m8.5425.m1	XP_020621661.1
OG0012447	plut2.m8.21052.m1	XP_020621713.1
OG0012448	plut2.m8.11932.m1	XP_020619812.1
OG0012449	plut2.m8.11935.m1	XP_020619808.1
OG0012450	plut2.m8.11940.m1	XP_020619826.1
OG0012451	plut2.m8.22295.m1	XP_020610666.1
OG0012452	plut2.m8.22297.m1	XP_020610736.1
OG0012453	plut2.m8.1967.m1	XP_020608617.1
OG0012454	plut2.m8.13219.m1	XP_020624155.1
OG0012455	plut2.m8.32966.m1	XP_020627523.1
OG0012456	plut2.m8.12614.m1	XP_020607158.1
OG0012457	plut2.m8.12608.m1	XP_020607346.1
OG0012458	plut2.m8.23002.m1	XP_020601240.1
OG0012459	plut2.m8.23010.m1	XP_020601139.1
OG0012461	plut2.m8.29129.m1	XP_020601324.1
OG0012462	plut2.m8.29128.m1	XP_020601216.1
OG0012464	plut2.m8.4406.m1	XP_020617320.1
OG0012465	plut2.m8.4405.m1	XP_020617305.1
OG0012466	plut2.m8.21506.m1	XP_020628181.1
OG0012467	plut2.m8.17172.m1	XP_020608394.1
OG0012468	plut2.m8.17159.m1	XP_020608348.1
OG0012469	plut2.m8.17166.m1	XP_020608396.1
OG0012470	plut2.m8.28300.m1	XP_020601516.1
OG0012471	plut2.m8.28286.m1	XP_020602706.1
OG0012472	plut2.m8.2404.m1	XP_020631691.1
OG0012474	plut2.m8.28306.m1	XP_020601486.1
OG0012475	plut2.m8.21505.m1	XP_020628108.1
OG0012476	plut2.m8.21495.m1	XP_020628115.1
OG0012477	plut2.m8.21501.m1	XP_020628117.1
OG0012478	plut2.m8.2547.m1	XP_020609320.1
OG0012479	plut2.m8.29839.m1	XP_020602002.1
OG0012480	plut2.m8.14654.m1	XP_020613859.1
OG0012481	plut2.m8.13413.m1	XP_020600880.1
OG0012483	plut2.m8.5053.m1	XP_020609870.1
OG0012484	plut2.m8.6763.m1	XP_020615687.1
OG0012485	plut2.m8.6761.m1	XP_020615578.1
OG0012486	plut2.m8.20968.m1	XP_020626404.1
OG0012487	jamg1.model.Sc0000074.10	XP_020629088.1
OG0012488	plut2.m8.7346.m1	XP_020629067.1
OG0012489	plut2.m8.7342.m1	XP_020629319.1
OG0012490	plut2.m8.7351.m1	XP_020629068.1
OG0012491	plut2.m8.7344.m1	XP_020625432.1
OG0012492	plut2.m8.7354.m1	XP_020629083.1
OG0012493	plut2.m8.23537.m1	XP_020606012.1
OG0012494	plut2.m8.30335.m1	XP_020601730.1
OG0012495	plut2.m8.23533.m1	XP_020601675.1
OG0012496	plut2.m8.25539.m1	XP_020615934.1, XP_020615935.1
OG0012497	plut2.m8.20699.m1	XP_020619930.1
OG0012498	plut2.m8.32648.m1	XP_020613061.1
OG0012499	plut2.m8.16164.m1	XP_020623315.1
OG0012500	plut2.m8.19823.m1	XP_020623326.1, XP_020623350.1
OG0012501	plut2.m8.15856.m1	XP_020608439.1
OG0012502	plut2.m8.12963.m1	XP_020619883.1
OG0012503	plut2.m8.1908.m1	XP_020602147.1
OG0012504	plut2.m8.1904.m1	XP_020602101.1
OG0012505	plut2.m8.1906.m1	XP_020629450.1
OG0012506	plut2.m8.20109.m1	XP_020626305.1
OG0012507	plut2.m8.18067.m1	XP_020611961.1
OG0012508	plut2.m8.22249.m1	XP_020611761.1, XP_020611760.1
OG0012509	plut2.m8.9725.m1	XP_020626446.1
OG0012510	plut2.m8.3880.m1	XP_020632016.1
OG0012511	plut2.m8.3876.m1	XP_020632000.1
OG0012512	plut2.m8.3881.m1	XP_020632011.1
OG0012513	plut2.m8.2329.m1	XP_020619472.1
OG0012515	plut2.m8.5687.m1	XP_020610873.1
OG0012516	plut2.m8.6526.m1	XP_020606395.1
OG0012517	plut2.m8.14466.m1	XP_020616342.1
OG0012518	plut2.m8.6531.m1	XP_020627547.1
OG0012519	plut2.m8.14462.m1	XP_020628849.1
OG0012520	plut2.m8.15428.m1	XP_020611053.1
OG0012522	plut2.m8.15429.m1	XP_020616264.1
OG0012523	plut2.m8.15424.m1	XP_020616364.1
OG0012524	plut2.m8.15427.m1	XP_020601845.1
OG0012525	plut2.m8.11031.m1	XP_020616771.1
OG0012526	plut2.m8.19875.m1	XP_020613240.1
OG0012527	plut2.m8.19871.m1	XP_020613235.1
OG0012528	plut2.m8.9431.m1	XP_020628216.1
OG0012529	plut2.m8.9425.m1	XP_020628136.1
OG0012530	plut2.m8.9433.m1	XP_020628214.1
OG0012531	plut2.m8.8478.m1	XP_020626955.1
OG0012532	plut2.m8.12420.m1	XP_020604458.1
OG0012533	plut2.m8.12416.m1	XP_020604428.1
OG0012534	plut2.m8.12415.m1	XP_020604433.1
OG0012536	plut2.m8.12419.m1	XP_020604445.1
OG0012537	plut2.m8.12424.m1	XP_020604474.1
OG0012538	plut2.m8.12428.m1	XP_020604434.1
OG0012539	plut2.m8.12426.m1	XP_020604475.1
OG0012540	plut2.m8.23061.m1	XP_020606459.1
OG0012542	plut2.m8.5951.m1	XP_020607241.1
OG0012543	plut2.m8.5952.m1	XP_020607257.1
OG0012544	plut2.m8.7705.m1	XP_020618199.1
OG0012545	plut2.m8.7701.m1	XP_020618196.1
OG0012546	plut2.m8.4018.m1	XP_020623788.1
OG0012547	plut2.m8.30646.m1	XP_020622271.1
OG0012548	plut2.m8.24627.m1	XP_020622487.1
OG0012549	plut2.m8.15878.m1	XP_020609414.1
OG0012550	plut2.m8.15884.m1	XP_020627260.1
OG0012551	plut2.m8.15876.m1	XP_020609402.1
OG0012552	plut2.m8.28581.m1	XP_020606297.1
OG0012553	plut2.m8.6484.m1	XP_020601854.1
OG0012556	plut2.m8.5014.m1	XP_020617488.1
OG0012557	plut2.m8.10584.m1	XP_020620720.1
OG0012558	plut2.m8.10587.m1	XP_020620405.1
OG0012559	plut2.m8.22211.m1	XP_020631731.1
OG0012560	plut2.m8.22207.m1	XP_020631732.1
OG0012561	plut2.m8.18686.m1	XP_020621440.1
OG0012562	plut2.m8.15929.m1	XP_020605013.1
OG0012563	plut2.m8.27308.m1	XP_020613476.1
OG0012564	plut2.m8.27307.m1	XP_020613428.1
OG0012565	plut2.m8.21972.m1	XP_020602213.1
OG0012566	plut2.m8.21959.m1	XP_020602224.1
OG0012567	plut2.m8.29159.m1	XP_020611869.1
OG0012568	plut2.m8.29164.m1	XP_020611844.1
OG0012569	plut2.m8.27806.m1	XP_020611918.1
OG0012570	plut2.m8.15658.m1, plut2.m8.27818.m1	XP_020611755.1
OG0012571	plut2.m8.24979.m1	XP_020611843.1
OG0012572	plut2.m8.24975.m1	XP_020611954.1
OG0012573	plut2.m8.23076.m1	XP_020611858.1
OG0012574	plut2.m8.23078.m1	XP_020611857.1
OG0012575	plut2.m8.20383.m1	XP_020617704.1
OG0012576	plut2.m8.20387.m1	XP_020617698.1
OG0012577	plut2.m8.20382.m1	XP_020617713.1
OG0012578	plut2.m8.20380.m1	XP_020617726.1
OG0012579	plut2.m8.20393.m1	XP_020625340.1
OG0012580	plut2.m8.20390.m1	XP_020617712.1
OG0012581	plut2.m8.8014.m1	XP_020603139.1
OG0012582	plut2.m8.8013.m1	XP_020603140.1
OG0012584	plut2.m8.28560.m1	XP_020611945.1
OG0012585	plut2.m8.11547.m1	XP_020629340.1
OG0012587	plut2.m8.3298.m1	XP_020618293.1
OG0012589	plut2.m8.19236.m1	XP_020618045.1
OG0012590	plut2.m8.19232.m1	XP_020601565.1
OG0012591	plut2.m8.30458.m1	XP_020602599.1
OG0012592	plut2.m8.20584.m1	XP_020623094.1
OG0012594	plut2.m8.2749.m1	XP_020613750.1
OG0012595	plut2.m8.2724.m1	XP_020608655.1
OG0012596	plut2.m8.21648.m1	XP_020621072.1
OG0012597	plut2.m8.32590.m1	XP_020627594.1
OG0012598	plut2.m8.32591.m1	XP_020627570.1
OG0012599	plut2.m8.22243.m1	XP_020632854.1
OG0012600	plut2.m8.12714.m1	XP_020630729.1
OG0012601	plut2.m8.6645.m1	XP_020603870.1
OG0012602	plut2.m8.12704.m1	XP_020607058.1
OG0012603	plut2.m8.12715.m1	XP_020630736.1
OG0012604	plut2.m8.12718.m1	XP_020630733.1
OG0012605	plut2.m8.18392.m1	XP_020611260.1
OG0012606	plut2.m8.6651.m1	XP_020611256.1
OG0012607	plut2.m8.6648.m1	XP_020603871.1
OG0012608	plut2.m8.6647.m1	XP_020603817.1
OG0012609	plut2.m8.8138.m1	XP_020623659.1
OG0012610	plut2.m8.11869.m1	XP_020623521.1
OG0012611	plut2.m8.106.m1	XP_020623528.1
OG0012612	plut2.m8.109.m1	XP_020623529.1
OG0012613	plut2.m8.105.m1	XP_020623648.1
OG0012614	plut2.m8.115.m1	XP_020613543.1
OG0012615	plut2.m8.123.m1	XP_020613528.1
OG0012616	plut2.m8.114.m1	XP_020623489.1
OG0012617	plut2.m8.11856.m1	XP_020623662.1, XP_020623523.1
OG0012618	plut2.m8.130.m1	XP_020613540.1
OG0012619	plut2.m8.11847.m1	XP_020623686.1
OG0012620	plut2.m8.11543.m1	XP_020629355.1
OG0012621	plut2.m8.11540.m1	XP_020629372.1
OG0012622	plut2.m8.11544.m1	XP_020629353.1
OG0012623	plut2.m8.11534.m1	XP_020601752.1
OG0012624	plut2.m8.11535.m1	XP_020629338.1
OG0012625	plut2.m8.25995.m1	XP_020632252.1, XP_020632253.1
OG0012626	plut2.m8.11051.m1	XP_020622933.1
OG0012627	plut2.m8.11043.m1	XP_020622947.1
OG0012628	plut2.m8.11041.m1	XP_020622954.1
OG0012629	jamg1.model.Sc0000090.89	XP_020627797.1
OG0012632	plut2.m8.9820.m1	XP_020609196.1
OG0012633	plut2.m8.16244.m1	XP_020614734.1
OG0012634	jamg1.model.Sc0000134.31	XP_020623997.1
OG0012636	plut2.m8.20047.m1	XP_020605921.1
OG0012637	plut2.m8.16807.m1	XP_020614895.1
OG0012638	plut2.m8.16806.m1	XP_020614850.1
OG0012639	plut2.m8.10770.m1	XP_020616803.1
OG0012640	plut2.m8.10757.m1	XP_020616829.1
OG0012641	plut2.m8.10769.m1	XP_020616832.1
OG0012642	plut2.m8.10775.m1	XP_020616830.1
OG0012643	plut2.m8.1510.m1	XP_020628109.1
OG0012644	plut2.m8.32290.m1	XP_020618609.1
OG0012645	plut2.m8.13260.m1	XP_020603299.1
OG0012646	plut2.m8.13264.m1	XP_020603286.1
OG0012647	plut2.m8.13261.m1	XP_020603289.1, XP_020603290.1
OG0012648	jamg1.model.xfSc0000009.37	XP_020618405.1
OG0012649	plut2.m8.16477.m1	XP_020602386.1
OG0012650	plut2.m8.16473.m1	XP_020602342.1
OG0012651	plut2.m8.26859.m1	XP_020607774.1, XP_020607775.1
OG0012652	plut2.m8.26837.m1	XP_020607776.1
OG0012653	jamg1.model.xfSc0000009.48	XP_020607821.1
OG0012654	plut2.m8.18482.m1	XP_020613779.1
OG0012655	plut2.m8.11825.m1	XP_020613770.1
OG0012656	plut2.m8.11823.m1	XP_020613771.1
OG0012657	plut2.m8.11832.m1	XP_020613971.1
OG0012658	plut2.m8.11824.m1	XP_020613716.1
OG0012659	plut2.m8.11829.m1	XP_020613967.1
OG0012660	plut2.m8.27512.m1	XP_020607920.1
OG0012661	jamg1.model.Sc0000176.8	XP_020621255.1
OG0012662	plut2.m8.13179.m1	XP_020621300.1
OG0012663	plut2.m8.13174.m1	XP_020621290.1
OG0012664	plut2.m8.13181.m1	XP_020621273.1
OG0012665	plut2.m8.27511.m1	XP_020607947.1
OG0012666	plut2.m8.12442.m1	XP_020604722.1
OG0012667	plut2.m8.12437.m1	XP_020604871.1
OG0012668	plut2.m8.4075.m1	XP_020631425.1
OG0012669	plut2.m8.25691.m1	XP_020607823.1
OG0012670	plut2.m8.25693.m1	XP_020607824.1
OG0012671	plut2.m8.26942.m1	XP_020606731.1
OG0012672	plut2.m8.14156.m1	XP_020615593.1
OG0012673	plut2.m8.20317.m1	XP_020611895.1
OG0012674	plut2.m8.22267.m1	XP_020611812.1
OG0012675	plut2.m8.22264.m1	XP_020611811.1
OG0012676	plut2.m8.27710.m1	XP_020604534.1
OG0012677	plut2.m8.21190.m1	XP_020621816.1
OG0012678	plut2.m8.29858.m1	XP_020628978.1
OG0012679	plut2.m8.2696.m1	XP_020627878.1
OG0012680	plut2.m8.2708.m1	XP_020632315.1
OG0012681	plut2.m8.2700.m1	XP_020632331.1
OG0012682	plut2.m8.2699.m1	XP_020632370.1
OG0012683	plut2.m8.2701.m1	XP_020632369.1
OG0012684	jamg1.model.Sc0000022.37	XP_020632337.1, XP_020632336.1
OG0012685	plut2.m8.2720.m1	XP_020632338.1
OG0012688	plut2.m8.11384.m1	XP_020625970.1
OG0012689	plut2.m8.22084.m1	XP_020625957.1
OG0012690	plut2.m8.11380.m1	XP_020625865.1
OG0012691	plut2.m8.1173.m1	XP_020614564.1
OG0012692	plut2.m8.1182.m1	XP_020614567.1
OG0012693	plut2.m8.1168.m1	XP_020614650.1
OG0012694	plut2.m8.27559.m1	XP_020619266.1
OG0012695	plut2.m8.27560.m1	XP_020619258.1
OG0012696	plut2.m8.27558.m1	XP_020619260.1
OG0012697	plut2.m8.23283.m1	XP_020630244.1
OG0012698	plut2.m8.27557.m1	XP_020619251.1
OG0012699	plut2.m8.27555.m1	XP_020619259.1
OG0012700	plut2.m8.27548.m1	XP_020619254.1, XP_020619253.1
OG0012702	plut2.m8.11339.m1	XP_020623925.1
OG0012703	jamg1.model.Sc0000141.35	XP_020613990.1, XP_020614989.1
OG0012704	plut2.m8.15548.m1, plut2.m8.15546.m1	XP_020618479.1
OG0012705	plut2.m8.32794.m1	XP_020603564.1
OG0012706	plut2.m8.32791.m1	XP_020603521.1
OG0012707	plut2.m8.19882.m1	XP_020613254.1
OG0012708	plut2.m8.2792.m1	XP_020613874.1
OG0012709	plut2.m8.2779.m1	XP_020613777.1
OG0012710	plut2.m8.2813.m1	XP_020613939.1
OG0012711	plut2.m8.2815.m1	XP_020613919.1
OG0012712	plut2.m8.2794.m1, plut2.m8.2791.m1	XP_020613838.1, XP_020613837.1
OG0012713	plut2.m8.2823.m1	XP_020613563.1
OG0012714	plut2.m8.12161.m1	XP_020613959.1
OG0012715	plut2.m8.12153.m1	XP_020613674.1
OG0012716	plut2.m8.2812.m1	XP_020613898.1
OG0012717	plut2.m8.2781.m1	XP_020613598.1, XP_020613597.1, XP_020613794.1
OG0012718	plut2.m8.2817.m1	XP_020613707.1
OG0012719	plut2.m8.2804.m1	XP_020613934.1
OG0012720	plut2.m8.7080.m1	XP_020608934.1
OG0012723	plut2.m8.8673.m1	XP_020616974.1
OG0012724	plut2.m8.2933.m1	XP_020614256.1
OG0012725	plut2.m8.2936.m1	XP_020614257.1
OG0012726	plut2.m8.18754.m1	XP_020630527.1
OG0012727	plut2.m8.28327.m1	XP_020630517.1
OG0012728	plut2.m8.18752.m1	XP_020630529.1
OG0012729	plut2.m8.18749.m1	XP_020630531.1
OG0012730	plut2.m8.18753.m1	XP_020630575.1
OG0012731	plut2.m8.18769.m1	XP_020630478.1, XP_020630477.1
OG0012732	plut2.m8.3982.m1, plut2.m8.23201.m1	XP_020609172.1
OG0012733	plut2.m8.14333.m1	XP_020628610.1
OG0012734	plut2.m8.19396.m1	XP_020632621.1
OG0012735	plut2.m8.19401.m1	XP_020632653.1
