Orthogroup	Mcavernosa.maker.proteins	Acerv_assembly_v1.0.protein
OG0012131	Mcavernosa30903-RA	Acerv_evm.model.Segkk2483_pilon.6
OG0012132	Mcavernosa30902-RA	Acerv_evm.model.Segkk2483_pilon.7
OG0012133	Mcavernosa30883-RA	Acerv_evm.model.Segkk2483_pilon.28
OG0012134	Mcavernosa30884-RA	Acerv_evm.model.Segkk2483_pilon.27
OG0012135	Mcavernosa30889-RA	Acerv_evm.model.Segkk2483_pilon.24
OG0012136	Mcavernosa30892-RA	Acerv_evm.model.Segkk2483_pilon.21
OG0012137	Mcavernosa16806-RA	Acerv_evm.model.Segkk2484_pilon.5
OG0012138	Mcavernosa14552-RA	Acerv_evm.model.Segkk2487_pilon.7
OG0012139	Mcavernosa14551-RA	Acerv_evm.model.Segkk2487_pilon.8
OG0012140	Mcavernosa14546-RA	Acerv_evm.model.Segkk2487_pilon.11
OG0012141	Mcavernosa24462-RA	Acerv_evm.model.Segkk2489_pilon.1
OG0012143	Mcavernosa32718-RA	Acerv_evm.model.Segkk2493_pilon.9
OG0012144	Mcavernosa32719-RA	Acerv_evm.model.Segkk2493_pilon.8
OG0012145	Mcavernosa14626-RA	Acerv_evm.model.Segkk2497_pilon.2
OG0012146	Mcavernosa06913-RA	Acerv_evm.model.Segkk2498_pilon.2
OG0012147	Mcavernosa06912-RA	Acerv_evm.model.Segkk2498_pilon.3
OG0012148	Mcavernosa06911-RA	Acerv_evm.model.Segkk2498_pilon.4
OG0012149	Mcavernosa06771-RA	Acerv_evm.model.Segkk2499_pilon.3
OG0012150	Mcavernosa02110-RA	Acerv_evm.model.Segkk2507_pilon.6
OG0012151	Mcavernosa02109-RA	Acerv_evm.model.Segkk2507_pilon.3
OG0012154	Mcavernosa10739-RA	Acerv_evm.model.Segkk2517_pilon.2
OG0012155	Mcavernosa31812-RA	Acerv_evm.model.Segkk2518_pilon.4
OG0012156	Mcavernosa31815-RA	Acerv_evm.model.Segkk2518_pilon.7
OG0012157	Mcavernosa31811-RA	Acerv_evm.model.Segkk2518_pilon.3
OG0012158	Mcavernosa31810-RA	Acerv_evm.model.Segkk2518_pilon.2
OG0012160	Mcavernosa14749-RA	Acerv_evm.model.Segkk2521_pilon.3
OG0012161	Mcavernosa14748-RA	Acerv_evm.model.Segkk2521_pilon.2
OG0012162	Mcavernosa14751-RA	Acerv_evm.model.Segkk2521_pilon.4
OG0012164	Mcavernosa09481-RA	Acerv_evm.model.Segkk2527_pilon.2
OG0012165	Mcavernosa09480-RA	Acerv_evm.model.Segkk2527_pilon.1
OG0012167	Mcavernosa10482-RA	Acerv_evm.model.Segkk2529_pilon.2
OG0012168	Mcavernosa10483-RA	Acerv_evm.model.Segkk2529_pilon.3
OG0012169	Mcavernosa10484-RA	Acerv_evm.model.Segkk2529_pilon.4
OG0012171	Mcavernosa27020-RA	Acerv_evm.model.Segkk2537_pilon.34
OG0012172	Mcavernosa27019-RA	Acerv_evm.model.Segkk2537_pilon.31
OG0012173	Mcavernosa24515-RA	Acerv_evm.model.Segkk2537_pilon.20
OG0012174	Mcavernosa27027-RA	Acerv_evm.model.Segkk2537_pilon.29
OG0012175	Mcavernosa24521-RA	Acerv_evm.model.Segkk2537_pilon.23
OG0012177	Mcavernosa27017-RA	Acerv_evm.model.Segkk2537_pilon.33
OG0012178	Mcavernosa20558-RA	Acerv_evm.model.Segkk2537_pilon.16
OG0012179	Mcavernosa24512-RA	Acerv_evm.model.Segkk2537_pilon.19
OG0012180	Mcavernosa33564-RA, Mcavernosa04037-RA, Mcavernosa15345-RA	Acerv_evm.model.Segkk2541_pilon.7, Acerv_evm.model.Segkk2546_pilon.1
OG0012181	Mcavernosa13479-RA	Acerv_evm.model.Segkk2542_pilon.3
OG0012182	Mcavernosa07299-RA	Acerv_evm.model.Segkk2547_pilon.1
OG0012184	Mcavernosa27953-RA	Acerv_evm.model.Segkk2548_pilon.1
OG0012185	Mcavernosa27949-RA	Acerv_evm.model.Segkk2548_pilon.5
OG0012186	Mcavernosa27947-RA	Acerv_evm.model.Segkk2548_pilon.8
OG0012187	Mcavernosa23164-RA	Acerv_evm.model.Segkk2554_pilon.9
OG0012188	Mcavernosa23156-RA	Acerv_evm.model.Segkk2554_pilon.5
OG0012189	Mcavernosa23163-RA	Acerv_evm.model.Segkk2554_pilon.7
OG0012190	Mcavernosa23153-RA	Acerv_evm.model.Segkk2554_pilon.1
OG0012191	Mcavernosa23154-RA	Acerv_evm.model.Segkk2554_pilon.3
OG0012192	Mcavernosa07650-RA, Mcavernosa25612-RA	Acerv_evm.model.Segkk2558_pilon.10
OG0012193	Mcavernosa07651-RA	Acerv_evm.model.Segkk2558_pilon.9
OG0012194	Mcavernosa07655-RA	Acerv_evm.model.Segkk2558_pilon.5
OG0012195	Mcavernosa07656-RA	Acerv_evm.model.Segkk2558_pilon.4
OG0012196	Mcavernosa07654-RA	Acerv_evm.model.Segkk2558_pilon.6
OG0012197	Mcavernosa25611-RA	Acerv_evm.model.Segkk2558_pilon.11
OG0012198	Mcavernosa08606-RA	Acerv_evm.model.Segkk2564_pilon.4
OG0012199	Mcavernosa08608-RA	Acerv_evm.model.Segkk2564_pilon.6
OG0012200	Mcavernosa10380-RA	Acerv_evm.model.Segkk2565_pilon.5
OG0012201	Mcavernosa15731-RA	Acerv_evm.model.Segkk2566_pilon.1
OG0012202	Mcavernosa22432-RA	Acerv_evm.model.Segkk2848_pilon.1
OG0012205	Mcavernosa21271-RA	Acerv_evm.model.Segkk2575_pilon.4
OG0012206	Mcavernosa21272-RA	Acerv_evm.model.Segkk2575_pilon.3
OG0012207	Mcavernosa21264-RA	Acerv_evm.model.Segkk2575_pilon.8
OG0012209	Mcavernosa00072-RA	Acerv_evm.model.Segkk2575_pilon.16
OG0012210	Mcavernosa00071-RA	Acerv_evm.model.Segkk2575_pilon.17
OG0012211	Mcavernosa00063-RA	Acerv_evm.model.Segkk2575_pilon.21
OG0012212	Mcavernosa29018-RA	Acerv_evm.model.Segkk2576_pilon.4
OG0012214	Mcavernosa32518-RA, Mcavernosa17488-RA, Mcavernosa04075-RA, Mcavernosa34832-RA	Acerv_evm.model.Segkk2578_pilon.2
OG0012215	Mcavernosa16987-RA	Acerv_evm.model.Segkk2579_pilon.7
OG0012216	Mcavernosa07124-RA	Acerv_evm.model.Segkk2579_pilon.11
OG0012217	Mcavernosa10779-RA	Acerv_evm.model.Segkk2579_pilon.28
OG0012218	Mcavernosa10783-RA	Acerv_evm.model.Segkk2579_pilon.25
OG0012219	Mcavernosa24003-RA	Acerv_evm.model.Segkk2968_pilon.3, Acerv_evm.model.Segkk2580_pilon.6
OG0012220	Mcavernosa06484-RA	Acerv_evm.model.Segkk2580_pilon.3
OG0012222	Mcavernosa18604-RA	Acerv_evm.model.Segkk2583_pilon.12
OG0012224	Mcavernosa09475-RA	Acerv_evm.model.Segkk2585_pilon.18
OG0012225	Mcavernosa19440-RA	Acerv_evm.model.Segkk2585_pilon.14
OG0012226	Mcavernosa03983-RA	Acerv_evm.model.Segkk2585_pilon.8
OG0012228	Mcavernosa07816-RA	Acerv_evm.model.Segkk2587_pilon.12
OG0012229	Mcavernosa07809-RA	Acerv_evm.model.Segkk2587_pilon.5
OG0012230	Mcavernosa07807-RA	Acerv_evm.model.Segkk2587_pilon.4
OG0012232	Mcavernosa14172-RA	Acerv_evm.model.Segkk2593_pilon.9
OG0012233	Mcavernosa12128-RA	Acerv_evm.model.Segkk2594_pilon.2
OG0012234	Mcavernosa26244-RA	Acerv_evm.model.Segkk2594_pilon.30
OG0012235	Mcavernosa28147-RA	Acerv_evm.model.Segkk2596_pilon.39
OG0012236	Mcavernosa24644-RA	Acerv_evm.model.Segkk2596_pilon.35
OG0012237	Mcavernosa24643-RA	Acerv_evm.model.Segkk2596_pilon.34
OG0012238	Mcavernosa24646-RA	Acerv_evm.model.Segkk2596_pilon.36
OG0012239	Mcavernosa13190-RA	Acerv_evm.model.Segkk2596_pilon.16
OG0012240	Mcavernosa24641-RA	Acerv_evm.model.Segkk2596_pilon.26
OG0012241	Mcavernosa24640-RA	Acerv_evm.model.Segkk2596_pilon.24
OG0012242	Mcavernosa13186-RA	Acerv_evm.model.Segkk2596_pilon.20
OG0012243	Mcavernosa10369-RA	Acerv_evm.model.Segkk2596_pilon.51
OG0012244	Mcavernosa28365-RA	Acerv_evm.model.Segkk2597_pilon.1
OG0012245	Mcavernosa17672-RA	Acerv_evm.model.Segkk2598_pilon.3
OG0012246	Mcavernosa17673-RA	Acerv_evm.model.Segkk2598_pilon.4
OG0012247	Mcavernosa27050-RA	Acerv_evm.model.Segkk2606_pilon.1
OG0012250	Mcavernosa01979-RA	Acerv_evm.model.Segkk2614_pilon.15
OG0012251	Mcavernosa01977-RA	Acerv_evm.model.Segkk2614_pilon.17
OG0012252	Mcavernosa27281-RA	Acerv_evm.model.Segkk2614_pilon.4
OG0012253	Mcavernosa00857-RA	Acerv_evm.model.Segkk2614_pilon.3
OG0012254	Mcavernosa28032-RA	Acerv_evm.model.Segkk2618_pilon.2
OG0012255	Mcavernosa28029-RA	Acerv_evm.model.Segkk2618_pilon.4
OG0012256	Mcavernosa28026-RA	Acerv_evm.model.Segkk2618_pilon.8
OG0012257	Mcavernosa28025-RA	Acerv_evm.model.Segkk2618_pilon.9
OG0012258	Mcavernosa28023-RA	Acerv_evm.model.Segkk2618_pilon.11
OG0012259	Mcavernosa28020-RA	Acerv_evm.model.Segkk2618_pilon.12
OG0012261	Mcavernosa21279-RA	Acerv_evm.model.Segkk2624_pilon.5
OG0012262	Mcavernosa00086-RA	Acerv_evm.model.Segkk2624_pilon.9
OG0012263	Mcavernosa10947-RA	Acerv_evm.model.Segkk2632_pilon.6
OG0012264	Mcavernosa10949-RA	Acerv_evm.model.Segkk2632_pilon.7
OG0012265	Mcavernosa10945-RA	Acerv_evm.model.Segkk2632_pilon.4
OG0012266	Mcavernosa10950-RA	Acerv_evm.model.Segkk2632_pilon.8
OG0012267	Mcavernosa02123-RA	Acerv_evm.model.Segkk2633_pilon.3
OG0012268	Mcavernosa02132-RA	Acerv_evm.model.Segkk2633_pilon.2
OG0012269	Mcavernosa02119-RA	Acerv_evm.model.Segkk2633_pilon.5
OG0012270	Mcavernosa02122-RA	Acerv_evm.model.Segkk2633_pilon.4
OG0012271	Mcavernosa13331-RA	Acerv_evm.model.Segkk2634_pilon.3
OG0012272	Mcavernosa02327-RA	Acerv_evm.model.Segkk2637_pilon.7
OG0012273	Mcavernosa02328-RA	Acerv_evm.model.Segkk2637_pilon.6
OG0012275	Mcavernosa30515-RA	Acerv_evm.model.Segkk2641_pilon.10
OG0012276	Mcavernosa04728-RA	Acerv_evm.model.Segkk2642_pilon.5
OG0012277	Mcavernosa01358-RA	Acerv_evm.model.Segkk2649_pilon.5
OG0012278	Mcavernosa01361-RA	Acerv_evm.model.Segkk2649_pilon.1
OG0012279	Mcavernosa21028-RA	Acerv_evm.model.Segkk2651_pilon.13
OG0012280	Mcavernosa23831-RA	Acerv_evm.model.Segkk2651_pilon.12
OG0012281	Mcavernosa23830-RA	Acerv_evm.model.Segkk2651_pilon.16
OG0012282	Mcavernosa06895-RA	Acerv_evm.model.Segkk2651_pilon.6
OG0012283	Mcavernosa06896-RA	Acerv_evm.model.Segkk2651_pilon.5
OG0012284	Mcavernosa03669-RA, Mcavernosa19768-RA	Acerv_evm.model.Segkk2651_pilon.4, Acerv_evm.model.Segkk3518_pilon.6
OG0012285	Mcavernosa30371-RA	Acerv_evm.model.Segkk2651_pilon.9
OG0012286	Mcavernosa15014-RA	Acerv_evm.model.Segkk2653_pilon.3
OG0012287	Mcavernosa29250-RA	Acerv_evm.model.Segkk2654_pilon.2
OG0012291	Mcavernosa05407-RA	Acerv_evm.model.Segkk2662_pilon.20
OG0012292	Mcavernosa05408-RA	Acerv_evm.model.Segkk2662_pilon.21
OG0012293	Mcavernosa05409-RA	Acerv_evm.model.Segkk2662_pilon.22
OG0012294	Mcavernosa19017-RA	Acerv_evm.model.Segkk2662_pilon.6
OG0012295	Mcavernosa05397-RA	Acerv_evm.model.Segkk2662_pilon.9
OG0012296	Mcavernosa05399-RA	Acerv_evm.model.Segkk2662_pilon.11
OG0012297	Mcavernosa05398-RA	Acerv_evm.model.Segkk2662_pilon.10
OG0012298	Mcavernosa05401-RA	Acerv_evm.model.Segkk2662_pilon.13
OG0012299	Mcavernosa05403-RA	Acerv_evm.model.Segkk2662_pilon.15
OG0012300	Mcavernosa05402-RA	Acerv_evm.model.Segkk2662_pilon.14
OG0012301	Mcavernosa05405-RA	Acerv_evm.model.Segkk2662_pilon.17, Acerv_evm.model.Segkk2662_pilon.18
OG0012302	Mcavernosa19020-RA	Acerv_evm.model.Segkk2662_pilon.2
OG0012303	Mcavernosa00606-RA	Acerv_evm.model.Segkk4107_pilon.4
OG0012304	Mcavernosa00605-RA	Acerv_evm.model.Segkk2665_pilon.1
OG0012305	Mcavernosa04698-RA	Acerv_evm.model.Segkk2666_pilon.14
OG0012306	Mcavernosa04696-RA	Acerv_evm.model.Segkk2666_pilon.11
OG0012307	Mcavernosa04697-RA	Acerv_evm.model.Segkk2666_pilon.12
OG0012308	Mcavernosa20591-RA	Acerv_evm.model.Segkk2668_pilon.13
OG0012309	Mcavernosa20590-RA	Acerv_evm.model.Segkk2668_pilon.12
OG0012310	Mcavernosa20589-RA	Acerv_evm.model.Segkk2668_pilon.10
OG0012311	Mcavernosa20586-RA	Acerv_evm.model.Segkk2668_pilon.6
OG0012312	Mcavernosa20584-RA	Acerv_evm.model.Segkk2668_pilon.5
OG0012313	Mcavernosa20588-RA	Acerv_evm.model.Segkk2668_pilon.8
OG0012315	Mcavernosa13071-RA	Acerv_evm.model.Segkk2675_pilon.4
OG0012316	Mcavernosa30096-RA	Acerv_evm.model.Segkk2675_pilon.6
OG0012317	Mcavernosa08787-RA	Acerv_evm.model.Segkk4124_pilon.27, Acerv_evm.model.Segkk2682_pilon.2
OG0012318	Mcavernosa02663-RA	Acerv_evm.model.Segkk2683_pilon.2
OG0012319	Mcavernosa20972-RA	Acerv_evm.model.Segkk2689_pilon.1
OG0012320	Mcavernosa04322-RA	Acerv_evm.model.Segkk2689_pilon.6
OG0012321	Mcavernosa34322-RA	Acerv_evm.model.Segkk2690_pilon.3
OG0012322	Mcavernosa06532-RA	Acerv_evm.model.Segkk2690_pilon.4
OG0012325	Mcavernosa19624-RA	Acerv_evm.model.Segkk2694_pilon.3
OG0012326	Mcavernosa03495-RA	Acerv_evm.model.Segkk2700_pilon.6
OG0012327	Mcavernosa27915-RA	Acerv_evm.model.Segkk2710_pilon.3
OG0012329	Mcavernosa00170-RA	Acerv_evm.model.Segkk2712_pilon.1
OG0012330	Mcavernosa00179-RA	Acerv_evm.model.Segkk2712_pilon.3
OG0012332	Mcavernosa02929-RA	Acerv_evm.model.Segkk2716_pilon.14
OG0012333	Mcavernosa11636-RA	Acerv_evm.model.Segkk2716_pilon.1
OG0012334	Mcavernosa06273-RA	Acerv_evm.model.Segkk2722_pilon.1
OG0012335	Mcavernosa06278-RA	Acerv_evm.model.Segkk2722_pilon.2
OG0012336	Mcavernosa06267-RA	Acerv_evm.model.Segkk2722_pilon.22
OG0012337	Mcavernosa05676-RA	Acerv_evm.model.Segkk2723_pilon.9
OG0012338	Mcavernosa05677-RA	Acerv_evm.model.Segkk2723_pilon.8
OG0012339	Mcavernosa05678-RA	Acerv_evm.model.Segkk2723_pilon.7
OG0012340	Mcavernosa05684-RA	Acerv_evm.model.Segkk2723_pilon.2
OG0012341	Mcavernosa05673-RA	Acerv_evm.model.Segkk2723_pilon.12
OG0012342	Mcavernosa05670-RA	Acerv_evm.model.Segkk2723_pilon.18
OG0012344	Mcavernosa04259-RA	Acerv_evm.model.Segkk2725_pilon.6
OG0012346	Mcavernosa11412-RA	Acerv_evm.model.Segkk2737_pilon.1
OG0012347	Mcavernosa15220-RA	Acerv_evm.model.Segkk2741_pilon.5
OG0012348	Mcavernosa33995-RA	Acerv_evm.model.Segkk2748_pilon.9
OG0012349	Mcavernosa20573-RA	Acerv_evm.model.Segkk2749_pilon.6
OG0012351	Mcavernosa21274-RA	Acerv_evm.model.Segkk2751_pilon.1
OG0012354	Mcavernosa01446-RA	Acerv_evm.model.Segkk2754_pilon.22
OG0012355	Mcavernosa01443-RA	Acerv_evm.model.Segkk2754_pilon.23
OG0012356	Mcavernosa01449-RA	Acerv_evm.model.Segkk2754_pilon.20
OG0012357	Mcavernosa27212-RA	Acerv_evm.model.Segkk2754_pilon.9
OG0012358	Mcavernosa15562-RA	Acerv_evm.model.Segkk2754_pilon.7
OG0012359	Mcavernosa15557-RA	Acerv_evm.model.Segkk2754_pilon.4
OG0012360	Mcavernosa15554-RA	Acerv_evm.model.Segkk2754_pilon.3
OG0012361	Mcavernosa15553-RA	Acerv_evm.model.Segkk2754_pilon.2
OG0012362	Mcavernosa15578-RA	Acerv_evm.model.Segkk2754_pilon.18
OG0012363	Mcavernosa12994-RA	Acerv_evm.model.Segkk2758_pilon.26
OG0012365	Mcavernosa12985-RA	Acerv_evm.model.Segkk2758_pilon.34
OG0012366	Mcavernosa12982-RA	Acerv_evm.model.Segkk2758_pilon.37
OG0012367	Mcavernosa19432-RA	Acerv_evm.model.Segkk2758_pilon.15
OG0012368	Mcavernosa19434-RA	Acerv_evm.model.Segkk2758_pilon.14
OG0012369	Mcavernosa28484-RA	Acerv_evm.model.Segkk2758_pilon.46
OG0012370	Mcavernosa14919-RA	Acerv_evm.model.Segkk2759_pilon.19
OG0012371	Mcavernosa14917-RA	Acerv_evm.model.Segkk2759_pilon.12
OG0012372	Mcavernosa14923-RA	Acerv_evm.model.Segkk2759_pilon.14
OG0012373	Mcavernosa14973-RA	Acerv_evm.model.Segkk2759_pilon.23
OG0012374	Mcavernosa09204-RA	Acerv_evm.model.Segkk2759_pilon.7
OG0012375	Mcavernosa01743-RA	Acerv_evm.model.Segkk2760_pilon.5
OG0012376	Mcavernosa25270-RA	Acerv_evm.model.Segkk2760_pilon.16
OG0012377	Mcavernosa32339-RA	Acerv_evm.model.Segkk2761_pilon.6
OG0012381	Mcavernosa09078-RA	Acerv_evm.model.Segkk2762_pilon.17
OG0012383	Mcavernosa23104-RA	Acerv_evm.model.Segkk2763_pilon.7
OG0012384	Mcavernosa23106-RA	Acerv_evm.model.Segkk2763_pilon.9
OG0012385	Mcavernosa00741-RA	Acerv_evm.model.Segkk2763_pilon.13
OG0012388	Mcavernosa31854-RA	Acerv_evm.model.Segkk2764_pilon.13
OG0012389	Mcavernosa09545-RA	Acerv_evm.model.Segkk2765_pilon.4
OG0012390	Mcavernosa04842-RA	Acerv_evm.model.Segkk2765_pilon.2
OG0012391	Mcavernosa14178-RA	Acerv_evm.model.Segkk2772_pilon.8
OG0012392	Mcavernosa15204-RA	Acerv_evm.model.Segkk2779_pilon.9
OG0012393	Mcavernosa15208-RA	Acerv_evm.model.Segkk2779_pilon.12
OG0012394	Mcavernosa15205-RA	Acerv_evm.model.Segkk2779_pilon.10
OG0012395	Mcavernosa15223-RA	Acerv_evm.model.Segkk2779_pilon.15
OG0012396	Mcavernosa01500-RA	Acerv_evm.model.Segkk2782_pilon.19
OG0012397	Mcavernosa01490-RA	Acerv_evm.model.Segkk2782_pilon.10
OG0012398	Mcavernosa01499-RA	Acerv_evm.model.Segkk2782_pilon.20
OG0012399	Mcavernosa01509-RA	Acerv_evm.model.Segkk2782_pilon.4
OG0012400	Mcavernosa01508-RA	Acerv_evm.model.Segkk2782_pilon.5
OG0012401	Mcavernosa01513-RA	Acerv_evm.model.Segkk2782_pilon.3
OG0012402	Mcavernosa10639-RA	Acerv_evm.model.Segkk2782_pilon.32
OG0012403	Mcavernosa31433-RA	Acerv_evm.model.Segkk2783_pilon.4
OG0012404	Mcavernosa25359-RA	Acerv_evm.model.Segkk2784_pilon.4
OG0012405	Mcavernosa25360-RA	Acerv_evm.model.Segkk2784_pilon.3
OG0012406	Mcavernosa09354-RA	Acerv_evm.model.Segkk2785_pilon.1
OG0012407	Mcavernosa09355-RA	Acerv_evm.model.Segkk2785_pilon.2
OG0012410	Mcavernosa15394-RA	Acerv_evm.model.Segkk2787_pilon.15
OG0012411	Mcavernosa15383-RA	Acerv_evm.model.Segkk2787_pilon.5
OG0012413	Mcavernosa12730-RA	Acerv_evm.model.Segkk2792_pilon.21
OG0012414	Mcavernosa12728-RA	Acerv_evm.model.Segkk2792_pilon.23
OG0012416	Mcavernosa12297-RA	Acerv_evm.model.Segkk2792_pilon.10
OG0012418	Mcavernosa08892-RA	Acerv_evm.model.Segkk2793_pilon.8
OG0012419	Mcavernosa08146-RA	Acerv_evm.model.Segkk2795_pilon.8
OG0012421	Mcavernosa00397-RA	Acerv_evm.model.Segkk2795_pilon.7
OG0012422	Mcavernosa08145-RA	Acerv_evm.model.Segkk2795_pilon.10
OG0012423	Mcavernosa27934-RA	Acerv_evm.model.Segkk2795_pilon.11
OG0012424	Mcavernosa00348-RA	Acerv_evm.model.Segkk2795_pilon.15
OG0012425	Mcavernosa02335-RA	Acerv_evm.model.Segkk2803_pilon.3
OG0012426	Mcavernosa09495-RA	Acerv_evm.model.Segkk2808_pilon.19, Acerv_evm.model.Segkk2808_pilon.18
OG0012427	Mcavernosa13103-RA	Acerv_evm.model.Segkk2811_pilon.21
OG0012428	Mcavernosa13097-RA	Acerv_evm.model.Segkk2811_pilon.19
OG0012429	Mcavernosa13093-RA	Acerv_evm.model.Segkk2811_pilon.11
OG0012430	Mcavernosa13094-RA	Acerv_evm.model.Segkk2811_pilon.12
OG0012431	Mcavernosa08997-RA	Acerv_evm.model.Segkk2815_pilon.2
OG0012433	Mcavernosa17614-RA	Acerv_evm.model.Segkk2821_pilon.3
OG0012434	Mcavernosa02062-RA	Acerv_evm.model.Segkk2821_pilon.9
OG0012435	Mcavernosa20093-RA	Acerv_evm.model.Segkk2825_pilon.3
OG0012436	Mcavernosa23636-RA	Acerv_evm.model.Segkk2826_pilon.8
OG0012437	Mcavernosa09011-RA	Acerv_evm.model.Segkk2826_pilon.17
OG0012438	Mcavernosa19382-RA	Acerv_evm.model.Segkk2826_pilon.18
OG0012439	Mcavernosa11728-RA	Acerv_evm.model.Segkk2826_pilon.28
OG0012440	Mcavernosa14701-RA	Acerv_evm.model.Segkk2826_pilon.20
OG0012441	Mcavernosa11727-RA	Acerv_evm.model.Segkk2826_pilon.27
OG0012442	Mcavernosa18884-RA	Acerv_evm.model.Segkk2826_pilon.24
OG0012443	Mcavernosa23076-RA	Acerv_evm.model.Segkk2832_pilon.4
OG0012444	Mcavernosa23077-RA	Acerv_evm.model.Segkk2832_pilon.5
OG0012445	Mcavernosa23080-RA	Acerv_evm.model.Segkk2832_pilon.1
OG0012446	Mcavernosa23078-RA	Acerv_evm.model.Segkk2832_pilon.2
OG0012447	Mcavernosa11618-RA	Acerv_evm.model.Segkk2834_pilon.8
OG0012448	Mcavernosa02179-RA	Acerv_evm.model.Segkk2837_pilon.6
OG0012449	Mcavernosa02178-RA	Acerv_evm.model.Segkk2837_pilon.11
OG0012450	Mcavernosa02175-RA	Acerv_evm.model.Segkk2837_pilon.12
OG0012451	Mcavernosa01484-RA	Acerv_evm.model.Segkk2838_pilon.4
OG0012452	Mcavernosa01487-RA	Acerv_evm.model.Segkk2838_pilon.2
OG0012453	Mcavernosa18343-RA	Acerv_evm.model.Segkk2839_pilon.1
OG0012454	Mcavernosa08991-RA	Acerv_evm.model.Segkk2843_pilon.1
OG0012455	Mcavernosa22272-RA	Acerv_evm.model.Segkk2844_pilon.14
OG0012456	Mcavernosa17880-RA	Acerv_evm.model.Segkk2844_pilon.4
OG0012457	Mcavernosa04726-RA	Acerv_evm.model.Segkk2845_pilon.5
OG0012458	Mcavernosa21967-RA	Acerv_evm.model.Segkk2846_pilon.6
OG0012459	Mcavernosa26176-RA	Acerv_evm.model.Segkk2846_pilon.2
OG0012460	Mcavernosa21957-RA	Acerv_evm.model.Segkk2846_pilon.15
OG0012461	Mcavernosa21958-RA	Acerv_evm.model.Segkk2846_pilon.14
OG0012462	Mcavernosa21954-RA	Acerv_evm.model.Segkk2846_pilon.17
OG0012463	Mcavernosa28550-RA	Acerv_evm.model.Segkk2849_pilon.2
OG0012464	Mcavernosa18018-RA	Acerv_evm.model.Segkk2851_pilon.17
OG0012465	Mcavernosa18017-RA	Acerv_evm.model.Segkk2851_pilon.16
OG0012466	Mcavernosa21364-RA	Acerv_evm.model.Segkk2855_pilon.2
OG0012467	Mcavernosa10423-RA	Acerv_evm.model.Segkk2860_pilon.4
OG0012468	Mcavernosa10417-RA	Acerv_evm.model.Segkk2860_pilon.1
OG0012469	Mcavernosa10419-RA	Acerv_evm.model.Segkk2860_pilon.2
OG0012470	Mcavernosa31495-RA	Acerv_evm.model.Segkk2861_pilon.5
OG0012471	Mcavernosa05071-RA	Acerv_evm.model.Segkk2861_pilon.7
OG0012472	Mcavernosa31476-RA	Acerv_evm.model.Segkk2861_pilon.11
OG0012473	Mcavernosa31477-RA, Mcavernosa31479-RA	Acerv_evm.model.Segkk2861_pilon.8
OG0012474	Mcavernosa31501-RA	Acerv_evm.model.Segkk2861_pilon.1
OG0012475	Mcavernosa21374-RA	Acerv_evm.model.Segkk2868_pilon.4
OG0012476	Mcavernosa21372-RA	Acerv_evm.model.Segkk2868_pilon.1
OG0012477	Mcavernosa21373-RA	Acerv_evm.model.Segkk2868_pilon.2
OG0012479	Mcavernosa16483-RA	Acerv_evm.model.Segkk2873_pilon.3
OG0012480	Mcavernosa16321-RA	Acerv_evm.model.Segkk2875_pilon.6
OG0012481	Mcavernosa26313-RA	Acerv_evm.model.Segkk2877_pilon.4
OG0012483	Mcavernosa24240-RA	Acerv_evm.model.Segkk2878_pilon.4
OG0012484	Mcavernosa08868-RA	Acerv_evm.model.Segkk2885_pilon.7
OG0012485	Mcavernosa08867-RA	Acerv_evm.model.Segkk2885_pilon.3
OG0012486	Mcavernosa24802-RA	Acerv_evm.model.Segkk2890_pilon.3
OG0012487	Mcavernosa27839-RA	Acerv_evm.model.Segkk2891_pilon.7
OG0012488	Mcavernosa27836-RA	Acerv_evm.model.Segkk2891_pilon.8
OG0012489	Mcavernosa27828-RA	Acerv_evm.model.Segkk2891_pilon.15
OG0012490	Mcavernosa27835-RA	Acerv_evm.model.Segkk2891_pilon.10
OG0012491	Mcavernosa27831-RA	Acerv_evm.model.Segkk2891_pilon.12
OG0012492	Mcavernosa27843-RA	Acerv_evm.model.Segkk2891_pilon.2
OG0012493	Mcavernosa27807-RA	Acerv_evm.model.Segkk2893_pilon.6
OG0012494	Mcavernosa25216-RA	Acerv_evm.model.Segkk2893_pilon.5
OG0012495	Mcavernosa30864-RA	Acerv_evm.model.Segkk2893_pilon.4
OG0012498	Mcavernosa11816-RA	Acerv_evm.model.Segkk2896_pilon.10
OG0012499	Mcavernosa23752-RA	Acerv_evm.model.Segkk2898_pilon.11
OG0012501	Mcavernosa12934-RA	Acerv_evm.model.Segkk2902_pilon.3
OG0012502	Mcavernosa32347-RA, Mcavernosa29012-RA	Acerv_evm.model.Segkk2902_pilon.2
OG0012503	Mcavernosa16316-RA	Acerv_evm.model.Segkk2908_pilon.13
OG0012504	Mcavernosa16317-RA	Acerv_evm.model.Segkk2908_pilon.14
OG0012505	Mcavernosa32166-RA	Acerv_evm.model.Segkk2908_pilon.16
OG0012506	Mcavernosa22157-RA	Acerv_evm.model.Segkk2910_pilon.1
OG0012507	Mcavernosa18900-RA	Acerv_evm.model.Segkk2911_pilon.1
OG0012508	Mcavernosa18901-RA	Acerv_evm.model.Segkk2911_pilon.2
OG0012509	Mcavernosa02775-RA	Acerv_evm.model.Segkk2911_pilon.3
