Orthogroup	plut2v1.1.proteins	Acerv_assembly_v1.0.protein
OG0012106	plut2.m8.3158.m1	Acerv_evm.model.Segkk2468_pilon.31
OG0012107	plut2.m8.3156.m1	Acerv_evm.model.Segkk2468_pilon.25
OG0012108	plut2.m8.3153.m1	Acerv_evm.model.Segkk2468_pilon.26
OG0012109	jamg1.model.Sc0000026.66	Acerv_evm.model.Segkk2468_pilon.29
OG0012110	plut2.m8.8775.m1	Acerv_evm.model.Segkk2469_pilon.28
OG0012111	plut2.m8.8780.m1	Acerv_evm.model.Segkk2469_pilon.27
OG0012112	plut2.m8.8779.m1	Acerv_evm.model.Segkk2469_pilon.22
OG0012113	plut2.m8.4271.m1	Acerv_evm.model.Segkk2469_pilon.2
OG0012114	plut2.m8.12395.m1	Acerv_evm.model.Segkk2471_pilon.16
OG0012115	plut2.m8.12396.m1	Acerv_evm.model.Segkk2471_pilon.10
OG0012116	plut2.m8.17569.m1	Acerv_evm.model.Segkk2476_pilon.1
OG0012117	plut2.m8.3657.m1	Acerv_evm.model.Segkk2479_pilon.5
OG0012118	plut2.m8.17502.m1	Acerv_evm.model.Segkk2480_pilon.10
OG0012119	plut2.m8.17492.m1	Acerv_evm.model.Segkk2480_pilon.7
OG0012120	plut2.m8.17493.m1	Acerv_evm.model.Segkk2480_pilon.6
OG0012121	plut2.m8.17497.m1	Acerv_evm.model.Segkk2480_pilon.9
OG0012122	plut2.m8.11182.m1	Acerv_evm.model.Segkk2481_pilon.4
OG0012123	plut2.m8.11157.m1	Acerv_evm.model.Segkk2481_pilon.2
OG0012124	jamg1.model.Sc0000591.4, plut2.m8.15569.m1	Acerv_evm.model.Segkk2481_pilon.8
OG0012126	plut2.m8.31849.m1	Acerv_evm.model.Segkk2483_pilon.31
OG0012128	plut2.m8.27266.m1	Acerv_evm.model.Segkk2483_pilon.25
OG0012129	plut2.m8.13042.m1	Acerv_evm.model.Segkk2483_pilon.8
OG0012130	plut2.m8.13054.m1	Acerv_evm.model.Segkk2483_pilon.2
OG0012132	jamg1.model.Sc0000173.32	Acerv_evm.model.Segkk2483_pilon.7
OG0012133	plut2.m8.27263.m1	Acerv_evm.model.Segkk2483_pilon.28
OG0012134	plut2.m8.27267.m1	Acerv_evm.model.Segkk2483_pilon.27
OG0012135	plut2.m8.27269.m1	Acerv_evm.model.Segkk2483_pilon.24
OG0012136	plut2.m8.13033.m1	Acerv_evm.model.Segkk2483_pilon.21
OG0012137	plut2.m8.4988.m1	Acerv_evm.model.Segkk2484_pilon.5
OG0012138	plut2.m8.12684.m1	Acerv_evm.model.Segkk2487_pilon.7
OG0012139	plut2.m8.12692.m1	Acerv_evm.model.Segkk2487_pilon.8
OG0012140	plut2.m8.12688.m1	Acerv_evm.model.Segkk2487_pilon.11
OG0012141	plut2.m8.338.m1	Acerv_evm.model.Segkk2489_pilon.1
OG0012142	plut2.m8.5018.m1	Acerv_evm.model.Segkk2493_pilon.15
OG0012143	plut2.m8.20460.m1	Acerv_evm.model.Segkk2493_pilon.9
OG0012144	jamg1.model.Sc0000376.22	Acerv_evm.model.Segkk2493_pilon.8
OG0012145	plut2.m8.8900.m1	Acerv_evm.model.Segkk2497_pilon.2
OG0012147	plut2.m8.15144.m1	Acerv_evm.model.Segkk2498_pilon.3
OG0012148	plut2.m8.15141.m1	Acerv_evm.model.Segkk2498_pilon.4
OG0012149	plut2.m8.10641.m1	Acerv_evm.model.Segkk2499_pilon.3
OG0012150	plut2.m8.6052.m1	Acerv_evm.model.Segkk2507_pilon.6
OG0012151	plut2.m8.6050.m1	Acerv_evm.model.Segkk2507_pilon.3
OG0012154	plut2.m8.8736.m1	Acerv_evm.model.Segkk2517_pilon.2
OG0012155	jamg1.model.Sc0000023.96	Acerv_evm.model.Segkk2518_pilon.4
OG0012156	plut2.m8.2891.m1	Acerv_evm.model.Segkk2518_pilon.7
OG0012157	plut2.m8.2892.m1	Acerv_evm.model.Segkk2518_pilon.3
OG0012158	plut2.m8.2895.m1	Acerv_evm.model.Segkk2518_pilon.2
OG0012159	plut2.m8.3296.m1	Acerv_evm.model.Segkk2519_pilon.3
OG0012160	plut2.m8.6163.m1	Acerv_evm.model.Segkk2521_pilon.3
OG0012161	plut2.m8.6164.m1	Acerv_evm.model.Segkk2521_pilon.2
OG0012162	plut2.m8.6171.m1	Acerv_evm.model.Segkk2521_pilon.4
OG0012163	plut2.m8.9829.m1	Acerv_evm.model.Segkk2526_pilon.7
OG0012164	plut2.m8.17894.m1	Acerv_evm.model.Segkk2527_pilon.2
OG0012165	plut2.m8.17900.m1	Acerv_evm.model.Segkk2527_pilon.1
OG0012166	plut2.m8.6642.m1	Acerv_evm.model.Segkk2528_pilon.3
OG0012167	plut2.m8.15894.m1	Acerv_evm.model.Segkk2529_pilon.2
OG0012168	plut2.m8.15910.m1	Acerv_evm.model.Segkk2529_pilon.3
OG0012169	plut2.m8.15911.m1	Acerv_evm.model.Segkk2529_pilon.4
OG0012171	plut2.m8.3965.m1	Acerv_evm.model.Segkk2537_pilon.34
OG0012172	plut2.m8.3964.m1	Acerv_evm.model.Segkk2537_pilon.31
OG0012173	plut2.m8.3948.m1	Acerv_evm.model.Segkk2537_pilon.20
OG0012174	jamg1.model.Sc0000034.41	Acerv_evm.model.Segkk2537_pilon.29
OG0012175	plut2.m8.3954.m1	Acerv_evm.model.Segkk2537_pilon.23
OG0012176	plut2.m8.3955.m1, plut2.m8.3956.m1	Acerv_evm.model.Segkk2537_pilon.25
OG0012177	plut2.m8.3969.m1	Acerv_evm.model.Segkk2537_pilon.33
OG0012178	plut2.m8.3950.m1	Acerv_evm.model.Segkk2537_pilon.16
OG0012179	plut2.m8.3953.m1	Acerv_evm.model.Segkk2537_pilon.19
OG0012181	plut2.m8.11032.m1	Acerv_evm.model.Segkk2542_pilon.3
OG0012182	plut2.m8.3258.m1, plut2.m8.3262.m1	Acerv_evm.model.Segkk2547_pilon.1
OG0012183	plut2.m8.18483.m1	Acerv_evm.model.Segkk2548_pilon.2
OG0012184	plut2.m8.18486.m1	Acerv_evm.model.Segkk2548_pilon.1
OG0012185	plut2.m8.18481.m1	Acerv_evm.model.Segkk2548_pilon.5
OG0012186	plut2.m8.18471.m1	Acerv_evm.model.Segkk2548_pilon.8
OG0012187	plut2.m8.9657.m1	Acerv_evm.model.Segkk2554_pilon.9
OG0012188	plut2.m8.18292.m1	Acerv_evm.model.Segkk2554_pilon.5
OG0012189	plut2.m8.18300.m1	Acerv_evm.model.Segkk2554_pilon.7
OG0012190	plut2.m8.18301.m1	Acerv_evm.model.Segkk2554_pilon.1
OG0012191	plut2.m8.18295.m1	Acerv_evm.model.Segkk2554_pilon.3
OG0012192	plut2.m8.11305.m1	Acerv_evm.model.Segkk2558_pilon.10
OG0012193	plut2.m8.11302.m1	Acerv_evm.model.Segkk2558_pilon.9
OG0012194	plut2.m8.11310.m1	Acerv_evm.model.Segkk2558_pilon.5
OG0012195	plut2.m8.11307.m1	Acerv_evm.model.Segkk2558_pilon.4
OG0012196	jamg1.model.Sc0000140.51	Acerv_evm.model.Segkk2558_pilon.6
OG0012197	plut2.m8.11294.m1	Acerv_evm.model.Segkk2558_pilon.11
OG0012198	plut2.m8.15508.m1	Acerv_evm.model.Segkk2564_pilon.4
OG0012199	plut2.m8.15499.m1	Acerv_evm.model.Segkk2564_pilon.6
OG0012200	plut2.m8.387.m1	Acerv_evm.model.Segkk2565_pilon.5
OG0012201	plut2.m8.26844.m1	Acerv_evm.model.Segkk2566_pilon.1
OG0012202	plut2.m8.21827.m1	Acerv_evm.model.Segkk2568_pilon.2, Acerv_evm.model.Segkk2848_pilon.1
OG0012203	plut2.m8.21130.m1, plut2.m8.20133.m1, plut2.m8.29342.m1	Acerv_evm.model.Segkk2574_pilon.5
OG0012204	plut2.m8.13920.m1	Acerv_evm.model.Segkk2575_pilon.7
OG0012205	plut2.m8.13919.m1	Acerv_evm.model.Segkk2575_pilon.4
OG0012206	plut2.m8.13908.m1	Acerv_evm.model.Segkk2575_pilon.3
OG0012208	plut2.m8.13934.m1, plut2.m8.13936.m1	Acerv_evm.model.Segkk2575_pilon.15
OG0012209	plut2.m8.13932.m1	Acerv_evm.model.Segkk2575_pilon.16
OG0012211	plut2.m8.13947.m1	Acerv_evm.model.Segkk2575_pilon.21
OG0012213	plut2.m8.26022.m1	Acerv_evm.model.Segkk2578_pilon.47
OG0012215	plut2.m8.21162.m1	Acerv_evm.model.Segkk2579_pilon.7
OG0012216	plut2.m8.15715.m1	Acerv_evm.model.Segkk2579_pilon.11
OG0012217	plut2.m8.1716.m1	Acerv_evm.model.Segkk2579_pilon.28
OG0012218	jamg1.model.Sc0000013.5	Acerv_evm.model.Segkk2579_pilon.25
OG0012220	plut2.m8.29933.m1	Acerv_evm.model.Segkk2580_pilon.3
OG0012223	plut2.m8.30540.m1, plut2.m8.11805.m1, plut2.m8.11819.m1	Acerv_evm.model.Segkk2585_pilon.19
OG0012224	plut2.m8.11820.m1	Acerv_evm.model.Segkk2585_pilon.18
OG0012225	jamg1.model.Sc0000002.21	Acerv_evm.model.Segkk2585_pilon.14
OG0012226	plut2.m8.29207.m1	Acerv_evm.model.Segkk2585_pilon.8
OG0012227	plut2.m8.7548.m1	Acerv_evm.model.Segkk4359_pilon.11, Acerv_evm.model.Segkk2587_pilon.10
OG0012228	plut2.m8.7547.m1	Acerv_evm.model.Segkk2587_pilon.12
OG0012229	plut2.m8.22231.m1	Acerv_evm.model.Segkk2587_pilon.5
OG0012230	plut2.m8.22229.m1	Acerv_evm.model.Segkk2587_pilon.4
OG0012231	plut2.m8.993.m1	Acerv_evm.model.Segkk2593_pilon.8
OG0012232	plut2.m8.996.m1	Acerv_evm.model.Segkk2593_pilon.9
OG0012233	plut2.m8.2837.m1	Acerv_evm.model.Segkk2594_pilon.2
OG0012234	plut2.m8.16676.m1	Acerv_evm.model.Segkk2594_pilon.30
OG0012235	plut2.m8.22866.m1	Acerv_evm.model.Segkk2596_pilon.39
OG0012236	plut2.m8.22870.m1	Acerv_evm.model.Segkk2596_pilon.35
OG0012237	plut2.m8.22868.m1	Acerv_evm.model.Segkk2596_pilon.34
OG0012238	plut2.m8.22864.m1	Acerv_evm.model.Segkk2596_pilon.36
OG0012239	plut2.m8.19305.m1	Acerv_evm.model.Segkk2596_pilon.16
OG0012240	plut2.m8.22863.m1	Acerv_evm.model.Segkk2596_pilon.26
OG0012241	plut2.m8.22867.m1	Acerv_evm.model.Segkk2596_pilon.24
OG0012242	plut2.m8.19304.m1	Acerv_evm.model.Segkk2596_pilon.20
OG0012243	plut2.m8.11353.m1	Acerv_evm.model.Segkk2596_pilon.51
OG0012244	plut2.m8.22908.m1	Acerv_evm.model.Segkk2597_pilon.1
OG0012245	plut2.m8.28367.m1	Acerv_evm.model.Segkk2598_pilon.3
OG0012246	plut2.m8.28364.m1	Acerv_evm.model.Segkk2598_pilon.4
OG0012247	plut2.m8.4865.m1	Acerv_evm.model.Segkk2606_pilon.1
OG0012248	plut2.m8.33112.m1	Acerv_evm.model.Segkk2609_pilon.2
OG0012250	jamg1.model.Sc0000311.9	Acerv_evm.model.Segkk2614_pilon.15
OG0012251	plut2.m8.18691.m1	Acerv_evm.model.Segkk2614_pilon.17
OG0012252	plut2.m8.7455.m1	Acerv_evm.model.Segkk2614_pilon.4
OG0012253	plut2.m8.7465.m1, plut2.m8.7462.m1	Acerv_evm.model.Segkk2614_pilon.3
OG0012254	plut2.m8.14180.m1	Acerv_evm.model.Segkk2618_pilon.2
OG0012255	plut2.m8.20672.m1	Acerv_evm.model.Segkk2618_pilon.4
OG0012256	plut2.m8.20673.m1	Acerv_evm.model.Segkk2618_pilon.8
OG0012257	plut2.m8.20666.m1	Acerv_evm.model.Segkk2618_pilon.9
OG0012258	plut2.m8.20667.m1	Acerv_evm.model.Segkk2618_pilon.11
OG0012259	plut2.m8.20675.m1	Acerv_evm.model.Segkk2618_pilon.12
OG0012260	plut2.m8.32403.m1	Acerv_evm.model.Segkk2619_pilon.1
OG0012261	plut2.m8.22121.m1	Acerv_evm.model.Segkk2624_pilon.5
OG0012262	plut2.m8.13906.m1	Acerv_evm.model.Segkk2624_pilon.9
OG0012263	plut2.m8.10598.m1	Acerv_evm.model.Segkk2632_pilon.6
OG0012264	plut2.m8.10601.m1	Acerv_evm.model.Segkk2632_pilon.7
OG0012265	plut2.m8.10604.m1	Acerv_evm.model.Segkk2632_pilon.4
OG0012266	plut2.m8.10599.m1	Acerv_evm.model.Segkk2632_pilon.8
OG0012267	plut2.m8.6064.m1	Acerv_evm.model.Segkk2633_pilon.3
OG0012268	plut2.m8.6078.m1	Acerv_evm.model.Segkk2633_pilon.2
OG0012269	plut2.m8.6067.m1	Acerv_evm.model.Segkk2633_pilon.5
OG0012270	plut2.m8.6072.m1	Acerv_evm.model.Segkk2633_pilon.4
OG0012271	plut2.m8.19267.m1	Acerv_evm.model.Segkk2634_pilon.3
OG0012272	plut2.m8.7390.m1	Acerv_evm.model.Segkk2637_pilon.7
OG0012273	plut2.m8.7387.m1	Acerv_evm.model.Segkk2637_pilon.6
OG0012274	plut2.m8.7391.m1	Acerv_evm.model.Segkk2637_pilon.5
OG0012275	plut2.m8.31666.m1	Acerv_evm.model.Segkk2641_pilon.10
OG0012277	plut2.m8.17932.m1	Acerv_evm.model.Segkk2649_pilon.5
OG0012278	plut2.m8.7073.m1	Acerv_evm.model.Segkk2649_pilon.1
OG0012279	plut2.m8.22526.m1	Acerv_evm.model.Segkk2651_pilon.13
OG0012280	plut2.m8.22518.m1	Acerv_evm.model.Segkk2651_pilon.12
OG0012281	plut2.m8.22521.m1	Acerv_evm.model.Segkk2651_pilon.16
OG0012282	plut2.m8.15154.m1	Acerv_evm.model.Segkk2651_pilon.6
OG0012283	plut2.m8.15150.m1	Acerv_evm.model.Segkk2651_pilon.5
OG0012285	plut2.m8.22505.m1	Acerv_evm.model.Segkk2651_pilon.9
OG0012286	plut2.m8.12039.m1	Acerv_evm.model.Segkk2653_pilon.3
OG0012287	jamg1.model.xfSc0000046.6	Acerv_evm.model.Segkk2654_pilon.2
OG0012288	jamg1.model.xfSc0000046.8	Acerv_evm.model.Segkk2654_pilon.3
OG0012289	plut2.m8.11475.m1	Acerv_evm.model.Segkk2655_pilon.1
OG0012290	plut2.m8.33400.m1, plut2.m8.12187.m1	Acerv_evm.model.Segkk2657_pilon.1
OG0012291	plut2.m8.14716.m1	Acerv_evm.model.Segkk2662_pilon.20
OG0012292	plut2.m8.14720.m1	Acerv_evm.model.Segkk2662_pilon.21
OG0012293	plut2.m8.14718.m1	Acerv_evm.model.Segkk2662_pilon.22
OG0012294	plut2.m8.23555.m1	Acerv_evm.model.Segkk2662_pilon.6
OG0012295	plut2.m8.11133.m1	Acerv_evm.model.Segkk2662_pilon.9
OG0012296	plut2.m8.11137.m1	Acerv_evm.model.Segkk2662_pilon.11
OG0012297	plut2.m8.11130.m1	Acerv_evm.model.Segkk2662_pilon.10
OG0012298	plut2.m8.11135.m1	Acerv_evm.model.Segkk2662_pilon.13
OG0012299	plut2.m8.11131.m1	Acerv_evm.model.Segkk2662_pilon.15
OG0012300	plut2.m8.11134.m1	Acerv_evm.model.Segkk2662_pilon.14
OG0012302	plut2.m8.23563.m1	Acerv_evm.model.Segkk2662_pilon.2
OG0012303	plut2.m8.3886.m1	Acerv_evm.model.Segkk2665_pilon.3, Acerv_evm.model.Segkk4107_pilon.4
OG0012304	plut2.m8.3888.m1	Acerv_evm.model.Segkk2665_pilon.1
OG0012305	plut2.m8.21384.m1	Acerv_evm.model.Segkk2666_pilon.14
OG0012306	plut2.m8.21380.m1	Acerv_evm.model.Segkk2666_pilon.11
OG0012307	plut2.m8.21383.m1	Acerv_evm.model.Segkk2666_pilon.12
OG0012308	plut2.m8.20089.m1	Acerv_evm.model.Segkk2668_pilon.13
OG0012309	plut2.m8.20949.m1, plut2.m8.20950.m1	Acerv_evm.model.Segkk2668_pilon.12
OG0012310	plut2.m8.20951.m1	Acerv_evm.model.Segkk2668_pilon.10
OG0012311	plut2.m8.20953.m1	Acerv_evm.model.Segkk2668_pilon.6
OG0012312	plut2.m8.20957.m1	Acerv_evm.model.Segkk2668_pilon.5
OG0012313	jamg1.model.Sc0000398.10	Acerv_evm.model.Segkk2668_pilon.8
OG0012314	plut2.m8.20106.m1	Acerv_evm.model.Segkk2668_pilon.24
OG0012315	plut2.m8.2112.m1	Acerv_evm.model.Segkk2675_pilon.4
OG0012316	plut2.m8.2104.m1	Acerv_evm.model.Segkk2675_pilon.6
OG0012318	plut2.m8.30482.m1	Acerv_evm.model.Segkk2683_pilon.2
OG0012319	jamg1.model.Sc0000566.7	Acerv_evm.model.Segkk2689_pilon.1
OG0012320	plut2.m8.16883.m1	Acerv_evm.model.Segkk2689_pilon.6
OG0012321	plut2.m8.8518.m1	Acerv_evm.model.Segkk2690_pilon.3
OG0012322	plut2.m8.8515.m1	Acerv_evm.model.Segkk2690_pilon.4
OG0012323	jamg1.model.Sc0000167.41	Acerv_evm.model.Segkk2691_pilon.5
OG0012324	plut2.m8.23367.m1	Acerv_evm.model.Segkk2693_pilon.7, Acerv_evm.model.Segkk2693_pilon.8
OG0012325	plut2.m8.9364.m1	Acerv_evm.model.Segkk2694_pilon.3
OG0012326	plut2.m8.18040.m1	Acerv_evm.model.Segkk2700_pilon.6
OG0012327	plut2.m8.11841.m1	Acerv_evm.model.Segkk2710_pilon.3
OG0012328	plut2.m8.11843.m1, plut2.m8.16779.m1	Acerv_evm.model.Segkk2710_pilon.2
OG0012329	plut2.m8.12769.m1	Acerv_evm.model.Segkk2712_pilon.1
OG0012330	plut2.m8.12772.m1	Acerv_evm.model.Segkk2712_pilon.3
OG0012331	plut2.m8.1054.m1	Acerv_evm.model.Segkk2716_pilon.18
OG0012332	plut2.m8.1048.m1	Acerv_evm.model.Segkk2716_pilon.14
OG0012333	plut2.m8.1577.m1	Acerv_evm.model.Segkk2716_pilon.1
OG0012334	plut2.m8.11159.m1	Acerv_evm.model.Segkk2722_pilon.1
OG0012335	plut2.m8.11155.m1	Acerv_evm.model.Segkk2722_pilon.2
OG0012336	plut2.m8.13111.m1	Acerv_evm.model.Segkk2722_pilon.22
OG0012337	plut2.m8.20713.m1	Acerv_evm.model.Segkk2723_pilon.9
OG0012338	plut2.m8.20717.m1	Acerv_evm.model.Segkk2723_pilon.8
OG0012339	jamg1.model.Sc0000387.16	Acerv_evm.model.Segkk2723_pilon.7
OG0012340	plut2.m8.20714.m1	Acerv_evm.model.Segkk2723_pilon.2
OG0012341	plut2.m8.20711.m1	Acerv_evm.model.Segkk2723_pilon.12
OG0012342	plut2.m8.20708.m1	Acerv_evm.model.Segkk2723_pilon.18
OG0012343	plut2.m8.11119.m1	Acerv_evm.model.Segkk2725_pilon.7
OG0012344	plut2.m8.11121.m1	Acerv_evm.model.Segkk2725_pilon.6
OG0012346	plut2.m8.2630.m1	Acerv_evm.model.Segkk2737_pilon.1
OG0012347	plut2.m8.405.m1	Acerv_evm.model.Segkk2741_pilon.5
OG0012348	plut2.m8.27698.m1	Acerv_evm.model.Segkk2748_pilon.9
OG0012349	plut2.m8.28770.m1	Acerv_evm.model.Segkk2749_pilon.6
OG0012350	plut2.m8.21636.m1, plut2.m8.21637.m1	Acerv_evm.model.Segkk2751_pilon.8
OG0012351	plut2.m8.21631.m1	Acerv_evm.model.Segkk2751_pilon.1
OG0012353	plut2.m8.13161.m1	Acerv_evm.model.Segkk3197_pilon.2, Acerv_evm.model.Segkk2841_pilon.9, Acerv_evm.model.Segkk2752_pilon.39
OG0012354	plut2.m8.690.m1	Acerv_evm.model.Segkk2754_pilon.22
OG0012355	plut2.m8.687.m1	Acerv_evm.model.Segkk2754_pilon.23
OG0012356	plut2.m8.683.m1	Acerv_evm.model.Segkk2754_pilon.20
OG0012358	plut2.m8.704.m1	Acerv_evm.model.Segkk2754_pilon.7
OG0012359	plut2.m8.701.m1	Acerv_evm.model.Segkk2754_pilon.4
OG0012361	plut2.m8.707.m1	Acerv_evm.model.Segkk2754_pilon.2
OG0012362	plut2.m8.703.m1	Acerv_evm.model.Segkk2754_pilon.18
OG0012363	plut2.m8.23980.m1	Acerv_evm.model.Segkk2758_pilon.26
OG0012364	plut2.m8.32516.m1, plut2.m8.32515.m1	Acerv_evm.model.Segkk2758_pilon.35
OG0012365	plut2.m8.23977.m1	Acerv_evm.model.Segkk2758_pilon.34
OG0012366	plut2.m8.32509.m1	Acerv_evm.model.Segkk2758_pilon.37
OG0012367	plut2.m8.373.m1	Acerv_evm.model.Segkk2758_pilon.15
OG0012368	plut2.m8.378.m1	Acerv_evm.model.Segkk2758_pilon.14
OG0012369	plut2.m8.28587.m1	Acerv_evm.model.Segkk2758_pilon.46
OG0012370	plut2.m8.8842.m1	Acerv_evm.model.Segkk2759_pilon.19
OG0012371	plut2.m8.20321.m1	Acerv_evm.model.Segkk2759_pilon.12
OG0012372	plut2.m8.8849.m1	Acerv_evm.model.Segkk2759_pilon.14
OG0012373	plut2.m8.8839.m1	Acerv_evm.model.Segkk2759_pilon.23
OG0012374	plut2.m8.24408.m1	Acerv_evm.model.Segkk2759_pilon.7
OG0012375	plut2.m8.4460.m1	Acerv_evm.model.Segkk2760_pilon.5
OG0012376	plut2.m8.16728.m1	Acerv_evm.model.Segkk2760_pilon.16
OG0012377	plut2.m8.5559.m1	Acerv_evm.model.Segkk2761_pilon.6
OG0012378	jamg1.model.Sc0000057.19	Acerv_evm.model.Segkk2762_pilon.8
OG0012379	plut2.m8.6097.m1	Acerv_evm.model.Segkk2762_pilon.9
OG0012380	plut2.m8.6104.m1	Acerv_evm.model.Segkk2762_pilon.16
OG0012381	plut2.m8.6107.m1	Acerv_evm.model.Segkk2762_pilon.17
OG0012382	plut2.m8.6096.m1	Acerv_evm.model.Segkk2762_pilon.12
OG0012383	plut2.m8.20737.m1	Acerv_evm.model.Segkk2763_pilon.7
OG0012384	plut2.m8.20736.m1	Acerv_evm.model.Segkk2763_pilon.9
OG0012385	plut2.m8.20742.m1	Acerv_evm.model.Segkk2763_pilon.13
OG0012386	plut2.m8.2357.m1, plut2.m8.2368.m1	Acerv_evm.model.Segkk2764_pilon.14
OG0012387	plut2.m8.2366.m1, plut2.m8.2353.m1	Acerv_evm.model.Segkk2764_pilon.10, Acerv_evm.model.Segkk2764_pilon.9
OG0012388	plut2.m8.2356.m1, plut2.m8.2369.m1	Acerv_evm.model.Segkk2764_pilon.13
OG0012389	plut2.m8.5275.m1	Acerv_evm.model.Segkk2765_pilon.4
OG0012390	plut2.m8.12536.m1	Acerv_evm.model.Segkk2765_pilon.2
OG0012391	plut2.m8.998.m1	Acerv_evm.model.Segkk2772_pilon.8
OG0012393	plut2.m8.412.m1	Acerv_evm.model.Segkk2779_pilon.12
OG0012394	plut2.m8.413.m1	Acerv_evm.model.Segkk2779_pilon.10
OG0012395	jamg1.model.Sc0000002.57	Acerv_evm.model.Segkk2779_pilon.15
OG0012396	plut2.m8.8230.m1	Acerv_evm.model.Segkk2782_pilon.19
OG0012397	plut2.m8.8219.m1	Acerv_evm.model.Segkk2782_pilon.10
OG0012398	plut2.m8.8228.m1	Acerv_evm.model.Segkk2782_pilon.20
OG0012399	plut2.m8.19780.m1	Acerv_evm.model.Segkk2782_pilon.4
OG0012400	plut2.m8.19788.m1	Acerv_evm.model.Segkk2782_pilon.5
OG0012401	plut2.m8.19781.m1	Acerv_evm.model.Segkk2782_pilon.3
OG0012402	plut2.m8.24648.m1	Acerv_evm.model.Segkk2782_pilon.32
OG0012403	plut2.m8.939.m1	Acerv_evm.model.Segkk2783_pilon.4
OG0012404	plut2.m8.23299.m1	Acerv_evm.model.Segkk2784_pilon.4
OG0012405	plut2.m8.23295.m1	Acerv_evm.model.Segkk2784_pilon.3
OG0012407	plut2.m8.8604.m1	Acerv_evm.model.Segkk2785_pilon.2
OG0012408	plut2.m8.30974.m1	Acerv_evm.model.Segkk2787_pilon.19
OG0012409	jamg1.model.xfSc0000303.2	Acerv_evm.model.Segkk2787_pilon.18
OG0012410	plut2.m8.16401.m1	Acerv_evm.model.Segkk2787_pilon.15
OG0012411	plut2.m8.16406.m1	Acerv_evm.model.Segkk2787_pilon.5
OG0012412	plut2.m8.16543.m1	Acerv_evm.model.Segkk2792_pilon.20
OG0012413	plut2.m8.16544.m1	Acerv_evm.model.Segkk2792_pilon.21
OG0012414	plut2.m8.16545.m1	Acerv_evm.model.Segkk2792_pilon.23
OG0012415	plut2.m8.3138.m1	Acerv_evm.model.Segkk2792_pilon.11
OG0012417	jamg1.model.Sc0000026.29	Acerv_evm.model.Segkk2792_pilon.7
OG0012418	plut2.m8.6190.m1	Acerv_evm.model.Segkk2793_pilon.8
OG0012419	jamg1.model.Sc0000031.71	Acerv_evm.model.Segkk2795_pilon.8
OG0012420	plut2.m8.3693.m1	Acerv_evm.model.Segkk2795_pilon.6
OG0012421	plut2.m8.3692.m1	Acerv_evm.model.Segkk2795_pilon.7
OG0012422	plut2.m8.3685.m1	Acerv_evm.model.Segkk2795_pilon.10
OG0012423	plut2.m8.3684.m1	Acerv_evm.model.Segkk2795_pilon.11
OG0012425	plut2.m8.7389.m1	Acerv_evm.model.Segkk2803_pilon.3
OG0012427	plut2.m8.8824.m1	Acerv_evm.model.Segkk2811_pilon.21
OG0012428	plut2.m8.20337.m1	Acerv_evm.model.Segkk2811_pilon.19
OG0012429	plut2.m8.20324.m1	Acerv_evm.model.Segkk2811_pilon.11
OG0012430	plut2.m8.20327.m1	Acerv_evm.model.Segkk2811_pilon.12
OG0012431	plut2.m8.13214.m1	Acerv_evm.model.Segkk2815_pilon.2
OG0012433	plut2.m8.18946.m1	Acerv_evm.model.Segkk2821_pilon.3
OG0012434	plut2.m8.18927.m1	Acerv_evm.model.Segkk2821_pilon.9
OG0012435	plut2.m8.5647.m1	Acerv_evm.model.Segkk2825_pilon.3
OG0012437	plut2.m8.13201.m1	Acerv_evm.model.Segkk2826_pilon.17
OG0012438	plut2.m8.14595.m1	Acerv_evm.model.Segkk2826_pilon.18
OG0012439	plut2.m8.10254.m1	Acerv_evm.model.Segkk2826_pilon.28
OG0012440	plut2.m8.3454.m1	Acerv_evm.model.Segkk2826_pilon.20
OG0012441	plut2.m8.10258.m1	Acerv_evm.model.Segkk2826_pilon.27
OG0012442	plut2.m8.15040.m1	Acerv_evm.model.Segkk2826_pilon.24
OG0012443	plut2.m8.5430.m1	Acerv_evm.model.Segkk2832_pilon.4
OG0012444	plut2.m8.5423.m1	Acerv_evm.model.Segkk2832_pilon.5
OG0012445	plut2.m8.5421.m1	Acerv_evm.model.Segkk2832_pilon.1
OG0012446	plut2.m8.5425.m1	Acerv_evm.model.Segkk2832_pilon.2
OG0012447	plut2.m8.21052.m1	Acerv_evm.model.Segkk2834_pilon.8
OG0012448	plut2.m8.11932.m1	Acerv_evm.model.Segkk2837_pilon.6
OG0012449	plut2.m8.11935.m1	Acerv_evm.model.Segkk2837_pilon.11
OG0012450	plut2.m8.11940.m1	Acerv_evm.model.Segkk2837_pilon.12
OG0012451	plut2.m8.22295.m1	Acerv_evm.model.Segkk2838_pilon.4
OG0012452	plut2.m8.22297.m1	Acerv_evm.model.Segkk2838_pilon.2
OG0012453	plut2.m8.1967.m1	Acerv_evm.model.Segkk2839_pilon.1
OG0012454	plut2.m8.13219.m1	Acerv_evm.model.Segkk2843_pilon.1
OG0012455	plut2.m8.32966.m1	Acerv_evm.model.Segkk2844_pilon.14
OG0012456	plut2.m8.12614.m1	Acerv_evm.model.Segkk2844_pilon.4
OG0012457	plut2.m8.12608.m1	Acerv_evm.model.Segkk2845_pilon.5
OG0012458	plut2.m8.23002.m1	Acerv_evm.model.Segkk2846_pilon.6
