Orthogroup	Mcavernosa.maker.proteins	plut2v1.1.proteins
OG0011000	Mcavernosa08678-RA	plut2.m8.6687.m1
OG0011001	Mcavernosa24067-RA	plut2.m8.28816.m1
OG0011002	Mcavernosa24064-RA	plut2.m8.28814.m1
OG0011005	Mcavernosa07865-RA	plut2.m8.26768.m1
OG0011006	Mcavernosa24026-RA	plut2.m8.26773.m1
OG0011007	Mcavernosa07868-RA	plut2.m8.26772.m1
OG0011009	Mcavernosa25167-RA	plut2.m8.32397.m1
OG0011010	Mcavernosa25166-RA	plut2.m8.20254.m1
OG0011011	Mcavernosa25165-RA	plut2.m8.20265.m1
OG0011012	Mcavernosa25172-RA	plut2.m8.32392.m1
OG0011013	Mcavernosa25170-RA	plut2.m8.32398.m1
OG0011017	Mcavernosa25176-RA	plut2.m8.32399.m1
OG0011018	Mcavernosa25174-RA	plut2.m8.32390.m1
OG0011019	Mcavernosa11781-RA	plut2.m8.18627.m1
OG0011020	Mcavernosa07874-RA	plut2.m8.30950.m1
OG0011021	Mcavernosa07872-RA	plut2.m8.30947.m1
OG0011022	Mcavernosa30298-RA	plut2.m8.27366.m1
OG0011024	Mcavernosa31624-RA	plut2.m8.12223.m1
OG0011025	Mcavernosa31615-RA	plut2.m8.12226.m1
OG0011026	Mcavernosa31616-RA	plut2.m8.12229.m1
OG0011028	Mcavernosa31606-RA	plut2.m8.12238.m1
OG0011029	Mcavernosa27917-RA	plut2.m8.11842.m1
OG0011031	Mcavernosa05335-RA	plut2.m8.8984.m1
OG0011032	Mcavernosa08964-RA	plut2.m8.17648.m1
OG0011033	Mcavernosa08962-RA	plut2.m8.17650.m1
OG0011034	Mcavernosa23258-RA	plut2.m8.20399.m1
OG0011035	Mcavernosa23257-RA	plut2.m8.20397.m1
OG0011036	Mcavernosa28017-RA	plut2.m8.20674.m1
OG0011037	Mcavernosa28015-RA	plut2.m8.20685.m1
OG0011040	Mcavernosa27347-RA	plut2.m8.20909.m1
OG0011041	Mcavernosa22808-RA	plut2.m8.17754.m1
OG0011042	Mcavernosa22812-RA	plut2.m8.17745.m1
OG0011043	Mcavernosa16437-RA	plut2.m8.8372.m1
OG0011044	Mcavernosa16433-RA	plut2.m8.8389.m1
OG0011045	Mcavernosa16418-RA	plut2.m8.8396.m1
OG0011046	Mcavernosa16424-RA	plut2.m8.8391.m1
OG0011047	Mcavernosa16415-RA	plut2.m8.8362.m1
OG0011048	Mcavernosa16416-RA	plut2.m8.8406.m1
OG0011049	Mcavernosa16430-RA	plut2.m8.8380.m1
OG0011051	Mcavernosa02416-RA	plut2.m8.12338.m1
OG0011052	Mcavernosa07918-RA	plut2.m8.7804.m1
OG0011054	Mcavernosa00006-RA	plut2.m8.16104.m1
OG0011055	Mcavernosa00004-RA	plut2.m8.16102.m1
OG0011058	Mcavernosa19600-RA	plut2.m8.6378.m1
OG0011060	Mcavernosa26424-RA	plut2.m8.28396.m1
OG0011061	Mcavernosa06965-RA	plut2.m8.7132.m1
OG0011062	Mcavernosa24023-RA	plut2.m8.5933.m1
OG0011063	Mcavernosa27941-RA	plut2.m8.18466.m1
OG0011066	Mcavernosa17273-RA	plut2.m8.4041.m1
OG0011068	Mcavernosa31884-RA	jamg1.model.Sc0000005.20
OG0011069	Mcavernosa31883-RA	plut2.m8.796.m1
OG0011070	Mcavernosa19337-RA	plut2.m8.19764.m1
OG0011071	Mcavernosa19338-RA	plut2.m8.19770.m1
OG0011073	Mcavernosa22854-RA	plut2.m8.4548.m1
OG0011074	Mcavernosa08160-RA	plut2.m8.22805.m1
OG0011075	Mcavernosa27278-RA, Mcavernosa27276-RA	plut2.m8.22809.m1
OG0011076	Mcavernosa20339-RA	plut2.m8.21031.m1
OG0011077	Mcavernosa09033-RA	plut2.m8.19438.m1
OG0011078	Mcavernosa09483-RA	plut2.m8.17896.m1
OG0011080	Mcavernosa04557-RA	plut2.m8.2328.m1
OG0011082	Mcavernosa10968-RA	plut2.m8.32239.m1
OG0011085	Mcavernosa09164-RA	plut2.m8.21291.m1
OG0011086	Mcavernosa09170-RA	plut2.m8.21274.m1
OG0011087	Mcavernosa09171-RA	plut2.m8.21278.m1
OG0011088	Mcavernosa30056-RA	plut2.m8.21271.m1
OG0011089	Mcavernosa09173-RA	plut2.m8.21279.m1
OG0011091	Mcavernosa31950-RA	plut2.m8.22747.m1
OG0011092	Mcavernosa31951-RA	plut2.m8.22752.m1
OG0011094	Mcavernosa12826-RA	plut2.m8.5092.m1
OG0011097	Mcavernosa19390-RA	plut2.m8.14597.m1
OG0011100	Mcavernosa25163-RA	plut2.m8.20256.m1
OG0011101	Mcavernosa25162-RA	plut2.m8.20261.m1
OG0011102	Mcavernosa01926-RA	plut2.m8.8657.m1, plut2.m8.8665.m1
OG0011103	Mcavernosa01924-RA	plut2.m8.8659.m1
OG0011104	Mcavernosa23871-RA	plut2.m8.8656.m1
OG0011105	Mcavernosa23870-RA	plut2.m8.8658.m1
OG0011106	Mcavernosa02971-RA	plut2.m8.7589.m1
OG0011107	Mcavernosa02970-RA	plut2.m8.7599.m1
OG0011108	Mcavernosa02976-RA	plut2.m8.7585.m1
OG0011109	Mcavernosa02965-RA	plut2.m8.7595.m1
OG0011110	Mcavernosa02964-RA	plut2.m8.7601.m1
OG0011111	Mcavernosa02913-RA	plut2.m8.7602.m1
OG0011112	Mcavernosa02962-RA	plut2.m8.7593.m1
OG0011113	Mcavernosa02914-RA	plut2.m8.7603.m1
OG0011114	Mcavernosa17560-RA	plut2.m8.28906.m1
OG0011115	Mcavernosa22970-RA	plut2.m8.3482.m1
OG0011116	Mcavernosa17562-RA	plut2.m8.28903.m1
OG0011117	Mcavernosa17564-RA	plut2.m8.28907.m1
OG0011118	Mcavernosa17565-RA	plut2.m8.28902.m1
OG0011119	Mcavernosa18382-RA	plut2.m8.17235.m1
OG0011120	Mcavernosa18385-RA	plut2.m8.17230.m1
OG0011121	Mcavernosa05541-RA	plut2.m8.13990.m1
OG0011122	Mcavernosa05549-RA	plut2.m8.14002.m1
OG0011123	Mcavernosa28431-RA	plut2.m8.13996.m1
OG0011124	Mcavernosa28430-RA	plut2.m8.13992.m1
OG0011125	Mcavernosa02383-RA	plut2.m8.12369.m1
OG0011126	Mcavernosa02384-RA	plut2.m8.12374.m1
OG0011128	Mcavernosa02374-RA	plut2.m8.8488.m1
OG0011129	Mcavernosa02372-RA	plut2.m8.8489.m1
OG0011130	Mcavernosa05529-RA	plut2.m8.13977.m1
OG0011132	Mcavernosa02390-RA	plut2.m8.12376.m1
OG0011133	Mcavernosa02389-RA	plut2.m8.12366.m1
OG0011134	Mcavernosa31703-RA	plut2.m8.2776.m1
OG0011136	Mcavernosa20524-RA	plut2.m8.26797.m1
OG0011139	Mcavernosa12777-RA	plut2.m8.12538.m1
OG0011141	Mcavernosa14690-RA	plut2.m8.3440.m1
OG0011142	Mcavernosa14765-RA	plut2.m8.2623.m1
OG0011144	Mcavernosa20308-RA	plut2.m8.19465.m1
OG0011145	Mcavernosa08583-RA	plut2.m8.27647.m1
OG0011146	Mcavernosa29629-RA	plut2.m8.14061.m1
OG0011147	Mcavernosa29628-RA	plut2.m8.14060.m1
OG0011149	Mcavernosa20736-RA	plut2.m8.12971.m1
OG0011150	Mcavernosa20735-RA	plut2.m8.12973.m1
OG0011153	Mcavernosa22430-RA	plut2.m8.21832.m1
OG0011154	Mcavernosa22431-RA	plut2.m8.21824.m1
OG0011155	Mcavernosa26047-RA	plut2.m8.32287.m1
OG0011156	Mcavernosa31277-RA	plut2.m8.662.m1
OG0011158	Mcavernosa00375-RA	plut2.m8.3670.m1
OG0011159	Mcavernosa00391-RA	plut2.m8.3655.m1
OG0011160	Mcavernosa00389-RA	plut2.m8.3662.m1
OG0011161	Mcavernosa00385-RA	plut2.m8.3666.m1
OG0011163	Mcavernosa00381-RA	plut2.m8.3667.m1
OG0011164	Mcavernosa19696-RA	plut2.m8.27644.m1
OG0011165	Mcavernosa13537-RA	plut2.m8.4883.m1
OG0011166	Mcavernosa13531-RA	plut2.m8.4917.m1
OG0011167	Mcavernosa13536-RA	plut2.m8.4896.m1
OG0011169	Mcavernosa05266-RA	plut2.m8.9966.m1
OG0011170	Mcavernosa00137-RA	plut2.m8.27786.m1
OG0011171	Mcavernosa00136-RA	plut2.m8.27785.m1
OG0011172	Mcavernosa14420-RA	plut2.m8.6561.m1
OG0011175	Mcavernosa00135-RA	plut2.m8.27780.m1
OG0011176	Mcavernosa00134-RA	plut2.m8.27782.m1
OG0011178	Mcavernosa00954-RA	plut2.m8.10793.m1
OG0011179	Mcavernosa07087-RA	plut2.m8.31115.m1
OG0011181	Mcavernosa14147-RA	plut2.m8.9813.m1
OG0011182	Mcavernosa03941-RA	plut2.m8.9804.m1
OG0011183	Mcavernosa03940-RA	plut2.m8.9806.m1
OG0011184	Mcavernosa03931-RA	plut2.m8.9801.m1
OG0011185	Mcavernosa14155-RA	plut2.m8.9821.m1
OG0011186	Mcavernosa14152-RA	plut2.m8.9811.m1
OG0011187	Mcavernosa14153-RA	plut2.m8.9808.m1
OG0011188	Mcavernosa14149-RA	plut2.m8.9812.m1
OG0011189	Mcavernosa20771-RA	plut2.m8.20846.m1
OG0011190	Mcavernosa20773-RA	plut2.m8.20850.m1
OG0011191	Mcavernosa20776-RA	plut2.m8.20849.m1
OG0011192	Mcavernosa20777-RA	plut2.m8.20842.m1
OG0011193	Mcavernosa28704-RA	plut2.m8.15347.m1
OG0011194	Mcavernosa28713-RA	plut2.m8.15356.m1
OG0011195	Mcavernosa28712-RA	plut2.m8.15353.m1
OG0011196	Mcavernosa28711-RA	plut2.m8.15345.m1
OG0011198	Mcavernosa14879-RA	plut2.m8.3105.m1
OG0011200	Mcavernosa15748-RA	plut2.m8.15394.m1
OG0011201	Mcavernosa13857-RA	plut2.m8.26615.m1
OG0011202	Mcavernosa02292-RA	plut2.m8.18184.m1
OG0011204	Mcavernosa31597-RA	plut2.m8.12248.m1
OG0011205	Mcavernosa25142-RA	plut2.m8.22774.m1
OG0011206	Mcavernosa01777-RA	plut2.m8.4433.m1
OG0011207	Mcavernosa33902-RA	plut2.m8.12814.m1
OG0011209	Mcavernosa26858-RA	plut2.m8.20508.m1
OG0011210	Mcavernosa26860-RA	plut2.m8.29199.m1
OG0011211	Mcavernosa26854-RA	plut2.m8.20507.m1
OG0011212	Mcavernosa13193-RA	plut2.m8.19312.m1
OG0011214	Mcavernosa12605-RA	plut2.m8.24456.m1
OG0011215	Mcavernosa12618-RA	plut2.m8.233.m1
OG0011216	Mcavernosa12598-RA	plut2.m8.217.m1
OG0011217	Mcavernosa12599-RA	plut2.m8.220.m1
OG0011218	Mcavernosa12596-RA	plut2.m8.223.m1
OG0011219	Mcavernosa12592-RA	plut2.m8.229.m1
OG0011220	Mcavernosa12595-RA	plut2.m8.216.m1
OG0011221	Mcavernosa12631-RA	plut2.m8.242.m1
OG0011222	Mcavernosa00482-RA	plut2.m8.29110.m1
OG0011224	Mcavernosa00483-RA	plut2.m8.29112.m1
OG0011225	Mcavernosa00503-RA	plut2.m8.14270.m1
OG0011227	Mcavernosa11407-RA	plut2.m8.11621.m1
OG0011229	Mcavernosa28299-RA	plut2.m8.18213.m1
OG0011230	Mcavernosa28298-RA	plut2.m8.18219.m1
OG0011231	Mcavernosa16840-RA	plut2.m8.27662.m1
OG0011232	Mcavernosa16837-RA	plut2.m8.26967.m1
OG0011233	Mcavernosa16845-RA	plut2.m8.27659.m1
OG0011234	Mcavernosa08392-RA	plut2.m8.7031.m1
OG0011236	Mcavernosa06917-RA	plut2.m8.15153.m1
OG0011237	Mcavernosa07258-RA	jamg1.model.xfSc0000003.52
OG0011238	Mcavernosa22745-RA	plut2.m8.2655.m1
OG0011239	Mcavernosa13516-RA, Mcavernosa13517-RA	plut2.m8.4928.m1
OG0011240	Mcavernosa13509-RA	plut2.m8.21308.m1
OG0011241	Mcavernosa34586-RA	plut2.m8.21314.m1
OG0011242	Mcavernosa34588-RA	plut2.m8.21311.m1
OG0011243	Mcavernosa05890-RA	plut2.m8.9648.m1
OG0011245	Mcavernosa23560-RA	plut2.m8.20411.m1
OG0011246	Mcavernosa23558-RA	plut2.m8.20413.m1
OG0011248	Mcavernosa22727-RA	plut2.m8.295.m1
OG0011250	Mcavernosa10186-RA	plut2.m8.24752.m1
OG0011252	Mcavernosa10182-RA	plut2.m8.10447.m1
OG0011253	Mcavernosa03583-RA	plut2.m8.13091.m1
OG0011254	Mcavernosa16615-RA	plut2.m8.11188.m1
OG0011256	Mcavernosa16613-RA	plut2.m8.11189.m1
OG0011257	Mcavernosa16614-RA	plut2.m8.11184.m1
OG0011259	Mcavernosa26902-RA	jamg1.model.Sc0000232.27
OG0011260	Mcavernosa31412-RA	plut2.m8.961.m1
OG0011261	Mcavernosa31416-RA	plut2.m8.949.m1
OG0011262	Mcavernosa28408-RA	plut2.m8.26533.m1
OG0011264	Mcavernosa14311-RA	plut2.m8.26530.m1
OG0011265	Mcavernosa15329-RA	plut2.m8.10107.m1
OG0011267	Mcavernosa33640-RA	plut2.m8.10940.m1
OG0011268	Mcavernosa27822-RA	plut2.m8.11550.m1
OG0011270	Mcavernosa26779-RA	plut2.m8.16026.m1
OG0011271	Mcavernosa26766-RA	plut2.m8.16027.m1
OG0011272	Mcavernosa26762-RA	plut2.m8.16037.m1
OG0011273	Mcavernosa21773-RA	plut2.m8.167.m1
OG0011274	Mcavernosa26776-RA	plut2.m8.16022.m1
OG0011275	Mcavernosa26778-RA	plut2.m8.16029.m1
OG0011277	Mcavernosa26780-RA	jamg1.model.Sc0000053.212
OG0011278	Mcavernosa20255-RA	plut2.m8.10508.m1
OG0011279	Mcavernosa13998-RA	plut2.m8.18612.m1
OG0011280	Mcavernosa20269-RA	plut2.m8.32660.m1
OG0011282	Mcavernosa26665-RA	plut2.m8.14165.m1
OG0011283	Mcavernosa20351-RA	plut2.m8.22966.m1
OG0011285	Mcavernosa14303-RA	plut2.m8.4049.m1
OG0011286	Mcavernosa08902-RA	plut2.m8.6186.m1
OG0011287	Mcavernosa08903-RA	plut2.m8.6185.m1
OG0011289	Mcavernosa04290-RA	plut2.m8.25392.m1
OG0011289	Mcavernosa26888-RA	plut2.m8.4494.m1
OG0011293	Mcavernosa15529-RA	jamg1.model.Sc0000035.25
OG0011295	Mcavernosa03470-RA	plut2.m8.10829.m1
OG0011296	Mcavernosa03472-RA	plut2.m8.10826.m1
OG0011297	Mcavernosa03473-RA	plut2.m8.10832.m1
OG0011298	Mcavernosa16400-RA	plut2.m8.10839.m1
OG0011300	Mcavernosa22676-RA	plut2.m8.10517.m1
OG0011304	Mcavernosa19829-RA	plut2.m8.10527.m1
OG0011307	Mcavernosa01574-RA	plut2.m8.7702.m1
OG0011308	Mcavernosa07878-RA	plut2.m8.29812.m1
OG0011309	Mcavernosa14599-RA	jamg1.model.Sc0000098.95
OG0011310	Mcavernosa14602-RA	plut2.m8.8922.m1
OG0011311	Mcavernosa08845-RA	plut2.m8.3895.m1
OG0011312	Mcavernosa20601-RA	plut2.m8.1744.m1
OG0011313	Mcavernosa20606-RA	plut2.m8.1736.m1
OG0011315	Mcavernosa29857-RA	plut2.m8.5074.m1
OG0011316	Mcavernosa29852-RA	plut2.m8.5073.m1
OG0011318	Mcavernosa27318-RA	plut2.m8.6762.m1
OG0011319	Mcavernosa20594-RA	plut2.m8.1742.m1
OG0011320	Mcavernosa19362-RA	plut2.m8.18594.m1
OG0011321	Mcavernosa19365-RA	plut2.m8.18597.m1
OG0011322	Mcavernosa25258-RA	plut2.m8.7633.m1
OG0011323	Mcavernosa25259-RA	plut2.m8.7624.m1
OG0011324	Mcavernosa13831-RA	plut2.m8.27716.m1
OG0011325	Mcavernosa13830-RA	plut2.m8.27713.m1
OG0011326	Mcavernosa13832-RA	plut2.m8.27712.m1
OG0011328	Mcavernosa06103-RA	plut2.m8.1167.m1
OG0011329	Mcavernosa33925-RA	plut2.m8.4091.m1
OG0011330	Mcavernosa11020-RA	plut2.m8.5489.m1
OG0011331	Mcavernosa07184-RA	plut2.m8.10446.m1
OG0011332	Mcavernosa07186-RA	plut2.m8.10448.m1
OG0011333	Mcavernosa26831-RA	plut2.m8.14354.m1
OG0011334	Mcavernosa26822-RA	plut2.m8.14345.m1
OG0011335	Mcavernosa26830-RA	plut2.m8.14351.m1
OG0011336	Mcavernosa26828-RA	plut2.m8.14355.m1
OG0011337	Mcavernosa17590-RA	plut2.m8.3389.m1
OG0011338	Mcavernosa11493-RA	plut2.m8.14568.m1
OG0011339	Mcavernosa10411-RA	plut2.m8.17151.m1
OG0011340	Mcavernosa07710-RA	plut2.m8.10683.m1
OG0011341	Mcavernosa34946-RA	plut2.m8.10696.m1
OG0011342	Mcavernosa07719-RA, Mcavernosa07716-RA	plut2.m8.10695.m1
OG0011344	Mcavernosa13637-RA	plut2.m8.10084.m1
OG0011345	Mcavernosa13636-RA	plut2.m8.10095.m1
OG0011346	Mcavernosa13642-RA	plut2.m8.10087.m1
OG0011348	Mcavernosa13646-RA	plut2.m8.10076.m1
OG0011349	Mcavernosa13648-RA	plut2.m8.10072.m1
OG0011351	Mcavernosa19681-RA	plut2.m8.21102.m1
OG0011352	Mcavernosa26450-RA	plut2.m8.12985.m1
OG0011354	Mcavernosa13889-RA	plut2.m8.15379.m1
OG0011356	Mcavernosa15735-RA	plut2.m8.15382.m1
OG0011358	Mcavernosa27341-RA, Mcavernosa27345-RA	jamg1.model.xfSc0002710.1
OG0011359	Mcavernosa01607-RA	plut2.m8.15995.m1
OG0011360	Mcavernosa00825-RA	plut2.m8.7437.m1
OG0011361	Mcavernosa12342-RA	plut2.m8.8966.m1
OG0011362	Mcavernosa12348-RA	plut2.m8.8969.m1
OG0011363	Mcavernosa12355-RA	plut2.m8.8980.m1
OG0011365	Mcavernosa15439-RA	plut2.m8.3025.m1
OG0011366	Mcavernosa01079-RA	plut2.m8.10878.m1
OG0011367	Mcavernosa01077-RA	plut2.m8.21359.m1
OG0011368	Mcavernosa01081-RA	plut2.m8.10882.m1
OG0011370	Mcavernosa01089-RA	plut2.m8.10875.m1
OG0011371	Mcavernosa01090-RA	plut2.m8.10880.m1
OG0011372	Mcavernosa23215-RA	plut2.m8.1804.m1
OG0011373	Mcavernosa25444-RA	plut2.m8.22181.m1
OG0011374	Mcavernosa25446-RA	plut2.m8.22186.m1
OG0011375	Mcavernosa24455-RA	plut2.m8.348.m1
OG0011376	Mcavernosa24453-RA	plut2.m8.347.m1
OG0011379	Mcavernosa16805-RA	plut2.m8.4989.m1
OG0011380	Mcavernosa12940-RA	plut2.m8.15852.m1
OG0011382	Mcavernosa12935-RA	plut2.m8.15864.m1
OG0011383	Mcavernosa12936-RA	plut2.m8.15859.m1
OG0011384	Mcavernosa00806-RA	plut2.m8.7422.m1
OG0011385	Mcavernosa00807-RA	plut2.m8.7419.m1
OG0011386	Mcavernosa00809-RA	plut2.m8.7417.m1
OG0011387	Mcavernosa00836-RA	plut2.m8.7432.m1
OG0011388	Mcavernosa00834-RA	plut2.m8.7431.m1
OG0011389	Mcavernosa00833-RA	plut2.m8.7430.m1
OG0011390	Mcavernosa00810-RA	plut2.m8.7421.m1
OG0011391	Mcavernosa00811-RA	plut2.m8.7416.m1
OG0011392	Mcavernosa00817-RA	plut2.m8.7424.m1
OG0011393	Mcavernosa00529-RA	plut2.m8.29115.m1
OG0011395	Mcavernosa00535-RA	plut2.m8.29124.m1
OG0011396	Mcavernosa00536-RA	plut2.m8.29123.m1
OG0011397	Mcavernosa00540-RA	plut2.m8.29899.m1
OG0011398	Mcavernosa00548-RA	plut2.m8.22793.m1
OG0011401	Mcavernosa24908-RA	plut2.m8.9088.m1
OG0011402	Mcavernosa24907-RA	plut2.m8.9087.m1
OG0011403	Mcavernosa25936-RA	plut2.m8.17250.m1
OG0011404	Mcavernosa24894-RA	plut2.m8.9075.m1
OG0011405	Mcavernosa24897-RA	plut2.m8.9082.m1
OG0011406	Mcavernosa32098-RA	plut2.m8.15426.m1
OG0011408	Mcavernosa09849-RA	plut2.m8.5945.m1
OG0011409	Mcavernosa09848-RA	plut2.m8.5928.m1
OG0011410	Mcavernosa13199-RA	plut2.m8.19314.m1
OG0011411	Mcavernosa25036-RA	plut2.m8.32236.m1
OG0011415	Mcavernosa05957-RA	plut2.m8.9596.m1
OG0011416	Mcavernosa05959-RA	plut2.m8.9602.m1
OG0011417	Mcavernosa26197-RA	plut2.m8.9587.m1
OG0011418	Mcavernosa15801-RA	plut2.m8.26722.m1
OG0011419	Mcavernosa31101-RA	plut2.m8.12464.m1
OG0011420	Mcavernosa15257-RA	plut2.m8.26587.m1
OG0011421	Mcavernosa20148-RA	plut2.m8.23551.m1
OG0011422	Mcavernosa07469-RA	plut2.m8.11598.m1
OG0011423	Mcavernosa07478-RA	plut2.m8.11588.m1
OG0011424	Mcavernosa07470-RA	plut2.m8.11593.m1
OG0011425	Mcavernosa07471-RA	plut2.m8.11594.m1
OG0011426	Mcavernosa05857-RA	plut2.m8.15472.m1
OG0011427	Mcavernosa25637-RA	plut2.m8.19087.m1
OG0011428	Mcavernosa11438-RA	plut2.m8.19088.m1
OG0011429	Mcavernosa13601-RA, Mcavernosa13603-RA	plut2.m8.14336.m1
OG0011430	Mcavernosa00880-RA	plut2.m8.7478.m1
OG0011431	Mcavernosa18464-RA	plut2.m8.12828.m1
OG0011432	Mcavernosa18463-RA	plut2.m8.12827.m1
OG0011433	Mcavernosa18462-RA	plut2.m8.12822.m1
OG0011434	Mcavernosa18453-RA	plut2.m8.12834.m1
OG0011435	Mcavernosa18454-RA	plut2.m8.12839.m1
OG0011436	Mcavernosa01758-RA	plut2.m8.4453.m1
OG0011437	Mcavernosa23223-RA	plut2.m8.1808.m1
OG0011438	Mcavernosa13250-RA	plut2.m8.1799.m1
OG0011440	Mcavernosa13351-RA	plut2.m8.1404.m1
OG0011441	Mcavernosa29929-RA	plut2.m8.8752.m1
OG0011442	Mcavernosa21681-RA	plut2.m8.12018.m1
OG0011443	Mcavernosa21683-RA	plut2.m8.12019.m1
OG0011445	Mcavernosa14013-RA	plut2.m8.22731.m1
OG0011446	Mcavernosa14008-RA	plut2.m8.22727.m1
OG0011447	Mcavernosa14009-RA	plut2.m8.22738.m1
OG0011448	Mcavernosa14028-RA	plut2.m8.22722.m1
OG0011449	Mcavernosa14014-RA	plut2.m8.22729.m1
OG0011450	Mcavernosa16078-RA	plut2.m8.29169.m1
OG0011451	Mcavernosa16081-RA	plut2.m8.29172.m1
OG0011453	Mcavernosa24427-RA	plut2.m8.11414.m1
OG0011454	Mcavernosa01747-RA	plut2.m8.4459.m1
OG0011456	Mcavernosa20610-RA	plut2.m8.6407.m1
OG0011457	Mcavernosa20615-RA	plut2.m8.6422.m1
OG0011458	Mcavernosa28267-RA	plut2.m8.24448.m1
OG0011459	Mcavernosa23882-RA	plut2.m8.4321.m1
OG0011460	Mcavernosa23883-RA	plut2.m8.4322.m1
OG0011461	Mcavernosa10796-RA, Mcavernosa10794-RA	plut2.m8.4304.m1
OG0011462	Mcavernosa04252-RA	plut2.m8.14708.m1
OG0011463	Mcavernosa04249-RA	plut2.m8.14707.m1
OG0011466	Mcavernosa08235-RA	plut2.m8.4305.m1
OG0011467	Mcavernosa24537-RA	plut2.m8.7760.m1
OG0011468	Mcavernosa30556-RA	plut2.m8.7764.m1
OG0011470	Mcavernosa31167-RA	plut2.m8.5977.m1
OG0011471	Mcavernosa28041-RA	plut2.m8.14188.m1
OG0011473	Mcavernosa08876-RA	plut2.m8.19006.m1
OG0011475	Mcavernosa09074-RA	plut2.m8.6109.m1
OG0011476	Mcavernosa08561-RA	plut2.m8.8276.m1
OG0011477	Mcavernosa08562-RA	plut2.m8.8272.m1
OG0011478	Mcavernosa08563-RA	plut2.m8.8275.m1
OG0011479	Mcavernosa08603-RA	plut2.m8.23593.m1
OG0011481	Mcavernosa21823-RA	plut2.m8.8261.m1
OG0011482	Mcavernosa13725-RA	plut2.m8.5683.m1
OG0011485	Mcavernosa13707-RA	plut2.m8.22573.m1
OG0011486	Mcavernosa13713-RA	plut2.m8.22565.m1
OG0011487	Mcavernosa13709-RA	plut2.m8.22564.m1
OG0011488	Mcavernosa13710-RA	plut2.m8.22561.m1
OG0011490	Mcavernosa13708-RA	plut2.m8.22562.m1
OG0011491	Mcavernosa04548-RA	plut2.m8.25690.m1
OG0011492	Mcavernosa15707-RA	plut2.m8.29622.m1
OG0011494	Mcavernosa01181-RA	plut2.m8.10413.m1
OG0011495	Mcavernosa04810-RA	plut2.m8.27622.m1
OG0011496	Mcavernosa04827-RA	plut2.m8.27638.m1
OG0011498	Mcavernosa22580-RA	plut2.m8.5949.m1
OG0011499	Mcavernosa19598-RA	plut2.m8.6366.m1
OG0011500	Mcavernosa19597-RA	plut2.m8.6368.m1
OG0011501	Mcavernosa19594-RA	plut2.m8.6367.m1
OG0011502	Mcavernosa31427-RA	plut2.m8.943.m1
OG0011503	Mcavernosa00240-RA	plut2.m8.26497.m1
OG0011504	Mcavernosa13821-RA	plut2.m8.27732.m1
OG0011505	Mcavernosa13819-RA	plut2.m8.27730.m1
OG0011506	Mcavernosa13820-RA	plut2.m8.27727.m1
OG0011508	Mcavernosa13823-RA	plut2.m8.27717.m1
OG0011509	Mcavernosa08155-RA	plut2.m8.2168.m1
OG0011510	Mcavernosa08156-RA	plut2.m8.2169.m1
OG0011511	Mcavernosa08153-RA	plut2.m8.2170.m1
OG0011512	Mcavernosa08195-RA	plut2.m8.2214.m1
OG0011513	Mcavernosa08178-RA	plut2.m8.2192.m1
OG0011514	Mcavernosa08182-RA	plut2.m8.2200.m1
OG0011515	Mcavernosa08183-RA	plut2.m8.2199.m1
OG0011516	Mcavernosa08185-RA	plut2.m8.2198.m1
OG0011517	Mcavernosa08194-RA	plut2.m8.2218.m1
OG0011518	Mcavernosa04195-RA	jamg1.model.Sc0000005.156, jamg1.model.Sc0000005.157
OG0011519	Mcavernosa04179-RA	plut2.m8.917.m1
OG0011520	Mcavernosa00943-RA	plut2.m8.18677.m1
OG0011521	Mcavernosa00975-RA	plut2.m8.18658.m1
OG0011522	Mcavernosa00974-RA	plut2.m8.18655.m1
OG0011523	Mcavernosa29786-RA	plut2.m8.18673.m1
OG0011527	Mcavernosa00933-RA	plut2.m8.30613.m1
OG0011529	Mcavernosa25655-RA	plut2.m8.8495.m1
OG0011531	Mcavernosa28437-RA	plut2.m8.25222.m1
OG0011532	Mcavernosa18516-RA	plut2.m8.8203.m1
OG0011534	Mcavernosa18517-RA	plut2.m8.8206.m1
OG0011536	Mcavernosa22874-RA	plut2.m8.33048.m1
OG0011537	Mcavernosa11715-RA	plut2.m8.10249.m1
OG0011538	Mcavernosa11719-RA	plut2.m8.10248.m1
OG0011539	Mcavernosa10672-RA	plut2.m8.2683.m1
OG0011540	Mcavernosa26132-RA	plut2.m8.22650.m1
OG0011541	Mcavernosa32628-RA	plut2.m8.22648.m1
OG0011542	Mcavernosa26131-RA	plut2.m8.22657.m1
OG0011543	Mcavernosa19715-RA	plut2.m8.2678.m1
OG0011544	Mcavernosa10673-RA	plut2.m8.2687.m1
OG0011546	Mcavernosa19714-RA	plut2.m8.2674.m1
OG0011547	Mcavernosa33581-RA	plut2.m8.12698.m1
OG0011548	Mcavernosa16858-RA	plut2.m8.12699.m1
OG0011549	Mcavernosa16864-RA	plut2.m8.12707.m1
OG0011550	Mcavernosa34187-RA	plut2.m8.17413.m1
OG0011552	Mcavernosa03816-RA	plut2.m8.17402.m1
OG0011553	Mcavernosa03810-RA	plut2.m8.17411.m1
OG0011554	Mcavernosa01387-RA	plut2.m8.7102.m1
OG0011555	Mcavernosa09125-RA	plut2.m8.26.m1
