Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Montipora_capitata_HIv2.genes.pep
OG0010113	Pocillopora_acuta_HIv1_PredGene_g31790.t1	Montipora_capitata_PredGene_g38701.t1
OG0010115	Pocillopora_acuta_HIv1_PredGene_g32401.t1	Montipora_capitata_PredGene_g13108.t1
OG0010117	Pocillopora_acuta_HIv1_PredGene_g444.t1	Montipora_capitata_PredGene_g71349.t1
OG0010118	Pocillopora_acuta_HIv1_PredGene_g23821.t1	Montipora_capitata_PredGene_g8909.t1
OG0010122	Pocillopora_acuta_HIv1_PredGene_g13484.t1, Pocillopora_acuta_HIv1_PredGene_17702_t	Montipora_capitata_PredGene_g67630.t1
OG0010123	Pocillopora_acuta_HIv1_PredGene_g13482.t2, Pocillopora_acuta_HIv1_PredGene_g13482.t1	Montipora_capitata_PredGene_g67636.t1
OG0010125	Pocillopora_acuta_HIv1_PredGene_g12781.t1	Montipora_capitata_PredGene_g31924.t1
OG0010126	Pocillopora_acuta_HIv1_PredGene_g30134.t1	Montipora_capitata_PredGene_g14689.t1
OG0010127	Pocillopora_acuta_HIv1_PredGene_g26719.t1	Montipora_capitata_PredGene_adi2mcaRNA39331_R0.t1
OG0010128	Pocillopora_acuta_HIv1_PredGene_g26720.t1	Montipora_capitata_PredGene_g13504.t1
OG0010130	Pocillopora_acuta_HIv1_PredGene_g19997.t1	Montipora_capitata_PredGene_g25252.t1
OG0010131	Pocillopora_acuta_HIv1_PredGene_g19607.t1	Montipora_capitata_PredGene_g2055.t1
OG0010132	Pocillopora_acuta_HIv1_PredGene_g10937.t1	Montipora_capitata_PredGene_g61670.t1
OG0010133	Pocillopora_acuta_HIv1_PredGene_g10938.t1	Montipora_capitata_PredGene_g61671.t1
OG0010134	Pocillopora_acuta_HIv1_PredGene_g15459.t1	Montipora_capitata_PredGene_adi2mcaRNA10676_R0.t1
OG0010135	Pocillopora_acuta_HIv1_PredGene_g15464.t1	Montipora_capitata_PredGene_g6349.t1
OG0010136	Pocillopora_acuta_HIv1_PredGene_g5784.t1	Montipora_capitata_PredGene_g54907.t1
OG0010137	Pocillopora_acuta_HIv1_PredGene_g13232.t1	Montipora_capitata_PredGene_g60948.t1
OG0010138	Pocillopora_acuta_HIv1_PredGene_g22345.t1	Montipora_capitata_PredGene_g1496.t1
OG0010139	Pocillopora_acuta_HIv1_PredGene_g22343.t1	Montipora_capitata_PredGene_g1499.t1
OG0010140	Pocillopora_acuta_HIv1_PredGene_g22340.t1	Montipora_capitata_PredGene_g62007.t1
OG0010141	Pocillopora_acuta_HIv1_PredGene_g22339.t1	Montipora_capitata_PredGene_g62005.t1
OG0010142	Pocillopora_acuta_HIv1_PredGene_g22347.t1	Montipora_capitata_PredGene_g1493.t1
OG0010143	Pocillopora_acuta_HIv1_PredGene_g22350.t1	Montipora_capitata_PredGene_adi2mcaRNA8293_R0.t1
OG0010144	Pocillopora_acuta_HIv1_PredGene_g25610.t1, Pocillopora_acuta_HIv1_PredGene_7451_t	Montipora_capitata_PredGene_g44824.t1
OG0010146	Pocillopora_acuta_HIv1_PredGene_g24714.t1	Montipora_capitata_PredGene_g45967.t1
OG0010148	Pocillopora_acuta_HIv1_PredGene_g16798.t1	Montipora_capitata_PredGene_g58834.t1
OG0010149	Pocillopora_acuta_HIv1_PredGene_g16801.t1	Montipora_capitata_PredGene_g58835.t1
OG0010150	Pocillopora_acuta_HIv1_PredGene_g16795.t1	Montipora_capitata_PredGene_g58828.t1
OG0010151	Pocillopora_acuta_HIv1_PredGene_g16794.t1	Montipora_capitata_PredGene_g58827.t1
OG0010152	Pocillopora_acuta_HIv1_PredGene_g13024.t1	Montipora_capitata_PredGene_g5903.t1
OG0010153	Pocillopora_acuta_HIv1_PredGene_g3547.t1	Montipora_capitata_PredGene_g28938.t1
OG0010154	Pocillopora_acuta_HIv1_PredGene_g3572.t1	Montipora_capitata_PredGene_g28932.t1
OG0010155	Pocillopora_acuta_HIv1_PredGene_g524.t1	Montipora_capitata_PredGene_g27124.t1
OG0010156	Pocillopora_acuta_HIv1_PredGene_g521.t1	Montipora_capitata_PredGene_g27135.t1
OG0010158	Pocillopora_acuta_HIv1_PredGene_g1626.t1	Montipora_capitata_PredGene_g63776.t1
OG0010159	Pocillopora_acuta_HIv1_PredGene_g13424.t1	Montipora_capitata_PredGene_g35193.t1
OG0010160	Pocillopora_acuta_HIv1_PredGene_g2624.t1	Montipora_capitata_PredGene_g27336.t1
OG0010161	Pocillopora_acuta_HIv1_PredGene_g28302.t2, Pocillopora_acuta_HIv1_PredGene_g28302.t1	Montipora_capitata_PredGene_g27333.t1
OG0010163	Pocillopora_acuta_HIv1_PredGene_g22488.t1	Montipora_capitata_PredGene_g20053.t1
OG0010164	Pocillopora_acuta_HIv1_PredGene_21432_t	Montipora_capitata_PredGene_g20054.t1
OG0010165	Pocillopora_acuta_HIv1_PredGene_g22495.t1	Montipora_capitata_PredGene_adi2mcaRNA32178_R0.t1
OG0010166	Pocillopora_acuta_HIv1_PredGene_g22494.t1	Montipora_capitata_PredGene_g30094.t1
OG0010167	Pocillopora_acuta_HIv1_PredGene_g22501.t1	Montipora_capitata_PredGene_g30067.t1
OG0010168	Pocillopora_acuta_HIv1_PredGene_g22500.t1	Montipora_capitata_PredGene_g30087.t1
OG0010169	Pocillopora_acuta_HIv1_PredGene_g11264.t1	Montipora_capitata_PredGene_g44012.t1
OG0010170	Pocillopora_acuta_HIv1_PredGene_g11292.t1	Montipora_capitata_PredGene_adi2mcaRNA38900_R0.t1
OG0010171	Pocillopora_acuta_HIv1_PredGene_g11255.t1	Montipora_capitata_PredGene_g3667.t1
OG0010172	Pocillopora_acuta_HIv1_PredGene_g11280.t1	Montipora_capitata_PredGene_adi2mcaRNA23260_R0.t1
OG0010173	Pocillopora_acuta_HIv1_PredGene_g23196.t1, Pocillopora_acuta_HIv1_PredGene_g502.t1, Pocillopora_acuta_HIv1_PredGene_g27725.t1	Montipora_capitata_PredGene_adi2mcaRNA35781_R1.t1, Montipora_capitata_PredGene_g36211.t1
OG0010174	Pocillopora_acuta_HIv1_PredGene_g18509.t1	Montipora_capitata_PredGene_g65971.t1
OG0010175	Pocillopora_acuta_HIv1_PredGene_g22756.t1	Montipora_capitata_PredGene_g50419.t1
OG0010176	Pocillopora_acuta_HIv1_PredGene_g27459.t1	Montipora_capitata_PredGene_g23861.t1
OG0010177	Pocillopora_acuta_HIv1_PredGene_g16479.t1	Montipora_capitata_PredGene_adi2mcaRNA28539_R0.t1
OG0010178	Pocillopora_acuta_HIv1_PredGene_g7037.t1	Montipora_capitata_PredGene_adi2mcaRNA9577_R0.t1
OG0010179	Pocillopora_acuta_HIv1_PredGene_g7036.t1	Montipora_capitata_PredGene_adi2mcaRNA9576_R0.t1
OG0010180	Pocillopora_acuta_HIv1_PredGene_g3780.t1, Pocillopora_acuta_HIv1_PredGene_g24330.t1	Montipora_capitata_PredGene_g66921.t1
OG0010181	Pocillopora_acuta_HIv1_PredGene_g3774.t1	Montipora_capitata_PredGene_g66919.t1
OG0010182	Pocillopora_acuta_HIv1_PredGene_g14651.t1	Montipora_capitata_PredGene_g39275.t1
OG0010183	Pocillopora_acuta_HIv1_PredGene_g12061.t1	Montipora_capitata_PredGene_g32478.t1
OG0010184	Pocillopora_acuta_HIv1_PredGene_g12062.t1	Montipora_capitata_PredGene_g32477.t1
OG0010185	Pocillopora_acuta_HIv1_PredGene_g12058.t1	Montipora_capitata_PredGene_g32476.t1
OG0010186	Pocillopora_acuta_HIv1_PredGene_g12059.t1	Montipora_capitata_PredGene_g32480.t1
OG0010187	Pocillopora_acuta_HIv1_PredGene_g12060.t1	Montipora_capitata_PredGene_g32479.t1
OG0010188	Pocillopora_acuta_HIv1_PredGene_g11571.t1	Montipora_capitata_PredGene_g43786.t1
OG0010189	Pocillopora_acuta_HIv1_PredGene_g10552.t1	Montipora_capitata_PredGene_g12037.t1
OG0010190	Pocillopora_acuta_HIv1_PredGene_g10551.t1	Montipora_capitata_PredGene_g69878.t1
OG0010191	Pocillopora_acuta_HIv1_PredGene_g18516.t1	Montipora_capitata_PredGene_g55917.t1
OG0010193	Pocillopora_acuta_HIv1_PredGene_g10383.t1	Montipora_capitata_PredGene_g34810.t1
OG0010194	Pocillopora_acuta_HIv1_PredGene_g10377.t1	Montipora_capitata_PredGene_g34815.t1
OG0010195	Pocillopora_acuta_HIv1_PredGene_g10376.t1	Montipora_capitata_PredGene_g34817.t1
OG0010196	Pocillopora_acuta_HIv1_PredGene_g10381.t1	Montipora_capitata_PredGene_g34812.t1
OG0010197	Pocillopora_acuta_HIv1_PredGene_g28917.t1	Montipora_capitata_PredGene_g60037.t1
OG0010198	Pocillopora_acuta_HIv1_PredGene_g14684.t1	Montipora_capitata_PredGene_g41738.t1
OG0010199	Pocillopora_acuta_HIv1_PredGene_g17276.t1	Montipora_capitata_PredGene_g48106.t1
OG0010200	Pocillopora_acuta_HIv1_PredGene_g17274.t1	Montipora_capitata_PredGene_g48104.t1
OG0010201	Pocillopora_acuta_HIv1_PredGene_g1225.t1	Montipora_capitata_PredGene_g36050.t1
OG0010202	Pocillopora_acuta_HIv1_PredGene_g1219.t1	Montipora_capitata_PredGene_g36044.t1
OG0010203	Pocillopora_acuta_HIv1_PredGene_g23744.t1	Montipora_capitata_PredGene_adi2mcaRNA19271_R1.t1
OG0010204	Pocillopora_acuta_HIv1_PredGene_g8979.t1	Montipora_capitata_PredGene_adi2mcaRNA37235_R1.t1
OG0010205	Pocillopora_acuta_HIv1_PredGene_g8978.t1	Montipora_capitata_PredGene_g10736.t1
OG0010206	Pocillopora_acuta_HIv1_PredGene_g4465.t1	Montipora_capitata_PredGene_g33207.t1
OG0010207	Pocillopora_acuta_HIv1_PredGene_g10994.t1	Montipora_capitata_PredGene_g34383.t1
OG0010208	Pocillopora_acuta_HIv1_PredGene_g10993.t1	Montipora_capitata_PredGene_g34384.t1
OG0010209	Pocillopora_acuta_HIv1_PredGene_g10992.t1	Montipora_capitata_PredGene_adi2mcaRNA36621_R2.t1
OG0010210	Pocillopora_acuta_HIv1_PredGene_g30085.t1	Montipora_capitata_PredGene_g30422.t1
OG0010211	Pocillopora_acuta_HIv1_PredGene_g3736.t1	Montipora_capitata_PredGene_g35295.t1
OG0010212	Pocillopora_acuta_HIv1_PredGene_g3734.t1	Montipora_capitata_PredGene_g35297.t1
OG0010214	Pocillopora_acuta_HIv1_PredGene_g33555.t1	Montipora_capitata_PredGene_g58142.t1
OG0010215	Pocillopora_acuta_HIv1_PredGene_g33020.t1	Montipora_capitata_PredGene_g67848.t1
OG0010217	Pocillopora_acuta_HIv1_PredGene_g33018.t1	Montipora_capitata_PredGene_g67855.t1
OG0010218	Pocillopora_acuta_HIv1_PredGene_g33017.t1	Montipora_capitata_PredGene_g67856.t1
OG0010219	Pocillopora_acuta_HIv1_PredGene_g33556.t1	Montipora_capitata_PredGene_g58141.t1
OG0010220	Pocillopora_acuta_HIv1_PredGene_g1329.t1	Montipora_capitata_PredGene_g67842.t1
OG0010221	Pocillopora_acuta_HIv1_PredGene_g12316.t1	Montipora_capitata_PredGene_g68207.t1
OG0010222	Pocillopora_acuta_HIv1_PredGene_g12318.t1	Montipora_capitata_PredGene_g68205.t1
OG0010223	Pocillopora_acuta_HIv1_PredGene_g12313.t1	Montipora_capitata_PredGene_g18076.t1
OG0010224	Pocillopora_acuta_HIv1_PredGene_g1147.t1	Montipora_capitata_PredGene_g52608.t1
OG0010225	Pocillopora_acuta_HIv1_PredGene_g1146.t1	Montipora_capitata_PredGene_g52607.t1
OG0010226	Pocillopora_acuta_HIv1_PredGene_g3553.t1	Montipora_capitata_PredGene_g52612.t1
OG0010227	Pocillopora_acuta_HIv1_PredGene_g12888.t1	Montipora_capitata_PredGene_g58377.t1
OG0010229	Pocillopora_acuta_HIv1_PredGene_g16323.t1	Montipora_capitata_PredGene_adi2mcaRNA32866_R0.t1
OG0010230	Pocillopora_acuta_HIv1_PredGene_g16372.t1	Montipora_capitata_PredGene_g42431.t1
OG0010231	Pocillopora_acuta_HIv1_PredGene_g16287.t1	Montipora_capitata_PredGene_g42430.t1
OG0010232	Pocillopora_acuta_HIv1_PredGene_g16328.t1	Montipora_capitata_PredGene_g42436.t1
OG0010233	Pocillopora_acuta_HIv1_PredGene_g16329.t1	Montipora_capitata_PredGene_g42435.t1
OG0010234	Pocillopora_acuta_HIv1_PredGene_g16381.t1	Montipora_capitata_PredGene_g42434.t1
OG0010235	Pocillopora_acuta_HIv1_PredGene_g16327.t1	Montipora_capitata_PredGene_g42437.t1
OG0010236	Pocillopora_acuta_HIv1_PredGene_g16284.t1	Montipora_capitata_PredGene_g42428.t1
OG0010237	Pocillopora_acuta_HIv1_PredGene_g16279.t1	Montipora_capitata_PredGene_g42423.t1
OG0010238	Pocillopora_acuta_HIv1_PredGene_g33073.t1	Montipora_capitata_PredGene_g21894.t1
OG0010239	Pocillopora_acuta_HIv1_PredGene_g15206.t1	Montipora_capitata_PredGene_g43596.t1
OG0010240	Pocillopora_acuta_HIv1_PredGene_g15204.t1	Montipora_capitata_PredGene_g43601.t1
OG0010241	Pocillopora_acuta_HIv1_PredGene_g15205.t1	Montipora_capitata_PredGene_g5394.t1
OG0010242	Pocillopora_acuta_HIv1_PredGene_g15200.t1	Montipora_capitata_PredGene_g43602.t1
OG0010243	Pocillopora_acuta_HIv1_PredGene_g16497.t1	Montipora_capitata_PredGene_g4521.t1
OG0010244	Pocillopora_acuta_HIv1_PredGene_g17685.t1	Montipora_capitata_PredGene_g49548.t1
OG0010245	Pocillopora_acuta_HIv1_PredGene_g17683.t1	Montipora_capitata_PredGene_g49546.t1
OG0010246	Pocillopora_acuta_HIv1_PredGene_g21211.t1	Montipora_capitata_PredGene_g5422.t1
OG0010247	Pocillopora_acuta_HIv1_PredGene_20264_t	Montipora_capitata_PredGene_g70622.t1
OG0010248	Pocillopora_acuta_HIv1_PredGene_g15930.t1	Montipora_capitata_PredGene_g10110.t1
OG0010249	Pocillopora_acuta_HIv1_PredGene_g15928.t1	Montipora_capitata_PredGene_g56131.t1
OG0010250	Pocillopora_acuta_HIv1_PredGene_g15921.t1	Montipora_capitata_PredGene_g70624.t1
OG0010251	Pocillopora_acuta_HIv1_PredGene_g15920.t1	Montipora_capitata_PredGene_g70623.t1
OG0010252	Pocillopora_acuta_HIv1_PredGene_g448.t1	Montipora_capitata_PredGene_g52471.t1
OG0010253	Pocillopora_acuta_HIv1_PredGene_g447.t1	Montipora_capitata_PredGene_g71342.t1
OG0010255	Pocillopora_acuta_HIv1_PredGene_g22696.t1	Montipora_capitata_PredGene_g46397.t1
OG0010256	Pocillopora_acuta_HIv1_PredGene_g22697.t1	Montipora_capitata_PredGene_g15067.t1
OG0010257	Pocillopora_acuta_HIv1_PredGene_g22702.t1	Montipora_capitata_PredGene_g15071.t1
OG0010258	Pocillopora_acuta_HIv1_PredGene_g22703.t1	Montipora_capitata_PredGene_g14980.t1
OG0010259	Pocillopora_acuta_HIv1_PredGene_g22688.t1	Montipora_capitata_PredGene_g46373.t1
OG0010260	Pocillopora_acuta_HIv1_PredGene_g22693.t1	Montipora_capitata_PredGene_adi2mcaRNA11453_R0.t1
OG0010261	Pocillopora_acuta_HIv1_PredGene_g1046.t1	Montipora_capitata_PredGene_g53876.t1
OG0010262	Pocillopora_acuta_HIv1_PredGene_g24311.t1	Montipora_capitata_PredGene_g64625.t1
OG0010263	Pocillopora_acuta_HIv1_PredGene_g24312.t1	Montipora_capitata_PredGene_g28197.t1
OG0010265	Pocillopora_acuta_HIv1_PredGene_g13461.t1, Pocillopora_acuta_HIv1_PredGene_g6057.t1	Montipora_capitata_PredGene_g26832.t1
OG0010266	Pocillopora_acuta_HIv1_PredGene_g13476.t1	Montipora_capitata_PredGene_g26827.t1
OG0010267	Pocillopora_acuta_HIv1_PredGene_g30236.t1	Montipora_capitata_PredGene_g26869.t1
OG0010268	Pocillopora_acuta_HIv1_PredGene_g19006.t1	Montipora_capitata_PredGene_adi2mcaRNA3793_R0.t1
OG0010269	Pocillopora_acuta_HIv1_PredGene_g14995.t1	Montipora_capitata_PredGene_g21732.t1
OG0010270	Pocillopora_acuta_HIv1_PredGene_g24045.t1	Montipora_capitata_PredGene_g54030.t1
OG0010271	Pocillopora_acuta_HIv1_PredGene_g24046.t1	Montipora_capitata_PredGene_g54029.t1
OG0010272	Pocillopora_acuta_HIv1_PredGene_g26651.t1	Montipora_capitata_PredGene_g43845.t1
OG0010273	Pocillopora_acuta_HIv1_PredGene_g21556.t1	Montipora_capitata_PredGene_adi2mcaRNA33118_R0.t1
OG0010274	Pocillopora_acuta_HIv1_PredGene_g22383.t1, Pocillopora_acuta_HIv1_PredGene_18533_t	Montipora_capitata_PredGene_g3313.t1
OG0010275	Pocillopora_acuta_HIv1_PredGene_g22384.t1	Montipora_capitata_PredGene_g3314.t1
OG0010276	Pocillopora_acuta_HIv1_PredGene_g22385.t1	Montipora_capitata_PredGene_g3315.t1
OG0010277	Pocillopora_acuta_HIv1_PredGene_g19988.t1	Montipora_capitata_PredGene_g25244.t1
OG0010279	Pocillopora_acuta_HIv1_PredGene_g19992.t1	Montipora_capitata_PredGene_g25246.t1
OG0010280	Pocillopora_acuta_HIv1_PredGene_g2089.t1	Montipora_capitata_PredGene_g67780.t1
OG0010281	Pocillopora_acuta_HIv1_PredGene_g2081.t1	Montipora_capitata_PredGene_g67788.t1
OG0010282	Pocillopora_acuta_HIv1_PredGene_g10390.t1	Montipora_capitata_PredGene_g34805.t1
OG0010283	Pocillopora_acuta_HIv1_PredGene_g10391.t1	Montipora_capitata_PredGene_g34804.t1
OG0010284	Pocillopora_acuta_HIv1_PredGene_g4320.t1	Montipora_capitata_PredGene_g36731.t1
OG0010286	Pocillopora_acuta_HIv1_PredGene_g32806.t1	Montipora_capitata_PredGene_adi2mcaRNA10621_R0.t1
OG0010288	Pocillopora_acuta_HIv1_PredGene_g5654.t1	Montipora_capitata_PredGene_g30141.t1
OG0010289	Pocillopora_acuta_HIv1_PredGene_g5653.t1	Montipora_capitata_PredGene_g30143.t1
OG0010290	Pocillopora_acuta_HIv1_PredGene_g5662.t1	Montipora_capitata_PredGene_g58278.t1
OG0010291	Pocillopora_acuta_HIv1_PredGene_g5651.t1	Montipora_capitata_PredGene_g30147.t1
OG0010292	Pocillopora_acuta_HIv1_PredGene_g5650.t1	Montipora_capitata_PredGene_g30149.t1
OG0010293	Pocillopora_acuta_HIv1_PredGene_g5645.t1	Montipora_capitata_PredGene_adi2mcaRNA4698_R0.t1
OG0010295	Pocillopora_acuta_HIv1_PredGene_g14103.t1	Montipora_capitata_PredGene_g13043.t1
OG0010297	Pocillopora_acuta_HIv1_PredGene_g20663.t1	Montipora_capitata_PredGene_g55291.t1, Montipora_capitata_PredGene_g55305.t1
OG0010298	Pocillopora_acuta_HIv1_PredGene_g17295.t1	Montipora_capitata_PredGene_g27565.t1
OG0010299	Pocillopora_acuta_HIv1_PredGene_g27508.t1	Montipora_capitata_PredGene_adi2mcaRNA15067_R1.t1
OG0010302	Pocillopora_acuta_HIv1_PredGene_g27886.t1	Montipora_capitata_PredGene_g56201.t1
OG0010304	Pocillopora_acuta_HIv1_PredGene_g27885.t1, Pocillopora_acuta_HIv1_PredGene_13228_t	Montipora_capitata_PredGene_g56200.t1
OG0010305	Pocillopora_acuta_HIv1_PredGene_g32208.t1	Montipora_capitata_PredGene_g37763.t1, Montipora_capitata_PredGene_g3244.t1, Montipora_capitata_PredGene_g38245.t1
OG0010306	Pocillopora_acuta_HIv1_PredGene_g30524.t1	Montipora_capitata_PredGene_g66235.t1
OG0010307	Pocillopora_acuta_HIv1_PredGene_g23008.t1	Montipora_capitata_PredGene_adi2mcaRNA4060_R1.t1
OG0010308	Pocillopora_acuta_HIv1_PredGene_g13750.t1	Montipora_capitata_PredGene_g53465.t1
OG0010309	Pocillopora_acuta_HIv1_PredGene_g1946.t1	Montipora_capitata_PredGene_g63025.t1
OG0010310	Pocillopora_acuta_HIv1_PredGene_27924_t, Pocillopora_acuta_HIv1_PredGene_g32482.t1	Montipora_capitata_PredGene_adi2mcaRNA1389_R0.t1
OG0010311	Pocillopora_acuta_HIv1_PredGene_g16126.t1, Pocillopora_acuta_HIv1_PredGene_g10803.t1	Montipora_capitata_PredGene_g26625.t1
OG0010312	Pocillopora_acuta_HIv1_PredGene_g10072.t1	Montipora_capitata_PredGene_g25175.t1
OG0010313	Pocillopora_acuta_HIv1_PredGene_g10073.t1	Montipora_capitata_PredGene_adi2mcaRNA36646_R0.t1
OG0010314	Pocillopora_acuta_HIv1_PredGene_g2996.t1	Montipora_capitata_PredGene_g36481.t1
OG0010315	Pocillopora_acuta_HIv1_PredGene_g2995.t1	Montipora_capitata_PredGene_adi2mcaRNA20473_R0.t1
OG0010316	Pocillopora_acuta_HIv1_PredGene_g27929.t1	Montipora_capitata_PredGene_g64750.t1
OG0010317	Pocillopora_acuta_HIv1_PredGene_g20168.t1	Montipora_capitata_PredGene_g25636.t1
OG0010318	Pocillopora_acuta_HIv1_PredGene_g3856.t1	Montipora_capitata_PredGene_g25656.t1
OG0010319	Pocillopora_acuta_HIv1_PredGene_g31740.t1	Montipora_capitata_PredGene_g25631.t1
OG0010320	Pocillopora_acuta_HIv1_PredGene_g6211.t1	Montipora_capitata_PredGene_g25659.t1
OG0010321	Pocillopora_acuta_HIv1_PredGene_12163_t, Pocillopora_acuta_HIv1_PredGene_g30094.t1	Montipora_capitata_PredGene_g6736.t1
OG0010322	Pocillopora_acuta_HIv1_PredGene_g17591.t1	Montipora_capitata_PredGene_g43016.t1
OG0010323	Pocillopora_acuta_HIv1_PredGene_g3315.t1	Montipora_capitata_PredGene_g2107.t1
OG0010324	Pocillopora_acuta_HIv1_PredGene_g3318.t1	Montipora_capitata_PredGene_g2109.t1
OG0010325	Pocillopora_acuta_HIv1_PredGene_g8757.t1	Montipora_capitata_PredGene_g25684.t1
OG0010326	Pocillopora_acuta_HIv1_PredGene_g6217.t1	Montipora_capitata_PredGene_g25681.t1
OG0010327	Pocillopora_acuta_HIv1_PredGene_g3712.t1	Montipora_capitata_PredGene_g10415.t1
OG0010328	Pocillopora_acuta_HIv1_PredGene_g3715.t1	Montipora_capitata_PredGene_g35313.t1
OG0010329	Pocillopora_acuta_HIv1_PredGene_g27938.t1	Montipora_capitata_PredGene_g5234.t1
OG0010330	Pocillopora_acuta_HIv1_PredGene_g27937.t1	Montipora_capitata_PredGene_g5233.t1
OG0010331	Pocillopora_acuta_HIv1_PredGene_g27941.t1	Montipora_capitata_PredGene_g67867.t1
OG0010332	Pocillopora_acuta_HIv1_PredGene_g27940.t1	Montipora_capitata_PredGene_g67868.t1
OG0010333	Pocillopora_acuta_HIv1_PredGene_g31385.t1	Montipora_capitata_PredGene_g48117.t1
OG0010334	Pocillopora_acuta_HIv1_PredGene_g30557.t1	Montipora_capitata_PredGene_g22821.t1
OG0010335	Pocillopora_acuta_HIv1_PredGene_g17658.t1	Montipora_capitata_PredGene_g34892.t1
OG0010337	Pocillopora_acuta_HIv1_PredGene_g263.t1	Montipora_capitata_PredGene_g66623.t1
OG0010338	Pocillopora_acuta_HIv1_PredGene_g31745.t1	Montipora_capitata_PredGene_adi2mcaRNA33024_R0.t1
OG0010339	Pocillopora_acuta_HIv1_PredGene_g33306.t1	Montipora_capitata_PredGene_g49847.t1
OG0010340	Pocillopora_acuta_HIv1_PredGene_g33308.t1	Montipora_capitata_PredGene_g49846.t1
OG0010341	Pocillopora_acuta_HIv1_PredGene_g19202.t1	Montipora_capitata_PredGene_g1930.t1
OG0010342	Pocillopora_acuta_HIv1_PredGene_13604_t, Pocillopora_acuta_HIv1_PredGene_g19201.t1	Montipora_capitata_PredGene_adi2mcaRNA15384_R0.t1
OG0010343	Pocillopora_acuta_HIv1_PredGene_g19198.t1	Montipora_capitata_PredGene_g1926.t1
OG0010344	Pocillopora_acuta_HIv1_PredGene_g22144.t1	Montipora_capitata_PredGene_g48002.t1
OG0010345	Pocillopora_acuta_HIv1_PredGene_g22143.t1	Montipora_capitata_PredGene_g48003.t1
OG0010346	Pocillopora_acuta_HIv1_PredGene_g29665.t1	Montipora_capitata_PredGene_g25284.t1
OG0010347	Pocillopora_acuta_HIv1_PredGene_g29668.t1, Pocillopora_acuta_HIv1_PredGene_g17355.t1	Montipora_capitata_PredGene_g25277.t1
OG0010348	Pocillopora_acuta_HIv1_PredGene_g17353.t1, Pocillopora_acuta_HIv1_PredGene_g29670.t1	Montipora_capitata_PredGene_g25268.t1
OG0010349	Pocillopora_acuta_HIv1_PredGene_g21044.t1	Montipora_capitata_PredGene_g36066.t1
OG0010350	Pocillopora_acuta_HIv1_PredGene_g21045.t1	Montipora_capitata_PredGene_g33213.t1
OG0010351	Pocillopora_acuta_HIv1_PredGene_g21046.t1	Montipora_capitata_PredGene_g33214.t1
OG0010352	Pocillopora_acuta_HIv1_PredGene_g20922.t1	Montipora_capitata_PredGene_g29241.t1
OG0010353	Pocillopora_acuta_HIv1_PredGene_g20903.t1, Pocillopora_acuta_HIv1_PredGene_g20903.t2	Montipora_capitata_PredGene_g29223.t1
OG0010354	Pocillopora_acuta_HIv1_PredGene_g20912.t1	Montipora_capitata_PredGene_g29224.t1
OG0010355	Pocillopora_acuta_HIv1_PredGene_g20914.t1	Montipora_capitata_PredGene_g29228.t1
OG0010356	Pocillopora_acuta_HIv1_PredGene_g20920.t1	Montipora_capitata_PredGene_g29233.t1
OG0010357	Pocillopora_acuta_HIv1_PredGene_g20916.t1	Montipora_capitata_PredGene_g29230.t1
OG0010358	Pocillopora_acuta_HIv1_PredGene_g20934.t1	Montipora_capitata_PredGene_g29253.t1
OG0010359	Pocillopora_acuta_HIv1_PredGene_g20924.t1	Montipora_capitata_PredGene_g29244.t1
OG0010360	Pocillopora_acuta_HIv1_PredGene_g25507.t1	Montipora_capitata_PredGene_g28246.t1
OG0010361	Pocillopora_acuta_HIv1_PredGene_g1875.t1	Montipora_capitata_PredGene_g10824.t1
OG0010362	Pocillopora_acuta_HIv1_PredGene_g31823.t1	Montipora_capitata_PredGene_g17590.t1
OG0010363	Pocillopora_acuta_HIv1_PredGene_g31817.t1	Montipora_capitata_PredGene_g56790.t1
OG0010364	Pocillopora_acuta_HIv1_PredGene_g23010.t1	Montipora_capitata_PredGene_g246.t1
OG0010365	Pocillopora_acuta_HIv1_PredGene_g31825.t1	Montipora_capitata_PredGene_g243.t1
OG0010366	Pocillopora_acuta_HIv1_PredGene_26995_t	Montipora_capitata_PredGene_g30555.t1
OG0010367	Pocillopora_acuta_HIv1_PredGene_g20646.t1	Montipora_capitata_PredGene_g30577.t1
OG0010368	Pocillopora_acuta_HIv1_PredGene_g10502.t1	Montipora_capitata_PredGene_g8500.t1
OG0010369	Pocillopora_acuta_HIv1_PredGene_g10499.t1	Montipora_capitata_PredGene_g8494.t1
OG0010370	Pocillopora_acuta_HIv1_PredGene_g24716.t1	Montipora_capitata_PredGene_g35871.t1
OG0010371	Pocillopora_acuta_HIv1_PredGene_g18400.t1, Pocillopora_acuta_HIv1_PredGene_g16750.t1	Montipora_capitata_PredGene_g70150.t1
OG0010372	Pocillopora_acuta_HIv1_PredGene_g16769.t1	Montipora_capitata_PredGene_g5073.t1
OG0010373	Pocillopora_acuta_HIv1_PredGene_g16768.t1	Montipora_capitata_PredGene_g5072.t1
OG0010375	Pocillopora_acuta_HIv1_PredGene_g369.t1	Montipora_capitata_PredGene_g41666.t1
OG0010376	Pocillopora_acuta_HIv1_PredGene_g382.t1	Montipora_capitata_PredGene_g41663.t1
OG0010377	Pocillopora_acuta_HIv1_PredGene_g384.t1	Montipora_capitata_PredGene_g41661.t1
