Orthogroup	Montipora_capitata_HIv2.genes.pep	Mcavernosa.maker.proteins
OG0010755	Montipora_capitata_PredGene_g25247.t1	Mcavernosa19912-RA
OG0010757	Montipora_capitata_PredGene_g49618.t1	Mcavernosa19358-RA
OG0010758	Montipora_capitata_PredGene_g9019.t1	Mcavernosa31444-RA
OG0010759	Montipora_capitata_PredGene_g32195.t1	Mcavernosa20625-RA
OG0010760	Montipora_capitata_PredGene_g32198.t1	Mcavernosa20630-RA
OG0010761	Montipora_capitata_PredGene_g32196.t1	Mcavernosa20627-RA
OG0010762	Montipora_capitata_PredGene_g21326.t1	Mcavernosa18032-RA
OG0010763	Montipora_capitata_PredGene_g32184.t1	Mcavernosa20310-RA
OG0010764	Montipora_capitata_PredGene_g4394.t1	Mcavernosa15658-RA
OG0010765	Montipora_capitata_PredGene_g4392.t1	Mcavernosa15655-RA
OG0010766	Montipora_capitata_PredGene_g4393.t1	Mcavernosa15656-RA
OG0010767	Montipora_capitata_PredGene_g4390.t1	Mcavernosa15653-RA
OG0010768	Montipora_capitata_PredGene_g52478.t1	Mcavernosa19974-RA
OG0010769	Montipora_capitata_PredGene_g52497.t1	Mcavernosa19924-RA
OG0010770	Montipora_capitata_PredGene_adi2mcaRNA1155_R0.t1	Mcavernosa27158-RA
OG0010771	Montipora_capitata_PredGene_g31846.t1	Mcavernosa00258-RA
OG0010774	Montipora_capitata_PredGene_g17321.t1	Mcavernosa21968-RA
OG0010776	Montipora_capitata_PredGene_g27203.t1	Mcavernosa27739-RA
OG0010777	Montipora_capitata_PredGene_g7619.t1	Mcavernosa16639-RA
OG0010778	Montipora_capitata_PredGene_g48121.t1	Mcavernosa22867-RA
OG0010779	Montipora_capitata_PredGene_g48120.t1	Mcavernosa18143-RA
OG0010780	Montipora_capitata_PredGene_g48119.t1	Mcavernosa18142-RA
OG0010782	Montipora_capitata_PredGene_g34421.t1	Mcavernosa24608-RA
OG0010783	Montipora_capitata_PredGene_adi2mcaRNA8658_R0.t1	Mcavernosa02036-RA, Mcavernosa02031-RA
OG0010784	Montipora_capitata_PredGene_adi2mcaRNA8638_R0.t1	Mcavernosa02016-RA
OG0010785	Montipora_capitata_PredGene_g46959.t1	Mcavernosa02024-RA
OG0010786	Montipora_capitata_PredGene_g53783.t1	Mcavernosa19518-RA
OG0010787	Montipora_capitata_PredGene_g53778.t1	Mcavernosa19514-RA
OG0010788	Montipora_capitata_PredGene_g24989.t1	Mcavernosa17089-RA
OG0010789	Montipora_capitata_PredGene_g25018.t1	Mcavernosa17064-RA
OG0010790	Montipora_capitata_PredGene_g25016.t1	Mcavernosa17067-RA
OG0010791	Montipora_capitata_PredGene_g25017.t1	Mcavernosa17066-RA
OG0010792	Montipora_capitata_PredGene_g36888.t1	Mcavernosa06283-RA
OG0010793	Montipora_capitata_PredGene_g36887.t1	Mcavernosa06282-RA
OG0010794	Montipora_capitata_PredGene_adi2mcaRNA20178_R0.t1	Mcavernosa25183-RA
OG0010795	Montipora_capitata_PredGene_g23478.t1	Mcavernosa04894-RA
OG0010796	Montipora_capitata_PredGene_g23476.t1	Mcavernosa04895-RA
OG0010798	Montipora_capitata_PredGene_g6365.t1	Mcavernosa08708-RA
OG0010799	Montipora_capitata_PredGene_adi2mcaRNA368_R1.t1	Mcavernosa08697-RA
OG0010800	Montipora_capitata_PredGene_g6372.t1	Mcavernosa08698-RA
OG0010801	Montipora_capitata_PredGene_g6371.t1	Mcavernosa08700-RA
OG0010802	Montipora_capitata_PredGene_g6368.t1	Mcavernosa08704-RA
OG0010803	Montipora_capitata_PredGene_g6367.t1	Mcavernosa08705-RA
OG0010804	Montipora_capitata_PredGene_g6366.t1	Mcavernosa08706-RA
OG0010805	Montipora_capitata_PredGene_g57654.t1	Mcavernosa20727-RA
OG0010806	Montipora_capitata_PredGene_g57647.t1	Mcavernosa08728-RA
OG0010807	Montipora_capitata_PredGene_adi2mcaRNA10314_R0.t1	Mcavernosa08732-RA
OG0010808	Montipora_capitata_PredGene_g57632.t1	Mcavernosa20730-RA
OG0010809	Montipora_capitata_PredGene_g57630.t1	Mcavernosa20728-RA
OG0010810	Montipora_capitata_PredGene_g57631.t1	Mcavernosa20729-RA
OG0010811	Montipora_capitata_PredGene_adi2mcaRNA10307_R0.t1	Mcavernosa20734-RA
OG0010812	Montipora_capitata_PredGene_g61119.t1	Mcavernosa23237-RA
OG0010813	Montipora_capitata_PredGene_g61131.t1	Mcavernosa27702-RA, Mcavernosa27698-RA
OG0010814	Montipora_capitata_PredGene_g40903.t1	Mcavernosa08083-RA
OG0010815	Montipora_capitata_PredGene_g39417.t1	Mcavernosa10407-RA
OG0010818	Montipora_capitata_PredGene_g25409.t1	Mcavernosa06551-RA
OG0010820	Montipora_capitata_PredGene_adi2mcaRNA22029_R0.t1	Mcavernosa06805-RA, Mcavernosa06806-RA
OG0010821	Montipora_capitata_PredGene_g30206.t1	Mcavernosa29882-RA
OG0010822	Montipora_capitata_PredGene_g30203.t1	Mcavernosa29879-RA
OG0010823	Montipora_capitata_PredGene_g30204.t1	Mcavernosa29880-RA
OG0010824	Montipora_capitata_PredGene_g61989.t1	Mcavernosa01208-RA
OG0010825	Montipora_capitata_PredGene_g61988.t1	Mcavernosa01205-RA
OG0010827	Montipora_capitata_PredGene_g30190.t1	Mcavernosa01166-RA
OG0010828	Montipora_capitata_PredGene_g16302.t1	Mcavernosa01186-RA
OG0010829	Montipora_capitata_PredGene_g16305.t1	Mcavernosa01185-RA
OG0010830	Montipora_capitata_PredGene_g30209.t1	Mcavernosa01179-RA
OG0010831	Montipora_capitata_PredGene_g16301.t1	Mcavernosa01188-RA
OG0010832	Montipora_capitata_PredGene_adi2mcaRNA8809_R0.t1	Mcavernosa06482-RA
OG0010833	Montipora_capitata_PredGene_g33790.t1	Mcavernosa06483-RA
OG0010834	Montipora_capitata_PredGene_g33794.t1	Mcavernosa06481-RA
OG0010835	Montipora_capitata_PredGene_g29885.t1	Mcavernosa27377-RA
OG0010836	Montipora_capitata_PredGene_g29880.t1	Mcavernosa27379-RA
OG0010837	Montipora_capitata_PredGene_g24640.t1	Mcavernosa11155-RA
OG0010837	Montipora_capitata_PredGene_g24662.t1	Mcavernosa33332-RA
OG0010839	Montipora_capitata_PredGene_g18168.t1	Mcavernosa15321-RA
OG0010840	Montipora_capitata_PredGene_g18171.t1	Mcavernosa15319-RA
OG0010841	Montipora_capitata_PredGene_g4651.t1	Mcavernosa15309-RA
OG0010842	Montipora_capitata_PredGene_g4654.t1	Mcavernosa15312-RA
OG0010843	Montipora_capitata_PredGene_g4655.t1	Mcavernosa15316-RA
OG0010845	Montipora_capitata_PredGene_g45528.t1	Mcavernosa07386-RA
OG0010846	Montipora_capitata_PredGene_g27015.t1, Montipora_capitata_PredGene_g45527.t1	Mcavernosa07385-RA
OG0010847	Montipora_capitata_PredGene_g45526.t1	Mcavernosa07381-RA
OG0010848	Montipora_capitata_PredGene_adi2mcaRNA11289_R1.t1	Mcavernosa07379-RA
OG0010849	Montipora_capitata_PredGene_g45521.t1	Mcavernosa07378-RA
OG0010852	Montipora_capitata_PredGene_g43511.t1	Mcavernosa12397-RA
OG0010854	Montipora_capitata_PredGene_g43515.t1	Mcavernosa12399-RA
OG0010855	Montipora_capitata_PredGene_g66621.t1	Mcavernosa28090-RA
OG0010856	Montipora_capitata_PredGene_g66619.t1	Mcavernosa31351-RA
OG0010857	Montipora_capitata_PredGene_g32290.t1	Mcavernosa09371-RA
OG0010858	Montipora_capitata_PredGene_g32291.t1	Mcavernosa09375-RA
OG0010859	Montipora_capitata_PredGene_g32296.t1	Mcavernosa13899-RA
OG0010860	Montipora_capitata_PredGene_g32300.t1	Mcavernosa13908-RA
OG0010861	Montipora_capitata_PredGene_g32301.t1	Mcavernosa13911-RA
OG0010862	Montipora_capitata_PredGene_g40781.t1	Mcavernosa23359-RA
OG0010863	Montipora_capitata_PredGene_g49612.t1	Mcavernosa19355-RA
OG0010865	Montipora_capitata_PredGene_g2192.t1	Mcavernosa11768-RA
OG0010866	Montipora_capitata_PredGene_g51367.t1	Mcavernosa11765-RA
OG0010867	Montipora_capitata_PredGene_g58624.t1	Mcavernosa28117-RA
OG0010868	Montipora_capitata_PredGene_adi2mcaRNA22212_R0.t1	Mcavernosa28107-RA
OG0010870	Montipora_capitata_PredGene_g30032.t1	Mcavernosa28113-RA
OG0010871	Montipora_capitata_PredGene_g26312.t1	Mcavernosa02652-RA
OG0010873	Montipora_capitata_PredGene_g26335.t1	Mcavernosa17403-RA
OG0010874	Montipora_capitata_PredGene_g38616.t1	Mcavernosa08576-RA
OG0010875	Montipora_capitata_PredGene_g38604.t1	Mcavernosa20087-RA
OG0010876	Montipora_capitata_PredGene_adi2mcaRNA2746_R4.t1	Mcavernosa30534-RA
OG0010877	Montipora_capitata_PredGene_adi2mcaRNA2018_R0.t1	Mcavernosa08574-RA
OG0010878	Montipora_capitata_PredGene_g26350.t1	Mcavernosa23821-RA
OG0010879	Montipora_capitata_PredGene_g40411.t1	Mcavernosa16156-RA
OG0010880	Montipora_capitata_PredGene_g38593.t1	Mcavernosa16151-RA
OG0010881	Montipora_capitata_PredGene_g38592.t1	Mcavernosa16152-RA
OG0010882	Montipora_capitata_PredGene_adi2mcaRNA1989_R1.t1	Mcavernosa20086-RA
OG0010883	Montipora_capitata_PredGene_g26346.t1	Mcavernosa23827-RA
OG0010887	Montipora_capitata_PredGene_g33191.t1	Mcavernosa05277-RA
OG0010888	Montipora_capitata_PredGene_adi2mcaRNA5767_R0.t1	Mcavernosa05273-RA
OG0010889	Montipora_capitata_PredGene_g33188.t1	Mcavernosa05272-RA
OG0010891	Montipora_capitata_PredGene_g57676.t1	Mcavernosa26509-RA
OG0010892	Montipora_capitata_PredGene_adi2mcaRNA17028_R0.t1	Mcavernosa26507-RA
OG0010893	Montipora_capitata_PredGene_g15333.t1	Mcavernosa26514-RA
OG0010894	Montipora_capitata_PredGene_g37484.t1	Mcavernosa05312-RA
OG0010895	Montipora_capitata_PredGene_g63881.t1	Mcavernosa30780-RA
OG0010896	Montipora_capitata_PredGene_g48643.t1	Mcavernosa25307-RA
OG0010897	Montipora_capitata_PredGene_g55195.t1	Mcavernosa23829-RA
OG0010898	Montipora_capitata_PredGene_g55196.t1	Mcavernosa22401-RA
OG0010903	Montipora_capitata_PredGene_adi2mcaRNA29576_R0.t1	Mcavernosa30465-RA
OG0010905	Montipora_capitata_PredGene_g16969.t1	Mcavernosa06254-RA
OG0010906	Montipora_capitata_PredGene_g25804.t1	Mcavernosa22799-RA
OG0010907	Montipora_capitata_PredGene_g52297.t1, Montipora_capitata_PredGene_g31204.t1	Mcavernosa31519-RA
OG0010909	Montipora_capitata_PredGene_g69135.t1	Mcavernosa08042-RA
OG0010910	Montipora_capitata_PredGene_g6543.t1	Mcavernosa24179-RA
OG0010911	Montipora_capitata_PredGene_g69130.t1	Mcavernosa34944-RA
OG0010912	Montipora_capitata_PredGene_g13078.t1	Mcavernosa30615-RA
OG0010913	Montipora_capitata_PredGene_g25505.t1	Mcavernosa04516-RA
OG0010914	Montipora_capitata_PredGene_g25502.t1	Mcavernosa04518-RA
OG0010915	Montipora_capitata_PredGene_g25496.t1	Mcavernosa04523-RA
OG0010916	Montipora_capitata_PredGene_g25481.t1	Mcavernosa08966-RA
OG0010917	Montipora_capitata_PredGene_g25546.t1	Mcavernosa09928-RA
OG0010918	Montipora_capitata_PredGene_g25543.t1	Mcavernosa09931-RA
OG0010920	Montipora_capitata_PredGene_g25443.t1	Mcavernosa08979-RA
OG0010921	Montipora_capitata_PredGene_g25493.t1	Mcavernosa04527-RA
OG0010922	Montipora_capitata_PredGene_g51731.t1	Mcavernosa31367-RA
OG0010923	Montipora_capitata_PredGene_g34434.t1	Mcavernosa24601-RA
OG0010924	Montipora_capitata_PredGene_g49263.t1	Mcavernosa01377-RA
OG0010925	Montipora_capitata_PredGene_g5039.t1	Mcavernosa12705-RA
OG0010926	Montipora_capitata_PredGene_g5038.t1	Mcavernosa12703-RA
OG0010927	Montipora_capitata_PredGene_g20213.t1	Mcavernosa12698-RA
OG0010928	Montipora_capitata_PredGene_g6318.t1	Mcavernosa22643-RA
OG0010929	Montipora_capitata_PredGene_g46351.t1	Mcavernosa23628-RA
OG0010930	Montipora_capitata_PredGene_g65428.t1	Mcavernosa18528-RA
OG0010931	Montipora_capitata_PredGene_g34871.t1	Mcavernosa24581-RA, Mcavernosa05167-RA
OG0010933	Montipora_capitata_PredGene_g32281.t1	Mcavernosa09363-RA
OG0010934	Montipora_capitata_PredGene_g47023.t1	Mcavernosa03725-RA
OG0010939	Montipora_capitata_PredGene_g15439.t1	Mcavernosa18043-RA
OG0010940	Montipora_capitata_PredGene_g15441.t1	Mcavernosa13447-RA
OG0010941	Montipora_capitata_PredGene_g15438.t1	Mcavernosa18044-RA
OG0010942	Montipora_capitata_PredGene_adi2mcaRNA30500_R0.t1	Mcavernosa18045-RA
OG0010943	Montipora_capitata_PredGene_g5202.t1	Mcavernosa18053-RA
OG0010944	Montipora_capitata_PredGene_g5206.t1	Mcavernosa18050-RA
OG0010945	Montipora_capitata_PredGene_g71333.t1	Mcavernosa22140-RA
OG0010946	Montipora_capitata_PredGene_g71334.t1	Mcavernosa22141-RA
OG0010949	Montipora_capitata_PredGene_g22269.t1	Mcavernosa18736-RA
OG0010951	Montipora_capitata_PredGene_g22273.t1	Mcavernosa18727-RA
OG0010952	Montipora_capitata_PredGene_g22271.t1	Mcavernosa18733-RA
OG0010953	Montipora_capitata_PredGene_g22270.t1	Mcavernosa18735-RA
OG0010954	Montipora_capitata_PredGene_g58379.t1	Mcavernosa18861-RA
OG0010955	Montipora_capitata_PredGene_g15581.t1	Mcavernosa30999-RA
OG0010956	Montipora_capitata_PredGene_g54919.t1	Mcavernosa14234-RA
OG0010957	Montipora_capitata_PredGene_g8983.t1	Mcavernosa08035-RA
OG0010958	Montipora_capitata_PredGene_g35490.t1	Mcavernosa08019-RA
OG0010959	Montipora_capitata_PredGene_g5286.t1	Mcavernosa08025-RA
OG0010960	Montipora_capitata_PredGene_g201.t1	Mcavernosa22234-RA
OG0010961	Montipora_capitata_PredGene_g2835.t1	Mcavernosa02682-RA
OG0010962	Montipora_capitata_PredGene_g55163.t1	Mcavernosa21282-RA
OG0010963	Montipora_capitata_PredGene_g55164.t1	Mcavernosa02687-RA
OG0010965	Montipora_capitata_PredGene_g55166.t1	Mcavernosa02684-RA
OG0010968	Montipora_capitata_PredGene_adi2mcaRNA32047_R0.t1	Mcavernosa13131-RA
OG0010969	Montipora_capitata_PredGene_g5573.t1	Mcavernosa16918-RA
OG0010970	Montipora_capitata_PredGene_g60647.t1	Mcavernosa16910-RA
OG0010971	Montipora_capitata_PredGene_adi2mcaRNA39334_R0.t1	Mcavernosa27507-RA
OG0010972	Montipora_capitata_PredGene_g7738.t1	Mcavernosa16889-RA
OG0010975	Montipora_capitata_PredGene_g24047.t1	Mcavernosa15784-RA
OG0010978	Montipora_capitata_PredGene_g3094.t1	Mcavernosa14659-RA
OG0010980	Montipora_capitata_PredGene_g36739.t1	Mcavernosa20146-RA
OG0010981	Montipora_capitata_PredGene_g45325.t1	Mcavernosa03766-RA
OG0010982	Montipora_capitata_PredGene_g45329.t1	Mcavernosa03761-RA
OG0010983	Montipora_capitata_PredGene_g45328.t1	Mcavernosa03762-RA
OG0010984	Montipora_capitata_PredGene_g45333.t1	Mcavernosa03756-RA
OG0010985	Montipora_capitata_PredGene_g45332.t1	Mcavernosa03757-RA
OG0010986	Montipora_capitata_PredGene_g45330.t1	Mcavernosa03760-RA
OG0010987	Montipora_capitata_PredGene_g41646.t1	Mcavernosa09616-RA
OG0010988	Montipora_capitata_PredGene_g41642.t1	Mcavernosa09619-RA
OG0010991	Montipora_capitata_PredGene_g7556.t1	Mcavernosa29252-RA
OG0010992	Montipora_capitata_PredGene_g41065.t1	Mcavernosa13478-RA
OG0010993	Montipora_capitata_PredGene_g27866.t1	Mcavernosa23647-RA
OG0010994	Montipora_capitata_PredGene_g27865.t1	Mcavernosa23646-RA
OG0010997	Montipora_capitata_PredGene_g61758.t1	Mcavernosa22118-RA
OG0010998	Montipora_capitata_PredGene_g61754.t1	Mcavernosa22108-RA
OG0010999	Montipora_capitata_PredGene_g32981.t1	Mcavernosa08688-RA
OG0011000	Montipora_capitata_PredGene_g32975.t1	Mcavernosa08678-RA
OG0011001	Montipora_capitata_PredGene_g32962.t1	Mcavernosa24067-RA
OG0011005	Montipora_capitata_PredGene_g53533.t1	Mcavernosa07865-RA
OG0011006	Montipora_capitata_PredGene_g53523.t1	Mcavernosa24026-RA
OG0011007	Montipora_capitata_PredGene_g53522.t1	Mcavernosa07868-RA
OG0011009	Montipora_capitata_PredGene_g60356.t1	Mcavernosa25167-RA
OG0011010	Montipora_capitata_PredGene_g60357.t1	Mcavernosa25166-RA
OG0011011	Montipora_capitata_PredGene_adi2mcaRNA398_R1.t1	Mcavernosa25165-RA
OG0011012	Montipora_capitata_PredGene_g60351.t1	Mcavernosa25172-RA
OG0011013	Montipora_capitata_PredGene_g60352.t1	Mcavernosa25170-RA
OG0011014	Montipora_capitata_PredGene_g53500.t1	Mcavernosa03625-RA, Mcavernosa07861-RA
OG0011015	Montipora_capitata_PredGene_g24965.t1	Mcavernosa07858-RA
OG0011017	Montipora_capitata_PredGene_g60347.t1	Mcavernosa25176-RA
OG0011018	Montipora_capitata_PredGene_g60349.t1	Mcavernosa25174-RA
OG0011019	Montipora_capitata_PredGene_g24909.t1	Mcavernosa11781-RA
OG0011020	Montipora_capitata_PredGene_adi2mcaRNA13008_R0.t1	Mcavernosa07874-RA
OG0011021	Montipora_capitata_PredGene_g53518.t1	Mcavernosa07872-RA
OG0011022	Montipora_capitata_PredGene_g16579.t1	Mcavernosa30298-RA
OG0011024	Montipora_capitata_PredGene_g6667.t1	Mcavernosa31624-RA
OG0011025	Montipora_capitata_PredGene_g35142.t1	Mcavernosa31615-RA
OG0011026	Montipora_capitata_PredGene_g6676.t1	Mcavernosa31616-RA
OG0011028	Montipora_capitata_PredGene_g35126.t1	Mcavernosa31606-RA
OG0011029	Montipora_capitata_PredGene_adi2mcaRNA11645_R0.t1	Mcavernosa27917-RA
OG0011031	Montipora_capitata_PredGene_g31437.t1	Mcavernosa05335-RA
OG0011032	Montipora_capitata_PredGene_g25485.t1	Mcavernosa08964-RA
OG0011033	Montipora_capitata_PredGene_g25489.t1	Mcavernosa08962-RA
OG0011034	Montipora_capitata_PredGene_g46331.t1	Mcavernosa23258-RA
OG0011035	Montipora_capitata_PredGene_g46330.t1	Mcavernosa23257-RA
OG0011036	Montipora_capitata_PredGene_g35033.t1	Mcavernosa28017-RA
OG0011037	Montipora_capitata_PredGene_g35035.t1	Mcavernosa28015-RA
OG0011040	Montipora_capitata_PredGene_g60929.t1	Mcavernosa27347-RA
OG0011041	Montipora_capitata_PredGene_g67622.t1	Mcavernosa22808-RA
OG0011042	Montipora_capitata_PredGene_adi2mcaRNA32466_R1.t1	Mcavernosa22812-RA
OG0011043	Montipora_capitata_PredGene_adi2mcaRNA23004_R0.t1	Mcavernosa16437-RA
OG0011044	Montipora_capitata_PredGene_g53945.t1	Mcavernosa16433-RA
OG0011045	Montipora_capitata_PredGene_g53952.t1	Mcavernosa16418-RA
OG0011046	Montipora_capitata_PredGene_g53949.t1	Mcavernosa16424-RA
OG0011047	Montipora_capitata_PredGene_g53960.t1	Mcavernosa16415-RA
OG0011048	Montipora_capitata_PredGene_adi2mcaRNA23059_R0.t1	Mcavernosa16416-RA
OG0011049	Montipora_capitata_PredGene_g9557.t1	Mcavernosa16430-RA
OG0011051	Montipora_capitata_PredGene_g63389.t1	Mcavernosa02416-RA
OG0011052	Montipora_capitata_PredGene_g35470.t1	Mcavernosa07918-RA
OG0011054	Montipora_capitata_PredGene_g29323.t1	Mcavernosa00006-RA
OG0011055	Montipora_capitata_PredGene_g29322.t1	Mcavernosa00004-RA
OG0011058	Montipora_capitata_PredGene_adi2mcaRNA6487_R1.t1	Mcavernosa19600-RA
OG0011060	Montipora_capitata_PredGene_g39616.t1	Mcavernosa26424-RA
OG0011061	Montipora_capitata_PredGene_adi2mcaRNA25656_R0.t1	Mcavernosa06965-RA
OG0011062	Montipora_capitata_PredGene_g48100.t1	Mcavernosa24023-RA
OG0011063	Montipora_capitata_PredGene_g35125.t1	Mcavernosa27941-RA
OG0011066	Montipora_capitata_PredGene_g32330.t1	Mcavernosa17273-RA
OG0011069	Montipora_capitata_PredGene_g67242.t1	Mcavernosa31883-RA
OG0011070	Montipora_capitata_PredGene_g49596.t1	Mcavernosa19337-RA
OG0011071	Montipora_capitata_PredGene_g49601.t1	Mcavernosa19338-RA
OG0011072	Montipora_capitata_PredGene_g40036.t1	Mcavernosa22859-RA, Mcavernosa22850-RA
OG0011073	Montipora_capitata_PredGene_g40038.t1	Mcavernosa22854-RA
OG0011074	Montipora_capitata_PredGene_g47492.t1	Mcavernosa08160-RA
OG0011076	Montipora_capitata_PredGene_g10472.t1	Mcavernosa20339-RA
OG0011077	Montipora_capitata_PredGene_g1324.t1	Mcavernosa09033-RA
OG0011078	Montipora_capitata_PredGene_g70213.t1	Mcavernosa09483-RA
OG0011080	Montipora_capitata_PredGene_g9265.t1	Mcavernosa04557-RA
OG0011082	Montipora_capitata_PredGene_g67506.t1	Mcavernosa10968-RA
OG0011085	Montipora_capitata_PredGene_adi2mcaRNA12375_R0.t1	Mcavernosa09164-RA
OG0011086	Montipora_capitata_PredGene_g47575.t1	Mcavernosa09170-RA
OG0011087	Montipora_capitata_PredGene_g47574.t1	Mcavernosa09171-RA
OG0011088	Montipora_capitata_PredGene_g47566.t1	Mcavernosa30056-RA
OG0011089	Montipora_capitata_PredGene_g47567.t1	Mcavernosa09173-RA
OG0011091	Montipora_capitata_PredGene_g32748.t1	Mcavernosa31950-RA
OG0011092	Montipora_capitata_PredGene_g32747.t1	Mcavernosa31951-RA
OG0011093	Montipora_capitata_PredGene_g32754.t1	Mcavernosa31942-RA, Mcavernosa31944-RA
OG0011094	Montipora_capitata_PredGene_g46886.t1	Mcavernosa12826-RA
OG0011097	Montipora_capitata_PredGene_adi2mcaRNA20544_R0.t1	Mcavernosa19390-RA
OG0011100	Montipora_capitata_PredGene_g19734.t1	Mcavernosa25163-RA
OG0011101	Montipora_capitata_PredGene_g8637.t1	Mcavernosa25162-RA
OG0011102	Montipora_capitata_PredGene_g43297.t1	Mcavernosa01926-RA
OG0011103	Montipora_capitata_PredGene_g43296.t1	Mcavernosa01924-RA
OG0011104	Montipora_capitata_PredGene_g43299.t1	Mcavernosa23871-RA
OG0011105	Montipora_capitata_PredGene_g43298.t1	Mcavernosa23870-RA
OG0011106	Montipora_capitata_PredGene_g29261.t1	Mcavernosa02971-RA
OG0011107	Montipora_capitata_PredGene_g29262.t1	Mcavernosa02970-RA
OG0011108	Montipora_capitata_PredGene_g29257.t1	Mcavernosa02976-RA
OG0011109	Montipora_capitata_PredGene_g29274.t1	Mcavernosa02965-RA
OG0011110	Montipora_capitata_PredGene_g29273.t1	Mcavernosa02964-RA
OG0011111	Montipora_capitata_PredGene_g29268.t1	Mcavernosa02913-RA
OG0011112	Montipora_capitata_PredGene_g29272.t1	Mcavernosa02962-RA
OG0011113	Montipora_capitata_PredGene_g29269.t1	Mcavernosa02914-RA
OG0011114	Montipora_capitata_PredGene_g26476.t1	Mcavernosa17560-RA
OG0011115	Montipora_capitata_PredGene_g47600.t1, Montipora_capitata_PredGene_g41979.t1	Mcavernosa22970-RA
OG0011116	Montipora_capitata_PredGene_g26475.t1	Mcavernosa17562-RA
OG0011117	Montipora_capitata_PredGene_g26474.t1	Mcavernosa17564-RA
OG0011118	Montipora_capitata_PredGene_g26473.t1	Mcavernosa17565-RA
OG0011120	Montipora_capitata_PredGene_g15291.t1	Mcavernosa18385-RA
OG0011122	Montipora_capitata_PredGene_adi2mcaRNA869_R0.t1	Mcavernosa05549-RA
OG0011123	Montipora_capitata_PredGene_g43415.t1	Mcavernosa28431-RA
OG0011124	Montipora_capitata_PredGene_g43418.t1	Mcavernosa28430-RA
OG0011125	Montipora_capitata_PredGene_g43395.t1	Mcavernosa02383-RA
OG0011126	Montipora_capitata_PredGene_g43393.t1	Mcavernosa02384-RA
OG0011128	Montipora_capitata_PredGene_g43399.t1	Mcavernosa02374-RA
OG0011130	Montipora_capitata_PredGene_g43436.t1	Mcavernosa05529-RA
OG0011132	Montipora_capitata_PredGene_adi2mcaRNA889_R0.t1	Mcavernosa02390-RA
OG0011133	Montipora_capitata_PredGene_g65813.t1	Mcavernosa02389-RA
OG0011134	Montipora_capitata_PredGene_g40449.t1	Mcavernosa31703-RA
OG0011136	Montipora_capitata_PredGene_adi2mcaRNA4287_R0.t1	Mcavernosa20524-RA
OG0011137	Montipora_capitata_PredGene_g59740.t1	Mcavernosa24793-RA, Mcavernosa33134-RA
OG0011139	Montipora_capitata_PredGene_g35869.t1	Mcavernosa12777-RA
OG0011141	Montipora_capitata_PredGene_g70878.t1	Mcavernosa14690-RA
OG0011142	Montipora_capitata_PredGene_g18123.t1	Mcavernosa14765-RA
OG0011144	Montipora_capitata_PredGene_g32186.t1	Mcavernosa20308-RA
OG0011145	Montipora_capitata_PredGene_g17451.t1	Mcavernosa08583-RA
OG0011146	Montipora_capitata_PredGene_g65319.t1	Mcavernosa29629-RA
OG0011147	Montipora_capitata_PredGene_adi2mcaRNA32348_R0.t1	Mcavernosa29628-RA
OG0011149	Montipora_capitata_PredGene_g26564.t1	Mcavernosa20736-RA
OG0011150	Montipora_capitata_PredGene_g26563.t1	Mcavernosa20735-RA
OG0011153	Montipora_capitata_PredGene_adi2mcaRNA11905_R0.t1	Mcavernosa22430-RA
OG0011154	Montipora_capitata_PredGene_g39934.t1	Mcavernosa22431-RA
OG0011155	Montipora_capitata_PredGene_g39935.t1	Mcavernosa26047-RA
OG0011156	Montipora_capitata_PredGene_g55490.t1	Mcavernosa31277-RA
OG0011158	Montipora_capitata_PredGene_g363.t1	Mcavernosa00375-RA
OG0011159	Montipora_capitata_PredGene_g380.t1	Mcavernosa00391-RA
OG0011161	Montipora_capitata_PredGene_g374.t1	Mcavernosa00385-RA
OG0011162	Montipora_capitata_PredGene_g366.t1	Mcavernosa00382-RA
OG0011163	Montipora_capitata_PredGene_g365.t1	Mcavernosa00381-RA
OG0011164	Montipora_capitata_PredGene_g17447.t1	Mcavernosa19696-RA
OG0011165	Montipora_capitata_PredGene_g35192.t1	Mcavernosa13537-RA
OG0011166	Montipora_capitata_PredGene_g35185.t1	Mcavernosa13531-RA
OG0011167	Montipora_capitata_PredGene_g35191.t1	Mcavernosa13536-RA
OG0011169	Montipora_capitata_PredGene_g33182.t1	Mcavernosa05266-RA
OG0011170	Montipora_capitata_PredGene_adi2mcaRNA27218_R0.t1	Mcavernosa00137-RA
OG0011171	Montipora_capitata_PredGene_g64486.t1	Mcavernosa00136-RA
OG0011172	Montipora_capitata_PredGene_g64482.t1	Mcavernosa14420-RA
OG0011174	Montipora_capitata_PredGene_g64492.t1	Mcavernosa00130-RA
OG0011175	Montipora_capitata_PredGene_g64487.t1	Mcavernosa00135-RA
OG0011176	Montipora_capitata_PredGene_g64488.t1	Mcavernosa00134-RA
OG0011178	Montipora_capitata_PredGene_g56110.t1	Mcavernosa00954-RA
OG0011179	Montipora_capitata_PredGene_g23045.t1	Mcavernosa07087-RA
OG0011181	Montipora_capitata_PredGene_g3043.t1	Mcavernosa14147-RA
OG0011182	Montipora_capitata_PredGene_g31727.t1	Mcavernosa03941-RA
OG0011183	Montipora_capitata_PredGene_g31726.t1	Mcavernosa03940-RA
OG0011184	Montipora_capitata_PredGene_g31721.t1	Mcavernosa03931-RA
