Orthogroup	Montipora_capitata_HIv2.genes.pep	GCF_002042975.1_ofav_dov_v1_protein
OG0013718	Montipora_capitata_PredGene_g59994.t1	XP_020627186.1
OG0013719	Montipora_capitata_PredGene_g59995.t1	XP_020627185.1
OG0013720	Montipora_capitata_PredGene_g59997.t1	XP_020627267.1
OG0013721	Montipora_capitata_PredGene_g60153.t1	XP_020623998.1
OG0013722	Montipora_capitata_PredGene_g60154.t1	XP_020623960.1
OG0013723	Montipora_capitata_PredGene_g56208.t1	XP_020614319.1
OG0013724	Montipora_capitata_PredGene_g56211.t1	XP_020614324.1
OG0013725	Montipora_capitata_PredGene_g56207.t1	XP_020614107.1
OG0013726	Montipora_capitata_PredGene_g56204.t1	XP_020614333.1
OG0013728	Montipora_capitata_PredGene_g58752.t1	XP_020603608.1
OG0013729	Montipora_capitata_PredGene_g35181.t1	XP_020605956.1
OG0013730	Montipora_capitata_PredGene_g53995.t1	XP_020606751.1
OG0013731	Montipora_capitata_PredGene_g36060.t1	XP_020618895.1
OG0013732	Montipora_capitata_PredGene_g36059.t1	XP_020618825.1
OG0013733	Montipora_capitata_PredGene_adi2mcaRNA13588_R0.t1	XP_020613108.1
OG0013734	Montipora_capitata_PredGene_adi2mcaRNA28813_R0.t1	XP_020600422.1
OG0013736	Montipora_capitata_PredGene_adi2mcaRNA10397_R0.t1	XP_020600892.1
OG0013738	Montipora_capitata_PredGene_g44613.t1	XP_020601189.1, XP_020613084.1
OG0013739	Montipora_capitata_PredGene_g71563.t1	XP_020601207.1, XP_020601205.1
OG0013740	Montipora_capitata_PredGene_g67254.t1	XP_020601206.1, XP_020601213.1
OG0013743	Montipora_capitata_PredGene_g67284.t1	XP_020601546.1
OG0013745	Montipora_capitata_PredGene_g23912.t1	XP_020601985.1, XP_020601984.1
OG0013746	Montipora_capitata_PredGene_g24024.t1	XP_020602180.1
OG0013747	Montipora_capitata_PredGene_adi2mcaRNA19121_R0.t1	XP_020602362.1, XP_020602361.1
OG0013748	Montipora_capitata_PredGene_adi2mcaRNA10369_R0.t1	XP_020602399.1, XP_020602398.1
OG0013749	Montipora_capitata_PredGene_g6749.t1	XP_020602825.1
OG0013750	Montipora_capitata_PredGene_g6758.t1	XP_020602903.1
OG0013752	Montipora_capitata_PredGene_g23860.t1	XP_020603045.1
OG0013754	Montipora_capitata_PredGene_g62606.t1	XP_020603196.1
OG0013756	Montipora_capitata_PredGene_g35014.t1	XP_020603520.1, XP_020603519.1
OG0013758	Montipora_capitata_PredGene_g53564.t1	XP_020604029.1
OG0013760	Montipora_capitata_PredGene_g34800.t1	XP_020604128.1, XP_020604258.1
OG0013761	Montipora_capitata_PredGene_g5047.t1	XP_020604132.1
OG0013763	Montipora_capitata_PredGene_g11110.t1	XP_020604255.1, XP_020604254.1
OG0013766	Montipora_capitata_PredGene_adi2mcaRNA40351_R1.t1	XP_020604417.1
OG0013768	Montipora_capitata_PredGene_g64245.t1	XP_020604678.1
OG0013770	Montipora_capitata_PredGene_g7714.t1	XP_020604727.1, XP_020604726.1
OG0013771	Montipora_capitata_PredGene_g64247.t1	XP_020604887.1, XP_020604907.1
OG0013773	Montipora_capitata_PredGene_adi2mcaRNA3109_R0.t1	XP_020605152.1
OG0013774	Montipora_capitata_PredGene_g57324.t1	XP_020605333.1, XP_020605334.1
OG0013778	Montipora_capitata_PredGene_g24982.t1	XP_020605794.1
OG0013783	Montipora_capitata_PredGene_g20733.t1	XP_020606087.1
OG0013783	Montipora_capitata_PredGene_g20585.t1	XP_020606089.1
OG0013784	Montipora_capitata_PredGene_g62805.t1, Montipora_capitata_PredGene_g10733.t1	XP_020606219.1
OG0013785	Montipora_capitata_PredGene_g18777.t1	XP_020606291.1
OG0013786	Montipora_capitata_PredGene_g43831.t1	XP_020606299.1, XP_020606300.1
OG0013787	Montipora_capitata_PredGene_g48524.t1	XP_020606325.1
OG0013788	Montipora_capitata_PredGene_g2234.t1	XP_020606378.1
OG0013789	Montipora_capitata_PredGene_g29134.t1	XP_020606383.1
OG0013790	Montipora_capitata_PredGene_g71132.t1	XP_020606495.1
OG0013791	Montipora_capitata_PredGene_g26238.t1	XP_020606538.1, XP_020606539.1
OG0013795	Montipora_capitata_PredGene_g45320.t1	XP_020606816.1, XP_020606815.1
OG0013796	Montipora_capitata_PredGene_g34979.t1	XP_020606826.1
OG0013797	Montipora_capitata_PredGene_g34978.t1	XP_020606830.1
OG0013798	Montipora_capitata_PredGene_g37376.t1	XP_020606882.1
OG0013801	Montipora_capitata_PredGene_g32694.t1	XP_020607000.1
OG0013803	Montipora_capitata_PredGene_g4700.t1	XP_020607082.1, XP_020607074.1, XP_020607076.1
OG0013806	Montipora_capitata_PredGene_g38023.t1	XP_020607151.1, XP_020621725.1
OG0013809	Montipora_capitata_PredGene_g64411.t1	XP_020607674.1
OG0013810	Montipora_capitata_PredGene_adi2mcaRNA10296_R0.t1	XP_020607704.1
OG0013811	Montipora_capitata_PredGene_g57620.t1	XP_020607706.1
OG0013812	Montipora_capitata_PredGene_g57621.t1	XP_020607708.1
OG0013814	Montipora_capitata_PredGene_g41852.t1, Montipora_capitata_PredGene_g61833.t1	XP_020607749.1
OG0013815	Montipora_capitata_PredGene_g21103.t1	XP_020608016.1, XP_020608000.1
OG0013816	Montipora_capitata_PredGene_g12648.t1, Montipora_capitata_PredGene_g16877.t1, Montipora_capitata_PredGene_g2361.t1, Montipora_capitata_PredGene_g10556.t1, Montipora_capitata_PredGene_g13680.t1	XP_020608023.1
OG0013818	Montipora_capitata_PredGene_g61288.t1, Montipora_capitata_PredGene_g55675.t1, Montipora_capitata_PredGene_g55493.t1, Montipora_capitata_PredGene_g55674.t1, Montipora_capitata_PredGene_g40046.t1	XP_020608199.1
OG0013820	Montipora_capitata_PredGene_g39433.t1	XP_020608345.1
OG0013822	Montipora_capitata_PredGene_adi2mcaRNA37780_R0.t1	XP_020608962.1
OG0013823	Montipora_capitata_PredGene_g64703.t1	XP_020608966.1
OG0013824	Montipora_capitata_PredGene_g63789.t1	XP_020608987.1
OG0013825	Montipora_capitata_PredGene_adi2mcaRNA29491_R0.t1	XP_020609112.1, XP_020608991.1
OG0013826	Montipora_capitata_PredGene_g19519.t1	XP_020630855.1
OG0013827	Montipora_capitata_PredGene_g71203.t1	XP_020609221.1
OG0013829	Montipora_capitata_PredGene_g62634.t1	XP_020609569.1, XP_020609567.1
OG0013830	Montipora_capitata_PredGene_g12344.t1	XP_020609587.1
OG0013833	Montipora_capitata_PredGene_g46635.t1	XP_020609784.1, XP_020609783.1
OG0013835	Montipora_capitata_PredGene_g26569.t1	XP_020610083.1
OG0013836	Montipora_capitata_PredGene_g31219.t1	XP_020610216.1
OG0013838	Montipora_capitata_PredGene_g66958.t1	XP_020610283.1
OG0013840	Montipora_capitata_PredGene_g8717.t1, Montipora_capitata_PredGene_g13282.t1, Montipora_capitata_PredGene_g10887.t1	XP_020610318.1
OG0013844	Montipora_capitata_PredGene_g47585.t1	XP_020610540.1
OG0013845	Montipora_capitata_PredGene_g37027.t1	XP_020610587.1, XP_020610586.1
OG0013846	Montipora_capitata_PredGene_g8038.t1, Montipora_capitata_PredGene_g45476.t1, Montipora_capitata_PredGene_g16061.t1	XP_020610598.1
OG0013848	Montipora_capitata_PredGene_adi2mcaRNA13120_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA13120_R1.t1, Montipora_capitata_PredGene_adi2mcaRNA13120_R0.t1	XP_020610861.1
OG0013850	Montipora_capitata_PredGene_g56752.t1	XP_020610934.1, XP_020610940.1
OG0013851	Montipora_capitata_PredGene_g32226.t1	XP_020610967.1, XP_020610943.1
OG0013852	Montipora_capitata_PredGene_g50274.t1, Montipora_capitata_PredGene_g45832.t1, Montipora_capitata_PredGene_g18148.t1	XP_020616388.1, XP_020616389.1, XP_020611005.1
OG0013854	Montipora_capitata_PredGene_g29903.t1	XP_020611321.1
OG0013855	Montipora_capitata_PredGene_g69515.t1	XP_020611504.1
OG0013856	Montipora_capitata_PredGene_g56251.t1	XP_020611658.1
OG0013857	Montipora_capitata_PredGene_g28343.t1	XP_020611733.1, XP_020611732.1
OG0013858	Montipora_capitata_PredGene_g3080.t1	XP_020611752.1, XP_020611751.1
OG0013860	Montipora_capitata_PredGene_g32329.t1	XP_020611870.1
OG0013861	Montipora_capitata_PredGene_g41162.t1	XP_020611950.1
OG0013862	Montipora_capitata_PredGene_g48595.t1, Montipora_capitata_PredGene_g48603.t1	XP_020612013.1
OG0013864	Montipora_capitata_PredGene_g2209.t1	XP_020612417.1
OG0013865	Montipora_capitata_PredGene_g11963.t1	XP_020612435.1
OG0013866	Montipora_capitata_PredGene_g24223.t1	XP_020612517.1
OG0013868	Montipora_capitata_PredGene_g19635.t1	XP_020612670.1
OG0013869	Montipora_capitata_PredGene_g40331.t1	XP_020612688.1, XP_020612690.1
OG0013870	Montipora_capitata_PredGene_g71048.t1	XP_020612724.1
OG0013871	Montipora_capitata_PredGene_adi2mcaRNA6157_R0.t1	XP_020612992.1
OG0013872	Montipora_capitata_PredGene_g36901.t1, Montipora_capitata_PredGene_g18095.t1	XP_020613063.1
OG0013873	Montipora_capitata_PredGene_g44623.t1	XP_020613083.1, XP_020613082.1, XP_020613097.1, XP_020613098.1
OG0013876	Montipora_capitata_PredGene_g56262.t1	XP_020613924.1, XP_020613560.1
OG0013880	Montipora_capitata_PredGene_g22443.t1	XP_020613985.1
OG0013881	Montipora_capitata_PredGene_g57581.t1	XP_020614010.1
OG0013882	Montipora_capitata_PredGene_adi2mcaRNA35598_R3.t1, Montipora_capitata_PredGene_adi2mcaRNA35598_R6.t1, Montipora_capitata_PredGene_adi2mcaRNA35598_R9.t1, Montipora_capitata_PredGene_g22739.t1	XP_020614043.1, XP_020620272.1
OG0013884	Montipora_capitata_PredGene_g40308.t1	XP_020614121.1
OG0013886	Montipora_capitata_PredGene_g29391.t1	XP_020614335.1, XP_020614336.1
OG0013888	Montipora_capitata_PredGene_g11631.t1	XP_020614416.1
OG0013889	Montipora_capitata_PredGene_g51364.t1	XP_020614463.1
OG0013890	Montipora_capitata_PredGene_g38228.t1	XP_020614472.1, XP_020614471.1
OG0013891	Montipora_capitata_PredGene_g19549.t1	XP_020614537.1
OG0013892	Montipora_capitata_PredGene_g21496.t1	XP_020614636.1
OG0013895	Montipora_capitata_PredGene_g3087.t1	XP_020614773.1
OG0013896	Montipora_capitata_PredGene_g34653.t1	XP_020615068.1
OG0013897	Montipora_capitata_PredGene_g70048.t1	XP_020618065.1, XP_020615123.1, XP_020615091.1
OG0013898	Montipora_capitata_PredGene_g34002.t1	XP_020615146.1
OG0013899	Montipora_capitata_PredGene_g12945.t1	XP_020615329.1, XP_020615330.1
OG0013901	Montipora_capitata_PredGene_g32830.t1	XP_020615386.1
OG0013902	Montipora_capitata_PredGene_g19684.t1	XP_020615474.1
OG0013905	Montipora_capitata_PredGene_g48768.t1	XP_020615836.1, XP_020615839.1
OG0013908	Montipora_capitata_PredGene_g66560.t1	XP_020616270.1, XP_020616269.1
OG0013909	Montipora_capitata_PredGene_g20699.t1	XP_020616308.1
OG0013910	Montipora_capitata_PredGene_g61674.t1	XP_020616406.1
OG0013911	Montipora_capitata_PredGene_g3036.t1, Montipora_capitata_PredGene_g33662.t1	XP_020616481.1
OG0013912	Montipora_capitata_PredGene_adi2mcaRNA37952_R1.t1	XP_020616484.1, XP_020616485.1
OG0013915	Montipora_capitata_PredGene_g12403.t1	XP_020616772.1
OG0013916	Montipora_capitata_PredGene_g32199.t1	XP_020616816.1
OG0013917	Montipora_capitata_PredGene_g21183.t1	XP_020616819.1, XP_020616818.1
OG0013919	Montipora_capitata_PredGene_g43270.t1	XP_020616935.1, XP_020616936.1
OG0013920	Montipora_capitata_PredGene_g57764.t1, Montipora_capitata_PredGene_g57767.t1	XP_020616991.1, XP_020616992.1
OG0013922	Montipora_capitata_PredGene_g21095.t1	XP_020617368.1, XP_020617351.1, XP_020617343.1
OG0013923	Montipora_capitata_PredGene_g68358.t1	XP_020617366.1
OG0013924	Montipora_capitata_PredGene_g46706.t1	XP_020617736.1, XP_020617729.1
OG0013925	Montipora_capitata_PredGene_g25777.t1	XP_020622159.1, XP_020617744.1, XP_020622160.1, XP_020617742.1, XP_020617743.1
OG0013928	Montipora_capitata_PredGene_g36105.t1	XP_020618037.1
OG0013929	Montipora_capitata_PredGene_g36101.t1	XP_020618040.1, XP_020618041.1
OG0013930	Montipora_capitata_PredGene_g11294.t1, Montipora_capitata_PredGene_g41312.t1, Montipora_capitata_PredGene_adi2mcaRNA38427_R2.t1, Montipora_capitata_PredGene_g41311.t1	XP_020618092.1
OG0013931	Montipora_capitata_PredGene_g66188.t1	XP_020618180.1
OG0013932	Montipora_capitata_PredGene_g66174.t1	XP_020618358.1
OG0013933	Montipora_capitata_PredGene_adi2mcaRNA15974_R0.t1	XP_020618372.1, XP_020618364.1
OG0013934	Montipora_capitata_PredGene_g21669.t1	XP_020618391.1
OG0013935	Montipora_capitata_PredGene_g36783.t1	XP_020618481.1
OG0013936	Montipora_capitata_PredGene_g48262.t1	XP_020618526.1
OG0013937	Montipora_capitata_PredGene_g32529.t1, Montipora_capitata_PredGene_g32518.t1, Montipora_capitata_PredGene_g39903.t1	XP_020618562.1, XP_020618561.1
OG0013939	Montipora_capitata_PredGene_g48263.t1	XP_020618582.1, XP_020618610.1
OG0013940	Montipora_capitata_PredGene_g48264.t1	XP_020618601.1, XP_020618593.1
OG0013942	Montipora_capitata_PredGene_g23792.t1	XP_020618709.1
OG0013943	Montipora_capitata_PredGene_g23191.t1	XP_020618804.1
OG0013944	Montipora_capitata_PredGene_g36020.t1	XP_020618846.1
OG0013945	Montipora_capitata_PredGene_g23131.t1	XP_020618910.1
OG0013946	Montipora_capitata_PredGene_g4652.t1	XP_020618952.1, XP_020618951.1
OG0013948	Montipora_capitata_PredGene_adi2mcaRNA12254_R0.t1	XP_020619089.1, XP_020619088.1
OG0013949	Montipora_capitata_PredGene_g60451.t1	XP_020619157.1
OG0013950	Montipora_capitata_PredGene_adi2mcaRNA5786_R2.t1	XP_020619431.1, XP_020619429.1, XP_020619432.1, XP_020631175.1, XP_020619451.1
OG0013951	Montipora_capitata_PredGene_g45535.t1	XP_020619475.1, XP_020619483.1
OG0013952	Montipora_capitata_PredGene_g6445.t1	XP_020619492.1
OG0013953	Montipora_capitata_PredGene_g6444.t1	XP_020619496.1, XP_020619495.1
OG0013954	Montipora_capitata_PredGene_g12910.t1, Montipora_capitata_PredGene_g51301.t1, Montipora_capitata_PredGene_g6104.t1	XP_020619594.1, XP_020619595.1
OG0013955	Montipora_capitata_PredGene_g50922.t1	XP_020619641.1, XP_020619645.1
OG0013957	Montipora_capitata_PredGene_g55809.t1, Montipora_capitata_PredGene_g55819.t1, Montipora_capitata_PredGene_g55818.t1, Montipora_capitata_PredGene_g55814.t1, Montipora_capitata_PredGene_g55824.t1	XP_020619688.1
OG0013959	Montipora_capitata_PredGene_g766.t1	XP_020620139.1
OG0013961	Montipora_capitata_PredGene_g52046.t1	XP_020620216.1, XP_020620233.1
OG0013962	Montipora_capitata_PredGene_g16613.t1	XP_020620249.1
OG0013963	Montipora_capitata_PredGene_g30047.t1	XP_020620440.1
OG0013966	Montipora_capitata_PredGene_g14886.t1	XP_020620966.1, XP_020620946.1
OG0013967	Montipora_capitata_PredGene_g43513.t1	XP_020621093.1, XP_020621094.1, XP_020621050.1
OG0013968	Montipora_capitata_PredGene_g46443.t1	XP_020621114.1, XP_020621132.1
OG0013969	Montipora_capitata_PredGene_g52615.t1, Montipora_capitata_PredGene_g16055.t1, Montipora_capitata_PredGene_g13828.t1	XP_020621502.1
OG0013970	Montipora_capitata_PredGene_g9214.t1, Montipora_capitata_PredGene_g17774.t1	XP_020621503.1
OG0013972	Montipora_capitata_PredGene_g29644.t1	XP_020621649.1
OG0013975	Montipora_capitata_PredGene_g41796.t1	XP_020622311.1
OG0013978	Montipora_capitata_PredGene_g51628.t1	XP_020622734.1
OG0013980	Montipora_capitata_PredGene_g52735.t1	XP_020622783.1, XP_020622782.1
OG0013981	Montipora_capitata_PredGene_adi2mcaRNA14014_R0.t1	XP_020622869.1
OG0013982	Montipora_capitata_PredGene_g32059.t1	XP_020622908.1
OG0013983	Montipora_capitata_PredGene_g62078.t1	XP_020622928.1
OG0013985	Montipora_capitata_PredGene_g29212.t1	XP_020623139.1
OG0013988	Montipora_capitata_PredGene_g15573.t1	XP_020623279.1, XP_020623280.1
OG0013989	Montipora_capitata_PredGene_g13838.t1, Montipora_capitata_PredGene_adi2mcaRNA26696_R6.t1	XP_020623331.1
OG0013990	Montipora_capitata_PredGene_g59737.t1	XP_020623366.1, XP_020623365.1, XP_020623364.1
OG0013991	Montipora_capitata_PredGene_g6671.t1	XP_020623422.1, XP_020623644.1
OG0013992	Montipora_capitata_PredGene_g6672.t1	XP_020623645.1, XP_020623646.1
OG0013993	Montipora_capitata_PredGene_g4252.t1	XP_020623684.1
OG0013994	Montipora_capitata_PredGene_g45218.t1	XP_020623814.1, XP_020623815.1
OG0013995	Montipora_capitata_PredGene_g70327.t1	XP_020623952.1
OG0013997	Montipora_capitata_PredGene_g61226.t1, Montipora_capitata_PredGene_g42161.t1, Montipora_capitata_PredGene_g14413.t1, Montipora_capitata_PredGene_g63734.t1	XP_020624109.1
OG0013998	Montipora_capitata_PredGene_g67792.t1	XP_020624246.1, XP_020624247.1
OG0013999	Montipora_capitata_PredGene_g52437.t1, Montipora_capitata_PredGene_g26265.t1	XP_020624252.1
OG0014000	Montipora_capitata_PredGene_g61829.t1, Montipora_capitata_PredGene_g43355.t1	XP_020624255.1
OG0014001	Montipora_capitata_PredGene_g67931.t1	XP_020624289.1
OG0014002	Montipora_capitata_PredGene_adi2mcaRNA23368_R0.t1	XP_020624503.1, XP_020624486.1
OG0014005	Montipora_capitata_PredGene_g27846.t1, Montipora_capitata_PredGene_g27852.t1	XP_020624667.1
OG0014006	Montipora_capitata_PredGene_g48195.t1	XP_020632582.1
OG0014006	Montipora_capitata_PredGene_g48196.t1	XP_020624695.1
OG0014008	Montipora_capitata_PredGene_g23048.t1	XP_020624816.1, XP_020624826.1
OG0014009	Montipora_capitata_PredGene_g24248.t1, Montipora_capitata_PredGene_g40769.t1	XP_020624831.1
OG0014011	Montipora_capitata_PredGene_g45998.t1	XP_020624873.1, XP_020624872.1
OG0014012	Montipora_capitata_PredGene_g7176.t1	XP_020625064.1
OG0014014	Montipora_capitata_PredGene_g21905.t1, Montipora_capitata_PredGene_g25160.t1	XP_020625245.1
OG0014015	Montipora_capitata_PredGene_g70756.t1	XP_020625348.1, XP_020625350.1
OG0014016	Montipora_capitata_PredGene_g8816.t1	XP_020625439.1
OG0014017	Montipora_capitata_PredGene_g8818.t1	XP_020625440.1
OG0014018	Montipora_capitata_PredGene_g70108.t1	XP_020625495.1
OG0014019	Montipora_capitata_PredGene_g15402.t1	XP_020625659.1, XP_020625660.1
OG0014020	Montipora_capitata_PredGene_g70557.t1	XP_020625688.1, XP_020625689.1
OG0014022	Montipora_capitata_PredGene_g53780.t1	XP_020625915.1
OG0014024	Montipora_capitata_PredGene_g29205.t1	XP_020626081.1
OG0014025	Montipora_capitata_PredGene_g22255.t1	XP_020626138.1, XP_020626139.1, XP_020626140.1
OG0014026	Montipora_capitata_PredGene_g58943.t1	XP_020626231.1
OG0014027	Montipora_capitata_PredGene_g70882.t1	XP_020626626.1
OG0014028	Montipora_capitata_PredGene_g35299.t1, Montipora_capitata_PredGene_g35298.t1	XP_020626655.1
OG0014029	Montipora_capitata_PredGene_g1733.t1	XP_020626685.1
OG0014030	Montipora_capitata_PredGene_g42215.t1	XP_020626692.1
OG0014031	Montipora_capitata_PredGene_g35143.t1	XP_020626758.1
OG0014033	Montipora_capitata_PredGene_g49635.t1	XP_020626903.1
OG0014034	Montipora_capitata_PredGene_g8375.t1	XP_020626912.1
OG0014035	Montipora_capitata_PredGene_g71343.t1	XP_020626948.1, XP_020626950.1
OG0014036	Montipora_capitata_PredGene_g33871.t1	XP_020627005.1
OG0014037	Montipora_capitata_PredGene_g68196.t1	XP_020627049.1
OG0014038	Montipora_capitata_PredGene_g36054.t1, Montipora_capitata_PredGene_g37151.t1, Montipora_capitata_PredGene_g1074.t1, Montipora_capitata_PredGene_g39952.t1	XP_020627103.1
OG0014039	Montipora_capitata_PredGene_g33378.t1	XP_020627157.1
OG0014040	Montipora_capitata_PredGene_g49910.t1	XP_020627284.1, XP_020627285.1
OG0014041	Montipora_capitata_PredGene_g27090.t1	XP_020627354.1, XP_020627351.1
OG0014042	Montipora_capitata_PredGene_g23675.t1	XP_020627597.1
OG0014043	Montipora_capitata_PredGene_g31808.t1	XP_020627603.1
OG0014044	Montipora_capitata_PredGene_g31791.t1	XP_020627633.1, XP_020627634.1
OG0014045	Montipora_capitata_PredGene_g31822.t1	XP_020627646.1
OG0014046	Montipora_capitata_PredGene_g26591.t1	XP_020627652.1
OG0014047	Montipora_capitata_PredGene_g48285.t1	XP_020627654.1
OG0014049	Montipora_capitata_PredGene_adi2mcaRNA17151_R1.t1	XP_020627663.1
OG0014051	Montipora_capitata_PredGene_g14630.t1	XP_020627738.1
OG0014054	Montipora_capitata_PredGene_g2152.t1	XP_020628436.1
OG0014055	Montipora_capitata_PredGene_g23530.t1	XP_020628900.1, XP_020628660.1
OG0014056	Montipora_capitata_PredGene_g25478.t1	XP_020628665.1
OG0014057	Montipora_capitata_PredGene_g3744.t1	XP_020628745.1
OG0014058	Montipora_capitata_PredGene_g9897.t1, Montipora_capitata_PredGene_g9898.t1	XP_020628824.1
OG0014063	Montipora_capitata_PredGene_g69372.t1	XP_020629123.1, XP_020629127.1, XP_020629126.1
OG0014064	Montipora_capitata_PredGene_g62719.t1	XP_020629179.1
OG0014065	Montipora_capitata_PredGene_g70482.t1	XP_020629230.1, XP_020629229.1, XP_020629227.1
OG0014067	Montipora_capitata_PredGene_g67962.t1, Montipora_capitata_PredGene_g70195.t1	XP_020629298.1, XP_020629360.1, XP_020629359.1
OG0014068	Montipora_capitata_PredGene_g1837.t1	XP_020629306.1
OG0014069	Montipora_capitata_PredGene_adi2mcaRNA252_R0.t1	XP_020629339.1
OG0014070	Montipora_capitata_PredGene_g48165.t1	XP_020629485.1
OG0014071	Montipora_capitata_PredGene_adi2mcaRNA295_R1.t1	XP_020629633.1
OG0014072	Montipora_capitata_PredGene_g33780.t1	XP_020629681.1
OG0014075	Montipora_capitata_PredGene_g15725.t1	XP_020630000.1
OG0014076	Montipora_capitata_PredGene_adi2mcaRNA1144_R0.t1	XP_020630285.1, XP_020630284.1
OG0014078	Montipora_capitata_PredGene_g62589.t1	XP_020630372.1
OG0014080	Montipora_capitata_PredGene_g61630.t1	XP_020630506.1
OG0014081	Montipora_capitata_PredGene_g61631.t1	XP_020630508.1, XP_020630507.1
OG0014082	Montipora_capitata_PredGene_g35523.t1	XP_020630587.1
OG0014083	Montipora_capitata_PredGene_g35525.t1	XP_020630670.1, XP_020630932.1
OG0014085	Montipora_capitata_PredGene_g69833.t1	XP_020630712.1
OG0014088	Montipora_capitata_PredGene_g35937.t1	XP_020631153.1
OG0014089	Montipora_capitata_PredGene_g4383.t1	XP_020631185.1
OG0014091	Montipora_capitata_PredGene_g30131.t1, Montipora_capitata_PredGene_g1812.t1	XP_020631458.1
OG0014093	Montipora_capitata_PredGene_g33416.t1, Montipora_capitata_PredGene_g33418.t1, Montipora_capitata_PredGene_g33420.t1, Montipora_capitata_PredGene_g33417.t1	XP_020631573.1
OG0014095	Montipora_capitata_PredGene_g63355.t1	XP_020631779.1
OG0014096	Montipora_capitata_PredGene_g63356.t1	XP_020631780.1, XP_020631781.1
OG0014097	Montipora_capitata_PredGene_g8800.t1	XP_020631834.1
OG0014098	Montipora_capitata_PredGene_g64748.t1	XP_020631845.1
OG0014099	Montipora_capitata_PredGene_g47151.t1	XP_020631991.1
OG0014100	Montipora_capitata_PredGene_g8608.t1	XP_020632031.1
OG0014103	Montipora_capitata_PredGene_g17178.t1	XP_020632254.1
OG0014104	Montipora_capitata_PredGene_g42016.t1	XP_020632353.1
OG0014105	Montipora_capitata_PredGene_g56728.t1	XP_020632570.1, XP_020632547.1, XP_020632569.1
OG0014106	Montipora_capitata_PredGene_g56730.t1	XP_020632578.1
OG0014107	Montipora_capitata_PredGene_g22682.t1	XP_020632599.1, XP_020632591.1
OG0014109	Montipora_capitata_PredGene_adi2mcaRNA11808_R7.t1	XP_020632767.1
OG0014110	Montipora_capitata_PredGene_g60900.t1	XP_020632807.1, XP_020632800.1
OG0014111	Montipora_capitata_PredGene_g26345.t1	XP_020632962.1, XP_020632961.1
OG0014202	Montipora_capitata_PredGene_adi2mcaRNA17707_R9.t1	XP_020607748.1
OG0014208	Montipora_capitata_PredGene_g9734.t1	XP_020627521.1
OG0014210	Montipora_capitata_PredGene_g41050.t1	XP_020627367.1
OG0014211	Montipora_capitata_PredGene_g41057.t1	XP_020627382.1
OG0014213	Montipora_capitata_PredGene_adi2mcaRNA13962_R0.t1, Montipora_capitata_PredGene_g27200.t1	XP_020617269.1
OG0014214	Montipora_capitata_PredGene_g27719.t1	XP_020621191.1
OG0014215	Montipora_capitata_PredGene_g22828.t1	XP_020625189.1
OG0014216	Montipora_capitata_PredGene_g46831.t1	XP_020617679.1
OG0014219	Montipora_capitata_PredGene_g8145.t1	XP_020623566.1
OG0014220	Montipora_capitata_PredGene_g52116.t1	XP_020610228.1
OG0014221	Montipora_capitata_PredGene_g49849.t1	XP_020626484.1
OG0014223	Montipora_capitata_PredGene_g31863.t1	XP_020611416.1
OG0014226	Montipora_capitata_PredGene_g25433.t1	XP_020605091.1
OG0014227	Montipora_capitata_PredGene_g27812.t1	XP_020602861.1
OG0014228	Montipora_capitata_PredGene_g27813.t1	XP_020602872.1
OG0014230	Montipora_capitata_PredGene_adi2mcaRNA15683_R0.t1	XP_020602913.1
OG0014231	Montipora_capitata_PredGene_g41413.t1	XP_020602854.1
OG0014232	Montipora_capitata_PredGene_g41412.t1	XP_020602818.1
OG0014233	Montipora_capitata_PredGene_g41396.t1	XP_020602898.1
OG0014234	Montipora_capitata_PredGene_g14108.t1	XP_020611924.1
OG0014236	Montipora_capitata_PredGene_g40344.t1, Montipora_capitata_PredGene_g40345.t1	XP_020612732.1
OG0014237	Montipora_capitata_PredGene_g40343.t1	XP_020612681.1
OG0014239	Montipora_capitata_PredGene_g45278.t1	XP_020604170.1
OG0014240	Montipora_capitata_PredGene_g45277.t1	XP_020604165.1
OG0014241	Montipora_capitata_PredGene_g65421.t1	XP_020632029.1
OG0014242	Montipora_capitata_PredGene_g50687.t1	XP_020619428.1
OG0014244	Montipora_capitata_PredGene_g16047.t1	XP_020611797.1
OG0014246	Montipora_capitata_PredGene_g17912.t1	XP_020605600.1
OG0014247	Montipora_capitata_PredGene_g41901.t1	XP_020631374.1
OG0014248	Montipora_capitata_PredGene_g41902.t1	XP_020631605.1
OG0014252	Montipora_capitata_PredGene_g4900.t1	XP_020611212.1
OG0014253	Montipora_capitata_PredGene_adi2mcaRNA20901_R1.t1	XP_020615336.1
OG0014255	Montipora_capitata_PredGene_g31754.t1	XP_020615631.1
OG0014256	Montipora_capitata_PredGene_g31756.t1	XP_020626106.1
OG0014258	Montipora_capitata_PredGene_g38700.t1	XP_020612128.1, XP_020612103.1
OG0014260	Montipora_capitata_PredGene_g4525.t1	XP_020625936.1
OG0014264	Montipora_capitata_PredGene_g2057.t1	XP_020626251.1
OG0014265	Montipora_capitata_PredGene_g2056.t1	XP_020626361.1
OG0014267	Montipora_capitata_PredGene_g54908.t1	XP_020600580.1
OG0014269	Montipora_capitata_PredGene_g35861.t1	XP_020631319.1
