Orthogroup	Acerv_assembly_v1.0.protein	Mcavernosa.maker.proteins
OG0013503	Acerv_evm.model.Segkk4066_pilon.7	Mcavernosa01027-RA
OG0013505	Acerv_evm.model.Segkk4087_pilon.9	Mcavernosa05381-RA
OG0013506	Acerv_evm.model.Segkk4089_pilon.4	Mcavernosa28099-RA
OG0013507	Acerv_evm.model.Segkk4089_pilon.5	Mcavernosa28098-RA
OG0013508	Acerv_evm.model.Segkk4089_pilon.3	Mcavernosa28100-RA
OG0013509	Acerv_evm.model.Segkk4094_pilon.3	Mcavernosa15952-RA
OG0013510	Acerv_evm.model.Segkk4095_pilon.2	Mcavernosa09282-RA
OG0013511	Acerv_evm.model.Segkk4103_pilon.3	Mcavernosa23723-RA
OG0013512	Acerv_evm.model.Segkk4103_pilon.2	Mcavernosa23720-RA
OG0013513	Acerv_evm.model.Segkk4106_pilon.6	Mcavernosa25150-RA
OG0013514	Acerv_evm.model.Segkk4106_pilon.2	Mcavernosa25146-RA
OG0013515	Acerv_evm.model.Segkk4106_pilon.1	Mcavernosa25144-RA
OG0013516	Acerv_evm.model.Segkk4106_pilon.14	Mcavernosa25155-RA, Mcavernosa25154-RA, Mcavernosa29028-RA
OG0013517	Acerv_evm.model.Segkk4106_pilon.13	Mcavernosa03485-RA
OG0013518	Acerv_evm.model.Segkk4108_pilon.13, Acerv_evm.model.Segkk4108_pilon.12	Mcavernosa06737-RA
OG0013519	Acerv_evm.model.Segkk4108_pilon.14	Mcavernosa06735-RA
OG0013520	Acerv_evm.model.Segkk4108_pilon.10	Mcavernosa06738-RA
OG0013521	Acerv_evm.model.Segkk4108_pilon.4	Mcavernosa06749-RA
OG0013522	Acerv_evm.model.Segkk4108_pilon.5	Mcavernosa06748-RA
OG0013523	Acerv_evm.model.Segkk4108_pilon.7	Mcavernosa06747-RA
OG0013524	Acerv_evm.model.Segkk4108_pilon.3	Mcavernosa06753-RA
OG0013525	Acerv_evm.model.Segkk4108_pilon.9	Mcavernosa06741-RA
OG0013526	Acerv_evm.model.Segkk4110_pilon.9	Mcavernosa02337-RA
OG0013527	Acerv_evm.model.Segkk4110_pilon.4	Mcavernosa09577-RA
OG0013528	Acerv_evm.model.Segkk4110_pilon.6	Mcavernosa09579-RA
OG0013529	Acerv_evm.model.Segkk4110_pilon.5	Mcavernosa09578-RA
OG0013530	Acerv_evm.model.Segkk4113_pilon.12	Mcavernosa07196-RA
OG0013531	Acerv_evm.model.Segkk4113_pilon.13	Mcavernosa07195-RA
OG0013532	Acerv_evm.model.Segkk4116_pilon.5	Mcavernosa29080-RA
OG0013533	Acerv_evm.model.Segkk4116_pilon.4	Mcavernosa19664-RA
OG0013534	Acerv_evm.model.Segkk4116_pilon.8	Mcavernosa09868-RA
OG0013535	Acerv_evm.model.Segkk4116_pilon.9	Mcavernosa09869-RA
OG0013536	Acerv_evm.model.Segkk4117_pilon.10	Mcavernosa07759-RA
OG0013537	Acerv_evm.model.Segkk4119_pilon.2	Mcavernosa06956-RA
OG0013538	Acerv_evm.model.Segkk4119_pilon.5	Mcavernosa06959-RA
OG0013539	Acerv_evm.model.Segkk4120_pilon.3	Mcavernosa21306-RA
OG0013540	Acerv_evm.model.Segkk4120_pilon.5	Mcavernosa21308-RA
OG0013541	Acerv_evm.model.Segkk4121_pilon.7	Mcavernosa01039-RA
OG0013542	Acerv_evm.model.Segkk4121_pilon.5	Mcavernosa01038-RA
OG0013543	Acerv_evm.model.Segkk4121_pilon.4	Mcavernosa01037-RA
OG0013544	Acerv_evm.model.Segkk4121_pilon.22	Mcavernosa01058-RA
OG0013545	Acerv_evm.model.Segkk4121_pilon.9	Mcavernosa05458-RA
OG0013546	Acerv_evm.model.Segkk4121_pilon.1	Mcavernosa01032-RA
OG0013547	Acerv_evm.model.Segkk4121_pilon.21	Mcavernosa01057-RA
OG0013548	Acerv_evm.model.Segkk4121_pilon.17	Mcavernosa01051-RA
OG0013549	Acerv_evm.model.Segkk4121_pilon.14	Mcavernosa01047-RA
OG0013550	Acerv_evm.model.Segkk4121_pilon.12	Mcavernosa01045-RA
OG0013551	Acerv_evm.model.Segkk4121_pilon.18	Mcavernosa01052-RA
OG0013552	Acerv_evm.model.Segkk4122_pilon.7	Mcavernosa03301-RA
OG0013553	Acerv_evm.model.Segkk4122_pilon.2	Mcavernosa03292-RA
OG0013554	Acerv_evm.model.Segkk4124_pilon.42	Mcavernosa26672-RA
OG0013556	Acerv_evm.model.Segkk4124_pilon.25	Mcavernosa08789-RA
OG0013557	Acerv_evm.model.Segkk4124_pilon.26	Mcavernosa08788-RA
OG0013558	Acerv_evm.model.Segkk4124_pilon.36	Mcavernosa26669-RA, Mcavernosa26670-RA
OG0013560	Acerv_evm.model.Segkk4130_pilon.8	Mcavernosa12588-RA
OG0013561	Acerv_evm.model.Segkk4130_pilon.6	Mcavernosa12587-RA
OG0013562	Acerv_evm.model.Segkk4133_pilon.2	Mcavernosa02656-RA
OG0013563	Acerv_evm.model.Segkk4133_pilon.3	Mcavernosa02655-RA
OG0013564	Acerv_evm.model.Segkk4135_pilon.5	Mcavernosa26273-RA
OG0013565	Acerv_evm.model.Segkk4135_pilon.6	Mcavernosa26274-RA
OG0013566	Acerv_evm.model.Segkk4135_pilon.1	Mcavernosa13595-RA
OG0013568	Acerv_evm.model.Segkk4135_pilon.8	Mcavernosa26278-RA
OG0013569	Acerv_evm.model.Segkk4136_pilon.6	Mcavernosa30875-RA
OG0013570	Acerv_evm.model.Segkk4138_pilon.30	Mcavernosa01263-RA
OG0013571	Acerv_evm.model.Segkk4144_pilon.2	Mcavernosa10811-RA
OG0013572	Acerv_evm.model.Segkk4145_pilon.2	Mcavernosa02780-RA
OG0013573	Acerv_evm.model.Segkk4153_pilon.4	Mcavernosa01905-RA
OG0013574	Acerv_evm.model.Segkk4157_pilon.1	Mcavernosa16221-RA
OG0013575	Acerv_evm.model.Segkk4157_pilon.2	Mcavernosa16219-RA
OG0013576	Acerv_evm.model.Segkk4159_pilon.4	Mcavernosa07150-RA
OG0013577	Acerv_evm.model.Segkk4160_pilon.9	Mcavernosa13876-RA
OG0013578	Acerv_evm.model.Segkk4164_pilon.2	Mcavernosa11855-RA
OG0013579	Acerv_evm.model.Segkk4165_pilon.3	Mcavernosa20914-RA
OG0013580	Acerv_evm.model.Segkk4165_pilon.1	Mcavernosa23030-RA
OG0013581	Acerv_evm.model.Segkk4165_pilon.4	Mcavernosa20913-RA
OG0013583	Acerv_evm.model.Segkk4186_pilon.3	Mcavernosa19038-RA
OG0013584	Acerv_evm.model.Segkk4193_pilon.15	Mcavernosa25289-RA
OG0013585	Acerv_evm.model.Segkk4193_pilon.31	Mcavernosa29513-RA
OG0013586	Acerv_evm.model.Segkk4194_pilon.2	Mcavernosa10077-RA
OG0013587	Acerv_evm.model.Segkk4195_pilon.7	Mcavernosa07601-RA
OG0013588	Acerv_evm.model.Segkk4195_pilon.1	Mcavernosa07598-RA
OG0013589	Acerv_evm.model.Segkk4195_pilon.8	Mcavernosa07602-RA
OG0013590	Acerv_evm.model.Segkk4198_pilon.2	Mcavernosa29674-RA, Mcavernosa29673-RA
OG0013591	Acerv_evm.model.Segkk4198_pilon.1	Mcavernosa29671-RA
OG0013592	Acerv_evm.model.Segkk4217_pilon.5	Mcavernosa13124-RA
OG0013593	Acerv_evm.model.Segkk4217_pilon.1	Mcavernosa13136-RA
OG0013595	Acerv_evm.model.Segkk4219_pilon.1	Mcavernosa26476-RA
OG0013596	Acerv_evm.model.Segkk4223_pilon.2	Mcavernosa07483-RA
OG0013597	Acerv_evm.model.Segkk4229_pilon.2	Mcavernosa10308-RA
OG0013598	Acerv_evm.model.Segkk4230_pilon.8	Mcavernosa23341-RA
OG0013599	Acerv_evm.model.Segkk4230_pilon.12	Mcavernosa27160-RA
OG0013600	Acerv_evm.model.Segkk4244_pilon.2	Mcavernosa00509-RA
OG0013601	Acerv_evm.model.Segkk4244_pilon.5	Mcavernosa27383-RA
OG0013602	Acerv_evm.model.Segkk4248_pilon.1	Mcavernosa01119-RA
OG0013604	Acerv_evm.model.Segkk4249_pilon.6	Mcavernosa17155-RA
OG0013605	Acerv_evm.model.Segkk4249_pilon.5	Mcavernosa17162-RA
OG0013606	Acerv_evm.model.Segkk4249_pilon.2	Mcavernosa17167-RA
OG0013607	Acerv_evm.model.Segkk4249_pilon.3	Mcavernosa17163-RA
OG0013608	Acerv_evm.model.Segkk4249_pilon.17	Mcavernosa20368-RA
OG0013609	Acerv_evm.model.Segkk4255_pilon.12	Mcavernosa26303-RA
OG0013610	Acerv_evm.model.Segkk4266_pilon.3	Mcavernosa29698-RA
OG0013613	Acerv_evm.model.Segkk4267_pilon.16	Mcavernosa27768-RA, Mcavernosa27488-RA
OG0013614	Acerv_evm.model.Segkk4269_pilon.4	Mcavernosa21900-RA
OG0013615	Acerv_evm.model.Segkk4275_pilon.2	Mcavernosa13839-RA
OG0013616	Acerv_evm.model.Segkk4275_pilon.5	Mcavernosa13843-RA
OG0013617	Acerv_evm.model.Segkk4276_pilon.11	Mcavernosa14400-RA
OG0013618	Acerv_evm.model.Segkk4276_pilon.3	Mcavernosa14395-RA
OG0013619	Acerv_evm.model.Segkk4276_pilon.9	Mcavernosa14398-RA
OG0013620	Acerv_evm.model.Segkk4278_pilon.8	Mcavernosa03092-RA
OG0013621	Acerv_evm.model.Segkk4278_pilon.9	Mcavernosa03091-RA
OG0013622	Acerv_evm.model.Segkk4278_pilon.6	Mcavernosa18838-RA
OG0013623	Acerv_evm.model.Segkk4278_pilon.18, Acerv_evm.model.Segkk4278_pilon.16	Mcavernosa03070-RA
OG0013624	Acerv_evm.model.Segkk4278_pilon.14	Mcavernosa03072-RA
OG0013625	Acerv_evm.model.Segkk4278_pilon.11	Mcavernosa03076-RA
OG0013626	Acerv_evm.model.Segkk4278_pilon.12	Mcavernosa03075-RA
OG0013627	Acerv_evm.model.Segkk4278_pilon.13	Mcavernosa03074-RA
OG0013628	Acerv_evm.model.Segkk4279_pilon.2	Mcavernosa09554-RA
OG0013629	Acerv_evm.model.Segkk4280_pilon.8	Mcavernosa23866-RA
OG0013630	Acerv_evm.model.Segkk4280_pilon.11	Mcavernosa15700-RA
OG0013631	Acerv_evm.model.Segkk4283_pilon.7	Mcavernosa23756-RA
OG0013632	Acerv_evm.model.Segkk4285_pilon.19	Mcavernosa31570-RA, Mcavernosa31569-RA
OG0013633	Acerv_evm.model.Segkk4285_pilon.14	Mcavernosa35006-RA
OG0013635	Acerv_evm.model.Segkk4285_pilon.4	Mcavernosa08360-RA
OG0013636	Acerv_evm.model.Segkk4287_pilon.9	Mcavernosa02539-RA
OG0013637	Acerv_evm.model.Segkk4287_pilon.4	Mcavernosa02530-RA
OG0013638	Acerv_evm.model.Segkk4289_pilon.3	Mcavernosa14511-RA
OG0013639	Acerv_evm.model.Segkk4289_pilon.7	Mcavernosa14520-RA
OG0013640	Acerv_evm.model.Segkk4289_pilon.4	Mcavernosa14512-RA, Mcavernosa33659-RA
OG0013641	Acerv_evm.model.Segkk4289_pilon.5	Mcavernosa33655-RA
OG0013642	Acerv_evm.model.Segkk4289_pilon.8	Mcavernosa14521-RA
OG0013643	Acerv_evm.model.Segkk4289_pilon.10	Mcavernosa14524-RA
OG0013644	Acerv_evm.model.Segkk4289_pilon.11	Mcavernosa14526-RA
OG0013645	Acerv_evm.model.Segkk4289_pilon.15	Mcavernosa14528-RA
OG0013646	Acerv_evm.model.Segkk4290_pilon.23	Mcavernosa30847-RA
OG0013648	Acerv_evm.model.Segkk4292_pilon.6	Mcavernosa08425-RA
OG0013649	Acerv_evm.model.Segkk4292_pilon.5	Mcavernosa08426-RA
OG0013650	Acerv_evm.model.Segkk4293_pilon.14	Mcavernosa06587-RA
OG0013651	Acerv_evm.model.Segkk4293_pilon.13	Mcavernosa06590-RA
OG0013652	Acerv_evm.model.Segkk4293_pilon.12	Mcavernosa06591-RA
OG0013653	Acerv_evm.model.Segkk4293_pilon.11	Mcavernosa06593-RA
OG0013654	Acerv_evm.model.Segkk4293_pilon.7	Mcavernosa06607-RA
OG0013655	Acerv_evm.model.Segkk4293_pilon.6	Mcavernosa06608-RA
OG0013656	Acerv_evm.model.Segkk4296_pilon.5	Mcavernosa20140-RA
OG0013657	Acerv_evm.model.Segkk4297_pilon.5	Mcavernosa14415-RA
OG0013658	Acerv_evm.model.Segkk4297_pilon.7	Mcavernosa14417-RA
OG0013659	Acerv_evm.model.Segkk4297_pilon.6	Mcavernosa14416-RA
OG0013660	Acerv_evm.model.Segkk4297_pilon.3	Mcavernosa14418-RA
OG0013661	Acerv_evm.model.Segkk4300_pilon.8	Mcavernosa27681-RA
OG0013663	Acerv_evm.model.Segkk4301_pilon.2	Mcavernosa09425-RA
OG0013665	Acerv_evm.model.Segkk4303_pilon.5	Mcavernosa31642-RA
OG0013666	Acerv_evm.model.Segkk4303_pilon.4	Mcavernosa31640-RA
OG0013667	Acerv_evm.model.Segkk4303_pilon.2	Mcavernosa31637-RA
OG0013668	Acerv_evm.model.Segkk4303_pilon.12	Mcavernosa31652-RA
OG0013669	Acerv_evm.model.Segkk4304_pilon.3	Mcavernosa18763-RA
OG0013670	Acerv_evm.model.Segkk4304_pilon.1	Mcavernosa18770-RA
OG0013671	Acerv_evm.model.Segkk4307_pilon.10	Mcavernosa21725-RA
OG0013672	Acerv_evm.model.Segkk4309_pilon.16	Mcavernosa25635-RA
OG0013674	Acerv_evm.model.Segkk4309_pilon.3	Mcavernosa16186-RA
OG0013675	Acerv_evm.model.Segkk4310_pilon.3	Mcavernosa13607-RA
OG0013676	Acerv_evm.model.Segkk4310_pilon.2	Mcavernosa13608-RA
OG0013677	Acerv_evm.model.Segkk4310_pilon.5	Mcavernosa13605-RA
OG0013678	Acerv_evm.model.Segkk4310_pilon.4	Mcavernosa13606-RA
OG0013679	Acerv_evm.model.Segkk4310_pilon.6	Mcavernosa13604-RA
OG0013680	Acerv_evm.model.Segkk4316_pilon.15	Mcavernosa19818-RA
OG0013681	Acerv_evm.model.Segkk4316_pilon.13	Mcavernosa19821-RA
OG0013683	Acerv_evm.model.Segkk4316_pilon.10	Mcavernosa19813-RA
OG0013684	Acerv_evm.model.Segkk4316_pilon.9	Mcavernosa19814-RA
OG0013685	Acerv_evm.model.Segkk4316_pilon.2	Mcavernosa10291-RA
OG0013686	Acerv_evm.model.Segkk4316_pilon.16	Mcavernosa09303-RA
OG0013687	Acerv_evm.model.Segkk4319_pilon.4	Mcavernosa16892-RA
OG0013688	Acerv_evm.model.Segkk4319_pilon.5	Mcavernosa16893-RA
OG0013689	Acerv_evm.model.Segkk4319_pilon.6	Mcavernosa16894-RA
OG0013690	Acerv_evm.model.Segkk4320_pilon.1	Mcavernosa07592-RA
OG0013691	Acerv_evm.model.Segkk4322_pilon.3	Mcavernosa15779-RA
OG0013692	Acerv_evm.model.Segkk4322_pilon.1	Mcavernosa15773-RA
OG0013695	Acerv_evm.model.Segkk4326_pilon.5	Mcavernosa16355-RA
OG0013696	Acerv_evm.model.Segkk4327_pilon.14	Mcavernosa21856-RA
OG0013697	Acerv_evm.model.Segkk4331_pilon.11	Mcavernosa00101-RA
OG0013698	Acerv_evm.model.Segkk4332_pilon.4	Mcavernosa05208-RA
OG0013699	Acerv_evm.model.Segkk4336_pilon.4	Mcavernosa23566-RA
OG0013700	Acerv_evm.model.Segkk4338_pilon.51	Mcavernosa16255-RA
OG0013702	Acerv_evm.model.Segkk4340_pilon.16	Mcavernosa05187-RA
OG0013703	Acerv_evm.model.Segkk4340_pilon.10	Mcavernosa05183-RA
OG0013704	Acerv_evm.model.Segkk4340_pilon.11	Mcavernosa05184-RA
OG0013705	Acerv_evm.model.Segkk4340_pilon.6	Mcavernosa14422-RA
OG0013706	Acerv_evm.model.Segkk4342_pilon.2	Mcavernosa00270-RA
OG0013707	Acerv_evm.model.Segkk4342_pilon.3	Mcavernosa00269-RA
OG0013710	Acerv_evm.model.Segkk4342_pilon.11	Mcavernosa30274-RA
OG0013711	Acerv_evm.model.Segkk4342_pilon.13	Mcavernosa20422-RA
OG0013712	Acerv_evm.model.Segkk4346_pilon.1	Mcavernosa08339-RA
OG0013713	Acerv_evm.model.Segkk4347_pilon.6	Mcavernosa00580-RA
OG0013715	Acerv_evm.model.Segkk4355_pilon.3	Mcavernosa27284-RA
OG0013716	Acerv_evm.model.Segkk4356_pilon.2	Mcavernosa18616-RA
OG0013717	Acerv_evm.model.Segkk4356_pilon.3	Mcavernosa18621-RA
OG0013718	Acerv_evm.model.Segkk4362_pilon.4	Mcavernosa10474-RA
OG0013719	Acerv_evm.model.Segkk4362_pilon.3	Mcavernosa10475-RA
OG0013720	Acerv_evm.model.Segkk4362_pilon.1	Mcavernosa10478-RA
OG0013721	Acerv_evm.model.Segkk4364_pilon.26	Mcavernosa00673-RA
OG0013722	Acerv_evm.model.Segkk4364_pilon.24	Mcavernosa00674-RA
OG0013723	Acerv_evm.model.Segkk4364_pilon.14	Mcavernosa14494-RA
OG0013724	Acerv_evm.model.Segkk4364_pilon.12	Mcavernosa14490-RA
OG0013725	Acerv_evm.model.Segkk4364_pilon.17	Mcavernosa14491-RA
OG0013726	Acerv_evm.model.Segkk4364_pilon.19	Mcavernosa17682-RA
OG0013728	Acerv_evm.model.Segkk4367_pilon.6	Mcavernosa32317-RA
OG0013730	Acerv_evm.model.Segkk4371_pilon.4	Mcavernosa31586-RA
OG0013731	Acerv_evm.model.Segkk4374_pilon.2	Mcavernosa15497-RA
OG0013732	Acerv_evm.model.Segkk4374_pilon.1	Mcavernosa15496-RA
OG0013733	Acerv_evm.model.Segkk4376_pilon.5	Mcavernosa20131-RA
OG0014203	Acerv_evm.model.Segkk16_pilon.13	Mcavernosa14111-RA
OG0014204	Acerv_evm.model.Segkk16_pilon.14	Mcavernosa14110-RA
OG0014209	Acerv_evm.model.Segkk2076_pilon.14, Acerv_evm.model.Segkk21_pilon.1	Mcavernosa26598-RA
OG0014211	Acerv_evm.model.Segkk29_pilon.6	Mcavernosa18277-RA
OG0014212	Acerv_evm.model.Segkk30_pilon.16	Mcavernosa34772-RA
OG0014218	Acerv_evm.model.Segkk3122_pilon.24, Acerv_evm.model.Segkk45_pilon.7	Mcavernosa25761-RA
OG0014219	Acerv_evm.model.Segkk49_pilon.6	Mcavernosa21473-RA
OG0014222	Acerv_evm.model.Segkk51_pilon.5	Mcavernosa00223-RA
OG0014223	Acerv_evm.model.Segkk51_pilon.6	Mcavernosa00222-RA
OG0014225	Acerv_evm.model.Segkk58_pilon.22	Mcavernosa02594-RA
OG0014226	Acerv_evm.model.Segkk60_pilon.15	Mcavernosa17964-RA
OG0014229	Acerv_evm.model.Segkk68_pilon.48	Mcavernosa29751-RA
OG0014230	Acerv_evm.model.Segkk68_pilon.76	Mcavernosa12059-RA
OG0014237	Acerv_evm.model.Segkk73_pilon.11	Mcavernosa04141-RA
OG0014238	Acerv_evm.model.Segkk73_pilon.5	Mcavernosa04118-RA
OG0014242	Acerv_evm.model.Segkk76_pilon.10	Mcavernosa15849-RA
OG0014243	Acerv_evm.model.Segkk76_pilon.13	Mcavernosa18532-RA
OG0014244	Acerv_evm.model.Segkk77_pilon.5	Mcavernosa18899-RA
OG0014245	Acerv_evm.model.Segkk77_pilon.6	Mcavernosa18889-RA
OG0014248	Acerv_evm.model.Segkk85_pilon.1	Mcavernosa08102-RA
OG0014249	Acerv_evm.model.Segkk96_pilon.6	Mcavernosa30913-RA
OG0014250	Acerv_evm.model.Segkk98_pilon.12	Mcavernosa13225-RA
OG0014251	Acerv_evm.model.Segkk98_pilon.8	Mcavernosa13230-RA
OG0014252	Acerv_evm.model.Segkk105_pilon.3	Mcavernosa28792-RA
OG0014254	Acerv_evm.model.Segkk113_pilon.7	Mcavernosa30154-RA
OG0014257	Acerv_evm.model.Segkk650_pilon.8, Acerv_evm.model.Segkk120_pilon.5	Mcavernosa34515-RA
OG0014259	Acerv_evm.model.Segkk122_pilon.1	Mcavernosa24517-RA, Mcavernosa24518-RA
OG0014260	Acerv_evm.model.Segkk124_pilon.5	Mcavernosa24405-RA
OG0014261	Acerv_evm.model.Segkk150_pilon.12	Mcavernosa00634-RA
OG0014262	Acerv_evm.model.Segkk150_pilon.13	Mcavernosa00635-RA
OG0014263	Acerv_evm.model.Segkk150_pilon.20	Mcavernosa09094-RA
OG0014266	Acerv_evm.model.Segkk189_pilon.4	Mcavernosa21744-RA
OG0014268	Acerv_evm.model.Segkk195_pilon.3, Acerv_evm.model.Segkk1478_pilon.24	Mcavernosa28956-RA
OG0014273	Acerv_evm.model.Segkk210_pilon.8	Mcavernosa31846-RA
OG0014274	Acerv_evm.model.Segkk210_pilon.7	Mcavernosa31847-RA
OG0014275	Acerv_evm.model.Segkk210_pilon.5	Mcavernosa31850-RA
OG0014283	Acerv_evm.model.Segkk232_pilon.6	Mcavernosa21599-RA
OG0014284	Acerv_evm.model.Segkk233_pilon.8	Mcavernosa25243-RA
OG0014285	Acerv_evm.model.Segkk234_pilon.24	Mcavernosa24551-RA
OG0014291	Acerv_evm.model.Segkk252_pilon.9	Mcavernosa14703-RA
OG0014295	Acerv_evm.model.Segkk268_pilon.3	Mcavernosa12832-RA
OG0014296	Acerv_evm.model.Segkk270_pilon.5	Mcavernosa15487-RA
OG0014299	Acerv_evm.model.Segkk281_pilon.4	Mcavernosa29924-RA
OG0014303	Acerv_evm.model.Segkk306_pilon.24	Mcavernosa08492-RA
OG0014305	Acerv_evm.model.Segkk317_pilon.3	Mcavernosa29636-RA
OG0014306	Acerv_evm.model.Segkk321_pilon.1	Mcavernosa20293-RA
OG0014313	Acerv_evm.model.Segkk333_pilon.9	Mcavernosa16508-RA
OG0014315	Acerv_evm.model.Segkk333_pilon.10	Mcavernosa16509-RA
OG0014318	Acerv_evm.model.Segkk339_pilon.2	Mcavernosa30070-RA
OG0014322	Acerv_evm.model.Segkk355_pilon.3	Mcavernosa01216-RA
OG0014323	Acerv_evm.model.Segkk364_pilon.7	Mcavernosa21207-RA
OG0014324	Acerv_evm.model.Segkk368_pilon.5	Mcavernosa13113-RA
OG0014325	Acerv_evm.model.Segkk368_pilon.4	Mcavernosa13112-RA
OG0014326	Acerv_evm.model.Segkk368_pilon.6	Mcavernosa13115-RA
OG0014328	Acerv_evm.model.Segkk375_pilon.3	Mcavernosa16304-RA
OG0014329	Acerv_evm.model.Segkk376_pilon.2	Mcavernosa24337-RA
OG0014333	Acerv_evm.model.Segkk383_pilon.21	Mcavernosa24083-RA
OG0014334	Acerv_evm.model.Segkk389_pilon.64	Mcavernosa04958-RA
OG0014337	Acerv_evm.model.Segkk391_pilon.1	Mcavernosa10593-RA
OG0014338	Acerv_evm.model.Segkk397_pilon.3	Mcavernosa13680-RA
OG0014343	Acerv_evm.model.Segkk420_pilon.1	Mcavernosa07543-RA, Mcavernosa07544-RA
OG0014344	Acerv_evm.model.Segkk423_pilon.1, Acerv_evm.model.Segkk3973_pilon.13	Mcavernosa24373-RA, Mcavernosa24372-RA
OG0014346	Acerv_evm.model.Segkk431_pilon.5	Mcavernosa14549-RA
OG0014347	Acerv_evm.model.Segkk432_pilon.6	Mcavernosa02329-RA
OG0014349	Acerv_evm.model.Segkk435_pilon.37	Mcavernosa12148-RA
OG0014352	Acerv_evm.model.Segkk495_pilon.2, Acerv_evm.model.Segkk438_pilon.26	Mcavernosa02986-RA
OG0014358	Acerv_evm.model.Segkk448_pilon.2, Acerv_evm.model.Segkk448_pilon.1	Mcavernosa18240-RA
OG0014359	Acerv_evm.model.Segkk463_pilon.40	Mcavernosa30360-RA
OG0014360	Acerv_evm.model.Segkk463_pilon.39	Mcavernosa21081-RA
OG0014363	Acerv_evm.model.Segkk469_pilon.68	Mcavernosa27469-RA
OG0014365	Acerv_evm.model.Segkk470_pilon.6	Mcavernosa29088-RA
OG0014370	Acerv_evm.model.Segkk895_pilon.11, Acerv_evm.model.Segkk485_pilon.1	Mcavernosa02037-RA
OG0014371	Acerv_evm.model.Segkk488_pilon.5	Mcavernosa17463-RA
OG0014372	Acerv_evm.model.Segkk488_pilon.9	Mcavernosa17468-RA
OG0014374	Acerv_evm.model.Segkk503_pilon.8	Mcavernosa04271-RA
OG0014375	Acerv_evm.model.Segkk503_pilon.9	Mcavernosa04272-RA
OG0014380	Acerv_evm.model.Segkk524_pilon.20	Mcavernosa21631-RA
OG0014381	Acerv_evm.model.Segkk524_pilon.22	Mcavernosa01719-RA
OG0014385	Acerv_evm.model.Segkk539_pilon.4	Mcavernosa17335-RA, Mcavernosa17334-RA
OG0014387	Acerv_evm.model.Segkk541_pilon.11	Mcavernosa06689-RA
OG0014388	Acerv_evm.model.Segkk543_pilon.10	Mcavernosa26789-RA
OG0014389	Acerv_evm.model.Segkk544_pilon.2	Mcavernosa16182-RA
OG0014392	Acerv_evm.model.Segkk552_pilon.28, Acerv_evm.model.Segkk4120_pilon.8	Mcavernosa28204-RA
OG0014395	Acerv_evm.model.Segkk555_pilon.39	Mcavernosa18008-RA
OG0014396	Acerv_evm.model.Segkk560_pilon.1	Mcavernosa32485-RA
OG0014398	Acerv_evm.model.Segkk572_pilon.2	Mcavernosa32323-RA
OG0014401	Acerv_evm.model.Segkk577_pilon.11	Mcavernosa19992-RA
OG0014403	Acerv_evm.model.Segkk578_pilon.5	Mcavernosa02857-RA
OG0014407	Acerv_evm.model.Segkk584_pilon.22	Mcavernosa11968-RA
OG0014409	Acerv_evm.model.Segkk584_pilon.11	Mcavernosa16001-RA, Mcavernosa15999-RA
OG0014410	Acerv_evm.model.Segkk588_pilon.2	Mcavernosa15961-RA
OG0014416	Acerv_evm.model.Segkk630_pilon.2	Mcavernosa18670-RA
OG0014417	Acerv_evm.model.Segkk630_pilon.6	Mcavernosa15426-RA
OG0014418	Acerv_evm.model.Segkk641_pilon.5	Mcavernosa02758-RA
OG0014420	Acerv_evm.model.Segkk641_pilon.26	Mcavernosa03453-RA
OG0014423	Acerv_evm.model.Segkk642_pilon.12	Mcavernosa09881-RA
OG0014424	Acerv_evm.model.Segkk643_pilon.8, Acerv_evm.model.Segkk4309_pilon.28, Acerv_evm.model.Segkk1147_pilon.3	Mcavernosa17897-RA
OG0014425	Acerv_evm.model.Segkk3997_pilon.9, Acerv_evm.model.Segkk644_pilon.11	Mcavernosa22462-RA
OG0014428	Acerv_evm.model.Segkk1853_pilon.5	Mcavernosa07351-RA
OG0014429	Acerv_evm.model.Segkk650_pilon.58	Mcavernosa33946-RA
OG0014430	Acerv_evm.model.Segkk3122_pilon.13, Acerv_evm.model.Segkk650_pilon.41, Acerv_evm.model.Segkk650_pilon.42	Mcavernosa28498-RA
OG0014432	Acerv_evm.model.Segkk658_pilon.6	Mcavernosa03718-RA
OG0014434	Acerv_evm.model.Segkk663_pilon.3	Mcavernosa34691-RA
OG0014435	Acerv_evm.model.Segkk663_pilon.9	Mcavernosa14171-RA
OG0014442	Acerv_evm.model.Segkk670_pilon.15	Mcavernosa07571-RA
OG0014443	Acerv_evm.model.Segkk673_pilon.12	Mcavernosa05226-RA
OG0014447	Acerv_evm.model.Segkk687_pilon.11	Mcavernosa31975-RA
OG0014452	Acerv_evm.model.Segkk697_pilon.4	Mcavernosa22438-RA
OG0014455	Acerv_evm.model.Segkk700_pilon.2	Mcavernosa16114-RA
OG0014458	Acerv_evm.model.Segkk713_pilon.1	Mcavernosa32852-RA
OG0014461	Acerv_evm.model.Segkk717_pilon.2	Mcavernosa20767-RA
OG0014464	Acerv_evm.model.Segkk724_pilon.3	Mcavernosa05013-RA
OG0014467	Acerv_evm.model.Segkk733_pilon.7	Mcavernosa08719-RA
OG0014471	Acerv_evm.model.Segkk739_pilon.4	Mcavernosa10283-RA
