Orthogroup	Mcavernosa.maker.proteins	Montipora_capitata_HIv2.genes.pep
OG0012416	Mcavernosa12297-RA	Montipora_capitata_PredGene_g43115.t1
OG0012418	Mcavernosa08892-RA	Montipora_capitata_PredGene_g65936.t1
OG0012419	Mcavernosa08146-RA	Montipora_capitata_PredGene_g34403.t1
OG0012421	Mcavernosa00397-RA	Montipora_capitata_PredGene_g34404.t1
OG0012422	Mcavernosa08145-RA	Montipora_capitata_PredGene_g34402.t1
OG0012423	Mcavernosa27934-RA	Montipora_capitata_PredGene_g34401.t1
OG0012424	Mcavernosa00348-RA	Montipora_capitata_PredGene_g34399.t1
OG0012425	Mcavernosa02335-RA	Montipora_capitata_PredGene_adi2mcaRNA33014_R0.t1
OG0012426	Mcavernosa09495-RA	Montipora_capitata_PredGene_g70203.t1
OG0012427	Mcavernosa13103-RA	Montipora_capitata_PredGene_g30450.t1
OG0012428	Mcavernosa13097-RA	Montipora_capitata_PredGene_g56981.t1
OG0012429	Mcavernosa13093-RA	Montipora_capitata_PredGene_g56986.t1
OG0012430	Mcavernosa13094-RA	Montipora_capitata_PredGene_g56985.t1
OG0012431	Mcavernosa08997-RA	Montipora_capitata_PredGene_g10942.t1
OG0012433	Mcavernosa17614-RA	Montipora_capitata_PredGene_g40933.t1
OG0012434	Mcavernosa02062-RA	Montipora_capitata_PredGene_g40928.t1
OG0012435	Mcavernosa20093-RA	Montipora_capitata_PredGene_adi2mcaRNA5478_R0.t1
OG0012436	Mcavernosa23636-RA	Montipora_capitata_PredGene_g66594.t1
OG0012437	Mcavernosa09011-RA	Montipora_capitata_PredGene_g51104.t1
OG0012438	Mcavernosa19382-RA	Montipora_capitata_PredGene_g70900.t1
OG0012439	Mcavernosa11728-RA	Montipora_capitata_PredGene_g44531.t1
OG0012440	Mcavernosa14701-RA	Montipora_capitata_PredGene_g66916.t1
OG0012441	Mcavernosa11727-RA	Montipora_capitata_PredGene_g44532.t1
OG0012442	Mcavernosa18884-RA	Montipora_capitata_PredGene_g6516.t1
OG0012443	Mcavernosa23076-RA	Montipora_capitata_PredGene_adi2mcaRNA8071_R0.t1
OG0012444	Mcavernosa23077-RA	Montipora_capitata_PredGene_g3428.t1
OG0012445	Mcavernosa23080-RA	Montipora_capitata_PredGene_g7320.t1
OG0012446	Mcavernosa23078-RA	Montipora_capitata_PredGene_adi2mcaRNA8072_R1.t1
OG0012448	Mcavernosa02179-RA	Montipora_capitata_PredGene_g61935.t1
OG0012449	Mcavernosa02178-RA	Montipora_capitata_PredGene_adi2mcaRNA33412_R1.t1
OG0012450	Mcavernosa02175-RA	Montipora_capitata_PredGene_g61947.t1
OG0012451	Mcavernosa01484-RA	Montipora_capitata_PredGene_adi2mcaRNA26122_R0.t1
OG0012452	Mcavernosa01487-RA	Montipora_capitata_PredGene_g32702.t1
OG0012453	Mcavernosa18343-RA	Montipora_capitata_PredGene_g39218.t1
OG0012454	Mcavernosa08991-RA	Montipora_capitata_PredGene_g9810.t1
OG0012455	Mcavernosa22272-RA	Montipora_capitata_PredGene_g62147.t1
OG0012456	Mcavernosa17880-RA	Montipora_capitata_PredGene_g62138.t1
OG0012457	Mcavernosa04726-RA	Montipora_capitata_PredGene_g52084.t1
OG0012458	Mcavernosa21967-RA	Montipora_capitata_PredGene_g17322.t1
OG0012459	Mcavernosa26176-RA	Montipora_capitata_PredGene_g24057.t1
OG0012460	Mcavernosa21957-RA	Montipora_capitata_PredGene_g16049.t1
OG0012461	Mcavernosa21958-RA	Montipora_capitata_PredGene_g53862.t1
OG0012462	Mcavernosa21954-RA	Montipora_capitata_PredGene_g16052.t1
OG0012463	Mcavernosa28550-RA	Montipora_capitata_PredGene_g31430.t1
OG0012464	Mcavernosa18018-RA	Montipora_capitata_PredGene_g36876.t1
OG0012465	Mcavernosa18017-RA	Montipora_capitata_PredGene_adi2mcaRNA20173_R0.t1
OG0012466	Mcavernosa21364-RA	Montipora_capitata_PredGene_g12772.t1
OG0012467	Mcavernosa10423-RA	Montipora_capitata_PredGene_g39428.t1
OG0012468	Mcavernosa10417-RA	Montipora_capitata_PredGene_adi2mcaRNA686_R0.t1
OG0012469	Mcavernosa10419-RA	Montipora_capitata_PredGene_g39426.t1
OG0012470	Mcavernosa31495-RA	Montipora_capitata_PredGene_g55145.t1
OG0012471	Mcavernosa05071-RA	Montipora_capitata_PredGene_g58864.t1
OG0012472	Mcavernosa31476-RA	Montipora_capitata_PredGene_g58858.t1
OG0012473	Mcavernosa31477-RA, Mcavernosa31479-RA	Montipora_capitata_PredGene_g58859.t1
OG0012474	Mcavernosa31501-RA	Montipora_capitata_PredGene_g55138.t1
OG0012475	Mcavernosa21374-RA	Montipora_capitata_PredGene_g13473.t1
OG0012476	Mcavernosa21372-RA	Montipora_capitata_PredGene_g70668.t1
OG0012477	Mcavernosa21373-RA	Montipora_capitata_PredGene_g13475.t1
OG0012479	Mcavernosa16483-RA	Montipora_capitata_PredGene_g23909.t1
OG0012480	Mcavernosa16321-RA	Montipora_capitata_PredGene_g25228.t1
OG0012481	Mcavernosa26313-RA	Montipora_capitata_PredGene_adi2mcaRNA13419_R0.t1
OG0012483	Mcavernosa24240-RA	Montipora_capitata_PredGene_g54181.t1
OG0012484	Mcavernosa08868-RA	Montipora_capitata_PredGene_adi2mcaRNA25611_R0.t1
OG0012485	Mcavernosa08867-RA	Montipora_capitata_PredGene_g51623.t1
OG0012486	Mcavernosa24802-RA	Montipora_capitata_PredGene_g58925.t1
OG0012487	Mcavernosa27839-RA	Montipora_capitata_PredGene_g36957.t1
OG0012488	Mcavernosa27836-RA	Montipora_capitata_PredGene_g36958.t1
OG0012489	Mcavernosa27828-RA	Montipora_capitata_PredGene_g36972.t1
OG0012490	Mcavernosa27835-RA	Montipora_capitata_PredGene_g36960.t1
OG0012491	Mcavernosa27831-RA	Montipora_capitata_PredGene_g36962.t1
OG0012492	Mcavernosa27843-RA	Montipora_capitata_PredGene_g2523.t1
OG0012493	Mcavernosa27807-RA	Montipora_capitata_PredGene_g69006.t1
OG0012494	Mcavernosa25216-RA	Montipora_capitata_PredGene_g69004.t1
OG0012495	Mcavernosa30864-RA	Montipora_capitata_PredGene_g69003.t1
OG0012498	Mcavernosa11816-RA	Montipora_capitata_PredGene_g27609.t1
OG0012499	Mcavernosa23752-RA	Montipora_capitata_PredGene_adi2mcaRNA27153_R0.t1
OG0012501	Mcavernosa12934-RA	Montipora_capitata_PredGene_g26554.t1
OG0012503	Mcavernosa16316-RA	Montipora_capitata_PredGene_g4765.t1
OG0012504	Mcavernosa16317-RA	Montipora_capitata_PredGene_g4766.t1
OG0012505	Mcavernosa32166-RA	Montipora_capitata_PredGene_g4768.t1
OG0012506	Mcavernosa22157-RA	Montipora_capitata_PredGene_g27644.t1
OG0012507	Mcavernosa18900-RA	Montipora_capitata_PredGene_g51834.t1
OG0012508	Mcavernosa18901-RA	Montipora_capitata_PredGene_g51838.t1
OG0012509	Mcavernosa02775-RA	Montipora_capitata_PredGene_g13995.t1
OG0012510	Mcavernosa00597-RA	Montipora_capitata_PredGene_g1376.t1
OG0012511	Mcavernosa00595-RA	Montipora_capitata_PredGene_g1377.t1
OG0012512	Mcavernosa00598-RA	Montipora_capitata_PredGene_g1375.t1
OG0012513	Mcavernosa04558-RA	Montipora_capitata_PredGene_adi2mcaRNA23543_R1.t1
OG0012514	Mcavernosa05833-RA, Mcavernosa05830-RA	Montipora_capitata_PredGene_g21372.t1, Montipora_capitata_PredGene_g47648.t1
OG0012516	Mcavernosa04961-RA	Montipora_capitata_PredGene_adi2mcaRNA35000_R0.t1
OG0012517	Mcavernosa25965-RA	Montipora_capitata_PredGene_g62260.t1
OG0012518	Mcavernosa30925-RA	Montipora_capitata_PredGene_g62266.t1
OG0012519	Mcavernosa30923-RA	Montipora_capitata_PredGene_g62262.t1
OG0012520	Mcavernosa32150-RA	Montipora_capitata_PredGene_g51717.t1
OG0012522	Mcavernosa31360-RA	Montipora_capitata_PredGene_g51719.t1
OG0012523	Mcavernosa31366-RA	Montipora_capitata_PredGene_g51721.t1
OG0012524	Mcavernosa31352-RA	Montipora_capitata_PredGene_g51722.t1
OG0012526	Mcavernosa07234-RA	Montipora_capitata_PredGene_g32947.t1
OG0012527	Mcavernosa07243-RA	Montipora_capitata_PredGene_g32953.t1
OG0012529	Mcavernosa16761-RA	Montipora_capitata_PredGene_g54821.t1
OG0012530	Mcavernosa16762-RA	Montipora_capitata_PredGene_g54820.t1
OG0012532	Mcavernosa31022-RA	Montipora_capitata_PredGene_g33922.t1
OG0012533	Mcavernosa31030-RA	Montipora_capitata_PredGene_g33926.t1
OG0012534	Mcavernosa31034-RA	Montipora_capitata_PredGene_g33929.t1
OG0012535	Mcavernosa31009-RA, Mcavernosa31007-RA, Mcavernosa31015-RA	Montipora_capitata_PredGene_g32698.t1, Montipora_capitata_PredGene_g19168.t1
OG0012536	Mcavernosa31018-RA	Montipora_capitata_PredGene_g19172.t1
OG0012537	Mcavernosa31023-RA	Montipora_capitata_PredGene_g33923.t1
OG0012538	Mcavernosa31035-RA	Montipora_capitata_PredGene_g33928.t1
OG0012539	Mcavernosa31031-RA	Montipora_capitata_PredGene_g33927.t1
OG0012540	Mcavernosa31788-RA	Montipora_capitata_PredGene_g29113.t1
OG0012542	Mcavernosa22562-RA	Montipora_capitata_PredGene_g8021.t1
OG0012543	Mcavernosa22566-RA	Montipora_capitata_PredGene_g8023.t1
OG0012544	Mcavernosa01575-RA	Montipora_capitata_PredGene_g33231.t1
OG0012545	Mcavernosa01576-RA	Montipora_capitata_PredGene_g33232.t1
OG0012546	Mcavernosa09419-RA	Montipora_capitata_PredGene_g29743.t1
OG0012547	Mcavernosa23292-RA	Montipora_capitata_PredGene_g6685.t1
OG0012549	Mcavernosa22933-RA	Montipora_capitata_PredGene_g16489.t1
OG0012550	Mcavernosa26462-RA	Montipora_capitata_PredGene_g16491.t1
OG0012551	Mcavernosa22931-RA	Montipora_capitata_PredGene_g12822.t1
OG0012552	Mcavernosa19451-RA	Montipora_capitata_PredGene_g61694.t1
OG0012553	Mcavernosa13585-RA	Montipora_capitata_PredGene_adi2mcaRNA31050_R0.t1
OG0012555	Mcavernosa31225-RA	Montipora_capitata_PredGene_g38789.t1
OG0012556	Mcavernosa34673-RA	Montipora_capitata_PredGene_g63099.t1
OG0012557	Mcavernosa28415-RA	Montipora_capitata_PredGene_g42339.t1
OG0012558	Mcavernosa28416-RA	Montipora_capitata_PredGene_g42340.t1
OG0012559	Mcavernosa18106-RA	Montipora_capitata_PredGene_g24242.t1
OG0012560	Mcavernosa18105-RA	Montipora_capitata_PredGene_g24241.t1
OG0012561	Mcavernosa01974-RA	Montipora_capitata_PredGene_g26542.t1
OG0012562	Mcavernosa35077-RA	Montipora_capitata_PredGene_g42032.t1
OG0012563	Mcavernosa33463-RA	Montipora_capitata_PredGene_g47224.t1
OG0012564	Mcavernosa20816-RA	Montipora_capitata_PredGene_g47220.t1
OG0012565	Mcavernosa02428-RA	Montipora_capitata_PredGene_g19266.t1
OG0012566	Mcavernosa02431-RA	Montipora_capitata_PredGene_g19265.t1
OG0012567	Mcavernosa16649-RA	Montipora_capitata_PredGene_g45510.t1
OG0012568	Mcavernosa16647-RA	Montipora_capitata_PredGene_g45512.t1
OG0012569	Mcavernosa16656-RA	Montipora_capitata_PredGene_adi2mcaRNA12974_R0.t1
OG0012571	Mcavernosa16644-RA	Montipora_capitata_PredGene_g7622.t1
OG0012572	Mcavernosa16641-RA	Montipora_capitata_PredGene_g7620.t1
OG0012573	Mcavernosa17271-RA	Montipora_capitata_PredGene_g13698.t1
OG0012574	Mcavernosa17270-RA	Montipora_capitata_PredGene_g13697.t1
OG0012575	Mcavernosa16677-RA	Montipora_capitata_PredGene_g55982.t1
OG0012576	Mcavernosa16675-RA	Montipora_capitata_PredGene_g55980.t1
OG0012577	Mcavernosa16672-RA	Montipora_capitata_PredGene_g55974.t1
OG0012578	Mcavernosa16671-RA	Montipora_capitata_PredGene_g55973.t1
OG0012579	Mcavernosa30765-RA	Montipora_capitata_PredGene_g51830.t1
OG0012581	Mcavernosa06451-RA	Montipora_capitata_PredGene_g55278.t1
OG0012582	Mcavernosa06450-RA	Montipora_capitata_PredGene_g55277.t1
OG0012584	Mcavernosa17367-RA	Montipora_capitata_PredGene_g41189.t1
OG0012585	Mcavernosa27816-RA	Montipora_capitata_PredGene_g36980.t1
OG0012586	Mcavernosa13245-RA	Montipora_capitata_PredGene_g23889.t1
OG0012587	Mcavernosa24636-RA	Montipora_capitata_PredGene_g57952.t1
OG0012588	Mcavernosa10534-RA	Montipora_capitata_PredGene_g57618.t1
OG0012589	Mcavernosa10527-RA	Montipora_capitata_PredGene_g57612.t1
OG0012590	Mcavernosa10525-RA	Montipora_capitata_PredGene_g57611.t1
OG0012591	Mcavernosa00528-RA	Montipora_capitata_PredGene_g55653.t1
OG0012592	Mcavernosa03943-RA	Montipora_capitata_PredGene_g5.t1
OG0012594	Mcavernosa21300-RA	Montipora_capitata_PredGene_adi2mcaRNA66_R0.t1
OG0012595	Mcavernosa20036-RA	Montipora_capitata_PredGene_g48214.t1
OG0012596	Mcavernosa07903-RA	Montipora_capitata_PredGene_g69328.t1
OG0012597	Mcavernosa12870-RA	Montipora_capitata_PredGene_g12754.t1
OG0012598	Mcavernosa12849-RA	Montipora_capitata_PredGene_g12757.t1
OG0012599	Mcavernosa22031-RA	Montipora_capitata_PredGene_g60547.t1
OG0012600	Mcavernosa16882-RA	Montipora_capitata_PredGene_g37363.t1
OG0012601	Mcavernosa01817-RA	Montipora_capitata_PredGene_g28539.t1
OG0012602	Mcavernosa16866-RA	Montipora_capitata_PredGene_g37388.t1
OG0012603	Mcavernosa16876-RA	Montipora_capitata_PredGene_g37368.t1
OG0012604	Mcavernosa16877-RA	Montipora_capitata_PredGene_adi2mcaRNA26413_R0.t1
OG0012605	Mcavernosa01803-RA	Montipora_capitata_PredGene_g28530.t1
OG0012606	Mcavernosa01805-RA	Montipora_capitata_PredGene_adi2mcaRNA26373_R0.t1
OG0012607	Mcavernosa01819-RA	Montipora_capitata_PredGene_g28538.t1
OG0012608	Mcavernosa01820-RA	Montipora_capitata_PredGene_g28537.t1
OG0012609	Mcavernosa29600-RA	Montipora_capitata_PredGene_g8583.t1
OG0012610	Mcavernosa32478-RA	Montipora_capitata_PredGene_g32000.t1
OG0012611	Mcavernosa22551-RA	Montipora_capitata_PredGene_adi2mcaRNA23633_R0.t1
OG0012612	Mcavernosa22550-RA	Montipora_capitata_PredGene_g32057.t1
OG0012613	Mcavernosa32507-RA	Montipora_capitata_PredGene_g32060.t1
OG0012614	Mcavernosa22536-RA	Montipora_capitata_PredGene_g32042.t1
OG0012615	Mcavernosa22537-RA	Montipora_capitata_PredGene_g32041.t1
OG0012616	Mcavernosa22547-RA	Montipora_capitata_PredGene_adi2mcaRNA23647_R0.t1
OG0012618	Mcavernosa22532-RA	Montipora_capitata_PredGene_g32030.t1
OG0012619	Mcavernosa32495-RA	Montipora_capitata_PredGene_g32028.t1
OG0012620	Mcavernosa27815-RA	Montipora_capitata_PredGene_g36984.t1
OG0012621	Mcavernosa27814-RA	Montipora_capitata_PredGene_g36985.t1
OG0012622	Mcavernosa23770-RA	Montipora_capitata_PredGene_g36991.t1
OG0012623	Mcavernosa23768-RA	Montipora_capitata_PredGene_g36992.t1
OG0012624	Mcavernosa23766-RA	Montipora_capitata_PredGene_adi2mcaRNA16930_R0.t1
OG0012626	Mcavernosa13493-RA	Montipora_capitata_PredGene_g67172.t1
OG0012627	Mcavernosa32641-RA	Montipora_capitata_PredGene_g67163.t1
OG0012628	Mcavernosa13483-RA	Montipora_capitata_PredGene_g67155.t1
OG0012630	Mcavernosa20454-RA	Montipora_capitata_PredGene_g36767.t1
OG0012631	Mcavernosa14156-RA	Montipora_capitata_PredGene_g9717.t1
OG0012632	Mcavernosa14182-RA	Montipora_capitata_PredGene_g69701.t1
OG0012633	Mcavernosa11066-RA	Montipora_capitata_PredGene_g63054.t1
OG0012634	Mcavernosa00671-RA	Montipora_capitata_PredGene_g60146.t1
OG0012635	Mcavernosa00110-RA	Montipora_capitata_PredGene_g22663.t1
OG0012636	Mcavernosa00102-RA	Montipora_capitata_PredGene_g22627.t1
OG0012637	Mcavernosa13415-RA	Montipora_capitata_PredGene_g33668.t1
OG0012638	Mcavernosa13417-RA	Montipora_capitata_PredGene_g33665.t1
OG0012639	Mcavernosa11122-RA	Montipora_capitata_PredGene_g19294.t1
OG0012640	Mcavernosa11127-RA	Montipora_capitata_PredGene_g54361.t1
OG0012641	Mcavernosa11125-RA	Montipora_capitata_PredGene_g54368.t1
OG0012642	Mcavernosa11117-RA	Montipora_capitata_PredGene_g30380.t1
OG0012643	Mcavernosa03596-RA	Montipora_capitata_PredGene_adi2mcaRNA17575_R0.t1
OG0012644	Mcavernosa26048-RA	Montipora_capitata_PredGene_g29937.t1
OG0012645	Mcavernosa18593-RA	Montipora_capitata_PredGene_g35588.t1
OG0012646	Mcavernosa18592-RA	Montipora_capitata_PredGene_adi2mcaRNA19558_R0.t1
OG0012648	Mcavernosa07519-RA	Montipora_capitata_PredGene_g21666.t1
OG0012649	Mcavernosa29651-RA	Montipora_capitata_PredGene_g54035.t1
OG0012653	Mcavernosa15728-RA	Montipora_capitata_PredGene_g21662.t1
OG0012654	Mcavernosa27956-RA	Montipora_capitata_PredGene_g35106.t1
OG0012655	Mcavernosa27960-RA	Montipora_capitata_PredGene_g35102.t1
OG0012656	Mcavernosa33054-RA	Montipora_capitata_PredGene_g35101.t1
OG0012657	Mcavernosa27967-RA	Montipora_capitata_PredGene_g35095.t1
OG0012658	Mcavernosa27963-RA	Montipora_capitata_PredGene_g35099.t1
OG0012659	Mcavernosa27966-RA	Montipora_capitata_PredGene_g35096.t1
OG0012660	Mcavernosa14092-RA	Montipora_capitata_PredGene_g69405.t1
OG0012661	Mcavernosa21716-RA	Montipora_capitata_PredGene_g69414.t1
OG0012663	Mcavernosa21718-RA	Montipora_capitata_PredGene_g69412.t1
OG0012664	Mcavernosa24289-RA	Montipora_capitata_PredGene_g9918.t1
OG0012665	Mcavernosa14091-RA	Montipora_capitata_PredGene_g69406.t1
OG0012666	Mcavernosa16947-RA	Montipora_capitata_PredGene_g47167.t1
OG0012667	Mcavernosa16949-RA	Montipora_capitata_PredGene_g47168.t1
OG0012668	Mcavernosa04020-RA	Montipora_capitata_PredGene_adi2mcaRNA4024_R0.t1
OG0012669	Mcavernosa04547-RA	Montipora_capitata_PredGene_g46726.t1
OG0012670	Mcavernosa04545-RA	Montipora_capitata_PredGene_g46725.t1
OG0012671	Mcavernosa03555-RA	Montipora_capitata_PredGene_g46723.t1
OG0012673	Mcavernosa10163-RA	Montipora_capitata_PredGene_g32351.t1
OG0012676	Mcavernosa13834-RA	Montipora_capitata_PredGene_g10223.t1
OG0012677	Mcavernosa00784-RA	Montipora_capitata_PredGene_g21439.t1
OG0012678	Mcavernosa30149-RA	Montipora_capitata_PredGene_g4273.t1
OG0012679	Mcavernosa20029-RA	Montipora_capitata_PredGene_g4704.t1
OG0012680	Mcavernosa18476-RA	Montipora_capitata_PredGene_g10462.t1
OG0012681	Mcavernosa20027-RA	Montipora_capitata_PredGene_g4706.t1
OG0012682	Mcavernosa20026-RA	Montipora_capitata_PredGene_g4707.t1
OG0012683	Mcavernosa20025-RA	Montipora_capitata_PredGene_adi2mcaRNA31_R0.t1
OG0012685	Mcavernosa18502-RA	Montipora_capitata_PredGene_g4282.t1
OG0012687	Mcavernosa23512-RA	Montipora_capitata_PredGene_g32632.t1, Montipora_capitata_PredGene_g17217.t1, Montipora_capitata_PredGene_g19973.t1
OG0012688	Mcavernosa04883-RA	Montipora_capitata_PredGene_g23505.t1
OG0012689	Mcavernosa04869-RA	Montipora_capitata_PredGene_g23512.t1
OG0012690	Mcavernosa04878-RA	Montipora_capitata_PredGene_g23507.t1
OG0012691	Mcavernosa28641-RA	Montipora_capitata_PredGene_g52846.t1
OG0012692	Mcavernosa28639-RA	Montipora_capitata_PredGene_g52847.t1
OG0012693	Mcavernosa06083-RA	Montipora_capitata_PredGene_g52842.t1
OG0012694	Mcavernosa32221-RA	Montipora_capitata_PredGene_adi2mcaRNA35582_R0.t1
OG0012695	Mcavernosa32213-RA	Montipora_capitata_PredGene_g21536.t1
OG0012696	Mcavernosa32230-RA	Montipora_capitata_PredGene_g50390.t1
OG0012697	Mcavernosa11950-RA	Montipora_capitata_PredGene_g21555.t1
OG0012698	Mcavernosa32216-RA	Montipora_capitata_PredGene_g21534.t1
OG0012699	Mcavernosa23400-RA	Montipora_capitata_PredGene_g21539.t1
OG0012701	Mcavernosa23399-RA	Montipora_capitata_PredGene_g21538.t1
OG0012702	Mcavernosa10360-RA	Montipora_capitata_PredGene_adi2mcaRNA21682_R1.t1
OG0012703	Mcavernosa17014-RA	Montipora_capitata_PredGene_g13228.t1
OG0012705	Mcavernosa28003-RA	Montipora_capitata_PredGene_g35041.t1
OG0012706	Mcavernosa28002-RA	Montipora_capitata_PredGene_g35040.t1
OG0012707	Mcavernosa07233-RA	Montipora_capitata_PredGene_adi2mcaRNA16708_R0.t1
OG0012708	Mcavernosa31731-RA	Montipora_capitata_PredGene_g40431.t1
OG0012709	Mcavernosa31722-RA	Montipora_capitata_PredGene_g40433.t1
OG0012710	Mcavernosa08940-RA	Montipora_capitata_PredGene_g56280.t1
OG0012711	Mcavernosa16022-RA	Montipora_capitata_PredGene_g56265.t1
OG0012713	Mcavernosa16025-RA	Montipora_capitata_PredGene_g56252.t1
OG0012714	Mcavernosa08923-RA	Montipora_capitata_PredGene_g47627.t1
OG0012715	Mcavernosa08926-RA	Montipora_capitata_PredGene_g47623.t1
OG0012716	Mcavernosa08934-RA	Montipora_capitata_PredGene_g47616.t1
OG0012718	Mcavernosa16019-RA	Montipora_capitata_PredGene_g56275.t1
OG0012719	Mcavernosa16036-RA	Montipora_capitata_PredGene_g50871.t1
OG0012720	Mcavernosa01365-RA	Montipora_capitata_PredGene_g64705.t1
OG0012723	Mcavernosa19861-RA	Montipora_capitata_PredGene_g43281.t1
OG0012725	Mcavernosa14068-RA	Montipora_capitata_PredGene_g18626.t1
OG0012726	Mcavernosa21584-RA	Montipora_capitata_PredGene_adi2mcaRNA13151_R0.t1
OG0012727	Mcavernosa15527-RA	Montipora_capitata_PredGene_g41322.t1
OG0012728	Mcavernosa21580-RA	Montipora_capitata_PredGene_g41341.t1
OG0012729	Mcavernosa21581-RA	Montipora_capitata_PredGene_g41342.t1
OG0012730	Mcavernosa21590-RA	Montipora_capitata_PredGene_g41346.t1
OG0012732	Mcavernosa19228-RA	Montipora_capitata_PredGene_g50249.t1
OG0012733	Mcavernosa15673-RA	Montipora_capitata_PredGene_g33286.t1
OG0012735	Mcavernosa30727-RA	Montipora_capitata_PredGene_g25714.t1
OG0012736	Mcavernosa30728-RA	Montipora_capitata_PredGene_g25713.t1
OG0012737	Mcavernosa17032-RA	Montipora_capitata_PredGene_g23808.t1
OG0012738	Mcavernosa17030-RA	Montipora_capitata_PredGene_g23809.t1
OG0012739	Mcavernosa09906-RA	Montipora_capitata_PredGene_g41950.t1
OG0012740	Mcavernosa09907-RA	Montipora_capitata_PredGene_g41951.t1
OG0012741	Mcavernosa09910-RA	Montipora_capitata_PredGene_g41953.t1
OG0012742	Mcavernosa09911-RA	Montipora_capitata_PredGene_g41954.t1
OG0012743	Mcavernosa09912-RA	Montipora_capitata_PredGene_g41955.t1
OG0012744	Mcavernosa09572-RA	Montipora_capitata_PredGene_g41960.t1
OG0012745	Mcavernosa07080-RA	Montipora_capitata_PredGene_g23034.t1
OG0012746	Mcavernosa07075-RA	Montipora_capitata_PredGene_g23026.t1
OG0012748	Mcavernosa05946-RA	Montipora_capitata_PredGene_g10185.t1
OG0012749	Mcavernosa32260-RA	Montipora_capitata_PredGene_g29624.t1, Montipora_capitata_PredGene_g50843.t1, Montipora_capitata_PredGene_g27987.t1
OG0012750	Mcavernosa22822-RA	Montipora_capitata_PredGene_g63508.t1
OG0012751	Mcavernosa34675-RA	Montipora_capitata_PredGene_g33358.t1
OG0012752	Mcavernosa12131-RA	Montipora_capitata_PredGene_g33361.t1
OG0012753	Mcavernosa30253-RA	Montipora_capitata_PredGene_g34636.t1
OG0012755	Mcavernosa00187-RA	Montipora_capitata_PredGene_g58071.t1
OG0012756	Mcavernosa00190-RA	Montipora_capitata_PredGene_g58069.t1
OG0012759	Mcavernosa12302-RA	Montipora_capitata_PredGene_g3261.t1
OG0012760	Mcavernosa12303-RA	Montipora_capitata_PredGene_g14388.t1
OG0012761	Mcavernosa01066-RA	Montipora_capitata_PredGene_g37228.t1
OG0012763	Mcavernosa04992-RA	Montipora_capitata_PredGene_g35435.t1
OG0012764	Mcavernosa10904-RA	Montipora_capitata_PredGene_adi2mcaRNA29163_R0.t1
OG0012766	Mcavernosa09933-RA	Montipora_capitata_PredGene_adi2mcaRNA29147_R0.t1
OG0012767	Mcavernosa34456-RA	Montipora_capitata_PredGene_g38584.t1
OG0012769	Mcavernosa22707-RA	Montipora_capitata_PredGene_adi2mcaRNA4385_R0.t1
OG0012770	Mcavernosa05002-RA	Montipora_capitata_PredGene_adi2mcaRNA4390_R0.t1
OG0012771	Mcavernosa05007-RA	Montipora_capitata_PredGene_adi2mcaRNA4393_R0.t1
OG0012772	Mcavernosa22710-RA	Montipora_capitata_PredGene_g35428.t1
OG0012773	Mcavernosa20292-RA	Montipora_capitata_PredGene_g52467.t1
OG0012774	Mcavernosa05781-RA	Montipora_capitata_PredGene_g52461.t1
OG0012775	Mcavernosa05782-RA	Montipora_capitata_PredGene_g52462.t1
OG0012776	Mcavernosa11192-RA	Montipora_capitata_PredGene_g35264.t1
OG0012777	Mcavernosa14811-RA	Montipora_capitata_PredGene_g27735.t1
OG0012779	Mcavernosa14810-RA	Montipora_capitata_PredGene_g27740.t1
OG0012780	Mcavernosa14833-RA	Montipora_capitata_PredGene_g27776.t1
OG0012782	Mcavernosa13758-RA	Montipora_capitata_PredGene_g41263.t1
OG0012783	Mcavernosa06084-RA	Montipora_capitata_PredGene_g52841.t1
OG0012784	Mcavernosa10843-RA	Montipora_capitata_PredGene_adi2mcaRNA3743_R0.t1
OG0012785	Mcavernosa28755-RA	Montipora_capitata_PredGene_g43731.t1
OG0012786	Mcavernosa28768-RA	Montipora_capitata_PredGene_g43735.t1
OG0012787	Mcavernosa10836-RA	Montipora_capitata_PredGene_g4253.t1
OG0012788	Mcavernosa28762-RA, Mcavernosa28764-RA	Montipora_capitata_PredGene_g43737.t1
OG0012789	Mcavernosa10513-RA	Montipora_capitata_PredGene_adi2mcaRNA3746_R0.t1
OG0012791	Mcavernosa17508-RA	Montipora_capitata_PredGene_g17271.t1
OG0012792	Mcavernosa19502-RA	Montipora_capitata_PredGene_g31033.t1
OG0012793	Mcavernosa04133-RA	Montipora_capitata_PredGene_g40324.t1
OG0012794	Mcavernosa23655-RA	Montipora_capitata_PredGene_g40317.t1
OG0012795	Mcavernosa17949-RA	Montipora_capitata_PredGene_adi2mcaRNA31040_R0.t1
OG0012796	Mcavernosa17947-RA	Montipora_capitata_PredGene_g41938.t1
OG0012797	Mcavernosa04124-RA	Montipora_capitata_PredGene_g40329.t1
OG0012798	Mcavernosa04123-RA	Montipora_capitata_PredGene_g40330.t1
OG0012799	Mcavernosa02860-RA	Montipora_capitata_PredGene_g41930.t1
OG0012801	Mcavernosa02865-RA	Montipora_capitata_PredGene_adi2mcaRNA31045_R0.t1
OG0012802	Mcavernosa15612-RA	Montipora_capitata_PredGene_g39402.t1
OG0012803	Mcavernosa15608-RA	Montipora_capitata_PredGene_g39399.t1
