Orthogroup	Mcavernosa.maker.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0012924	Mcavernosa15290-RA	Pocillopora_acuta_HIv1_PredGene_g30962.t1
OG0012925	Mcavernosa17312-RA	Pocillopora_acuta_HIv1_PredGene_g11018.t1
OG0012926	Mcavernosa17313-RA	Pocillopora_acuta_HIv1_PredGene_g11014.t1
OG0012927	Mcavernosa24851-RA	Pocillopora_acuta_HIv1_PredGene_g18655.t1
OG0012929	Mcavernosa21650-RA	Pocillopora_acuta_HIv1_PredGene_g13151.t1
OG0012931	Mcavernosa29571-RA	Pocillopora_acuta_HIv1_PredGene_g18174.t1
OG0012932	Mcavernosa20083-RA	Pocillopora_acuta_HIv1_PredGene_g18179.t1
OG0012933	Mcavernosa27715-RA	Pocillopora_acuta_HIv1_PredGene_g18171.t1
OG0012934	Mcavernosa16150-RA	Pocillopora_acuta_HIv1_PredGene_g30866.t1
OG0012936	Mcavernosa23963-RA	Pocillopora_acuta_HIv1_PredGene_g11619.t1
OG0012937	Mcavernosa06418-RA	Pocillopora_acuta_HIv1_PredGene_g11613.t1
OG0012938	Mcavernosa04639-RA	Pocillopora_acuta_HIv1_PredGene_g24861.t1
OG0012940	Mcavernosa32000-RA	Pocillopora_acuta_HIv1_PredGene_g21871.t1
OG0012942	Mcavernosa31157-RA	Pocillopora_acuta_HIv1_PredGene_g15271.t1, Pocillopora_acuta_HIv1_PredGene_22203_t
OG0012943	Mcavernosa04172-RA	Pocillopora_acuta_HIv1_PredGene_g19396.t1, Pocillopora_acuta_HIv1_PredGene_g24367.t1
OG0012944	Mcavernosa18743-RA	Pocillopora_acuta_HIv1_PredGene_g19480.t1
OG0012945	Mcavernosa18744-RA	Pocillopora_acuta_HIv1_PredGene_g32149.t1, Pocillopora_acuta_HIv1_PredGene_g19481.t1
OG0012946	Mcavernosa05382-RA	Pocillopora_acuta_HIv1_PredGene_g19531.t1
OG0012947	Mcavernosa31156-RA	Pocillopora_acuta_HIv1_PredGene_g2473.t1
OG0012949	Mcavernosa31149-RA	Pocillopora_acuta_HIv1_PredGene_g2469.t1
OG0012950	Mcavernosa31150-RA	Pocillopora_acuta_HIv1_PredGene_g2470.t1
OG0012951	Mcavernosa31151-RA	Pocillopora_acuta_HIv1_PredGene_g2471.t1
OG0012952	Mcavernosa02173-RA	Pocillopora_acuta_HIv1_PredGene_g17031.t1
OG0012953	Mcavernosa02177-RA	Pocillopora_acuta_HIv1_PredGene_g17032.t1
OG0012954	Mcavernosa28811-RA	Pocillopora_acuta_HIv1_PredGene_g11389.t1
OG0012955	Mcavernosa32499-RA	Pocillopora_acuta_HIv1_PredGene_g7639.t2, Pocillopora_acuta_HIv1_PredGene_g7639.t1
OG0012956	Mcavernosa19240-RA, Mcavernosa19241-RA	Pocillopora_acuta_HIv1_PredGene_g11390.t1
OG0012957	Mcavernosa18909-RA	Pocillopora_acuta_HIv1_PredGene_g11633.t1
OG0012958	Mcavernosa05572-RA	Pocillopora_acuta_HIv1_PredGene_g9993.t1, Pocillopora_acuta_HIv1_PredGene_27456_t, Pocillopora_acuta_HIv1_PredGene_28392_t
OG0012960	Mcavernosa06123-RA	Pocillopora_acuta_HIv1_PredGene_g30513.t1
OG0012961	Mcavernosa06932-RA	Pocillopora_acuta_HIv1_PredGene_g18238.t1
OG0012962	Mcavernosa06933-RA	Pocillopora_acuta_HIv1_PredGene_g18237.t1
OG0012963	Mcavernosa06929-RA	Pocillopora_acuta_HIv1_PredGene_g18241.t1
OG0012964	Mcavernosa06930-RA	Pocillopora_acuta_HIv1_PredGene_g18240.t1
OG0012965	Mcavernosa06931-RA	Pocillopora_acuta_HIv1_PredGene_g18239.t1
OG0012966	Mcavernosa06927-RA	Pocillopora_acuta_HIv1_PredGene_g18243.t1
OG0012967	Mcavernosa14375-RA	Pocillopora_acuta_HIv1_PredGene_g16311.t1
OG0012968	Mcavernosa05638-RA	Pocillopora_acuta_HIv1_PredGene_g14961.t1
OG0012970	Mcavernosa07501-RA	Pocillopora_acuta_HIv1_PredGene_g18761.t1
OG0012971	Mcavernosa05633-RA	Pocillopora_acuta_HIv1_PredGene_g14965.t1
OG0012972	Mcavernosa05634-RA	Pocillopora_acuta_HIv1_PredGene_g14966.t1
OG0012974	Mcavernosa10822-RA	Pocillopora_acuta_HIv1_PredGene_g17196.t1
OG0012975	Mcavernosa20688-RA	Pocillopora_acuta_HIv1_PredGene_g9580.t1
OG0012976	Mcavernosa20690-RA	Pocillopora_acuta_HIv1_PredGene_g9584.t1
OG0012977	Mcavernosa20682-RA	Pocillopora_acuta_HIv1_PredGene_g9575.t1
OG0012978	Mcavernosa20683-RA	Pocillopora_acuta_HIv1_PredGene_g9577.t1
OG0012979	Mcavernosa18293-RA	Pocillopora_acuta_HIv1_PredGene_g546.t1, Pocillopora_acuta_HIv1_PredGene_g2653.t1
OG0012980	Mcavernosa28426-RA	Pocillopora_acuta_HIv1_PredGene_g1622.t1
OG0012983	Mcavernosa08763-RA	Pocillopora_acuta_HIv1_PredGene_g21847.t1
OG0012984	Mcavernosa08760-RA	Pocillopora_acuta_HIv1_PredGene_g21849.t1
OG0012985	Mcavernosa08762-RA	Pocillopora_acuta_HIv1_PredGene_g21848.t1
OG0012986	Mcavernosa02359-RA	Pocillopora_acuta_HIv1_PredGene_g23138.t1
OG0012987	Mcavernosa08260-RA	Pocillopora_acuta_HIv1_PredGene_g20826.t1
OG0012988	Mcavernosa26482-RA	Pocillopora_acuta_HIv1_PredGene_g10216.t1
OG0012989	Mcavernosa07505-RA	Pocillopora_acuta_HIv1_PredGene_g18750.t1
OG0012990	Mcavernosa07508-RA	Pocillopora_acuta_HIv1_PredGene_g18749.t1
OG0012992	Mcavernosa03912-RA	Pocillopora_acuta_HIv1_PredGene_g19442.t1, Pocillopora_acuta_HIv1_PredGene_g19874.t1
OG0012993	Mcavernosa26595-RA	Pocillopora_acuta_HIv1_PredGene_g29996.t1
OG0012994	Mcavernosa21703-RA	Pocillopora_acuta_HIv1_PredGene_g29992.t1
OG0012995	Mcavernosa21704-RA	Pocillopora_acuta_HIv1_PredGene_g29991.t1
OG0012996	Mcavernosa21707-RA	Pocillopora_acuta_HIv1_PredGene_g29989.t1
OG0012997	Mcavernosa07849-RA	Pocillopora_acuta_HIv1_PredGene_g2474.t1
OG0012999	Mcavernosa05105-RA	Pocillopora_acuta_HIv1_PredGene_g12043.t1
OG0013000	Mcavernosa24457-RA	Pocillopora_acuta_HIv1_PredGene_g4289.t1
OG0013002	Mcavernosa14331-RA	Pocillopora_acuta_HIv1_PredGene_g22094.t1
OG0013004	Mcavernosa10263-RA	Pocillopora_acuta_HIv1_PredGene_g21750.t1
OG0013005	Mcavernosa26219-RA	Pocillopora_acuta_HIv1_PredGene_g4585.t1
OG0013006	Mcavernosa26867-RA	Pocillopora_acuta_HIv1_PredGene_g21395.t2, Pocillopora_acuta_HIv1_PredGene_g21395.t1
OG0013007	Mcavernosa10922-RA	Pocillopora_acuta_HIv1_PredGene_g10911.t1
OG0013009	Mcavernosa10917-RA	Pocillopora_acuta_HIv1_PredGene_g10913.t1
OG0013010	Mcavernosa10920-RA	Pocillopora_acuta_HIv1_PredGene_g10912.t1
OG0013011	Mcavernosa29620-RA	Pocillopora_acuta_HIv1_PredGene_g28432.t1
OG0013012	Mcavernosa13051-RA	Pocillopora_acuta_HIv1_PredGene_g23642.t1
OG0013013	Mcavernosa13044-RA	Pocillopora_acuta_HIv1_PredGene_g23636.t1
OG0013014	Mcavernosa12574-RA	Pocillopora_acuta_HIv1_PredGene_g29779.t1
OG0013015	Mcavernosa15414-RA	Pocillopora_acuta_HIv1_PredGene_g6522.t1
OG0013017	Mcavernosa15418-RA	Pocillopora_acuta_HIv1_PredGene_g6520.t1
OG0013018	Mcavernosa15415-RA	Pocillopora_acuta_HIv1_PredGene_g6521.t1, Pocillopora_acuta_HIv1_PredGene_5771_t
OG0013020	Mcavernosa13664-RA	Pocillopora_acuta_HIv1_PredGene_g3306.t1
OG0013021	Mcavernosa13665-RA	Pocillopora_acuta_HIv1_PredGene_g3307.t1
OG0013023	Mcavernosa13670-RA	Pocillopora_acuta_HIv1_PredGene_g3309.t1
OG0013024	Mcavernosa13662-RA	Pocillopora_acuta_HIv1_PredGene_g3304.t1
OG0013025	Mcavernosa13663-RA	Pocillopora_acuta_HIv1_PredGene_g3305.t1
OG0013026	Mcavernosa03854-RA	Pocillopora_acuta_HIv1_PredGene_g29338.t1
OG0013027	Mcavernosa03823-RA	Pocillopora_acuta_HIv1_PredGene_g29354.t1
OG0013028	Mcavernosa03857-RA	Pocillopora_acuta_HIv1_PredGene_g29343.t1
OG0013029	Mcavernosa03860-RA	Pocillopora_acuta_HIv1_PredGene_g29344.t1
OG0013030	Mcavernosa03829-RA	Pocillopora_acuta_HIv1_PredGene_g29325.t1
OG0013032	Mcavernosa01999-RA	Pocillopora_acuta_HIv1_PredGene_g14033.t1
OG0013033	Mcavernosa01996-RA	Pocillopora_acuta_HIv1_PredGene_g14036.t1
OG0013034	Mcavernosa01995-RA	Pocillopora_acuta_HIv1_PredGene_g14037.t1
OG0013035	Mcavernosa01994-RA	Pocillopora_acuta_HIv1_PredGene_g14038.t1
OG0013036	Mcavernosa09946-RA	Pocillopora_acuta_HIv1_PredGene_g12567.t1
OG0013037	Mcavernosa26050-RA	Pocillopora_acuta_HIv1_PredGene_g11957.t1
OG0013039	Mcavernosa02558-RA	Pocillopora_acuta_HIv1_PredGene_g27345.t1
OG0013040	Mcavernosa02580-RA	Pocillopora_acuta_HIv1_PredGene_g17103.t2, Pocillopora_acuta_HIv1_PredGene_g17103.t1
OG0013041	Mcavernosa02574-RA	Pocillopora_acuta_HIv1_PredGene_g17100.t1
OG0013043	Mcavernosa29055-RA	Pocillopora_acuta_HIv1_PredGene_g21461.t1
OG0013045	Mcavernosa19342-RA	Pocillopora_acuta_HIv1_PredGene_g25323.t1
OG0013046	Mcavernosa19350-RA	Pocillopora_acuta_HIv1_PredGene_g25326.t1
OG0013047	Mcavernosa19351-RA	Pocillopora_acuta_HIv1_PredGene_g25327.t1
OG0013048	Mcavernosa29115-RA	Pocillopora_acuta_HIv1_PredGene_g4181.t1
OG0013050	Mcavernosa03798-RA	Pocillopora_acuta_HIv1_PredGene_g807.t1
OG0013051	Mcavernosa32107-RA	Pocillopora_acuta_HIv1_PredGene_g4335.t1
OG0013052	Mcavernosa05330-RA	Pocillopora_acuta_HIv1_PredGene_g31271.t1
OG0013054	Mcavernosa23588-RA	Pocillopora_acuta_HIv1_PredGene_g23620.t1
OG0013055	Mcavernosa29077-RA	Pocillopora_acuta_HIv1_PredGene_g23622.t1
OG0013056	Mcavernosa27544-RA	Pocillopora_acuta_HIv1_PredGene_g21456.t1
OG0013058	Mcavernosa04455-RA	Pocillopora_acuta_HIv1_PredGene_g1114.t1
OG0013059	Mcavernosa19643-RA	Pocillopora_acuta_HIv1_PredGene_g9242.t1
OG0013060	Mcavernosa28581-RA	Pocillopora_acuta_HIv1_PredGene_g17421.t1
OG0013062	Mcavernosa19401-RA	Pocillopora_acuta_HIv1_PredGene_g25836.t1
OG0013065	Mcavernosa21610-RA	Pocillopora_acuta_HIv1_PredGene_g4128.t1
OG0013067	Mcavernosa06507-RA	Pocillopora_acuta_HIv1_PredGene_g28935.t1
OG0013068	Mcavernosa10765-RA	Pocillopora_acuta_HIv1_PredGene_g29003.t1
OG0013070	Mcavernosa06499-RA, Mcavernosa06498-RA	Pocillopora_acuta_HIv1_PredGene_g28942.t1
OG0013071	Mcavernosa06509-RA	Pocillopora_acuta_HIv1_PredGene_g28931.t1
OG0013072	Mcavernosa06510-RA	Pocillopora_acuta_HIv1_PredGene_g28932.t1
OG0013073	Mcavernosa06513-RA	Pocillopora_acuta_HIv1_PredGene_g28925.t1
OG0013074	Mcavernosa06511-RA	Pocillopora_acuta_HIv1_PredGene_g28933.t1
OG0013075	Mcavernosa06500-RA	Pocillopora_acuta_HIv1_PredGene_g28941.t1
OG0013076	Mcavernosa05921-RA	Pocillopora_acuta_HIv1_PredGene_g17628.t1
OG0013077	Mcavernosa05922-RA	Pocillopora_acuta_HIv1_PredGene_g17629.t1
OG0013078	Mcavernosa05926-RA	Pocillopora_acuta_HIv1_PredGene_g17634.t1
OG0013079	Mcavernosa05918-RA	Pocillopora_acuta_HIv1_PredGene_g17626.t1
OG0013080	Mcavernosa05920-RA	Pocillopora_acuta_HIv1_PredGene_g17627.t1
OG0013082	Mcavernosa21129-RA	Pocillopora_acuta_HIv1_PredGene_g32708.t1
OG0013083	Mcavernosa31288-RA	Pocillopora_acuta_HIv1_PredGene_g25994.t1
OG0013084	Mcavernosa11288-RA	Pocillopora_acuta_HIv1_PredGene_g26007.t1
OG0013085	Mcavernosa11285-RA	Pocillopora_acuta_HIv1_PredGene_g26002.t1
OG0013086	Mcavernosa11284-RA	Pocillopora_acuta_HIv1_PredGene_g26001.t1
OG0013087	Mcavernosa00200-RA	Pocillopora_acuta_HIv1_PredGene_g9812.t1
OG0013088	Mcavernosa28089-RA	Pocillopora_acuta_HIv1_PredGene_g243.t1
OG0013089	Mcavernosa16117-RA	Pocillopora_acuta_HIv1_PredGene_g5006.t1
OG0013090	Mcavernosa27121-RA	Pocillopora_acuta_HIv1_PredGene_g4995.t1
OG0013091	Mcavernosa27122-RA	Pocillopora_acuta_HIv1_PredGene_g33169.t1
OG0013092	Mcavernosa11087-RA	Pocillopora_acuta_HIv1_PredGene_g25262.t1
OG0013094	Mcavernosa11094-RA	Pocillopora_acuta_HIv1_PredGene_g25267.t1
OG0013095	Mcavernosa05755-RA	Pocillopora_acuta_HIv1_PredGene_g25269.t1
OG0013096	Mcavernosa02446-RA	Pocillopora_acuta_HIv1_PredGene_g25237.t1
OG0013097	Mcavernosa02443-RA	Pocillopora_acuta_HIv1_PredGene_g25235.t1
OG0013098	Mcavernosa02444-RA	Pocillopora_acuta_HIv1_PredGene_g25236.t1
OG0013099	Mcavernosa02442-RA	Pocillopora_acuta_HIv1_PredGene_g25234.t1
OG0013100	Mcavernosa18417-RA	Pocillopora_acuta_HIv1_PredGene_g32462.t1, Pocillopora_acuta_HIv1_PredGene_g32464.t1
OG0013102	Mcavernosa05690-RA	Pocillopora_acuta_HIv1_PredGene_g27752.t1
OG0013103	Mcavernosa07788-RA	Pocillopora_acuta_HIv1_PredGene_g5571.t1
OG0013105	Mcavernosa07789-RA	Pocillopora_acuta_HIv1_PredGene_g5573.t1
OG0013106	Mcavernosa06463-RA	Pocillopora_acuta_HIv1_PredGene_g31793.t1
OG0013107	Mcavernosa06464-RA	Pocillopora_acuta_HIv1_PredGene_g31794.t1
OG0013108	Mcavernosa01375-RA	Pocillopora_acuta_HIv1_PredGene_g7092.t1
OG0013109	Mcavernosa09114-RA	Pocillopora_acuta_HIv1_PredGene_g7057.t1
OG0013110	Mcavernosa09115-RA	Pocillopora_acuta_HIv1_PredGene_g7056.t1
OG0013111	Mcavernosa09123-RA	Pocillopora_acuta_HIv1_PredGene_g7047.t1
OG0013112	Mcavernosa12418-RA	Pocillopora_acuta_HIv1_PredGene_g4660.t1
OG0013114	Mcavernosa01881-RA	Pocillopora_acuta_HIv1_PredGene_g1754.t1
OG0013115	Mcavernosa24114-RA	Pocillopora_acuta_HIv1_PredGene_g27671.t1
OG0013116	Mcavernosa24115-RA	Pocillopora_acuta_HIv1_PredGene_g27672.t1
OG0013118	Mcavernosa11348-RA	Pocillopora_acuta_HIv1_PredGene_g11127.t1
OG0013119	Mcavernosa02200-RA	Pocillopora_acuta_HIv1_PredGene_g17052.t1
OG0013121	Mcavernosa31745-RA	Pocillopora_acuta_HIv1_PredGene_g5817.t1
OG0013123	Mcavernosa10556-RA	Pocillopora_acuta_HIv1_PredGene_g5515.t1
OG0013126	Mcavernosa14002-RA	Pocillopora_acuta_HIv1_PredGene_g26559.t1
OG0013127	Mcavernosa02802-RA	Pocillopora_acuta_HIv1_PredGene_g2691.t1
OG0013128	Mcavernosa22429-RA	Pocillopora_acuta_HIv1_PredGene_g11974.t1
OG0013129	Mcavernosa22423-RA	Pocillopora_acuta_HIv1_PredGene_g25420.t3, Pocillopora_acuta_HIv1_PredGene_g25420.t1
OG0013130	Mcavernosa00160-RA	Pocillopora_acuta_HIv1_PredGene_g16394.t1
OG0013131	Mcavernosa18548-RA	Pocillopora_acuta_HIv1_PredGene_g14146.t1
OG0013132	Mcavernosa18547-RA	Pocillopora_acuta_HIv1_PredGene_g14147.t1
OG0013133	Mcavernosa09694-RA	Pocillopora_acuta_HIv1_PredGene_g22467.t1
OG0013134	Mcavernosa25217-RA	Pocillopora_acuta_HIv1_PredGene_g22464.t1
OG0013136	Mcavernosa25221-RA	Pocillopora_acuta_HIv1_PredGene_g22460.t1
OG0013137	Mcavernosa27239-RA	Pocillopora_acuta_HIv1_PredGene_g4069.t1
OG0013138	Mcavernosa22247-RA	Pocillopora_acuta_HIv1_PredGene_g4101.t1
OG0013139	Mcavernosa22241-RA	Pocillopora_acuta_HIv1_PredGene_g4099.t1
OG0013140	Mcavernosa27237-RA	Pocillopora_acuta_HIv1_PredGene_g4071.t1
OG0013141	Mcavernosa27238-RA	Pocillopora_acuta_HIv1_PredGene_g4070.t1
OG0013142	Mcavernosa18054-RA	Pocillopora_acuta_HIv1_PredGene_g4114.t1
OG0013143	Mcavernosa22256-RA	Pocillopora_acuta_HIv1_PredGene_g4113.t1
OG0013144	Mcavernosa22257-RA	Pocillopora_acuta_HIv1_PredGene_g4112.t1
OG0013145	Mcavernosa29269-RA	Pocillopora_acuta_HIv1_PredGene_g4111.t1
OG0013147	Mcavernosa08358-RA	Pocillopora_acuta_HIv1_PredGene_g7250.t1
OG0013149	Mcavernosa19282-RA	Pocillopora_acuta_HIv1_PredGene_g6894.t1
OG0013150	Mcavernosa19273-RA	Pocillopora_acuta_HIv1_PredGene_g6896.t1
OG0013154	Mcavernosa00043-RA	Pocillopora_acuta_HIv1_PredGene_g8254.t1
OG0013155	Mcavernosa06353-RA	Pocillopora_acuta_HIv1_PredGene_g6635.t1
OG0013157	Mcavernosa13626-RA	Pocillopora_acuta_HIv1_PredGene_g12991.t1
OG0013158	Mcavernosa14340-RA	Pocillopora_acuta_HIv1_PredGene_30892_t
OG0013159	Mcavernosa20554-RA	Pocillopora_acuta_HIv1_PredGene_g19804.t1
OG0013160	Mcavernosa19690-RA	Pocillopora_acuta_HIv1_PredGene_g16693.t1
OG0013161	Mcavernosa17282-RA	Pocillopora_acuta_HIv1_PredGene_g1973.t1
OG0013163	Mcavernosa14301-RA	Pocillopora_acuta_HIv1_PredGene_g1976.t1
OG0013164	Mcavernosa14300-RA	Pocillopora_acuta_HIv1_PredGene_g1975.t1
OG0013165	Mcavernosa17278-RA	Pocillopora_acuta_HIv1_PredGene_g1971.t1
OG0013168	Mcavernosa04061-RA	Pocillopora_acuta_HIv1_PredGene_g28234.t1
OG0013169	Mcavernosa04041-RA	Pocillopora_acuta_HIv1_PredGene_g28239.t1
OG0013170	Mcavernosa04043-RA	Pocillopora_acuta_HIv1_PredGene_g28236.t1
OG0013171	Mcavernosa04062-RA	Pocillopora_acuta_HIv1_PredGene_g28232.t1
OG0013172	Mcavernosa04026-RA	Pocillopora_acuta_HIv1_PredGene_g33248.t1
OG0013173	Mcavernosa02272-RA	Pocillopora_acuta_HIv1_PredGene_g23791.t1
OG0013174	Mcavernosa27367-RA	Pocillopora_acuta_HIv1_PredGene_g6310.t1
OG0013175	Mcavernosa27368-RA	Pocillopora_acuta_HIv1_PredGene_g6309.t1
OG0013176	Mcavernosa01990-RA	Pocillopora_acuta_HIv1_PredGene_g14044.t1
OG0013178	Mcavernosa17183-RA	Pocillopora_acuta_HIv1_PredGene_g30121.t1
OG0013179	Mcavernosa17181-RA	Pocillopora_acuta_HIv1_PredGene_g30123.t1
OG0013180	Mcavernosa17185-RA	Pocillopora_acuta_HIv1_PredGene_g30119.t1
OG0013182	Mcavernosa17184-RA	Pocillopora_acuta_HIv1_PredGene_g30120.t1
OG0013183	Mcavernosa18320-RA	Pocillopora_acuta_HIv1_PredGene_g11684.t1
OG0013184	Mcavernosa18326-RA	Pocillopora_acuta_HIv1_PredGene_g11691.t1
OG0013185	Mcavernosa22035-RA	Pocillopora_acuta_HIv1_PredGene_g8363.t1
OG0013186	Mcavernosa26896-RA	Pocillopora_acuta_HIv1_PredGene_g21010.t1
OG0013187	Mcavernosa30854-RA	Pocillopora_acuta_HIv1_PredGene_g8209.t1
OG0013188	Mcavernosa30853-RA	Pocillopora_acuta_HIv1_PredGene_g8210.t1
OG0013189	Mcavernosa05734-RA	Pocillopora_acuta_HIv1_PredGene_g26592.t1
OG0013190	Mcavernosa31542-RA	Pocillopora_acuta_HIv1_PredGene_g16835.t1
OG0013192	Mcavernosa31537-RA	Pocillopora_acuta_HIv1_PredGene_g16791.t1
OG0013193	Mcavernosa31530-RA	Pocillopora_acuta_HIv1_PredGene_g16789.t1
OG0013194	Mcavernosa31541-RA	Pocillopora_acuta_HIv1_PredGene_g16836.t1
OG0013195	Mcavernosa11121-RA	Pocillopora_acuta_HIv1_PredGene_g4653.t1
OG0013196	Mcavernosa06526-RA	Pocillopora_acuta_HIv1_PredGene_g28909.t1
OG0013197	Mcavernosa34841-RA	Pocillopora_acuta_HIv1_PredGene_g28988.t1
OG0013198	Mcavernosa01272-RA	Pocillopora_acuta_HIv1_PredGene_g20216.t1
OG0013199	Mcavernosa01271-RA	Pocillopora_acuta_HIv1_PredGene_g20217.t1
OG0013200	Mcavernosa01273-RA	Pocillopora_acuta_HIv1_PredGene_g20215.t1
OG0013201	Mcavernosa06525-RA	Pocillopora_acuta_HIv1_PredGene_g28908.t1
OG0013202	Mcavernosa34842-RA	Pocillopora_acuta_HIv1_PredGene_g28989.t1
OG0013203	Mcavernosa04011-RA	Pocillopora_acuta_HIv1_PredGene_g31275.t1
OG0013204	Mcavernosa05329-RA	Pocillopora_acuta_HIv1_PredGene_g31272.t1
OG0013205	Mcavernosa04010-RA	Pocillopora_acuta_HIv1_PredGene_g31276.t1
OG0013207	Mcavernosa17230-RA	Pocillopora_acuta_HIv1_PredGene_g25713.t1, Pocillopora_acuta_HIv1_PredGene_g30148.t1
OG0013208	Mcavernosa09675-RA	Pocillopora_acuta_HIv1_PredGene_g4225.t1
OG0013209	Mcavernosa09674-RA	Pocillopora_acuta_HIv1_PredGene_g4224.t1
OG0013210	Mcavernosa11823-RA	Pocillopora_acuta_HIv1_PredGene_g10371.t1
OG0013212	Mcavernosa03670-RA	Pocillopora_acuta_HIv1_PredGene_g4057.t1
OG0013214	Mcavernosa03672-RA	Pocillopora_acuta_HIv1_PredGene_g4055.t1
OG0013215	Mcavernosa03673-RA	Pocillopora_acuta_HIv1_PredGene_g4056.t1
OG0013216	Mcavernosa03675-RA	Pocillopora_acuta_HIv1_PredGene_g4054.t1
OG0013217	Mcavernosa03680-RA	Pocillopora_acuta_HIv1_PredGene_g4051.t1
OG0013218	Mcavernosa02391-RA	Pocillopora_acuta_HIv1_PredGene_g410.t1
OG0013219	Mcavernosa01101-RA	Pocillopora_acuta_HIv1_PredGene_g15122.t1
OG0013220	Mcavernosa15718-RA	Pocillopora_acuta_HIv1_PredGene_g18751.t1
OG0013221	Mcavernosa07498-RA	Pocillopora_acuta_HIv1_PredGene_g18758.t1
OG0013222	Mcavernosa07497-RA	Pocillopora_acuta_HIv1_PredGene_g18756.t1
OG0013223	Mcavernosa01093-RA	Pocillopora_acuta_HIv1_PredGene_g15117.t1
OG0013224	Mcavernosa07495-RA	Pocillopora_acuta_HIv1_PredGene_g18755.t1
OG0013226	Mcavernosa18701-RA	Pocillopora_acuta_HIv1_PredGene_g4777.t1
OG0013227	Mcavernosa34781-RA	Pocillopora_acuta_HIv1_PredGene_g4780.t1
OG0013228	Mcavernosa22607-RA	Pocillopora_acuta_HIv1_PredGene_g31181.t1
OG0013229	Mcavernosa03043-RA	Pocillopora_acuta_HIv1_PredGene_g32033.t1
OG0013230	Mcavernosa18867-RA	Pocillopora_acuta_HIv1_PredGene_g12894.t1
OG0013231	Mcavernosa07083-RA	Pocillopora_acuta_HIv1_PredGene_g25005.t1
OG0013232	Mcavernosa07084-RA	Pocillopora_acuta_HIv1_PredGene_g25004.t1
OG0013233	Mcavernosa18360-RA	Pocillopora_acuta_HIv1_PredGene_g16071.t1
OG0013234	Mcavernosa18368-RA	Pocillopora_acuta_HIv1_PredGene_17078_t
OG0013235	Mcavernosa19318-RA	Pocillopora_acuta_HIv1_PredGene_g16063.t1
OG0013236	Mcavernosa02706-RA	Pocillopora_acuta_HIv1_PredGene_g32830.t1
OG0013237	Mcavernosa02708-RA	Pocillopora_acuta_HIv1_PredGene_g32833.t1
OG0013238	Mcavernosa02705-RA	Pocillopora_acuta_HIv1_PredGene_g32828.t1
OG0013242	Mcavernosa25621-RA	Pocillopora_acuta_HIv1_PredGene_g27926.t1
OG0013244	Mcavernosa14480-RA	Pocillopora_acuta_HIv1_PredGene_g27920.t1
OG0013245	Mcavernosa07767-RA	Pocillopora_acuta_HIv1_PredGene_g28534.t1
OG0013246	Mcavernosa11264-RA	Pocillopora_acuta_HIv1_PredGene_g28541.t1
OG0013247	Mcavernosa11263-RA	Pocillopora_acuta_HIv1_PredGene_g28540.t1
OG0013249	Mcavernosa07766-RA	Pocillopora_acuta_HIv1_PredGene_g28532.t1
OG0013250	Mcavernosa06445-RA	Pocillopora_acuta_HIv1_PredGene_g14430.t1
OG0013251	Mcavernosa03178-RA	Pocillopora_acuta_HIv1_PredGene_g14721.t1
OG0013252	Mcavernosa32131-RA	Pocillopora_acuta_HIv1_PredGene_g14679.t1
OG0013253	Mcavernosa32068-RA	Pocillopora_acuta_HIv1_PredGene_10058_t, Pocillopora_acuta_HIv1_PredGene_g29838.t1
OG0013255	Mcavernosa10563-RA	Pocillopora_acuta_HIv1_PredGene_g5511.t1
OG0013256	Mcavernosa03111-RA	Pocillopora_acuta_HIv1_PredGene_g22803.t1, Pocillopora_acuta_HIv1_PredGene_g10701.t1
OG0013257	Mcavernosa12711-RA	Pocillopora_acuta_HIv1_PredGene_g13315.t1
OG0013258	Mcavernosa12710-RA	Pocillopora_acuta_HIv1_PredGene_g13316.t1
OG0013259	Mcavernosa12706-RA	Pocillopora_acuta_HIv1_PredGene_g13318.t1
OG0013260	Mcavernosa31758-RA	Pocillopora_acuta_HIv1_PredGene_g30342.t1
OG0013261	Mcavernosa31752-RA	Pocillopora_acuta_HIv1_PredGene_g30344.t1
OG0013262	Mcavernosa31756-RA	Pocillopora_acuta_HIv1_PredGene_g30343.t1
OG0013263	Mcavernosa04392-RA	Pocillopora_acuta_HIv1_PredGene_g3551.t1
OG0013264	Mcavernosa24728-RA	Pocillopora_acuta_HIv1_PredGene_g27066.t1
OG0013265	Mcavernosa21138-RA	Pocillopora_acuta_HIv1_PredGene_g32697.t1
OG0013266	Mcavernosa26284-RA	Pocillopora_acuta_HIv1_PredGene_g18043.t1
OG0013267	Mcavernosa26281-RA	Pocillopora_acuta_HIv1_PredGene_g18042.t1
OG0013268	Mcavernosa07488-RA	Pocillopora_acuta_HIv1_PredGene_g18804.t1
OG0013269	Mcavernosa07489-RA	Pocillopora_acuta_HIv1_PredGene_g18803.t1
OG0013270	Mcavernosa07490-RA	Pocillopora_acuta_HIv1_PredGene_g18802.t1
OG0013271	Mcavernosa23755-RA	Pocillopora_acuta_HIv1_PredGene_g18813.t1
OG0013272	Mcavernosa23754-RA	Pocillopora_acuta_HIv1_PredGene_g18814.t1
OG0013273	Mcavernosa15829-RA	Pocillopora_acuta_HIv1_PredGene_g30417.t1
OG0013274	Mcavernosa23074-RA	Pocillopora_acuta_HIv1_PredGene_g6485.t1
