Orthogroup	plut2v1.1.proteins	Mcavernosa.maker.proteins
OG0009694	plut2.m8.10568.m1	Mcavernosa13611-RA
OG0009696	plut2.m8.9037.m1, plut2.m8.9038.m1	Mcavernosa14463-RA
OG0009697	plut2.m8.9036.m1	Mcavernosa14461-RA, Mcavernosa14462-RA
OG0009698	plut2.m8.29041.m1	Mcavernosa19820-RA
OG0009699	plut2.m8.29970.m1	Mcavernosa19816-RA
OG0009700	plut2.m8.18537.m1	Mcavernosa10300-RA
OG0009701	plut2.m8.24254.m1	Mcavernosa32003-RA
OG0009703	plut2.m8.8004.m1	Mcavernosa06453-RA
OG0009704	plut2.m8.23009.m1	Mcavernosa15775-RA, Mcavernosa15777-RA
OG0009705	plut2.m8.10842.m1	Mcavernosa16410-RA, Mcavernosa16411-RA
OG0009706	plut2.m8.20039.m1	Mcavernosa00099-RA
OG0009707	plut2.m8.21640.m1	Mcavernosa21273-RA
OG0009708	plut2.m8.23994.m1	Mcavernosa05210-RA
OG0009710	plut2.m8.23995.m1	Mcavernosa05199-RA
OG0009711	plut2.m8.26030.m1	Mcavernosa23568-RA
OG0009712	plut2.m8.9683.m1	Mcavernosa27570-RA
OG0009713	plut2.m8.9687.m1	Mcavernosa23241-RA
OG0009714	plut2.m8.6553.m1	Mcavernosa14424-RA, Mcavernosa05179-RA
OG0009715	plut2.m8.6551.m1	Mcavernosa05180-RA
OG0009716	plut2.m8.19929.m1	Mcavernosa00272-RA, Mcavernosa00273-RA
OG0009717	plut2.m8.24507.m1	Mcavernosa30275-RA, Mcavernosa30273-RA
OG0009718	plut2.m8.32405.m1	Mcavernosa35155-RA
OG0009719	plut2.m8.28885.m1	Mcavernosa08333-RA
OG0009720	plut2.m8.3868.m1	Mcavernosa00574-RA
OG0009721	plut2.m8.3874.m1	Mcavernosa00582-RA
OG0009722	plut2.m8.9225.m1	Mcavernosa32392-RA
OG0009723	plut2.m8.3910.m1	Mcavernosa11763-RA
OG0009724	plut2.m8.5899.m1	Mcavernosa30081-RA
OG0009725	plut2.m8.10408.m1	Mcavernosa27287-RA
OG0009726	plut2.m8.5487.m1	Mcavernosa11034-RA
OG0009727	plut2.m8.5491.m1	Mcavernosa11035-RA
OG0009728	plut2.m8.5474.m1	Mcavernosa18623-RA
OG0009729	plut2.m8.15411.m1	Mcavernosa31381-RA
OG0009730	plut2.m8.15883.m1	Mcavernosa10468-RA, Mcavernosa10465-RA
OG0009731	plut2.m8.15896.m1	Mcavernosa10473-RA
OG0009732	plut2.m8.19655.m1	Mcavernosa27242-RA
OG0009733	plut2.m8.4801.m1	Mcavernosa14484-RA
OG0009734	plut2.m8.4796.m1	Mcavernosa14493-RA
OG0009735	plut2.m8.4794.m1	Mcavernosa14489-RA
OG0009736	plut2.m8.26507.m1	Mcavernosa32316-RA
OG0009737	plut2.m8.22132.m1	Mcavernosa15510-RA
OG0009738	plut2.m8.22138.m1	Mcavernosa15509-RA
OG0009739	plut2.m8.22128.m1	Mcavernosa15506-RA
OG0009740	plut2.m8.5703.m1	Mcavernosa32094-RA
OG0009742	plut2.m8.14958.m1	Mcavernosa19040-RA
OG0009743	plut2.m8.5610.m1	Mcavernosa01249-RA
OG0009745	plut2.m8.14955.m1, plut2.m8.14957.m1	Mcavernosa19051-RA
OG0009747	plut2.m8.823.m1	Mcavernosa16784-RA
OG0009748	plut2.m8.28291.m1	Mcavernosa31494-RA
OG0009749	plut2.m8.3033.m1	Mcavernosa03702-RA
OG0009750	plut2.m8.15364.m1	Mcavernosa03133-RA, Mcavernosa19724-RA, Mcavernosa03152-RA
OG0009751	plut2.m8.19441.m1, plut2.m8.19443.m1	Mcavernosa13003-RA
OG0009752	plut2.m8.6712.m1, plut2.m8.25644.m1	Mcavernosa16199-RA
OG0009752	plut2.m8.25647.m1	Mcavernosa12775-RA
OG0009756	plut2.m8.11217.m1	Mcavernosa01918-RA
OG0009758	plut2.m8.3779.m1	Mcavernosa12053-RA, Mcavernosa12051-RA
OG0009759	plut2.m8.27391.m1	Mcavernosa13208-RA
OG0009761	plut2.m8.27392.m1, plut2.m8.27398.m1	Mcavernosa13210-RA
OG0009762	plut2.m8.12832.m1	Mcavernosa18460-RA
OG0009765	plut2.m8.32499.m1, plut2.m8.26053.m1	Mcavernosa30798-RA, Mcavernosa30799-RA
OG0009766	plut2.m8.24526.m1	Mcavernosa08652-RA
OG0009768	plut2.m8.7959.m1	Mcavernosa24470-RA
OG0009769	plut2.m8.16537.m1	Mcavernosa12721-RA
OG0009770	plut2.m8.14941.m1	Mcavernosa28571-RA, Mcavernosa28570-RA
OG0009774	plut2.m8.1247.m1	Mcavernosa16935-RA, Mcavernosa16934-RA
OG0009775	plut2.m8.22924.m1, plut2.m8.22926.m1	Mcavernosa16257-RA
OG0009776	plut2.m8.1255.m1	Mcavernosa16940-RA
OG0009778	plut2.m8.10881.m1	Mcavernosa12490-RA, Mcavernosa33586-RA
OG0009779	plut2.m8.1257.m1	Mcavernosa16943-RA
OG0009780	plut2.m8.17654.m1, plut2.m8.23748.m1	Mcavernosa00886-RA, Mcavernosa26536-RA
OG0009782	plut2.m8.10424.m1	Mcavernosa15100-RA
OG0009782	plut2.m8.10425.m1	Mcavernosa15099-RA
OG0009784	plut2.m8.5113.m1	Mcavernosa24547-RA
OG0009785	plut2.m8.2247.m1	Mcavernosa07578-RA
OG0009786	plut2.m8.21812.m1	Mcavernosa03285-RA
OG0009790	plut2.m8.5435.m1	Mcavernosa27674-RA, Mcavernosa27673-RA
OG0009792	plut2.m8.21246.m1	Mcavernosa02694-RA
OG0009793	plut2.m8.33193.m1, plut2.m8.24396.m1	Mcavernosa29285-RA
OG0009794	plut2.m8.17481.m1	Mcavernosa03375-RA
OG0009795	plut2.m8.26711.m1, plut2.m8.26694.m1	Mcavernosa15815-RA
OG0009796	plut2.m8.21137.m1, plut2.m8.19826.m1	Mcavernosa15795-RA, Mcavernosa15794-RA, Mcavernosa18921-RA, Mcavernosa19393-RA
OG0009797	jamg1.model.Sc0000196.49	Mcavernosa05610-RA
OG0009797	plut2.m8.14489.m1	Mcavernosa05605-RA
OG0009798	plut2.m8.6707.m1	Mcavernosa34564-RA, Mcavernosa25482-RA
OG0009799	jamg1.model.xfSc0000046.24	Mcavernosa10821-RA
OG0009801	plut2.m8.17160.m1	Mcavernosa10424-RA
OG0009802	plut2.m8.15860.m1	Mcavernosa12929-RA
OG0009804	plut2.m8.23554.m1	Mcavernosa11910-RA
OG0009805	plut2.m8.33180.m1	Mcavernosa12081-RA, Mcavernosa21859-RA
OG0009807	plut2.m8.7808.m1	Mcavernosa09492-RA
OG0009808	plut2.m8.1989.m1	Mcavernosa09256-RA
OG0009809	plut2.m8.16325.m1	Mcavernosa03039-RA
OG0009811	plut2.m8.10390.m1	Mcavernosa04927-RA, Mcavernosa28767-RA, Mcavernosa12101-RA
OG0009812	plut2.m8.19299.m1	Mcavernosa29917-RA
OG0009817	plut2.m8.3107.m1	Mcavernosa14884-RA, Mcavernosa14883-RA
OG0009819	jamg1.model.Sc0000324.2	Mcavernosa11462-RA
OG0009820	plut2.m8.14785.m1	Mcavernosa17294-RA
OG0009822	plut2.m8.9464.m1	Mcavernosa12142-RA
OG0009823	plut2.m8.28610.m1	Mcavernosa03115-RA
OG0009825	plut2.m8.119.m1	Mcavernosa22554-RA, Mcavernosa22540-RA
OG0009828	plut2.m8.2805.m1	Mcavernosa16037-RA, Mcavernosa28998-RA
OG0009830	plut2.m8.32233.m1	Mcavernosa25035-RA
OG0009831	plut2.m8.30940.m1	Mcavernosa08635-RA
OG0009832	plut2.m8.7040.m1	Mcavernosa09640-RA, Mcavernosa09644-RA, Mcavernosa09639-RA
OG0009833	plut2.m8.20062.m1, plut2.m8.24389.m1	Mcavernosa08651-RA
OG0009834	plut2.m8.19325.m1	Mcavernosa13247-RA
OG0009835	plut2.m8.15276.m1	Mcavernosa13433-RA, Mcavernosa13435-RA
OG0009837	plut2.m8.29220.m1, plut2.m8.10182.m1	Mcavernosa27707-RA, Mcavernosa27706-RA
OG0009838	plut2.m8.15010.m1	Mcavernosa14639-RA
OG0009839	plut2.m8.8731.m1	Mcavernosa18625-RA
OG0009840	plut2.m8.5464.m1	Mcavernosa18613-RA
OG0009842	plut2.m8.16131.m1	Mcavernosa21489-RA, Mcavernosa21484-RA
OG0009843	plut2.m8.7148.m1	Mcavernosa14260-RA
OG0009846	plut2.m8.18541.m1	Mcavernosa10296-RA
OG0009847	plut2.m8.20619.m1	Mcavernosa04839-RA
OG0009848	jamg1.model.Sc0000893.2	Mcavernosa14266-RA
OG0009849	jamg1.model.Sc0000048.92	Mcavernosa31082-RA
OG0009849	plut2.m8.1199.m1, plut2.m8.32674.m1	Mcavernosa28615-RA, Mcavernosa32235-RA
OG0009850	plut2.m8.2123.m1	Mcavernosa13057-RA
OG0009852	plut2.m8.25688.m1, plut2.m8.7551.m1	Mcavernosa28902-RA
OG0009853	plut2.m8.14473.m1	Mcavernosa13027-RA
OG0009854	plut2.m8.21142.m1, plut2.m8.22278.m1	Mcavernosa04174-RA
OG0009854	plut2.m8.21676.m1, plut2.m8.21143.m1	Mcavernosa04173-RA
OG0009855	plut2.m8.8688.m1	Mcavernosa19850-RA
OG0009855	plut2.m8.8692.m1	Mcavernosa34243-RA
OG0009860	plut2.m8.9400.m1	Mcavernosa09090-RA
OG0009862	plut2.m8.19629.m1	Mcavernosa03295-RA
OG0009864	plut2.m8.31871.m1	Mcavernosa15409-RA, Mcavernosa10016-RA, Mcavernosa10011-RA
OG0009865	plut2.m8.33111.m1	Mcavernosa33745-RA
OG0009867	plut2.m8.6978.m1	Mcavernosa13762-RA
OG0009868	plut2.m8.10090.m1	Mcavernosa19348-RA, Mcavernosa19340-RA
OG0009869	plut2.m8.25116.m1	Mcavernosa07390-RA, Mcavernosa07387-RA
OG0009870	plut2.m8.3272.m1	Mcavernosa16766-RA
OG0009870	plut2.m8.3273.m1	Mcavernosa16765-RA
OG0009872	plut2.m8.25107.m1	Mcavernosa07388-RA, Mcavernosa07391-RA
OG0009873	plut2.m8.2321.m1	Mcavernosa04561-RA, Mcavernosa33568-RA
OG0009874	plut2.m8.2029.m1	Mcavernosa19030-RA
OG0009875	plut2.m8.22921.m1	Mcavernosa16263-RA
OG0009876	plut2.m8.22914.m1	Mcavernosa16260-RA, Mcavernosa16261-RA, Mcavernosa34377-RA
OG0009877	jamg1.model.Sc0000622.8	Mcavernosa10188-RA, Mcavernosa10189-RA
OG0009878	plut2.m8.2002.m1	Mcavernosa09242-RA
OG0009880	plut2.m8.4361.m1	Mcavernosa16853-RA
OG0009881	plut2.m8.4366.m1, plut2.m8.5171.m1	Mcavernosa16854-RA
OG0009882	plut2.m8.19708.m1	Mcavernosa33830-RA, Mcavernosa12476-RA, Mcavernosa12469-RA, Mcavernosa12484-RA, Mcavernosa12466-RA
OG0009885	plut2.m8.24758.m1	Mcavernosa12379-RA
OG0009886	plut2.m8.28769.m1	Mcavernosa20576-RA
OG0009888	plut2.m8.10564.m1	Mcavernosa13613-RA, Mcavernosa13612-RA
OG0009893	plut2.m8.17269.m1	Mcavernosa21901-RA
OG0009895	plut2.m8.14301.m1	Mcavernosa29526-RA
OG0009896	plut2.m8.12935.m1	Mcavernosa05580-RA
OG0009897	plut2.m8.20217.m1	Mcavernosa02679-RA
OG0009897	plut2.m8.20218.m1	Mcavernosa02677-RA
OG0009898	plut2.m8.11039.m1	Mcavernosa13485-RA
OG0009899	plut2.m8.29714.m1, plut2.m8.14546.m1, plut2.m8.14560.m1	Mcavernosa08595-RA, Mcavernosa08590-RA
OG0009901	plut2.m8.2516.m1, plut2.m8.2510.m1, plut2.m8.1839.m1, plut2.m8.2511.m1	Mcavernosa03951-RA
OG0009902	plut2.m8.14300.m1	Mcavernosa28830-RA
OG0009904	plut2.m8.11851.m1	Mcavernosa32496-RA, Mcavernosa32494-RA
OG0009906	plut2.m8.4823.m1	Mcavernosa25972-RA
OG0009909	plut2.m8.28504.m1	Mcavernosa12409-RA
OG0009909	plut2.m8.28503.m1	Mcavernosa12809-RA
OG0009910	plut2.m8.6333.m1	Mcavernosa12564-RA
OG0009911	plut2.m8.30033.m1	Mcavernosa28842-RA
OG0009913	plut2.m8.26983.m1	Mcavernosa11894-RA
OG0009914	plut2.m8.14589.m1	Mcavernosa11100-RA
OG0009915	plut2.m8.6200.m1, plut2.m8.6196.m1	Mcavernosa07535-RA
OG0009916	plut2.m8.7519.m1	Mcavernosa14705-RA
OG0009918	plut2.m8.8471.m1	Mcavernosa20300-RA
OG0009920	plut2.m8.32886.m1, plut2.m8.32882.m1	Mcavernosa01476-RA, Mcavernosa01471-RA
OG0009921	plut2.m8.32755.m1	Mcavernosa02481-RA, Mcavernosa02479-RA
OG0009923	plut2.m8.15242.m1	Mcavernosa02872-RA, Mcavernosa02879-RA
OG0009924	plut2.m8.9461.m1	Mcavernosa27100-RA
OG0009925	plut2.m8.19607.m1, plut2.m8.19609.m1	Mcavernosa23038-RA
OG0009928	plut2.m8.29971.m1	Mcavernosa29076-RA
OG0009930	plut2.m8.181.m1	Mcavernosa04985-RA
OG0009931	plut2.m8.13891.m1	Mcavernosa22057-RA
OG0009933	plut2.m8.5883.m1	Mcavernosa24703-RA
OG0009934	plut2.m8.1785.m1	Mcavernosa13265-RA, Mcavernosa13260-RA
OG0009935	plut2.m8.6178.m1, plut2.m8.6175.m1	Mcavernosa21781-RA, Mcavernosa21779-RA
OG0009936	plut2.m8.12499.m1	Mcavernosa18337-RA
OG0009937	plut2.m8.8532.m1	Mcavernosa06542-RA
OG0009938	plut2.m8.11471.m1	Mcavernosa06514-RA
OG0009939	jamg1.model.Sc0000271.5	Mcavernosa03828-RA
OG0009941	plut2.m8.7795.m1, plut2.m8.7794.m1	Mcavernosa07919-RA
OG0009942	plut2.m8.4066.m1	Mcavernosa19292-RA
OG0009945	plut2.m8.9690.m1, plut2.m8.9692.m1	Mcavernosa30621-RA
OG0009946	plut2.m8.31733.m1	Mcavernosa30572-RA
OG0009950	plut2.m8.1052.m1	Mcavernosa26755-RA, Mcavernosa33411-RA, Mcavernosa26758-RA
OG0009951	plut2.m8.27689.m1	Mcavernosa17377-RA, Mcavernosa27389-RA, Mcavernosa33257-RA
OG0009953	plut2.m8.26704.m1, plut2.m8.26705.m1	Mcavernosa00747-RA, Mcavernosa32605-RA, Mcavernosa32606-RA
OG0009955	jamg1.model.Sc0000065.6	Mcavernosa24086-RA
OG0009956	plut2.m8.7938.m1	Mcavernosa33937-RA
OG0009958	plut2.m8.676.m1	Mcavernosa24740-RA
OG0009959	plut2.m8.4272.m1	Mcavernosa24954-RA
OG0009960	plut2.m8.102.m1, plut2.m8.103.m1, plut2.m8.104.m1, plut2.m8.100.m1	Mcavernosa17139-RA
OG0009998	plut2.m8.21731.m1	Mcavernosa34735-RA
OG0009999	plut2.m8.27514.m1	Mcavernosa14094-RA
OG0010000	plut2.m8.27522.m1	Mcavernosa14107-RA
OG0010006	jamg1.model.Sc0000197.2, jamg1.model.Sc0000197.1	Mcavernosa09274-RA
OG0010008	plut2.m8.5966.m1	Mcavernosa31186-RA
OG0010011	plut2.m8.7004.m1	Mcavernosa24677-RA
OG0010012	plut2.m8.7008.m1	Mcavernosa24674-RA
OG0010015	plut2.m8.28833.m1	Mcavernosa18280-RA
OG0010016	plut2.m8.28832.m1	Mcavernosa18273-RA
OG0010018	plut2.m8.21512.m1	Mcavernosa18283-RA
OG0010019	plut2.m8.28837.m1	Mcavernosa18279-RA
OG0010020	plut2.m8.28831.m1	Mcavernosa18272-RA
OG0010023	plut2.m8.8211.m1	Mcavernosa18513-RA
OG0010024	plut2.m8.6130.m1	Mcavernosa27740-RA
OG0010025	plut2.m8.2052.m1	Mcavernosa32401-RA
OG0010026	plut2.m8.6344.m1	Mcavernosa19607-RA
OG0010027	jamg1.model.xfSc0000026.10	Mcavernosa21086-RA
OG0010028	plut2.m8.9971.m1	Mcavernosa05265-RA
OG0010029	plut2.m8.29909.m1	Mcavernosa21474-RA
OG0010030	plut2.m8.29910.m1, plut2.m8.29912.m1	Mcavernosa21471-RA
OG0010031	plut2.m8.14419.m1	Mcavernosa06479-RA
OG0010032	plut2.m8.14400.m1	Mcavernosa10863-RA
OG0010033	plut2.m8.14416.m1	Mcavernosa20766-RA
OG0010034	plut2.m8.23031.m1	Mcavernosa00202-RA
OG0010035	plut2.m8.26503.m1	Mcavernosa00215-RA
OG0010036	plut2.m8.26500.m1	Mcavernosa00217-RA
OG0010038	plut2.m8.5575.m1	Mcavernosa32330-RA
OG0010040	plut2.m8.5587.m1	Mcavernosa02592-RA
OG0010041	plut2.m8.5586.m1	Mcavernosa02595-RA
OG0010043	plut2.m8.8558.m1	Mcavernosa17958-RA
OG0010044	plut2.m8.8500.m1	Mcavernosa02585-RA
OG0010046	plut2.m8.8533.m1	Mcavernosa02584-RA
OG0010047	plut2.m8.8538.m1	Mcavernosa10759-RA
OG0010048	plut2.m8.32666.m1	Mcavernosa12509-RA
OG0010049	plut2.m8.23557.m1	Mcavernosa19022-RA
OG0010050	plut2.m8.3789.m1	Mcavernosa12044-RA
OG0010051	plut2.m8.3786.m1, plut2.m8.3784.m1	Mcavernosa12047-RA
OG0010052	plut2.m8.3762.m1	Mcavernosa13155-RA
OG0010053	plut2.m8.3763.m1	Mcavernosa13158-RA
OG0010054	plut2.m8.3758.m1	Mcavernosa13157-RA
OG0010056	plut2.m8.17090.m1	Mcavernosa22795-RA
OG0010057	plut2.m8.3773.m1	Mcavernosa12058-RA
OG0010058	plut2.m8.3774.m1	Mcavernosa12061-RA
OG0010059	plut2.m8.3771.m1	Mcavernosa09709-RA
OG0010060	plut2.m8.3775.m1	Mcavernosa12054-RA
OG0010061	plut2.m8.3776.m1	Mcavernosa12055-RA
OG0010063	plut2.m8.3757.m1	Mcavernosa29744-RA
OG0010064	plut2.m8.22254.m1, plut2.m8.22255.m1	Mcavernosa18892-RA
OG0010065	plut2.m8.545.m1	Mcavernosa04117-RA
OG0010067	plut2.m8.32751.m1	Mcavernosa02488-RA
OG0010068	jamg1.model.Sc0000180.41	Mcavernosa04469-RA
OG0010069	plut2.m8.13388.m1	Mcavernosa04468-RA
OG0010071	plut2.m8.8204.m1	Mcavernosa18539-RA
OG0010072	jamg1.model.Sc0000087.43	Mcavernosa18538-RA
OG0010073	plut2.m8.15687.m1	Mcavernosa18916-RA
OG0010074	plut2.m8.15684.m1	Mcavernosa18914-RA
OG0010075	plut2.m8.30044.m1	Mcavernosa06754-RA
OG0010076	plut2.m8.25232.m1	Mcavernosa23572-RA
OG0010077	plut2.m8.20762.m1	Mcavernosa30851-RA
OG0010079	plut2.m8.3106.m1	Mcavernosa14885-RA
OG0010082	plut2.m8.27410.m1	Mcavernosa13226-RA
OG0010085	plut2.m8.21073.m1	Mcavernosa28796-RA
OG0010086	plut2.m8.22777.m1	Mcavernosa28799-RA
OG0010087	jamg1.model.Sc0000488.26	Mcavernosa25139-RA
OG0010088	plut2.m8.20643.m1	Mcavernosa21234-RA
OG0010089	plut2.m8.3090.m1	Mcavernosa14877-RA
OG0010091	plut2.m8.14407.m1	Mcavernosa26168-RA
OG0010092	plut2.m8.14405.m1	Mcavernosa26166-RA
OG0010093	plut2.m8.14404.m1	Mcavernosa30153-RA
OG0010094	plut2.m8.14403.m1	Mcavernosa30628-RA
OG0010095	plut2.m8.622.m1	Mcavernosa20018-RA
OG0010096	plut2.m8.623.m1	Mcavernosa20017-RA
OG0010097	plut2.m8.614.m1	Mcavernosa20007-RA
OG0010098	plut2.m8.608.m1	Mcavernosa20006-RA
OG0010099	plut2.m8.618.m1	Mcavernosa20011-RA
OG0010100	plut2.m8.613.m1	Mcavernosa20010-RA
OG0010101	plut2.m8.609.m1	Mcavernosa20003-RA
OG0010102	plut2.m8.607.m1	Mcavernosa20001-RA
OG0010103	plut2.m8.604.m1	Mcavernosa20002-RA
OG0010105	plut2.m8.2770.m1	Mcavernosa27617-RA
OG0010106	plut2.m8.2777.m1	Mcavernosa31702-RA
OG0010107	plut2.m8.2767.m1	Mcavernosa31698-RA
OG0010108	jamg1.model.Sc0000022.103	Mcavernosa21292-RA
OG0010112	plut2.m8.12519.m1	Mcavernosa22402-RA
OG0010113	plut2.m8.23866.m1	Mcavernosa06457-RA
OG0010114	plut2.m8.16330.m1	Mcavernosa10962-RA
OG0010116	plut2.m8.8483.m1	Mcavernosa20306-RA
OG0010117	plut2.m8.8472.m1	Mcavernosa20302-RA
OG0010118	plut2.m8.22735.m1	Mcavernosa11363-RA
OG0010120	plut2.m8.27403.m1	Mcavernosa13216-RA
OG0010121	plut2.m8.5342.m1	Mcavernosa00637-RA, Mcavernosa00636-RA
OG0010124	plut2.m8.5348.m1, plut2.m8.5339.m1	Mcavernosa27304-RA
OG0010125	plut2.m8.3101.m1	Mcavernosa14881-RA
OG0010126	plut2.m8.2629.m1	Mcavernosa17197-RA
OG0010127	plut2.m8.9180.m1	Mcavernosa12369-RA
OG0010128	plut2.m8.9174.m1	Mcavernosa12368-RA
OG0010131	plut2.m8.18291.m1	Mcavernosa30121-RA
OG0010132	plut2.m8.13283.m1	Mcavernosa25571-RA
OG0010133	plut2.m8.13281.m1	Mcavernosa25574-RA
OG0010134	plut2.m8.15310.m1	Mcavernosa30546-RA
OG0010135	plut2.m8.15309.m1	Mcavernosa21742-RA
OG0010136	plut2.m8.1443.m1	Mcavernosa21508-RA
OG0010137	plut2.m8.1439.m1	Mcavernosa21509-RA
OG0010138	plut2.m8.22684.m1	Mcavernosa14442-RA
OG0010139	plut2.m8.22687.m1	Mcavernosa14445-RA
OG0010140	plut2.m8.8419.m1	Mcavernosa14448-RA
OG0010141	plut2.m8.8418.m1	Mcavernosa14449-RA
OG0010142	plut2.m8.22685.m1	Mcavernosa14439-RA
OG0010143	plut2.m8.22680.m1	Mcavernosa14435-RA
OG0010146	plut2.m8.12552.m1	Mcavernosa12779-RA
OG0010147	plut2.m8.2377.m1	Mcavernosa31845-RA
OG0010148	plut2.m8.2382.m1	Mcavernosa31460-RA
OG0010149	plut2.m8.2384.m1	Mcavernosa31462-RA
OG0010150	plut2.m8.2379.m1	Mcavernosa31455-RA
OG0010151	plut2.m8.2381.m1	Mcavernosa31459-RA
OG0010152	plut2.m8.17238.m1	Mcavernosa18374-RA
OG0010153	plut2.m8.13363.m1	Mcavernosa04480-RA
OG0010154	plut2.m8.13365.m1	Mcavernosa04483-RA
OG0010155	plut2.m8.9758.m1	Mcavernosa10450-RA
OG0010156	plut2.m8.9763.m1	Mcavernosa10458-RA
OG0010157	plut2.m8.334.m1	Mcavernosa29153-RA
OG0010159	plut2.m8.4884.m1	Mcavernosa13541-RA
OG0010160	plut2.m8.20918.m1	Mcavernosa21600-RA
OG0010163	plut2.m8.32480.m1	Mcavernosa25233-RA
OG0010164	plut2.m8.32485.m1	Mcavernosa25232-RA
OG0010165	plut2.m8.5161.m1	Mcavernosa25240-RA
OG0010166	plut2.m8.5160.m1	Mcavernosa25239-RA
OG0010167	plut2.m8.7641.m1	Mcavernosa25252-RA
OG0010168	plut2.m8.7643.m1	Mcavernosa25249-RA
OG0010169	plut2.m8.5099.m1	Mcavernosa24573-RA
OG0010170	plut2.m8.5117.m1	Mcavernosa24548-RA
OG0010171	plut2.m8.5094.m1	Mcavernosa24579-RA
OG0010172	plut2.m8.5101.m1	Mcavernosa24567-RA
OG0010174	plut2.m8.16725.m1	Mcavernosa25273-RA
OG0010175	plut2.m8.4452.m1	Mcavernosa01760-RA
OG0010176	plut2.m8.27397.m1	Mcavernosa13212-RA
OG0010177	plut2.m8.11394.m1	Mcavernosa21317-RA
OG0010178	plut2.m8.12.m1	Mcavernosa17046-RA
OG0010179	plut2.m8.20.m1	Mcavernosa17045-RA
OG0010181	plut2.m8.3451.m1	Mcavernosa14704-RA
OG0010182	plut2.m8.2314.m1	Mcavernosa04576-RA
OG0010183	plut2.m8.3190.m1	Mcavernosa05085-RA
OG0010184	plut2.m8.3193.m1	Mcavernosa05084-RA
OG0010185	plut2.m8.3191.m1	Mcavernosa05118-RA
OG0010186	plut2.m8.3189.m1	Mcavernosa05091-RA
OG0010187	plut2.m8.3194.m1	Mcavernosa05090-RA
OG0010188	plut2.m8.8941.m1	Mcavernosa18124-RA
OG0010189	plut2.m8.6487.m1	Mcavernosa13586-RA
OG0010190	plut2.m8.6485.m1	Mcavernosa13589-RA
OG0010191	plut2.m8.20128.m1	Mcavernosa10800-RA
OG0010192	plut2.m8.20134.m1	Mcavernosa10801-RA
OG0010193	plut2.m8.5323.m1	Mcavernosa11835-RA
OG0010194	plut2.m8.14207.m1	Mcavernosa11830-RA
OG0010195	plut2.m8.14210.m1	Mcavernosa11829-RA
OG0010197	plut2.m8.11486.m1	Mcavernosa06520-RA
OG0010198	plut2.m8.8036.m1	Mcavernosa32127-RA
OG0010199	plut2.m8.5918.m1	Mcavernosa12831-RA
OG0010200	plut2.m8.5925.m1	Mcavernosa12833-RA
OG0010201	plut2.m8.28270.m1	Mcavernosa15490-RA
OG0010202	plut2.m8.11680.m1	Mcavernosa15485-RA
OG0010203	plut2.m8.28365.m1	Mcavernosa17670-RA, Mcavernosa17671-RA
OG0010204	plut2.m8.8754.m1	Mcavernosa29923-RA
OG0010205	plut2.m8.8756.m1	Mcavernosa29925-RA
OG0010206	plut2.m8.9958.m1	Mcavernosa12644-RA
OG0010207	plut2.m8.3675.m1	Mcavernosa00372-RA
OG0010208	plut2.m8.3671.m1	Mcavernosa00371-RA
OG0010209	plut2.m8.3677.m1	Mcavernosa00370-RA
OG0010210	jamg1.model.xfSc0000073.10	Mcavernosa34989-RA
OG0010212	plut2.m8.7498.m1	Mcavernosa04671-RA
OG0010214	plut2.m8.28402.m1	Mcavernosa06977-RA
OG0010215	plut2.m8.18313.m1	Mcavernosa06000-RA
OG0010217	plut2.m8.22358.m1	Mcavernosa05961-RA
OG0010218	plut2.m8.22359.m1	Mcavernosa05962-RA
OG0010219	plut2.m8.28404.m1	Mcavernosa06978-RA
OG0010220	plut2.m8.18314.m1	Mcavernosa06027-RA
OG0010221	plut2.m8.21592.m1	Mcavernosa11369-RA
OG0010222	plut2.m8.21599.m1	Mcavernosa11370-RA
OG0010223	plut2.m8.21600.m1	Mcavernosa11372-RA
OG0010224	plut2.m8.11087.m1	Mcavernosa04442-RA
OG0010225	plut2.m8.11088.m1	Mcavernosa04441-RA
OG0010226	plut2.m8.19179.m1	Mcavernosa10269-RA
OG0010227	plut2.m8.15060.m1	Mcavernosa18862-RA
OG0010228	plut2.m8.18404.m1	Mcavernosa17134-RA
OG0010229	plut2.m8.6611.m1	Mcavernosa08494-RA
OG0010230	plut2.m8.1462.m1	Mcavernosa08509-RA
OG0010232	plut2.m8.6610.m1	Mcavernosa08504-RA
OG0010233	plut2.m8.6602.m1	Mcavernosa08503-RA
OG0010234	plut2.m8.6603.m1	Mcavernosa08505-RA
OG0010235	plut2.m8.6608.m1	Mcavernosa08501-RA
OG0010236	plut2.m8.1472.m1	Mcavernosa08521-RA
OG0010237	plut2.m8.1476.m1	Mcavernosa08525-RA
OG0010238	plut2.m8.18249.m1	Mcavernosa15521-RA
OG0010239	plut2.m8.670.m1	Mcavernosa08835-RA
OG0010240	plut2.m8.666.m1	Mcavernosa31286-RA
OG0010241	plut2.m8.668.m1	Mcavernosa31287-RA
OG0010242	plut2.m8.671.m1	Mcavernosa31284-RA
OG0010243	plut2.m8.11403.m1	Mcavernosa24403-RA
OG0010244	plut2.m8.17319.m1	Mcavernosa20994-RA
OG0010245	plut2.m8.17315.m1	Mcavernosa20996-RA
OG0010246	plut2.m8.14045.m1	Mcavernosa29638-RA
OG0010247	plut2.m8.10815.m1	Mcavernosa15977-RA
