gene_id,11_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,1_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,28_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,2_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,35_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,36_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,38_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,41_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,42_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,47_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,4_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
STRG.25045,902,600,333,274,537,498,720,1219,1224,583,389,989
STRG.25044,9,0,0,5,0,6,4,14,12,3,5,14
STRG.25047,181,77,44,54,97,93,124,190,211,124,50,117
STRG.25046,49,15,14,10,16,36,17,25,20,17,32,13
STRG.25049,147,57,34,21,83,68,44,90,115,77,38,79
STRG.25048,12410,3334,4028,3184,5759,5758,3333,5426,6187,5183,5215,5549
STRG.4737,1583,629,487,208,1079,745,600,1462,1733,1072,532,1079
STRG.24396,596,233,109,90,240,215,267,563,606,222,178,410
STRG.24397,369,198,111,68,185,184,211,339,427,199,128,324
STRG.24394,702,283,149,75,355,360,305,584,747,286,240,428
STRG.24395,417,328,163,23,256,317,359,480,697,228,214,383
STRG.24392,55,38,36,19,33,37,55,96,112,47,44,88
STRG.24393,274,121,97,42,144,143,134,287,358,176,77,290
STRG.24390,203,28,20,35,58,134,43,83,71,36,53,48
STRG.24391,25,15,6,4,16,11,18,25,33,12,8,30
STRG.16122,537,183,203,83,319,239,163,493,590,262,212,447
STRG.24398,889,322,176,50,487,441,386,805,1096,389,279,542
STRG.24399,97,53,41,12,63,50,58,131,143,53,38,80
STRG.3405,528,201,57,132,249,578,223,331,312,164,158,419
Pocillopora_acuta_HIv1_PredGene_g29981.t1,0,0,0,0,1,1,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_23866_t,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g7863.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.16123,321,111,78,47,215,126,111,322,361,178,71,206
Pocillopora_acuta_HIv1_PredGene_g30649.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g12231.t1,0,0,0,0,0,1,1,0,1,0,0,2
Pocillopora_acuta_HIv1_PredGene_g29571.t1,0,58,54,29,26,50,121,74,160,49,32,247
Pocillopora_acuta_HIv1_PredGene_g3529.t1,0,0,0,0,0,1,0,0,0,0,0,0
STRG.16124,2,0,0,2,0,1,1,0,1,0,1,3
Pocillopora_acuta_HIv1_PredGene_17380_t,0,0,0,0,0,8,0,0,0,0,0,0
STRG.18135,467,88,46,15,78,53,37,244,321,100,73,376
STRG.872,184,202,138,42,175,131,204,356,413,185,124,364
STRG.18137,5,1,3,0,1,2,1,4,8,2,2,6
STRG.870,10,17,8,0,15,0,16,0,22,12,0,6
Pocillopora_acuta_HIv1_PredGene_g23246.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2507.t1,0,0,0,0,0,0,0,3,0,0,13,4
STRG.18131,4,5,3,3,4,0,0,4,5,5,4,10
Pocillopora_acuta_HIv1_PredGene_g11404.t1,0,0,0,2,1,1,1,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18600.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.18133,4,9,3,1,10,3,13,13,17,11,4,6
STRG.874,210,160,84,28,148,222,191,317,380,189,132,290
STRG.24028,781,641,460,323,474,611,695,1061,1514,606,407,1048
STRG.24029,201,112,66,14,109,134,111,200,298,100,75,222
STRG.24020,24,15,0,0,0,8,16,20,24,11,0,20
STRG.24021,101,77,42,43,53,66,112,123,167,69,57,136
STRG.24022,108,29,26,7,61,28,45,99,114,49,23,81
STRG.24023,545,331,206,128,367,252,403,701,731,348,181,663
STRG.24024,62,39,25,12,38,34,41,85,107,38,30,49
STRG.24025,79,45,27,23,47,48,61,88,102,55,47,99
STRG.24026,343,340,253,45,272,303,373,524,775,320,216,562
STRG.24027,117,86,51,41,88,59,107,145,161,94,48,116
STRG.23559,8,0,0,0,0,6,0,0,0,0,0,0
STRG.23558,1,0,0,0,0,0,0,0,1,0,0,1
STRG.9855,98,53,39,54,63,34,73,146,145,74,28,60
Pocillopora_acuta_HIv1_PredGene_14224_t,0,0,0,0,0,0,0,0,3,0,0,0
STRG.23551,197,4,1,28,3,89,4,1,1,7,1,1
STRG.23550,87,31,19,16,33,33,48,33,35,36,18,16
STRG.23553,11,1,1,4,1,6,2,5,4,1,0,5
STRG.23552,60,1,0,14,0,52,0,0,0,1,0,1
STRG.23555,2,2,1,0,2,2,0,3,2,3,2,4
STRG.23554,6,1,0,2,2,4,0,4,2,3,0,0
STRG.23557,48,11,12,13,16,14,12,30,48,16,6,18
STRG.23556,94,0,0,13,0,48,0,0,0,0,0,0
STRG.8832,720,156,99,385,196,385,275,607,550,237,160,592
STRG.8833,113,12,9,26,16,48,12,29,45,11,4,47
STRG.8830,5,2,2,4,3,3,1,6,8,3,0,6
STRG.7827,3,5,2,1,2,3,3,3,5,2,3,2
STRG.9272,336,161,93,52,185,185,176,327,418,200,82,253
STRG.8836,88,14,8,8,17,24,30,43,48,13,18,27
STRG.7821,38,29,29,17,33,22,35,80,61,26,24,45
Pocillopora_acuta_HIv1_PredGene_g29448.t1,0,0,0,0,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g6034.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g23244.t1,0,0,0,0,1,0,0,0,0,0,0,0
STRG.7823,82,33,31,48,43,56,51,78,87,47,28,65
STRG.9274,54,17,17,6,24,43,24,31,31,21,30,35
STRG.19846,5082,1287,593,967,1636,1421,2211,3836,4253,1817,1212,2508
STRG.5935,287,252,176,145,167,289,311,490,576,228,257,479
STRG.16058,35,27,4,2,21,22,21,29,50,26,12,35
STRG.5936,27,41,30,8,27,24,47,17,18,41,48,67
STRG.16059,142,67,63,45,80,85,67,195,150,68,61,160
STRG.5937,21,22,18,4,19,20,34,38,66,28,20,11
Pocillopora_acuta_HIv1_PredGene_g19901.t1,0,1,1,0,0,1,0,0,1,1,1,1
Pocillopora_acuta_HIv1_PredGene_g1878.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.19842,961,602,330,151,589,667,635,1205,1424,687,478,1101
STRG.5931,196,0,0,0,0,0,0,163,207,0,0,102
STRG.3114,1159,608,379,200,586,557,863,1420,1651,699,548,1568
Pocillopora_acuta_HIv1_PredGene_g4281.t1,0,19,0,0,20,0,25,29,35,14,0,77
STRG.19840,926,605,360,438,501,646,797,1600,1475,818,503,1261
STRG.16055,31,0,7,0,17,11,14,22,0,11,0,23
STRG.5933,148,96,84,91,63,141,108,216,213,138,64,286
STRG.16056,167,46,30,24,54,63,46,113,169,52,34,84
STRG.16057,500,259,148,81,360,243,292,464,658,329,185,502
STRG.3110,1,0,0,0,0,0,0,0,0,0,0,1
STRG.16051,257,113,64,78,95,177,132,253,217,121,121,211
STRG.16052,68,24,12,14,23,42,30,43,57,15,27,47
Pocillopora_acuta_HIv1_PredGene_g20627.t1,0,3,0,0,5,3,6,11,7,2,3,12
STRG.3113,389,206,112,129,186,197,282,614,488,252,146,442
Pocillopora_acuta_HIv1_PredGene_355_t,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g18434.t1,0,0,0,0,0,0,0,0,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g22449.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g30180.t1,0,12,5,0,0,8,18,24,22,12,12,18
Pocillopora_acuta_HIv1_PredGene_g24246.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_22695_t,0,192,0,0,297,0,0,477,572,0,0,145
Pocillopora_acuta_HIv1_PredGene_g29876.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.19577,415,209,169,113,294,268,223,519,483,282,114,450
Pocillopora_acuta_HIv1_PredGene_g15590.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g10880.t1,0,1,0,0,0,0,2,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g575.t1,0,0,0,0,0,7,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24546.t1,0,1,1,1,1,0,1,0,1,1,1,0
Pocillopora_acuta_HIv1_PredGene_g17940.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.19575,52,56,55,38,36,52,80,132,116,75,52,109
Pocillopora_acuta_HIv1_PredGene_g2505.t1,0,0,0,0,0,7,0,12,9,0,0,16
Pocillopora_acuta_HIv1_PredGene_g10122.t1,0,6,1,0,6,0,5,3,10,5,1,6
STRG.12431,17,20,11,6,15,7,26,45,43,16,9,22
STRG.18352,2,2,0,2,1,2,2,0,0,0,0,1
STRG.8205,586,333,226,169,319,261,358,797,794,386,223,495
Pocillopora_acuta_HIv1_PredGene_g33229.t1,0,1,1,0,0,1,1,2,4,1,1,0
STRG.8204,12,6,7,8,7,11,0,8,9,0,11,16
Pocillopora_acuta_HIv1_PredGene_g23558.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8018.t1,0,5,5,0,8,0,4,7,8,11,3,9
STRG.8206,89,52,39,32,49,13,64,120,121,69,13,54
Pocillopora_acuta_HIv1_PredGene_g22052.t1,0,3,0,0,0,0,6,4,6,4,3,0
STRG.5387,74,20,15,9,31,27,20,74,68,21,13,59
STRG.13714,187,181,147,237,147,132,259,395,368,217,151,363
Pocillopora_acuta_HIv1_PredGene_g1661.t1,0,0,0,0,0,0,0,0,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g1546.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22511.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g32308.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g24748.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_2228_t,0,0,4,0,0,8,0,14,0,0,7,8
STRG.12249,151,80,51,37,58,107,112,192,194,81,134,253
STRG.12248,16,4,4,0,4,2,7,11,5,5,4,11
Pocillopora_acuta_HIv1_PredGene_g30474.t1,0,0,0,0,0,0,0,1,0,0,1,0
STRG.12245,155,57,43,14,76,50,68,144,140,54,41,229
STRG.12244,93,48,26,10,40,31,60,92,137,40,42,115
STRG.12247,3,0,0,0,0,0,0,0,0,0,0,4
STRG.12246,44,15,11,6,14,10,21,44,24,14,8,31
STRG.12241,16,2,1,4,7,15,6,5,12,6,5,14
STRG.12240,117,23,11,4,15,37,28,34,45,19,24,38
STRG.12243,67,69,37,13,68,50,77,169,170,58,22,82
STRG.12242,9,9,5,6,5,11,6,7,10,3,5,20
Pocillopora_acuta_HIv1_PredGene_7437_t,0,0,0,0,0,0,0,0,0,0,0,0
STRG.14957,121,85,52,9,127,122,128,181,318,125,110,183
STRG.14956,582,336,134,58,302,599,428,687,729,393,375,590
STRG.14955,93,55,34,13,45,77,76,80,117,52,46,92
STRG.14954,261,133,106,153,119,142,188,347,360,141,93,360
STRG.14953,130,109,86,135,105,126,149,233,242,119,54,197
STRG.14952,3810,1357,1011,380,2606,1851,1355,3024,3303,2097,1170,2278
STRG.14951,31,8,8,5,10,8,11,38,38,11,6,77
STRG.14950,1076,431,253,256,370,546,520,834,942,472,285,754
Pocillopora_acuta_HIv1_PredGene_g24608.t1,0,1,0,0,1,1,1,0,0,1,1,0
STRG.14959,416,299,131,47,161,261,386,431,656,200,191,477
STRG.14958,333,121,76,35,136,123,127,271,399,170,112,309
Pocillopora_acuta_HIv1_PredGene_g1582.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g16221.t1,0,0,0,0,0,0,0,119,6,7,0,0
STRG.15092,46,10,12,16,11,19,14,36,46,13,1,102
Pocillopora_acuta_HIv1_PredGene_g1755.t2,0,0,0,0,0,5,2,0,0,0,2,0
Pocillopora_acuta_HIv1_PredGene_g6653.t1,0,1,0,0,1,2,0,5,0,0,0,1
Pocillopora_acuta_HIv1_PredGene_g22170.t1,0,1,0,0,0,0,0,0,0,1,0,1
STRG.2758,35,35,14,4,27,18,34,44,57,27,28,52
Pocillopora_acuta_HIv1_PredGene_2453_t,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g14607.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.17817,112,34,37,30,49,59,54,72,111,47,37,57
Pocillopora_acuta_HIv1_PredGene_g13250.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.19370,207,65,43,43,64,102,74,126,167,76,74,102
STRG.19371,76,96,51,25,64,54,124,139,165,66,40,52
STRG.19372,10,10,2,0,0,10,13,0,19,6,14,8
STRG.19373,118,73,39,13,80,83,95,90,173,70,69,94
STRG.19374,159,68,39,30,92,64,88,183,218,96,45,190
STRG.19375,44,12,7,10,21,17,16,58,37,17,17,6
STRG.19376,8,4,4,3,2,7,8,11,20,2,6,16
STRG.19377,265,72,22,148,101,143,129,291,262,95,59,289
STRG.19378,87,62,25,36,43,60,67,92,101,60,35,95
Pocillopora_acuta_HIv1_PredGene_g5368.t1,0,2,0,3,17,0,4,2,16,12,0,7
STRG.26332,5,0,0,0,4,0,4,6,7,3,0,24
STRG.20048,185,57,48,25,92,114,87,161,167,73,53,143
STRG.11717,357,196,125,130,219,156,284,609,600,279,185,427
STRG.17815,35,37,18,7,24,26,50,74,82,27,16,60
STRG.2756,23,6,3,2,11,14,2,17,17,7,6,9
STRG.26330,47,27,12,3,36,0,28,33,13,27,19,50
Pocillopora_acuta_HIv1_PredGene_g18613.t1,0,8,1,0,8,0,10,31,19,14,2,21
Pocillopora_acuta_HIv1_PredGene_32015_t,0,0,0,0,0,0,1,2,0,0,0,3
STRG.26331,36,6,7,6,12,8,11,18,11,4,3,80
STRG.26336,5,10,6,7,7,6,13,15,28,7,5,6
STRG.11713,2673,1057,459,325,1185,1177,1332,2333,3066,1228,861,1895
STRG.11710,652,258,131,78,351,344,300,721,662,293,211,570
STRG.11711,5,3,0,0,2,3,1,6,8,0,2,3
STRG.21708,103,87,20,20,58,51,62,181,184,56,41,144
STRG.21709,86,47,32,52,33,71,65,67,102,40,35,75
STRG.21706,259,84,82,27,172,112,90,312,348,142,56,171
STRG.21707,203,133,123,78,113,150,170,391,394,170,106,318
STRG.21704,10086,3075,3557,2013,5731,5370,2774,7010,7655,4906,3644,7573
STRG.21705,477,439,167,26,291,305,439,678,906,453,316,766
STRG.21702,13,6,0,5,4,5,6,15,10,6,5,3
STRG.21703,130,73,39,14,47,70,70,132,197,57,56,122
STRG.21700,9,4,2,3,2,6,6,5,5,2,0,2
STRG.21701,9,5,3,3,5,2,5,18,19,4,2,13
STRG.19269,32,16,31,16,18,9,11,77,53,36,28,93
STRG.15098,4,0,0,0,0,0,0,0,0,0,0,4
STRG.17368,382,242,123,49,373,300,222,432,597,306,221,196
Pocillopora_acuta_HIv1_PredGene_g9613.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.17365,84,6,6,5,6,24,9,29,26,7,3,16
STRG.17364,373,135,125,47,276,219,152,321,333,181,144,275
STRG.17367,284,86,47,24,102,144,116,151,226,100,123,150
STRG.17366,1762,460,265,158,795,681,560,1253,1434,633,344,890
STRG.17361,194,108,86,161,109,106,125,266,314,142,110,209
STRG.17360,1088,826,754,801,957,465,930,2531,3105,1570,849,1977
STRG.17363,393,120,58,52,151,234,122,274,256,127,107,216
STRG.17362,84,60,24,52,57,55,93,126,134,63,39,133
STRG.749,254,64,56,37,158,75,64,203,235,111,45,167
STRG.748,108,75,41,26,72,41,87,196,194,95,53,98
STRG.741,1,2,1,1,0,2,1,1,2,0,1,2
STRG.740,16,0,0,4,2,22,2,5,7,3,18,0
STRG.743,11,0,0,0,2,2,2,0,0,2,3,0
STRG.742,1,0,0,1,2,2,0,0,0,1,3,0
STRG.745,1,1,0,0,0,0,0,0,1,0,0,0
STRG.744,5,0,0,0,0,0,0,3,5,0,0,3
STRG.747,238,221,172,211,174,205,351,468,471,246,184,360
Pocillopora_acuta_HIv1_PredGene_1401_t,0,0,0,0,0,0,0,0,0,0,0,0
STRG.26080,189,78,48,33,107,97,98,169,235,92,67,148
STRG.26081,5,0,0,0,0,7,2,0,2,0,0,5
STRG.26082,214,136,49,35,193,106,192,350,334,151,62,148
STRG.26083,62,63,14,38,56,80,86,52,89,36,39,40
STRG.26084,261,109,53,35,139,207,158,229,312,118,140,165
STRG.26085,65,43,36,33,57,55,79,98,119,43,39,59
STRG.26086,67,76,43,8,39,52,85,109,137,62,45,121
STRG.26087,85,36,27,27,31,49,50,75,91,43,28,65
STRG.26088,137,92,67,16,115,66,124,199,209,107,66,177
STRG.26089,1,1,0,2,1,1,2,3,4,1,0,2
Pocillopora_acuta_HIv1_PredGene_g6359.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22314.t1,0,0,0,0,0,0,0,0,0,0,2,0
STRG.19266,7,29,26,2,15,6,51,78,135,24,0,40
Pocillopora_acuta_HIv1_PredGene_g21516.t1,0,0,0,0,2,2,0,0,3,0,0,0
STRG.19267,7,28,17,3,27,8,27,23,33,30,30,29
STRG.4515,63,34,19,11,46,34,38,40,77,36,8,48
STRG.4514,213,126,65,78,99,114,169,230,294,130,88,250
STRG.4517,271,76,84,134,116,113,98,222,270,102,73,277
STRG.4516,12,6,5,8,10,9,16,21,35,14,8,9
STRG.4511,201,106,89,21,172,128,119,245,315,155,68,173
STRG.4510,35,16,4,3,8,20,17,33,24,13,12,30
STRG.4513,277,250,232,190,279,244,401,601,704,260,220,586
STRG.4512,157,37,30,15,78,65,60,122,117,73,43,54
STRG.4519,132,10,8,23,13,60,16,14,30,15,14,12
STRG.4518,32,23,6,6,20,12,31,29,45,16,11,39
Pocillopora_acuta_HIv1_PredGene_g19912.t1,0,0,0,0,1,0,0,0,1,1,0,0
Pocillopora_acuta_HIv1_PredGene_g3506.t1,0,0,2,0,2,0,3,14,2,7,1,11
STRG.17810,7495,2229,2348,2654,1892,2878,2347,6124,4491,3294,2276,6956
Pocillopora_acuta_HIv1_PredGene_g30069.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.10507,43,30,17,7,30,28,36,58,90,36,24,50
STRG.17989,15,5,3,7,4,9,4,0,5,4,1,2
STRG.17988,265,81,59,52,86,161,92,113,123,64,43,27
STRG.17981,46,13,0,12,10,24,13,0,7,0,0,0
STRG.17980,59,25,12,16,30,44,34,49,68,16,9,44
STRG.17983,173,23,8,30,12,111,29,18,43,12,4,43
STRG.17982,24,0,0,0,0,7,0,0,0,0,0,0
STRG.17985,15,26,25,3,46,10,32,66,93,24,18,70
Pocillopora_acuta_HIv1_PredGene_g24833.t1,0,13,0,4,5,0,14,12,17,11,0,20
STRG.17987,45,41,33,19,40,26,28,101,83,32,6,84
STRG.17986,14,7,0,0,6,6,8,32,21,6,0,20
Pocillopora_acuta_HIv1_PredGene_2820_t,0,0,0,0,0,7,10,8,16,0,0,8
Pocillopora_acuta_HIv1_PredGene_g10588.t1,0,1,0,1,0,1,1,1,1,1,0,1
STRG.11200,1306,1285,837,423,1221,1378,2150,2770,3599,1922,1446,2163
STRG.11201,61,13,13,25,15,38,55,64,121,20,4,97
STRG.11202,527,245,199,73,353,288,273,598,656,304,187,512
STRG.11203,240,134,109,84,190,127,160,311,341,172,77,316
STRG.11204,58,49,26,2,52,38,66,108,141,56,28,36
STRG.11205,83,70,62,80,71,57,85,153,134,82,37,134
STRG.11206,984,408,197,93,464,363,488,980,1090,439,280,645
STRG.11207,6,5,5,4,3,7,4,27,12,7,6,10
STRG.11208,362,138,77,66,129,132,157,302,312,138,89,216
STRG.11209,363,139,118,44,260,149,163,378,483,199,111,320
Pocillopora_acuta_HIv1_PredGene_g964.t1,0,15,69,0,22,0,9,75,89,37,37,13
Pocillopora_acuta_HIv1_PredGene_g1032.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g22783.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.14184,56,14,12,9,24,20,23,46,50,16,19,33
STRG.14185,10,5,2,1,5,4,9,5,6,5,7,9
STRG.14186,58,6,0,39,6,21,0,0,0,0,29,0
STRG.14187,7,0,0,0,0,2,0,0,0,0,4,0
STRG.14180,6,1,0,1,0,1,1,4,4,2,0,2
STRG.14181,123,58,53,9,89,42,60,133,186,77,32,118
STRG.14182,148,94,71,94,81,106,148,304,317,120,94,226
STRG.14183,29,111,171,13,130,27,115,91,249,99,33,115
STRG.14188,16,0,0,4,0,8,0,0,0,0,0,0
STRG.14189,115,55,53,68,0,57,84,0,0,69,60,129
Pocillopora_acuta_HIv1_PredGene_g25714.t1,0,0,0,0,0,0,1,0,3,0,0,0
Pocillopora_acuta_HIv1_PredGene_g21160.t1,0,6,0,0,25,0,0,0,23,14,0,8
Pocillopora_acuta_HIv1_PredGene_g23355.t1,0,0,0,0,11,0,5,0,14,11,0,0
Pocillopora_acuta_HIv1_PredGene_27043_t,0,0,0,0,0,0,0,9,10,0,0,8
Pocillopora_acuta_HIv1_PredGene_g12345.t1,0,6,5,3,3,5,4,9,15,2,3,7
Pocillopora_acuta_HIv1_PredGene_6855_t,0,0,0,0,0,0,0,161,88,0,0,84
STRG.7154,53,19,19,5,37,22,31,64,76,35,16,36
STRG.7155,123,77,52,25,102,65,83,184,196,78,46,102
STRG.7156,114,36,28,9,54,23,54,128,148,57,36,78
STRG.7157,50,20,20,20,21,28,25,58,43,31,16,51
STRG.7150,10,6,0,4,0,6,0,0,0,0,5,4
STRG.7151,111,56,34,22,61,70,61,149,159,69,45,117
STRG.7152,466,193,129,52,290,191,200,498,531,250,141,367
STRG.7153,123,92,72,62,84,80,154,205,235,101,52,213
STRG.7158,44,23,24,32,28,29,45,85,85,43,19,46
STRG.7159,108,51,38,48,67,47,61,155,181,63,57,145
STRG.6207,260,188,92,61,194,133,204,312,396,177,92,282
STRG.6206,240,153,120,14,195,131,167,321,437,176,87,262
STRG.6205,366,191,104,25,218,185,191,384,468,211,92,207
STRG.6204,191,92,70,104,121,78,120,265,284,149,120,222
STRG.6203,25,24,10,0,34,18,27,38,73,28,12,29
STRG.6202,298,253,177,163,228,190,317,474,628,232,175,482
STRG.6201,182,97,44,18,134,118,138,193,344,139,80,126
STRG.6200,230,153,127,124,170,132,244,372,414,189,198,626
STRG.6209,54,49,32,23,36,41,72,95,102,43,38,78
STRG.6208,849,447,293,176,486,421,511,1045,1028,510,416,898
STRG.11976,270,94,61,25,145,141,120,249,282,146,90,224
STRG.11977,10,6,0,0,5,0,7,11,8,5,5,9
STRG.11974,1404,321,249,154,540,348,342,1036,1162,483,323,797
STRG.11975,248,189,113,155,207,187,250,412,416,251,128,308
STRG.11972,538,188,2,0,0,63,180,25,1,0,29,107
STRG.11973,276,251,200,163,199,206,324,481,686,290,192,560
STRG.11970,200,85,72,34,135,130,97,172,261,97,61,150
STRG.11971,80,28,17,0,32,36,26,121,115,29,14,84
STRG.11978,106,57,35,27,0,48,74,83,147,71,31,76
STRG.11979,19,8,5,7,13,6,7,20,32,16,12,12
Pocillopora_acuta_HIv1_PredGene_g2075.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g4786.t1,0,0,0,0,0,0,0,4,5,0,0,0
Pocillopora_acuta_HIv1_PredGene_g2535.t1,0,0,0,0,0,0,0,0,0,0,0,6
STRG.15275,150,46,42,8,103,67,54,150,146,82,36,106
STRG.15274,65,73,52,13,110,63,90,160,191,100,31,62
STRG.15277,375,119,83,28,175,144,103,351,469,136,120,249
STRG.15276,36,79,47,13,48,38,83,116,123,64,37,125
STRG.15271,204,137,69,46,163,158,210,306,385,168,103,260
STRG.15270,469,199,148,45,239,283,232,435,508,288,165,410
STRG.15273,88,88,58,20,61,81,131,160,237,99,72,150
STRG.15272,130,69,45,26,65,56,67,148,156,73,41,122
STRG.24626,7,11,5,0,10,7,17,21,21,14,9,15
STRG.24627,203,84,60,54,123,61,116,286,236,134,67,148
STRG.24624,14,8,0,5,4,8,5,0,7,7,7,26
STRG.24625,78,3,3,2,5,3,3,109,100,3,1,91
STRG.24622,9,2,0,0,5,4,7,8,16,5,6,14
STRG.24623,4,0,0,0,3,0,2,2,6,1,2,7
STRG.24620,5,1,2,1,2,1,2,6,7,3,2,8
STRG.24621,5,2,0,0,2,2,3,9,7,0,0,6
Pocillopora_acuta_HIv1_PredGene_g33218.t1,0,2,1,1,1,0,2,1,1,1,0,0
STRG.23399,21,0,0,8,11,12,16,26,29,14,9,15
STRG.23398,24,11,9,8,27,16,13,44,59,20,11,28
STRG.23397,136,62,41,10,86,74,64,145,175,78,54,119
STRG.23396,135,45,26,10,47,47,59,123,190,51,63,145
STRG.23395,123,197,205,21,159,89,242,438,494,223,92,243
STRG.23394,247,116,91,57,128,117,168,360,386,197,177,305
STRG.23393,39,24,14,21,24,14,40,75,52,21,24,49
STRG.23392,11130,3409,3079,2850,4410,5162,3363,8360,8977,4330,3272,8420
Pocillopora_acuta_HIv1_PredGene_24828_t,0,0,0,0,0,0,0,0,0,0,0,0
STRG.23390,620,203,112,116,213,162,166,518,559,238,119,457
Pocillopora_acuta_HIv1_PredGene_g16154.t1,0,0,0,0,1,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g20351.t1,0,0,0,0,0,0,0,0,3,0,0,3
Pocillopora_acuta_HIv1_PredGene_g6279.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_g8785.t1,0,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv1_PredGene_17859_t,0,0,0,0,0,0,0,0,0,21,0,0
STRG.25028,84,16,2,23,25,12,21,17,60,31,0,42
Pocillopora_acuta_HIv1_PredGene_g28280.t1,0,0,0,0,0,0,0,0,0,0,0,0
STRG.16618,279,145,97,79,177,125,129,343,356,179,105,247
STRG.16619,856,341,177,151,581,452,360,1078,1151,545,193,563
STRG.2439,6,0,0,0,0,4,1,2,2,0,0,4
STRG.16612,647,437,288,405,507,403,806,1140,1155,613,388,1010
STRG.16613,72,72,47,30,75,48,137,139,180,74,43,90
STRG.16610,38,26,19,37,25,16,38,80,85,51,14,54
STRG.16611,58,28,14,26,22,34,49,64,77,34,27,89
STRG.16616,439,429,168,29,276,367,463,539,1018,324,382,562
STRG.16617,63,29,16,0,31,39,38,67,65,33,21,45
STRG.16614,530,377,230,176,353,360,474,725,805,367,254,612
STRG.16615,124,71,84,57,61,79,110,205,194,87,64,129
STRG.3356,28,16,13,3,23,16,26,39,34,20,10,0
STRG.3357,6,5,0,2,5,4,5,15,10,0,0,0
STRG.12728,40,48,45,13,80,42,93,163,188,73,65,123
STRG.3355,17,24,18,8,31,12,34,33,70,41,8,21
STRG.3352,127,98,75,38,62,67,115,240,268,108,75,183
STRG.3353,224,85,54,116,108,143,119,237,209,122,60,295
