,gene_id,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,length,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Treatment_Compare
48,Acerv_evm.model.Segkk1575_pilon.7,GO:0048827,0.021410748,1,1,1,phyllome development,BP,1956,17.87071161,-1.945563206,0.494905872,-3.93117826,8.45E-05,0.009435072,CvsT2
39,Acerv_evm.model.Segkk1424_pilon.6,GO:0034381,0.024248516,1,1,1,plasma lipoprotein particle clearance,BP,855,213.4661704,1.550610759,0.359293924,4.315716617,1.59E-05,0.009909287,T1vsT2
450,Acerv_evm.model.Segkk2909_pilon.1,GO:0120036,0.047923355,0.995163446,2,15,plasma membrane bounded cell projection organization,BP,1560,208.0237362,0.696595103,0.186555835,3.733976503,0.00018848,0.017750505,CvsT2
930,Acerv_evm.model.Segkk4318_pilon.2,GO:0120036,0.047923355,0.995163446,2,15,plasma membrane bounded cell projection organization,BP,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
97,Acerv_evm.model.Segkk1895_pilon.6,GO:0044854,0.029697422,1,1,1,plasma membrane raft assembly,BP,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
98,Acerv_evm.model.Segkk1895_pilon.6,GO:0044854,0.029697422,1,1,1,plasma membrane raft assembly,BP,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
589,Acerv_evm.model.Segkk3209_pilon.11,GO:0002821,0.023199075,1,1,1,positive regulation of adaptive immune response,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
593,Acerv_evm.model.Segkk3209_pilon.11,GO:1904179,0.023199075,1,1,1,positive regulation of adipose tissue development,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
748,Acerv_evm.model.Segkk3450_pilon.3,GO:0050871,0.042373838,0.999543483,1,2,positive regulation of B cell activation,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
749,Acerv_evm.model.Segkk3450_pilon.3,GO:0050871,0.042373838,0.999543483,1,2,positive regulation of B cell activation,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
712,Acerv_evm.model.Segkk3450_pilon.3,GO:0006965,0.02140892,1,1,1,positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
713,Acerv_evm.model.Segkk3450_pilon.3,GO:0006965,0.02140892,1,1,1,positive regulation of biosynthetic process of antibacterial peptides active against Gram-positive bacteria,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
574,Acerv_evm.model.Segkk3209_pilon.11,GO:2000481,0.023199075,1,1,1,positive regulation of cAMP-dependent protein kinase activity,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
923,Acerv_evm.model.Segkk4124_pilon.3,GO:0045785,0.007375547,0.999774583,2,6,positive regulation of cell adhesion,BP,3327,1690.290979,1.96437116,0.483641615,4.061625592,4.87E-05,0.017452579,T1vsT2
420,Acerv_evm.model.Segkk2585_pilon.5,GO:0045785,0.007375547,0.999774583,2,6,positive regulation of cell adhesion,BP,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
410,Acerv_evm.model.Segkk2551_pilon.2,GO:0010647,0.022565333,0.998571475,2,10,positive regulation of cell communication,BP,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
409,Acerv_evm.model.Segkk2551_pilon.2,GO:0010647,0.022565333,0.998571475,2,10,positive regulation of cell communication,BP,3015,48.28989415,-1.392129522,0.2880991,-4.832120339,1.35E-06,0.000555144,CvsT4
411,Acerv_evm.model.Segkk2551_pilon.2,GO:0010647,0.022565333,0.998571475,2,10,positive regulation of cell communication,BP,3015,48.28989415,-1.422639168,0.273426636,-5.203001399,1.96E-07,8.44E-05,CvsT2
10,Acerv_evm.model.Segkk1022_pilon.1,GO:0010647,0.022565333,0.998571475,2,10,positive regulation of cell communication,BP,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
11,Acerv_evm.model.Segkk1022_pilon.1,GO:0010647,0.022565333,0.998571475,2,10,positive regulation of cell communication,BP,2385,16.754313,-2.29057356,0.514700022,-4.450307869,8.57E-06,0.001685307,CvsT2
12,Acerv_evm.model.Segkk1022_pilon.1,GO:0010647,0.022565333,0.998571475,2,10,positive regulation of cell communication,BP,2385,16.754313,-2.491016805,0.53678803,-4.640596782,3.47E-06,0.001208032,CvsT4
596,Acerv_evm.model.Segkk3209_pilon.11,GO:0061051,0.046858676,0.99944043,1,2,positive regulation of cell growth involved in cardiac muscle cell development,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
107,Acerv_evm.model.Segkk1895_pilon.6,GO:1901890,0.029697422,1,1,1,positive regulation of cell junction assembly,BP,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
108,Acerv_evm.model.Segkk1895_pilon.6,GO:1901890,0.029697422,1,1,1,positive regulation of cell junction assembly,BP,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
568,Acerv_evm.model.Segkk3209_pilon.11,GO:2000774,0.023199075,1,1,1,positive regulation of cellular senescence,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
557,Acerv_evm.model.Segkk3209_pilon.11,GO:0010875,0.001812239,0.999984883,2,3,positive regulation of cholesterol efflux,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
526,Acerv_evm.model.Segkk3091_pilon.8,GO:0010875,0.001812239,0.999984883,2,3,positive regulation of cholesterol efflux,BP,918,3969.373921,-1.831256115,0.511817679,-3.577946192,0.000346305,0.043619104,T1vsT2
41,Acerv_evm.model.Segkk1424_pilon.6,GO:0010886,0.046995633,0.999437115,1,2,positive regulation of cholesterol storage,BP,855,213.4661704,1.550610759,0.359293924,4.315716617,1.59E-05,0.009909287,T1vsT2
251,Acerv_evm.model.Segkk20_pilon.1,GO:1902732,0.038677081,0.99962039,1,2,positive regulation of chondrocyte proliferation,BP,2294,212.1092734,1.120741572,0.195331601,5.737635713,9.60E-09,5.43E-06,CvsT2
250,Acerv_evm.model.Segkk20_pilon.1,GO:1902732,0.038677081,0.99962039,1,2,positive regulation of chondrocyte proliferation,BP,2294,212.1092734,1.105598305,0.196332462,5.631255741,1.79E-08,1.01E-05,CvsT3
248,Acerv_evm.model.Segkk20_pilon.1,GO:1902732,0.038677081,0.99962039,1,2,positive regulation of chondrocyte proliferation,BP,2294,212.1092734,1.048949103,0.210874909,4.974271751,6.55E-07,0.000311645,CvsT4
249,Acerv_evm.model.Segkk20_pilon.1,GO:1902732,0.038677081,0.99962039,1,2,positive regulation of chondrocyte proliferation,BP,2294,212.1092734,0.966221449,0.21900738,4.411821418,1.03E-05,0.003195671,CvsT1
758,Acerv_evm.model.Segkk3450_pilon.3,GO:0002606,0.02140892,1,1,1,positive regulation of dendritic cell antigen processing and presentation,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
759,Acerv_evm.model.Segkk3450_pilon.3,GO:0002606,0.02140892,1,1,1,positive regulation of dendritic cell antigen processing and presentation,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
736,Acerv_evm.model.Segkk3450_pilon.3,GO:0002732,0.02140892,1,1,1,positive regulation of dendritic cell cytokine production,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
737,Acerv_evm.model.Segkk3450_pilon.3,GO:0002732,0.02140892,1,1,1,positive regulation of dendritic cell cytokine production,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
496,Acerv_evm.model.Segkk3047_pilon.5,GO:1905776,0.025341352,1,1,1,positive regulation of DNA helicase activity,BP,756,36.10035243,-2.727694155,0.459738148,-5.933147307,2.97E-09,2.07E-06,CvsT1
494,Acerv_evm.model.Segkk3047_pilon.5,GO:1905776,0.025341352,1,1,1,positive regulation of DNA helicase activity,BP,756,36.10035243,-2.818322328,0.419772663,-6.713925361,1.89E-11,1.71E-08,CvsT3
495,Acerv_evm.model.Segkk3047_pilon.5,GO:1905776,0.025341352,1,1,1,positive regulation of DNA helicase activity,BP,756,36.10035243,-2.85672963,0.437745653,-6.526003428,6.75E-11,6.79E-08,CvsT4
493,Acerv_evm.model.Segkk3047_pilon.5,GO:1905776,0.025341352,1,1,1,positive regulation of DNA helicase activity,BP,756,36.10035243,-3.30114616,0.40961837,-8.059077427,7.69E-16,1.16E-12,CvsT2
992,Acerv_evm.model.Segkk999_pilon.5,GO:0040019,0.024369084,1,1,1,positive regulation of embryonic development,BP,843,73.90537865,-1.407900655,0.375509721,-3.749305486,0.000177325,0.016896259,CvsT2
592,Acerv_evm.model.Segkk3209_pilon.11,GO:0001938,0.020910948,0.998728953,2,10,positive regulation of endothelial cell proliferation,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
421,Acerv_evm.model.Segkk2585_pilon.5,GO:0001938,0.020910948,0.998728953,2,10,positive regulation of endothelial cell proliferation,BP,954,48.56308022,-1.227653055,0.354670479,-3.461390579,0.000537393,0.037119122,CvsT2
911,Acerv_evm.model.Segkk4124_pilon.3,GO:0050679,0.040360479,0.996322016,2,14,positive regulation of epithelial cell proliferation,BP,3327,1690.290979,1.96437116,0.483641615,4.061625592,4.87E-05,0.017452579,T1vsT2
718,Acerv_evm.model.Segkk3450_pilon.3,GO:0050679,0.040360479,0.996322016,2,14,positive regulation of epithelial cell proliferation,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
719,Acerv_evm.model.Segkk3450_pilon.3,GO:0050679,0.040360479,0.996322016,2,14,positive regulation of epithelial cell proliferation,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
818,Acerv_evm.model.Segkk3463_pilon.1,GO:1902043,0.002156658,0.99998033,2,3,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,BP,1090,209.564896,-1.084721328,0.30178225,-3.594384125,0.00032516,0.043399141,T1vsT2
897,Acerv_evm.model.Segkk4124_pilon.10,GO:1902043,0.002156658,0.99998033,2,3,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,BP,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
844,Acerv_evm.model.Segkk384_pilon.7,GO:0048215,0.021427953,1,1,1,positive regulation of Golgi vesicle fusion to target membrane,BP,1704,65.73939955,-1.517728143,0.397578007,-3.817434859,0.000134846,0.01369827,CvsT2
843,Acerv_evm.model.Segkk384_pilon.7,GO:0048215,0.021427953,1,1,1,positive regulation of Golgi vesicle fusion to target membrane,BP,1704,65.73939955,-1.793280034,0.432200041,-4.149189871,3.34E-05,0.007015269,CvsT4
558,Acerv_evm.model.Segkk3209_pilon.11,GO:0051574,0.023199075,1,1,1,positive regulation of histone H3-K9 methylation,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
764,Acerv_evm.model.Segkk3450_pilon.3,GO:0002925,0.02140892,1,1,1,positive regulation of humoral immune response mediated by circulating immunoglobulin,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
765,Acerv_evm.model.Segkk3450_pilon.3,GO:0002925,0.02140892,1,1,1,positive regulation of humoral immune response mediated by circulating immunoglobulin,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
918,Acerv_evm.model.Segkk4124_pilon.3,GO:1900106,0.021153966,1,1,1,positive regulation of hyaluranon cable assembly,BP,3327,1690.290979,1.96437116,0.483641615,4.061625592,4.87E-05,0.017452579,T1vsT2
89,Acerv_evm.model.Segkk1895_pilon.6,GO:0032728,0.007466085,0.999788633,2,5,positive regulation of interferon-beta production,BP,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
90,Acerv_evm.model.Segkk1895_pilon.6,GO:0032728,0.007466085,0.999788633,2,5,positive regulation of interferon-beta production,BP,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
622,Acerv_evm.model.Segkk3209_pilon.7,GO:0032728,0.007466085,0.999788633,2,5,positive regulation of interferon-beta production,BP,945,32.35072136,-1.557406948,0.387723708,-4.016795768,5.90E-05,0.010862838,CvsT4
621,Acerv_evm.model.Segkk3209_pilon.7,GO:0032728,0.007466085,0.999788633,2,5,positive regulation of interferon-beta production,BP,945,32.35072136,-1.751596105,0.364078911,-4.811034228,1.50E-06,0.00039927,CvsT2
623,Acerv_evm.model.Segkk3209_pilon.7,GO:0032728,0.007466085,0.999788633,2,5,positive regulation of interferon-beta production,BP,945,32.35072136,-1.907713729,0.362800964,-5.258292895,1.45E-07,6.92E-05,CvsT3
756,Acerv_evm.model.Segkk3450_pilon.3,GO:0032740,0.02140892,1,1,1,positive regulation of interleukin-17 production,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
757,Acerv_evm.model.Segkk3450_pilon.3,GO:0032740,0.02140892,1,1,1,positive regulation of interleukin-17 production,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
865,Acerv_evm.model.Segkk4047_pilon.16,GO:1902216,0.043761092,0.999512751,1,2,positive regulation of interleukin-4-mediated signaling pathway,BP,1962,752.0005367,2.504049974,0.568759444,4.402652125,1.07E-05,0.027846019,T2vsT3
864,Acerv_evm.model.Segkk4047_pilon.16,GO:1902216,0.043761092,0.999512751,1,2,positive regulation of interleukin-4-mediated signaling pathway,BP,1962,752.0005367,-2.129740896,0.566738525,-3.757889754,0.000171352,0.016658027,CvsT2
866,Acerv_evm.model.Segkk4047_pilon.16,GO:1902216,0.043761092,0.999512751,1,2,positive regulation of interleukin-4-mediated signaling pathway,BP,1962,752.0005367,-2.782061204,0.636669833,-4.369707909,1.24E-05,0.009909287,T1vsT2
559,Acerv_evm.model.Segkk3209_pilon.11,GO:2000111,0.023199075,1,1,1,positive regulation of macrophage apoptotic process,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
149,Acerv_evm.model.Segkk1945_pilon.2,GO:0010759,0.021654746,1,1,1,positive regulation of macrophage chemotaxis,BP,1350,16.8033195,-2.495587387,0.600891203,-4.153143487,3.28E-05,0.00470295,CvsT2
151,Acerv_evm.model.Segkk1945_pilon.2,GO:0010759,0.021654746,1,1,1,positive regulation of macrophage chemotaxis,BP,1350,16.8033195,-2.953644154,0.645065098,-4.578831136,4.68E-06,0.001690962,CvsT1
150,Acerv_evm.model.Segkk1945_pilon.2,GO:0010759,0.021654746,1,1,1,positive regulation of macrophage chemotaxis,BP,1350,16.8033195,-2.971983022,0.590917609,-5.029437229,4.92E-07,0.000211784,CvsT3
600,Acerv_evm.model.Segkk3209_pilon.11,GO:0060907,0.023199075,1,1,1,positive regulation of macrophage cytokine production,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
45,Acerv_evm.model.Segkk1424_pilon.6,GO:0010744,0.024248516,1,1,1,positive regulation of macrophage derived foam cell differentiation,BP,855,213.4661704,1.550610759,0.359293924,4.315716617,1.59E-05,0.009909287,T1vsT2
140,Acerv_evm.model.Segkk1945_pilon.2,GO:0120041,0.021654746,1,1,1,positive regulation of macrophage proliferation,BP,1350,16.8033195,-2.495587387,0.600891203,-4.153143487,3.28E-05,0.00470295,CvsT2
142,Acerv_evm.model.Segkk1945_pilon.2,GO:0120041,0.021654746,1,1,1,positive regulation of macrophage proliferation,BP,1350,16.8033195,-2.953644154,0.645065098,-4.578831136,4.68E-06,0.001690962,CvsT1
141,Acerv_evm.model.Segkk1945_pilon.2,GO:0120041,0.021654746,1,1,1,positive regulation of macrophage proliferation,BP,1350,16.8033195,-2.971983022,0.590917609,-5.029437229,4.92E-07,0.000211784,CvsT3
69,Acerv_evm.model.Segkk1821_pilon.34,GO:1903220,0.032890629,1,1,1,positive regulation of malate dehydrogenase (decarboxylating) (NADP+) activity,BP,276,23.20158406,-1.68612304,0.422156883,-3.994067393,6.49E-05,0.011629261,CvsT1
590,Acerv_evm.model.Segkk3209_pilon.11,GO:0045348,0.045286654,0.999477773,1,2,positive regulation of MHC class II biosynthetic process,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
752,Acerv_evm.model.Segkk3450_pilon.3,GO:0071639,0.042386376,0.99954321,1,2,positive regulation of monocyte chemotactic protein-1 production,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
753,Acerv_evm.model.Segkk3450_pilon.3,GO:0071639,0.042386376,0.99954321,1,2,positive regulation of monocyte chemotactic protein-1 production,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
697,Acerv_evm.model.Segkk3422_pilon.23,GO:1902624,0.043230355,0.999524629,1,2,positive regulation of neutrophil migration,BP,1131,501.4147614,-6.312290118,0.317141514,-19.9037018,3.78E-88,3.42E-84,CvsT2
696,Acerv_evm.model.Segkk3422_pilon.23,GO:1902624,0.043230355,0.999524629,1,2,positive regulation of neutrophil migration,BP,1131,501.4147614,-6.433317876,0.336652167,-19.10968802,2.10E-81,1.90E-77,CvsT4
695,Acerv_evm.model.Segkk3422_pilon.23,GO:1902624,0.043230355,0.999524629,1,2,positive regulation of neutrophil migration,BP,1131,501.4147614,-6.500485914,0.338080461,-19.22762969,2.17E-82,1.96E-78,CvsT1
694,Acerv_evm.model.Segkk3422_pilon.23,GO:1902624,0.043230355,0.999524629,1,2,positive regulation of neutrophil migration,BP,1131,501.4147614,-6.571409273,0.316934902,-20.73425564,1.70E-95,1.54E-91,CvsT3
754,Acerv_evm.model.Segkk3450_pilon.3,GO:0050731,0.01560516,0.999226306,2,8,positive regulation of peptidyl-tyrosine phosphorylation,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
755,Acerv_evm.model.Segkk3450_pilon.3,GO:0050731,0.01560516,0.999226306,2,8,positive regulation of peptidyl-tyrosine phosphorylation,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
437,Acerv_evm.model.Segkk2763_pilon.1,GO:0050731,0.01560516,0.999226306,2,8,positive regulation of peptidyl-tyrosine phosphorylation,BP,561,24.81613423,-1.575710714,0.418774459,-3.76267148,0.000168108,0.024513937,CvsT1
740,Acerv_evm.model.Segkk3450_pilon.3,GO:0043552,0.042361924,0.999543742,1,2,positive regulation of phosphatidylinositol 3-kinase activity,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
741,Acerv_evm.model.Segkk3450_pilon.3,GO:0043552,0.042361924,0.999543742,1,2,positive regulation of phosphatidylinositol 3-kinase activity,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
784,Acerv_evm.model.Segkk3450_pilon.3,GO:2000363,0.02140892,1,1,1,positive regulation of prostaglandin-E synthase activity,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
785,Acerv_evm.model.Segkk3450_pilon.3,GO:2000363,0.02140892,1,1,1,positive regulation of prostaglandin-E synthase activity,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
770,Acerv_evm.model.Segkk3450_pilon.3,GO:0060585,0.02140892,1,1,1,positive regulation of prostaglandin-endoperoxide synthase activity,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
771,Acerv_evm.model.Segkk3450_pilon.3,GO:0060585,0.02140892,1,1,1,positive regulation of prostaglandin-endoperoxide synthase activity,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
569,Acerv_evm.model.Segkk3209_pilon.11,GO:0090312,0.023199075,1,1,1,positive regulation of protein deacetylation,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
730,Acerv_evm.model.Segkk3450_pilon.3,GO:1902523,0.044381204,0.999498683,1,2,positive regulation of protein K63-linked ubiquitination,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
731,Acerv_evm.model.Segkk3450_pilon.3,GO:1902523,0.044381204,0.999498683,1,2,positive regulation of protein K63-linked ubiquitination,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
463,Acerv_evm.model.Segkk2909_pilon.1,GO:0001934,0.008243205,0.998849512,4,34,positive regulation of protein phosphorylation,BP,1560,208.0237362,0.696595103,0.186555835,3.733976503,0.00018848,0.017750505,CvsT2
91,Acerv_evm.model.Segkk1895_pilon.6,GO:0001934,0.008243205,0.998849512,4,34,positive regulation of protein phosphorylation,BP,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
92,Acerv_evm.model.Segkk1895_pilon.6,GO:0001934,0.008243205,0.998849512,4,34,positive regulation of protein phosphorylation,BP,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
941,Acerv_evm.model.Segkk4318_pilon.2,GO:0001934,0.008243205,0.998849512,4,34,positive regulation of protein phosphorylation,BP,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
901,Acerv_evm.model.Segkk4124_pilon.10,GO:0001934,0.008243205,0.998849512,4,34,positive regulation of protein phosphorylation,BP,342,81.1219958,-3.779735827,0.911097229,-4.148553749,3.35E-05,0.007353092,CvsT1
926,Acerv_evm.model.Segkk4302_pilon.1,GO:0031398,0.036609559,0.996865761,2,13,positive regulation of protein ubiquitination,BP,239,115.7645022,1.638823803,0.438993379,3.733140136,0.000189107,0.032737812,T1vsT2
774,Acerv_evm.model.Segkk3450_pilon.3,GO:0031398,0.036609559,0.996865761,2,13,positive regulation of protein ubiquitination,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
775,Acerv_evm.model.Segkk3450_pilon.3,GO:0031398,0.036609559,0.996865761,2,13,positive regulation of protein ubiquitination,BP,2262,494.4152512,-0.938500769,0.255382349,-3.674885027,0.000237957,0.032596441,CvsT4
462,Acerv_evm.model.Segkk2909_pilon.1,GO:0009967,0.02321327,0.996878339,3,27,positive regulation of signal transduction,BP,1560,208.0237362,0.696595103,0.186555835,3.733976503,0.00018848,0.017750505,CvsT2
210,Acerv_evm.model.Segkk1991_pilon.4,GO:0009967,0.02321327,0.996878339,3,27,positive regulation of signal transduction,BP,537,115.7966242,-1.171529562,0.340101952,-3.444642279,0.000571816,0.03869906,CvsT2
957,Acerv_evm.model.Segkk4318_pilon.2,GO:0009967,0.02321327,0.996878339,3,27,positive regulation of signal transduction,BP,1011,33.20946596,-1.374689274,0.376087078,-3.65524197,0.00025694,0.022123716,CvsT2
211,Acerv_evm.model.Segkk1991_pilon.4,GO:0009967,0.02321327,0.996878339,3,27,positive regulation of signal transduction,BP,537,115.7966242,-1.554017345,0.373186108,-4.164188621,3.12E-05,0.006726111,CvsT4
401,Acerv_evm.model.Segkk2551_pilon.2,GO:0023056,0.038646019,0.996592363,2,13,positive regulation of signaling,BP,3015,48.28989415,-1.288132589,0.30950367,-4.161929937,3.16E-05,0.007132652,CvsT1
400,Acerv_evm.model.Segkk2551_pilon.2,GO:0023056,0.038646019,0.996592363,2,13,positive regulation of signaling,BP,3015,48.28989415,-1.392129522,0.2880991,-4.832120339,1.35E-06,0.000555144,CvsT4
402,Acerv_evm.model.Segkk2551_pilon.2,GO:0023056,0.038646019,0.996592363,2,13,positive regulation of signaling,BP,3015,48.28989415,-1.422639168,0.273426636,-5.203001399,1.96E-07,8.44E-05,CvsT2
22,Acerv_evm.model.Segkk1022_pilon.1,GO:0023056,0.038646019,0.996592363,2,13,positive regulation of signaling,BP,2385,16.754313,-1.925826755,0.529597611,-3.636396224,0.000276479,0.045581587,CvsT3
23,Acerv_evm.model.Segkk1022_pilon.1,GO:0023056,0.038646019,0.996592363,2,13,positive regulation of signaling,BP,2385,16.754313,-2.29057356,0.514700022,-4.450307869,8.57E-06,0.001685307,CvsT2
24,Acerv_evm.model.Segkk1022_pilon.1,GO:0023056,0.038646019,0.996592363,2,13,positive regulation of signaling,BP,2385,16.754313,-2.491016805,0.53678803,-4.640596782,3.47E-06,0.001208032,CvsT4
565,Acerv_evm.model.Segkk3209_pilon.11,GO:0014858,0.023199075,1,1,1,positive regulation of skeletal muscle cell proliferation,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
101,Acerv_evm.model.Segkk1895_pilon.6,GO:0048643,0.029697422,1,1,1,positive regulation of skeletal muscle tissue development,BP,459,108.0386943,-1.181838233,0.291386487,-4.055912971,4.99E-05,0.011105016,CvsT3
102,Acerv_evm.model.Segkk1895_pilon.6,GO:0048643,0.029697422,1,1,1,positive regulation of skeletal muscle tissue development,BP,459,108.0386943,-1.306032646,0.323682686,-4.034916605,5.46E-05,0.010735538,CvsT1
597,Acerv_evm.model.Segkk3209_pilon.11,GO:0051152,0.023199075,1,1,1,positive regulation of smooth muscle cell differentiation,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
579,Acerv_evm.model.Segkk3209_pilon.11,GO:2000614,0.023199075,1,1,1,positive regulation of thyroid-stimulating hormone secretion,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
575,Acerv_evm.model.Segkk3209_pilon.11,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,978,68.72667436,1.258191844,0.306334265,4.107251411,4.00E-05,0.005323492,CvsT2
219,Acerv_evm.model.Segkk20_pilon.1,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,2294,212.1092734,1.120741572,0.195331601,5.737635713,9.60E-09,5.43E-06,CvsT2
218,Acerv_evm.model.Segkk20_pilon.1,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,2294,212.1092734,1.105598305,0.196332462,5.631255741,1.79E-08,1.01E-05,CvsT3
216,Acerv_evm.model.Segkk20_pilon.1,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,2294,212.1092734,1.048949103,0.210874909,4.974271751,6.55E-07,0.000311645,CvsT4
217,Acerv_evm.model.Segkk20_pilon.1,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,2294,212.1092734,0.966221449,0.21900738,4.411821418,1.03E-05,0.003195671,CvsT1
710,Acerv_evm.model.Segkk3450_pilon.3,GO:0045944,0.034163324,0.987224451,8,159,positive regulation of transcription by RNA polymerase II,BP,2262,494.4152512,-0.872868173,0.230211513,-3.791592183,0.000149685,0.014871409,CvsT2
