"","Group.1","x"
"12992","Acerv_evm.model.Segkk755_pilon.3","GO:0003964;GO:0006278"
"12993","Acerv_evm.model.Segkk755_pilon.4","NA;GO:0046872"
"12994","Acerv_evm.model.Segkk757_pilon.2","GO:0005576"
"12995","Acerv_evm.model.Segkk757_pilon.4","GO:0005515"
"12996","Acerv_evm.model.Segkk758_pilon.3","GO:0005515"
"12997","Acerv_evm.model.Segkk758_pilon.4","GO:0004842;GO:0005515"
"12998","Acerv_evm.model.Segkk758_pilon.5","GO:0009374"
"12999","Acerv_evm.model.Segkk758_pilon.6","GO:0016020;NA"
"13000","Acerv_evm.model.Segkk759_pilon.1","GO:0004930;GO:0007186;GO:0016021;GO:0004983"
"13001","Acerv_evm.model.Segkk759_pilon.10","GO:0005515"
"13002","Acerv_evm.model.Segkk759_pilon.13","GO:0007165"
"13003","Acerv_evm.model.Segkk759_pilon.14","GO:0046872"
"13004","Acerv_evm.model.Segkk759_pilon.15","GO:0005737;GO:0006569;GO:0009435;GO:0030170;GO:0030429;GO:0003824"
"13005","Acerv_evm.model.Segkk759_pilon.16","GO:0004930;GO:0007186;GO:0016021"
"13006","Acerv_evm.model.Segkk759_pilon.17","GO:0004888;GO:0007166;GO:0016021;GO:0004930;GO:0007186"
"13007","Acerv_evm.model.Segkk759_pilon.20","GO:0004930;GO:0007186;GO:0016021"
"13008","Acerv_evm.model.Segkk759_pilon.21","GO:0004888;GO:0007166;GO:0016021;GO:0004930;GO:0007186"
"13009","Acerv_evm.model.Segkk759_pilon.23","GO:0004930;GO:0007186;GO:0016021;GO:0004888;GO:0007166"
"13010","Acerv_evm.model.Segkk759_pilon.25","GO:0004930;GO:0007186;GO:0016021"
"13011","Acerv_evm.model.Segkk759_pilon.27","GO:0016021;GO:0004930;GO:0007186"
"13012","Acerv_evm.model.Segkk759_pilon.28","GO:0016021;GO:0004930;GO:0007186"
"13013","Acerv_evm.model.Segkk759_pilon.29","GO:0016021;GO:0004930;GO:0007186"
"13014","Acerv_evm.model.Segkk759_pilon.5","GO:0005525;GO:0005515;GO:0003924"
"13015","Acerv_evm.model.Segkk759_pilon.7","GO:0004519;GO:0006364;GO:0090730"
"13016","Acerv_evm.model.Segkk76_pilon.10","GO:0000387;GO:0003723;GO:0005685;GO:0005732;GO:0071013;NA;GO:0005681;GO:0000398"
"13017","Acerv_evm.model.Segkk76_pilon.12","GO:0016021;GO:0004930;GO:0007186"
"13018","Acerv_evm.model.Segkk76_pilon.14","GO:0000978;GO:0005654"
"13019","Acerv_evm.model.Segkk76_pilon.15","GO:0016021"
"13020","Acerv_evm.model.Segkk76_pilon.16","GO:0004800;GO:0055114"
"13021","Acerv_evm.model.Segkk76_pilon.17","GO:0004800;GO:0055114"
"13022","Acerv_evm.model.Segkk76_pilon.18","GO:0016491;GO:0055114;NA;GO:0004800"
"13023","Acerv_evm.model.Segkk76_pilon.19","GO:0005524;GO:0016301"
"13024","Acerv_evm.model.Segkk76_pilon.20","GO:0005515"
"13025","Acerv_evm.model.Segkk76_pilon.21","GO:0005515"
"13026","Acerv_evm.model.Segkk76_pilon.22","GO:0016020"
"13027","Acerv_evm.model.Segkk76_pilon.23","GO:0016020"
"13028","Acerv_evm.model.Segkk76_pilon.24","GO:0016020"
"13029","Acerv_evm.model.Segkk76_pilon.5","GO:0006281;GO:0019104"
"13030","Acerv_evm.model.Segkk76_pilon.6","GO:0006281;GO:0019104"
"13031","Acerv_evm.model.Segkk76_pilon.8","GO:0005515;GO:0005509"
"13032","Acerv_evm.model.Segkk760_pilon.1","GO:0004222;GO:0006508"
"13033","Acerv_evm.model.Segkk760_pilon.2","GO:0005524;GO:0004672;GO:0006468"
"13034","Acerv_evm.model.Segkk760_pilon.4","GO:0005515"
"13035","Acerv_evm.model.Segkk760_pilon.5","GO:0003676;GO:0008270"
"13036","Acerv_evm.model.Segkk760_pilon.6","GO:0005515"
"13037","Acerv_evm.model.Segkk761_pilon.1","GO:0005524;GO:0016021;GO:0042626;GO:0055085"
"13038","Acerv_evm.model.Segkk761_pilon.2","GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085"
"13039","Acerv_evm.model.Segkk762_pilon.1","GO:0003743;GO:0005737;GO:0005852"
"13040","Acerv_evm.model.Segkk762_pilon.2","GO:0004499;GO:0050660;GO:0050661;GO:0055114"
"13041","Acerv_evm.model.Segkk762_pilon.3","GO:0005515"
"13042","Acerv_evm.model.Segkk762_pilon.5","GO:0005509;GO:0017110"
"13043","Acerv_evm.model.Segkk762_pilon.6","GO:0005509;GO:0017110"
"13044","Acerv_evm.model.Segkk764_pilon.1","GO:0004930;GO:0007186;GO:0016021;GO:0004983"
"13045","Acerv_evm.model.Segkk764_pilon.4","GO:0004930;GO:0007186;GO:0016021"
"13046","Acerv_evm.model.Segkk764_pilon.5","GO:0016021;GO:0004930;GO:0007186"
"13047","Acerv_evm.model.Segkk764_pilon.7","GO:0003676;GO:0003677"
"13048","Acerv_evm.model.Segkk764_pilon.8","GO:0016021;GO:0004930;GO:0007186;GO:0004983"
"13049","Acerv_evm.model.Segkk764_pilon.9","GO:0004930;GO:0007186;GO:0016021"
"13050","Acerv_evm.model.Segkk765_pilon.1","GO:0003676;GO:0008270"
"13051","Acerv_evm.model.Segkk765_pilon.7","GO:0005509;GO:0016020;GO:0005044"
"13052","Acerv_evm.model.Segkk766_pilon.1","GO:0016021;GO:0004930;GO:0007186"
"13053","Acerv_evm.model.Segkk766_pilon.2","GO:0003676;GO:0015074;GO:0016020;GO:0016021"
"13054","Acerv_evm.model.Segkk766_pilon.3","GO:0003676;GO:0015074;GO:0016020;GO:0016021"
"13055","Acerv_evm.model.Segkk766_pilon.4","GO:0004190;GO:0006508;GO:0003676;GO:0008270"
"13056","Acerv_evm.model.Segkk767_pilon.10","GO:0016491;GO:0055114;GO:0045329;GO:0046872;GO:0051213"
"13057","Acerv_evm.model.Segkk767_pilon.13","GO:0003779;GO:0016043;GO:0030036;GO:0031267;GO:0005634;GO:0005737;GO:0005856;GO:0005886;GO:0017048"
"13058","Acerv_evm.model.Segkk767_pilon.14","GO:0003779;GO:0016043;GO:0030036;GO:0031267;GO:0005634;GO:0005737;GO:0005856;GO:0005886;GO:0017048"
"13059","Acerv_evm.model.Segkk767_pilon.15","GO:0003779;GO:0016043;GO:0030036;GO:0031267;GO:0005634;GO:0005737;GO:0005856;GO:0005886;GO:0017048"
"13060","Acerv_evm.model.Segkk767_pilon.16","GO:0005515;GO:0016043;GO:0003779;GO:0005634;GO:0005737;GO:0005856;GO:0005886;GO:0017048;GO:0030036"
"13061","Acerv_evm.model.Segkk767_pilon.3","GO:0005515"
"13062","Acerv_evm.model.Segkk767_pilon.7","GO:0008484;GO:0004423;GO:0003824"
"13063","Acerv_evm.model.Segkk767_pilon.8","GO:0005515"
"13064","Acerv_evm.model.Segkk768_pilon.1","GO:0015074;GO:0003676"
"13065","Acerv_evm.model.Segkk769_pilon.2","GO:0005515"
"13066","Acerv_evm.model.Segkk77_pilon.1","GO:0003676"
"13067","Acerv_evm.model.Segkk77_pilon.3","GO:0004478;GO:0006556;GO:0005524"
"13068","Acerv_evm.model.Segkk77_pilon.4","GO:0006810;GO:0005261;GO:0016021;GO:0005216;GO:0006811;GO:0016020;GO:0055085"
"13069","Acerv_evm.model.Segkk77_pilon.5","GO:0008146"
"13070","Acerv_evm.model.Segkk77_pilon.6","GO:0016020;NA;GO:0015078;GO:0033177;GO:1902600;GO:0033179"
"13071","Acerv_evm.model.Segkk770_pilon.3","GO:0005085;GO:0005737;GO:0005089"
"13072","Acerv_evm.model.Segkk772_pilon.2","GO:0003676"
"13073","Acerv_evm.model.Segkk772_pilon.3","GO:0003677"
"13074","Acerv_evm.model.Segkk772_pilon.4","GO:0003676"
"13075","Acerv_evm.model.Segkk774_pilon.1","GO:0008270;GO:0005515"
"13076","Acerv_evm.model.Segkk775_pilon.1","GO:0016021"
"13077","Acerv_evm.model.Segkk777_pilon.1","GO:0005509"
"13078","Acerv_evm.model.Segkk777_pilon.2","GO:0016021;GO:0004930;GO:0007186"
"13079","Acerv_evm.model.Segkk778_pilon.1","GO:0016021;GO:0004930;GO:0007186"
"13080","Acerv_evm.model.Segkk779_pilon.10","GO:0005525"
"13081","Acerv_evm.model.Segkk779_pilon.2","GO:0005515"
"13082","Acerv_evm.model.Segkk779_pilon.3","GO:0000166;GO:0003924;GO:0005525;GO:0005886;GO:0007165;GO:0016020;GO:0019003;NA"
"13083","Acerv_evm.model.Segkk779_pilon.5","GO:0003777;GO:0005524;GO:0007018;GO:0008017"
"13084","Acerv_evm.model.Segkk779_pilon.6","GO:0004843;GO:0016579"
"13085","Acerv_evm.model.Segkk779_pilon.7","GO:0003924;GO:0005525"
"13086","Acerv_evm.model.Segkk78_pilon.1","GO:0003676;GO:0008270;GO:0015074"
"13087","Acerv_evm.model.Segkk780_pilon.2","NA;GO:0046872"
"13088","Acerv_evm.model.Segkk780_pilon.7","NA;GO:0046872"
"13089","Acerv_evm.model.Segkk781_pilon.3","GO:0043169;GO:0016791"
"13090","Acerv_evm.model.Segkk782_pilon.11","GO:0045454;GO:0016661;GO:0055114"
"13091","Acerv_evm.model.Segkk782_pilon.13","GO:0005515"
"13092","Acerv_evm.model.Segkk782_pilon.14","GO:0005509"
"13093","Acerv_evm.model.Segkk782_pilon.17","GO:0016020;GO:0016021"
"13094","Acerv_evm.model.Segkk782_pilon.18","GO:0005515"
"13095","Acerv_evm.model.Segkk782_pilon.21","GO:0004553;GO:0005975"
"13096","Acerv_evm.model.Segkk782_pilon.23","GO:0008242"
"13097","Acerv_evm.model.Segkk782_pilon.3","GO:0005347;GO:0055085"
"13098","Acerv_evm.model.Segkk782_pilon.4","GO:0003713;GO:0005634;GO:0031490;GO:0045893"
"13099","Acerv_evm.model.Segkk782_pilon.5","GO:0003779;GO:0016043;GO:0017048;GO:0030036"
"13100","Acerv_evm.model.Segkk783_pilon.1","GO:0006629;GO:0008081;GO:0004435;GO:0007165;GO:0035556;GO:0005509"
"13101","Acerv_evm.model.Segkk785_pilon.1","GO:0005576;GO:0030414;GO:0005201"
"13102","Acerv_evm.model.Segkk785_pilon.11","GO:0005201"
"13103","Acerv_evm.model.Segkk785_pilon.13","GO:0005515"
"13104","Acerv_evm.model.Segkk785_pilon.16","GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0007178;GO:0016021;GO:0038023;GO:0043235;GO:0046872;GO:0004675;GO:0016020"
"13105","Acerv_evm.model.Segkk785_pilon.18","GO:0000737;GO:0003677;GO:0004530;GO:0004536;GO:0005634;GO:0006308"
"13106","Acerv_evm.model.Segkk785_pilon.4","GO:0005576;GO:0010466;GO:0030414;GO:0005201"
"13107","Acerv_evm.model.Segkk785_pilon.5","GO:0016020;GO:0016021;NA;GO:0005347;GO:0055085"
"13108","Acerv_evm.model.Segkk785_pilon.6","GO:0005634;GO:0045892;GO:0003712;GO:0006355"
"13109","Acerv_evm.model.Segkk785_pilon.7","GO:0005201"
"13110","Acerv_evm.model.Segkk785_pilon.8","GO:0005201"
"13111","Acerv_evm.model.Segkk785_pilon.9","GO:0005201"
"13112","Acerv_evm.model.Segkk786_pilon.11","GO:0043531;GO:0005515;GO:0042981"
"13113","Acerv_evm.model.Segkk786_pilon.12","GO:0005093;GO:0015031;GO:0005092;GO:0007264"
"13114","Acerv_evm.model.Segkk786_pilon.2","GO:0006885;GO:0015385;GO:0016021;GO:0035725;GO:1902600;GO:0005669;GO:0006352;GO:0006351;GO:0006812;GO:0015299;GO:0055085;GO:0046982;GO:0006814"
"13115","Acerv_evm.model.Segkk786_pilon.5","GO:0006464"
"13116","Acerv_evm.model.Segkk786_pilon.6","GO:0008021;GO:0016020;GO:0003735;GO:0005840;GO:0006412"
"13117","Acerv_evm.model.Segkk786_pilon.7","GO:0008080"
"13118","Acerv_evm.model.Segkk786_pilon.8","GO:0005524;GO:0004672;GO:0006468"
"13119","Acerv_evm.model.Segkk786_pilon.9","GO:0005575;NA;GO:0055114"
"13120","Acerv_evm.model.Segkk788_pilon.1","GO:0008270"
"13121","Acerv_evm.model.Segkk789_pilon.10","GO:0003677;GO:0000981;GO:0006355"
"13122","Acerv_evm.model.Segkk789_pilon.11","GO:0016020;GO:0016021;GO:0016409;GO:0016740;GO:0016746;GO:0019706;NA"
"13123","Acerv_evm.model.Segkk789_pilon.12","GO:0004180;GO:0004185;GO:0006508;GO:0008233;GO:0016787"
"13124","Acerv_evm.model.Segkk789_pilon.14","GO:0004185;GO:0006508"
"13125","Acerv_evm.model.Segkk789_pilon.17","GO:0003777;GO:0005524;GO:0007018;GO:0008017"
"13126","Acerv_evm.model.Segkk789_pilon.18","GO:0005509"
"13127","Acerv_evm.model.Segkk789_pilon.19","GO:0005515"
"13128","Acerv_evm.model.Segkk789_pilon.21","GO:0003677;GO:0000981;GO:0006355"
"13129","Acerv_evm.model.Segkk789_pilon.23","GO:0033743;GO:0055114"
"13130","Acerv_evm.model.Segkk789_pilon.24","GO:0000166;GO:0003924;GO:0005525;GO:0007165;GO:0016020;NA"
"13131","Acerv_evm.model.Segkk789_pilon.25","GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"13132","Acerv_evm.model.Segkk789_pilon.26","GO:0005525;GO:0003924;GO:0007165;GO:0016020"
"13133","Acerv_evm.model.Segkk789_pilon.27","GO:0003924;GO:0005525;GO:0007165;GO:0016020"
"13134","Acerv_evm.model.Segkk789_pilon.28","GO:0022857;GO:0055085"
"13135","Acerv_evm.model.Segkk789_pilon.29","GO:0005525;GO:0003924;GO:0007165;GO:0016020"
"13136","Acerv_evm.model.Segkk789_pilon.3","GO:0004930;GO:0007186;GO:0016021"
"13137","Acerv_evm.model.Segkk789_pilon.30","GO:0000166;GO:0003924;GO:0005525;GO:0007165;GO:0016020;NA"
"13138","Acerv_evm.model.Segkk789_pilon.31","GO:0006629"
"13139","Acerv_evm.model.Segkk789_pilon.32","GO:0005515"
"13140","Acerv_evm.model.Segkk789_pilon.34","GO:0005515"
"13141","Acerv_evm.model.Segkk789_pilon.35","GO:0004396;GO:0005524;GO:0006096;GO:0001678;GO:0005536;GO:0005975;GO:0016773"
"13142","Acerv_evm.model.Segkk789_pilon.36","GO:0005484;GO:0006890"
"13143","Acerv_evm.model.Segkk789_pilon.37","GO:0003713;GO:0005634;GO:0016571;GO:0018024;GO:0034968;GO:0045893;GO:0046872;GO:2001255;NA;GO:0005515"
"13144","Acerv_evm.model.Segkk789_pilon.39","GO:0006811;GO:0015075;GO:0016020;GO:0055085"
"13145","Acerv_evm.model.Segkk789_pilon.40","GO:0046983"
"13146","Acerv_evm.model.Segkk789_pilon.41","GO:0005515"
"13147","Acerv_evm.model.Segkk789_pilon.42","GO:0000981;GO:0003677;GO:0005634;GO:0006357;GO:0006355"
"13148","Acerv_evm.model.Segkk789_pilon.43","GO:0016020;GO:0016021"
"13149","Acerv_evm.model.Segkk789_pilon.45","GO:0003677;GO:0000981;GO:0006355"
"13150","Acerv_evm.model.Segkk789_pilon.46","GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"13151","Acerv_evm.model.Segkk789_pilon.48","GO:0004930;GO:0007186;GO:0016021;GO:0005515;GO:0004888;GO:0007166"
"13152","Acerv_evm.model.Segkk789_pilon.49","GO:0022857;GO:0055085"
"13153","Acerv_evm.model.Segkk789_pilon.50","GO:0022857;GO:0055085"
"13154","Acerv_evm.model.Segkk789_pilon.51","GO:0006508;GO:0008234;GO:0004869"
"13155","Acerv_evm.model.Segkk789_pilon.54","GO:0016020;GO:0016021;GO:0045454;GO:0005783;GO:0019153"
"13156","Acerv_evm.model.Segkk789_pilon.55","GO:0016020;GO:0016021;NA"
"13157","Acerv_evm.model.Segkk789_pilon.7","GO:0016021;GO:0022857;GO:0055085"
"13158","Acerv_evm.model.Segkk789_pilon.9","GO:0016021;GO:0022857;GO:0055085"
"13159","Acerv_evm.model.Segkk79_pilon.1","GO:0005634;GO:1901407;NA;GO:0000413;GO:0003755;GO:0003676"
"13160","Acerv_evm.model.Segkk79_pilon.4","GO:0004930;GO:0007186;GO:0016020;GO:0016021"
"13161","Acerv_evm.model.Segkk791_pilon.1","GO:0005509"
"13162","Acerv_evm.model.Segkk791_pilon.2","GO:0016020;GO:0016021"
"13163","Acerv_evm.model.Segkk795_pilon.1","GO:0000225;GO:0005783;GO:0006506;GO:0016020;GO:0016021;GO:0016811;NA"
"13164","Acerv_evm.model.Segkk795_pilon.3","GO:0001522;GO:0003723;GO:0009451;GO:0009982"
"13165","Acerv_evm.model.Segkk795_pilon.4","GO:0003690;GO:0007131"
"13166","Acerv_evm.model.Segkk795_pilon.5","GO:0005515"
"13167","Acerv_evm.model.Segkk795_pilon.7","GO:0005506;GO:0016491;GO:0016705;GO:0031418;GO:0055114;NA"
"13168","Acerv_evm.model.Segkk795_pilon.9","GO:0005515"
"13169","Acerv_evm.model.Segkk798_pilon.1","GO:0016787;GO:0004623;GO:0005737;GO:0009395;GO:0046872;GO:0102567;GO:0102568;GO:0004620"
"13170","Acerv_evm.model.Segkk798_pilon.2","GO:0016788;GO:0004623;GO:0005737;GO:0009395;GO:0046872;GO:0102567;GO:0102568;GO:0004620"
"13171","Acerv_evm.model.Segkk799_pilon.2","GO:0005515"
"13172","Acerv_evm.model.Segkk80_pilon.1","GO:0003676;GO:0015074"
"13173","Acerv_evm.model.Segkk80_pilon.11","GO:0004602;GO:0006979;GO:0055114"
"13174","Acerv_evm.model.Segkk80_pilon.12","GO:0006417;GO:0030015;GO:0005634;GO:0005737"
"13175","Acerv_evm.model.Segkk80_pilon.9","GO:0005216;GO:0006811;GO:0016020;GO:0055085;GO:0005515;GO:0005249;GO:0006813;GO:0008076;GO:0051260"
"13176","Acerv_evm.model.Segkk801_pilon.2","GO:0003676;GO:0008270"
"13177","Acerv_evm.model.Segkk804_pilon.1","GO:0005515"
"13178","Acerv_evm.model.Segkk806_pilon.3","GO:0000413;GO:0003755"
"13179","Acerv_evm.model.Segkk806_pilon.4","GO:0016746"
"13180","Acerv_evm.model.Segkk806_pilon.5","GO:0003676;GO:0008270"
"13181","Acerv_evm.model.Segkk808_pilon.3","GO:0005509"
"13182","Acerv_evm.model.Segkk809_pilon.2","GO:0005515"
"13183","Acerv_evm.model.Segkk81_pilon.1","GO:0015074;GO:0003676"
"13184","Acerv_evm.model.Segkk810_pilon.3","GO:0003677;GO:0006310;GO:0015074"
"13185","Acerv_evm.model.Segkk812_pilon.10","GO:0005515"
"13186","Acerv_evm.model.Segkk812_pilon.2","GO:0016787"
"13187","Acerv_evm.model.Segkk812_pilon.3","GO:0005509;GO:0005743;GO:0005347;GO:0055085"
"13188","Acerv_evm.model.Segkk812_pilon.4","GO:0016491;GO:0055114;GO:0005515"
"13189","Acerv_evm.model.Segkk812_pilon.5","GO:0003700;GO:0006355;GO:0008270;GO:0043565"
"13190","Acerv_evm.model.Segkk812_pilon.8","GO:0016021;GO:0030001;GO:0046872;GO:0006812;GO:0019829"
"13191","Acerv_evm.model.Segkk812_pilon.9","GO:0016020;GO:0016192;GO:0048193"
"13192","Acerv_evm.model.Segkk814_pilon.5","GO:0003676;GO:0008270"
"13193","Acerv_evm.model.Segkk814_pilon.6","GO:0015074;GO:0003676"
"13194","Acerv_evm.model.Segkk814_pilon.8","GO:0004888;GO:0007166;GO:0016021"
"13195","Acerv_evm.model.Segkk817_pilon.13","GO:0004842"
"13196","Acerv_evm.model.Segkk817_pilon.14","GO:0008270"
"13197","Acerv_evm.model.Segkk817_pilon.6","GO:0003964;GO:0006278"
"13198","Acerv_evm.model.Segkk817_pilon.9","GO:0003676"
"13199","Acerv_evm.model.Segkk818_pilon.1","NA;GO:0005634"
"13200","Acerv_evm.model.Segkk818_pilon.2","NA;GO:0005634"
"13201","Acerv_evm.model.Segkk82_pilon.1","GO:0005515"
"13202","Acerv_evm.model.Segkk82_pilon.2","GO:0003677"
"13203","Acerv_evm.model.Segkk82_pilon.3","GO:0008270"
"13204","Acerv_evm.model.Segkk82_pilon.4","GO:0005515;GO:0003950"
"13205","Acerv_evm.model.Segkk820_pilon.1","GO:0003824;GO:0016791"
"13206","Acerv_evm.model.Segkk820_pilon.11","GO:0004930;GO:0007186;GO:0016021"
"13207","Acerv_evm.model.Segkk820_pilon.12","GO:0003735;GO:0005840;GO:0006412"
"13208","Acerv_evm.model.Segkk820_pilon.14","GO:0016787"
"13209","Acerv_evm.model.Segkk820_pilon.16","GO:0004843;GO:0016579;GO:0006511;GO:0008270"
"13210","Acerv_evm.model.Segkk820_pilon.18","GO:0000815;GO:0005771;GO:0007034;GO:0015031;GO:0032509;GO:0045324;NA"
"13211","Acerv_evm.model.Segkk820_pilon.2","GO:0003824;GO:0016791"
"13212","Acerv_evm.model.Segkk820_pilon.23","GO:0005524"
"13213","Acerv_evm.model.Segkk820_pilon.3","GO:0016791;GO:0003824"
"13214","Acerv_evm.model.Segkk820_pilon.4","GO:0004386;GO:0003676;GO:0005524"
"13215","Acerv_evm.model.Segkk820_pilon.7","GO:0003677"
"13216","Acerv_evm.model.Segkk821_pilon.2","GO:0005515;GO:0007165"
"13217","Acerv_evm.model.Segkk822_pilon.1","GO:0005515"
"13218","Acerv_evm.model.Segkk824_pilon.2","GO:0003676;GO:0008270"
"13219","Acerv_evm.model.Segkk824_pilon.22","GO:0005509;GO:0030234;GO:0050790;NA"
"13220","Acerv_evm.model.Segkk824_pilon.25","GO:0005515;GO:0005509;GO:0007155;GO:0030246"
"13221","Acerv_evm.model.Segkk824_pilon.36","GO:0003676;GO:0003677;GO:0016020;GO:0016021;GO:0046872"
"13222","Acerv_evm.model.Segkk824_pilon.8","GO:0003964;GO:0006278"
"13223","Acerv_evm.model.Segkk825_pilon.2","GO:0008270"
"13224","Acerv_evm.model.Segkk826_pilon.1","GO:0005085;GO:0046872;GO:0005737;GO:0005856"
"13225","Acerv_evm.model.Segkk827_pilon.1","GO:0005515"
"13226","Acerv_evm.model.Segkk827_pilon.4","GO:0008270;GO:0005515"
"13227","Acerv_evm.model.Segkk827_pilon.5","GO:0005515;GO:0008270"
"13228","Acerv_evm.model.Segkk827_pilon.7","GO:0005515"
"13229","Acerv_evm.model.Segkk83_pilon.1","GO:0005524;GO:0005634;GO:0005694;GO:0016021;GO:0051276;GO:0051301;GO:0003677"
"13230","Acerv_evm.model.Segkk830_pilon.3","GO:0003676;GO:0008270;GO:0015074"
"13231","Acerv_evm.model.Segkk831_pilon.1","GO:0008080"
"13232","Acerv_evm.model.Segkk833_pilon.1","GO:0003676"
"13233","Acerv_evm.model.Segkk833_pilon.2","GO:0005515"
"13234","Acerv_evm.model.Segkk834_pilon.2","GO:0005794;GO:0007030;NA;GO:0005515"
"13235","Acerv_evm.model.Segkk834_pilon.3","GO:0008376;GO:0032580"
"13236","Acerv_evm.model.Segkk836_pilon.1","GO:0004066;GO:0006529"
"13237","Acerv_evm.model.Segkk837_pilon.10","GO:0016798"
"13238","Acerv_evm.model.Segkk837_pilon.11","NA;GO:0005794;GO:0005515"
"13239","Acerv_evm.model.Segkk837_pilon.13","GO:0016491;GO:0055114"
"13240","Acerv_evm.model.Segkk837_pilon.15","GO:0005515"
"13241","Acerv_evm.model.Segkk837_pilon.16","GO:0016020;GO:0016021;GO:0006486"
"13242","Acerv_evm.model.Segkk837_pilon.17","GO:0008270"
"13243","Acerv_evm.model.Segkk837_pilon.18","GO:0005515;GO:0005509"
"13244","Acerv_evm.model.Segkk837_pilon.19","GO:0005085;GO:0035556"
"13245","Acerv_evm.model.Segkk837_pilon.20","GO:0004930;GO:0007186;GO:0016021"
"13246","Acerv_evm.model.Segkk837_pilon.21","GO:0003824;GO:0004601;GO:0020037;GO:0055114"
"13247","Acerv_evm.model.Segkk837_pilon.24","GO:0005515"
"13248","Acerv_evm.model.Segkk837_pilon.25","GO:0004672;GO:0005524;GO:0006468"
"13249","Acerv_evm.model.Segkk837_pilon.28","GO:0004930;GO:0007186;GO:0016021"
"13250","Acerv_evm.model.Segkk837_pilon.3","GO:0006457;GO:0016272"
"13251","Acerv_evm.model.Segkk837_pilon.4","GO:0046872"
"13252","Acerv_evm.model.Segkk837_pilon.5","GO:0003676;GO:0016787;GO:0046872;GO:0005515"
"13253","Acerv_evm.model.Segkk837_pilon.9","GO:0003723;GO:0003743;GO:0006413"
"13254","Acerv_evm.model.Segkk838_pilon.1","GO:0016020;GO:0022857;GO:0055085"
"13255","Acerv_evm.model.Segkk838_pilon.2","GO:0016021;GO:0022857;GO:0055085"
"13256","Acerv_evm.model.Segkk838_pilon.3","GO:0005515"
"13257","Acerv_evm.model.Segkk838_pilon.4","GO:0005509;GO:0030246"
"13258","Acerv_evm.model.Segkk838_pilon.5","GO:0005509;GO:0030246"
"13259","Acerv_evm.model.Segkk838_pilon.6","GO:0005509;GO:0030246"
"13260","Acerv_evm.model.Segkk838_pilon.7","GO:0003779;GO:0005543"
"13261","Acerv_evm.model.Segkk838_pilon.8","GO:0016021;GO:0004930;GO:0007186"
"13262","Acerv_evm.model.Segkk838_pilon.9","GO:0016021;GO:0004930;GO:0007186"
"13263","Acerv_evm.model.Segkk839_pilon.7","GO:0004252;GO:0006508;GO:0008236;GO:0016020;GO:0016021;GO:0031258;GO:0071438"
"13264","Acerv_evm.model.Segkk840_pilon.1","GO:0005515"
"13265","Acerv_evm.model.Segkk840_pilon.2","GO:0042981"
"13266","Acerv_evm.model.Segkk841_pilon.3","GO:0008270;GO:0046872;GO:0005515"
"13267","Acerv_evm.model.Segkk841_pilon.4","GO:0005524;GO:0016887"
"13268","Acerv_evm.model.Segkk841_pilon.5","GO:0005515"
"13269","Acerv_evm.model.Segkk841_pilon.6","GO:0005515"
"13270","Acerv_evm.model.Segkk841_pilon.7","GO:0005515;GO:0004364"
"13271","Acerv_evm.model.Segkk841_pilon.8","GO:0005515"
"13272","Acerv_evm.model.Segkk841_pilon.9","GO:0055114"
"13273","Acerv_evm.model.Segkk842_pilon.13","GO:0003964;GO:0006278"
"13274","Acerv_evm.model.Segkk842_pilon.23","GO:0003676;GO:0015074"
"13275","Acerv_evm.model.Segkk842_pilon.35","GO:0004842"
"13276","Acerv_evm.model.Segkk842_pilon.37","GO:0004190;GO:0006508"
"13277","Acerv_evm.model.Segkk842_pilon.49","GO:0003676;GO:0015074"
"13278","Acerv_evm.model.Segkk842_pilon.53","GO:0016020;GO:0016021"
"13279","Acerv_evm.model.Segkk842_pilon.54","GO:0004312;GO:0016491;GO:0031177;GO:0009058;GO:0016788;GO:0055114"
"13280","Acerv_evm.model.Segkk844_pilon.6","GO:0003676;GO:0008270"
"13281","Acerv_evm.model.Segkk845_pilon.1","GO:0004222;GO:0006508;GO:0008233;GO:0008237;GO:0016787;GO:0046872"
"13282","Acerv_evm.model.Segkk845_pilon.12","GO:0005515;GO:0007165"
"13283","Acerv_evm.model.Segkk845_pilon.14","GO:0004090;GO:0005997;GO:0006006;GO:0050038;NA;GO:0016491;GO:0055114"
"13284","Acerv_evm.model.Segkk845_pilon.15","GO:0000166;GO:0006259;NA;GO:0003677;GO:0005524;GO:0006281;GO:0008094"
"13285","Acerv_evm.model.Segkk845_pilon.16","GO:0008289"
"13286","Acerv_evm.model.Segkk845_pilon.17","GO:0003677;GO:0003700;GO:0005634;GO:0005667;GO:0005737;GO:0006355;GO:0006805;GO:0009410;GO:0046983;GO:0048511;GO:0005515"
"13287","Acerv_evm.model.Segkk845_pilon.3","GO:0003712;GO:0006357;GO:0016592"
"13288","Acerv_evm.model.Segkk845_pilon.5","GO:0005515;GO:0003676;GO:0003723;GO:0003743;GO:0005852;GO:0006413;GO:0031369"
"13289","Acerv_evm.model.Segkk845_pilon.6","GO:0008146"
